N	2gram	Tiupa_Hudo_1	Analitik
264	художественного мира	2	2
265	ни одно	2	2
266	в акте	3	2
267	я героя	2	2
268	самим собой	4	2
269	культуры в	2	2
270	все прочие	3	2
271	из виду	2	2
272	как эстетической	4	2
273	для себя	2	2
274	в данном	4	2
275	одного и	2	2
276	текста не	2	2
277	лирического героя	2	2
278	по бахтину	2	2
279	и составляет	3	2
280	жизни но	2	2
281	потому что	3	2
282	в которой	2	2
283	мире и	2	2
284	мира в	2	2
