N	2gram	Tiupa_Anal_3	Hudozhes
112	эстетического объекта	2	4
113	как это	3	4
114	личности и	2	3
115	не менее	4	3
116	однако в	5	3
117	конечном счете	2	3
118	произведения как	2	3
119	ролевой границей	3	3
120	внутренняя граница	2	3
121	в противоположность	2	3
122	текста в	6	3
123	это не	2	3
124	одного и	3	3
125	художественной целостности	4	3
126	говорит и	3	3
127	как уже	2	3
128	миропорядка и	3	3
129	что он	4	3
130	и к	4	3
131	тем не	2	3
132	и того	3	3
133	сказания или	3	3
134	субъекта и	2	3
135	граница личности	3	3
136	в пределах	4	3
137	всех без	3	3
138	по своему	2	3
139	того же	5	3
140	в свою	5	3
141	со своей	8	3
142	или иным	2	3
143	о чем	4	3
144	данного текста	2	3
145	к содержанию	3	3
146	иначе говоря	2	3
147	как раз	7	3
148	художественного целого	6	3
149	в конечном	2	3
150	далеко не	4	3
151	авторской позиции	2	3
152	в точке	2	3
153	не будет	3	3
154	как говорит	3	3
155	в целом	3	3
156	в культуре	2	3
157	картины мира	4	3
158	в притче	4	3
159	системе ценностей	2	3
160	так в	3	3
161	таким образом	4	3
162	как и	14	3
163	в той	2	3
164	лишь в	5	3
165	во втором	4	3
166	с точки	2	3
167	и для	2	3
168	являет собой	3	3
169	не случайно	8	3
170	эстетическая ситуация	2	3
171	и ее	2	3
172	в данном	4	3
173	как правило	5	3
174	в русской	7	3
175	его в	3	3
176	в произведении	3	3
177	всего лишь	8	3
178	художественного высказывания	2	2
179	художественное целое	6	2
180	к сообщаемому	2	2
181	сама по	2	2
182	или анекдота	2	2
183	ни столь	2	2
184	пушкина что	2	2
185	в контексте	2	2
186	сказания это	2	2
187	коммуникативный статус	2	2
188	в своем	4	2
189	в них	2	2
190	полку игореве	3	2
191	человеческого я	2	2
192	не как	2	2
193	в одном	4	2
194	в имени	2	2
195	риторический предел	2	2
196	в итоге	4	2
197	форма авторства	3	2
198	по себе	4	2
199	этого текста	4	2
200	о полку	3	2
201	роль в	3	2
202	об этом	2	2
203	о его	2	2
204	сатирической художественности	2	2
205	судьбы а	2	2
206	в тарасе	3	2
207	с самим	2	2
208	произведении искусства	2	2
209	речевого замысла	2	2
210	одна из	2	2
211	свою очередь	4	2
212	без остатка	2	2
213	тем или	2	2
214	в глаза	2	2
215	в значительной	2	2
216	имеем дело	4	2
217	могла бы	2	2
218	к собственной	2	2
219	художественную целостность	2	2
220	оказывается уже	2	2
221	с их	3	2
222	одной стороны	2	2
223	слове о	2	2
224	и сам	4	2
225	хоровое слово	2	2
226	несмотря на	2	2
227	значительной степени	2	2
228	во всех	2	2
229	ни для	2	2
230	ситуации рассказывания	2	2
231	и потому	2	2
232	к жизни	3	2
233	даже в	2	2
234	не является	5	2
235	принадлежит к	4	2
236	это всеобъемлющая	2	2
237	по преимуществу	2	2
238	дело не	3	2
239	русской литературе	4	2
240	жанровая форма	2	2
241	как в	3	2
242	поведение в	2	2
243	или притчи	2	2
244	повесть о	2	2
245	в анекдоте	2	2
246	и прежде	2	2
247	здесь не	3	2
248	в романе	2	2
249	коммуникативной стратегии	4	2
250	злата стола	2	2
251	тарасе бульбе	3	2
252	стороны адресата	2	2
253	однако при	2	2
254	с одной	2	2
255	именно в	3	2
256	все эти	2	2
257	это и	2	2
258	уже говорилось	2	2
259	в себя	2	2
260	в году	3	2
261	свою жизнь	2	2
262	до известной	3	2
263	жанровой традиции	2	2
264	лично для	2	2
265	и по	2	2
266	сверхличной заданности	3	2
267	в иной	2	2
268	тот или	2	2
269	и на	4	2
270	миропорядке судьбы	2	2
271	как способу	2	2
272	литературных произведений	3	2
273	известной степени	3	2
274	о себе	2	2
275	но как	3	2
276	в финале	3	2
277	с иными	2	2
278	индивидуального речевого	2	2
279	однако с	3	2
280	коммуникативным событием	2	2
281	в этой	6	2
282	о том	6	2
283	мира и	2	2
284	имени тебе	2	2
285	ролевой границы	2	2
286	художественной литературы	2	2
