N	2gram	Tiupa_Anal_1	Hudozhes
126	текста в	12	3
127	это не	6	3
128	одного и	2	3
129	говорит и	2	3
130	была бы	2	3
131	как уже	2	3
132	или иного	3	3
133	что он	3	3
134	и к	3	3
135	и того	5	3
136	субъекта и	4	3
137	эстетического субъекта	3	3
138	в акте	2	3
139	в пределах	2	3
140	человека к	4	3
141	перед лицом	6	3
142	литературы как	2	3
143	того же	4	3
144	читателя в	2	3
145	данного текста	2	3
146	имеет место	5	3
147	иначе говоря	9	3
148	того или	3	3
149	художественного целого	10	3
150	в роли	2	3
151	в конечном	4	3
152	далеко не	6	3
153	к нему	3	3
154	не будет	3	3
155	как говорит	2	3
156	в целом	5	3
157	в культуре	3	3
158	объекта и	3	3
159	значении этого	7	3
160	своей эстетической	2	3
161	таким образом	3	3
162	и состоит	5	3
163	как и	13	3
164	в той	8	3
165	лишь в	5	3
166	внешнего мира	2	3
167	с точки	4	3
168	текст и	2	3
169	в таком	3	3
170	не следует	4	3
171	не случайно	3	3
172	и адресата	2	3
173	потому что	2	3
174	автора и	3	3
175	все прочие	2	3
176	в данном	2	3
177	как правило	4	3
178	в художественном	3	3
179	в произведении	5	3
180	всего лишь	4	3
181	произведений искусства	2	3
182	в которой	2	3
183	в области	4	3
184	художественного высказывания	2	2
185	истории литературы	4	2
186	на этом	2	2
187	в творческом	2	2
188	том числе	3	2
189	по мысли	3	2
190	том и	2	2
191	и составляет	2	2
192	и более	4	2
193	таком случае	3	2
194	нас самих	2	2
195	себя и	4	2
196	в нашем	3	2
197	другого я	2	2
198	человеческого я	2	2
199	вовсе не	2	2
200	вследствие этого	3	2
201	чем и	2	2
202	по себе	4	2
203	субъект и	2	2
204	этого текста	2	2
205	в литературе	4	2
206	эстетической реальности	3	2
207	роль в	2	2
208	при всей	2	2
209	в коем	2	2
210	равной степени	2	2
211	основе своей	2	2
212	тем более	2	2
213	произведении искусства	3	2
214	времени и	6	2
215	имеем дело	4	2
216	могла бы	3	2
217	эстетической деятельности	4	2
218	рассказ о	2	2
219	одной стороны	3	2
220	случае не	2	2
221	и сам	2	2
222	несмотря на	2	2
223	мира в	2	2
224	никто не	3	2
225	личности к	2	2
226	за пределы	2	2
227	и о	2	2
228	совпадает с	2	2
229	и потому	2	2
230	за пределами	2	2
231	по бахтину	2	2
232	даже в	3	2
233	не является	2	2
234	для себя	2	2
235	своего текста	2	2
236	не все	2	2
237	силу своей	2	2
238	могут оказаться	2	2
239	художественного мира	2	2
240	общения людей	2	2
241	дело не	3	2
242	и неизбыточность	2	2
243	коммуникативное событие	6	2
244	художественное произведение	5	2
245	а именно	3	2
246	может выступать	2	2
247	здесь не	2	2
248	текста наиболее	2	2
249	факторов художественного	6	2
250	собственно говоря	4	2
251	другого в	3	2
252	а с	3	2
253	с одной	3	2
254	именно в	4	2
255	все эти	2	2
256	в себя	6	2
257	от себя	3	2
258	художественная реальность	8	2
259	того чтобы	3	2
260	для того	4	2
261	из которых	4	2
262	и по	2	2
263	и неизбыточности	3	2
264	коем случае	2	2
265	с ним	4	2
266	художественного впечатления	14	2
267	ведет к	3	2
268	с другими	4	2
269	человеческого бытия	2	2
270	я героя	2	2
271	и на	5	2
272	культуры в	2	2
273	в силу	3	2
274	между двумя	3	2
275	с позиций	2	2
276	в этой	5	2
277	и соответственно	4	2
278	лирического героя	2	2
279	в равной	3	2
280	о том	5	2
281	жизни но	2	2
282	бы не	2	2
283	мире и	2	2
284	говоря и	3	2
