N	2gram	Vygotskiy__5	Psycholo
103	же как	7	4
104	у него	6	4
105	со всеми	2	4
106	у нас	2	4
107	никак не	3	4
108	точка зрения	8	4
109	в этих	3	4
110	к этому	3	4
111	в совершенно	2	4
112	те же	2	4
113	в своих	2	4
114	совпадает с	2	4
115	с этой	4	4
116	в результате	4	4
117	мы можем	6	4
118	мы различаем	2	4
119	между тем	3	4
120	как это	8	4
121	не могут	4	3
122	как на	3	3
123	с тем	3	3
124	только не	3	3
125	состоит в	6	3
126	в частности	3	3
127	к которым	2	3
128	его и	3	3
129	в своем	5	3
130	что у	2	3
131	в состоянии	4	3
132	сущности говоря	4	3
133	что все	6	3
134	должна быть	5	3
135	совершенно очевидно	2	3
136	вопрос о	12	3
137	стороны и	2	3
138	а потому	3	3
139	и к	2	3
140	точек зрения	4	3
141	мы знаем	3	3
142	тому же	2	3
143	мысль что	4	3
144	это и	3	3
145	но это	3	3
146	в силу	10	3
147	но не	10	3
148	все что	2	3
149	до сих	3	3
150	для объяснения	4	3
151	из которых	3	3
152	в этой	6	3
153	он не	8	3
154	но мы	5	3
155	сих пор	3	3
156	не есть	4	3
157	жизни и	2	3
158	в своей	2	3
159	так и	7	3
160	так точно	4	3
161	только на	2	3
162	тому чтобы	4	3
163	и другими	2	3
164	в отличие	2	3
165	мышления и	4	3
166	что оно	6	3
167	от того	3	3
168	но только	2	3
169	должны быть	2	3
170	и по	4	3
171	той же	4	3
172	исследования и	2	3
173	с этим	3	3
174	во всем	2	3
175	что эти	2	3
176	обоих этих	5	3
177	что эта	3	3
178	на примере	3	3
179	мысли в	4	3
180	но в	6	3
181	в основе	8	2
182	в известном	8	2
183	быть совершенно	2	2
184	не менее	3	2
185	на вопрос	5	2
186	такой же	4	2
187	этих двух	3	2
188	по самой	4	2
189	сама по	4	2
190	и составляет	4	2
191	казалось бы	4	2
192	тем или	2	2
193	в одинаковой	2	2
194	и как	3	2
195	в них	2	2
196	не означает	4	2
197	и от	2	2
198	одного и	3	2
199	в жизни	2	2
200	в такой	5	2
201	с ним	5	2
202	в центр	3	2
203	и здесь	2	2
204	быть в	2	2
205	есть не	2	2
206	а только	4	2
207	обратиться к	2	2
208	или не	2	2
209	этого вопроса	3	2
210	и потому	2	2
211	себя и	2	2
212	представляет собой	7	2
213	что они	5	2
214	в качестве	4	2
215	того же	7	2
216	что само	2	2
217	но что	3	2
218	не дает	2	2
219	это мы	2	2
220	что с	5	2
221	тот же	5	2
222	или иным	2	2
223	и может	3	2
224	стоит только	2	2
225	и тот	3	2
226	по поводу	2	2
227	о чем	2	2
228	во внимание	2	2
229	и их	4	2
230	имеет место	2	2
231	в область	2	2
232	видим что	2	2
233	и следовательно	6	2
234	к жизни	3	2
235	речь и	4	2
236	и тем	3	2
237	в нем	7	2
238	мы видели	3	2
239	отношение к	11	2
240	из них	2	2
241	когда он	2	2
242	но и	6	2
243	говорит о	3	2
244	мысли и	5	2
245	приводит к	7	2
246	как мы	10	2
247	только что	5	2
248	то и	2	2
249	новой психологии	2	2
250	все дело	2	2
251	этом отношении	5	2
252	же самое	4	2
253	в себя	3	2
254	иначе как	2	2
255	исследования для	2	2
256	на основе	2	2
257	тем самым	8	2
258	психологической природы	2	2
259	к нему	3	2
260	с точки	9	2
261	что для	2	2
262	в чем	3	2
263	ничего не	5	2
264	к ним	2	2
265	как они	3	2
266	их в	2	2
267	и с	3	2
268	что только	2	2
269	понятий и	15	2
270	из виду	2	2
271	мысли но	3	2
272	приходит к	3	2
273	но как	3	2
274	что следовательно	3	2
275	и то	4	2
276	бы в	4	2
277	ту же	2	2
278	его в	2	2
279	как он	6	2
280	из этого	2	2
281	к этой	3	2
282	одинаковой мере	2	2
283	не то	4	2
284	в одном	3	2
285	как она	3	2
286	и поэтому	2	2
