N	2gram	Losev_Dial_3	VeschiIm
179	но тогда	11	4
180	и все	6	4
181	бытия и	2	4
182	то это	9	4
183	как и	7	4
184	так чтобы	2	4
185	– только	2	4
186	и о	3	4
187	его на	2	4
188	и потому	2	4
189	однако не	2	4
190	нет и	4	4
191	оно не	6	4
192	что и	6	4
193	быть и	3	4
194	даже не	6	4
195	собственно говоря	4	4
196	как я	2	4
197	требует чтобы	2	4
198	оно –	4	4
199	с полной	3	4
200	с точки	14	4
201	е не	4	4
202	мы не	5	4
203	в данном	2	4
204	тем что	3	4
205	чтобы она	2	3
206	сама по	4	3
207	слово –	2	3
208	она должна	2	3
209	никогда не	7	3
210	но даже	3	3
211	но –	5	3
212	вопрос о	5	3
213	есть еще	3	3
214	что именно	3	3
215	существует но	2	3
216	не содержит	2	3
217	к тому	4	3
218	эти две	3	3
219	несмотря на	2	3
220	и чисто	2	3
221	на этом	2	3
222	как о	4	3
223	знание и	4	3
224	в нем	3	3
225	или есть	2	3
226	сам по	5	3
227	себя самого	2	3
228	все это	6	3
229	никакого отношения	3	3
230	можно только	4	3
231	что нужно	2	3
232	всегда есть	5	3
233	о ней	2	3
234	их в	2	3
235	раз навсегда	2	3
236	но как	2	3
237	и ни	3	3
238	в чисто	2	3
239	себя как	3	3
240	тогда когда	5	3
241	нет никакой	4	3
242	само по	5	3
243	перестает быть	2	3
244	даже и	7	3
245	в понятии	2	3
246	не мешает	2	3
247	не буду	5	3
248	что он	13	3
249	явления как	2	3
250	и притом	5	3
251	есть именно	6	3
252	если я	2	3
253	ни о	3	3
254	можно и	3	3
255	так и	5	3
256	только на	7	3
257	и тогда	5	3
258	но то	2	3
259	из того	2	3
260	самом деле	6	3
261	бы в	2	3
262	хотя бы	4	3
263	сущность и	4	3
264	тому как	4	3
265	тем более	3	3
266	подобно тому	4	3
267	вещах и	3	3
268	от самой	2	3
269	и вообще	2	3
270	в основе	3	3
271	себя функции	3	2
272	есть но	2	2
273	же мы	2	2
274	нет если	2	2
275	в частности	2	2
276	тому что	4	2
277	может ли	3	2
278	же они	2	2
279	была бы	3	2
280	– тоже	2	2
281	и можно	2	2
282	ни в	9	2
283	не суть	7	2
284	не говорит	3	2
285	есть конечно	2	2
286	и нет	7	2
287	кроме того	6	2
288	и если	2	2
289	мы уже	3	2
290	у меня	2	2
291	в виду	7	2
292	но совершенно	2	2
293	так или	2	2
294	и тем	2	2
295	и уже	2	2
296	жизнь не	2	2
297	только одно	2	2
298	но она	3	2
299	но только	4	2
300	итак если	3	2
301	этой точки	2	2
302	и вот	2	2
303	в слове	3	2
304	тех или	2	2
305	и самой	2	2
306	так же	4	2
307	жизнь и	4	2
308	в своих	2	2
309	мы ведь	3	2
310	и понимания	2	2
311	в первом	2	2
312	как это	5	2
313	ничем не	7	2
314	ни к	3	2
315	личность как	2	2
316	но они	2	2
317	с которой	2	2
318	и чтобы	2	2
319	говорите что	2	2
320	от чего	5	2
321	превращается в	6	2
322	есть –	2	2
323	и значит	3	2
324	и во	2	2
325	явление есть	2	2
326	и эти	2	2
327	а я	2	2
328	– и	4	2
329	то в	2	2
330	в силу	3	2
331	прочего и	2	2
332	но еще	2	2
333	же вы	5	2
334	себе совершенно	2	2
335	субъективизм и	2	2
336	никак не	2	2
337	об этом	6	2
338	он не	5	2
339	и когда	2	2
340	отличаться от	2	2
341	что-нибудь или	2	2
342	или ничего	2	2
343	только к	2	2
344	– это	6	2
345	к природе	3	2
346	и сама	5	2
347	может и	2	2
348	или нет?	2	2
349	если не	3	2
350	все равно	2	2
351	и они	2	2
352	как мы	2	2
353	допустим что	16	2
354	для такого	2	2
355	для того	3	2
356	при всем	4	2
357	и мира	4	2
358	я должен	4	2
359	и его	5	2
360	той же	3	2
361	или иначе	2	2
362	ничто не	2	2
363	во всяком	2	2
364	ибо иначе	3	2
365	если же	8	2
366	и всякий	3	2
367	есть некая	2	2
368	же такое	2	2
369	в особенности	7	2
370	это было	3	2
