N	2gram	Voloshinov_2	Formalny
252	из одного	4	2
253	высказывания его	2	2
254	стороны и	2	2
255	языка как	9	2
256	самом же	3	2
257	одна из	7	2
258	процессе его	2	2
259	от него	2	2
260	и тогда	2	2
261	связано с	3	2
262	мы увидим	2	2
263	в данной	4	2
264	внутреннего мира	2	2
265	одной из	3	2
266	в сущности	14	2
267	за пределы	3	2
268	в основном	4	2
269	мы ни	5	2
270	зрения самого	2	2
271	этого слова	5	2
272	распадается на	2	2
273	на почве	9	2
274	должен быть	2	2
275	что и	3	2
276	и именно	2	2
277	внутренней речи	7	2
278	оно становится	2	2
279	и речи	2	2
280	в языке	7	2
281	в отличие	3	2
282	соединении с	2	2
283	бы не	2	2
284	в точном	4	2
285	социальной группы	6	2
286	ориентировано на	2	2
287	в таком	7	2
288	слова как	2	2
289	от этого	2	2
290	является в	2	2
291	высшей степени	3	2
292	в каком	3	2
293	на протяжении	2	2
294	ни взяли	3	2
295	и это	3	2
296	отличие от	3	2
297	ничего не	4	2
