N	2gram	Losev_Vlad_3	Problema
280	философии то	3	2
281	но когда	2	2
282	то он	4	2
283	и так	2	2
284	нельзя сказать	3	2
285	но о	3	2
286	на первый	2	2
287	это тоже	2	2
288	по существу	4	2
289	вот в	2	2
290	в качестве	3	2
291	она не	2	2
292	в сущности	2	2
293	но еще	2	2
294	между прочим	5	2
295	по преимуществу	2	2
296	и потому	10	2
297	не будет	6	2
298	вместе с	7	2
299	ее в	3	2
300	только что	2	2
301	собственно говоря	3	2
302	и всегда	2	2
303	мы не	2	2
304	или иначе	2	2
305	что этот	3	2
306	является в	2	2
307	на себя	2	2
308	поскольку в	3	2
309	что а	2	2
310	без всякой	2	2
311	едва ли	11	2
312	в которой	2	2
313	учения о	4	2
314	не можем	2	2
315	это было	3	2
