N	2gram	Vygotskiy__5	Vvedenie
149	в ней	4	3
150	в виду	4	3
151	то это	4	3
152	и уже	3	3
153	из них	2	3
154	на том	2	3
155	что она	6	3
156	в своем	6	3
157	все эти	2	3
158	и вот	2	3
159	заключается в	8	3
160	так же	13	3
161	и на	3	3
162	в результате	4	3
163	что даже	2	3
164	если бы	11	3
165	не как	3	3
166	к этому	3	3
167	стороны и	4	3
168	и к	4	3
169	материал для	2	3
170	говорит о	4	3
171	связи с	2	3
172	чем в	2	3
173	в одном	2	3
174	в сущности	12	3
175	гораздо более	2	3
176	должен быть	2	3
177	что и	3	3
178	дело в	2	3
179	в центре	2	3
180	в каком	3	3
181	как будто	6	3
182	ответ на	5	3
183	как только	4	2
184	это делает	2	2
185	в основу	4	2
186	все время	20	2
187	же как	2	2
188	это может	2	2
189	казалось бы	4	2
190	должна быть	2	2
191	находит себе	3	2
192	и другие	3	2
193	никогда не	9	2
194	тому что	8	2
195	для этого	9	2
196	в отношении	2	2
197	преимущественно в	2	2
198	мы называем	2	2
199	это в	3	2
200	чем больше	3	2
201	или иной	2	2
202	своего материала	2	2
203	находятся в	3	2
204	это есть	3	2
205	что если	6	2
206	обе эти	2	2
207	несмотря на	5	2
208	обратить внимание	2	2
209	и той	2	2
210	мог бы	2	2
211	из двух	3	2
212	от того	4	2
213	в форме	2	2
214	во внимание	5	2
215	с помощью	2	2
216	именно на	5	2
217	принять во	2	2
218	есть только	2	2
219	должно быть	2	2
220	по его	3	2
221	рядом с	5	2
222	и совершенно	4	2
223	и с	2	2
224	говорит он	2	2
225	и так	2	2
226	с этим	2	2
227	той или	2	2
228	и здесь	6	2
229	же самое	5	2
230	конце концов	2	2
231	искусства и	5	2
232	когда мы	6	2
233	бы в	5	2
234	так и	3	2
235	не существует	3	2
236	по этому	5	2
237	влечет за	2	2
238	состоит в	3	2
239	есть не	4	2
240	не с	2	2
241	существует между	5	2
242	о которых	2	2
243	у нас	4	2
244	по существу	2	2
245	и при	2	2
246	того же	2	2
247	во всех	2	2
248	что мы	11	2
249	мы должны	3	2
250	жизни и	6	2
251	мы уже	6	2
252	себе и	2	2
253	с теми	3	2
254	и до	2	2
255	быть и	2	2
256	только на	4	2
257	связь между	2	2
258	этому поводу	4	2
259	которого мы	2	2
260	того как	2	2
261	одной и	2	2
262	из того	3	2
263	и сейчас	3	2
264	из которых	4	2
265	между ними	2	2
266	с точки	2	2
267	то о	2	2
268	мы не	3	2
269	в силу	3	2
270	мы можем	7	2
271	в другом	3	2
272	если же	2	2
273	собой в	2	2
274	идет речь	3	2
275	одна из	3	2
276	в каждой	3	2
277	ничего не	2	2
278	не могли	4	2
