N	2gram	Losev_Vlad_3	Problema
230	тому же	5	2
231	то в	6	2
232	является не	3	2
233	не очень	2	2
234	то время	4	2
235	в это	2	2
236	всякая вещь	2	2
237	же деле	2	2
238	весь этот	3	2
239	что это	9	2
240	в самом	4	2
241	общего с	2	2
242	за пределы	3	2
243	нам представляется	2	2
244	по преимуществу	2	2
245	свидетельствует о	2	2
246	некоторого рода	5	2
247	он не	8	2
248	не вполне	2	2
249	время как	2	2
250	в котором	4	2
251	себе отчет	3	2
252	нечто иное	2	2
253	все же	4	2
254	не будет	6	2
255	если оно	4	2
256	не к	2	2
257	в сравнении	2	2
258	без всякой	2	2
259	говорит о	4	2
260	или менее	5	2
261	но только	2	2
262	а именно	12	2
263	только на	5	2
264	появляется у	2	2
265	ни только	2	2
266	и притом	3	2
267	можно только	2	2
268	мы находим	2	2
269	там же	7	2
270	и что	8	2
271	того чтобы	3	2
272	только что	2	2
273	и по	2	2
274	есть только	9	2
275	ни к	2	2
276	друг друга	2	2
277	сравнении с	2	2
278	а то	2	2
279	должны сказать	2	2
280	как именно	3	2
281	xix века	6	2
282	и то	9	2
283	во всем	6	2
284	далеко не	3	2
285	не понимает	2	2
286	его в	2	2
287	и это	6	2
288	дело в	5	2
289	к своему	2	2
290	и весьма	3	2
291	в чем	3	2
292	в которой	2	2
293	того же	2	2
294	более или	5	2
295	учения о	4	2
296	понятие о	2	2
297	которое в	3	2
298	самом же	2	2
299	это было	3	2
