N	2gram	Losev_Prob_1	VeschiIm
113	а есть	4	5
114	а в	4	5
115	что для	2	5
116	или не	3	5
117	чем же	2	5
118	что тут	4	5
119	ни на	4	5
120	с тем	5	5
121	если бы	4	5
122	отнюдь не	10	5
123	в ее	3	5
124	у нас	14	5
125	но не	9	5
126	того же	3	5
127	другими словами	3	5
128	в сущности	2	5
129	для себя	3	5
130	вещи или	4	5
131	и для	4	5
132	на себя	2	5
133	в чем	3	5
134	можно ли	5	4
135	в своем	5	4
136	с другой	3	4
137	вещи в	4	4
138	как же	3	4
139	есть ее	24	4
140	оно и	3	4
141	между собою	7	4
142	в отдельности	4	4
143	только то	4	4
144	из них	3	4
145	в их	4	4
146	то и	6	4
147	смысле и	2	4
148	мы говорим	3	4
149	и даже	11	4
150	самой вещью	2	4
151	с этим	3	4
152	о том	11	4
153	не существует	6	4
154	говорить что	2	4
155	и все	7	4
156	как и	3	4
157	во всех	7	4
158	и о	8	4
159	и потому	2	4
160	однако не	3	4
161	нет и	2	4
162	оно не	3	4
163	быть и	3	4
164	собственно говоря	2	4
165	с точки	3	4
166	то или	2	4
167	что значит	3	4
168	со всем	2	4
169	мы не	2	4
170	в данном	9	4
171	тем что	7	4
172	как понятие	2	4
173	определенным образом	3	4
174	ни только	4	4
175	есть как	2	3
176	сама по	4	3
177	и другое	2	3
178	никогда не	7	3
179	она является	2	3
180	собою и	2	3
181	есть еще	3	3
182	не важно	2	3
183	можно сказать	5	3
184	не содержит	2	3
185	к тому	3	3
186	несмотря на	3	3
187	без всякого	2	3
188	и чисто	3	3
189	более или	3	3
190	момент в	2	3
191	в нем	13	3
192	сам по	7	3
193	все это	7	3
194	мы находим	2	3
195	всегда есть	6	3
196	их в	4	3
197	но как	6	3
198	и ни	4	3
199	а это	2	3
200	мы имеем	2	3
201	или как	3	3
202	нисколько не	3	3
203	нет никакой	2	3
204	даже и	8	3
205	ли сказать	2	3
206	но когда	2	3
207	в жизни	3	3
208	в понятии	2	3
209	один из	4	3
210	не мешает	2	3
211	что он	7	3
212	и притом	4	3
213	мы видим	2	3
214	есть именно	5	3
215	мы возьмем	2	3
216	ни о	5	3
217	между прочим	2	3
218	себе не	3	3
219	в своей	8	3
220	вместе с	2	3
221	так и	12	3
222	или менее	3	3
223	да и	3	3
224	только на	4	3
225	самом деле	6	3
226	того чтобы	9	3
227	хотя бы	3	3
228	сущность и	3	3
229	тому как	2	3
230	тем более	5	3
231	не то	2	3
232	подобно тому	2	3
233	и вообще	4	3
234	вопроса о	2	3
235	как оно	3	3
236	мы будем	2	2
237	казалось бы	4	2
238	же мы	2	2
239	тому что	4	2
240	вещи а	2	2
241	а потому	2	2
242	а только	5	2
243	ни в	7	2
244	в самой	3	2
245	но все	3	2
246	кроме того	2	2
247	ли вы	2	2
248	и если	6	2
249	мы уже	5	2
250	не стоит	2	2
251	в виду	6	2
252	так или	2	2
253	себе что	2	2
254	и тем	13	2
255	и уже	3	2
256	ее смысл	2	2
257	но она	3	2
258	образом и	2	2
259	данном случае	8	2
260	но только	2	2
261	мы говорили	4	2
262	для всего	2	2
263	это совершенно	4	2
264	тех или	3	2
265	который мы	2	2
266	так же	9	2
267	от всех	2	2
268	есть обязательно	6	2
269	но ведь	3	2
270	в первом	2	2
271	как это	6	2
272	есть тот	2	2
273	то есть	33	2
274	однако это	3	2
275	мы можем	4	2
276	просто смысл	2	2
277	поэтому и	2	2
278	является в	2	2
279	и чтобы	2	2
280	о чем	6	2
281	а потом	2	2
282	и во	3	2
283	с собой	2	2
284	говорим что	3	2
285	о которых	3	2
286	это тоже	2	2
287	то в	5	2
288	на этой	2	2
289	в качестве	2	2
290	не нужно	3	2
291	но именно	3	2
292	и может	2	2
293	но еще	2	2
294	раз с	2	2
295	никак не	4	2
296	об этом	10	2
297	он не	3	2
298	но уже	5	2
299	или его	2	2
300	тоже есть	3	2
301	как в	4	2
302	и сама	2	2
303	как нечто	8	2
304	вещей но	2	2
305	может и	3	2
306	и этого	2	2
307	если не	4	2
308	необходимые для	2	2
309	все равно	5	2
310	как мы	7	2
311	для такого	2	2
312	для того	8	2
313	и его	3	2
314	или иначе	2	2
315	во всяком	7	2
316	говорили что	2	2
317	дело в	3	2
318	в науке	2	2
319	не потому	2	2
320	том как	2	2
321	это было	2	2
