N	2gram	Losev_Prob_2	VeschiIm
235	тому что	3	2
236	или что	3	2
237	говорить об	3	2
238	в каком-то	3	2
239	может ли	3	2
240	не годится	2	2
241	что на	4	2
242	а только	6	2
243	но зато	2	2
244	и можно	3	2
245	ни в	6	2
246	но все	2	2
247	никуда не	2	2
248	кроме того	5	2
249	и если	3	2
250	мы уже	3	2
251	ни тем	2	2
252	в виду	8	2
253	так или	6	2
254	себе что	2	2
255	и тоже	3	2
256	только один	3	2
257	и тем	4	2
258	мною в	2	2
259	данном случае	5	2
260	но только	4	2
261	смысловое и	2	2
262	а а	6	2
263	это совершенно	2	2
264	в слове	3	2
265	тех или	3	2
266	заключается в	4	2
267	сказали что	2	2
268	так же	5	2
269	в своих	3	2
270	самого себя	2	2
271	этого предмета	2	2
272	но ведь	3	2
273	ли в	2	2
274	говорится о	2	2
275	ни просто	2	2
276	то есть	39	2
277	ничем не	2	2
278	однако это	2	2
279	мы можем	6	2
280	на него	2	2
281	с которой	3	2
282	является в	2	2
283	о чем	6	2
284	от чего	2	2
285	просто как	3	2
286	о которых	3	2
287	это тоже	3	2
288	на этой	2	2
289	зачем же	2	2
290	в качестве	2	2
291	не нужно	3	2
292	но именно	4	2
293	себе и	2	2
294	никак не	11	2
295	об этом	2	2
296	он не	2	2
297	что из	2	2
298	и этот	3	2
299	но уже	5	2
300	или его	2	2
301	тоже есть	5	2
302	мысли и	2	2
303	существует и	4	2
304	но можно	2	2
305	как нечто	2	2
306	если не	4	2
307	еще более	2	2
308	все равно	3	2
309	в с	2	2
310	как мы	5	2
311	в в	2	2
312	самого же	2	2
313	можно говорить	3	2
314	допустим что	2	2
315	для того	3	2
316	той же	2	2
317	или иначе	6	2
318	тут же	8	2
319	во всяком	13	2
320	пусть даже	3	2
321	если же	3	2
322	и всякий	3	2
323	состоит из	2	2
324	в науке	3	2
325	же такое	4	2
326	не все	4	2
327	то чтобы	2	2
328	обойтись без	3	2
329	это было	2	2
