N	2gram	Losev_Prob_2	Myslijsy
188	это было	2	3
189	возможно только	2	3
190	сих пор	4	3
191	только не	3	2
192	перед нами	2	2
193	есть сумма	2	2
194	но все	2	2
195	время и	2	2
196	каждый раз	3	2
197	об этом	2	2
198	заставляет нас	2	2
199	бы мы	2	2
200	связи с	5	2
201	значение только	2	2
202	язык не	2	2
203	свое место	2	2
204	только при	2	2
205	с нею	2	2
206	это в	2	2
207	нам кажется	2	2
208	с понятием	2	2
209	сколько и	2	2
210	есть то	5	2
211	человек не	2	2
212	на то	6	2
213	сама по	4	2
214	звука и	2	2
215	что с	2	2
216	в этой	9	2
217	что они	3	2
218	можно только	2	2
219	по своему	5	2
220	но как	6	2
221	как о	3	2
222	мы назвали	2	2
223	она не	3	2
224	и тот	3	2
225	несмотря на	3	2
226	и мы	2	2
227	и если	3	2
228	о предмете	2	2
229	эта последняя	2	2
230	и той	4	2
231	и о	4	2
232	мы уже	3	2
233	как знак	2	2
234	так или	6	2
235	был бы	6	2
236	даже в	2	2
237	себе что	2	2
238	только один	3	2
239	собственно говоря	2	2
240	но мы	3	2
241	все же	8	2
242	а тем	3	2
243	то или	3	2
244	мною в	2	2
245	что же	9	2
246	многие другие	2	2
247	мысли и	2	2
248	в их	3	2
249	входит в	2	2
250	в виде	6	2
251	это и	3	2
252	скажем что	3	2
253	но только	4	2
254	самом деле	4	2
255	в системе	2	2
256	что такое	18	2
257	и наконец	3	2
258	и даже	11	2
259	и притом	3	2
260	но никак	2	2
261	на чем	2	2
262	той же	2	2
263	языка и	5	2
264	тут же	8	2
265	их в	4	2
266	ни в	6	2
267	точки зрения	2	2
268	подобно тому	2	2
269	предмета в	2	2
270	бы в	3	2
271	ничего общего	3	2
272	указание на	3	2
273	о том	18	2
274	когда мы	6	2
275	то не	3	2
276	таком случае	10	2
277	в области	6	2
278	входящих в	2	2
279	по содержанию	2	2
280	и с	10	2
