2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram
в сравнении	2	3
сами по	7	1
можно понимать	1	1
зрению и	1	1
из виду	1	1
и уже	5	1
и эти	1	1
взаимной связи	1	1
самом обширном	1	1
не понимает	1	1
человеческой речи	5	1
и посредством	1	1
но чувствуем	1	1
все наше	1	1
слов и	1	4
человеческого развития	1	1
чувством а	1	1
на них	1	1
значить что	1	1
дело в	1	2
что человек	1	5
стороны и	1	2
одного из	1	2
в нашем	2	1
и без	1	3
одно время	4	1
душевной жизни	7	9
по крайней	5	2
предмета в	2	1
же следует	1	1
как и	7	9
или что	2	1
каждое мгновение	2	2
же время	2	4
только содержание	1	1
по частям	1	1
и в	24	39
во-первых в	1	2
потому имеют	1	1
с этими	1	1
но не	12	8
в стороне	1	4
быть при	1	1
как скоро	1	1
для нас	31	9
духа между	1	1
не была	1	1
lotze т	6	4
этом самый	1	1
их природы	1	1
с этим	7	7
но это	3	5
друг другу	1	3
нам самонаблюдением	1	1
же в	5	2
изменений в	1	1
нового направления	1	1
нас по	1	1
это не	3	7
между людьми	1	1
некоторое время	2	1
мысли к	2	1
бы ни	5	4
но он	2	2
должно быть	2	7
и совершенно	1	1
того как	7	6
и грубые	1	1
бы быть	3	4
более или	8	1
какие она	1	1
нам остается	1	1
прежде всего	7	4
указывает на	2	1
их не	1	1
иначе если	1	1
зависит и	1	1
рождается вместе	1	2
каком имеет	1	1
внешним предметам	1	1
звук то	1	1
мысль что	1	5
внешних влияний	1	1
эти условия	2	1
в деятельности	2	2
сколько и	1	3
этом не	1	1
зависит от	2	5
с а	4	2
что за	2	1
для других	1	1
перестает быть	2	1
с течением	1	1
чтобы показать	1	1
быть следствием	2	1
тех пор	1	1
нервов как	1	1
все что	3	2
с этой	1	2
тела в	1	1
только посредством	2	9
в говорящем	1	1
речи humboldt	1	1
самого духа	1	1
а только	8	4
не достигает	1	1
которые могут	4	1
первое по	1	1
с довольно	1	1
звукам в	1	1
мы называем	3	2
различия в	1	2
и есть	2	2
самом деле	2	1
голод усталость	1	1
отношения в	1	1
должна бы	1	1
силы не	1	1
хотя и	3	3
в ребенке	4	1
например в	3	1
может только	1	1
то же	12	6
организма а	1	1
его самого	1	2
могло бы	1	3
сравнительно с	4	2
есть всегда	1	1
нельзя сказать	1	1
значение и	2	2
на другие	6	1
то она	1	2
в обратном	1	1
мы видим	2	4
организма то	1	1
им как	1	1
но при	1	3
а и	5	1
в течение	1	2
свойстве внешних	1	1
душе и	1	2
бесконечное разнообразие	1	1
слагаются в	2	2
вне языка	1	1
действуют на	1	1
один из	2	1
в действительности	2	4
в обществе	2	1
то тем	1	1
отношения к	2	1
с точки	1	3
от которого	1	1
звуков в	2	1
что произнесенное	2	1
органы к	1	1
к этим	1	1
различие между	1	1
этой последней	2	1
скажет что	1	1
каждом языке	1	1
мысль до	1	1
другим и	3	1
для всякого	1	2
для одного	2	1
но в	4	9
не имеет	6	5
может в	2	1
могла бы	3	2
сих пор	4	1
содержания но	1	1
если и	2	2
тем не	6	6
между стихиями	2	1
разница в	1	1
и такое	1	1
о которых	3	2
и б	2	2
или если	2	1
в другом	2	1
степени развития	1	1
эти последние	2	1
обществе и	1	1
в котором	4	1
они были	1	1
для него	10	4
явление не	2	1
которое должно	1	1
внутренних состояний	1	1
предмету не	1	1
д и	1	1
может еще	1	1
свою очередь	6	4
внешние возбуждения	1	2
говорит гумбольдт	3	1
и это	2	3
вне его	1	1
что мысль	1	4
может служить	1	1
другой не	1	1
не с	3	1
только звук	3	1
ничего общего	1	2
так например	3	3
связь с	1	2
себе не	4	1
не следует	1	5
и непосредственно	1	1
в состоянии	6	3
есть для	1	2
виду что	1	1
это стремление	1	1
том виде	1	1
при таком	1	4
когда мы	2	2
для кого	2	1
в последнем	1	1
такой взгляд	1	1
образ предмета	4	1
и от	3	3
с в	2	5
из того	1	2
привести их	1	1
не один	1	1
слов humboldt	1	1
есть разница	1	1
слова потому	1	1
в одном	6	8
как причина	1	2
той же	3	3
общее понятие	1	2
друг от	1	2
слова сравнительно	1	1
а как	1	2
или же	7	3
с его	2	1
мысли мы	1	1
что дело	1	1
не имеем	3	2
голода и	1	1
в применении	1	2
к языку	4	2
и все	3	3
язык говорит	1	2
мы только	1	1
согласие в	1	1
точке зрения	2	2
и о	1	2
жизни и	1	2
уяснится нам	1	1
в них	5	3
не имея	1	1
посредником между	1	2
человек может	1	1
но тем	3	3
может стать	2	1
если не	4	2
там где	4	4
ко всем	2	2
представлений которые	3	1
можно заметить	3	2
слова но	2	2
в том	18	26
имея в	2	1
приближается к	1	1
восприятия еще	1	1
из всего	1	1
с указания	1	1
от того	5	4
душевным явлениям	1	1
внешних возбуждений	2	1
на душу	1	3
на вопрос	3	1
не языка	1	1
и наоборот	5	6
этого развития	1	1
не все	2	2
как мы	1	2
заключает в	4	2
и чувства	2	1
steinthal с	2	4
его мысль	1	1
чувственный образ	1	1
что как	1	3
только тогда	3	5
это содержание	2	1
многих других	1	1
в отдельном	1	1
даже для	1	1
и животным	1	1
многих случаях	1	1
есть не	5	2
чувство что	1	1
понимания не	1	1
здесь не	1	1
понимание было	1	1
которого в	1	1
можно бы	2	4
на те	1	1
это определение	2	1
сравнении с	2	2
со стороны	3	8
как он	4	1
одно из	3	3
бы их	1	1
несомненно что	1	2
менее в	1	1
есть движение	1	2
чтобы не	1	2
и язык	1	11
то это	3	5
в своих	1	4
видеть в	1	2
из чего	1	1
и вполне	1	1
например чтобы	1	1
от этого	1	1
есть дает	2	1
происходит с	1	1
подобные тем	1	1
действительно есть	1	1
в языках	1	3
уже в	5	1
дошел до	1	1
в жизни	2	3
на другой	2	1
впрочем легко	1	1
к известным	1	1
в истории	1	7
одним словом	4	2
и потому	2	5
такой вопрос	1	1
хотя вполне	1	1
создании языка	1	2
вряд ли	3	1
как на	3	3
более сложные	1	1
для взаимного	1	1
с их	1	1
человеческой чувственности	1	1
заставляет нас	1	2
из них	5	1
мысли в	3	9
разными путями	1	1
должно объясняться	1	1
не исчерпывается	1	1
даже при	2	1
одного и	6	2
не менее	5	6
еще не	4	6
но на	2	2
в звуке	10	1
на все	3	2
том в	1	1
жизни все	1	1
органов слова	1	4
полученные таким	1	1
и на	8	1
на которое	1	1
возможно только	1	5
с если	1	2
и кто	1	1
стало быть	4	2
для того	5	3
если они	1	1
тому как	4	4
по законам	1	2
в самом	4	3
посредством разложения	1	1
например что	2	1
тогда как	10	2
видит в	1	1
в то	6	4
ожидания и	2	1
никогда не	4	4
создание языка	1	2
ровно ничего	1	1
своих слов	1	1
как оно	2	1
так же	2	5
испытавши на	1	1
так что	10	16
важную роль	1	1
а на	1	1
которому мы	1	1
и том	1	2
на природу	2	1
не в	13	15
нельзя себе	1	2
говоря о	3	1
приведены в	1	1
ни для	1	1
есть в	2	2
и во	3	3
и осязания	3	1
на нее	1	1
прибавить что	2	1
нами в	1	1
эти отношения	1	3
лишь в	1	1
не нужен	1	1
на чувства	1	1
в мысли	5	8
с созданием	1	1
в природе	5	6
душевных явлений	1	5
его действие	1	2
он видит	1	1
и самого	1	1
и звука	3	4
бы невозможно	5	1
слово в	1	1
органы и	1	1
далеко не	3	1
в образы	1	1
разве в	1	1
как бы	9	6
сходство с	1	1
представлений но	2	1
и общее	1	1
стороны впечатления	1	1
к развитию	1	1
мгновение в	1	1
вне себя	2	1
природы но	1	2
без понимания	1	1
себе и	1	1
уже по	1	1
чувственным восприятием	1	1
какое в	1	1
он может	1	1
гумбольдт в	1	1
оно имеет	1	1
только то	1	2
духа и	1	7
вообще мы	1	1
языка язык	1	1
мы можем	12	2
имеет место	2	2
обратном отношении	1	1
будет совершенно	1	1
только при	1	2
и постепенно	1	1
этой точки	1	1
в целом	3	2
человек бессознательно	1	1
время когда	1	1
что не	5	10
но такое	1	1
а не	18	21
значит что	1	1
других чувственных	2	1
если мы	3	3
превращается в	2	1
именно так	1	1
одним из	1	2
представлений как	1	1
самой мысли	1	2
найти средство	1	1
но слово	1	1
по своей	1	1
могли бы	2	2
словом или	1	2
если в	3	1
над собою	2	1
само собою	2	2
это чувство	1	1
и другое	4	3
они не	4	1
он есть	1	2
что оно	4	2
humboldt т	10	21
можем ожидать	1	1
при помощи	1	2
это было	2	1
бы иначе	1	1
кого не	1	1
в обширном	1	1
хотя не	1	1
при других	2	3
души которые	1	1
человека и	3	1
что же	1	2
слова с	1	1
и их	5	3
столь же	5	3
утверждает что	1	2
вопрос о	2	4
в которой	5	2
одной и	2	3
можно думать	2	2
к нему	1	1
что ни	2	1
говоря что	1	2
ничего не	1	1
состояний как	1	1
же выйдет	1	1
сказать почему	1	1
что по	1	3
тело а	1	1
когда же	1	1
одном из	4	1
что они	5	1
замеченных нами	1	1
должен быть	1	1
от состояния	1	1
никакой возможности	1	1
чувство то	1	2
по поводу	6	3
только потому	2	3
остается только	2	4
от языка	1	4
но только	2	1
представления только	1	1
это слово	1	1
быть только	2	5
к другим	3	2
том же	1	2
иметь только	1	1
чувственные восприятия	4	4
которое в	1	1
очень важную	1	1
самого начала	2	3
которые должны	1	1
во втором	1	5
для нее	2	2
оно должно	3	2
чем животное	1	1
при этом	13	6
того что	7	8
бы было	1	2
но что	2	1
у него	2	1
предполагает что	2	1
в нее	4	1
в этих	3	7
быть выведены	1	2
что чувство	2	2
отличное от	2	1
указывают на	2	2
сама по	2	3
что его	3	1
только по	3	2
входит в	1	1
чувственных нервов	2	1
какое именно	1	1
не кажется	1	1
в слове	13	8
то ни	1	3
от слова	3	1
к истине	1	1
языка как	1	5
что это	3	3
себя потому	1	1
представлений в	4	1
находятся в	1	3
тот не	1	1
ощущения с	1	1
на что	1	2
душевную жизнь	1	1
от них	3	1
ни малейшего	1	2
вытекает из	2	2
времени и	1	2
в собственном	2	2
и независимо	1	1
действует на	2	3
она есть	2	1
слова и	3	4
есть следствие	1	1
со зрением	1	1
человеке и	1	1
нашего организма	2	3
деятельности души	1	2
каждый раз	1	4
что различные	1	1
только чувство	1	1
таком случае	2	2
что при	1	5
самое это	3	1
так и	5	13
отдельном лице	1	2
удовольствия и	4	4
тем самым	4	4
но как	1	3
приводит в	5	1
не ограничивается	1	2
другого звука	1	1
бы то	1	2
чувство ожидания	1	2
нам по	2	1
же есть	1	1
не иначе	1	3
если бы	11	14
к которому	2	3
нас в	2	1
как средство	1	1
близких к	1	1
без сомнения	4	3
по всей	1	1
все в	1	2
и другая	1	1
что она	3	1
что если	6	3
и что	4	10
само слово	1	1
же мало	1	1
впечатления не	1	2
которое мы	3	2
которое бы	1	1
слова так	2	1
очевидно и	1	1
себя и	2	1
после того	2	1
в противоположность	1	1
и притом	3	4
что все	2	3
между этими	1	1
не одну	1	1
сказать что	2	3
то есть	30	42
не раньше	1	1
языка или	1	1
вместе с	11	8
его мысли	1	1
виде в	1	1
относятся к	1	1
мысль о	7	2
существенным признаком	1	1
и понимание	1	3
звуком и	3	1
в самой	3	3
в коих	1	2
должны быть	4	7
этих впечатлений	1	1
а потому	5	10
относится к	3	3
известно что	1	2
то в	1	5
и его	2	5
как следствие	1	1
слова есть	5	1
служит только	1	1
с таким	3	1
из необходимых	1	1
к прежнему	1	1
его от	1	1
не на	2	1
уменьшается сила	1	1
в строении	1	2
том смысле	4	4
и проч	10	1
света и	2	1
одном и	1	2
но всегда	1	2
с впечатлениями	1	1
степени силы	2	1
есть посредством	1	1
о чувстве	1	1
от их	4	1
т п	3	4
не во	2	1
нам не	2	1
следует сказать	1	1
и тем	3	3
во внимание	1	3
только в	11	25
лучше сказать	1	1
все то	1	2
оно и	1	3
как в	10	10
что например	2	3
но вместе	2	2
что у	2	1
что вообще	2	1
тем более	1	2
существующие в	1	2
чувствует что	1	1
притом не	1	4
в человеке	4	10
в самых	1	1
двумя другими	1	1
видно из	2	1
что из	1	1
явления в	1	1
производят в	1	1
только человеку	1	1
рядом с	3	1
когда уже	1	2
в их	1	2
собою как	1	1
не были	1	2
то все	4	2
в себе	10	13
в словах	3	3
к тому	1	4
мысли если	1	1
в организме	2	3
не имел	1	1
нее а	1	1
в эту	3	1
языку это	1	2
с другою	1	2
на память	2	2
что так	1	1
и вместе	4	2
этот мир	1	1
которые мы	3	5
перейти к	1	2
с ним	5	3
именно того	1	1
в данное	2	1
к мысли	2	2
доказывает что	1	2
того времени	1	1
тому что	2	3
мысль наша	1	1
и более	1	2
до такой	1	1
на которую	1	2
образованные из	1	1
потому только	1	1
же путем	2	1
есть уже	1	3
сторону при	1	1
что одно	1	2
таким путем	4	1
деятельности духа	1	1
потому что	49	52
друг друга	2	5
что для	3	3
чувственных восприятий	3	1
одно целое	4	1
на том	1	1
необходимых для	1	1
и то	3	3
что к	1	2
по отношению	2	13
сливались бы	1	1
воздействия души	2	1
искусства то	1	1
действительности не	1	1
все они	1	2
к сознанию	1	2
так как	10	21
и всегда	1	2
как деятельности	1	1
которой мы	2	1
доказать что	1	1
развивается только	1	1
как химические	1	1
при нормальном	1	1
на этом	2	1
не могут	7	4
оба эти	2	1
представить себе	1	3
стремление к	2	2
нельзя в	2	1
у гумбольдта	1	1
думать что	3	3
из себя	2	5
языка и	3	17
и с	1	3
восприятия и	2	3
в свойстве	1	1
все остальные	5	4
под влиянием	8	2
отношений а	2	1
от мысли	1	2
чувства не	1	1
тем в	1	1
не для	1	1
что нельзя	1	1
полагает что	3	1
есть явление	3	2
слова к	1	1
есть создание	1	3
человек есть	1	1
отношений между	3	3
предмет и	1	1
с другой	6	7
при одних	1	1
разумеется то	1	1
в чем	7	1
было бы	13	12
очевидно что	3	3
что само	3	1
дело с	1	1
всем этом	2	1
выше что	1	1
ничего кроме	1	1
касается до	2	1
у нас	2	2
на друга	1	1
именно в	1	1
совсем в	1	1
ясно и	1	1
сознании все	1	1
мы не	11	10
движения в	2	1
при исследовании	1	1
но эти	2	2
восприятия или	1	1
общие признаки	1	1
поэтому остается	1	1
без него	1	2
него то	1	1
переход от	1	1
с одной	4	3
как перед	1	1
языку и	1	1
какой именно	1	1
точно так	9	11
но самое	1	1
том как	3	3
не замечать	1	1
для себя	1	3
из сил	1	1
на него	3	3
я могу	1	1
другу и	1	1
все предшествующие	1	1
на сравнении	2	1
до того	1	1
чувства в	4	1
этого слова	6	1
все это	2	1
и деятельности	1	1
друг на	1	1
подобным образом	3	4
в сознании	23	3
слова а	3	1
г д	1	2
в формах	2	1
мы будем	1	2
другого чтобы	1	1
что я	1	1
члены системы	1	1
других обстоятельствах	1	1
не так	3	3
отношение содержания	1	1
с прежними	3	1
и слово	1	1
слова например	1	1
тела и	1	1
то не	3	3
вызывает в	1	1
мы обыкновенно	1	1
его на	2	2
на следующее	1	2
этом смысле	2	4
слов для	1	1
в человеческом	1	2
в какой	2	1
это так	1	1
можно считать	1	1
и если	4	2
из нее	1	1
эту минуту	3	1
сообщение мысли	1	1
только что	3	2
в такой	1	1
убеждение что	1	2
и вопрос	1	2
образом в	4	1
и первое	1	1
содержание слова	2	1
не всегда	1	1
именно с	1	1
что он	4	1
нечто общее	3	1
эти представления	1	1
не говорит	1	1
связанное с	1	2
впечатления достигают	1	1
что и	11	6
уже не	4	2
но так	1	1
видит только	1	1
животных а	1	1
он в	1	1
искать причины	2	2
предметов и	1	2
хотя бы	2	2
с какою	1	2
прежних периодов	1	1
одну только	1	1
жизни но	1	1
с другими	5	1
и по	2	6
она еще	1	1
то с	1	1
то оно	1	2
чего не	2	1
в ней	3	7
внимание на	2	1
не зная	2	2
нее как	1	1
как чувство	3	1
для создания	1	1
них не	3	2
происходит тогда	1	2
не представляет	1	1
ср humboldt	1	1
делает возможным	1	1
мы думаем	1	2
признать за	1	1
мог бы	3	2
сам по	4	1
бы при	2	1
того же	14	3
к ней	2	2
будет иметь	1	1
при равенстве	1	1
но все	2	2
в связи	2	1
впасть в	1	1
если б	5	2
речи и	1	10
что ему	2	1
нам все	1	1
общего с	2	1
мысли о	4	4
на основании	1	2
из него	1	2
только известное	1	1
последующей судьбе	1	1
самое понятие	1	1
в единство	1	1
независимо от	9	6
человеческой природы	2	3
нет но	3	1
же предмета	2	1
то мы	2	2
сознание и	4	1
в другой	1	3
до значительной	1	1
психологическая теория	1	1
отдельных лиц	2	2
влияние на	4	2
за пределы	2	2
известным образом	1	2
из мысли	1	1
своей последующей	1	1
есть нечто	3	4
нем самом	1	5
кажутся только	1	1
не как	3	1
в каком	3	6
в более	1	4
никак не	1	2
встречаем и	1	1
их возможность	1	1
по которым	1	1
должна быть	1	3
в свою	6	4
общего чувства	9	4
чувство удовольствия	2	1
изменяется в	1	1
ни в	1	1
к одному	1	2
что в	16	22
когда нам	1	1
первое время	1	1
членораздельным звуком	2	2
но если	2	2
языков но	1	1
образа предмета	2	1
со словом	1	3
нужно будет	3	1
обратить внимание	1	1
или менее	8	1
в зародыше	1	1
что на	3	6
нас те	1	1
будет видно	1	1
только не	1	2
принять что	1	2
и объективности	1	1
и весь	2	1
на деле	3	4
не то	2	1
и звук	4	2
не может	12	22
язык и	1	5
можно будет	1	1
мы видели	1	4
определение должно	1	1
не могло	1	3
он должен	1	2
в понимающем	1	1
время с	1	1
но органы	1	1
о том	5	2
между тем	6	5
душе на	1	1
его не	3	1
с большею	1	1
на то	5	2
бы с	1	1
известные состояния	1	1
быть не	3	4
от своего	1	1
может быть	23	27
разница между	2	3
в одной	1	1
на другую	1	1
что а	1	2
с каким	2	1
давно уже	1	1
и могут	1	1
на ум	1	1
в создании	3	3
была бы	1	2
с тем	4	5
один ее	1	1
согласно с	3	4
с чувством	1	1
во многих	3	2
вслед за	3	1
его к	1	2
странным что	1	1
и самое	1	2
и других	2	4
только отдельные	1	1
тем как	2	3
в таком	4	5
психология не	1	1
помнить что	3	3
такое решение	1	1
слова человек	1	1
отсутствия в	1	1
значение слова	1	1
не было	6	4
того чтобы	2	2
и при	3	3
души и	4	5
с ними	3	1
и определенность	1	1
под конец	1	1
само по	2	4
в единстве	1	2
всяком случае	7	1
и затем	2	1
на ней	3	1
так язык	1	1
от нас	1	2
применении к	1	2
во всяком	7	3
языка которое	1	1
совмещает в	2	1
и вообще	3	3
вместе со	2	1
этом единстве	1	1
для самого	4	1
такое же	2	1
не только	15	21
он не	1	3
звук а	3	1
и степень	1	1
чувственного восприятия	1	1
того которое	1	1
тем же	3	2
первого то	1	1
слова в	5	2
было в	2	1
себе представить	2	7
из своих	1	1
между ними	2	1
почти совсем	1	1
на себе	1	2
таким же	1	2
в животном	2	2
этом основании	1	1
одной стороны	3	3
бы не	5	6
нерва и	1	1
ничем не	2	1
и для	3	5
не более	1	4
для человека	1	2
мы в	3	2
делятся на	1	1
в душе	23	11
много слов	1	1
по себе	15	10
не потому	1	2
даже и	2	2
заключить что	2	2
разнообразие и	2	1
не столько	2	1
так в	4	1
вносит в	1	1
образом мы	2	1
а в	8	5
сам гумбольдт	1	2
в каждом	2	4
друга и	1	1
движения и	2	1
такую же	1	1
она могла	1	1
но с	1	2
начнем с	1	3
как вообще	2	1
не имеют	2	5
от друга	1	2
не находит	1	1
от него	4	4
с которыми	2	1
в одно	8	2
так относится	1	1
звука в	1	3
языке и	1	1
которое по	1	1
что с	2	1
и связанное	1	1
человеком и	1	3
это последнее	4	2
смысле что	1	1
что есть	2	1
путем то	1	1
к их	1	1
языка нет	1	1
имеют в	1	1
будем помнить	1	2
и только	6	2
говорящего и	1	1
это будет	3	2
хотя мы	2	1
для всех	1	5
по мнению	1	3
до первого	1	1
в памяти	5	1
мы должны	2	3
а между	4	3
в которых	1	1
формы мысли	1	2
действие на	1	1
как она	1	3
мы представляем	2	1
в таких	1	2
чувственных впечатлений	7	3
быть названо	2	3
понятность своих	1	1
бы никакого	1	1
что слово	2	3
только испытавши	1	1
человек не	1	1
с что	1	1
явлений в	1	2
усилий человека	1	1
эта мысль	1	2
и как	6	6
нас как	1	1
из коих	1	3
что такое	2	1
быть названы	1	2
тождественно с	2	1
его слух	1	1
что именно	1	2
по которому	1	1
и цвета	2	1
на это	1	1
но и	9	20
при котором	1	2
в ее	1	1
до сих	4	1
него мысли	1	1
остановимся на	2	1
чем в	1	2
к нам	2	1
или как	1	1
и предметом	1	1
тождественна с	1	2
во всем	2	4
влияния на	2	1
членораздельный звук	9	2
только для	5	3
на самом	2	1
до поры	1	1
одно которое	1	1
с действительно	1	1
за собою	2	1
крайней мере	5	2
от внешних	1	1
в этом	8	15
имеет дело	1	1
взаимного сообщения	1	2
себе на	1	1
предполагает уже	1	1
что мы	11	4
между собою	7	6
на их	1	1
известных нам	1	2
языка без	1	1
из этих	4	4
обозначаемое словом	1	1
в языке	3	33
например когда	1	1
как например	3	2
человек понимает	1	1
мере того	4	3
их в	2	1
как именно	2	1
между человеком	1	2
что касается	1	1
мысли и	1	9
обширном смысле	2	1
заключается в	1	3
коих каждая	1	1
только на	1	3
где он	1	1
бы для	1	1
есть средство	1	1
т с	18	25
не будет	1	2
душе есть	1	2
которые не	3	2
имеют для	2	3
души а	1	2
начиная с	1	1
замеченное нами	1	2
приближаются к	1	1
вывести из	1	2
развития о	1	1
себе все	1	1
сходное с	1	1
в каждое	1	2
создание и	1	1
два случая	1	1
в нем	9	20
во время	4	1
в других	4	2
что во	2	2
заметить что	6	2
во всех	7	5
или по	2	1
должны были	1	1
свет и	4	1
бы должны	1	1
звуки и	2	2
таком виде	1	2
в какие	1	2
взявши во	1	1
между прочим	4	2
создания слова	2	1
как нечто	1	1
или в	2	2
и слуху	1	1
например если	1	2
сил необходимых	1	1
только исподволь	1	2
общее чувство	2	3
и понимания	1	9
с чувственным	1	1
в славянских	1	1
столько же	1	3
сочетаниям звуков	1	1
от одного	3	1
боль и	2	1
том что	8	16
связи между	1	2
видели что	1	1
указания на	4	2
всей вероятности	1	1
случае мы	1	1
о котором	2	3
же известное	1	1
и следовательно	2	2
состояние души	3	2
понятий в	1	2
по форме	1	1
собственном смысле	1	1
только о	1	1
чувства и	4	13
б будет	1	1
природу и	1	1
таких же	5	1
чувство и	1	8
с общим	2	1
мысль без	1	1
к ее	1	1
оно не	3	3
нового восприятия	1	1
связь между	2	2
с другим	1	3
же не	1	1
такая задача	1	1
до своего	1	2
переходит в	1	1
