2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram
не менее	5	5
еще не	4	5
о предметах	1	1
но на	2	1
в звуке	10	4
на все	3	2
той степени	1	1
и чувство	1	1
жизни все	1	1
и тогда	3	3
таких случаях	1	1
в картине	1	1
и на	8	3
формою например	1	1
разницы между	2	1
возможно только	1	3
с если	1	1
стало быть	4	1
для того	5	4
тому как	4	5
точки [зрения]	2	4
этих групп	1	1
в самом	4	8
а то	2	1
например что	2	1
тогда как	10	2
не прийти	1	1
в то	6	10
тем на	1	1
создание языка	1	2
апперцепции в	1	1
которое можно	1	1
как оно	2	1
так же	2	3
не хотим	1	1
без всякого	1	1
так что	10	7
важную роль	1	1
наоборот одно	1	1
мыслей например	1	1
его за	1	1
не в	13	15
нельзя себе	1	1
говоря о	3	4
есть в	2	3
ней самой	1	1
предметов если	1	1
в народной	1	1
а b	1	4
на нее	1	1
прибавить что	2	3
не я	1	3
раз и	1	1
впечатлениями зрения	1	1
для ребенка	1	2
отношении к	2	2
лишь в	1	1
с чем	3	1
не нужен	1	1
не за	1	1
на чувства	1	1
в мысли	5	2
искать в	3	1
в природе	5	2
проникать в	1	1
коего мы	1	3
он видит	1	1
бы она	1	1
бы невозможно	5	1
слово в	1	4
нам возможность	1	2
что многие	2	1
принадлежит к	1	1
которую мы	1	1
далеко не	3	4
в образы	1	2
этого последнего	3	2
чувственности животных	2	1
сходство с	1	1
как бы	9	3
в процессе	1	1
вне себя	2	2
нет то	1	1
себе и	1	1
а с	2	2
с такою	2	1
другое более	1	1
уже по	1	1
к природе	1	1
же что	3	6
он может	1	1
оно имеет	1	3
только то	1	1
мы можем	12	3
только при	1	2
или точнее	1	1
чувствуя что	1	1
его собственную	1	1
в целом	3	3
и человека	1	1
время когда	1	1
и заставляет	1	1
что не	5	8
воспринимается им	1	1
а не	18	15
значит что	1	1
если мы	3	1
превращается в	2	1
время как	4	1
есть здесь	1	1
одним из	1	1
душе животного	1	1
но слово	1	3
а впечатления	1	1
могли бы	2	1
если в	3	1
над собою	2	1
само собою	2	1
это чувство	1	1
и другое	4	1
деле в	1	1
что оно	4	11
humboldt т	10	14
собою и	2	1
при помощи	1	1
это было	2	3
хотя не	1	1
цвета менее	1	1
его звуком	1	1
не дает	2	2
даже на	1	1
формы и	1	1
с как	1	1
души которые	1	1
человека и	3	5
что же	1	2
или лучше	1	2
слова с	1	3
и быть	1	1
столь же	5	4
ее от	1	1
вопрос о	2	1
в которой	5	3
одной и	2	4
можно думать	2	3
к нему	1	3
что ни	2	2
говоря что	1	1
ничего не	1	1
же выйдет	1	1
что по	1	2
был уже	1	1
всем другим	1	1
что они	5	2
должен быть	1	1
которое может	2	1
по поводу	6	4
не связанных	1	1
только потому	2	3
остается только	2	2
может понять	1	1
от языка	1	1
но только	2	2
это слово	1	4
быть только	2	4
том же	1	2
на предмет	2	2
такое значение	1	1
чувственные восприятия	4	1
и здесь	2	1
со стихиями	1	1
есть одно	1	2
образование в	1	1
не воспринимаем	1	1
при некотором	1	1
б не	3	1
при этом	13	3
того что	7	18
бы было	1	2
но что	2	2
у него	2	2
предполагает что	2	1
в нее	4	1
в этих	3	1
что чувство	2	1
отличное от	2	2
указывают на	2	1
сама по	2	2
только по	3	5
и средство	1	1
все свои	2	1
себе что	1	2
входит в	1	2
какое именно	1	2
в слове	13	32
объективное значение	5	2
увеличивается в	1	1
перехода от	2	1
что это	3	4
находятся в	1	1
а еще	1	1
как междометие	1	1
от них	3	2
форма слова	2	4
времени и	1	1
когда например	1	2
к тем	1	2
в собственном	2	2
есть та	1	1
в человеческой	3	3
действует на	2	5
она есть	2	1
слова и	3	5
есть следствие	1	2
человеке и	1	2
деятельности души	1	1
каждый раз	1	2
таком случае	2	2
есть такой	1	1
мысли а	2	4
что при	1	3
его и	1	1
так и	5	11
знание того	1	1
отдельном лице	1	1
за одно	1	1
содержание в	1	3
один и	1	1
тем самым	4	7
только от	3	3
внутреннюю форму	3	5
но как	1	2
как слово	1	3
не ограничивается	1	1
как для	2	1
между звуком	2	1
всех сторон	1	1
бы то	1	1
самостоятельное существование	1	1
мысль об	2	2
не останавливаясь	1	1
если бы	11	12
что внимание	1	1
нас в	2	1
с увеличением	2	1
как средство	1	2
близких к	1	1
чувства а	3	1
без сомнения	4	4
по всей	1	1
все в	1	2
и другая	1	1
мы тем	2	1
бывшие в	1	1
только это	1	1
что она	3	3
что если	6	1
внешней природы	1	2
и что	4	10
же мало	1	1
которое мы	3	2
слова так	2	1
себя и	2	4
после того	2	1
же словом	1	3
для чего	1	1
и притом	3	2
его слово	1	1
место в	4	3
представления на	1	1
на одном	1	1
понимание и	1	1
что все	2	3
между этими	1	1
взгляда на	2	1
можно убедиться	1	1
сказать что	2	5
то есть	30	34
вместе с	11	12
значения в	1	1
за другим	4	1
мысль о	7	5
для говорящего	2	3
звуком и	3	3
вспомнить что	1	1
в коих	1	2
предположить в	1	1
а потому	5	6
от понимания	2	1
может возбуждать	1	1
относится к	3	4
то в	1	1
и его	2	4
слова есть	5	3
служит только	1	1
с таким	3	2
на общие	1	1
нельзя видеть	2	1
не на	2	1
осязания и	2	1
только один	4	2
том смысле	4	3
в разговоре	2	2
другому в	1	1
производит на	1	1
своей мысли	1	4
и проч	10	16
и вкуса	1	1
на мысль	3	4
должны будем	1	3
с впечатлениями	1	1
почти то	1	2
с которой	1	1
предмет в	1	1
это дает	1	1
т п	3	2
человеком поздно	1	1
нам не	2	1
следует сказать	1	1
и тем	3	5
что то	1	1
только в	11	21
лучше сказать	1	2
его сознании	1	1
прямо а	1	1
же оно	1	1
все то	1	1
как в	10	10
что например	2	3
мы уже	1	2
что у	2	1
но вместе	2	4
что вообще	2	2
тем более	1	4
всеми остальными	1	3
притом не	1	2
вкус запах	1	1
при виде	3	1
судя по	5	1
в человеке	4	3
может и	1	1
есть и	1	1
в их	1	2
хотя это	1	1
не были	1	2
то все	4	1
не видит	1	1
в себе	10	16
в большей	1	2
получает значение	1	1
это зависит	1	2
в словах	3	3
к тому	1	7
мысли если	1	2
не имел	1	1
нет возможности	2	1
в эту	3	1
предметы и	1	1
его собственная	1	1
только как	6	5
с другою	1	1
и вместе	4	3
на предметы	1	1
которые мы	3	1
с ним	5	6
заметим что	1	1
именно того	1	1
в данное	2	1
к мысли	2	3
тому что	2	3
происходит при	1	1
такого же	2	1
мысль наша	1	1
данное мгновение	1	1
и более	1	1
с одним	1	1
до такой	1	1
на которую	1	1
восприятия к	1	1
понимания потому	1	1
имеет своим	1	1
и предмета	2	2
с этою	2	1
становится заметным	1	1
которые в	1	1
есть уже	1	11
на сознаваемое	1	1
возвращаться в	1	1
что одно	1	1
не имели	1	1
первобытный человек	2	2
себе потому	1	1
в птице	1	1
потому что	49	46
друг друга	2	3
что для	3	4
довольно вспомнить	1	1
чувственных восприятий	3	7
одно целое	4	1
внутренняя форма	4	15
на том	1	1
и то	3	8
что к	1	1
по отношению	2	5
который указывает	1	1
не необходимым	1	1
новое восприятие	4	5
к сознанию	1	2
так как	10	13
нужно чтобы	1	1
образ звука	2	1
на лице	1	1
не могут	7	5
представить себе	1	3
в известной	1	1
думать что	3	5
явственного для	1	1
из себя	2	2
апперцепции как	1	1
языка и	3	2
и с	1	2
я и	1	3
все слова	2	1
знаем только	1	1
все остальные	5	3
под влиянием	8	1
от мысли	1	1
тем в	1	1
что нельзя	1	1
есть явление	3	1
можем предположить	1	1
слова к	1	1
мысли которая	1	3
предмет и	1	2
с другой	6	7
к сказанному	1	2
одной мысли	4	2
какого бы	1	1
его внутренняя	1	1
в чем	7	3
было бы	13	9
слияние как	1	1
чувственным образом	1	2
очевидно что	3	5
что само	3	1
и слияние	1	1
и нередко	1	1
касается до	2	1
предмета и	4	1
ряд который	1	1
к своему	1	2
именно в	1	3
новыми впечатлениями	2	2
мы не	11	9
сознании все	1	1
отсюда можно	1	2
стремится к	1	1
быть само	1	1
но эти	2	1
обыкновенно что	1	1
на одно	1	1
быть в	1	1
но эта	1	1
такое стремление	1	1
с одной	4	7
со звуком	2	1
точно так	9	12
слово с	2	2
его жизни	1	2
но самое	1	1
ними в	1	1
том как	3	3
видно и	1	1
для себя	1	3
частью в	1	2
посредством каких	1	1
на него	3	3
я могу	1	1
до того	1	4
другое хотя	1	1
этого слова	6	11
все это	2	4
при сравнении	1	1
же раз	1	1
смысла а	1	1
подобным образом	3	1
в сознании	23	15
находится в	3	1
иначе и	1	2
к чему	1	1
невозможно но	2	1
для животного	1	1
это восприятие	2	1
что я	1	5
звуков а	1	1
время и	2	2
и слово	1	6
то не	3	2
приходит в	1	1
вызывает в	1	1
мы обыкновенно	1	1
его на	2	1
о человеке	1	1
от другого	3	3
в какой	2	2
это так	1	1
и если	4	2
предмета к	1	1
или не	5	1
эту минуту	3	1
сообщение мысли	1	1
только что	3	8
в такой	1	1
следует помнить	2	1
потом уже	2	1
образом в	4	3
= b	1	2
содержание слова	2	2
внутренней формы	2	19
не всегда	1	2
связано другое	1	1
по своим	1	1
а это	2	1
что он	4	6
этою мыслью	1	1
и тот	2	2
знает как	1	1
на чувственные	1	1
не говорит	1	1
связанное с	1	2
но столь	1	1
что и	11	13
уже не	4	6
случае они	1	1
не горит	1	1
человеке есть	2	1
человек и	1	1
этим в	1	1
принадлежность человека	1	1
с какою	1	4
мысли что	1	4
смотрел на	1	1
своих признаков	1	1
с другими	5	5
здесь как	1	3
и по	2	4
при восприятии	1	2
имеет для	3	3
мысли об	3	2
при чтении	2	1
то оно	1	3
чего не	2	1
а тем	1	2
в ней	3	8
как чувство	3	1
них не	3	1
этимологическим значением	2	1
мы думаем	1	1
мог бы	3	1
сам по	4	5
бы при	2	1
того же	14	1
при воспоминании	2	1
есть мысль	1	2
к ней	2	5
что будет	1	1
предметов например	1	1
животных более	1	1
сознание с	1	1
но все	2	2
ограниченность сознания	1	1
нет сходства	1	1
создании слова	2	1
восприятий потому	1	1
уже потому	1	1
со всех	1	1
если б	5	5
то так	1	1
и качество	1	1
содержание это	1	1
для меня	4	4
общего с	2	1
не другое	2	1
мысли о	4	2
от присоединения	1	1
из сознания	1	1
из него	1	2
нам его	1	1
самое понятие	1	1
в наших	1	1
независимо от	9	5
человеческой природы	2	1
нет но	3	1
сознание и	4	1
в другой	1	1
силу не	1	1
отдельных лиц	2	1
за пределы	2	2
более сложных	1	1
эту последнюю	1	1
известным образом	1	3
есть нечто	3	4
не как	3	2
в каком	3	5
в более	1	1
не прямо	1	1
никак не	1	3
с пониманием	1	2
других в	2	1
имеет в	1	1
должна быть	1	1
которую я	1	1
в свою	6	3
других или	1	1
ни в	1	2
к одному	1	5
что в	16	17
первое время	1	2
но если	2	1
со словом	1	4
тоже имеет	1	1
содержания можно	1	1
нужно будет	3	1
чувственные данные	1	1
и сопровождающее	1	1
же образ	1	1
переходит от	1	1
понимать себя	2	2
физиологическою необходимостью	1	1
или менее	8	3
в зародыше	1	2
что на	3	1
стороны языка	1	1
на первых	1	2
слово может	1	5
жизни ребенка	2	1
кажется что	3	1
только не	1	2
принять что	1	3
на деле	3	5
не то	2	3
можем себе	1	1
и звук	4	2
не может	12	6
мы видели	1	4
не могло	1	1
он должен	1	1
в понимающем	1	2
мыслей на	1	1
по тому	1	5
том состоянии	1	1
его содержание	2	1
а к	2	3
время с	1	1
например только	1	1
которое не	1	2
этот образ	1	4
звук уже	1	1
своей души	1	1
ряду других	1	2
чувства то	2	1
тому какое	1	2
для сознания	2	4
о том	5	2
между тем	6	9
его не	3	1
можем заметить	1	1
единство и	1	2
на то	5	2
не тождественно	1	1
бы с	1	1
которая не	1	2
быть не	3	2
от своего	1	1
главным образом	4	1
как я	1	1
может быть	23	28
ни с	2	1
в одной	1	1
разница между	2	3
чтоб получить	1	1
что а	1	2
с каким	2	2
давно уже	1	1
в устах	1	1
была бы	1	4
при таких	3	2
с тем	4	7
который в	1	1
предмет со	1	1
согласно с	3	2
во многих	3	1
каждый из	1	1
на стороне	1	2
нас известными	1	1
вслед за	3	3
отличие от	1	1
его к	1	2
и самое	1	2
на которые	1	1
можем назвать	1	1
время его	1	1
в таком	4	3
помнить что	3	1
ряд мыслей	1	1
имели бы	1	1
не будем	1	1
значение слова	1	5
всякий раз	1	1
не было	6	4
того чтобы	2	3
и при	3	4
души и	4	2
с ними	3	1
началу языка	1	1
под конец	1	1
из подобных	1	1
само по	2	3
воспоминание о	5	2
в единстве	1	1
здесь кажется	1	1
может находиться	1	1
тесная связь	1	1
из предыдущего	1	1
на ней	3	1
от нас	1	3
во всяком	7	1
и вообще	3	3
один ряд	1	1
есть представление	1	6
то к	2	3
такое же	2	3
не только	15	21
он не	1	4
различных по	1	1
и степень	1	1
чувственного восприятия	1	1
у человека	2	1
тем же	3	4
образом можно	1	1
слова в	5	7
принятой нами	1	1
в самое	1	1
было в	2	1
мы чувствуем	3	1
себе представить	2	3
из своих	1	1
массою а	1	1
между ними	2	1
такая тесная	1	1
новом восприятии	1	3
что одна	1	1
на себе	1	1
хотя с	1	1
таким же	1	1
в животном	2	3
одной стороны	3	3
бы не	5	4
звука и	10	2
находиться в	2	1
это только	1	1
что только	2	6
от сознания	2	1
для человека	1	4
мыслимо только	1	1
в душе	23	10
производить понимание	1	1
много слов	1	1
по себе	15	16
становится для	3	1
заключить что	2	2
есть искусство	1	1
не столько	2	2
так в	4	2
вносит в	1	1
душевная жизнь	1	1
словами и	1	1
образом мы	2	1
а в	8	12
каждом шагу	1	1
в каждом	2	3
имеет и	1	1
ни был	2	1
начнем с	1	1
от друга	1	1
зависит не	1	1
не находит	1	1
от него	4	2
в одно	8	3
так относится	1	1
языке и	1	1
которое по	1	1
представлений и	3	1
что с	2	2
ни одно	1	1
и связанное	1	1
это последнее	4	2
смысле что	1	1
что есть	2	2
в душевной	1	1
вне сознания	1	1
первых порах	1	2
говорящего и	1	3
это будет	3	1
ономато-поэтического слова	1	1
p в	1	1
в памяти	5	1
мы должны	2	4
поздно и	1	1
а между	4	2
в которых	1	2
мы выше	2	1
однородно с	1	1
и до	1	2
содержание его	2	1
в таких	1	1
но очевидно	1	1
слове и	1	5
слова оказывается	1	1
быть названо	2	1
тех же	1	1
содержания в	1	2
в сознание	10	7
форма а	1	1
несколько раз	2	1
что слово	2	7
человек не	1	2
своего содержания	1	1
здесь только	1	3
можно заключить	1	2
явлений в	1	1
рефлексий чувства	1	1
все восприятия	1	1
усилий человека	1	1
и как	6	5
определенное место	4	1
из коих	1	6
например это	1	1
что такое	2	2
один признак	1	1
что именно	1	4
по которому	1	5
и цвета	2	1
на это	1	4
человека с	1	1
но и	9	19
мы понимаем	1	1
при котором	1	1
слова кто	1	1
в ее	1	2
до сих	4	3
остановимся на	2	1
том чтобы	1	2
нечленораздельные крики	1	1
к нам	2	1
качество и	1	2
образом если	1	1
во всем	2	1
членораздельный звук	9	3
с первою	1	1
только для	5	1
себе это	1	1
на самом	2	1
за собою	2	2
одно слово	1	2
крайней мере	5	5
от внешних	1	1
в этом	8	10
нам известно	1	1
нашей души	2	1
что мы	11	8
человека или	1	1
между собою	7	6
нечто новое	2	1
известных нам	1	1
этого не	2	3
за самый	1	1
на душевные	1	1
другое представление	1	1
что новые	1	1
из этих	4	9
она видит	1	1
в языке	3	7
как например	3	1
мере того	4	3
их в	2	2
как именно	2	1
другой образ	1	1
что касается	1	1
мысли и	1	2
внутренней законности	1	1
заключается в	1	1
например и	1	1
коих каждая	1	1
только на	1	3
бы для	1	1
будет понятно	1	2
его внутреннею	1	1
есть средство	1	3
т с	18	22
слова необходимо	1	1
образа как	1	3
не будет	1	3
которые не	3	1
представим себе	1	1
в тени	1	2
так взаимно	1	1
души а	1	1
результатом апперцепции	1	1
начиная с	1	1
замеченное нами	1	1
мы придаем	1	1
известными отношениями	1	1
вывести из	1	1
с прежним	4	1
себе все	1	1
может одинаково	1	1
впечатления от	2	1
можно сказать	1	3
в нем	9	9
во время	4	2
и начинается	1	1
содержание этого	1	1
в других	4	2
заметить что	6	3
во всех	7	1
или по	2	1
чувственных данных	1	1
своего появления	2	1
сказать между	1	1
звуки и	2	1
и совсем	1	1
сознании очень	1	1
в какие	1	1
между прочим	4	1
наблюдению и	1	1
вообще но	1	1
имел бы	1	1
его душевной	1	1
проч и	1	1
как нечто	1	1
мысль этим	1	1
или в	2	3
самый предмет	2	2
столько же	1	1
от одного	3	1
от той	1	1
том что	8	18
внутреннею формою	4	3
указания на	4	1
всей вероятности	1	1
о котором	2	1
отношения между	2	1
и следовательно	2	3
форма и	1	1
во-первых потому	1	1
и обоняния	1	1
состояние души	3	2
собственном смысле	1	2
и возвращаясь	1	1
чувства и	4	3
природу и	1	1
глядя на	1	2
с общим	2	2
к ее	1	1
формою и	1	1
чем более	3	1
оно не	3	4
ко второй	1	1
нового восприятия	1	1
вне связи	1	1
указание на	2	2
связь между	2	2
совершенно отличное	1	1
от одной	1	2
оно есть	1	3
