2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram
и понятия	1	2
вообще не	2	3
для того	8	3
если они	1	1
в бесконечный	11	14
в самом	6	2
а то	1	2
по этому	3	2
мы еще	1	1
нас с	1	1
в то	6	4
никогда не	7	1
можно ли	5	3
так же	9	5
этого понятия	2	2
значимость в	1	2
и самый	1	1
без всякого	2	4
так что	6	6
нам представляется	1	2
жизни так	1	1
не имеющих	2	1
не в	4	13
достаточно ясно	1	2
есть в	5	7
и во	3	4
символе в	1	1
объему тем	2	1
уже с	2	1
для которого	3	1
или действительности	1	1
рода семантических	1	1
раз и	9	1
тем общим	1	1
как это	6	3
что этот	2	1
просто в	2	1
в мысли	1	1
признать что	1	1
таковы же	2	1
всадника у	1	1
основанная на	1	1
порождающей модели	1	2
с самой	1	1
эти моменты	1	1
и самого	1	1
для этого	3	2
нет в	1	2
это все	1	2
сразу и	1	2
требует от	1	1
далеко не	5	2
искусства и	3	1
как бы	14	4
и всесторонне	1	1
вечном муже	1	2
огромной смысловой	1	1
нет то	1	1
и почти	1	1
видно что	1	1
тем или	3	1
предмета так	1	1
уже по	1	2
нет и	2	2
только то	4	1
духа и	1	1
будто бы	1	2
о понятии	1	2
только тем	1	1
существуют в	1	2
мы можем	4	3
науки и	2	1
темном лесу	1	1
является для	1	3
это происходит	1	1
категорий но	1	1
вполне можно	2	2
что не	3	4
что эти	1	1
а не	15	7
они вовсе	2	1
значит что	3	8
которая была	1	1
тот или	1	2
если мы	11	5
время как	1	2
подобного рода	5	11
тотчас же	1	2
жизни то	1	1
одним из	1	1
как же	3	2
и делает	3	1
и ее	8	4
говорит что	1	2
а наоборот	3	2
вещи есть	31	1
он всегда	3	1
символа к	1	1
можно и	1	1
чем именно	1	1
совсем другое	1	2
пор мы	2	1
более общее	1	1
по своей	1	1
в целях	2	5
он и	8	1
мы говорили	4	1
если в	1	1
а может	2	2
с ее	1	2
даже вообще	2	1
и другое	2	3
он есть	4	1
что оно	3	1
везде в	3	1
и особенно	2	1
собою и	2	1
при помощи	13	10
действительность хотя	1	1
воды но	1	1
это было	2	2
символ указывает	1	1
чем мы	1	1
основная функция	1	1
является не	2	2
не обладают	1	2
от человека	1	1
для символа	6	2
не дает	1	1
входящих в	1	1
у достоевского	1	4
войти в	1	1
в аллегории	1	5
с собой	2	3
что же	9	1
или лучше	1	1
на какую-нибудь	1	1
чтобы быть	1	1
новое и	1	2
выходит за	1	2
логический анализ	2	1
имеет ничего	2	2
возможности противопоставлять	1	1
вопрос о	1	1
в которой	2	2
к нему	3	3
ничего не	10	1
говорили что	2	1
есть их	2	1
у пушкина	2	3
где же	1	1
если он	1	2
что они	3	2
конечно есть	1	1
диалектика символа	1	2
само понятие	1	2
никакой возможности	1	2
чем та	1	1
по поводу	4	1
однако ясно	1	1
только потому	3	1
его художественность	1	1
тоже есть	3	7
но только	2	2
к другим	1	1
достаточно только	1	1
том же	1	1
для науки	1	1
или иной	5	13
и здесь	6	1
символы но	1	1
которое в	1	2
два раза	1	1
и должен	1	1
человека в	1	3
для нее	1	1
законом для	2	1
отдельности и	1	1
являются только	2	1
смысловом отношении	1	2
идейная образность	8	2
мы укажем	1	1
того что	7	1
при этом	6	6
но уже	5	1
не содержит	2	1
историки литературы	1	1
но что	2	1
что иное	2	2
в этих	3	5
ни к	1	2
сама по	4	2
указывают на	2	1
это символ	1	4
что его	3	4
итак символ	3	1
и вся	1	1
в искусстве	3	1
нисколько не	3	1
себе что	2	1
то ни	1	1
что это	3	2
говорит о	3	2
находятся в	1	2
а еще	1	3
этой области	2	1
в символ	3	1
и часто	2	1
час в	1	1
же действительности	2	1
рода символ	2	2
суть только	1	1
чем иным	1	2
она есть	5	1
слова и	1	1
даже в	1	1
ко всему	1	1
на душе	1	1
мы имеем	2	6
каждый раз	1	5
уж тем	2	1
множества разных	2	1
того и	1	1
таком случае	6	1
это понятие	1	1
общность не	1	1
символы и	1	2
мы здесь	2	2
человеческом сознании	1	1
связан с	1	1
так и	12	10
вещи и	12	1
или другой	1	3
тем самым	4	4
но как	6	3
что тут	4	1
иной общности	1	1
важно только	2	1
бы то	1	1
символа если	2	1
формальной логики	2	1
если бы	4	8
функция которая	1	1
нас в	2	1
борьбы противоположностей	1	1
как раз	13	4
всего единичного	2	1
что понятие	3	3
символ здесь	2	1
не выходит	1	3
элементов но	1	1
что она	5	4
и разные	1	1
что если	2	1
о чем	6	1
областях и	1	1
самой действительностью	1	1
и что	9	2
суждение или	1	1
которая и	1	1
интереснее всего	1	1
в противоположность	1	1
и притом	4	2
ориентации в	1	3
на одном	2	1
иметь в	4	1
этому поводу	3	1
это то	1	1
что все	3	1
сказать что	13	7
функции в	4	2
то есть	33	27
вместе с	2	5
ряд или	1	1
в братьях	1	1
мифологический символ	1	1
является то	2	1
и максимально	1	1
в разные	1	1
ничего и	1	1
в самой	3	4
всего то	1	1
является символом	4	6
символ вещи	36	1
однако не	3	4
так чтобы	1	2
именно символ	2	4
относится к	1	2
известно что	1	1
даже сказать	1	2
и его	3	10
то в	5	2
правда в	1	3
который однако	1	1
спорить не	1	1
принцип конструирования	2	1
определении символа	1	1
эту систему	1	1
об ее	1	2
его от	3	1
не на	3	1
это есть	9	3
о символе	14	2
если угодно	1	1
общностью в	1	1
той или	5	14
окружность круга	3	1
собой разумеется	1	1
и слепым	1	1
говоря уже	2	2
обладают такой	1	1
до времени	1	1
литературе и	4	1
равняется единице	1	1
более то	1	1
произведениях науки	1	1
т п	1	1
на этой	2	2
же все	1	1
и даже	11	9
единичных вещей	1	1
и очень	2	5
принципом для	2	1
и тем	13	7
во внимание	2	1
что то	1	1
его понятие	1	1
в античной	1	1
только в	7	23
лучше сказать	2	2
в смысле	1	5
тоже не	7	1
из тех	1	1
не символ	1	1
символ в	7	6
символе так	1	1
оно и	3	1
как в	4	5
действительность есть	1	1
имеет много	1	1
взятые сами	2	1
тем более	5	4
больше того	1	1
не думает	1	1
же касается	3	1
только более	1	1
для получения	4	1
тоже было	1	1
самого этого	1	2
что всякий	4	3
случае не	3	5
содержит в	7	8
в их	4	1
общего и	1	7
в себе	15	12
ли даже	1	1
идея и	2	3
к тому	3	3
понятие не	1	2
сказать и	3	1
художественное произведение	1	1
само собой	2	3
своему содержанию	3	5
у гоголя	1	1
обозначающего и	1	1
имеем дело	1	3
этот последний	2	2
но даже	1	4
действительности поэтому	1	1
этот же	1	1
взывает к	1	1
менее близких	1	1
которые мы	1	1
и является	7	3
и этого	2	1
в году	1	1
с ним	3	4
заметим что	1	3
тому что	4	1
частностей и	1	1
только с	1	1
с одним	1	1
в математике	2	4
конструкций сознания	1	1
не мешает	2	3
вплоть до	1	3
которые в	2	1
есть уже	1	1
или вернее	3	2
теории символа	7	1
в ряд	2	3
то менее	1	1
с переходом	1	1
нем и	1	1
все такого	1	2
она является	2	2
с теорией	1	1
потому что	16	15
друг друга	1	2
сам гоголь	1	1
что для	2	1
только и	3	5
на том	4	1
что к	2	2
и то	6	2
всех этих	7	6
в россии	1	1
xix и	2	1
все время	2	2
математике и	1	1
себе полный	1	1
в бесконечные	1	5
не просто	23	16
все они	1	3
так как	11	5
структуры символа	1	1
если символ	4	1
как будто	3	11
природы которая	1	1
не могут	2	1
или других	1	2
на свою	1	1
символа это	1	1
смысл и	3	1
выражена в	1	1
в известной	1	1
думать что	1	1
что под	1	1
тут однако	2	1
даже трудно	1	1
только ради	1	1
из себя	1	2
все указанные	1	1
функций в	1	2
не признает	1	1
и с	2	7
символа тщательно	1	1
и нераздельное	2	1
между внешним	1	1
под влиянием	1	1
это в	1	1
и всякий	1	1
чтобы оно	2	1
тут же	1	3
также и	11	13
символ ясно	1	1
отношений между	1	1
предмет и	1	1
с другой	3	7
в художественном	1	4
самое время	4	2
дело не	1	3
в чем	3	2
было бы	8	14
в случае	3	1
выше в	1	1
функцию действительности	1	1
мы хорошо	1	1
а его	1	2
всем этом	2	1
но ясно	1	1
предмета и	2	1
не очень	2	2
о каких	1	2
у нас	14	14
к своему	1	2
именно в	4	7
живого существа	1	2
ясно и	2	2
себе но	3	1
мы не	2	7
по одному	1	2
бесчисленного количества	1	1
этот медный	1	1
мировой революции	2	1
дело со	1	1
этом же	1	1
только цели	1	1
познания и	1	1
гораздо более	2	1
миф о	1	1
точно так	4	3
быть и	3	1
нечто целое	1	3
символом в	2	1
тут перед	1	2
том как	2	2
для себя	3	2
но по	1	2
разные другие	1	2
же как	2	1
очень много	3	2
все это	7	9
не чем	1	2
в качестве	2	10
тоже являются	1	5
в стихотворении	1	2
в сознании	5	3
находится в	1	1
мы будем	2	1
не так	1	3
ее нет	1	1
то ясно	1	1
других отношениях	1	1
единое и	2	1
своей собственной	1	1
совершенно не	6	3
этом смысле	6	3
есть символ	14	11
этот термин	4	1
в человеческом	1	2
нас не	2	1
и если	6	5
вещь есть	1	2
из нее	1	1
нас еще	1	1
только что	2	2
в такой	1	1
бесконечным числом	2	1
и отдельные	1	1
символа то	2	1
мы приведем	1	1
а это	2	3
обработке и	1	2
что он	7	8
данном случае	8	5
есть просто	1	1
символ как	3	2
не говорит	1	1
разложения в	1	4
первую очередь	1	1
уже не	3	5
заходящее солнце	1	1
в силу	1	1
он в	2	1
известного рода	3	5
в степи	1	1
вещами и	1	1
таковы например	2	1
хотя бы	3	7
символ с	3	1
нас о	2	1
в настоящее	3	1
с другими	2	3
здесь как	1	4
человеческого познания	1	1
несет с	2	1
но зато	1	1
со мной	1	1
единичного и	3	2
логики и	2	1
есть ни	5	2
и искусстве	3	1
его обозначает	1	1
в нашей	1	1
внимание на	1	1
быть символом	2	1
разберемся в	1	1
нечто символическое	1	1
мог бы	1	1
сам по	7	6
того же	3	2
на себя	2	1
к ней	1	2
как ее	1	1
в существование	2	1
в понятии	2	2
поскольку во	2	1
или другим	3	1
тоже весьма	1	1
в романе	1	1
но все	3	3
стороны однако	1	4
должны сказать	2	2
единичных проявлений	1	1
ведь это	2	1
в связи	4	3
для которых	1	1
дальше поэтому	1	1
этих единичностей	1	1
является у	1	1
существует только	1	1
что ему	1	1
известном смысле	1	1
общего с	8	2
мысли о	1	1
ни один	1	1
и к	1	3
символ а	1	3
в наших	1	1
как о	1	3
нас выше	2	3
глубоко и	1	3
вполне реально	1	1
то мы	1	2
и отражение	1	1
кроме символа	1	1
за пределы	6	2
есть нечто	11	9
всех случаях	1	1
отражение в	1	1
не как	2	1
действительности и	5	5
в каком	3	6
никак не	4	4
логике но	1	1
круга и	3	1
для конструирования	1	1
не будучи	1	1
этой ступени	1	1
нами символ	1	1
является только	1	2
наоборот только	1	1
или понятие	2	1
ни в	7	17
время уже	1	1
необходимо сказать	2	3
что в	12	3
ивана карамазова	1	1
за ним	1	2
в своей	8	4
не указывает	1	1
входить в	1	1
но если	2	6
в основе	1	1
буквальном смысле	3	2
обратить внимание	3	1
которыми мы	1	1
которые как	1	3
в буквальном	3	3
или менее	3	2
есть тоже	1	2
бы мы	3	1
поскольку однако	1	1
единства и	1	1
кажется что	1	2
только не	3	4
подпадающего под	1	1
данную вещь	1	1
и весь	4	3
же необходимо	1	1
не то	2	2
нечто иное	2	2
не может	8	5
здесь будет	1	1
внешним и	1	1
но который	1	1
того или	2	3
в третьем	1	1
такого рода	7	7
чувственное ощущение	1	1
в логике	1	1
все прочие	2	1
образ и	1	2
самих вещей	1	1
это время	1	1
не существует	6	5
разного рода	6	1
о том	11	5
и начала	2	2
в виду	6	6
это именно	1	1
самой же	2	2
на то	8	1
эта общность	1	1
и представления	1	1
которая не	1	3
мы и	4	1
от всякой	1	2
и нечто	1	1
уже об	1	1
может быть	14	9
другом случае	1	2
и можно	1	5
разница между	2	1
объективной действительности	3	1
однако едва	1	1
кто-нибудь станет	1	1
была бы	1	2
с тем	5	4
который в	1	1
определенному закону	1	2
не сам	1	2
эти два	1	1
для них	2	2
художественный образ	9	6
в таком	9	6
ни одна	1	2
символа вообще	1	1
анализа в	1	1
романе о	1	1
не будем	2	2
не было	4	3
но ведь	3	1
бесчисленное количество	1	1
того чтобы	9	2
и при	2	1
такая ее	1	1
в этой	10	4
всяком случае	3	4
вообще это	1	1
от нас	3	2
зачем же	1	1
во всяком	7	8
и вообще	4	6
иное чем	1	2
не говоря	4	3
вместе со	1	1
здравого смысла	1	1
если же	1	1
есть своя	1	1
и уж	2	2
не только	17	24
однако здесь	3	1
он не	3	2
что даже	1	1
и существует	1	1
начала и	1	1
тем же	1	1
тем больше	1	3
в пределах	1	2
нас и	1	1
символ не	1	1
в самый	1	1
нам о	2	1
достаточно глубоко	1	1
тем беднее	1	1
имеющих ничего	1	1
утверждать что	1	1
и символ	3	4
бы не	1	1
самое мы	1	1
для изображения	1	1
их объединение	1	1
нераздельное целое	1	5
и для	4	4
это только	2	1
мы в	3	1
вообще и	4	1
символы в	2	5
действительность но	1	1
по себе	15	11
понятие символа	17	1
даже и	8	13
ни одного	1	1
разнообразие и	1	1
или вообще	2	1
всего символ	1	1
в условиях	1	3
ни просто	1	1
а в	4	4
в каждом	1	1
по преимуществу	2	2
беднее по	1	1
в одно	4	6
по адресу	1	1
нужно считать	1	1
этот художественный	1	1
весьма интенсивный	1	1
разнообразных символов	1	1
им в	1	1
есть тот	2	1
сказать потому	1	1
и только	4	4
много разных	2	2
только вполне	1	1
это будет	1	2
хотя в	3	1
что большинство	1	1
менее он	1	1
есть закон	1	1
для всех	1	3
мы должны	5	3
и до	2	1
сознания однако	1	1
не сказано	1	1
есть принцип	2	1
настолько глубоко	1	1
смысле слова	7	15
и возможность	1	2
они являются	1	1
и как	6	3
иной раз	1	1
именно к	1	1
мы вовсе	2	1
об его	3	2
ни об	1	1
точки зрения	3	14
же романе	2	1
самой настоящей	2	1
говорят математики	1	1
но и	9	14
но есть	2	1
в ее	3	5
до сих	3	1
начала xx	2	1
есть символы	1	1
не знает	1	1
остановимся на	1	2
том чтобы	1	2
но именно	3	2
или как	3	1
себя в	1	2
быть даже	2	1
до последней	1	1
только для	3	3
на самом	6	5
развернутом виде	1	1
перестанет быть	2	1
функции действительности	1	1
больше по	2	1
говорить о	6	2
крайней мере	2	6
в этом	19	9
в конкретной	1	2
какой-нибудь действительности	1	1
что мы	13	3
мы ни	1	2
между собою	7	2
оказывается что	2	1
из этих	2	1
круга есть	1	1
как именно	2	2
символ именно	1	1
виду и	2	1
нам в	1	1
есть какая-нибудь	1	1
заключается в	1	2
только на	4	2
первобытного мышления	1	1
непрерывного становления	1	1
не будет	2	2
xix века	1	2
не нужно	3	1
термина символ	2	1
здесь прежде	1	1
ту или	1	1
есть отражение	2	5
этих образов	1	2
символ мы	1	1
себе все	2	2
в математическом	1	1
мы начинаем	1	1
символ является	3	2
можно сказать	5	5
бесконечное количество	4	4
и единичностей	1	1
даже больше	1	1
медный всадник	1	4
в нем	13	5
во время	1	1
в других	5	2
далек от	1	1
вещи которая	1	1
во всех	7	4
чем оно	2	2
он был	1	3
поскольку они	1	3
или по	1	2
слова то	1	2
а без	1	1
конструкция есть	1	1
не раз	1	2
в это	2	2
этого никак	1	1
объективного мира	3	2
между прочим	2	3
художественного произведения	1	1
никак нельзя	3	1
моменты в	1	1
единый и	1	1
символа отсюда	1	1
тот кто	2	1
или например	1	1
в вечном	1	4
образность в	2	1
или в	4	5
учение о	3	3
символа мы	7	3
в развернутом	1	1
у гёте	4	1
и сам	1	1
идеи и	1	1
явлений и	1	3
конце концов	4	1
на каком-нибудь	1	1
порождающим принципом	1	1
а именно	12	2
или иных	2	3
том что	12	12
всякая вещь	1	2
указания на	1	1
о котором	1	1
однако и	3	1
чем же	2	3
определенного рода	2	1
его общность	1	1
как таковой	1	1
отдавать себе	1	2
всякое отражение	2	1
структурно-семантических категорий	1	9
но все-таки	2	1
однако это	3	2
тем оно	1	2
ни на	4	3
чем более	1	1
всегда есть	6	4
указание на	4	1
а также	4	6
символ или	2	2
интенсивный символ	1	1
от одной	1	1
меньше всего	2	3
без всякой	2	2
тип и	1	1
