2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
в меня	1	1
время отрешенной	1	1
в ее	1	4
он может	1	2
именно в	2	2
особенности если	1	1
нет и	1	1
в очень	1	2
до сих	2	2
не знает	2	1
только то	4	4
с тою	1	1
это может	2	2
нечто совсем	1	1
есть фантастический	1	1
мы не	1	1
миф в	1	1
смысле они	1	1
по одному	1	4
это случилось	1	1
или как	1	3
себя в	1	2
мы можем	4	1
мешает ей	1	1
есть живая	3	1
никакой ни	1	1
во всем	2	1
я ни	1	1
принципиальную закономерность	1	1
и другого	2	1
наконец и	1	1
я уже	1	2
развития и	1	1
голос не	1	1
в результате	1	2
на самом	3	2
интереса к	1	1
я приведу	1	2
мифе же	1	1
не был	2	1
не нуждается	5	4
зависит от	1	2
всматриваться в	2	1
всего диалектически	1	1
не к	1	1
самого мифа	1	1
– мы	3	3
мы всегда	1	1
в науке	3	2
отграничения мифа	1	1
быть в	2	4
метафизическое построение	2	1
но эта	3	1
оно –	3	2
чувственно творимая	1	1
миф никогда	1	1
мифология и	3	3
мифологии с	3	1
что не	7	6
прикосновение к	1	1
что эти	1	2
трактует не	1	1
и пр	5	5
живого человеческого	1	2
не что	1	3
а не	14	16
отнеслись к	1	1
и духовная	1	1
смыслу своему	1	1
они вовсе	1	1
с этой	2	1
значит что	14	12
говорить о	5	5
гораздо более	3	1
в этом	12	8
с одной	2	2
просто к	1	1
миф о	1	2
крайней мере	4	9
если мы	2	2
превращается в	1	1
каком смысле	1	1
в меру	1	4
время как	2	7
тотчас же	1	1
привносит в	1	1
почему же	1	1
не иметь	1	1
внутреннее и	5	1
об этом	4	3
точно так	2	1
– к	1	2
быть и	4	4
получается что	1	1
и этой	1	1
его есть	1	1
в образе	1	1
есть какое-то	1	1
тут мы	1	2
как же	5	3
будет ли	1	2
что мы	1	2
хода явлений	1	1
ясным что	1	1
мифического сознания	15	3
самая настоящая	1	1
между собою	2	3
точка зрения	2	1
из мифа	3	1
иначе не	2	1
миф не	14	22
в поэзии	1	7
вещи есть	2	1
с мифом	1	1
он всегда	2	2
и из	3	3
– только	1	1
в сон	1	1
схемы аллегории	1	1
есть мифология	3	2
долгих колебаний	1	1
и неизвестно	1	1
обыкновенной действительности	1	1
тут есть	2	1
есть бытие	3	3
а только	3	3
же истинность	2	1
которым она	1	1
же как	2	3
образ не	2	1
из этих	2	1
очень много	3	1
– или	2	1
совершенно в	1	1
против этого	1	1
действительность являющаяся	1	1
и структуру	1	1
диалектически необходимая	1	2
все это	11	4
является как	1	1
суть не	1	1
и есть	16	4
реально вещественно	1	1
– это	9	6
быть мифология	1	1
е только	1	1
все вещи	1	1
самом деле	3	4
сознания но	1	1
иначе и	1	2
к чему	1	1
мы будем	1	1
по своей	1	4
сама реальность	1	1
мы берем	1	1
смысл вещи	1	1
вещь это	1	1
есть поэзия	1	1
и когда	1	4
что касается	2	1
и подобных	1	1
есть метафизическое	2	1
если в	3	2
– совершенно	2	3
что я	3	2
самом же	1	1
чем она	1	1
мифология не	7	1
всегда только	1	1
уберечься от	1	1
пусть не	1	1
и другое	2	1
заключается в	1	4
мифологии и	5	7
только на	3	1
они не	1	3
он есть	4	3
что оно	5	4
например в	1	2
сходство и	1	1
форму и	2	1
может только	1	2
также не	1	1
как из	1	2
какой стороны	4	1
любви к	1	1
то же	10	12
то не	2	3
так то	1	1
миф всегда	6	1
при помощи	1	1
которые я	1	1
– часто	1	1
его самого	2	1
из сферы	3	1
проявляется в	1	1
это было	2	3
и бытия	1	3
– в	4	8
есть всегда	4	11
я –	1	1
потому и	1	1
с которым	1	1
тут не	4	3
нельзя сказать	1	4
неотделима от	1	1
его на	1	1
является не	2	1
природных стихий	1	1
же только	1	1
нечего и	1	1
по направлению	3	1
своей собственной	1	1
дерево а	1	1
же как-то	1	1
не будет	1	2
этом смысле	3	1
от другого	1	1
которое и	1	1
совершенно не	8	7
у тютчева	4	1
не ее	1	1
вот почему	1	1
что обе	1	1
с целью	1	2
нечто внутреннее	1	1
в какой	1	2
по способу	1	1
бы совершенно	1	1
что реальные	1	2
и если	1	4
мне кажется	1	1
думают что	6	2
то мифология	2	1
от самой	1	1
– увы	1	1
отрешенность от	1	10
заметил что	1	1
из нее	1	1
или не	5	2
что же	3	2
только что	3	5
внутреннего и	9	2
и их	2	3
потом уже	3	2
мы видим	4	2
выбор между	1	1
ли или	1	1
это –	24	23
если она	3	2
религиях и	1	1
нечто еще	1	1
весь мир	1	1
сознания как	1	1
случае в	1	1
часто даже	1	1
но мы	1	2
вопрос о	2	3
и мы	5	3
тут тоже	1	2
и еще	3	1
в которой	1	2
бывает что	1	1
не всегда	1	1
же просто	1	1
во мне	1	4
к нему	8	4
но при	1	1
можно сказать	6	5
вопрос об	1	4
ничего не	17	3
почти не	2	1
а это	1	1
это-то и	1	1
ее на	2	1
нужно быть	2	1
что он	11	6
у пушкина	4	2
воли и	1	1
что по	1	2
мифическую же	1	1
дана как	1	1
я никогда	2	1
надо быть	1	1
если он	1	1
что они	3	6
подробно но	1	1
конечно всегда	1	1
сказал что	2	1
должен быть	1	1
истинность достоверность	1	1
в нем	16	10
есть просто	3	3
по сравнению	2	1
предмет а	1	1
пространства и	2	7
или иначе	1	2
во всех	1	2
действительно может	1	1
ровно никаких	2	2
обеими сферами	1	1
в дальнейшем	5	1
в некоем	1	2
реальность и	2	1
они видимы	1	1
никто никогда	1	2
или фикция	1	1
или по	2	2
идею и	3	1
только потому	3	2
простая вещь	1	1
смотря по	1	1
сходство что	1	1
что и	3	5
уже не	2	3
сначала на	1	1
ясно что	8	4
равно и	1	1
с точки	12	8
же и	2	9
но только	3	3
мифологии не	2	2
есть все	1	1
видим теперь	1	1
быть только	1	2
можно только	2	2
в силу	1	5
котором мы	1	1
достаточно только	1	1
человек и	1	1
каждое в	1	1
я в	2	1
отлична от	2	1
отождествляются в	1	1
вещь а	1	1
полная противоположность	2	1
на предмет	1	1
схемой и	2	1
в вещи	1	1
я по	1	2
хотя бы	6	4
думаю что	1	3
небо и	1	1
или иной	3	1
природы и	1	1
– конечно	1	1
никаких указаний	1	1
ни схема	2	1
свойственна некая	1	1
о мифе	4	1
мало того	1	1
показать что	1	1
как нечто	1	4
уже нельзя	1	2
и символа	1	2
религия не	1	5
здесь как	1	1
самого начала	1	2
и по	1	4
построение но	3	2
субъект-объектное взаимообщение	1	1
и бывает	1	1
но в	6	2
– уже	1	1
от меня	1	1
это мы	4	2
есть синтез	1	1
мифического образа	1	5
если это	2	1
что цвета	1	1
а я	1	2
не имеет	15	1
аллегории и	2	1
тут в	1	1
сосредоточиться на	1	1
говорят что	1	4
сторон в	1	1
сих пор	2	2
все что	1	1
науки но	1	1
есть ни	6	6
это суть	1	2
встречается в	1	1
после долгих	1	2
живых существах	1	1
жизнь и	3	5
тем не	1	2
человеческого творчества	1	1
не значит	3	3
конце концов	3	1
явлений и	1	2
а именно	1	5
не воспринимает	1	1
то оно	1	3
при этом	1	4
именно и	1	1
сказали мы	2	1
при нем	1	1
того что	2	6
но уже	2	1
и идея	3	1
всякая вещь	1	1
есть прежде	1	1
каком-то особенном	1	1
но что	3	7
у него	1	1
в ней	3	2
а потом	5	4
на свете	1	5
внешнее что	1	1
в другом	2	4
и тут	3	3
что иное	1	3
о котором	1	3
эти последние	2	1
в каком-то	1	4
она и	1	2
в этих	5	3
настроений и	1	1
для своего	2	1
и следовательно	2	5
форма и	1	3
не выдумка	2	1
миф –	9	2
п –	1	1
ни была	1	1
сама по	8	7
и также	1	1
оно или	2	2
это значит?	1	1
в котором	4	1
как таковой	4	4
только о	1	2
он также	1	1
сам по	6	3
но я	1	3
мог бы	2	1
не о	4	1
смысла и	1	2
или другого	1	1
д и	2	2
однако это	1	2
же это	3	4
совсем не	1	1
в голову	1	1
в искусстве	1	2
конечно такое	1	1
целиком в	1	1
нисколько не	4	4
и аллегорией	3	1
я имею	1	1
ни на	6	2
самый термин	1	1
всегда есть	2	2
из жизни	1	1
оно не	1	1
быть содержащая	1	1
невозможна без	2	1
но все	3	2
что это	11	10
отрешенность и	2	1
бытие есть	1	1
говорит о	5	1
и это	2	5
должны сказать	1	1
сюда же	1	1
с другим	1	1
мифа и	2	4
же не	1	3
или больше	2	1
оно есть	2	3
жизнь в	1	2
взаимообщение содержащее	1	1
не об	1	1
нечто совершенно	1	2
меньше всего	3	1
больше как	1	3
е прежде	4	1
на что	2	1
по самой	1	1
и часто	1	2
в связи	1	4
схема ни	2	1
мир –	1	1
– нечто	1	1
есть религия	1	3
