2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram
формы мысли	1	1
вопрос что	2	1
и до	3	1
на нее	3	1
действие на	1	1
прибавить что	1	2
думать что	4	3
как она	2	1
в известной	1	1
говорим о	1	1
мы представляем	1	2
значением слова	1	2
в таких	2	1
что слова	1	1
как это	1	2
из себя	2	2
звук по	1	1
отношении к	1	2
с этим	7	7
лишь в	3	1
существовало в	1	1
слове и	1	1
от своего	1	1
быть названо	4	2
языка и	3	3
и с	4	1
восприятия и	1	2
причина почему	1	1
на чувства	1	1
в сознание	2	10
мысли посредством	1	1
но это	3	3
с созданием	1	1
предшествующее а	1	1
в мысли	3	5
происходит это	1	1
слова есть	1	5
здесь образ	2	1
в природе	1	5
душевных явлений	1	1
под влиянием	1	8
все признаки	1	3
от мысли	2	1
весь процесс	1	1
друг другу	1	1
что нельзя	1	1
что слово	10	2
его действие	2	1
полагает что	1	3
человек не	2	1
ее в	1	1
языка может	1	1
же в	1	5
в ряду	6	6
значение то	2	1
мнения что	1	1
самое нужно	2	1
конечно не	2	1
членораздельного звука	3	1
можем предположить	1	1
есть создание	1	1
мысли которая	2	1
здесь только	1	1
чужого языка	1	1
нас по	1	1
к таким	1	2
это не	7	3
отношений между	2	3
именно на	2	1
бы невозможно	1	5
слово в	4	1
предмет и	1	1
эта мысль	2	1
с другой	2	6
и др	2	1
а если	2	1
что прежде	2	1
и как	2	6
объективное и	1	1
не сами	1	1
этимологическое значение	1	1
которую мы	1	1
бы ни	2	5
должно быть	5	2
и совершенно	1	1
но он	1	2
далеко не	1	3
из коих	2	1
того как	6	7
было бы	8	13
в чем	1	7
этого последнего	2	3
прибавляет нечто	1	1
что такое	7	2
как бы	5	9
звук может	1	1
бы быть	1	3
в процессе	3	1
какой бы	1	1
быть названы	2	1
тождественно с	1	2
ее начала	1	1
открывает нам	1	1
чувственным образом	1	1
в первой	1	1
очевидно что	7	3
к развитию	1	1
внешние явления	1	1
дело с	1	1
вне себя	1	2
прежде всего	1	7
если так	2	1
указывает на	2	2
их не	1	1
природы но	1	1
степени как	1	1
не служат	1	1
а с	1	2
один признак	2	1
в переносном	3	1
ничего кроме	1	1
или быть	1	1
касается до	1	2
по которому	3	1
противоречило бы	1	1
уже по	2	1
человека с	1	1
у нас	2	2
но и	11	9
к своему	1	1
слове есть	1	1
впечатление в	1	2
при котором	1	1
же что	2	3
чувственным восприятием	2	1
первое и	1	1
именно в	3	1
эти слова	1	1
он может	1	1
в ее	2	1
до сих	4	4
приходим к	1	1
духа и	2	1
на образование	1	2
том чтобы	1	1
в большинстве	2	1
мы не	8	11
с известным	2	2
чем в	2	1
языка язык	2	1
к нам	1	2
для эстетического	1	1
или как	1	1
на значении	1	1
и форма	1	1
до тех	6	1
этом следует	1	1
стремится к	2	1
например с	2	2
мысль что	3	1
так можно	1	1
во всем	1	2
влияния на	1	2
членораздельный звук	3	9
при исследовании	1	1
в образовании	1	2
только для	2	5
образом если	1	1
превращаются в	1	1
не видим	1	1
при понимании	1	1
на самом	3	2
что происходит	2	1
них это	1	1
можно объяснить	1	1
быть в	1	1
полной определенности	1	1
но эта	2	1
без него	2	1
и человека	1	1
время когда	2	1
lazarus т	2	1
перестает быть	1	2
есть именно	1	1
с течением	2	1
что не	6	5
во второй	1	1
наоборот в	1	1
за собою	2	2
если это	1	2
а не	12	18
одно слово	5	1
переход от	3	1
тех пор	6	1
субъективно то	1	1
с одной	1	4
крайней мере	5	5
все что	2	3
и другой	1	1
в этом	23	8
согласиться что	1	1
что пока	1	1
от внешних	1	1
со звуком	1	2
если мы	2	3
превращается в	2	2
один и	5	1
мысли поэтому	1	1
языку и	2	1
себе только	1	1
образ стола	1	1
об этом	2	1
природе то	1	1
точно так	2	9
именно так	1	1
слово с	6	2
если вместо	1	1
поэзии как	1	1
одним из	1	1
предполагает уже	1	1
ними в	1	1
что мы	10	11
в говорящем	2	1
но самое	2	1
том как	1	3
видно и	1	1
между собою	4	7
и одно	1	1
которое предполагает	2	1
прямом отношении	1	1
также что	1	2
в немногих	1	1
себе никаких	1	1
дальше и	1	1
другу и	1	1
определенности и	1	2
образования слова	1	2
до того	3	1
которые могут	1	4
языка без	1	1
что хотя	3	4
пить и	1	2
что новые	1	1
из этих	2	4
есть пить	1	1
в языке	16	3
значение для	1	1
такое чего	1	1
известной степени	3	1
совсем другое	1	1
этого слова	7	6
слово стол	1	1
например когда	1	1
мы называем	1	3
все это	5	2
состоит в	2	2
же раз	1	1
мысль мы	1	1
мере того	4	4
различия в	1	1
но слово	1	1
нашею мыслью	1	1
в сознании	4	23
слова а	1	3
подобным образом	1	3
и есть	3	2
самом деле	3	2
находится в	5	3
иначе и	1	1
невозможно но	1	2
могли бы	4	2
другую причину	1	1
их в	3	2
для животного	1	1
мысли и	7	1
это восприятие	1	2
есть стремление	1	1
что я	11	1
с нами	1	2
степенях развития	1	1
хотя и	5	3
не так	2	3
из причин	1	1
в ребенке	2	4
что может	2	2
но конечно	1	1
нас там	1	1
и другое	2	4
время и	1	2
деле в	1	1
только на	4	1
слова например	2	1
тела и	2	1
он есть	1	1
заключается в	1	1
например в	3	3
humboldt т	1	10
то не	1	3
то же	14	12
любви к	1	1
это опять	1	1
бы для	1	1
представлений есть	1	1
будет понятно	2	1
собою и	2	2
при помощи	3	1
бы возможно	1	1
частью сами	1	1
ей не	1	1
мы можем	10	12
это было	2	2
могло бы	1	1
есть всегда	3	1
есть средство	4	1
т с	6	18
случае если	1	1
нельзя сказать	3	1
его на	1	2
значению слова	1	1
в обширном	1	1
о человеке	3	1
на следующее	1	1
по направлению	1	2
образа как	1	1
не будет	3	1
которые не	2	3
представим себе	1	1
я сказал	1	1
мы при	1	1
значение и	2	2
на другие	1	6
это так	1	1
начиная с	1	1
может вовсе	1	1
форма в	1	1
первого раза	1	2
вопрос на	1	1
можно считать	2	1
говорящего не	2	1
и если	3	4
из нее	2	1
или не	1	5
то она	1	1
эту минуту	1	3
человека и	3	3
содержания а	1	1
чувственное восприятие	1	1
убедить что	1	1
что же	5	1
в себя	1	2
в такой	1	1
убеждение что	2	1
или лучше	2	1
различные степени	1	1
только что	3	3
слова с	3	1
как мысль	2	2
представлений lazarus	1	1
и быть	2	1
производит новое	1	1
или меньшую	1	1
вопрос почему	2	1
и их	3	5
мы видим	2	2
с прежним	1	4
столь же	2	5
ее от	1	1
если она	1	1
можем потому	1	1
предшествующих и	1	1
образом в	5	4
но мы	2	3
вопрос о	2	2
внутренней формы	10	2
и еще	1	1
в которой	6	5
сомнения не	1	1
не всегда	3	1
одной и	1	2
к нему	5	1
можно думать	2	2
в каждое	1	1
но при	1	1
можно сказать	4	1
что ни	1	2
ничего не	1	1
порядок и	1	1
а это	1	2
же выйдет	1	1
что он	4	4
и каждому	1	1
не идет	1	1
в течение	2	1
что по	2	1
сказать почему	1	1
и тот	3	2
одном из	2	4
нечто общее	1	3
в прямом	1	1
очень сложное	1	1
в нем	7	9
во время	2	4
в других	2	4
заметить что	6	6
во всех	1	7
слагаются в	1	2
не говорит	1	1
никакой возможности	1	1
связанное с	1	1
вне языка	1	1
по поводу	4	6
себе как	1	1
допустим что	5	2
только потому	4	2
замечаем что	1	1
бы самым	1	1
что и	7	11
один из	2	2
в действительности	3	2
уже не	3	4
и поэтому	1	2
это к	1	1
в обществе	2	2
новое впечатление	1	1
есть одна	2	1
чувственных данных	1	1
с точки	3	1
то тем	1	1
это слово	4	1
быть только	1	2
и объясняется	1	1
к другим	2	3
звуки и	1	2
но так	2	1
бы новые	2	1
человек и	1	1
он в	1	1
к этим	1	1
было для	1	2
скоро мы	1	1
оно относится	1	1
между прочим	3	4
теперь следует	1	1
том же	2	1
на предмет	1	2
подобных случаях	1	1
предметов и	1	1
такое значение	1	1
хотя бы	4	2
имел бы	1	1
в с	1	1
от степени	1	1
всем языкам	1	1
с какою	1	1
от представления	2	1
минуту находится	1	1
мысли что	2	1
этой последней	1	2
чувственные восприятия	1	4
и здесь	2	2
которое в	3	1
стройною системою	1	1
в ком	1	1
каждом языке	1	1
этого образа	1	1
как нечто	1	1
проч и	3	1
как выражение	1	1
с другими	4	5
о различии	1	1
или в	1	2
самого начала	2	2
и по	3	2
во втором	1	1
самую мысль	1	1
но в	8	4
человека в	2	3
для нее	1	2
не имеет	5	6
имеет для	5	3
оно должно	1	3
сих пор	4	4
и сам	1	1
если и	2	2
столько же	1	1
от одного	3	3
тем не	4	6
но говорит	1	1
из языка	1	1
при некотором	1	1
а именно	4	1
актов мысли	1	2
разница в	1	1
то оно	1	1
при этом	15	13
того что	14	7
в нашей	1	2
сравнения но	1	1
том что	12	8
есть отношение	1	1
бы было	1	1
но что	2	2
у него	1	2
а тем	1	1
в ней	2	3
или если	2	2
видели что	1	1
себе никакого	1	1
степени развития	1	1
этих предметов	1	1
не спрашивает	1	1
нее как	2	1
tertium comparationis	2	1
эти последние	1	2
предполагает что	1	2
случае мы	1	1
о котором	1	2
для создания	3	1
в нее	3	4
в этих	3	3
этого значения	1	1
для своего	1	1
отношения между	2	2
них не	1	3
становится возможным	1	1
хотя все	1	1
и следовательно	3	2
что каждый	1	1
обществе и	1	1
в фонетическом	1	1
указывают на	1	2
в котором	4	4
уже более	1	1
что его	2	3
лица которое	1	1
для него	5	10
на каждом	1	1
сам по	4	4
яснее когда	1	1
того же	1	14
бы при	1	2
только о	2	1
чувства и	1	4
огня и	2	1
ту же	3	1
сравнения и	1	1
к ней	2	2
что будет	2	1
если б	4	5
же это	1	1
свою очередь	1	6
будет иметь	2	1
горения и	1	1
глядя на	2	1
предположим что	1	1
себе что	1	1
входит в	1	1
какое именно	1	1
массы мыслей	1	2
чем более	3	3
в слове	22	13
оно не	2	3
же значение	1	1
языка как	1	1
но все	1	2
явлений или	1	1
связь между	3	2
восприятие могло	1	1
указание на	1	2
что это	7	3
дать себе	1	2
и назвать	1	1
и это	2	2
находятся в	1	1
второе значение	1	2
которые по-видимому	1	1
с другим	1	1
мы его	3	1
такая задача	1	1
близко к	1	1
оно есть	2	1
почему в	1	1
же по-видимому	1	1
в подобных	1	1
что мысль	3	1
друг к	1	1
на что	1	1
от них	1	3
нетрудно заметить	2	1
не с	2	3
в связи	1	2
было сказано	1	1
со всех	1	1
ничего общего	1	1
то так	2	1
