2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram
здесь поэт	1	1
они не	1	2
что оно	2	1
его только	2	1
если только	1	2
с начала	1	1
в средневековом	1	1
то же	13	2
когда в	3	1
при помощи	8	6
природы как	1	1
другими словами	6	1
как то	1	1
тут не	1	1
его на	1	2
мы могли	4	1
которые не	1	1
есть символ	11	1
толкования его	1	1
что самый	1	1
равно как	1	2
что нам	1	1
значение и	5	2
свое собственное	2	2
нас не	5	3
и если	6	1
предмета к	1	1
ту или	1	1
говорят о	3	1
а все	1	1
только что	2	1
в такой	1	1
этого брака	1	1
и стал	1	1
если она	1	1
представляется нам	1	1
то более	1	2
в европе	1	2
вопрос о	1	1
в которой	2	5
момент в	1	1
не всегда	1	3
у а	1	1
можно сказать	6	6
здесь является	1	1
мы приведем	1	1
ничего не	3	2
что ни	1	1
это безусловно	1	1
и которое	1	1
более точно	1	1
что он	9	7
данном случае	7	2
однако для	2	2
что они	5	3
человеческого духа	1	2
кавказских гор	1	1
в нем	9	6
чтобы в	1	1
на одну	2	1
заметить что	1	1
или иначе	1	1
море и	1	1
воды и	1	1
никакой возможности	1	1
в дальнейшем	1	7
гораздо больше	2	2
на какой	1	1
какого-нибудь одного	1	1
символа как	1	1
по поводу	2	2
или по	4	1
только потому	2	1
доходит до	2	1
что и	9	6
остается только	2	1
виду не	1	1
уже не	7	6
ясно что	6	4
отношения к	3	1
с точки	2	8
же и	4	1
но только	6	3
не считать	4	1
быть только	1	3
от которого	1	1
бесконечный ряд	8	2
котором он	2	1
он в	2	3
между прочим	2	1
представление о	1	2
хотя бы	3	2
или иной	8	1
с ней	5	1
и здесь	5	1
в настоящее	2	3
ведь почему	2	1
или в	4	4
представляется что	1	1
и по	2	1
учение о	1	3
символа мы	2	1
однако есть	1	1
во втором	1	2
но в	12	9
остается для	1	1
всякого рода	4	2
не имеет	9	1
имеет для	1	1
своего рода	1	1
сих пор	2	2
и сам	5	4
если и	1	1
никогда и	1	1
но к	1	1
жизнь и	2	3
тем не	10	5
конце концов	3	6
а именно	8	12
которого он	1	1
при этом	4	4
находим у	1	1
в нашей	2	2
большим трудом	1	1
или иных	4	2
но уже	3	2
порождает из	1	1
того что	8	3
том что	12	17
у него	1	11
в ней	5	3
внимание на	1	3
а потом	1	3
и она	1	1
в другом	2	3
что иное	4	3
имеет некоторого	1	1
о котором	1	3
однако и	1	1
в нее	1	1
и многих	2	1
и следовательно	2	1
сама по	8	1
в котором	2	2
только о	3	1
да еще	2	1
сам по	6	1
есть на	1	1
того же	2	4
мог бы	1	1
бы даже	1	1
смысла и	1	1
только по	1	1
к ней	1	1
человеческими чертами	1	1
совсем не	2	3
в искусстве	4	1
поскольку он	1	1
нисколько не	2	5
в понятии	2	1
входит в	1	1
был бы	1	1
из жизни	1	1
то ни	6	2
указание на	1	1
но все	3	4
не требует	1	1
а также	4	3
в горах	2	1
что это	3	1
можно было	4	2
со всей	1	2
и это	9	1
должны сказать	5	1
а еще	2	1
в этот	1	1
природы или	1	1
мы его	1	1
же не	2	4
жизнь в	3	3
всерьез а	2	1
и другие	3	3
без всякой	1	1
от них	1	2
общего не	1	1
в связи	7	7
не назван	1	1
гордость и	1	2
ничего общего	7	1
