3gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_3gram
в этой области	1	3
еще не есть	1	2
вообще не есть	1	1
то есть не	3	3
даже вовсе не	1	1
только то что	1	3
же в таком	1	1
можно было бы	4	2
и уж тем	1	5
несет на себе	1	1
вместе с тем	3	1
не может существовать	1	1
мы должны сказать	2	1
а то что	2	1
это и есть	1	2
здесь мы имеем	2	1
при помощи того	1	1
бы даже и	3	1
не говоря уже	2	4
то и другое	3	1
это то что	1	4
вовсе не так	1	1
содержать в себе	1	1
мы имеем в	1	1
на том что	1	1
на первый взгляд	1	1
даже и не	2	2
то есть перестает	1	1
в подлинном смысле	1	1
в заключение этого	1	1
пока еще только	1	1
иной раз даже	1	1
что не только	1	1
по себе но	1	1
нам кажется что	1	1
и не просто	2	5
имеет ничего общего	2	2
совершенно новое качество	1	1
в то время	2	1
быть даже и	1	1
к выводу что	1	1
и для всякой	1	1
прямо можно сказать	1	1
другой стороны однако	4	1
тем не менее	10	12
и прежде всего	2	2
тот или иной	2	4
должны были бы	1	2
то есть в	6	2
ни в каком	5	4
к самому предмету	1	1
уж тем более	1	5
в данном случае	5	5
в значительной мере	2	3
в отдельности и	1	1
или по крайней	2	3
едва ли даже	1	1
можно даже сказать	2	1
является не чем	1	1
то что не	1	2
это было бы	1	1
что не имеет	1	1
до сих пор	1	4
ничего общего с	2	2
не есть просто	1	2
говоря уже о	1	4
нечто целое и	1	1
по своему содержанию	5	1
случае не будет	1	1
и пожалуй даже	1	1
еще не вполне	1	1
вовсе не тем	1	1
еще не существует	1	1
в одном случае	2	1
представим себе что	1	2
помощи того или	1	1
же самое время	2	4
в конце концов	1	7
то же самое	6	5
есть то что	1	2
предмета к самому	1	1
мы не будем	2	1
и потому в	1	1
можно ли сказать	2	2
самое время содержит	1	1
для нас не	1	1
нечто единое и	1	1
хотя бы и	2	3
и тем самым	1	1
не тем что	1	1
