2gram	Vinokur_KulturaYazyka_partition_part1_wordlist_2gram	Vinokur_KulturaYazyka_partition_part2_wordlist_2gram
этом случае	2	2
нужно будет	1	1
что она	3	3
все более	1	1
как правило	1	1
в той	2	5
обратить внимание	2	2
бы и	4	2
что если	2	2
слова на	1	1
зависимости от	5	6
и что	8	5
и все	2	2
к языку	1	5
почти ни	2	1
содержания и	1	1
мы говорим	2	2
то только	2	2
живет и	3	2
на этот	2	2
указать на	1	4
уж не	1	1
или иные	1	1
помощью которого	1	1
что на	4	1
не находится	1	2
языка что	2	1
этот оттенок	1	1
и русский	1	1
после того	2	1
самом широком	1	1
вот например	1	1
в них	4	7
мы приходим	1	1
ср еще	1	1
иметь в	2	1
язык дворянской	1	1
не есть	1	4
на деле	1	1
деле так	1	1
говорить лишь	1	1
не то	2	1
что все	5	2
toutes faites	1	1
не может	9	7
могут быть	4	1
язык и	2	1
если не	1	3
более широкое	1	1
там где	5	4
сказать что	4	1
лишь с	2	1
мы видели	2	1
литературный язык	2	1
германскими языками	1	1
отнюдь не	4	1
состоит не	1	1
того или	2	4
же приходится	1	1
слово это	6	5
вместе с	5	7
он должен	1	1
например для	1	1
слова но	1	2
свое выражение	1	1
установке на	1	1
собственной природе	1	1
дело лишь	1	1
против чего	1	1
всей совокупности	1	1
в основании	2	1
языка с	1	1
в том	19	30
основную ошибку	1	1
в его	5	12
все равно	2	2
на почве	1	1
это например	1	1
это время	1	1
является ее	1	1
организацию языка	1	1
это просто	2	1
прежде чем	1	1
вследствие того	1	1
и историей	1	1
языка это	1	4
своей брошюре	1	1
от того	4	1
речи в	6	4
о том	1	9
между тем	6	5
это особенно	1	1
на месте	1	2
ныне в	1	1
точно также	1	1
отношение к	1	1
№ г	1	1
речи как	1	1
пуризма в	1	1
то обстоятельство	7	8
речи ораторской	3	1
ряду с	1	1
на то	4	4
в виду	3	5
в самой	2	4
да и	6	1
с помощью	7	7
большинстве случаев	2	1
языка то	1	2
случаи когда	3	1
себя ниц	1	1
должны быть	2	2
мы и	1	1
кажется мне	1	1
видеть что	1	2
д это	1	1
лингвистического сознания	2	1
именно этот	2	1
в особую	1	1
не все	3	2
главным образом	3	1
а потому	1	5
как мы	3	1
идет речь	1	2
однако не	4	6
лингвистического воспитания	1	1
не успокаивают	1	1
относится к	1	2
может быть	15	13
сошлюсь хотя	1	1
в память	2	1
в каких	1	1
и его	3	5
поскольку за	1	1
словечка извиняюсь	1	1
нужно было	1	2
на ту	2	1
в сфере	3	1
язык это	1	3
не легче	1	1
только тогда	1	3
невозможно сказать	1	1
мы получаем	1	1
ученый пуризм	3	1
давно уже	1	1
в устах	2	1
вовсе не	9	10
вопросу о	3	1
это по-видимому	1	1
этот не	1	1
есть не	1	1
была бы	4	3
к ним	1	1
приемов и	2	1
это как	1	1
ли не	2	3
не на	2	4
с тем	2	5
к разряду	1	1
я не	5	2
языка на	1	2
настоящее время	1	1
том смысле	1	1
лишает их	1	1
отнестись к	1	1
а вот	1	1
здесь не	3	3
во многих	1	2
стилистическое задание	1	1
как очевидно	1	1
своим языком	1	1
бы в	1	7
дворянской интеллигенции	2	1
и было	1	2
или что-либо	1	1
фраза в	1	1
нам пришлось	1	1
говоря уже	2	1
должно составить	1	1
отличие от	2	1
его к	2	3
тот же	5	2
словечек и	1	1
а а	1	3
что нет	1	1
на те	1	2
этом в	1	1
со стороны	4	4
для каждой	1	1
уже на	1	2
одно из	1	2
пуризма неученого	1	1
бы говорить	1	1
что здесь	1	1
да рядом	2	1
в частности	2	4
сколько угодно	1	1
помнить что	1	1
бы вполне	1	1
идет у	1	1
е такие	2	2
то он	1	1
борьбы с	1	1
рассматриваться как	1	1
в следующем	1	1
т п	24	18
лингвистических дисциплин	1	1
здесь можно	1	1
на этой	4	1
стилистическое назначение	1	1
и даже	2	3
не было	4	3
правильное применение	1	1
вопроса о	6	1
нам не	2	3
но ведь	1	2
еще раз	1	1
и тем	5	2
словечко извиняюсь	1	2
того чтобы	11	17
и при	1	2
в своих	2	1
только в	5	11
с ними	2	4
в этой	6	3
больше всего	1	2
другой стороны	7	6
или иного	2	3
роли в	1	2
в русском	10	4
т е	22	38
этом слове	2	1
под конец	1	1
само по	5	1
идет о	1	2
то и	3	2
русского языка	4	9
язык по	1	1
всяком случае	5	5
свидетельствует о	1	2
том случае	2	1
к вопросу	3	1
с большой	1	1
к этому	4	1
из предыдущего	2	2
ряд слов	1	1
п т	1	1
но для	3	1
как в	3	4
от этого	2	2
не случайно	1	6
во всяком	5	5
языка которое	1	3
что у	2	1
и не	16	12
за время	3	1
что язык	1	7
лицом к	1	1
необходимо показать	1	1
приобретает значение	1	1
на своего	1	1
сама эта	1	1
и правильное	1	1
таким образом	5	12
тем более	1	2
свое значение	1	1
по своему	1	1
пуризм как	2	1
не говоря	2	2
содержание пуризма	1	2
лишь к	1	1
связанные с	2	1
тогда когда	1	6
сравнению со	1	1
тем что	3	8
к стилистике	1	1
особенности речи	1	1
пишет он	2	2
уже в	3	3
для самого	2	1
это и	3	4
иных случаях	1	2
что стоит	1	1
индивидуальной речи	1	4
не только	20	10
конечном итоге	1	1
в наши	1	1
вещественное значение	1	1
он не	3	2
что даже	1	1
задачам и	1	1
смысле этого	2	3
все эти	12	6
и идеи	1	1
один пример	1	2
противном случае	1	1
которого не	1	1
наших газетах	1	1
в данном	4	4
в пределах	4	4
и дипломатический	1	1
может и	1	1
рядом с	2	5
совершенно ясно	1	1
и потому	2	4
слова в	6	1
темы эти	1	1
в их	2	3
же до	1	2
что когда	3	1
т д	14	14
аналогии с	3	1
мы находим	1	1
в современном	2	1
себе представить	1	1
в себе	1	3
между ними	1	2
так называемыми	1	1
на примере	2	2
и он	1	3
вряд ли	4	1
как на	1	3
нашего анализа	1	1
существительные на	1	1
нормального слова	1	1
к тому	4	5
рамки этой	1	1
и становится	1	2
на основе	1	1
на себе	4	6
что вся	1	1
языковом сознании	1	2
фраза из	1	2
языка в	3	12
перед нами	4	1
наоборот в	1	1
одной стороны	1	1
только как	2	1
в соответствии	3	3
языке с	2	1
утверждение что	1	1
и прочих	1	2
для данной	2	1
социальной жизни	1	2
бы уже	1	2
и для	2	2
это только	2	3
что только	1	1
в области	11	7
нашей прессы	1	1
мы в	2	1
организующей роли	1	1
до конца	3	2
сами по	1	1
язык в	2	5
но даже	2	1
что так	1	3
таких словах	2	1
и уже	1	1
обстоятельство что	7	8
даже при	1	1
данном отношении	2	2
грамматических отношений	2	1
также из	1	1
по пути	1	1
лингвистики и	1	1
стоит того	1	1
как некоторое	2	1
по себе	10	2
не потому	1	5
даже и	2	3
не менее	7	7
еще не	5	5
ни одного	1	2
в году	2	1
целый ряд	5	5
нельзя более	1	1
е то	1	2
слова как	3	3
в конце	4	1
на все	2	1
и письменная	1	1
а в	3	5
нужна была	1	1
тому что	1	3
вечерняя москва	1	1
тех или	1	1
слова эти	3	1
имею в	1	1
и более	2	2
в каждом	1	2
слов и	2	1
всего тем	1	1
о характере	2	1
перед вами	1	2
и вот	5	1
таких случаях	2	1
дело в	1	1
по преимуществу	2	2
в своем	2	3
в нашем	7	1
одного из	2	1
и без	1	1
но с	1	2
его стилистическим	1	1
и на	6	4
культуры языка	8	4
элементы темы	1	1
лингвистические клише	1	1
бы на	2	2
которые в	1	1
данный момент	3	1
нашей теме	1	1
ли это	2	2
по крайней	6	5
оно также	1	1
в одно	1	1
так или	2	2
речи с	2	1
этой статьи	1	1
вообще не	1	1
для того	9	16
извиняюсь не	1	1
языка который	1	2
постановка вопроса	1	1
как и	2	2
имеют целью	1	1
но еще	1	3
вот пример	1	1
потому что	25	23
нуждается в	2	3
есть несколько	1	1
конечно и	2	1
когда и	1	1
хочу сказать	1	2
вместо него	1	1
но вот	2	2
что для	2	1
подойти к	1	2
в самом	12	10
на том	2	3
например что	2	1
же время	3	2
по словам	2	1
смысле что	1	1
поэтому в	1	1
по отношению	1	8
никогда не	2	2
в то	4	2
и то	5	3
этом отношении	3	5
так называемые	2	3
к такому	1	1
на более	1	2
можно ли	4	2
всех этих	3	1
и в	23	24
так же	4	4
речь а	1	1
это естественно	1	1
без всякого	1	1
и где	2	1
так что	1	4
в роде	1	1
не просто	2	5
а на	2	2
к нашей	1	1
так как	15	9
и только	1	1
но не	6	5
доказать что	2	2
ниже не	1	1
не в	8	11
здесь дело	1	1
фактов и	1	1
как будто	2	1
для нас	4	2
для лингвиста	2	2
если можно	2	1
сводится к	3	3
есть в	3	4
широкое распространение	2	1
есть язык	1	3
на этом	3	1
уже то	1	1
то именно	1	1
всего можно	1	1
не могут	5	2
европе и	1	1
в которых	2	6
по существу	5	4
чаще всего	1	1
в наше	2	1
человек в	1	1
радио вследствие	1	2
внимание не	1	1
смысл и	3	2
в конечном	2	1
те или	1	1
говорим о	2	1
следует что	3	4
в таких	3	4
лишь как	1	2
как это	5	3
что этот	1	1
речь в	5	4
с этим	3	4
лишь в	5	2
на письме	3	1
не значат	1	1
их как	1	1
тех же	2	1
но также	4	2
языка и	8	8
какие же	1	1
речь идет	2	2
которые можно	1	2
и с	7	5
бы привести	2	1
предположить что	1	1
должен предупредить	1	1
но это	3	1
всего лишь	3	1
смысле слова	2	1
мере в	1	6
смысл может	1	1
в него	1	1
слов в	3	2
уяснить себе	1	1
выражения не	1	1
что слово	3	3
когда он	1	3
не для	1	1
язык есть	1	6
так называемых	2	1
же в	3	4
слова через	1	1
письменной речи	21	3
обычном понимании	1	1
не составляет	1	1
е в	1	2
конечно не	2	2
своих специфических	1	1
он тоже	1	1
то во	1	1
культура языка	3	2
для этого	3	3
также и	5	2
нет в	1	1
это все	1	1
к настоящему	1	1
это не	6	7
слово в	1	1
с другой	8	7
культурного провинциализма	1	1
право говорить	2	1
а если	2	3
и как	1	2
и сейчас	2	1
грамматических форм	3	3
и слышать	1	1
но он	1	1
дело не	2	2
должно быть	4	3
то содержание	1	1
далеко не	1	1
голова когда	1	1
статья в	1	1
того как	2	4
было бы	15	15
языке вообще	1	1
в чем	1	1
что такое	3	6
в случае	1	1
как бы	4	7
в процессе	3	1
со специфическими	3	3
ниц по	1	1
на правах	1	1
языковых средств	1	1
этого процесса	1	1
очевидно что	2	3
дело что	1	1
казалось бы	3	3
дело с	1	1
прежде всего	8	9
тех кто	1	1
указывает на	1	1
точки зрения	14	14
себе и	1	2
русской культуры	1	1
не мог	1	2
что сокращения	4	2
вместо того	1	1
что именно	1	1
и позволяет	1	1
речи оратора	2	1
совершенно ином	1	1
у нас	12	10
но и	7	6
несколько слов	1	3
смысл этого	1	1
является утверждение	1	1
именно в	3	6
эти слова	1	1
зав проф	1	1
в ее	1	1
до сих	1	4
приходим к	1	1
время в	1	1
только то	1	1
не знает	3	1
традиции в	1	2
в противном	1	1
о таких	1	1
в зависимости	4	5
и дело	1	1
будто бы	2	1
и основные	1	1
в большинстве	1	2
том чтобы	1	8
выход из	1	1
уже упоминал	1	1
здесь действительно	1	1
мы можем	1	1
на протяжении	1	1
для оправдания	1	1
смысл лишь	1	1
и свое	2	1
речи а	3	1
привести в	2	1
только для	2	1
номинативную функцию	1	1
я уже	1	1
в результате	4	5
роль в	2	4
но эти	1	1
ли в	1	2
на самом	2	2
речи так	1	1
социально-бытовой обстановки	1	1
совершенно справедливо	1	1
не был	1	1
этой точки	2	2
стоит в	2	4
и вовсе	2	5
в целом	1	4
что за	2	1
не хочет	2	1
с течением	1	1
что не	6	5
чтобы показать	1	1
и пр	8	15
широком смысле	4	1
с большим	1	3
а не	10	8
не что	1	1
этот вопрос	6	1
гораздо более	3	3
говорить о	4	1
с этой	2	2
гончарова достоевского	1	1
в некоторой	1	1
с одной	2	1
в этом	18	14
крайней мере	6	5
которая была	1	1
тот или	1	1
отглагольные существительные	1	2
если мы	4	2
превращается в	2	2
за рамки	2	1
не принял	1	2
течением времени	1	1
все те	1	2
принципиальное значение	1	1
во избежание	1	1
об этом	5	1
которыми пользуется	1	1
точно так	3	1
это действительно	1	1
тут мы	1	1
предупредить что	2	1
стилистика в	1	1
что мы	6	1
е не	1	2
или даже	1	1
когда пишет	1	1
он говорит	1	1
в совершенно	1	1
к примеру	4	2
между собою	1	2
также что	2	1
и под	1	2
не даром	1	1
этого не	3	2
самом процессе	1	1
а только	3	8
материальное значение	1	2
одна из	1	1
бы язык	2	1
же как	2	1
иными словами	8	4
п все	1	1
из этих	1	4
очень много	1	2
в общем	1	3
в языке	10	8
в первую	1	4
на некоторые	1	1
этого слова	5	3
все это	5	6
новые составные	2	1
о слове	1	1
состоит в	2	3
пуризм в	1	2
а некоторый	1	1
е как	1	4
как например	1	2
но слово	2	1
где нет	1	1
о пуризме	2	4
едва ли	1	1
с проблемой	1	1
и есть	2	2
в качестве	8	7
находится в	1	1
самом деле	9	9
и когда	1	1
речь эта	1	1
это слова	1	1
языку ни	1	1
могли бы	2	2
что касается	2	2
факты и	1	2
ср также	3	2
большую роль	1	1
что я	4	2
частью нормального	1	1
хотя и	4	3
не так	1	1
самого языка	2	2
sui generis	2	1
locutions toutes	1	1
заключается в	2	2
во многом	1	1
не трудно	1	7
они не	1	3
что оно	3	3
кто в	4	1
где он	1	1
говорящего коллектива	3	1
то же	6	8
важна нам	1	1
когда в	2	2
той мере	1	5
исходит из	1	1
могло бы	1	1
случае если	2	1
понятие для	1	1
в данный	1	1
но стилистическая	1	1
бы сказать	2	1
традиционного пуризма	1	1
совершенно не	3	1
этом смысле	5	3
от другого	1	1
все чаще	1	1
говорили бы	1	2
указывает что	2	1
говорит и	1	1
в какой	1	6
достаточно лишь	1	1
бы совершенно	1	1
в речи	6	3
можно говорить	2	2
который по	1	1
можно считать	1	1
и если	2	3
у достоевского	1	1
наше время	2	1
обе эти	1	3
и именно	1	2
то она	1	1
что же	5	6
а все	1	1
разумеется не	1	4
в себя	1	1
более того	1	1
языка есть	1	2
только что	1	1
в такой	1	1
слова с	1	1
с гораздо	1	1
противоречии с	1	1
их стилистическое	1	1
и их	1	1
столь же	1	1
такие же	1	1
наука о	1	2
извиняюсь и	1	2
образом в	2	1
в европе	1	1
вопрос о	9	2
и еще	2	2
в которой	1	6
не всегда	2	2
можно сказать	4	3
письме к	1	1
в том-то	1	1
точку зрения	1	1
ничего не	4	2
вопрос этот	2	1
пр и	1	1
а это	2	3
что он	5	6
он пользуется	1	1
читать и	1	1
что они	2	4
в прямом	1	1
составные элементы	2	1
должен быть	5	4
в нем	4	4
советских сокращений	1	1
в других	1	1
по сравнению	2	1
в научном	1	1
или иначе	3	2
д не	1	1
языка к	1	1
здесь слово	1	1
отношений в	2	1
в современной	2	2
первую очередь	1	2
только потому	8	6
еще один	1	2
наперед уже	2	1
что и	3	4
слишком хорошо	1	1
один из	5	4
в действительности	1	1
утверждать будто	1	1
виду не	1	1
уже не	8	8
ясно что	5	3
какой они	1	1
же остается	1	1
с точки	8	9
не раз	1	2
в это	1	2
но только	4	1
же и	2	2
нужно однако	1	1
уже из	2	2
это слово	4	3
быть только	2	1
в силу	7	10
звуков в	1	1
этого термина	2	2
ткань языка	1	1
в письменной	1	1
этом роде	2	1
речи не	3	2
между прочим	2	2
я в	1	1
тысячу раз	1	1
не надо	3	1
русском языке	10	4
том же	1	2
не меняется	1	1
в сущности	9	3
различие между	3	1
мы также	1	1
думаю что	2	2
хотя бы	9	10
надобность в	1	1
так ли	1	1
от степени	1	1
или иной	1	3
этих не	2	1
проблемы как	1	1
ознакомиться с	1	2
и здесь	5	3
в настоящее	1	1
показать что	1	1
мне не	2	1
чтобы мы	1	1
смысловой закон	1	1
образованного общества	1	1
здесь как	1	2
или в	4	2
тогда в	1	1
и по	3	1
которой и	1	1
что ничего	2	1
но в	11	2
как такового	1	1
не имеет	4	2
здесь совершенно	1	1
языку как	1	3
в отличие	2	1
своего рода	4	1
действительно ли	1	1
сих пор	1	4
связанных с	1	1
тем не	6	4
не значит	1	1
а именно	2	2
только из	1	1
не парадоксом	1	1
при этом	2	6
интересует не	1	1
в нашей	4	1
и там	1	1
или иных	1	1
но уже	2	5
того что	3	9
в форме	3	1
области языка	2	2
русский язык	6	4
но что	2	1
том что	11	21
в ней	3	6
внимание на	1	4
области сокращений	1	1
указания на	2	1
принял радио	1	2
языке как	3	3
предполагает что	1	1
что иное	1	1
что этого	1	2
случае мы	1	1
однако и	2	1
т п.	1	1
именно это	1	1
о котором	2	2
в этих	1	4
глаза на	1	1
в свое	2	2
ссылками на	1	1
и следовательно	2	1
выражения это	1	1
стилистика это	1	1
же слово	1	1
чуть ли	1	2
значение которое	1	1
кстати и	2	1
тому чтобы	1	1
ведь и	1	1
к традиции	1	1
в котором	1	3
это на	1	1
же относится	1	1
в рамках	1	4
для него	1	1
мог бы	1	1
только о	2	1
распростирание себя	1	1
того же	3	4
темы т	1	1
не приходится	1	1
как к	1	1
моменты речи	1	1
д и	1	2
ту же	6	1
в структуре	1	2
же это	1	1
может уже	1	1
свою очередь	2	3
в искусстве	1	1
социальной традиции	1	1
нисколько не	3	3
был бы	2	2
я имею	1	1
духу русского	2	1
бы однако	1	2
в слове	1	2
оно не	2	3
то ни	1	1
же значение	1	1
языка как	2	5
но все	4	2
а также	3	1
что это	7	5
стилистическая задача	1	1
полное материальное	1	1
можно было	9	6
языковой системы	1	1
лингвистического вкуса	1	3
сюда же	2	1
однако он	1	1
что теперь	1	1
основной характеристики	1	1
свое время	2	2
в данных	1	1
не выполняет	1	1
жизнь в	1	1
может служить	2	2
меньше всего	1	2
не с	1	3
в связи	4	3
соответствии с	2	3
убедиться в	1	1
если эти	1	1
переходит в	1	1
языковой традиции	2	1
ничего общего	1	1
почти всегда	2	1
