2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram
будто бы	5	5
это тоже	1	3
хотели бы	1	2
себе но	1	1
мы не	2	7
чем в	1	1
одной из	1	1
ввиду своего	1	1
имеется у	1	1
мы можем	5	6
пустая и	1	1
больше и	1	1
здесь мы	1	3
действительность в	1	1
люди все	1	1
в результате	7	4
самый этот	1	1
ли в	2	2
на самом	1	4
является для	1	2
и наконец	1	3
представляет себе	1	1
не был	1	4
в науке	2	3
из людей	1	1
и вовсе	1	6
необходимо и	1	1
но фактически	1	1
iii ясно	1	1
в небольшой	3	1
что не	2	5
который ни	1	1
является уже	1	1
с большим	1	1
а не	5	10
не что	3	3
тех пор	1	4
этот вопрос	1	1
гораздо более	4	4
с одной	3	5
крайней мере	4	6
все что	2	3
и другой	2	1
в этом	17	17
совсем другой	1	1
если мы	1	9
превращается в	1	1
время как	3	1
подобного рода	7	4
человека но	2	2
об этом	4	2
не столь	3	2
точно так	3	3
рассматриваться в	1	1
огромное количество	1	1
что такого	1	1
будет ли	1	1
нет никаких	1	1
только об	1	1
и ее	1	2
еще больше	1	1
л в	1	2
людей и	13	1
том как	1	1
между собою	1	4
он говорит	2	1
г в	1	1
для себя	5	9
но по	1	1
в поисках	1	2
они должны	1	1
на него	2	2
этот путь	1	1
логической ошибке	1	1
самые разнообразные	1	1
а только	1	6
хотя она	1	2
и таким	1	1
оказывается что	4	3
из этих	1	3
расстаться с	1	1
совсем другое	1	1
в число	1	1
все это	1	4
не чем	2	1
в качестве	4	2
ведь не	1	1
и есть	1	4
едва ли	4	9
как именно	4	3
их в	1	4
самом деле	2	4
и когда	1	1
мы будем	2	1
по своей	2	1
могли бы	1	3
если в	1	1
об этой	1	1
хотя и	8	3
не так	4	2
с ее	1	1
рода путаницу	1	1
тот момент	1	1
и другое	3	1
два других	2	1
только на	1	9
они не	2	1
что оно	1	2
который хотя	1	1
содержится в	1	2
то же	2	5
если только	2	1
при помощи	6	8
другими словами	1	6
тут не	1	1
его на	2	1
мы могли	1	2
idem per	1	4
не будет	2	11
времени мы	2	1
этом смысле	3	5
которые не	1	2
от человека	1	1
что самый	1	1
же эти	1	1
что нам	1	1
значение и	2	8
в какой	2	1
свое собственное	2	1
нас не	3	3
и если	1	3
а так	1	1
смысле то	1	1
о своей	1	1
предмета к	1	1
ту или	1	1
весьма характерное	1	1
в такой	1	2
совершенно новое	1	1
и остается	1	1
и их	5	3
если она	1	1
представляется нам	1	1
то более	2	2
жизнью которая	1	1
вопрос о	1	3
как говорят	1	1
к нему	3	2
по причине	1	1
желая во	1	1
основана на	1	2
можно сказать	6	6
что ни	1	1
теории здесь	1	1
ничего не	2	10
это безусловно	1	1
что он	7	4
целей а	1	1
данном случае	2	5
том числе	2	2
если он	2	1
что они	3	3
на эту	1	2
в нем	6	1
на одну	1	1
или иначе	1	6
смысле мы	1	1
нового времени	4	1
воды и	1	1
является более	1	1
в дальнейшем	7	1
никакой возможности	1	1
он был	2	1
по поводу	2	2
какого-нибудь одного	1	1
или по	1	4
только потому	1	1
что и	6	2
один из	2	3
уже не	6	8
ясно что	4	8
и ф	1	1
дать ей	1	1
отношения к	1	1
не раз	1	1
же и	1	2
но только	3	4
что такой	2	1
быть только	3	3
в силу	5	1
от которого	1	1
эту тему	1	2
между прочим	1	1
который так	1	1
и люди	2	1
что было	1	1
представление о	2	5
определяет собою	1	1
хотя бы	2	12
или иной	1	5
и здесь	1	4
в настоящее	3	16
здесь как	2	2
самого начала	1	2
или в	4	2
для всякого	1	2
и по	1	3
учение о	3	2
но в	9	6
но зато	1	2
всякого рода	2	4
не имеет	1	7
имеет для	1	1
здесь совершенно	1	1
сих пор	2	4
и сам	4	2
заключение необходимо	1	1
или из	1	1
если и	1	1
себя свой	1	1
тем не	5	12
конце концов	6	7
а именно	12	6
этом знаке	1	1
только были	1	1
совершенно правильно	1	2
при этом	4	3
большим трудом	1	1
в нашей	2	3
здесь тоже	3	1
того что	3	12
но уже	2	5
том что	17	19
в ней	3	2
внимание на	3	3
на свете	1	4
и она	1	1
а потом	3	1
в другом	3	1
и тут	2	4
что иное	3	3
о котором	3	3
в нее	1	2
однако и	1	1
и а	1	2
и следовательно	1	4
в и	1	2
сама по	1	4
является той	1	1
что его	3	1
может считаться	1	1
да еще	1	1
сам по	1	1
но я	1	1
важно для	1	1
только о	1	8
не о	1	6
бы даже	1	1
только по	1	2
смысла и	1	2
на себя	1	1
смысле его	1	1
совсем не	3	7
же это	1	5
в голову	1	2
свою роль	1	1
входит в	1	2
был бы	1	6
то ни	2	3
указание на	1	3
но все	4	2
не требует	1	2
а также	3	2
что это	1	1
можно было	2	5
усилий и	1	1
говорит о	7	1
и это	1	5
должны сказать	1	1
с подчеркиванием	1	1
поводу необходимо	1	1
мы его	1	1
же не	4	1
вообще для	1	1
еще более	3	2
без всякой	1	5
работы и	1	1
в связи	7	5
тогда получится	1	1
ничего общего	1	3
