2gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_2gram	Vinokur_StatiiOPushkine_partition_part1_wordlist_2gram
главы евгения	1	1
от подлинной	1	1
можно назвать	2	1
система которая	1	1
была бы	5	5
в тех	3	2
любопытной чертой	1	1
что поэтому	1	1
не на	1	2
с тем	1	7
я не	7	7
здесь нет	1	1
языка на	1	1
настоящее время	1	1
который в	1	1
из этого	1	1
том смысле	2	2
пишет в	1	1
начать с	1	1
мне хочется	1	1
а другое	1	1
ставит себе	3	1
ни о	1	1
бы в	1	1
б в	1	2
и ему	1	1
говоря уже	1	1
к пушкинскому	1	1
сомнения что	1	3
тот же	1	1
языка пушкинской	1	1
еще что	1	1
для них	1	1
говорит об	2	2
которых в	3	1
являются и	1	1
ему не	1	2
свою собственную	2	1
со стороны	6	2
буква в	2	1
это делает	1	1
как он	1	2
в советское	1	1
вернее сказать	1	1
одно из	2	1
но нет	1	1
пушкина все	1	1
в таком	3	1
при чем	6	1
нас к	1	1
в частности	4	4
как говорит	1	2
могли быть	1	1
пребывания в	1	2
бы предполагать	1	1
т п	9	3
евгений онегин	2	1
уже быть	1	1
является еще	1	1
ответ на	3	1
и даже	5	3
и очень	4	1
ii и	2	1
не было	4	3
советское время	1	1
и тем	3	1
того чтобы	11	6
во внимание	1	2
пушкинскому просторечию	1	1
в своих	2	1
пушкиным и	4	3
только в	10	2
чернышева по	1	1
больше всего	1	2
в этой	11	2
другой стороны	7	3
с того	1	1
отношению к	3	1
т е	15	10
идет о	2	3
пушкина нужно	3	1
бы что	2	1
русского языка	2	3
всяком случае	6	3
пушкина при	1	1
же поэта	1	1
пушкинской орфографии	1	1
к этому	1	4
им самим	1	1
литературы и	2	1
и вполне	3	1
но для	2	1
как в	13	3
нет ни	2	1
жил в	2	1
эпохи как	3	1
во всяком	6	3
и не	16	9
что у	4	4
что до	2	1
до него	1	2
пушкина его	1	2
или о	1	1
всего что	1	1
к печати	1	2
и вообще	3	2
таким образом	7	10
не говоря	1	1
из истории	3	1
я должен	1	1
пушкина с	3	7
тем что	5	3
хотелось бы	1	1
же касается	3	1
уже в	2	1
это и	4	1
такое же	1	2
не только	18	19
в наши	1	1
у фонтана	1	1
он не	2	9
путем в	1	1
к борису	2	3
чтобы можно	1	1
академического издания	30	4
все эти	5	2
быть ни	1	1
чтение академического	1	1
это был	1	2
в данном	14	2
в истории	3	2
тем же	3	2
значительной степени	1	2
петра i	1	1
и потому	2	2
истории государства	1	2
случае не	2	2
с самого	1	3
хотя это	1	1
что пушкину	1	1
было в	1	1
т д	21	6
издания сочинений	6	2
не были	1	1
случае и	1	1
в себе	2	2
будто пушкин	1	3
с той	1	2
вряд ли	5	3
которой является	1	3
как на	1	9
как известно	1	2
к тому	1	10
с их	1	1
пушкина по	1	2
нет возможности	1	1
из другой	1	1
не оставляет	1	1
считает возможным	1	1
академии российской	4	2
для русской	1	1
именем пушкина	1	1
и те	2	2
была издана	1	1
из них	8	3
и для	3	1
те которые	1	1
утверждал будто	1	1
не существовало	1	1
об но	2	1
что только	1	1
в области	14	2
печатном тексте	1	1
сами по	1	2
до конца	1	3
на память	1	4
статье о	2	1
отличается от	1	1
в первом	2	1
и уже	2	1
обстоятельство что	3	4
данном отношении	5	1
против его	1	1
и эти	1	1
заключалась в	1	1
не дают	1	1
подчеркнуть что	2	3
по себе	1	3
научное изучение	2	1
не потому	1	2
не менее	5	3
еще не	3	1
ни одного	2	3
пушкина ни	2	1
целый ряд	2	1
не столько	1	7
так в	1	1
к его	1	1
нужно не	1	1
секрет что	1	1
в конце	3	2
о каком	1	1
на все	1	1
в стихотворных	1	1
пушкина можно	2	1
того времени	5	4
а в	17	1
отношении пушкин	1	1
тому что	3	7
в статье	7	2
своей трагедии	1	12
и более	2	2
только с	2	2
онегин гл	1	1
пушкинской поры	2	1
в каждом	3	1
писал по	1	1
нужно сказать	5	1
в русской	1	5
бахчисарайского фонтана	5	11
на которую	1	1
одним и	2	1
а во-вторых	1	1
на них	1	1
пушкина но	8	4
академии наук	2	1
которыми он	2	1
их и	1	1
дело в	6	4
п а	1	1
его собственной	2	1
всякая иная	1	1
в своем	2	9
за то	3	3
судить по	1	2
но с	3	4
берет под	1	1
и без	3	1
и на	1	6
вплоть до	5	1
в сторону	2	1
не имеют	1	1
не по	3	2
литературного языка	1	2
карамзина а	1	1
с которыми	2	1
место из	1	2
и кто	1	1
так или	2	1
в двух	3	1
вообще не	2	3
для в	2	1
по его	2	3
п в	3	1
истории русского	1	1
таким путем	1	1
такое отношение	1	1
по истории	2	1
для того	10	7
по адресу	1	2
издании бориса	2	1
факт что	1	6
как и	9	2
только совсем	1	1
с академическим	1	1
вторую половину	1	1
должен был	2	4
не могу	1	1
и чернышев	66	10
потому что	6	9
должна основываться	1	1
пушкина обычно	1	1
высокого слога	1	3
конечно и	3	2
что для	3	1
нуждается в	1	1
что с	2	2
д на	1	1
пушкин мог	1	1
в самом	7	7
а то	2	1
на том	1	1
по этому	3	2
же время	4	1
к плетневу	2	1
в автографе	2	2
при его	2	1
по словам	4	4
смысле что	1	1
нужно отметить	1	1
по отношению	3	1
никогда не	5	3
поэтому в	3	1
в то	9	2
этом отношении	7	9
и то	5	1
в россии	4	3
раз в	2	2
можно ли	4	1
им в	1	1
и в	44	29
в эпоху	2	1
так же	5	3
в борисе	2	28
отметить что	2	2
без всякого	2	1
так что	6	3
рукописей пушкина	1	1
них нет	1	1
не просто	1	1
а на	3	1
издание сочинений	3	1
пушкина над	2	4
из его	1	2
так как	5	2
но не	3	3
поэтического языка	1	2
что текст	1	1
к концу	2	1
будто это	1	1
такой же	5	1
в стихах	1	1
не в	12	4
в пушкинском	1	1
вообще нет	1	2
для нас	7	1
даже не	4	1
как будто	4	1
вопрос в	3	1
ни для	1	1
основываться на	1	1
годунова г	1	1
русской поэзии	1	1
по мнению	3	1
рукописи пушкина	1	1
такое место	1	1
не могут	1	1
а между	1	1
и во	2	1
по существу	2	2
оба эти	2	3
пушкина который	2	3
сомнению что	1	1
и об	7	1
и до	1	1
нового академического	2	2
на л	1	2
это были	1	2
пушкина в	24	18
те или	1	1
повод для	1	1
всю свою	1	1
в таких	1	1
несколько примеров	5	1
как это	4	2
который не	2	1
в пользу	2	3
отношении к	1	3
что этот	2	2
сам пушкин	2	3
с этим	3	3
что оба	1	2
более чем	2	1
но также	9	4
речь идет	4	4
и с	3	4
больше чем	2	1
но это	6	3
мере в	2	2
в михайловском	1	2
не секрет	1	1
в сцене	1	7
не для	2	1
в пушкине	1	1
объявил себя	1	1
е в	2	1
ссылается на	1	1
конечно не	2	1
о них	2	1
которой в	1	2
присутствует в	1	2
ю н	1	1
также и	9	2
принадлежит в	1	1
зная пушкинских	1	1
и пушкин	1	2
знакомства с	1	1
не имела	1	1
с другой	9	4
том-то и	1	1
и др	1	2
перед пушкиным	1	1
и сейчас	4	3
бы ни	1	2
но он	2	3
ему кажется	1	1
дело не	4	2
словаре академии	3	2
впрочем в	1	1
того как	1	7
было бы	17	5
в чем	3	1
не пожелал	1	2
пушкина не	5	6
что такое	1	2
и была	1	2
в москве	2	2
как бы	4	5
в процессе	1	2
пушкинских рукописей	2	1
пушкин что	1	1
говорит в	2	1
обоих случаях	1	1
годунове пушкина	1	2
очевидно что	1	2
рядом других	1	1
была принята	1	1
прежде всего	7	5
точки зрения	11	5
с дамами	1	1
должно было	2	3
а с	3	3
что именно	1	2
и чернышева	41	2
не очень	1	1
у нас	11	3
но и	10	19
к своему	1	2
vii тому	1	1
бы только	1	1
в ее	4	2
именно в	6	4
нет и	1	2
в очень	3	1
до сих	7	6
причем в	1	1
для пушкина	3	21
в зависимости	1	1
и дело	1	2
зависеть от	1	1
но именно	2	1
будто бы	3	1
мы не	2	1
том чтобы	1	1
одной из	1	3
пушкин писал	5	4
и чернышеву	10	1
пушкина а	3	1
только при	1	1
в результате	3	2
но эти	1	1
ли в	2	1
пушкина на	3	4
считаю что	1	1
на самом	6	3
критики в	1	1
похоже на	1	3
их с	1	1
далеко от	1	2
то место	2	1
не подлежит	1	1
еще отметить	1	1
против того	1	1
времени не	4	2
сочинений пушкина	28	5
государства российского	1	3
наук ссср	1	1
свободен от	2	2
годунову в	1	1
счел нужным	1	1
годунова а	1	2
во второй	9	1
противоречий в	1	1
а не	16	5
этот вопрос	4	2
северные цветы	1	1
гораздо более	4	1
говорить о	2	1
с этой	3	2
пушкиным в	1	14
печатном издании	1	3
в этом	21	21
которая была	2	2
пушкину не	1	1
на чем	1	1
и насколько	1	1
годунова в	2	4
об этом	3	6
точно так	1	1
с рукописями	1	1
иначе в	1	1
она была	1	1
том кто	2	1
где читаем	1	1
пушкинское время	2	2
этого вопроса	2	1
поэзии и	1	2
своей статьи	3	1
е не	1	1
говорит что	3	1
еще несколько	1	1
или ефремова	1	1
внимания к	1	1
и некоторые	1	1
нужно искать	3	1
г в	5	5
академическое издание	15	1
был обязан	2	1
которая должна	1	1
пушкин жил	2	1
сейчас еще	1	1
еще однако	1	1
на него	2	1
сюда относится	1	1
но разве	2	1
одна из	1	1
же как	3	3
чернышев спрашивает	1	1
из этих	6	1
совпадает с	2	1
пушкинской трагедии	1	10
находим и	2	1
рукописям и	1	1
российской т	2	1
значение для	1	1
в первую	2	1
в середине	1	1
не хотел	1	1
все это	5	11
в качестве	4	5
как например	1	2
в один	1	2
этой поэмы	1	3
едва ли	1	1
с именем	1	1
пушкин т	1	1
ссср в	1	1
иначе и	1	1
самом деле	11	3
творчества пушкина	5	1
которую он	1	2
что касается	3	1
литература о	1	1
что я	1	2
хотя и	1	4
не так	1	1
то нужно	1	1
заключается в	4	1
издатели сочинений	1	1
во многом	1	2
не трудно	3	1
они не	1	2
что оно	3	1
например в	8	3
писал и	1	1
этого рода	1	1
то не	2	1
и глубокая	1	1
то же	5	2
пушкина были	1	1
при помощи	2	4
той мере	1	2
это было	1	2
должна была	4	2
могло бы	2	1
в печати	5	4
в какой-то	1	1
тут не	2	1
пушкина к	3	5
же только	1	1
пушкина является	3	2
прямом смысле	1	1
совершенно не	5	2
этом смысле	1	1
другое дело	1	3
черным по	1	1
этом и	1	1
в какой	3	2
пушкинского времени	9	1
пушкиным не	2	1
xix века	1	3
нас не	1	2
в свете	1	1
можно считать	1	1
мне кажется	5	3
далее в	2	2
имеет право	1	1
критики и	1	1
что же	6	1
каждого из	2	1
уже без	1	1
слова с	1	1
и их	2	1
столь же	4	1
критики текста	1	1
имеет ничего	2	1
образом в	1	1
пушкина для	5	2
не оставляют	1	1
вопрос о	4	6
в которой	4	11
пушкина как	6	3
основана на	1	1
рукописи и	1	1
можно сказать	1	1
в том-то	1	1
его современников	1	1
ничего не	2	4
в словаре	3	2
что он	10	13
думать будто	2	1
у пушкина	8	12
в течение	1	6
данном случае	6	1
одном из	1	3
том числе	2	1
но они	1	2
в прямом	1	1
что они	7	2
верить что	1	1
на эту	4	1
узнал о	1	1
отношении достаточно	1	1
в нем	5	4
во время	3	2
в отдельных	1	1
что во	2	1
что пушкин	8	15
или иначе	2	1
той эпохи	3	1
он был	3	2
тексте бориса	5	1
степени является	1	1
первую очередь	2	1
по поводу	7	8
но столь	1	1
что и	6	2
с точки	8	2
в это	1	2
но только	1	1
это слово	4	3
от которого	1	1
а по	1	1
в пушкинской	1	2
что ей	1	1
котором он	1	1
по инициативе	1	1
таком виде	1	1
очень большое	2	2
между прочим	2	12
издания к	3	1
что было	1	2
который так	1	1
том же	1	2
представление о	4	1
в сущности	2	1
думаю что	5	1
хотя бы	6	3
до его	1	1
на рукописи	1	1
здесь пушкин	1	2
значении которое	1	1
оно стало	1	1
смотрел на	1	3
в настоящее	1	1
втором издании	1	1
в №	1	2
пушкина от	2	4
этого произведения	1	1
именно поэтому	1	1
лежащий в	1	1
или в	1	1
xix в	5	1
достаточно для	2	2
и по	5	3
в прозаических	1	2
рецензий на	1	1
между пушкиным	1	3
себе целью	3	1
во втором	4	1
но в	10	8
пушкина и	13	9
с полной	1	1
не имеет	4	2
взято из	1	1
пушкинских черновиков	1	1
борису годунову	2	3
своего рода	3	5
пушкин был	2	4
сих пор	7	5
показывающих что	1	1
в упоминавшейся	1	1
и сам	2	2
к изданию	1	2
но к	1	1
тем не	2	2
конце концов	1	1
долго и	1	1
это очень	3	2
это нужно	1	1
при этом	2	2
того что	9	5
в форме	1	1
том что	29	27
о которых	1	2
но что	1	1
у него	2	1
в ней	3	7
том значении	1	1
и лишь	1	1
в келье	1	3
внимание на	3	4
в другом	3	4
не зная	1	1
сожалению не	2	1
и низким	1	1
в этих	2	3
на тему	1	1
каком он	1	1
в свое	2	1
на совершенно	2	1
в печатном	3	4
в и	130	13
ни была	1	1
пушкина совершенно	1	1
перевод с	1	1
пушкина за	1	1
в котором	5	7
естественно что	1	1
для него	6	4
в момент	1	1
ли и	1	2
но я	4	1
того же	3	2
критика нового	1	1
не о	1	1
не приходится	1	4
у карамзина	1	4
на себя	1	3
материала для	1	3
если б	1	4
совсем не	2	1
по белому	1	1
в голову	1	1
читаем что	1	1
нисколько не	2	1
истории карамзина	1	3
ни на	2	1
с общим	1	1
то ни	1	2
оно не	1	3
уже при	1	1
но все	4	7
а также	2	2
самого пушкина	5	3
что это	4	3
можно было	13	1
говорит о	3	2
и это	2	2
по первому	1	1
это дело	2	1
свое время	2	1
действительно не	1	2
и другие	1	2
еще более	4	4
меньше всего	1	3
пушкина до	2	1
ведь это	1	1
которым в	1	1
отступает от	1	1
евгения онегина	5	1
который был	1	1
в диалог	1	1
стиля и	1	1
для которых	2	2
ничего общего	3	1
