2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part3_wordlist_2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part1_wordlist_2gram
втором случае	1	1
в его	13	7
но от	1	1
к анекдоту	1	2
полной мере	3	1
и т.п	5	5
в акте	2	1
его речи	1	1
этой эстетической	1	1
мысль о	2	3
и может	1	1
текстом и	2	1
разного рода	3	1
в диалоге	1	1
организации текста	3	1
и смыслом	2	1
о том	5	6
речевых жестов	1	1
между тем	5	5
отношение к	2	1
в текст	3	1
являет собой	1	3
непрямого говорения	1	1
с деньгами	1	1
культуры и	1	1
который и	1	1
эстетического дискурса	10	1
в самой	1	1
к самому	1	1
да и	1	2
во всей	1	1
уже о	1	1
мы и	1	1
природе своей	2	1
утверждал что	1	1
раз во	1	1
говоря словами	1	2
мире тоже	1	1
не все	2	1
как мы	2	1
от своего	2	1
как я	1	1
этой части	1	1
иного рода	2	1
может быть	29	9
не должен	2	2
данного художественного	4	1
художественного дискурса	1	2
то в	2	2
и его	5	13
не можем	1	1
внешнего мира	2	1
научному описанию	1	1
вследствие этого	3	1
основе своей	2	1
были бы	1	3
со мною	1	2
вовсе не	2	1
может выступать	2	1
человеческого я	2	2
себя самого	1	1
есть не	8	2
будет никогда	1	2
сколько в	1	1
с тем	1	2
я не	1	1
который в	2	3
три стороны	1	1
из этого	1	1
смысл произведения	3	1
к художественному	1	1
время они	1	1
здесь не	2	3
о себе	1	2
в глубине	1	2
каждый из	2	1
той или	6	3
границах литературного	1	1
вслед за	1	1
а о	1	1
говоря уже	1	1
отличие от	6	2
речевой акт	1	1
собой один	1	1
произведения так	1	1
которого до	1	1
тот же	1	1
это путь	1	1
со стороны	2	9
ингредиентов целого	2	1
стороны коммуникативного	1	1
тем как	1	1
к тексту	2	2
этой причине	1	1
в таком	3	1
читатель может	1	1
по бахтину	2	1
нас к	1	1
в частности	19	12
как говорит	2	3
мира эст	1	2
и испытаний	1	1
само произведение	2	2
не было	1	3
и даже	1	8
вопроса о	3	2
нам не	1	2
как предмет	4	1
того чтобы	3	1
в своих	1	1
только в	6	2
в этой	5	6
другой стороны	2	5
который поспешно	1	1
или иного	3	1
отношению к	5	7
приобщения к	1	2
всяком случае	1	2
самим собою	1	1
не принадлежат	1	1
служить и	1	1
видеть в	1	2
человеческая ценность	1	1
целое как	1	1
высказывания в	1	1
от нас	1	1
как в	1	3
самсона вырина	1	2
не случайно	3	8
во всяком	1	2
и не	21	12
мы уже	1	1
наш взгляд	6	2
текста как	1	1
и ожил	1	1
от своей	1	2
целого а	1	1
их внутреннюю	1	1
произведение не	2	1
таким образом	3	4
тем более	2	1
первой части	1	1
по своему	1	2
полагал что	1	1
не говоря	2	1
жизни в	1	1
собой лишь	1	1
поспешно принимает	1	1
он как	1	1
персонажа в	1	2
искусства как	1	1
не только	15	22
его частей	1	1
он не	3	6
объекта и	3	1
наконец в	1	1
все эти	2	2
внимание к	1	1
жизненной позицией	1	1
быть ни	1	1
канонической жанровой	1	1
особенно в	2	1
в данном	2	4
как уже	2	2
в пределах	2	4
одну из	1	2
не снимает	1	1
может и	1	1
но о	2	1
высказывания и	1	1
искушений и	1	1
в литературе	4	1
и потому	2	2
частности ни	1	1
слова в	1	1
случае не	2	1
в их	5	6
со своим	1	1
меня к	1	1
произведение искусства	9	4
однако с	1	3
мира и	1	2
жанровая стратегия	1	3
в себе	11	2
наличии у	1	1
все их	1	1
на примере	2	2
события как	1	1
старик в	1	1
и того	5	3
на его	2	2
по этой	1	1
между ними	1	1
эстетических модальностей	1	1
как известно	3	1
личности в	3	3
к субъекту	1	1
к тому	7	6
встреча с	1	1
трех фундаментальных	1	1
значении этого	7	1
и становится	1	1
в восприятии	1	1
таким же	1	1
и систематизации	1	1
художественное произведение	5	1
в культуре	3	2
перед нами	1	4
по рассуждению	2	1
одной стороны	3	2
как если	1	1
бы не	2	1
его автора	1	2
слово о	1	1
в соответствии	1	2
как нам	1	5
жизни героев	1	1
именно такова	1	1
при рассмотрении	3	1
и для	1	2
не более	4	2
равнопротяженных тексту	1	1
в новом	2	2
не вызывает	1	1
имеем дело	4	4
с художественной	1	1
воспринимающего сознания	5	3
немецкими картинками	1	3
литературных произведений	1	3
из виду	2	1
художественного мира	2	1
в первом	2	2
произведение есть	1	1
ивана петровича	1	10
одного и	2	3
по пути	1	4
по себе	4	4
и является	2	1
не менее	1	4
еще не	3	6
в году	1	3
он сам	1	1
однако все	1	1
с ним	4	1
не столько	2	3
целым рядом	1	1
к его	1	1
слова как	1	1
в принципе	8	2
и приводит	1	1
текста даже	2	1
все еще	1	1
а в	9	10
из евангелия	1	2
представляет собой	16	5
литературоведческий анализ	2	1
в станционном	1	4
и тогда	2	1
своей природе	1	1
с самим	1	2
и должно	1	1
цикла к	1	1
по преимуществу	1	2
ни единого	1	1
его собственной	1	1
является в	1	1
ни был	1	1
одного из	2	1
и на	5	4
в ходе	3	1
вплоть до	1	2
не имеют	1	1
лиминальной фазой	1	1
от него	1	1
петровича белкина	1	8
ролевую границу	1	1
по крайней	1	4
отношения не	1	1
был мертв	1	1
эстетического объекта	11	2
по его	1	3
для того	4	1
первом случае	2	1
дело уже	1	1
высказывания или	1	1
как и	13	14
тому как	3	2
всех последующих	1	1
потому что	2	1
нуждается в	8	2
состоит лишь	1	1
этого персонажа	1	1
в самом	6	5
по этому	1	1
тогда как	14	20
же время	6	3
всего текста	1	1
возникает в	1	2
в то	9	3
по отношению	6	7
никогда не	2	5
партнерства в	1	1
этом отношении	2	3
всех этих	1	1
можно читать	2	2
слова не	1	1
и в	18	18
в мире	8	5
литературного дискурса	1	1
по природе	3	1
так что	1	1
произведения не	1	1
нам представляется	1	2
или идее	1	1
все они	1	2
не сводится	2	1
и только	1	1
но откровение	1	1
но не	10	7
проиллюстрируем сказанное	1	1
герой в	1	1
хотя в	1	2
мирового археосюжета	2	1
до полного	1	1
же году	1	1
субъекта и	4	2
не в	14	6
эстетическая модальность	1	2
в колпаке	1	2
в пушкинском	1	2
человека как	1	1
при анализе	1	1
обряда инициации	1	1
прощается с	1	1
говоря о	2	1
т.д в	1	1
как будто	3	1
для всех	1	2
восходит к	1	3
в полном	1	1
сводится к	5	2
есть в	1	1
мы должны	1	1
не могут	3	1
на заключительной	1	1
сторона дискурса	1	1
художественного письма	2	1
равной степени	2	1
приобщение к	1	1
белкина изданные	1	3
дистанции между	1	1
смерть и	1	1
и до	2	1
текста в	12	6
в конечном	4	2
мог быть	1	1
и иных	1	1
и множеством	1	1
как это	1	3
который не	1	2
сознания однако	1	1
в круге	1	1
лишь в	5	5
символической смерти	1	1
в полной	3	1
более чем	4	2
перед лицом	6	1
каждый компонент	1	1
речь идет	1	1
весьма часто	1	1
благословение и	1	1
я и	6	3
но это	1	1
всего лишь	4	8
художественного содержания	1	1
в составе	2	2
мере в	3	2
объекта в	1	1
самого произведения	2	2
тем в	1	1
события что	1	1
целое то	1	3
участников коммуникативного	1	3
ее в	1	1
этого текста	2	4
же в	1	2
по воле	1	3
произведение является	1	1
при одном	1	1
поскольку произведение	1	1
и самого	2	6
фазой обособления	2	1
для этого	2	1
и т.д	1	2
встречи с	2	1
художественного текста	12	1
это не	6	2
за скобки	1	1
столько в	1	1
к истории	1	1
фактов в	1	1
с другой	4	7
в художественном	3	1
и др	1	1
исторически сложившихся	1	1
и как	5	4
самому в	1	1
в равной	3	1
принадлежит к	1	4
оказывается в	2	1
требует от	1	1
бы ни	2	1
сущности говоря	1	1
и был	1	1
должно быть	2	1
себя конструктивную	1	1
при обращении	1	1
купчихи трюхиной	2	1
далеко не	6	4
дело не	3	3
жизненного поведения	1	1
было бы	2	3
данного текста	2	2
в случае	6	5
как бы	5	10
произведений как	1	1
бы быть	3	1
из перечисленных	1	1
и знаменательна	1	1
какой бы	2	1
остается вне	1	1
от других	1	1
такого знания	1	1
не обязательно	1	1
может выглядеть	1	1
дело с	4	3
прежде всего	6	5
обращении к	1	1
о его	1	2
сомнений не	1	1
точки зрения	6	3
я во	2	1
чужой стране	1	1
всех своих	1	1
не наступает	1	1
а перед	1	1
а с	3	1
не предполагает	2	2
двух основных	1	1
повести покойного	1	3
но и	17	13
на фоне	2	1
в ее	1	3
а затем	1	1
именно в	4	3
до сих	1	1
не знает	1	1
референтную компетенцию	1	1
я на	1	1
очевидным образом	1	2
остается в	1	1
в зависимости	1	1
включая и	1	1
мы по	1	1
и дело	1	1
самим собой	2	1
будто бы	3	1
мы не	1	3
коммуникативное событие	6	1
том чтобы	7	1
кто говорит	1	2
себя в	6	4
до тех	1	1
всей своей	1	1
культурной значимости	1	1
художественной литературы	1	2
мешок с	1	1
во всем	1	3
и соответствующую	1	1
различного рода	2	1
для данного	2	1
здесь мы	1	1
в результате	1	5
одежду и	1	1
роль в	2	3
на самом	2	1
присутствия я	1	3
героев но	1	1
или напротив	1	1
с указанием	1	1
неотъемлемое звено	1	1
коммуникативной стратегии	1	4
художественного высказывания	2	2
субъекту и	1	1
с позиций	2	1
ключевая роль	1	1
времени не	1	1
в целом	5	3
видел в	1	1
целостности человеческого	1	1
эстетическом дискурсе	1	1
текстопорождения и	1	3
данного коммуникативного	1	1
что не	3	3
в чужой	1	1
реальности и	2	1
не что	4	1
а не	17	9
тех пор	1	2
все что	1	1
крайней мере	1	4
упоминаемые в	1	1
с этой	1	1
с одной	3	2
эст в	1	1
в этом	13	14
художественного целого	10	6
известии о	1	1
за рамки	1	1
превращается в	1	1
со своей	1	8
факторов художественного	6	1
собственного текста	1	1
частей целого	1	1
одного сознания	1	1
говоря языком	1	1
что мы	3	2
и ее	1	2
или даже	1	1
текста по	1	1
жанровой стратегии	1	2
фаза преображения	2	1
мертв и	1	1
для себя	2	1
на него	1	1
произведения с	2	1
к статусу	1	1
и целым	1	1
одна из	1	2
иными словами	1	1
собой и	1	1
из этих	2	3
совпадает с	2	1
поскольку в	1	1
это по	1	2
этого слова	7	2
состоит в	11	4
ролевая граница	1	1
только одно	1	1
в качестве	31	12
жизненной позиции	2	2
как формулирует	1	1
едва ли	2	3
и есть	3	1
ведет к	3	1
обряд инициации	1	1
самом деле	2	2
герой не	1	1
мы будем	1	1
по своей	6	2
в сюжете	1	1
могли бы	2	2
в категориях	2	1
он и	1	3
что касается	1	3
если в	3	3
хотя и	1	2
экзистенциального присутствия	1	1
не способен	1	1
заключается в	1	1
они не	1	1
под этим	1	1
коммуникативной ситуации	1	2
например в	1	2
> в	3	1
введено в	1	1
то же	9	3
единого художественного	2	1
художественное целое	1	6
трюхиной и	1	1
если вдуматься	1	1
могло бы	1	1
принимает на	1	1
проявляется в	1	1
героя в	2	1
далека от	1	1
не редкость	1	1
неотделима от	1	1
художественной реальности	14	3
не будет	3	3
совершенно не	1	2
этом смысле	1	1
не дано	1	1
в тени	1	1
говорит и	2	3
текста есть	1	2
объектной организации	2	1
сколько бы	2	1
биографический автор	1	1
по отдельности	2	1
войти в	1	1
с миропорядком	1	1
художественная реальность	8	1
и мешок	1	1
человека и	1	1
искусства является	2	1
в себя	6	2
однако этот	1	1
его можно	1	1
трактует как	1	1
креативная и	2	1
что произведение	1	1
только лишь	1	1
коммуникативного события	14	11
столь же	4	4
изданные а.п	1	4
ролевой границы	1	2
представляется нам	1	2
присутствия в	2	1
образом в	1	1
понимании не	1	1
имя произведения	1	3
вопрос о	2	1
системе ценностей	1	2
одной и	1	2
личности и	1	2
не всегда	4	3
я подобно	1	1
произведения как	7	2
можно сказать	2	4
ничего не	1	3
автор как	1	1
что он	3	4
в течение	1	1
данном случае	2	3
и тот	1	1
когда же	1	1
одном из	1	1
с художественным	1	1
читателя как	1	1
произведении искусства	3	2
все пять	1	1
станционном смотрителе	1	4
в отдельных	1	1
в нем	3	2
его художественной	1	1
во всех	1	2
или иначе	1	1
не говорит	1	1
он был	1	1
по поводу	1	3
с подлинной	1	1
что и	3	5
один из	2	2
уже не	4	5
действующего лица	1	2
как справедливо	3	2
отношения к	2	2
с точки	4	2
при всей	2	1
частности как	1	1
взаимодополнительности этих	1	1
в силу	3	1
к себе	1	1
стороны адресата	1	2
человеческого бытия	2	1
каждом из	2	1
научной идентификации	2	3
художественную целостность	1	2
рецептивная компетенция	1	1
искусства говорит	1	1
и шлафорке	1	1
я в	3	5
этих трех	1	1
в сущности	6	5
героя или	1	1
хотя бы	3	1
граница личности	1	3
неотделимо от	2	1
или иной	6	5
о событиях	1	1
жизни но	2	1
конструктивный момент	1	1
> а	1	2
с другими	4	1
здесь как	1	1
в итоге	1	4
и рецептивная	2	2
и по	2	2
как писал	1	1
читателя и	1	2
рецептивной компетенции	2	1
учение о	1	1
во втором	1	4
но в	8	2
произведения в	11	1
идентификации повести	1	1
возвращение к	1	1
могла бы	3	2
в отличие	6	2
почтенный старик	1	1
своего рода	3	8
сих пор	1	1
и сам	2	4
однако при	1	2
все того	1	1
рассуждению бахтина	1	1
а именно	3	1
при этом	12	11
того что	4	1
том что	12	12
в широком	4	1
внутреннего я	4	1
строго говоря	1	1
у него	1	1
в ней	1	2
внимание на	1	4
и объектной	1	1
в другом	4	1
что иное	5	1
этом ряду	2	2
случае мы	1	1
однако и	1	3
сюжета в	1	1
в противовес	2	2
художественного впечатления	14	1
> как	1	3
автора и	3	1
в свое	2	2
в произведении	5	3
в придании	1	1
как говорилось	1	1
научного описания	8	1
в рамках	3	3
для него	2	6
однако сам	1	1
сам по	1	1
уже говорилось	1	2
того же	4	5
как эстетической	2	2
не о	2	1
на себя	2	2
не удается	1	1
как к	2	2
вступает в	3	3
свою очередь	1	4
в искусстве	2	2
по выражению	2	1
занимает центральное	1	1
входит в	1	2
отдельных случаях	1	1
прибегать к	1	1
новом качестве	1	1
двух других	1	1
оно не	1	1
в романе	1	2
а также	3	2
связь между	1	1
отвечает на	2	1
все три	1	2
глубине души	1	1
к миру	1	1
говорит о	1	2
свое время	2	2
предмет научной	1	1
оно есть	1	1
референтная компетенция	1	1
личного самоопределения	1	1
целого в	4	2
не с	4	2
в связи	1	1
в тексте	5	9
бытия с	1	1
колпаке и	1	2
картины мира	1	4
