3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram	Losev_DialektikaMifa_partition_part2_wordlist_3gram
только потому что	1	3
то в чем	1	2
совершенно не существует	1	1
все же как-то	1	1
до полной неразличимости	1	1
разную степень отрешенности	1	1
но он –	1	1
по себе не	3	5
в себе свою	1	1
они вовсе не	1	1
не есть мифология	1	1
е прежде всего	1	4
содержит в себе	3	3
мне и я	1	1
мифического сознания как	1	1
это я в	1	1
всегда есть выражение	1	1
что это значит?	1	1
то время как	3	1
та или иная	2	3
– увы –	1	1
одно и то	4	4
логически т е	1	1
это значит что	8	9
не могу не	1	1
с какой стороны	1	4
аллегории и символа	1	1
и та же	4	2
не может быть	3	3
не в том	1	1
действительность являющаяся в	1	1
есть научное и	1	2
бытие идеальное но	1	1
от обычного хода	1	1
только то что	4	3
научное и в	1	2
не больше как	3	1
но и все	1	1
зрения мифического сознания	1	1
не есть сама	2	1
мы можем сказать	1	2
примитивно-научное построение но	1	1
с теми которые	1	1
себе разную степень	1	1
однако тут надо	1	1
это и есть	1	2
есть бытие идеальное	1	2
нельзя сказать что	2	1
самого по себе	1	2
смысл вещи не	1	1
то и другое	1	2
– во мне	1	1
по которому видна	1	1
не есть выдумка	1	1
провести грань между	2	1
– во всем	1	1
мы видим теперь	1	1
значит? это значит	1	1
есть фантастический вымысел	1	1
на первый взгляд	1	1
и есть мифология	1	1
не зависит от	1	1
жизненно ощущаемая и	1	1
и от этого	1	2
в то время	3	1
это не значит	2	1
к выводу что	1	1
себе свою собственную	1	1
имеется в виду	2	1
одной стороны и	1	2
всего диалектически необходимая	1	1
и также не	1	1
тем не менее	2	1
содержащая в себе	1	1
т п –	1	1
ни в каком	3	8
т д в	1	1
или фикция не	1	1
что она –	5	1
являющаяся в то	1	1
бы и не	1	1
она не может	1	1
т е прежде	1	4
и мифология –	1	2
только тогда и	1	1
не есть религия	2	1
что это за	2	1
и то и	1	2
можно сказать что	3	3
я никогда не	1	2
и я –	1	1
так что видна	1	1
или по крайней	2	2
можно представить себе	1	1
совершенно не зависит	1	1
и есть и	1	1
– сам по	1	1
явлений и стало	1	1
потому что он	2	3
это было бы	1	1
д все это	1	1
до сих пор	2	2
содержащее в себе	1	1
обычного хода явлений	1	1
схемы аллегории и	1	1
не было у	1	1
не есть просто	1	1
по направлению к	1	1
так что одна	1	1
фикция не есть	1	1
о живых существах	1	1
есть ни схема	1	2
что одна и	1	1
в конце концов	1	3
то же самое	2	1
реально вещественно и	1	1
стало быть мифология	1	1
мы уже знаем	3	1
не есть научное	1	2
она нисколько не	1	1
он – только	1	1
миф не есть	19	11
об отношении мифологии	1	1
и стало быть	4	2
все – во	1	1
того или другого	1	1
