2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram
в той	5	3
что если	4	3
другом плане	3	1
было совершенно	1	1
смысл в	1	1
и что	18	25
ближе к	1	1
всего этого	2	1
эти три	1	2
этого как	2	1
и все	10	12
соединяются в	1	1
сама собой	2	1
которое мы	3	1
и заключается	1	1
бы мы	1	3
нам кажется	1	2
что на	1	1
и о	3	4
жизни и	1	4
борьбу с	1	3
показать в	1	1
короткое замыкание	3	1
себя и	1	1
сейчас же	1	16
из которых	4	3
психологических планах	1	1
рассказан как	1	1
что эта	4	6
в них	3	2
показывает нам	1	2
а другая	1	1
кажется что	1	2
мы хотим	3	1
только не	1	2
место в	3	2
деле нам	1	1
для понимания	1	2
на деле	4	1
это то	1	3
их бессмыслицу	1	1
от анализа	1	1
те же	1	2
не то	4	4
и ни	1	1
действия и	2	2
и так	1	4
этому рассказу	1	1
что все	3	11
сцене и	2	1
не может	7	10
понятно что	1	3
этом рассказе	1	2
несоответствие между	1	1
в несколько	1	1
впечатлению которое	1	1
там где	6	1
сказать что	4	13
то есть	15	13
следует понимать	2	1
дано в	3	1
действие которое	2	1
наша мысль	1	1
если взять	1	2
вместе с	5	8
в трагедии	1	10
случае а	1	1
так поразительно	1	2
себя как	2	1
критики не	1	1
мы знаем	1	2
в том	25	21
и который	2	1
смотреть как	1	1
в его	5	10
идет от	1	1
в нас	4	1
на две	1	2
даны в	1	4
вступить в	1	1
как они	1	1
мысль о	1	1
из этой	1	3
бы как	1	1
и вызывать	1	1
и может	2	5
с конца	1	2
из всего	2	1
о том	6	20
заставляя нас	1	2
одной только	1	1
между тем	7	1
что самая	1	2
противоречие с	2	1
совершенно точно	1	1
с вот	1	1
он бы	1	1
в виду	4	2
на то	16	10
который мы	3	1
в самой	4	6
к самому	2	2
в музыке	1	1
которых он	1	1
по смыслу	2	1
случаи когда	1	1
обратимся к	1	3
и смысл	1	2
есть только	2	2
утверждал что	1	1
что сам	2	1
его словам	2	1
в некоторых	1	1
быть не	2	2
именно этот	1	1
не все	1	2
главным образом	3	1
как мы	7	4
это верно	2	1
этот новый	1	1
в рассказ	1	1
так чтобы	1	2
двух планах	5	1
относится к	1	1
может быть	19	22
и его	6	5
в одной	2	2
не можем	4	3
служит только	1	1
у читателя	3	1
с таким	1	2
это означало	1	3
однако мы	3	2
уже говорили	3	1
эту мысль	1	1
были бы	3	1
вовсе не	8	5
она не	6	3
мы воспринимаем	1	1
деле она	1	1
между двумя	1	2
есть не	1	1
планах с	1	1
была бы	2	2
ради которых	1	1
этого одного	1	1
противоречие и	2	1
обратное тому	1	1
в тех	4	2
в виде	2	3
с тем	8	4
и первый	1	2
это есть	2	1
какой мере	2	2
прием и	1	1
я не	5	4
только один	1	1
обратиться к	4	3
из этого	8	5
к художественному	1	1
в отдельности	1	1
образом что	1	2
на той	1	1
и сделал	1	1
ни о	1	1
бы в	3	1
и было	1	1
увидим что	9	3
вслед за	1	3
эти два	3	1
оба плана	7	1
можем сказать	2	1
на которых	1	1
она в	3	1
эмоциональная окраска	1	1
тот же	3	3
окончание на	2	2
действий и	1	1
с уверенностью	3	1
разговор с	1	1
и действительно	2	1
это конечно	1	1
и других	1	4
чтобы увидеть	5	1
в такую	1	1
со стороны	2	2
то чтобы	1	2
природы и	1	1
это делает	1	2
что действие	1	4
и между	4	1
вернее сказать	1	1
одно из	2	2
хоть сколько-нибудь	1	1
та и	1	1
именно как	1	2
больше не	3	1
в таком	3	4
противоречие то	1	1
в частности	1	4
над ней	1	1
как говорит	1	2
бы перед	1	1
т п	5	3
сторону от	1	1
для своей	1	1
замыкание двух	1	1
всякий раз	3	6
и даже	4	1
от этой	2	1
того мы	2	1
может не	1	1
нам не	2	1
и очень	2	1
еще раз	1	3
одном акте	1	1
не остается	1	1
того чтобы	9	22
и вместо	1	1
то это	2	3
в своих	4	3
только в	4	4
характера но	1	1
и значение	3	1
ней и	1	1
одна и	1	2
так сказать	5	1
другой стороны	5	2
характера а	2	1
в этой	13	9
не могли	4	1
когда она	3	1
этой сцене	1	2
идет о	4	3
бы что	1	1
все то	7	12
всяком случае	2	3
развернут так	1	1
не зря	1	2
и затем	2	3
противоположных психологических	2	1
к этому	3	4
которые казалось	1	1
психологический закон	1	1
и эта	1	2
но никто	1	1
как в	4	3
и я	2	1
от этого	1	3
во всяком	2	3
и не	10	13
что у	7	4
мы уже	7	5
что до	1	1
и та	2	2
формулировать так	1	2
который он	1	2
лежит в	2	2
и вообще	1	1
речь его	1	1
психологическое значение	1	1
таким образом	12	13
крылова и	3	1
показывают что	1	1
он как	1	1
тем что	3	3
в коротком	3	1
в жизни	1	4
это и	1	5
и дает	2	2
к действительности	1	1
в плане	3	1
не только	12	7
нет вовсе	1	1
заставляет его	2	4
он не	6	11
этой основной	1	2
его жизнь	1	1
он хочет	2	1
что даже	2	1
смысле этого	2	3
которое исходит	1	1
двум различным	1	1
начала и	1	1
все эти	4	6
в самых	1	3
вот что	1	1
не считаясь	1	1
из простого	1	1
в истории	2	1
только обратиться	1	2
рассказ о	1	1
создается впечатление	1	1
ряд очень	1	1
совершенно ясно	13	8
и потому	1	2
противоположных чувств	3	1
это противоречие	1	1
с самого	6	5
в точном	1	1
перед собой	2	1
автор рассказывает	1	1
своем роде	2	1
в их	1	2
т д	4	2
из области	3	1
в себе	4	6
развивается в	2	1
с той	4	2
на примере	2	2
все их	1	1
в рассказе	1	8
на его	1	1
и он	1	3
как на	3	6
в словах	1	2
в гамлете	1	11
к тому	6	12
роль которую	1	1
что одна	1	1
к рассказу	1	1
что вся	1	1
заставляет нас	2	2
и форму	1	1
и этот	3	3
как все	2	4
художественное произведение	1	1
ничего подобного	1	1
в окончательном	1	1
аффективное противоречие	3	2
я только	1	1
перед нами	8	6
в эту	2	1
надо еще	1	1
одной стороны	5	3
он приводит	3	1
бы не	3	2
и те	1	1
из них	6	4
мысли в	1	1
ничем не	1	2
и для	4	3
деле если	1	1
это только	3	1
что только	2	1
с детства	1	1
поднять на	1	1
мы в	2	3
рассказа о	1	1
до конца	2	7
которое имеет	2	1
отличается от	1	1
рассказал нам	1	1
и вместе	2	1
замечательно в	1	1
согласиться с	4	1
в первом	1	1
и уже	2	4
с историей	1	1
и эти	2	2
обрушивается на	1	1
него не	1	1
иначе он	1	1
не потому	1	2
переходит к	1	1
еще не	1	1
заложены в	1	2
знает что	1	2
ни одного	1	2
целый ряд	2	5
перейти к	1	2
не столько	1	1
целым рядом	1	4
большей частью	2	2
представляют собой	2	1
с ним	2	5
и которая	2	1
же самое	10	6
без всяких	3	1
вместо этого	1	2
не могла	2	1
в конце	2	8
и просто	1	1
что составляет	1	3
словами и	1	1
ясно говорит	1	1
а в	7	4
все решительно	1	1
который утверждал	1	1
тому что	6	6
вводится в	1	1
и более	2	1
хотим узнать	1	1
представляет собой	2	2
мы вправе	1	4
отдельных частей	1	1
весь этот	3	1
в русской	2	2
понять это	1	1
эти события	2	3
трагедия не	1	1
неустойчивом моменте	1	1
чтобы он	2	2
уместным и	1	1
и вот	2	6
что сюжет	1	2
действие в	1	1
дело в	1	1
с первого	1	1
в своем	5	7
решение вопроса	1	1
этот характер	1	2
что поэт	2	2
но с	1	1
вся суть	1	1
в которую	2	1
мы условно	1	3
и на	6	5
переживаниях самого	1	1
мы везде	5	1
истинный смысл	2	2
в сторону	1	3
не имеют	2	1
исследования мы	1	1
не по	1	2
для художественного	2	1
от него	1	1
критики считают	1	1
ли это	2	3
нельзя лучше	1	1
это возможно	1	1
самое в	5	1
с которыми	1	1
света на	1	1
или вернее	2	2
наших глазах	2	1
лежащая в	1	1
в двух	9	4
рассказа и	2	10
словесного искусства	1	1
совершенно явно	2	1
для того	8	23
за этой	1	1
мы никогда	1	3
факт что	1	1
как и	8	5
и чем	2	1
а когда	1	1
должен был	2	3
эстетической реакции	2	1
не могу	2	1
но еще	1	1
тому как	1	2
герой был	1	1
потому что	14	24
с такой	5	2
и понимали	1	1
всего того	2	1
которые стояли	1	1
почему он	1	3
что для	1	5
что с	4	1
в самом	25	12
критиков так	1	1
со всяким	1	1
уже совершенно	1	1
в то	3	3
и то	8	2
совершенно ясным	1	1
никогда не	4	5
раз в	4	7
всех этих	2	3
которая ему	1	1
и стоит	1	1
и в	38	33
все время	30	24
так же	2	13
свою особую	1	1
в предисловии	1	1
и самый	1	1
так что	8	7
в корне	1	1
не просто	2	4
а на	1	2
на наших	2	1
все они	2	2
из его	1	2
нас ясно	1	1
с этими	1	1
и только	3	7
но не	1	3
материалом для	2	1
которой мы	1	3
так как	6	12
это будет	2	1
к концу	3	1
и всегда	2	1
и смерти	1	1
такой же	2	2
и говорит	1	3
же один	1	1
героев или	1	1
не в	12	2
трагедии в	1	2
приблизительно так	1	1
и отсюда	1	1
как будто	4	8
для нас	8	7
ход действия	1	3
конечно же	2	2
чем это	1	1
в полном	2	1
везде и	1	1
то как	2	2
поэтому он	1	1
есть в	2	1
совершенно обратное	1	2
нам что	1	2
на этом	5	3
мы должны	1	6
плане и	1	1
и во	2	1
сцены в	1	1
в которых	6	3
по существу	2	2
уже с	1	2
бы он	1	1
для всякой	1	1
обработки в	1	1
и до	1	3
что следовательно	1	1
в житейском	1	2
смысл и	4	4
роль и	1	1
спрашивается почему	1	3
думать что	2	2
в конечном	1	1
до самого	2	2
своей конечной	1	1
исключительно для	1	1
что под	3	1
как она	1	10
у меня	1	1
совершенно прав	2	1
нельзя вывести	1	1
окончательном виде	1	1
как это	6	14
нами в	2	2
который не	4	2
что этот	4	3
с этим	8	5
ему что	1	1
его рассказа	1	3
и ясно	1	2
и глубоко	1	1
относительно того	1	1
мы все	4	3
он спрашивает	1	1
речь идет	4	3
и с	1	2
что всей	1	1
больше чем	4	2
совершенно противоположное	5	1
но это	3	1
дело и	1	2
признать что	2	1
и два	1	1
в противоречие	2	1
все остальные	1	1
во времена	1	1
что задачей	1	1
в сцене	1	1
уяснить себе	2	1
это в	1	4
сам собой	2	1
когда он	4	7
из критиков	3	1
тем в	2	1
полагает что	3	5
ее в	4	4
внутреннее противоречие	2	1
знаем что	1	4
же в	2	1
смыслом может	1	1
конечно не	4	3
он видит	2	3
своим героям	1	1
событий который	2	1
малой степени	2	1
находим мы	1	1
для этого	2	8
рассказывает о	3	1
это все	1	1
в заключение	1	1
это не	1	6
только этой	2	2
чем то	1	1
к таким	1	2
евгении онегине	1	1
и точно	1	2
образом и	2	1
мы припомним	1	1
именно на	1	1
с другой	7	2
может его	1	2
и как	8	5
он все	2	3
совершенно другой	3	2
был не	1	1
здесь в	2	3
сущности говоря	7	2
содержание рассказа	2	2
которую мы	4	1
но он	2	6
должно быть	1	3
и совершенно	4	5
далеко не	3	3
путем и	1	1
это значит	1	1
было бы	12	12
того как	3	1
в чем	1	1
вот эти	1	2
а иногда	1	1
что такое	1	1
к его	2	1
как бы	14	25
бы быть	1	1
смысл его	1	1
мы остановились	1	1
увидеть что	7	1
приглядеться к	2	2
рассказанный в	1	1
от других	1	1
очевидно что	2	1
в глаза	2	1
казалось бы	5	5
дело с	1	3
о его	1	1
указывает на	6	3
точки зрения	16	6
и недаром	1	2
бы дает	1	1
с необычайной	3	2
уже это	3	1
который призван	1	1
а с	2	2
рассказа является	1	1
просто и	1	2
мы всякий	1	1
в теории	1	1
что именно	2	3
тем и	1	2
необычайной ясностью	1	1
своих героев	2	1
решительно ничего	1	1
на это	3	1
у нас	2	4
но и	5	3
с здесь	2	1
и всюду	1	1
в ее	7	2
он может	2	2
именно в	1	2
эти слова	2	3
до сих	6	3
высшей точки	1	1
только то	2	1
которые все	1	1
ясно и	2	1
будто бы	1	1
том чтобы	1	4
мы не	5	5
стоит только	3	2
автора в	1	1
по одному	1	1
или как	1	1
мы можем	7	5
этого рассказа	2	12
прибавим к	1	1
только для	3	1
здесь мы	4	3
самое и	1	2
он хотел	1	1
в результате	1	2
самый этот	2	1
ли в	1	1
на самом	2	6
деле здесь	1	1
когда указывает	1	1
и наконец	2	2
токов в	1	1
с кем	1	1
а под	1	1
этой точки	1	1
для ее	1	1
в целом	4	5
сам себя	2	2
что за	2	1
нами совершенно	1	1
и заставляет	3	1
что не	3	4
и опять	1	3
что эти	4	2
она кажется	1	1
а не	7	6
а та	1	1
этот вопрос	1	4
гораздо более	1	1
с этой	2	4
с одной	6	3
силы и	1	2
он мог	1	1
в этом	13	28
от которых	1	1
если мы	6	12
превращается в	1	1
время как	4	2
конечно только	1	1
и насколько	1	1
все те	2	2
время перед	1	1
со своей	2	1
она была	4	1
бы наше	1	1
что мы	1	6
и ее	2	2
сюжет и	1	1
говорит что	8	10
том как	2	3
одной общей	1	1
он говорит	6	3
в совершенно	2	1
на их	2	1
для трагедии	1	3
будем иметь	1	2
была с	1	1
но по	1	1
совершенно различных	1	2
на него	1	4
оказывается что	1	2
одна из	4	4
же как	1	3
действующих лиц	5	1
из этих	3	2
очень много	1	1
совершенно в	2	2
в общем	2	1
вправе сказать	1	1
этого слова	2	3
все это	3	13
много в	1	1
приема то	1	1
только одно	1	2
степени в	1	1
трагедии и	1	6
в один	3	1
момент который	2	1
едва ли	3	2
и есть	1	4
слова а	1	1
сам автор	3	2
их в	2	3
самом деле	21	12
всей этой	1	2
и когда	5	2
остановились на	1	1
мы будем	1	5
в сюжете	1	1
значение каждого	1	1
могли бы	5	2
сцене гамлета	1	1
мысли и	1	1
нам в	2	2
суть и	1	1
самого конца	2	2
не так	3	1
нашей реакции	3	1
с ее	2	3
ее не	3	1
заключается в	7	5
и другое	4	2
деле в	1	1
только на	1	1
что оно	2	3
например в	2	3
художественной формой	1	1
действительность и	3	1
с гениальной	1	2
то же	10	9
можно с	1	1
мы обнаруживаем	1	1
так то	1	1
самые слова	1	1
этот рассказ	3	2
при помощи	4	4
это было	1	4
могло бы	2	3
на практике	1	1
просто не	1	1
ним и	1	1
и всю	1	1
мы могли	4	2
и дальше	2	1
на доминанте	1	2
бы сказать	1	2
не будет	1	4
совершенно не	5	4
которые не	1	1
и самым	1	1
не весь	1	1
равно как	1	1
имеет перед	1	1
этого нет	1	1
в какой	5	5
эта причина	1	1
перейти от	1	1
образом для	1	1
и если	6	9
благодаря ему	1	2
мы вдруг	1	1
характер и	1	1
из нее	2	3
совершенно противоположным	2	1
дело только	1	1
или не	2	1
либо в	2	4
нас на	2	1
же фразе	1	1
рассказа в	1	3
действия в	1	1
только что	2	15
в такой	3	2
каждого из	3	1
глазах и	1	1
в обратном	1	2
вывести из	1	1
я говорю	3	1
и их	1	1
столь же	2	2
мы видим	12	6
если приглядеться	1	1
рассказ этот	1	1
но мы	2	2
и мы	13	15
и еще	1	1
в которой	5	4
одной и	2	2
мы старались	2	1
этими словами	1	2
много света	1	1
можно сказать	1	2
что ни	1	2
по своим	1	1
ничего не	2	2
почти не	1	1
автор как	1	1
они как	1	1
действие но	1	1
что он	11	20
для развертывания	1	1
в течение	4	1
которая составляет	1	1
легко показать	6	3
мы попытаемся	1	1
если он	4	2
но они	2	1
рассказ об	1	1
говоря мы	1	3
что они	4	6
должен быть	3	1
на эту	1	1
к этой	2	3
в нем	4	7
которых мы	6	1
они ни	1	1
всю ту	1	1
или иначе	1	1
превратилась в	2	1
верно и	1	2
фраза которую	1	1
во всех	4	2
гораздо больше	1	1
рассказ имеет	1	1
что и	4	3
один из	6	2
в действительности	1	2
остается только	1	1
ясно что	6	5
с точки	9	4
вскрыть и	1	1
но только	8	1
здесь на	1	1
уже из	6	1
есть все	1	1
надо было	2	2
нам как	1	1
человек и	1	1
обратите внимание	1	2
точном смысле	1	2
впечатление от	2	2
он считает	1	1
к этим	1	1
бы по	1	2
останавливаться на	1	1
художественного произведения	1	1
в сущности	10	6
или во	1	1
хотя бы	2	2
если бы	14	10
не из	1	1
с ней	1	1
и здесь	6	3
той точки	1	2
что автор	2	4
показать что	7	7
суть дела	1	1
трагедии что	1	1
лежащий в	1	1
совершенно противоположном	1	1
самого начала	6	5
или в	5	1
понять почему	1	1
психологический смысл	1	1
нам с	1	1
но в	3	2
деле он	2	1
это мы	1	1
однако уже	1	1
басни крылова	3	1
не имеет	6	2
могла бы	3	4
и конечно	3	2
сих пор	5	3
со всем	1	1
событий и	1	3
которых все	1	1
собой все	1	1
совершенно разным	1	1
ее с	1	4
не занят	1	1
которого он	1	1
то с	1	1
при этом	4	2
характера у	1	1
в нашей	1	2
того что	4	4
о которых	9	2
но уже	1	1
автор что	1	1
и самая	1	1
том что	14	22
но что	2	1
у него	4	6
которое существует	1	1
величия и	1	1
в ней	15	6
и она	1	2
внимание на	2	2
в другом	5	1
и тут	1	1
этому что	1	1
зритель не	1	1
именно это	3	1
однако и	2	1
она и	1	1
спросить себя	1	1
одну точку	1	1
в нее	2	2
целом ряде	1	1
в этих	2	1
на тему	3	2
упоминания о	1	3
форма и	1	1
которые с	2	2
указывают на	2	1
и показывают	1	1
тому чтобы	1	3
но вся	1	2
эстетическую реакцию	1	1
в котором	6	2
это на	1	1
для нашей	1	2
что его	2	3
есть конечно	1	2
для него	2	1
чувства и	2	1
того же	3	1
он весь	1	1
как к	2	1
рассказ в	3	1
к ней	2	1
и вся	1	1
к изображению	1	1
свою очередь	2	1
эта двойственность	1	1
совсем не	3	1
же самая	2	1
противоположное тому	1	1
нисколько не	1	5
себе что	1	1
видим что	8	2
был бы	3	3
к синтезу	1	2
ни на	1	2
поэт должен	1	1
этой истории	1	1
расходится с	1	1
но все	1	2
мы увидим	12	2
имел в	1	1
что это	10	13
можно было	1	4
со всей	3	2
говорит о	2	4
и это	8	5
находятся в	2	1
два совершенно	4	1
смыслу к	1	1
однако он	1	1
не понимал	1	1
и другие	2	1
же самым	1	1
нечто совершенно	1	1
в евгении	1	1
фон для	1	2
во все	1	3
мысль и	1	1
мы сейчас	1	2
не было	1	3
с но	2	3
ничего общего	1	1
