3gram	Tiupa_AnalitikaHudozhestvennogo_partition_part2_wordlist_3gram	Tiupa_AnalitikaHudozhestvennogo_partition_part1_wordlist_3gram
вздумал испытать судьбу	1	1
организации литературного произведения	3	2
и романа в	1	2
во времени и	3	1
литературного произведения как	5	1
в соответствии с	1	2
все того же	1	1
в связи с	1	1
ментального внутреннего зрения	1	2
и то же	1	1
но отнюдь не	1	1
по крайней мере	1	3
что случилось однажды	1	1
в свою очередь	1	1
художественного целого в	1	2
в литературе нового	1	1
по отношению к	5	4
в конечном счете	4	2
в равной мере	1	1
времени и пространстве	4	1
один понимал темное	1	1
в данный момент	1	1
с другой стороны	2	2
в отличие от	6	2
скоро все разошлись	1	1
при взгляде на	1	1
как ценностного центра	1	1
я в мире	1	1
написана на небесах	1	1
равнопротяженности предмета анализа	1	1
данный отрезок повествования	1	1
раздел второй строение	1	1
в художественном тексте	1	1
в данном случае	2	5
составляет своего рода	2	1
и далека от	1	1
есть не что	3	1
двух проекциях в	1	1
бостоном и бросив	1	1
и т.д в	1	1
человека написана на	1	1
это еще одна	1	1
внутреннего я во	1	1
затворил за собою	1	2
с одной стороны	3	4
упускать из виду	1	1
как бы не	1	1
состоит лишь в	1	1
в этой связи	1	1
могут и должны	1	1
и тот же	1	1
в то же	8	2
убийца заперся в	1	1
факторов художественного впечатления	5	6
иной эстетической модальности	1	1
в проекции текста	1	2
в этом отношении	2	3
проекциях в проекции	1	1
и сам автор	1	1
прожить две недели	1	1
к тому же	4	4
литературного произведения в	5	1
присутствия в мире	1	2
предмета анализа тексту	1	1
субъектная организация литературного	1	1
для печорина в	1	1
того или иного	3	3
в известном смысле	1	1
объекта и адресата	1	2
литературного произведения составляет	1	1
станице на левом	1	1
во вставном эпизоде	1	1
в самом деле	2	1
единого высказывания в	1	1
центра этого мира	1	1
тех или иных	2	2
я один понимал	1	1
природу художественной реальности	1	1
за собою дверь	1	2
раз случилось прожить	1	1
по природе своей	2	2
все разошлись по	1	1
фиксации и систематизации	1	1
по выражению бахтина	1	1
наскучив бостоном и	1	1
в таком случае	3	2
есть в сущности	1	1
казачьей станице на	1	1
одни и те	1	1
с точки зрения	4	2
между волюнтаризмом и	1	2
место лишь в	1	1
автора и читателя	2	1
по этой причине	1	1
на каждом из	2	1
разошлись по домам	1	1
литературного произведения архитектоника	1	1
я героя как	1	1
текста а не	1	2
в этом смысле	1	2
может выступать в	1	2
на левом фланге	2	1
эстетического объекта муза	1	1
и в самом	1	2
и в пределах	1	1
литературного произведения смысл	1	1
произведения как единого	1	1
тому или иному	1	1
представляет собой систему	2	1
бросив карты под	1	1
и те же	1	1
сопереживания актуализация смысла	1	1
повествователя рассказчика хроникера	1	2
в качестве системы	3	1
объекта муза ахматовой	1	1
художественная реальность как	4	1
общей картины мира	1	1
не в состоянии	1	1
научного описания в	1	1
недели в казачьей	1	1
понимал темное значение	1	1
том или ином	3	2
повествователя или лирического	1	1
то же самое	2	1
на уровне фокализации	1	4
событие самого рассказывания	1	1
четыре часа утра	1	1
одно и то	1	1
может быть признано	1	1
зачем же нам	1	1
организация литературного произведения	2	1
или иной эстетической	1	1
подобно тому как	3	3
диалоговой форме композиции	1	1
текстуальной данности произведения	1	1
субъектной организации художественного	1	2
но о том	2	1
строение литературного произведения	2	1
обращает на себя	1	3
но крайне существенное	1	1
с этой точки	1	1
не может быть	16	1
данного коммуникативного события	1	2
факторы художественного впечатления	3	1
в том или	2	2
заперся в пустой	1	2
сами по себе	2	1
состоит в том	3	4
система факторов художественного	1	1
ментального внутреннего слуха	1	1
не есть логическое	1	1
объектной организации текста	1	1
формах внутренней речи	1	1
но и не	4	1
карты под стол	1	1
и тогда когда	1	1
с той или	1	2
или лирического героя	1	1
предстает уже не	1	1
к сотворчеству не	1	1
в нашем случае	3	1
оно в то	1	1
имеем дело с	3	1
и тем самым	1	2
вставной эпизод а	1	1
судьба человека написана	1	1
героя как ценностного	1	1
совершенно особого рода	1	1
