2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram
исторические факты	1	1
не то	1	5
и ни	3	1
религии что	1	2
в основу	1	1
что все	14	1
– об	1	1
вещи в	2	4
опыта но	1	1
не может	19	9
– не	7	9
могут быть	2	4
но лишь	1	1
уже сказали	1	1
сказать что	4	10
ли нечто	3	1
время никогда	1	1
отнюдь не	10	6
но который	1	1
того или	3	2
но тут	1	3
вместе с	1	2
сознания и	4	5
мало ли	1	1
и значит	3	1
в том	5	14
мы знаем	3	1
вот эта	1	1
но остается	1	1
– вне-временное	1	1
существует особая	1	1
происходит в	1	1
все прочие	1	1
образ и	1	1
в его	2	1
все равно	2	5
всего –	1	1
на почве	1	1
личностной стихии	1	1
в нас	1	1
даны в	1	3
живой и	1	2
и прочие	1	1
есть самосознание	3	1
не существует	10	1
и может	1	6
небесные и	1	1
из всего	1	2
науке и	1	1
от того	4	4
о том	6	5
она действительно	2	1
которая бы	1	1
отличалась от	1	1
его не	2	2
есть ли	5	5
в виду	7	5
нечто в	1	1
вовсе нельзя	1	1
на то	3	1
категория личности	1	1
не отличаются	1	2
да и	1	6
уже о	2	2
имеется в	3	2
есть только	12	4
в сферу	3	2
должны быть	3	3
мы и	4	1
брать как	2	1
и историчен	1	1
и мифология	1	4
есть вид	2	1
об этих	1	1
в некоторых	1	2
не реальные	1	1
опытом и	1	1
как мы	2	3
а потому	1	2
однако не	2	1
как я	2	2
так чтобы	2	2
известно что	1	1
может быть	13	20
есть догмат	6	4
и можно	2	2
в каких	1	2
то в	2	1
в одной	3	4
и его	5	5
тут нет	1	2
на ту	1	1
в сфере	1	2
только тогда	3	7
абстрактно-изолированных вещей	1	1
были бы	1	1
есть субъект	1	1
на мир	1	2
констатировали что	1	1
вовсе не	13	13
она не	3	8
понятие мифа	1	2
же тут	4	1
двери и	1	1
каком-то смысле	1	2
себя самого	2	1
есть не	9	7
мифической отрешенности	1	10
бы я	1	1
к ним	1	1
вещи живого	1	1
была бы	3	3
для мифа	3	2
ответить на	1	1
в виде	8	2
не больше	3	4
не на	6	2
она –	1	8
существу своему	1	1
это есть	8	8
я не	6	6
только один	1	1
что тело	1	2
он берет	1	2
из этого	2	1
как таковую	3	1
том смысле	1	4
более не	2	1
уже сама	1	2
здесь не	1	1
даже если	2	1
во многих	1	1
в глубине	1	1
как миф	2	3
той или	2	4
ни о	3	2
оно живет	1	1
эти два	1	2
чувств и	1	1
и нет	7	2
всем том	1	1
он –	7	6
личность есть	3	11
говоря уже	2	2
оба они	1	1
и проч	1	1
и собственно	1	1
миф от	3	2
несмотря ни	1	1
и прежде	3	2
она в	1	1
тот же	1	1
последнее время	1	1
есть часть	1	1
вопреки своим	1	1
движется и	1	1
это конечно	1	4
же мы	2	3
одинаковой мере	3	1
религии и	1	1
природы и	2	1
поэзии –	1	1
свою собственную	1	1
состоит из	1	1
вы не	6	2
религии религия	1	1
таких примеров	1	1
и социализм	1	1
– и	4	3
одно из	5	4
восприятия но	1	1
может существовать	2	3
становления и	1	3
в таком	14	4
но до	1	1
нас к	2	1
в частности	2	2
нет ничего	9	1
менее в	1	1
на небо	2	1
вы же	1	1
ее среди	1	1
случае есть	1	1
в вечность	1	1
это дает	1	1
от их	1	2
колокольный звон	1	1
показывает что	2	1
итак время	1	1
не было	3	3
и даже	13	14
от этой	1	1
и очень	1	1
но ведь	1	2
платонизм есть	1	1
чтобы не	1	6
и тем	2	1
бытия а	1	1
во внимание	2	3
и при	1	2
то это	9	2
в своих	2	2
только в	5	5
в смысле	2	5
существует не	1	1
бы сказал	1	1
души и	2	2
другой стороны	2	4
одна и	1	4
могут не	1	1
или иного	2	1
есть слово	3	1
само по	5	2
быть так	1	1
после этого	1	3
что уже	1	2
т е	48	30
идет о	1	1
то и	3	1
от абстрактно-изолированных	1	1
все то	1	1
всяком случае	2	2
его с	1	3
– ровно	1	1
не сама	1	3
мифа как	1	1
говорим об	1	1
и время	1	4
на ней	1	1
людей на	1	1
и эта	1	1
оно и	1	1
и вещей	1	1
но для	2	1
и сама	5	1
и я	3	2
нет ни	2	3
от этого	1	3
во всяком	2	2
и не	27	30
что у	2	2
мы уже	3	8
и та	1	6
со всеми	2	1
и вообще	2	6
итак личность	1	2
охватывает и	1	1
таким образом	13	4
тем более	3	1
свой предмет	1	1
действительно есть	2	2
своего предмета	1	1
если же	8	1
по своему	1	5
понятий и	1	1
не говоря	2	2
все –	2	2
тогда когда	5	6
тем что	3	2
одно и	5	4
чтобы убедиться	1	1
по самому	1	1
это и	7	3
бытия то	1	1
у вас	1	1
человеческая жизнь	1	1
не только	23	19
угодно но	1	1
тут впервые	1	1
он не	5	4
понимать в	1	1
ничего странного	1	1
бытие –	2	1
наконец в	1	1
все эти	3	2
только она	1	1
и понимает	1	1
быть ни	1	1
не буду	5	1
е это	1	1
мы констатировали	1	1
в данном	2	3
сознания на	1	2
может и	2	2
в истории	4	2
же кроме	1	1
но о	2	2
пусть даже	1	1
есть и	12	6
и потому	2	5
только мы	1	1
случае не	3	1
содержит в	1	4
в их	2	2
т д	23	15
мы находим	1	3
ниоткуда не	1	1
короче миф	1	1
мира и	3	1
отвлеченное понятие	1	1
есть вечность	1	5
в себе	2	15
мифическая отрешенность	2	10
– во	1	2
все их	1	1
в одинаковой	2	1
и тела	2	1
и он	2	1
человеческого опыта	1	1
как на	5	1
идея и	1	2
личности в	2	8
к тому	4	2
меня и	2	1
– что	3	2
есть следовательно	1	1
и становится	1	1
есть выдумка	1	1
мы есть	1	1
существо а	1	1
мы отнюдь	1	1
сказать и	1	1
мифология ни	1	1
как все	3	1
мифология как	1	2
перед нами	3	2
ставится вопрос	1	1
одной стороны	3	1
только как	5	3
чем говорить	1	1
от идеи	1	2
самое главное	1	1
из них	3	3
и слова	1	3
ибо только	1	1
ничем не	7	1
– все	3	2
быть может	3	1
себе вовсе	1	1
сами по	3	3
можно понимать	2	2
мифического субъекта	3	1
но даже	3	1
взгляд на	1	2
отличается от	8	1
сущности и	5	1
что сущность	1	2
и уже	2	3
но –	5	5
или только	4	1
и эти	2	1
е он	1	1
отцу и	2	1
не дают	1	1
они отличаются	1	1
по себе	20	18
не утверждаем	1	1
тогда и	2	1
слово –	2	1
не менее	11	3
вещей и	6	3
еще не	2	4
совершенно нет	1	1
знает что	1	1
и этого	1	1
даже и	7	1
я говорил	1	1
с ним	1	4
или просто	1	1
или вообще	1	3
ни одного	1	1
утверждаю что	5	1
по типу	1	1
без всяких	1	1
же самое	1	2
тело –	2	5
но на	2	1
как принцип	1	1
должно дать	1	1
о мифологии	1	1
религиозным мифом	1	2
а в	2	4
тому что	4	2
однако что	2	1
необходимым образом	2	1
физическом теле	1	1
тех или	2	2
и более	1	3
когда есть	1	2
и тогда	5	3
их брать	2	1
ни ее	1	2
от самого	2	1
наука и	1	2
на которую	1	1
же будет	1	1
на них	2	1
– вы	1	1
с тех	2	2
вас в	1	1
и вот	2	4
значить что	4	1
миф и	3	2
что угодно	2	1
я хочу	1	1
по преимуществу	1	1
в своем	3	4
к вещам	1	1
стороны и	1	1
вечное и	1	1
но она	3	1
но с	1	1
не мешает	2	5
и на	3	1
всегда и	1	1
явления так	1	1
считает что	1	1
своему существу	1	1
есть уже	1	2
человеческого восприятия	1	1
говорили об	1	1
время –	1	4
на одной	1	1
ли это	1	1
них как	1	1
есть то	6	1
по крайней	5	9
– те	1	1
личность как	2	2
она всегда	2	1
так или	2	2
вообще не	2	1
сознание которое	1	1
– тоже	2	2
по его	1	1
стало быть	9	10
отсюда –	1	1
и всякой	2	1
мы никогда	1	1
только так	1	1
факт что	1	1
как и	7	10
тому как	4	1
с пролетарской	1	1
не могу	1	6
потому что	7	14
друг друга	3	1
что с	1	2
хочу сказать	1	1
но вот	2	2
в самом	7	5
если есть	1	1
при всем	4	1
только и	2	2
личности мы	1	1
же время	3	5
мы еще	1	1
смысле что	1	3
возможна без	1	4
в то	5	6
бытия личностного	2	3
никогда не	7	9
и то	4	7
этом отношении	1	1
тогда он	1	1
утверждаем что	1	1
что есть	4	2
можно ли	5	3
всех этих	1	3
зрения мифического	2	1
и в	24	19
все время	3	3
так же	4	2
грань между	2	3
в мире	1	2
без всякого	1	4
и где	2	3
так что	8	7
чтобы она	2	1
них нет	1	1
сущности это	1	1
не просто	18	12
так как	6	14
миф как	1	4
внешний мир	3	1
чтобы все	1	3
необходимая категория	1	2
– как	3	2
и только	6	4
опыт и	1	1
но не	2	6
это будет	4	1
на природу	1	1
зрения чисто	1	1
солнце и	2	2
и смерти	1	1
религии это	1	1
субъекта и	4	4
не в	3	8
тут вы	1	1
кроме этого	1	1
решительно на	1	1
говоря о	1	1
миф догмат	1	1
даже не	6	1
что мифический	2	1
всего прочего	5	1
то как	2	3
есть в	3	2
точнее говоря	1	1
живое существо	2	2
всеобщее одушевление	1	1
на этом	2	2
не могут	4	4
или других	1	2
и во	2	1
есть всецело	2	1
с какой	1	1
по существу	2	1
уже с	1	1
и стало	1	5
представить себе	1	1
и говорить	2	2
субъект и	2	1
что под	1	1
от поэзии	2	1
забудем что	1	1
у меня	2	3
как тело	3	1
лишь как	2	1
как это	5	7
из себя	2	1
– то	1	2
который не	2	1
это вопрос	1	1
что этот	2	3
с этим	3	3
к мифологии	1	1
не забудем	2	1
речь идет	1	1
и с	6	5
я и	2	2
скажем что	1	1
больше чем	1	1
же –	1	4
но это	5	7
правда это	1	1
т н	4	1
и личность	1	2
нет вообще	2	2
мере в	3	2
я думаю	2	1
свете есть	1	1
друг другу	1	1
и всякий	3	1
во что	4	1
одному тому	2	1
ее в	2	2
же в	2	2
о filioque	1	1
есть сама	1	4
фактов но	1	1
только вы	2	1
есть явление	5	1
конечно не	4	6
нею в	1	2
личность проявляет	1	1
е в	4	3
тут же	1	4
также и	2	2
у него	2	1
вечность и	2	1
это все	1	2
это не	4	10
же самой	1	1
сразу и	1	2
может рассуждать	1	1
ее становление	1	1
с другой	4	5
опыте и	1	1
а если	3	1
иной раз	2	5
итак нельзя	1	1
и как	8	10
рационалистическая метафизика	1	1
здесь в	1	1
но он	1	4
дело не	1	2
должно быть	3	7
и совершенно	1	2
очевидно не	1	1
либерализм и	1	1
в мифической	1	1
далеко не	1	1
научной точки	1	1
того как	1	2
было бы	5	3
это значит	24	8
в чем	4	3
вернее же	1	1
что такое	21	3
на вещи	1	2
как бы	3	14
конечно –	2	1
историчен догмат	1	2
более или	1	2
как некое	1	1
и никакого	4	1
только к	2	2
явно что	5	1
как таковая	3	1
прежде всего	8	8
исторического процесса	2	1
их не	2	1
точки зрения	25	12
себе и	1	3
и души	1	1
существования но	1	1
что именно	3	1
много раз	1	3
по которому	2	1
– следовательно	1	1
видно что	1	1
религиозным опытом	1	1
физики или	1	1
смысле не	2	2
но и	9	12
что время	2	2
тем или	1	2
уже перестает	1	1
для мифа?	1	2
мы но	1	1
мы понимаем	1	1
уже по	2	1
и личности	1	1
именно в	2	2
он может	1	2
нет и	4	1
явление если	1	1
бы только	2	2
в ее	1	4
до сих	1	2
только то	1	4
все на	1	4
это может	1	2
по воздуху	1	3
сводится на	3	1
духа и	1	1
не знает	3	1
в зависимости	2	2
мы не	5	1
миф в	1	1
чем в	1	1
по одному	2	4
– он	1	1
себя в	2	2
я бы	3	1
ибо тут	1	1
мы можем	1	1
во всем	3	1
реальности как	1	1
от поэтического	1	3
от его	2	1
проявления личности	1	1
и другого	1	1
наконец и	1	1
я уже	7	2
в результате	1	2
ибо по	1	1
на самом	1	2
самый принцип	1	2
я приведу	1	2
зависит от	2	2
как вид	1	1
не к	1	1
мира где	2	1
всякого другого	5	1
мы всегда	1	1
самого мифа	1	1
в науке	1	2
сам себя	1	1
оно –	4	2
вообще никакого	2	1
мифе личность	1	3
и судьба	1	1
миф никогда	1	1
мифология и	5	3
что не	5	6
тут –	2	7
что эти	1	2
и пр	6	5
живого человеческого	1	2
не что	6	3
а не	26	16
во-первых это	2	1
когда я	1	2
тех пор	2	3
говорить о	4	5
с этой	5	1
значит что	24	12
и объекта	3	4
с одной	3	2
в этом	8	8
крайней мере	5	9
просто к	1	1
миф о	3	2
процессов но	1	1
если мы	1	2
превращается в	6	1
тела в	1	1
каком смысле	3	1
время как	4	7
человека но	1	2
тотчас же	1	1
почему же	2	1
об этом	6	3
перед нею	1	1
точно так	2	1
– к	1	2
быть и	3	4
например от	1	1
получается что	2	1
она была	2	1
нет никаких	2	1
тут мы	2	2
быть действительно	1	1
как же	5	3
и делает	1	2
что мы	8	2
если их	2	1
будет ли	1	2
и ее	3	1
ясным что	1	1
мифического сознания	7	3
силу и	1	1
и вещественности	1	1
точка зрения	5	1
между собою	1	3
вещи есть	2	1
миф не	5	22
есть она	1	1
он всегда	1	2
с мифом	1	1
диалектической точки	2	1
– только	2	1
не видят	1	1
на него	1	2
есть мифология	2	2
и объект	3	1
есть бытие	2	3
а только	1	3
и самой	2	1
одна из	3	1
же как	2	3
можно и	3	1
из этих	2	1
очень много	1	1
– или	3	1
в общем	1	2
против этого	1	1
есть факт	1	1
всякая личность	1	1
бытия и	2	1
но почему	2	1
все это	6	4
только одно	2	2
я сам	1	2
и есть	16	4
– это	6	6
е только	1	1
сознания но	2	1
все вещи	4	1
самом деле	6	4
к чему	1	1
прочего и	2	1
общества в	1	1
и когда	2	4
по своей	1	4
их в	2	2
раз вы	1	1
определяется своим	1	1
тут только	1	2
воздействие на	1	1
с ее	1	2
всегда только	1	1
догмат в	1	1
во многом	1	1
только на	7	1
мифологии и	3	7
они не	2	3
движении но	1	1
он есть	3	3
например в	2	2
что оно	7	4
тела и	1	5
– сила	1	1
может только	1	2
также не	3	1
то не	1	3
д я	2	1
то же	6	12
того есть	1	1
время есть	1	6
так то	1	1
за живое	1	1
при помощи	3	1
предметы не	1	1
из сферы	1	1
это было	3	3
делает ее	2	1
и бытия	1	3
в личности	1	4
ли вы	1	1
есть всегда	5	11
– в	6	8
его на	2	1
всякую грань	1	1
своей собственной	1	1
дерево а	1	1
не будет	3	2
совершенно не	2	7
то –	1	1
от другого	1	1
– лишь	1	1
живой человек	1	1
и истории	1	1
вот почему	1	1
душа есть	1	1
с целью	1	2
возможна только	1	1
это же	3	1
не ставится	1	1
и если	2	4
вещь есть	2	1
думают что	1	2
а вечность	1	1
от самой	2	1
время на	1	1
отрешенность от	2	10
из нее	2	1
или не	5	2
или феноменальное	1	1
я сейчас	1	1
а все	1	1
что же	11	2
только что	4	5
нет без	1	1
тогда –	2	2
чтобы быть	4	1
только лишь	1	2
это –	16	23
если она	1	2
однажды я	1	2
весь мир	1	1
догмат есть	5	1
вопрос о	5	3
и поэзией	1	5
тут тоже	1	2
двух или	2	1
в которой	1	2
момент в	1	2
не всегда	1	1
личности и	5	6
к нему	3	4
рассудок и	1	1
а ведь	1	1
о мифической	1	1
можно сказать	1	5
вопрос об	3	4
ничего не	17	3
почти не	1	1
с диалектической	2	1
пр и	1	1
а это	1	1
что он	13	6
данном случае	1	2
и любить	1	1
если он	1	1
не ясно	1	1
душе и	1	1
хорошо но	2	1
сказал что	1	1
должен быть	1	1
ибо каждая	1	1
в нем	3	10
во время	1	2
есть просто	4	3
в других	1	1
– по	1	1
становление историческое	1	1
или иначе	2	2
пространства и	2	7
и времени	1	5
во всех	1	2
д не	1	2
никакой возможности	1	1
ровно никаких	1	2
личностного и	1	1
в некоем	1	2
он был	1	1
сама она	2	1
допустим что	16	1
никто никогда	1	2
или по	1	2
только потому	2	2
и вечность	1	2
что и	6	5
остается только	1	2
уже не	5	3
и поэтому	1	1
как этот	1	1
в жертву	2	1
ясно что	7	4
но всегда	1	2
пр в	1	1
с точки	14	8
в это	1	3
при всей	1	1
но только	4	3
же и	2	9
есть все	1	1
быть только	2	2
можно только	4	2
в силу	3	5
выйти из	1	3
надо было	1	1
и пр.?	1	1
этого термина	1	1
жизни тут	1	1
человек и	1	1
таком виде	1	1
нечто и	2	1
в сущности	10	2
реальный мир	1	1
нечто мифическое	1	1
хотя бы	4	4
думаю что	1	3
или иной	4	1
мы тут	1	1
– конечно	1	1
и здесь	2	1
мало того	1	1
понятия и	2	1
природу на	1	1
как нечто	1	4
– еще	2	1
или в	2	2
выдумка не	1	1
есть одно	1	1
на каждой	1	1
и по	2	4
хочет быть	2	3
но в	2	2
вещей в	1	1
иной чем	1	1
другое –	1	1
если это	1	1
но зато	1	1
вещах и	3	1
а я	2	2
не имеет	11	1
ибо никто	1	1
говорят что	2	4
и понимания	2	1
сих пор	1	2
все что	3	1
и живые	1	1
есть ни	3	6
религиозного опыта	1	1
вот мы	1	1
от характера	1	1
не являясь	1	1
души есть	1	1
тем не	10	2
жизнь и	4	5
не значит	3	3
с прочим	1	1
отличаются от	1	1
логический вывод	1	1
а именно	2	5
истории и	4	1
не воспринимает	1	1
то оно	1	3
при этом	2	4
тело то	1	1
сказали мы	1	1
того что	12	6
том что	8	10
всякая вещь	1	1
у нее	1	1
не содержит	2	1
но что	7	7
строго говоря	1	1
нельзя быть	1	1
– дерево	1	1
в ней	2	2
и она	2	2
внимание на	1	1
если религия	1	1
на свете	3	5
и тут	3	3
что иное	6	3
о котором	1	3
именно это	1	1
пределы мира	1	2
она и	2	2
только через	1	2
в этих	1	3
результат некоего	1	1
в каком-то	1	4
для своего	1	1
и физически	1	1
и следовательно	2	5
миф –	5	2
сама по	4	7
и также	1	1
это значит?	2	1
тому чтобы	1	1
ведь и	1	1
себя но	2	1
догмат –	1	2
в котором	1	1
и мифическая	1	1
представление об	1	1
природных процессов	1	1
как таковой	2	4
или –	3	1
только о	3	2
мог бы	1	1
явление не	1	1
но я	1	3
откуда и	1	1
сам по	5	3
последние две	1	1
не о	2	1
стоит тут	1	1
или другого	1	1
на вторую	1	1
д и	6	2
не встречал	1	1
же это	1	4
движение или	1	1
душа и	1	1
в стиле	1	1
целиком в	1	1
нисколько не	1	4
чувство и	1	1
фактичность и	1	1
ни на	3	2
или другим	1	2
вообще существует	1	1
из жизни	1	1
всегда есть	5	2
то ни	1	1
оно не	6	1
говорил что	2	2
но все	1	2
что это	12	10
я например	1	1
и это	4	5
что догмат	2	1
говорит о	4	1
сюда же	1	1
мифа и	6	4
мы сразу	1	1
она существует	1	1
действительно не	1	1
е что	6	1
оно есть	2	3
получится что	1	1
ведь это	2	3
на что	2	1
представлять себе	1	2
чтобы была	1	1
отрешенности но	1	3
и часто	1	2
следовательно не	2	2
в связи	1	4
тогда получится	2	1
проявляет себя	1	1
мир –	1	1
– нечто	2	1
