2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
даже не	1	1
мир наизнанку	2	3
полифонического романа	1	1
редуцированной форме	1	1
творчестве достоевского	2	5
от своих	1	1
есть в	6	3
зрения и	2	1
и рассудка	1	1
на этом	3	1
и через	2	3
а между	2	2
не была	2	1
и во	3	4
гончарова и	1	1
своего собственного	1	1
по существу	3	5
мы сказали	3	1
и порядок	1	1
бы он	1	1
им и	1	1
смерть и	1	1
и до	3	5
в известной	2	2
xviii и	1	2
в сгущенной	1	1
же она	1	1
вольтера и	1	3
как это	1	2
еще довольно	2	1
человеческой мысли	1	2
с этим	2	2
словом и	3	1
оказываются здесь	1	1
скрытой полемикой	1	1
не исчерпали	1	1
у вольтера	1	2
и с	7	6
в предшествующих	1	1
я и	1	1
дело и	1	1
несколько упрощенной	1	1
но это	6	3
говорить здесь	1	1
особенно на	1	1
все слова	1	1
он остается	1	1
не боится	1	2
последовательная карнавализация	1	1
все остальные	1	1
это в	1	1
мировоззрения и	1	1
когда он	2	1
иногда же	2	1
говорим здесь	1	1
диалог как	1	1
смен и	3	5
человек не	1	1
конечно не	8	4
является одним	1	1
и самые	1	1
здесь гораздо	1	1
ибо все	1	1
замыслов в	1	1
для этого	2	1
и т.д	3	2
также и	3	4
это все	1	1
в заключение	2	2
это не	5	6
античности в	1	2
отношений между	1	1
именно на	1	1
слово в	6	2
кости в	1	1
между людьми	1	3
образом и	3	1
с другой	3	2
о тропах	1	1
поэтому мы	1	1
и др	1	14
он все	1	1
здесь в	2	10
но он	3	2
и откровенное	1	1
далеко не	3	2
амбивалентность и	1	1
того как	2	1
было бы	3	5
значение становится	1	1
здесь и	3	4
как бы	19	14
большое значение	1	1
в процессе	4	1
более или	3	3
последних мгновений	1	1
карнавализованной мениппеи	1	3
смешного человека	3	18
я знаю	1	1
внешний характер	1	1
прежде всего	9	15
сулье и	1	2
точки зрения	11	4
направление и	1	1
себе и	3	1
диалогический подход	1	1
редуцированного смеха	2	1
есть авторского	1	1
него как	2	1
без другого	1	1
звучит по-площадному	1	1
и сервантеса	1	2
мы остановимся	1	2
человека с	1	1
но и	12	7
эти явления	3	1
к своему	3	1
в диалогах	2	1
в ее	1	3
определяет особый	1	1
именно в	1	2
диалогическое отношение	1	3
нет и	2	1
в очень	1	1
а затем	1	4
до сих	8	5
неуместности и	1	3
не знает	4	4
время в	1	1
остановимся на	2	1
типа не	1	1
проявляется прежде	1	1
в большинстве	9	4
но именно	3	1
форме и	1	1
самим собой	2	1
мы не	4	4
чем в	1	1
биллиону лет	1	1
по одному	1	1
играют в	1	1
так можно	1	1
и полное	1	1
мы можем	4	5
у шекспира	1	1
быть даже	1	1
во всем	4	2
разными углами	1	1
себя на	2	1
этом не	1	1
здесь мы	1	2
в результате	2	1
достоевского особенно	1	1
и порядка	1	1
на самом	1	1
или точнее	1	1
и наконец	4	2
не к	3	1
всех его	3	1
произведение это	1	2
но эта	1	1
в целом	1	1
одновременно и	1	3
в преступлении	2	2
что не	1	1
в строгом	2	1
но во	1	1
реальности и	1	1
широком смысле	2	1
пространство и	1	1
а не	11	11
сущности произведение	1	1
с ненавистью	1	1
здесь перед	1	2
живут в	1	1
карнавальная логика	1	1
силы и	1	2
смех это	1	1
и другой	1	3
в этом	16	8
пиковой дамы	2	1
от которых	1	1
превращается в	4	1
знаю что	4	1
со своей	1	1
человека но	1	1
об этом	2	1
он дан	1	1
быть и	1	2
скандалов и	1	2
типа это	1	1
его жизни	1	1
одним из	3	3
носит еще	1	1
людей и	4	1
а во	1	1
амбивалентный карнавальный	2	1
диалога с	1	2
здесь с	2	1
художественного образа	1	1
образов и	2	4
рассудка и	1	1
и под	1	3
автора он	1	1
которую можно	1	3
нашей работы	1	1
жанровой сущности	1	3
на него	3	1
а только	1	1
достоевский почти	1	1
одна из	2	7
пороге в	2	3
vii все	1	1
дан в	1	1
из этих	3	1
в общем	2	1
значение для	3	2
этого слова	2	1
и диалогические	1	1
ярко выраженный	1	1
бытия и	3	2
этом произведении	1	2
в гробах	1	1
все это	6	8
или меньшей	2	3
проникнуть в	1	1
где нет	1	1
в один	1	2
произведении и	1	1
их в	3	2
в сознании	1	2
и отдельных	1	1
в последующем	1	2
мы будем	2	1
по своей	3	9
в сюжете	1	1
могли бы	1	1
мышкина и	1	1
которую он	2	1
братьях карамазовых	2	2
мы говорили	1	1
мысли и	2	1
он и	4	1
что я	6	2
почти до	2	1
типа но	1	1
о нем	6	1
хотя и	6	4
самом же	1	1
а может	1	1
с ее	3	1
но конечно	2	1
стиль и	1	1
важное место	1	1
время и	2	1
во многом	1	2
только на	3	1
амбивалентной и	1	1
они не	2	3
и слово	1	1
связанная с	1	2
например в	4	5
и особенно	1	3
пафосом смен	1	1
у бальзака	1	3
из подполья	1	5
то же	6	6
если только	2	1
грезит сердце	1	1
этот рассказ	1	1
я хотел	1	1
собою и	1	1
достаточно сравнить	1	2
конечно далеко	1	1
особый тип	1	2
его творчества	3	6
в двойнике	1	1
дескать не	1	1
смертью и	1	1
героя в	3	1
и художественного	1	1
и довольно	1	1
амбивалентного смеха	2	1
в какой-то	1	4
этом каждое	1	1
преступлении и	2	2
данной эпохи	1	1
этом смысле	2	1
и формы	1	1
не дает	2	1
останавливаешься лишь	1	1
характерно что	1	2
и генерал	1	1
с собою	2	1
начиная с	1	3
в речь	3	1
скрытой полемики	4	1
и если	1	3
у достоевского	16	17
и застыть	1	1
и xix	1	2
с собой	3	1
человека и	3	7
рассказа в	1	1
т.п с	1	1
в себя	4	6
в такой	1	1
более того	3	6
хвалы и	1	1
в последний	2	1
и стал	1	1
человека эта	2	1
это жизнь	1	1
глубинные пласты	2	1
некоторых других	1	1
и их	3	2
гнилые веревки	1	1
мы видим	1	2
карнавальную площадь	1	1
сущность их	1	1
и наказании	2	2
и еще	1	1
личности и	1	1
не всегда	1	1
и скрытой	1	2
диалоге в	1	1
но при	3	1
очень важное	1	2
можно сказать	4	8
по своим	1	1
ничего не	2	6
и обновления	1	2
сочетаются с	1	1
типа а	1	1
что он	6	4
беседы с	1	1
себе самому	4	6
том числе	4	11
но они	1	4
к этой	1	1
глубокая и	1	1
внешней и	1	1
в нем	17	10
во время	1	1
в других	2	1
по сравнению	1	4
с преобладанием	2	1
или иначе	1	1
во всех	5	12
карнавала и	1	5
что и	3	3
один из	1	6
уже не	4	1
с точки	9	2
и развенчаний	1	2
при всей	1	2
но только	1	1
здесь на	1	2
же и	4	1
в силу	1	1
к другим	2	2
но главное	1	1
к себе	6	6
романов достоевского	2	1
в сократическом	1	6
котором он	1	1
каждом из	1	3
характерна для	1	3
стороны жизни	1	1
достоевского не	1	1
и ту	1	1
что было	1	1
и стиль	1	1
в слово	2	1
ад и	1	1
в сущности	7	10
хотя бы	2	2
вообще всех	1	1
или иной	2	1
языка а	1	1
новая разновидность	1	2
европейской литературы	1	4
с ней	1	3
и здесь	4	1
но несколько	1	1
самого начала	1	4
или в	8	1
и по	2	3
карнавального короля	3	1
веревки и	1	1
но в	6	5
перескакиваешь через	1	1
человека в	1	3
благодаря этому	1	1
а я	1	2
веселую относительность	1	3
понимает его	1	1
эта тема	1	1
в xix	1	1
в отличие	3	1
своего рода	4	3
сих пор	8	5
очень хорошо	1	3
где совершается	1	1
карнавальная природа	1	1
карнавальное мироощущение	2	10
романы достоевского	1	2
связанных с	1	1
но к	1	3
жизнь и	3	1
большей или	2	3
конце концов	1	1
при этом	5	3
более глубокое	2	1
норм и	1	2
и непосредственным	1	1
о которых	2	1
в форме	1	6
развенчание и	1	1
том что	4	5
в широком	1	1
слово звучит	2	1
у него	5	1
и перед	1	1
в ней	1	7
и она	1	1
существенное влияние	1	1
в келье	1	1
на самой	3	1
и тут	1	1
литературе эпохи	2	1
через пространство	1	2
жизнью в	1	1
такова например	1	1
в этих	4	5
на тему	1	1
разновидности с	2	1
светской гостиной	2	1
для романтизма	1	1
карнавального мироощущения	2	13
карнавальной атмосферы	1	1
но вся	2	1
в котором	5	1
законы бытия	1	1
смены и	2	1
собственном смысле	1	2
в светской	1	1
в карнавализованной	3	2
этой сцены	1	2
творчество достоевского	2	2
он владеет	2	1
эпоху возрождения	1	5
базарной площади	1	1
важно для	1	1
того же	3	2
гораздо сложнее	1	1
не о	1	2
этого типа	1	1
и соответствующие	1	1
рассказ в	3	1
ту же	2	1
к ней	2	1
у рабле	2	3
и вся	1	3
сравнить например	1	1
в стиле	2	1
нисколько не	1	1
у порога	1	1
через это	1	1
ни на	1	1
шекспира и	1	1
их жизнь	1	1
в слове	3	1
в романе	6	1
под разными	1	3
каждой детали	1	1
что это	1	2
можно было	2	1
и это	3	3
отчасти и	2	2
и тем	2	2
и отражает	1	1
я все	1	1
явления имеют	1	1
жизнь в	3	2
и другие	3	9
еще более	3	5
может служить	1	1
ведь это	3	1
от них	2	1
важное значение	1	1
в диалог	1	2
в связи	1	2
карнавализованной литературе	3	1
или еще	1	1
почти всегда	3	3
