4gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_4gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_4gram
неклассической коммуникативной эстетики адресованности	1	1
стихию всеобщего личного самоопределения	1	1
всеми сообща и заодно	1	1
с литературной рутиной слова	1	1
апеллирует к сотворчеству утверждает	1	1
теургической эстетике владимира соловьева	1	1
последовательный авангардист самоутверждаясь в	1	1
нового писателя по мысли	1	1
только сознанное и выраженное	1	1
роскошь самоизвращения равную самоубийству	1	1
всего наше я только	1	1
не искусство а жизнь	1	1
устремляются интенциональные намерения творческих	1	1
разобщения и безвластия взаимонезависимости	1	1
бы то ни было	1	2
утвердить вовне в знаковом	1	1
первых десятилетий хх века	1	3
iii добавления эстетика адресованности	1	1
личное автора как мыслилось	1	1
столетия исходит из того	1	1
глубины которые могли бы	1	1
постсимволистская культурная общность центробежна	1	1
как мыслилось романтиками в.т	1	1
авангардист самоутверждаясь в своей	1	1
наше я только сознанное	1	1
искусства с точки зрения	1	1
субъекта объекта и адресата	1	1
степени смещается с объекта	1	1
на духовную сферу адресата	1	1
и хлебникова прочитав разорви	1	1
