2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram
о том	10	6
между тем	1	4
что бессознательное	1	1
создать художественное	1	1
совершается в	1	1
отношение к	1	2
для одних	1	1
противоречие с	2	2
роман в	1	1
то обстоятельство	1	1
отказаться от	1	3
в виду	4	3
бы к	1	1
на то	17	11
бы с	1	2
еще в	2	1
с помощью	2	1
есть только	2	5
составляют почти	1	1
что между	2	1
понятие о	1	1
с можно	2	2
что задача	1	1
должны быть	1	3
мы и	1	1
этого переживания	1	1
против такого	2	1
и наоборот	1	2
его словам	1	1
в некоторых	1	1
в литературном	1	1
что ее	1	1
главным образом	1	3
как мы	5	1
средством для	1	1
заключает в	4	2
к которым	2	3
относится к	1	3
может быть	11	18
и чувства	2	1
находим в	1	1
то в	1	1
и его	6	7
ничто не	1	1
совершенно откровенно	1	1
и вне	1	1
не прекращающаяся	1	1
на другую	1	1
в поэтическом	1	2
произведения и	1	1
однако мы	1	1
в сфере	1	1
с таким	2	8
согласны в	1	1
основе своей	1	1
что все	6	9
в отношении	2	3
эту мысль	2	1
с достаточной	1	1
сознании и	1	2
справедливо указывает	1	2
были бы	1	3
и фрейд	1	2
вовсе не	3	2
она не	1	2
совершенно иное	1	1
отношении совершенно	1	1
мы воспринимаем	6	1
которую она	1	1
который является	1	1
которых это	1	1
есть не	4	4
была бы	3	2
детской игры	1	2
его от	1	2
самый смысл	1	1
искусства в	2	5
в виде	1	1
ли не	2	1
с тем	8	11
совершенно верно	4	2
это есть	3	1
сам не	1	1
те элементы	1	1
обратиться к	5	1
из этого	2	4
басне и	1	1
том смысле	1	1
эта теория	5	2
и охотно	1	2
которым пользуется	1	1
каждый из	1	2
бы в	5	1
увидим что	9	2
вслед за	1	5
к которой	1	2
действие по	1	1
чувств и	4	1
и нет	1	1
которая является	1	1
эти два	3	1
и ему	1	1
показать как	4	2
отличие от	2	2
на которых	2	2
сравнению с	4	2
в какое-нибудь	1	1
тот же	3	6
могло быть	1	1
этой теории	2	2
же мы	1	3
и важных	1	1
со стороны	3	1
и показать	1	1
состоит из	1	2
с и	5	12
как он	2	2
тем как	1	1
на искусство	2	3
начинает казаться	2	1
в глазах	2	1
есть с	1	1
в таком	3	2
в прямо	1	1
в стих	1	1
в частности	4	3
внимание что	1	1
как говорит	4	3
нет ничего	1	1
учения о	3	2
мы примем	2	1
на примерах	1	1
в каждой	3	1
т п	3	8
показывает что	3	3
всякий раз	2	2
ответ на	5	2
и даже	2	5
ее состав	1	1
от этой	2	1
вопроса о	2	1
нам не	1	1
и очень	1	1
не было	1	2
и тем	6	4
привело к	1	1
достигает своего	2	1
того чтобы	20	14
и при	2	2
то это	4	3
в своих	5	9
только в	5	7
в смысле	1	3
во внимание	5	2
ней и	1	1
с ними	1	1
другой стороны	5	2
в этой	5	6
или иного	1	2
в русском	1	2
свести на	1	1
образом через	1	1
само по	2	3
красивых вещей	1	3
не могли	4	3
когда она	3	4
простого и	1	1
идет о	1	1
психологии в	1	1
отсюда понятно	1	1
в трех	3	1
которые он	2	1
его с	2	2
все то	2	1
важный для	1	1
том случае	1	4
к этому	3	1
вот это	1	1
из чего	1	1
и эта	2	1
от нас	2	1
как в	3	9
слишком много	1	2
он прямо	1	2
во всяком	1	2
и не	6	10
что у	3	5
элемента в	2	1
душевное как	1	1
приемом искусства	1	1
и та	2	1
который он	1	2
мы на	1	1
лежит в	1	1
в переживании	1	1
таким образом	20	21
тем более	1	2
нам придется	2	1
совершенно напоминает	1	1
по своему	1	3
неизмеримо более	1	1
совершенно понятно	1	1
что чем	1	2
если же	2	4
полагал что	2	2
показывают что	1	2
в высших	1	1
с так	2	1
без психологического	1	1
трагической любви	3	1
говорит фрейд	1	1
тогда когда	1	3
особенно очевидным	1	1
тем что	6	9
хотелось бы	1	1
одно и	3	1
возникает из	1	1
с теми	3	1
по самому	2	3
в жизни	1	4
это и	2	1
и дает	1	1
к действительности	1	2
правильности этого	1	1
и цель	1	1
не только	16	12
искусства как	4	2
вплотную к	2	1
на другой	1	2
его частей	1	1
он не	3	6
говорит он	2	4
отличать от	1	1
есть еще	1	1
его жизнь	1	1
что даже	2	1
басня новелла	1	1
применить к	1	1
в самых	1	2
все эти	2	7
удовольствие от	1	3
этот процесс	1	1
деле мы	1	2
что всякое	4	2
факта что	1	1
в данном	3	4
может и	1	1
что те	1	1
скорее на	1	2
тем же	3	1
что всякий	1	1
совершенно ясно	7	7
слова в	1	2
только мы	1	2
пор пока	2	1
поэзии не	1	1
с самого	3	1
в их	3	3
имеем здесь	1	1
произведение искусства	6	1
т д	3	2
мы находим	2	2
из самых	2	2
из области	1	1
в себе	5	2
и того	2	1
с той	2	4
на примере	4	2
и он	2	3
и другими	2	1
на его	3	2
нашей обычной	1	1
как на	11	5
между ними	2	1
первой главе	1	1
человеком который	1	1
правильно говорит	1	1
к тому	8	7
на целый	1	1
совершенно противоположный	1	1
в восприятии	1	1
как у	1	1
что вся	1	1
искусство как	2	4
художественное произведение	5	6
в эту	1	1
говорит один	1	1
одной стороны	12	1
как если	1	1
исчерпывающей ясностью	1	2
в предмет	1	1
из них	2	4
совершенно аналогично	1	3
и для	6	4
с другом	3	1
это только	3	3
что только	1	1
быть может	1	1
в области	1	1
имеем дело	1	1
мы в	1	3
основе его	1	1
должны мы	1	1
сами по	2	3
до конца	2	3
онегина это	1	1
вообще и	1	1
отличается от	2	2
и уже	3	1
обстоятельство что	1	1
и эти	1	2
она сказала	1	1
всех остальных	1	2
одного и	2	2
в разных	1	1
и указывает	1	1
которые мы	1	4
по себе	7	12
как некоторое	1	1
и является	1	1
любовь к	1	1
не менее	1	8
еще не	5	2
ни одного	2	1
только слезы	1	1
целый ряд	3	6
большей частью	1	1
целым рядом	1	1
вносит в	2	1
так в	3	2
его сознание	1	1
же самое	5	6
душевная жизнь	1	1
к той	1	1
в конце	4	3
и просто	1	1
неизмеримо больше	1	1
имеем в	1	2
зрителя и	2	1
а в	4	4
сильнее и	1	1
все решительно	1	6
тому что	8	4
или же	1	3
указанию на	1	1
форму как	1	1
он только	3	1
мы вправе	1	1
только с	1	1
в каждом	2	2
и татьяны	3	1
фактами нашей	1	1
в русской	1	1
силу того	1	1
д мы	1	1
бы нас	1	1
и вот	2	3
остановиться на	1	1
художественном произведении	2	5
произведение вызывает	1	1
дело в	2	1
что психология	1	1
по преимуществу	2	1
виде как	1	2
на которой	1	1
является в	2	1
в нашем	2	1
утверждают что	1	1
что поэт	3	1
и на	3	5
из которой	1	1
вплоть до	1	2
истинный смысл	1	1
бы на	2	1
которые в	1	4
от друга	2	1
мы едва	1	1
данный момент	1	1
от него	4	1
психологии искусства	5	15
это выражает	1	1
по крайней	1	1
к чувству	1	2
между тремя	1	1
которые оно	1	1
с если	1	2
в двух	5	1
чтобы заметить	1	2
то или	1	2
в психологии	3	7
стало быть	1	1
с двумя	3	2
для того	20	13
жизни с	1	3
кажется ли	1	1
следует отнести	1	1
мы никогда	2	1
раньше всего	1	1
влечения и	1	2
как и	6	10
от басни	1	1
факт что	6	1
тому как	1	3
а когда	1	1
должен был	4	2
совпадают с	2	1
но еще	2	1
потому что	23	21
другую сторону	1	1
что для	1	7
что с	6	3
с такой	4	1
на котором	1	1
встречаемся с	1	1
очень сложных	1	1
для такого	1	2
которые несомненно	1	1
в самом	14	12
при сохранении	1	1
человеком и	1	3
к самым	1	1
на том	2	2
по этому	5	1
образах фантазии	2	1
в то	2	5
и то	9	3
чрезвычайно важный	1	1
никогда не	9	9
героев и	1	1
этом отношении	3	5
в россии	1	1
к такому	1	1
что есть	2	1
для примера	1	1
действие и	3	2
на чувство	2	1
психоанализ и	1	1
материалом или	1	1
и в	30	32
все время	20	6
так же	13	18
психологические законы	1	1
что искусство	4	4
с татьяной	3	1
качественное различие	1	1
размера и	1	1
и где	1	1
так что	3	3
и материал	1	1
далеко не	1	5
благодаря тому	1	1
не просто	1	1
так как	9	12
из его	1	1
противоположный тому	2	1
и только	3	2
значение в	1	2
но не	7	2
есть сложный	1	1
лиц и	1	2
и смерти	1	1
и говорит	3	2
доказать что	1	1
в стихах	1	1
точно как	2	3
не в	8	8
образом все	2	2
нашу мысль	1	2
и отсюда	3	2
при анализе	1	2
для нас	3	2
как будто	6	7
чем это	3	1
видим мы	1	1
то как	1	3
сводится к	5	2
этого факта	1	2
совершенно разные	1	1
душевных сил	2	1
их друг	1	1
на этом	6	3
мы должны	3	3
не могут	3	3
и во	1	1
в басне	2	15
в которых	2	3
по существу	2	3
она из	1	1
оба эти	2	2
представить себе	2	3
стремление к	1	1
и до	2	4
и говорить	1	2
ее художественного	1	1
в конечном	1	3
как она	4	4
те или	1	1
что под	1	1
быть отнесены	1	1
совершенно прав	7	1
что слова	1	1
искусство есть	2	1
как это	7	4
различие которое	1	1
нами в	1	1
хотел показать	1	1
что шекспир	4	1
с этим	2	4
что оба	1	1
на место	1	1
мы все	6	1
показали что	2	2
речь идет	1	1
и с	2	4
именно из	2	1
предположить что	2	1
в сознание	1	2
но это	1	2
исходя из	2	1
самое существенное	1	1
в противоречие	1	1
смысле слова	1	1
в него	4	2
деле это	2	1
что задачей	1	1
под влиянием	3	1
уяснить себе	1	1
это в	3	2
сам собой	1	2
и обращает	1	1
когда он	5	10
полагает что	3	2
поэтического произведения	1	3
знаем что	2	4
ссылается на	1	3
конечно не	1	1
элемент в	1	1
для этого	9	3
и т.д	1	1
рассказывает о	1	1
возбуждает в	3	1
это не	3	2
именно на	5	2
совершенно явную	1	1
образом и	2	4
с другой	9	3
и бессознательное	1	1
в художественном	1	6
и как	7	7
совершенно другой	1	1
и сейчас	3	3
сущности говоря	8	4
говорит мы	1	1
сознательно и	1	1
нас как	1	1
но он	3	3
должно быть	2	1
и совершенно	4	3
искусства по	1	1
его истинный	1	1
которым он	1	1
искусство и	1	1
искусства и	5	9
того как	2	4
было бы	5	11
это значит	2	3
фабула есть	1	1
в чем	1	4
на художественное	1	1
s и	2	3
нам казалось	1	2
сходство с	1	1
о бессознательных	1	1
в процессе	1	2
как изображение	1	1
из всех	1	2
более или	1	1
увидеть что	2	2
бы нам	1	1
психологию искусства	3	1
все остальное	1	1
от других	1	1
в первой	1	1
очевидно что	2	2
казалось бы	4	2
дело с	5	8
быть бессознательным	2	1
прежде всего	4	1
только он	1	1
о его	1	1
указывает на	4	3
точки зрения	7	17
с этот	1	1
себе и	2	2
деле и	1	1
должно служить	1	1
а с	5	2
вместо того	1	1
что именно	5	3
опоры для	1	1
двух основных	1	1
своих героев	1	1
на это	1	3
татьяны в	1	1
к искусству	3	5
но и	6	10
с здесь	3	1
процессе творчества	1	1
искусства но	1	5
для читателя	2	1
широкое и	1	1
именно в	6	1
он может	1	1
в ее	3	2
в очень	1	2
до сих	5	5
только то	1	1
искусства не	2	1
это может	2	2
закона с	1	1
только предположить	1	1
литературном произведении	1	1
предметом изучения	1	1
в зависимости	6	1
будто бы	1	1
внимательно к	1	1
на чрезвычайно	1	1
но именно	1	1
это приводит	1	1
стоит только	5	2
мы не	3	3
чем в	2	1
как свои	1	2
же точки	1	2
не важно	1	1
и форма	1	2
до тех	2	1
мы можем	7	3
том насколько	1	1
же совершенно	1	1
больше и	1	1
образом если	2	1
во всем	2	3
ищем в	1	1
совершенно новый	1	1
бы показать	3	1
близкое к	1	1
только при	1	1
о самой	1	1
он дает	2	2
конца с	1	1
в результате	4	1
если шекспир	2	1
совершенно различного	1	1
на самом	2	5
именно потому	3	2
каждый день	1	1
и вообще	1	2
и наконец	3	1
совершенно справедливо	3	6
сказать ничего	1	1
этой точки	1	2
обладает двумя	1	1
не к	1	3
впечатления если	1	1
говорит с	1	1
в целом	5	4
но эта	1	2
на отдельных	1	1
должен признать	1	1
для других	1	1
ясностью показать	1	1
что не	1	3
чтобы показать	2	3
не что	2	1
а не	8	7
тех пор	2	1
этот вопрос	4	3
все что	1	2
крайней мере	1	1
с этой	2	4
искусство в	1	2
с одной	12	1
и другой	1	3
в этом	14	13
имеет дело	4	3
противоречии и	1	1
если мы	16	12
время как	2	3
и содержания	1	1
все те	1	2
русской литературе	1	1
об этом	3	3
лучше всего	1	1
каким образом	2	3
одним из	1	1
его жизни	1	2
что мы	11	1
и ее	1	3
мы замечаем	1	1
говорит что	6	7
мучительных переживаний	1	1
один раз	1	1
составной частью	1	1
он говорит	3	5
в совершенно	6	1
точка зрения	1	2
здесь с	1	1
в поэзии	1	3
и под	2	1
этому поводу	4	1
на него	1	2
с с	1	1
и искусство	1	1
произведения с	1	2
связь и	1	1
почти все	1	1
а только	1	3
составить себе	1	1
за основу	3	2
стиха и	2	2
и таким	2	2
одна из	3	1
искусство оказывается	1	1
прямо сказать	1	1
же как	2	4
разобраться в	1	1
чувства в	3	1
действующих лиц	7	3
из этих	3	1
взглянуть на	1	1
гораздо естественнее	1	1
этого слова	1	1
с не	1	1
не найдем	2	1
все это	2	5
что чувства	1	2
состоит в	3	3
только одно	1	1
есть лишь	1	1
в качестве	2	1
трагедии и	2	1
в драме	1	2
едва ли	2	4
в сознании	1	4
как именно	1	1
их в	1	2
же самую	2	2
самом деле	8	16
и когда	9	4
мы будем	1	2
могли бы	4	2
которую он	1	1
что касается	2	1
и фантазий	2	1
не останавливаться	1	1
если в	1	2
если я	2	1
о нем	1	1
что тогда	1	1
не так	1	2
ином виде	2	1
с ее	1	3
а третий	1	1
другому и	2	1
заключается в	8	12
когда автор	1	1
и другое	2	2
удовольствие и	1	1
за этим	1	1
только на	4	5
своего исследования	1	2
в стихе	4	7
что оно	6	2
на другом	1	1
например в	1	3
убедимся что	1	1
то же	7	13
который она	1	1
совершенно разных	1	1
когда в	2	1
при помощи	1	10
нам только	3	1
фрейд когда	1	1
исходит из	4	5
могло бы	1	2
его на	2	1
это ощущение	1	1
мы могли	4	1
и дальше	2	1
развитие действия	1	1
для зрителя	2	1
бы сказать	2	1
совершенно не	6	4
этом смысле	2	1
первой и	1	1
которые не	1	3
крайних пределов	1	1
мы при	1	1
не дает	2	1
указывает что	5	4
оказывается совершенно	2	3
формы и	3	6
художественного эффекта	1	1
в какой	1	2
и зритель	1	1
нас не	2	1
и если	6	1
принять во	2	1
том чтобы	2	3
мы почти	1	2
обе эти	2	1
значит быть	1	1
и королева	2	1
с собой	1	1
уже указывали	1	1
что же	1	3
искусства является	1	4
от ощущения	1	1
в себя	2	1
только что	4	1
говорит жирмунский	1	1
всем протяжении	1	1
и их	1	3
столь же	1	4
мы видим	8	4
мы очень	1	1
к указанию	1	1
утверждает что	2	5
мы начинаем	1	1
выражения чувств	2	1
но мы	2	1
и мы	16	6
трагедию но	1	1
куда он	1	1
эта экономия	2	1
в эстетической	1	1
к нему	1	2
в которой	3	2
одной и	2	4
так наше	1	1
можно сказать	2	1
что ни	3	1
которой он	1	1
ничего не	2	4
те общие	1	1
ее на	1	1
что он	17	13
у пушкина	1	1
что по	2	2
выводах к	1	1
легко показать	3	1
данном случае	3	4
и тот	1	2
что они	5	7
произведении искусства	1	1
должен быть	2	1
в нем	7	4
которых мы	4	3
в других	1	2
по сравнению	4	2
заметить что	1	2
во всех	2	3
между содержанием	1	1
нужно принять	1	1
с совершенно	2	1
они утверждают	1	1
по поводу	3	1
себе как	1	1
только потому	1	2
что и	3	17
один из	5	3
он прекрасно	1	1
в действительности	1	4
примем во	1	1
и поэтому	3	4
опять как	1	2
ясно что	6	7
уже не	1	1
отношения к	2	1
с точки	2	10
впадает в	1	2
но только	3	4
он просто	1	1
но так	1	2
в силу	3	1
в своей	4	3
она находится	1	1
звуков в	1	3
убить короля	1	1
басни и	2	3
он в	2	3
мы возьмем	1	1
к этим	2	1
все так	1	1
рта в	1	1
русском языке	1	1
представление о	1	3
художественного произведения	3	5
в сущности	12	7
толстой когда	1	1
различие между	1	1
хотя бы	3	3
фантазии так	1	1
показал как	1	1
когда говорит	8	3
жизни но	1	1
и здесь	6	2
раз обратным	1	1
той точки	1	1
должна существовать	1	1
показать что	12	5
основе искусства	1	2
самого начала	3	1
или в	6	1
не важен	1	1
к действительным	1	1
но в	5	3
благодаря этому	1	1
не имеет	1	4
при восприятии	1	1
коренным образом	1	1
в отличие	2	1
сих пор	5	5
от одного	2	1
заключается что	1	1
и составляет	3	1
эстетического чувства	2	1
он попал	1	1
конце концов	2	3
это очень	2	2
внести в	1	1
только из	1	5
совершенно правильно	2	4
при этом	8	13
оно становится	1	1
в нашей	2	3
и там	1	1
искусства он	1	1
от той	2	1
того что	8	8
художественной формы	3	12
у нее	1	1
том что	21	21
но что	1	2
строго говоря	2	1
в ней	4	5
материала и	5	2
в другом	3	1
что иное	2	1
эти последние	1	1
аффекта и	3	1
в нее	2	1
заключается чтобы	2	1
в этих	3	2
в произведении	1	4
под именем	1	1
на совершенно	1	1
ни к	1	1
и следовательно	2	2
произведением искусства	1	1
что каждый	1	1
искусства с	3	2
полового чувства	1	1
в котором	2	1
это на	1	1
новелла трагедия	1	1
для нашей	2	1
естественно что	2	1
для него	3	1
художник в	1	1
сам по	3	4
этого и	1	1
того же	2	2
своей задачей	1	1
только о	2	1
не о	1	1
чувства и	5	2
как к	1	3
ту же	2	4
к ней	1	1
нашему чувству	1	1
является прием	1	1
свою очередь	1	2
в искусстве	6	21
трудно не	1	1
по выражению	1	1
это означает	2	2
часто в	1	1
видим что	3	3
художественное наслаждение	1	1
был бы	5	1
ни на	1	3
одного за	1	1
этой проблемы	1	1
не кажется	2	1
говорил что	2	1
в романе	2	2
но все	2	1
мы увидим	9	1
который говорил	1	1
связь между	2	1
в прежней	2	2
указанием на	1	1
что это	8	8
можно было	3	7
что ритм	4	1
всех наших	1	1
говорит о	4	2
и это	8	4
психологической теории	2	3
того общего	1	1
два совершенно	2	1
по необходимости	1	1
сюда же	1	1
мы его	1	1
же не	2	1
переходит в	1	1
что их	2	1
и другие	3	1
еще более	1	3
меньше всего	3	2
может служить	1	3
и часто	1	2
в подтверждение	1	1
мы сумеем	1	1
евгения онегина	1	3
не с	2	1
сказал что	1	1
с которым	3	1
с но	2	2
во все	1	1
действительности но	1	1
ничего общего	1	1
