2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part1_wordlist_2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part3_wordlist_2gram
в рассказах	1	1
себя как	2	2
в том	3	8
места в	1	1
он почти	1	1
его жизненного	1	1
в его	22	24
все равно	4	1
твердого образа	1	2
пределах романа	1	1
но вы	1	1
он старается	4	1
дурную бесконечность	1	1
не входит	2	3
приводит к	1	3
ту сторону	2	2
о том	2	1
между тем	3	5
отношение к	6	2
его идеологическим	1	1
речи как	1	1
перед тем	1	1
особенно отчетливо	2	1
на вопрос	4	2
в виду	3	1
было как	1	1
бы с	2	1
к самому	3	1
во всей	1	2
большинстве случаев	3	2
мире достоевского	3	7
твердого и	1	1
идея как	1	3
слово слово	2	1
к ахмаковой	1	1
впрочем и	1	1
установка рассказа	1	1
в рассказ	3	1
быть не	1	1
не все	1	1
как мы	7	4
так чтобы	3	4
одном сознании	1	2
еще резче	1	1
может быть	19	24
исповеди с	2	1
тон рассказа	1	1
и его	16	14
то в	2	1
в одной	3	6
себе его	1	2
и вне	1	1
правда в	1	2
с таким	4	1
уже говорили	3	1
знает сам	1	1
вследствие этого	2	2
как его	2	1
своему герою	1	1
в отношении	9	2
были бы	2	4
долгорукого и	1	1
в устах	1	1
на мир	1	6
вовсе не	11	7
она не	1	7
и показывает	1	1
героя не	1	5
произведениях достоевского	2	5
себя самого	11	2
чужого сознания	3	2
про себя	3	1
или наоборот	1	1
сколько в	1	2
он бросает	1	1
я не	7	3
ни было	4	2
обращено к	2	2
отлично знает	2	1
за собой	3	1
этот замысел	1	1
установки в	1	1
по всему	2	1
мира достоевского	1	2
достоевского мы	1	3
здесь не	1	1
о себе	18	12
достоевского вот	1	1
бы в	3	3
и тон	3	2
к которой	1	1
направлена на	1	1
устойчивую позицию	1	1
но из	1	1
другу как	1	1
его к	3	2
тот же	2	2
достоевского и	3	7
и самое	1	3
ибо действительно	1	1
и действительно	1	1
же мы	1	1
и других	1	1
из условий	1	1
как он	3	1
замысла достоевского	1	1
тем как	1	4
вопросом как	1	1
его слова	3	1
в твердую	1	1
достоевского как	1	9
единства стиля	1	1
всего романа	2	1
возможно лишь	1	1
всех элементов	1	2
то он	1	2
в вечность	1	2
да ведь	2	2
входят в	2	2
в каждой	1	1
т п	6	3
возвышает его	1	1
ответ на	1	1
и отчасти	1	1
к слову	2	1
от этой	2	1
и даже	7	2
не было	2	4
того чтобы	1	1
то это	1	1
в своих	1	3
только в	6	10
в произведениях	2	3
появляется в	2	1
тоже не	1	2
больше всего	1	1
другой стороны	3	3
так сказать	2	4
достоевского с	1	3
в этой	1	4
со своими	1	2
чужим словом	1	1
из тех	1	2
и провоцирующий	1	1
отношению к	6	8
т е	12	21
правда неотразимо	1	1
идет о	1	4
два человека	1	1
голосами других	1	1
всяком случае	5	3
героев достоевского	4	1
его с	4	1
ибо не	1	2
поэтому-то так	1	1
резко отличается	1	1
самим собою	9	2
среди уже	1	1
на рынок	2	1
они и	1	1
как в	4	6
нет ни	2	2
бедных людях	1	1
во всяком	5	5
диалога в	2	1
и не	29	31
что у	6	1
слово как	1	1
замыслу достоевского	7	1
мы уже	6	2
здесь же	1	1
свое последнее	1	1
со всех	1	1
лежит в	2	1
о сочетании	1	1
меньшей степени	1	1
таким образом	5	12
диалога у	1	1
мире а	2	3
свой предмет	2	1
элементов произведения	1	1
с голосами	1	1
не он	1	1
оценок и	1	1
время не	2	3
а вовсе	2	1
тем что	4	4
вопрос кто	1	3
же касается	1	1
одно и	1	1
поэтому слово	1	1
уже в	3	3
героя из	3	1
такой человек	1	1
для самого	1	2
в жизни	2	2
это и	2	5
в плане	6	5
у вас	2	2
в изображении	1	2
диалог в	2	3
не только	10	15
нет становления	1	1
ибо в	2	2
является лишь	1	4
дано на	1	1
с какой-то	2	1
он не	15	5
говорит он	3	6
героя он	1	1
в основном	1	1
заставляет его	1	2
что даже	2	1
для его	2	3
в человеке	2	3
но у	1	4
наконец в	3	2
все эти	4	9
внутреннего человека	1	1
что казалось	2	1
и смердяков	1	1
в данном	1	2
в пределах	6	13
может и	1	1
рядом с	4	14
и потому	2	6
подполья я	1	1
тенденция к	2	1
случае не	1	1
о герое	1	4
с самого	8	1
со своим	1	2
собою в	1	1
в их	1	3
в кругозор	2	6
исторические проблемы	1	1
ум и	1	1
т д	2	1
кто он?	1	2
обращаться к	5	1
то все	2	1
достоевского к	1	4
выражение и	1	1
того в	1	1
в себе	6	7
между ними	1	2
в большей	1	1
и он	2	1
на его	4	2
герои достоевского	1	3
как на	2	3
все как	1	1
к тому	5	1
отдельных мыслей	1	1
с их	1	5
и становится	1	1
таким же	1	3
и беспокойство	1	1
других героев	1	1
один миг	1	1
перед нами	1	5
самому герой	1	1
как если	1	1
он приводит	1	1
нему и	5	2
эти черты	1	1
голосов и	2	1
слово о	7	7
сознанию героя	1	3
как нам	1	1
достоевского они	1	1
из них	5	1
в бедных	1	1
бы уже	3	2
ничем не	1	1
с другом	2	1
достоевского нет	3	3
творчества достоевского	1	8
почти никогда	1	1
и для	8	4
мысли в	1	2
самого достоевского	1	6
до конца	3	8
но даже	1	1
литературных произведений	1	1
авторского замысла	1	4
отличается от	2	3
согласиться с	1	1
его ум	1	1
художественного мира	1	5
в вас	1	3
в первом	1	1
отношении друг	1	1
своих признаний	1	1
него не	1	2
одного и	1	1
для достоевского	4	5
вполне понятно	2	1
одном месте	1	1
по себе	3	8
любовь к	1	1
словом о	2	2
все исторические	1	1
еще не	4	5
знает что	3	1
у ивана	1	1
ни одного	5	2
на первом	1	1
он сам	5	3
с ним	8	5
не столько	1	1
к его	1	1
собрать свои	1	1
но на	4	1
к той	1	1
в конце	5	6
достоевского по	2	1
не разрешает	1	1
бы тот	1	1
иван карамазов	1	1
все еще	1	1
а в	5	7
тому что	2	3
в статье	1	1
слово и	1	1
всего в	1	1
дано как	1	1
и предположений	1	1
в каждом	3	8
достоевского переходим	1	1
достоевского является	1	2
для героя	1	1
слово оно	1	1
с самим	14	1
в уста	1	3
бы его	4	1
каков бы	1	1
и вот	5	1
целом это	1	1
поэтому и	1	4
по преимуществу	1	2
словом героя	1	1
него и	2	1
романа но	1	1
в своем	2	8
одного плана	1	1
ни был	4	2
самому и	5	1
на которой	1	1
второй голос	5	1
слов героя	1	2
но с	2	3
является в	1	1
и на	6	7
быть речь	1	1
отдельных героев	1	1
слово его	1	1
теми же	1	1
глава третья	1	1
диалог и	1	1
и внутренняя	1	1
достоевского в	3	12
к другу	1	1
житии зосимы	1	1
неотразимо возвышает	1	1
по крайней	3	1
вообще не	2	1
нем и	1	1
для того	1	1
личный документ	1	1
это из	1	1
что весь	1	1
и примирения	1	1
как и	18	12
тому как	2	3
эту волю	1	1
вступают в	1	1
потому что	12	8
ставрогина и	2	1
одного монологического	1	1
в аспекте	1	1
друг друга	2	3
конечно и	1	2
на котором	1	3
у которого	1	1
для такого	1	1
ни одно	1	1
в самом	8	10
а то	1	1
это последнее	1	1
же время	12	9
творчестве этот	1	1
в то	12	10
поэтому в	1	2
по отношению	5	8
никогда не	8	3
героев и	1	3
в напряженном	1	1
этом отношении	1	3
в мир	1	3
действующими лицами	1	1
с чужим	1	1
всех этих	2	2
слова не	2	1
и в	34	29
все время	5	2
так же	8	6
не вмещается	1	1
отметить что	1	1
в мире	4	6
чтобы она	1	1
и материал	1	1
так что	5	2
подполья но	1	1
другому моменту	1	1
записок из	3	2
в вашем	1	1
все они	1	1
так как	4	6
из его	4	2
и каждое	1	1
и только	2	1
и веселья	1	1
но не	4	9
к концу	3	1
такой же	3	1
и говорит	2	1
героев или	1	1
по замыслу	12	1
не в	9	7
страница из	1	1
вовлекаются в	1	1
сердце к	1	1
если оно	1	1
вообще нет	1	1
не знал	2	1
точек зрения	2	3
как будто	7	3
правде правда	1	1
его внутреннюю	2	1
творчестве достоевского	5	5
поэтому он	3	1
неразрывной связи	1	1
на этом	4	1
мы должны	5	3
помимо его	1	1
плане и	1	1
мы сказали	1	1
и во	3	2
не могут	1	6
в которых	2	2
как с	1	1
бы он	4	2
другом как	1	1
и до	1	3
героя как	1	2
образа героя	3	2
сознанию и	1	1
у меня	6	1
о своем	1	3
раз и	3	4
лишь как	1	7
макара долгорукого	1	1
отношении к	7	3
герой как	1	3
с этим	2	2
лишь в	5	1
словом и	3	1
сущности не	2	1
романах достоевского	3	5
функций в	1	1
слове и	1	1
и с	15	4
он знает	2	3
но это	4	4
признать что	2	1
он остается	1	1
позиции как	1	1
под влиянием	3	1
несколько раз	2	1
самом рассказе	1	1
это в	2	1
не для	2	1
друг другу	4	2
и личный	1	1
наконец на	1	1
позволяет ему	1	1
голосами и	1	1
конечно не	2	2
и самого	1	4
для этого	3	1
по ту	2	2
нет в	2	1
автора а	1	2
это не	5	9
и идеологической	1	1
столько в	1	1
слово в	2	2
него самого	1	2
с другой	4	3
интенции автора	1	1
замысел достоевского	1	1
и как	3	7
он все	3	2
голос самого	2	2
в речах	8	1
хотя конечно	1	1
другого человека	5	4
и был	1	1
должно быть	3	4
и совершенно	1	1
бы ни	1	1
но он	3	2
далеко не	3	3
из своего	4	2
было бы	2	5
в житии	1	1
чем его	1	1
слову героя	2	2
лишь на	2	3
меня но	1	1
как бы	27	19
своих мыслей	1	1
бы быть	1	1
в процессе	1	4
какой бы	1	2
из всех	1	1
нами особенность	1	1
а его	1	2
его построения	1	1
идеологии достоевского	1	1
прежде всего	15	7
тех кто	1	1
точки зрения	8	19
степени как	1	1
том условии	1	1
себе и	5	3
героя но	2	2
а с	3	1
волю в	2	1
сам и	2	1
него как	1	1
он ни	3	2
в монологическом	1	5
рассказа изменяется	1	1
мы остановимся	4	2
и оставалось	1	1
но и	12	14
человеческого голоса	1	1
мы привели	1	1
к своему	5	1
и самостоятельности	1	2
в ее	3	1
знает и	7	1
он может	2	3
нет и	3	1
задает себе	2	1
достоевского всегда	1	1
до сих	1	2
подполья и	1	2
сочетается с	1	5
остается в	2	1
не знает	6	3
в творчестве	3	5
вас нет	1	2
твердый и	1	1
ясно и	1	1
идеологической позиции	1	3
будто бы	2	1
в большинстве	2	2
но именно	2	3
всею ясностью	1	1
себе но	1	1
к собственному	1	1
б я	1	1
тип не	1	1
своему предмету	6	1
одной из	1	1
героя с	1	3
здесь действительно	1	2
не слышит	2	1
завершенный образ	2	1
или как	2	5
себя в	1	1
я бы	3	1
него таким	1	1
позиции героя	1	1
и свое	1	1
его внутреннего	3	1
до последней	1	1
героя и	9	10
один голос	1	1
его романа	1	1
они действительно	2	1
началом его	1	1
у героев	1	1
и другого	3	1
здесь мы	1	2
беспорядочным началом	1	1
роль в	1	1
именно потому	2	2
на самом	11	5
он определяет	1	1
и наконец	5	4
самосознание и	1	3
или напротив	1	1
на одно	2	1
его слову	1	1
в главе	1	1
был действительно	1	1
структурными элементами	1	1
кругозор самого	1	3
в целом	5	6
но эта	1	4
для других	3	2
уже совсем	1	1
такое не	1	1
что не	7	1
тон в	1	1
и пр	1	3
а не	9	22
на счет	1	1
крайней мере	3	1
с этой	2	2
в этом	16	22
время как	1	1
завершить его	1	1
существенный момент	1	1
главного героя	1	1
все те	2	2
тотчас же	4	1
достоевский не	1	3
об этом	1	1
быть и	2	1
со всею	2	2
одного сознания	1	9
она была	1	1
одним из	1	6
и внутренне	2	3
самим по	1	1
и ее	2	2
мы замечаем	1	1
здесь с	1	3
художественный замысел	1	1
для себя	6	2
вот как	3	1
смысловой материал	1	1
на него	7	3
одна из	1	3
прямо сказать	1	1
и упорно	1	1
такой образ	1	3
голосов даже	1	1
романа впервые	1	2
дан в	1	1
был очень	1	1
совпадает с	2	2
любовь ненависть	1	1
слово героя	4	7
этого слова	7	1
все это	16	6
этом произведении	1	1
или меньшей	1	1
о слове	1	2
переходим к	4	1
должно отметить	1	1
как например	1	2
в один	1	2
я сам	7	1
была быть	1	1
их в	3	4
находится в	2	2
высшей степени	3	1
самом деле	13	6
могли бы	1	2
авторское слово	2	1
которую он	1	1
его романов	1	3
он и	5	5
как за	1	1
что касается	1	1
его творчестве	1	2
что я	15	1
действительно и	1	1
о нем	2	9
хотя и	3	1
не так	1	1
не успел	1	1
не способен	1	1
что может	1	2
кругозора в	1	1
стиль и	4	1
самом построении	1	2
и слово	8	3
замысле достоевского	1	1
он есть	2	4
чужое слово	2	2
например в	2	3
что оно	2	2
где он	3	1
и происходит	2	1
из подполья	36	10
он понимает	1	2
основная тенденция	1	1
и со	2	2
то же	14	14
нет этих	1	1
приходит в	1	1
за живое	3	1
будет и	1	1
не довлеет	1	1
особый тип	2	1
это было	3	1
свои мысли	1	2
в двойнике	8	1
оно может	1	2
сравнительно с	1	1
героя в	5	4
его творчества	1	3
должна была	2	4
ее как	3	3
ним и	1	3
социальной действительности	1	1
его замысел	1	1
бы сказать	1	1
в романах	3	7
этом смысле	4	10
его герой	1	1
от другого	3	1
ну и	1	1
с собою	6	2
входящих в	1	1
и если	2	1
у достоевского	13	16
а так	2	1
герой из	4	1
при том	1	1
характер и	3	1
войти в	2	2
и именно	1	1
что же	8	4
в себя	1	3
только что	3	1
более того	2	5
построения как	1	1
себя сам	1	2
его сознания	1	2
автор в	1	1
его можно	1	1
ни были	1	2
только слово	2	1
и быть	1	1
противоречии с	2	1
и само	1	1
и их	1	1
речах хромоножки	1	1
свести их	1	1
выходит за	2	1
его целом	2	6
сердце ваше	1	1
себе все	1	1
образом в	1	1
вопрос о	2	2
и мы	1	1
даже тон	1	1
в которой	2	2
не стыдно	1	1
личности не	1	1
к нему	14	6
достоевский заставляет	2	2
но при	1	1
плана и	1	1
житийные тона	1	1
можно сказать	1	1
ничего не	4	5
а и	1	1
сочетаются с	1	1
ее на	1	1
сочетания голосов	1	2
что он	23	8
не идет	1	1
отчетливо и	1	1
данном случае	1	2
самого говорящего	1	1
себе самому	18	3
что они	6	1
он воспринимает	1	1
человека из	13	3
можно прямо	1	1
должен быть	1	1
в нем	19	19
чтобы в	1	2
из одного	1	4
по сравнению	1	1
они ни	1	2
в других	1	1
во всех	2	1
у голядкина	1	1
е все	1	1
себе как	2	1
и почтительно	1	1
что и	5	4
один из	2	2
уже не	2	13
голос его	2	1
они уже	1	3
и навсегда	1	1
к правде	2	1
должны были	1	1
с точки	4	13
отношения к	1	3
цельный образ	1	1
при всей	2	1
но только	2	1
что такой	1	1
же и	2	2
это слово	5	1
же его	1	1
к себе	17	2
котором мы	1	1
именно тем	2	1
человек и	2	2
тогда я	1	1
идей мыслей	1	1
он в	4	3
я в	4	1
в сущности	11	5
хотя бы	5	2
себе самом	5	9
преломления в	1	1
с ней	1	1
образ героя	1	3
радости и	1	1
и принципы	1	1
с другими	4	7
другого героя	1	1
самого начала	8	2
и по	1	1
каждой мысли	1	1
но в	16	7
благодаря этому	2	2
человека в	1	4
и внутреннюю	2	1
достоевского никогда	1	1
были исключить	1	1
может найти	1	1
своего рода	2	1
сих пор	1	2
и сам	5	2
если и	2	1
произведениях но	1	1
быть по	1	1
оправдывает себя	1	1
чужому сознанию	3	2
самая установка	1	1
большей или	1	1
конце концов	3	5
можно лишь	2	1
собственного слова	3	1
это очень	1	1
всех существенных	1	1
которого он	3	1
при этом	4	2
того что	5	1
как последняя	1	1
и там	1	1
его он	1	1
но уже	1	1
что имеет	1	1
в форме	2	7
том что	3	7
среди них	1	1
но что	1	1
у него	4	5
раскрыть и	1	1
в ней	3	2
хромоножки в	1	1
и она	1	1
и лишь	2	1
могут завершить	1	1
в другом	8	1
в точку	1	2
с беспорядочным	1	1
она и	1	1
в построении	1	4
снова к	1	1
в произведении	1	4
тех которые	1	1
сам с	1	1
них не	1	1
что каждый	1	1
вот в	1	1
изменяется сравнительно	1	1
сама по	2	1
не средство	1	1
ее до	1	1
в котором	3	2
же степени	2	1
ни одной	1	2
как таковой	1	2
начала все	1	1
для него	13	18
да еще	2	1
друга но	1	1
не о	4	2
или другого	2	1
лишь один	1	2
как к	4	3
на себя	1	2
другой и	1	1
вступает в	2	1
зрения на	1	7
увидеть и	2	1
же это	1	1
свою очередь	1	1
героя для	1	1
он это	2	1
нисколько не	2	2
в стиле	3	1
входит в	2	7
целом мире	1	1
был бы	2	6
ни на	1	1
не перед	1	1
его произведениях	1	2
другого и	1	1
то ни	4	2
достоевского уже	1	1
оно не	1	3
себе значит	1	1
в романе	1	9
но все	5	5
мы увидим	2	1
сам себе	1	1
что это	5	1
можно было	1	2
это многообразие	1	1
к миру	1	1
и это	4	5
вас и	2	1
свою внутреннюю	1	1
и человек	1	2
же не	2	2
жизнь в	1	1
и тона	1	3
органически чужд	1	1
человек из	7	4
ведь это	1	2
этот принцип	1	3
друг к	1	1
она только	1	1
стиля и	1	4
к чужому	4	1
от какой	1	1
если б	2	2
