2gram	Ircho_Komedia_partition_part2_wordlist_2gram	Ircho_Komedia_partition_part3_wordlist_2gram
убеждается в	1	1
это отец	1	1
в обоих	1	3
связи с	5	3
важно заручиться	1	1
силу этого	1	2
ни в	10	5
из двух	1	1
сделать вывод	1	1
менандра как	3	2
сами эти	1	1
между собой	4	1
то время	2	3
в алфавитном	1	1
только после	1	1
что в	5	9
в руках	1	4
нас в	1	1
не поддаваться	1	1
в так	1	2
однако в	4	2
друг от	1	1
в начале	3	4
что их	2	2
за ним	2	1
в жены	5	2
в своей	5	3
классических греческих	1	1
как раз	6	1
но если	3	3
себе волосы	1	2
друг с	1	2
v в	1	14
на первый	1	1
в основе	2	1
подброшенных детей	1	1
с его	3	5
двух ст	1	1
менандра не	1	4
что она	4	2
после смерти	1	3
о чем	7	3
и что	6	2
ближе к	2	1
которые как	1	1
его для	1	1
и все	2	2
или менее	1	1
потерянными некогда	1	1
каирского папируса	1	1
на этот	3	4
ст сл	6	6
уж не	1	1
комедии только	2	3
посмел бы	1	1
не без	1	1
еще одно	2	1
что на	1	3
жизни и	1	3
демеи с	2	1
к человеку	2	1
после того	1	2
комедии в	1	6
что воин	1	1
оксиринхских папирусов	5	1
из которых	2	3
начале iv	1	2
как можно	1	1
что эта	2	1
в менандровских	1	1
в выпивке	1	1
в них	3	4
не дал	1	1
между родителями	1	1
ст и	5	2
и дрожа	1	1
место в	1	4
фрасонид или	1	1
в остриженной	2	2
денег для	1	1
щиты и	1	1
жизни в	1	1
действия и	1	1
хочет покончить	1	1
сам же	1	1
не может	3	3
его образ	1	1
кто из	2	2
кормит грудью	2	1
если не	3	2
пор не	2	1
сл сл	4	1
сказать что	1	1
в трудную	1	1
отнюдь не	4	2
в трагедии	1	1
около стихов	1	1
вместе с	9	9
тем у	1	1
такого рода	1	1
iii ii	1	2
алфавитном порядке	1	1
в том	12	11
мы знаем	2	3
состоянии текста	1	1
молодого человека	14	9
детьми и	1	1
в его	8	4
в новой	1	1
все известные	1	2
новой комедии	6	12
это время	1	3
похож на	1	2
отце и	1	1
комедиях менандра	1	3
греческих полисов	1	1
чем больше	1	1
приводит к	3	1
в связи	4	3
о том	8	6
между тем	2	4
от того	2	2
в отношениях	2	1
отношение к	5	2
и плохо	2	1
я взял	1	1
возможно что	3	3
пути к	1	2
похожи на	1	3
за другой	1	1
его не	2	1
то обстоятельство	2	1
отказаться от	2	1
молодой человек	8	9
в виду	2	2
бы к	1	2
к самому	1	1
да и	1	3
с помощью	4	1
ст в	1	2
на сладкое	1	1
в греческой	1	1
уже о	1	2
пифионикой фр	1	1
попытка найти	1	1
детей и	1	1
за горгия	1	1
вместо семячек	1	1
впрочем и	1	2
в комедиях	2	5
за которым	1	1
быть не	1	1
обломки от	1	1
свою вину	2	2
как мы	2	4
от своего	1	1
средством для	1	1
противоречие между	1	1
может быть	6	11
не должен	1	1
ее своей	1	1
и его	6	12
менандром и	2	1
в одной	1	2
словом если	1	1
сожаление что	1	1
поскольку за	1	1
же комедии	1	1
о матери	1	1
х годов	2	2
как его	1	1
перемолотые обломки	1	1
этот раз	2	4
в устах	1	1
связанного с	1	1
за своего	1	1
вовсе не	4	2
убеждает в	1	1
себя внимание	1	5
комедии мнесимаха	1	2
полагать что	2	1
на брак	2	1
хоть и	2	5
была бы	1	1
его от	2	1
то при	1	1
сюжетная схема	1	1
оценка аристофана	1	2
это как	1	1
ли не	2	7
не на	1	1
с тем	4	5
семей разоренных	1	1
порядке по	1	1
многие из	1	3
из филемона	1	1
здесь нет	4	1
какой мере	2	1
ни было	2	2
в до	1	2
из этого	2	2
за свое	1	1
масло из	1	1
по всему	3	3
в достаточной	1	1
даже если	2	1
в ненавистном	5	2
вступительный монолог	3	1
из других	1	1
в поход	1	1
отец и	3	2
афинской комедии	1	5
сцены из	1	1
бы в	4	2
мечами а	1	1
вслед за	1	2
менандр не	2	2
признания в	1	1
собой разумеется	2	1
всем том	2	1
конечно менандр	1	1
в ожидании	2	1
под голову	1	1
для комедии	1	2
говоря уже	1	2
отличие от	2	2
сравнению с	2	1
к древнейшему	1	2
тот же	2	2
в нравственном	1	1
его подруги	1	1
иначе обстоит	2	1
на которые	3	1
со стороны	11	2
как он	3	3
воина в	4	1
глаза его	1	1
обращаясь к	1	1
одно из	1	2
но нет	1	1
в глазах	8	2
iv и	2	1
воины менандра	1	1
светилен на	1	1
больше не	1	1
мы кладем	1	1
и оканчивался	1	1
в частности	3	4
внимание что	1	1
нет ничего	2	1
с которой	1	1
средней и	1	3
идет в	1	1
плавта и	2	2
из комедии	2	5
в стихов	2	1
в следующем	1	2
т п	4	2
себя их	1	1
качестве вина	1	1
ответ на	1	3
и даже	3	1
и готов	2	1
ироническое отношение	2	1
приемного сына	3	3
комедии из	1	1
старый холостяк	1	1
не было	2	3
еще раз	1	1
ненавидящей его	1	1
того чтобы	6	6
в герое	2	1
то это	5	2
только в	1	4
у плавта	1	2
в этой	3	3
больше всего	1	1
другой стороны	2	1
которой до	1	1
со своими	1	1
встретила сочувствия	1	1
менандра по	1	4
это имя	1	1
сразу же	4	4
т е	16	1
после этого	2	2
отношению к	3	3
фр и	1	2
вина пьем	1	1
надо было	1	3
идет о	3	2
к достижению	1	1
которые он	1	1
всяком случае	3	2
соответствии с	1	1
менандр и	2	3
к этому	6	5
видеть в	1	1
и эта	1	1
тому назад	4	1
то ли	4	2
откажется от	1	1
как в	2	3
нет ни	2	1
интриги еврипида	3	1
афинский гражданин	1	1
во всяком	3	2
и не	21	14
что у	1	4
от этого	1	2
и я	2	2
начала iii	2	2
и та	1	1
эту возможность	1	1
ближе всего	1	1
сказать в	1	1
таким образом	12	6
демеи в	2	1
достаточной степени	1	1
тем более	4	1
не одно	1	1
больше того	2	4
марафоне и	1	1
по своему	3	2
фрасонид не	1	1
не говоря	1	2
истинной причины	1	1
оказался в	2	1
тем что	5	3
уже в	2	4
добавим к	1	1
и после	2	2
пока же	1	1
в изображении	2	2
не только	5	7
всего похож	1	1
в льстеце	1	1
гораздо чаще	1	1
судя по	3	4
он не	5	2
о супружестве	1	1
середине iv	1	2
чем царь	1	1
с утра	1	1
комедии менандра	7	4
там же	1	1
знаем их	1	1
все эти	1	1
по содержанию	1	2
одну за	1	1
сомневаться что	1	1
что из	1	2
это был	1	1
в разработке	1	1
характеризуется как	1	1
как уже	1	1
в пределах	2	1
названия комедии	1	1
мосхиона за	1	1
гораздо ближе	1	1
к своим	1	1
в истории	1	5
тем же	3	1
приемного отца	1	1
целого ряда	1	1
и саламине	1	1
на рубеже	1	1
со своим	1	1
с самого	4	2
первого акта	2	1
комической сцене	1	3
в их	2	3
было в	1	1
мы находим	1	2
катапульт фр	1	1
в себе	4	1
ее возвращении	1	1
с той	1	2
между ними	2	1
молодые люди	1	1
на его	2	1
монолог фрасонида	2	2
как на	1	1
где в	1	1
рвет на	1	1
приносит нам	1	1
старика а	1	1
к тому	6	12
признание парменона	1	1
из дому	4	3
на себе	1	1
таким же	1	1
брак с	2	3
ли ты	1	1
страшась и	1	1
от копий	1	1
из классических	1	1
с потерянными	1	1
начала iv	1	1
обстоит дело	2	1
одной стороны	3	2
кто верит	1	1
только как	2	1
само собой	4	1
в соответствии	1	1
у сводника	1	3
пьес менандра	1	2
относящихся к	1	1
из них	5	7
мало кто	1	1
все тот	1	1
с другом	1	2
и для	4	4
первый план	1	1
до вечера	1	1
этому времени	1	2
отрывки из	2	3
в области	2	1
до конца	4	1
с участием	2	2
вавилонской царицей	1	1
с планго	5	2
новой аттической	5	4
так давно	1	1
истории античной	1	3
при марафоне	1	1
в первом	1	2
обстоятельство что	2	1
до начала	2	3
человеку и	1	2
отрицать что	1	2
известной комедии	3	1
любовь к	3	1
не менее	5	4
вещей и	1	1
еще не	6	6
к фрасониду	3	1
ни одного	1	1
со временем	3	3
целый ряд	2	2
готовность к	2	1
не столько	1	1
сюжетной ситуации	2	1
знаешь ли	1	1
с ним	5	1
к его	1	2
пиру увенчиваемся	1	1
ситуаций и	1	2
хрисиды демея	1	1
не могла	3	1
в конце	7	2
стрелы а	1	1
в афинах	6	10
другая комедия	1	1
среди которых	3	1
все еще	2	1
их зрителей	1	1
фиеста и	1	1
а в	7	3
тому что	2	4
сладкое после	1	1
комедии от	1	2
вступить с	1	1
всего в	1	2
наточенными мечами	1	1
представляет собой	3	1
фр ii	3	14
в каждом	1	3
менандра можно	1	1
лет спустя	1	1
его против	1	1
горят диким	1	1
от привычного	1	1
бы его	1	1
что речь	1	1
персонажей в	1	1
скрывать от	1	2
возникающую из	1	1
такую же	1	1
в своем	8	6
афинского общества	1	1
да уж	1	1
одного из	3	1
за то	2	4
и без	2	1
в нашем	1	2
и на	2	7
с удовлетворением	1	1
на пиру	1	1
начнем с	1	1
в уже	2	2
из которой	2	1
диким огнем	1	1
на сцене	1	2
которые в	1	2
iii в	6	6
не по	7	4
от друга	1	1
в когда	1	4
не находит	1	1
в дом	14	1
с гетерой	1	2
не являются	1	1
дает основание	1	1
в разной	1	1
в двух	3	6
так или	2	3
с менандром	1	1
таким путем	1	1
них в	1	1
стало быть	1	1
следует остановиться	1	1
для молодого	1	2
для того	6	5
значительные различия	1	1
по адресу	1	4
первом случае	1	1
ничего нет	1	1
как и	3	4
бог и	1	2
собой в	1	1
к благополучному	2	4
совпадают с	4	1
числе и	1	1
комедии и	3	4
потому что	10	6
друг друга	4	3
что для	2	4
нуждается в	2	1
вывод что	2	1
ему в	1	1
ни одно	1	1
в самом	9	4
обращение к	1	1
демея как	1	1
к девушке	1	1
его дочь	2	1
а то	1	1
при всем	2	3
же время	5	3
по этому	1	1
сюжетных схем	1	1
творчества менандра	1	1
уверен в	2	1
в то	6	6
комедий менандра	3	5
обеда раб	1	1
по отношению	5	3
никогда не	3	1
в н	1	5
при его	1	1
его горят	1	1
ведь мы	1	2
лет тому	4	1
настаивает на	2	1
и в	22	26
дают нам	1	1
все время	2	2
уже упоминавшемся	1	1
в эпоху	2	1
так же	4	1
из горящих	1	1
фр из	2	1
в мире	2	2
с какими	1	1
под названием	1	2
так что	6	5
какой-то персонаж	1	1
истинное положение	2	1
с отцом	2	1
а на	2	2
женился на	1	1
из его	2	2
ii в	2	4
так как	11	4
не пытался	1	1
в т	3	1
но не	1	3
отношениях с	1	3
одновременно с	1	2
плача и	1	1
к концу	2	3
хотя в	1	1
своей возлюбленной	2	1
нравственном плане	1	1
это касается	1	1
не в	4	2
он провел	1	1
для нас	1	3
даже не	3	3
восходит к	1	4
ход действия	1	1
стихов в	3	1
цитатами из	1	1
или к	1	1
с гликерой	2	1
комедиографов iv	1	1
кого-то из	1	1
по мнению	2	1
копий под	1	1
сводится к	1	1
чем они	2	1
из фрагментов	1	1
на этом	1	2
на улицу	2	1
и во	2	2
по существу	2	1
по имени	3	4
для которого	1	1
на орхестре	1	1
бы он	3	1
однако она	1	1
своего приемного	1	1
полемона и	3	1
мы располагаем	1	1
впрочем не	1	1
в известной	2	1
для характеристики	1	1
мы обедаем	1	1
нечто подобное	1	1
замуж за	1	2
аристофана византийского	2	3
афинах в	2	3
всю свою	1	1
лет до	2	1
как это	5	4
ремнями от	1	1
из себя	3	1
в пользу	1	2
на любовницу	1	1
с этим	3	5
в менандровской	1	1
из самиянки	1	1
более чем	5	4
этом еще	1	1
перед лицом	2	2
панцири в	1	1
законной женой	1	1
кто такая	1	1
речь идет	5	3
и с	4	5
брака и	1	1
iv в	5	34
больше чем	2	5
признать что	1	2
исходя из	2	1
от отца	2	1
менандра и	2	8
ii вв	1	2
друг другу	1	3
отцом и	3	1
когда он	4	1
узнавания в	1	2
так называемых	1	2
отца не	3	1
и хотя	2	2
дочь кормит	2	1
конечно не	3	1
бы ожидать	1	2
на дочери	2	1
на плавтовского	1	1
тут же	4	2
другой пример	1	1
самого менандра	3	1
этой же	1	1
это не	2	2
к свадьбе	3	2
а сами	1	1
образом и	1	1
отрывок из	2	1
эта мысль	1	1
с другой	4	2
к женщине	1	1
и как	1	1
тебе предстоит	1	1
приданое для	1	1
разбогатевший в	1	1
т т	1	1
того как	1	3
было бы	3	8
и креуса	1	1
в чем	1	1
отца с	1	1
этим повод	1	1
в самиянке	12	7
как бы	3	2
более или	1	1
обоих случаях	1	2
имени демея	1	1
на любовь	1	1
названия комедий	1	1
дело с	3	3
между отцом	2	1
прежде всего	5	4
пращи и	1	1
о его	2	4
в компании	1	1
точки зрения	4	4
не мог	2	1
первого и	1	1
а с	1	1
были известны	1	2
меньше чем	2	2
до н	1	1
на это	3	2
человека с	1	1
но и	4	10
мы понимаем	1	2
кратией и	1	1
у того	3	2
к своему	2	1
из шедевров	1	1
же что	1	1
утра до	1	1
влюбленного молодого	1	2
на фоне	1	1
отца на	1	1
нет и	4	2
кладем щиты	1	1
в ее	3	2
а затем	2	5
пола в	1	1
до сих	9	2
не знает	3	1
сражение? ведь	1	1
в законный	1	1
напился больше	1	1
в ноги	1	1
не имеющей	1	1
в обеих	1	3
том чтобы	1	1
около г	3	1
в большинстве	1	1
мы не	2	2
какими людьми	1	1
своему происхождению	1	1
чем в	3	2
одной из	3	4
до тех	3	3
мы можем	3	3
примерно в	3	1
которые их	1	1
сюжета составляло	1	1
только для	2	1
в третейском	6	7
не слишком	2	1
на многие	1	1
афинских граждан	1	2
и сравнительно	1	1
все к	2	1
в результате	2	1
пьесы и	1	2
роль в	2	2
после обеда	1	1
ли в	2	1
роль играет	1	1
отрывках из	1	5
без приданого	1	1
не был	1	1
на долю	3	1
молодыми людьми	3	1
семячек перемолотые	1	1
времени не	1	1
из людей	1	1
в целом	3	4
событий а	1	1
как сын	1	1
достаточно назвать	1	2
мнесимаха филипп	1	1
комедии не	1	3
молодому человеку	1	3
что не	3	1
в другой	1	2
с хрисидой	5	2
а не	4	1
тех пор	3	3
под тем	1	2
без слов	1	1
с этой	3	3
говорить о	3	2
рассказывает как	1	1
с одной	3	2
в этом	8	10
в плен	2	2
предстоит сражение?	1	1
и умоляя	1	1
третейском суде	7	7
если мы	2	1
время как	2	2
с дочерью	3	3
афин с	1	3
в отсутствие	3	1
у менандра	6	6
менандра достаточно	1	1
пьесы под	1	1
в доме	10	6
об этом	7	2
этого обстоятельства	1	1
пьем масло	1	1
расходы зятя	1	2
в образе	2	3
в справедливости	1	1
с памфилой	1	1
его жизни	1	1
других случаях	1	1
одним из	2	2
и ее	2	2
еще больше	3	1
пределами ст	1	1
хрисиду и	1	1
насколько мы	1	1
им то	1	1
он говорит	2	1
г в	2	1
покончить с	1	1
чем на	1	2
в тех	1	3
не встретила	1	1
считает себя	1	1
этого не	1	1
ситуации а	1	1
возлюбленной в	1	1
не обманывает	1	1
аттическую комедию	2	1
чувства в	1	1
действующих лиц	1	5
из этих	1	4
в первую	1	3
одно лишь	1	1
в середине	1	4
все это	5	3
ко времени	1	3
последних десятилетий	1	1
в качестве	2	5
нам критские	1	1
как видно	2	2
трагедии и	2	1
едва ли	7	14
в сознании	1	1
комедиями менандра	3	1
их в	3	1
самом деле	6	1
ситуация в	3	3
и некая	1	2
афинской демократии	1	2
собственного сына	1	1
дошедших до	2	2
по своей	1	1
с кратной	1	1
которую он	2	1
он и	2	1
на афинской	1	4
что касается	2	3
воин биант	1	1
молодых людей	1	4
если в	1	2
первоначальный толчок	1	1
рабском рынке	2	1
толчок развитию	1	1
хотя и	5	4
самом начале	1	2
не так	3	1
как видим	2	2
конца х	1	1
только на	1	1
и сыном	1	1
не удалось	1	2
оказывается мнимым	1	1
например в	1	3
и особенно	2	3
для жанра	1	1
и панцири	1	1
то же	7	3
дочерью кнемона	1	1
это опять	1	1
в iv	1	7
приходит в	1	1
когда в	1	2
фр iii	6	1
над девушкой	1	1
это было	1	4
александрийских филологов	1	1
представлял собой	1	1
были у	1	1
комедии хотя	1	1
его нравственный	1	1
воина и	1	2
между женой	1	1
является не	1	2
с новой	1	1
человека не	2	1
находясь в	1	1
что и	8	7
шла о	2	1
равно как	2	1
этим же	1	1
если у	1	2
в какой	3	2
хрисиды и	3	1
и вмешательство	1	1
и если	2	2
ты с	1	1
человеческой натуры	2	1
трогательные жалобы	1	1
подброшенном ребенке	1	1
с собой	1	2
обращает на	1	5
менандра в	3	6
действия в	1	1
в себя	1	1
на ее	3	1
и их	1	3
столь же	3	9
мы видим	1	1
если она	1	1
представляется нам	1	1
которой не	1	1
случае в	1	1
не известной	3	1
точнее не	2	1
вопрос о	1	3
и мы	3	1
целиком отвечает	1	1
и еще	3	2
по первой	1	1
в которой	3	5
не всегда	1	2
из третейского	1	1
к нему	5	3
этой целью	1	2
что ни	3	2
юноши в	1	1
этому вопросу	1	1
других комедиях	2	1
ничего не	3	1
законный брак	1	3
его современников	1	3
отношений и	1	1
из каирского	1	1
детей а	1	1
ее на	1	1
же образом	1	1
что он	8	5
чувствует себя	2	1
опять же	2	5
в течение	3	2
что по	1	2
над его	2	1
том числе	1	3
человека из	1	1
античной комедии	1	2
должен быть	2	1
из точнее	2	1
своего времени	1	2
в нем	3	6
во время	6	6
при подброшенном	1	1
по сравнению	2	1
в других	3	2
во всех	2	3
собой рвет	1	1
или иначе	2	3
заручиться согласием	1	2
т №	1	2
нового времени	2	2
малой азии	1	2
при необходимости	1	1
он был	4	2
своего соседа	1	1
старой няньки	1	1
первую очередь	1	3
по поводу	1	3
из дома	5	1
но столь	1	1
никерата с	1	1
там и	1	1
один из	3	5
в действительности	1	2
а из	1	2
считает нужным	1	1
остается только	1	1
комедии с	1	3
действующего лица	1	1
и поэтому	4	3
ясно что	6	8
должны были	1	1
с точки	3	1
отношения к	2	1
в это	1	2
из вас	1	2
людьми тебе	1	1
и теперь	1	1
же его	1	2
существующем состоянии	1	1
к себе	5	1
а по	5	1
в силу	2	2
к каким	1	1
замуж для	1	1
а для	1	1
уже упоминавшаяся	1	1
его пьесы	1	1
в аттической	2	2
свою жизнь	1	1
каждом из	1	1
в щите	3	10
на пути	1	2
с известной	2	1
том же	1	1
представление о	2	2
законных детей	5	2
если говорить	1	1
в сущности	2	1
отцу в	3	1
хотя бы	4	2
в с	1	1
мосхион не	2	1
о любви	2	1
и здесь	4	6
с женой	2	2
горящих светилен	1	1
хвастливого воина	4	4
и новой	1	4
самого начала	4	1
или в	1	3
вопроса об	1	1
но в	5	3
известный нам	1	2
меньше клянусь	1	1
человека в	2	3
всякого рода	1	1
не имеет	3	3
в отличие	1	2
со многими	1	1
обедаем наточенными	1	1
сих пор	9	2
критские дротики	1	1
деметрия полиоркета	2	3
все что	3	1
ст или	1	1
и сам	5	3
за лет	2	1
трагедии интриги	1	1
известной долей	1	1
тем не	3	1
жизнь и	1	1
этой связи	2	1
куда более	1	1
видно еще	1	1
сообщения о	1	1
этой комедии	4	2
он дал	1	1
и там	1	1
комедии ненавистный	2	1
том что	13	9
ничуть не	6	2
изображении характеров	1	1
у него	4	4
скорее всего	4	1
в ней	4	3
в другом	2	1
не зная	3	1
следует признать	1	2
о котором	1	1
царь александр	1	1
однако и	1	1
в этих	1	4
в построении	1	2
для создания	1	1
отношения между	1	1
для своего	1	1
своем отцовстве	1	1
женой и	2	1
в и	2	1
он начинался	1	1
чуть ли	1	2
совсем иначе	1	1
речь шла	2	1
именно об	1	1
в котором	2	3
образом на	1	1
политических деятелей	1	1
их творчестве	1	1
что его	5	3
они были	1	1
у женщин	1	1
ни одной	2	1
да еще	1	2
мог бы	1	1
того же	6	3
фр сл	1	1
античной литературы	2	5
не о	3	1
из ненавистного	3	1
не приходится	2	1
на себя	4	7
как к	1	1
состояние текста	1	1
произносимые в	1	1
ты напился	1	1
свою очередь	6	1
в голову	1	2
первой букве	1	1
в ответ	1	2
поскольку он	1	1
было ясно	1	1
основу сюжета	1	1
клянусь афиной	1	1
в реальном	1	1
сообщить зрителям	1	1
и мосхион	1	1
то ни	3	2
между противоположными	1	1
из жизни	1	1
изменилось и	1	1
но все	4	3
а также	2	1
глазах всех	1	1
сцену в	1	1
менандра с	3	2
сам себе	1	1
можно было	2	4
пирушке и	1	1
говорит о	1	1
и это	2	2
увенчиваемся ремнями	1	1
это дело	1	1
перипатетиков и	1	1
ним в	1	1
на рабском	2	1
молодой женщины	1	1
же не	1	2
сочувствия к	1	1
жизнь в	1	1
от ее	1	2
может служить	1	1
в комедии	10	19
н э	2	7
меньше всего	4	4
чувственная сторона	1	1
сл и	1	3
на что	1	2
от них	1	1
от катапульт	1	1
не с	2	1
комедии на	1	4
с которым	1	2
интересующие нас	1	1
дочери некоего	1	1
приходит к	1	1
дочь за	1	1
