2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part1_wordlist_2gram
и даже	2	7
не было	4	2
того чтобы	1	1
то это	1	1
в своих	3	1
только в	10	6
в произведениях	3	2
появляется в	1	2
тоже не	2	1
больше всего	1	1
другой стороны	3	3
так сказать	4	2
достоевского с	3	1
в этой	4	1
со своими	2	1
чужим словом	1	1
из тех	2	1
и провоцирующий	1	1
отношению к	8	6
т е	21	12
правда неотразимо	1	1
идет о	4	1
два человека	1	1
голосами других	1	1
всяком случае	3	5
героев достоевского	1	4
его с	1	4
ибо не	2	1
поэтому-то так	1	1
резко отличается	1	1
самим собою	2	9
среди уже	1	1
на рынок	1	2
они и	1	1
как в	6	4
нет ни	2	2
бедных людях	1	1
во всяком	5	5
диалога в	1	2
и не	31	29
что у	1	6
слово как	1	1
замыслу достоевского	1	7
мы уже	2	6
здесь же	1	1
свое последнее	1	1
со всех	1	1
лежит в	1	2
о сочетании	1	1
меньшей степени	1	1
таким образом	12	5
диалога у	1	1
мире а	3	2
свой предмет	1	2
элементов произведения	1	1
с голосами	1	1
не он	1	1
оценок и	1	1
время не	3	2
а вовсе	1	2
тем что	4	4
вопрос кто	3	1
же касается	1	1
одно и	1	1
поэтому слово	1	1
уже в	3	3
героя из	1	3
такой человек	1	1
для самого	2	1
в жизни	2	2
это и	5	2
в плане	5	6
у вас	2	2
в изображении	2	1
диалог в	3	2
не только	15	10
нет становления	1	1
ибо в	2	2
является лишь	4	1
дано на	1	1
с какой-то	1	2
он не	5	15
говорит он	6	3
героя он	1	1
в основном	1	1
заставляет его	2	1
что даже	1	2
для его	3	2
в человеке	3	2
но у	4	1
наконец в	2	3
все эти	9	4
внутреннего человека	1	1
что казалось	1	2
и смердяков	1	1
в данном	2	1
в пределах	13	6
может и	1	1
рядом с	14	4
и потому	6	2
подполья я	1	1
тенденция к	1	2
случае не	1	1
о герое	4	1
с самого	1	8
со своим	2	1
собою в	1	1
в их	3	1
в кругозор	6	2
исторические проблемы	1	1
ум и	1	1
т д	1	2
кто он?	2	1
обращаться к	1	5
то все	1	2
достоевского к	4	1
выражение и	1	1
того в	1	1
в себе	7	6
между ними	2	1
в большей	1	1
и он	1	2
на его	2	4
герои достоевского	3	1
как на	3	2
все как	1	1
к тому	1	5
отдельных мыслей	1	1
с их	5	1
и становится	1	1
таким же	3	1
и беспокойство	1	1
других героев	1	1
один миг	1	1
перед нами	5	1
самому герой	1	1
как если	1	1
он приводит	1	1
нему и	2	5
эти черты	1	1
голосов и	1	2
слово о	7	7
сознанию героя	3	1
как нам	1	1
достоевского они	1	1
из них	1	5
в бедных	1	1
бы уже	2	3
ничем не	1	1
с другом	1	2
достоевского нет	3	3
творчества достоевского	8	1
почти никогда	1	1
и для	4	8
мысли в	2	1
самого достоевского	6	1
до конца	8	3
но даже	1	1
литературных произведений	1	1
авторского замысла	4	1
отличается от	3	2
согласиться с	1	1
его ум	1	1
художественного мира	5	1
в вас	3	1
в первом	1	1
отношении друг	1	1
своих признаний	1	1
него не	2	1
одного и	1	1
для достоевского	5	4
вполне понятно	1	2
одном месте	1	1
по себе	8	3
любовь к	1	1
словом о	2	2
все исторические	1	1
еще не	5	4
знает что	1	3
у ивана	1	1
ни одного	2	5
на первом	1	1
он сам	3	5
с ним	5	8
не столько	1	1
к его	1	1
собрать свои	1	1
но на	1	4
к той	1	1
в конце	6	5
достоевского по	1	2
не разрешает	1	1
бы тот	1	1
иван карамазов	1	1
все еще	1	1
а в	7	5
тому что	3	2
в статье	1	1
слово и	1	1
всего в	1	1
дано как	1	1
и предположений	1	1
в каждом	8	3
достоевского переходим	1	1
достоевского является	2	1
для героя	1	1
слово оно	1	1
с самим	1	14
в уста	3	1
бы его	1	4
каков бы	1	1
и вот	1	5
целом это	1	1
поэтому и	4	1
по преимуществу	2	1
словом героя	1	1
него и	1	2
романа но	1	1
в своем	8	2
одного плана	1	1
ни был	2	4
самому и	1	5
на которой	1	1
второй голос	1	5
слов героя	2	1
но с	3	2
является в	1	1
и на	7	6
быть речь	1	1
отдельных героев	1	1
слово его	1	1
теми же	1	1
глава третья	1	1
диалог и	1	1
и внутренняя	1	1
достоевского в	12	3
к другу	1	1
житии зосимы	1	1
неотразимо возвышает	1	1
по крайней	1	3
вообще не	1	2
нем и	1	1
для того	1	1
личный документ	1	1
это из	1	1
что весь	1	1
и примирения	1	1
как и	12	18
тому как	3	2
эту волю	1	1
вступают в	1	1
потому что	8	12
ставрогина и	1	2
одного монологического	1	1
в аспекте	1	1
друг друга	3	2
конечно и	2	1
на котором	3	1
у которого	1	1
для такого	1	1
ни одно	1	1
в самом	10	8
а то	1	1
это последнее	1	1
же время	9	12
творчестве этот	1	1
в то	10	12
поэтому в	2	1
по отношению	8	5
никогда не	3	8
героев и	3	1
в напряженном	1	1
этом отношении	3	1
в мир	3	1
действующими лицами	1	1
с чужим	1	1
всех этих	2	2
слова не	1	2
и в	29	34
все время	2	5
так же	6	8
не вмещается	1	1
отметить что	1	1
в мире	6	4
чтобы она	1	1
и материал	1	1
так что	2	5
подполья но	1	1
другому моменту	1	1
записок из	2	3
в вашем	1	1
все они	1	1
так как	6	4
из его	2	4
и каждое	1	1
и только	1	2
и веселья	1	1
но не	9	4
к концу	1	3
такой же	1	3
и говорит	1	2
героев или	1	1
по замыслу	1	12
не в	7	9
страница из	1	1
вовлекаются в	1	1
сердце к	1	1
если оно	1	1
вообще нет	1	1
не знал	1	2
точек зрения	3	2
как будто	3	7
правде правда	1	1
его внутреннюю	1	2
творчестве достоевского	5	5
поэтому он	1	3
неразрывной связи	1	1
на этом	1	4
мы должны	3	5
помимо его	1	1
плане и	1	1
мы сказали	1	1
и во	2	3
не могут	6	1
в которых	2	2
как с	1	1
бы он	2	4
другом как	1	1
и до	3	1
героя как	2	1
образа героя	2	3
сознанию и	1	1
у меня	1	6
о своем	3	1
раз и	4	3
лишь как	7	1
макара долгорукого	1	1
отношении к	3	7
герой как	3	1
с этим	2	2
лишь в	1	5
словом и	1	3
сущности не	1	2
романах достоевского	5	3
функций в	1	1
слове и	1	1
и с	4	15
он знает	3	2
но это	4	4
признать что	1	2
он остается	1	1
позиции как	1	1
под влиянием	1	3
несколько раз	1	2
самом рассказе	1	1
это в	1	2
не для	1	2
друг другу	2	4
и личный	1	1
наконец на	1	1
позволяет ему	1	1
голосами и	1	1
конечно не	2	2
и самого	4	1
для этого	1	3
по ту	2	2
нет в	1	2
автора а	2	1
это не	9	5
и идеологической	1	1
столько в	1	1
слово в	2	2
него самого	2	1
с другой	3	4
интенции автора	1	1
замысел достоевского	1	1
и как	7	3
он все	2	3
голос самого	2	2
в речах	1	8
хотя конечно	1	1
другого человека	4	5
и был	1	1
должно быть	4	3
и совершенно	1	1
бы ни	1	1
но он	2	3
далеко не	3	3
из своего	2	4
было бы	5	2
в житии	1	1
чем его	1	1
слову героя	2	2
лишь на	3	2
меня но	1	1
как бы	19	27
своих мыслей	1	1
бы быть	1	1
в процессе	4	1
какой бы	2	1
из всех	1	1
нами особенность	1	1
а его	2	1
его построения	1	1
идеологии достоевского	1	1
прежде всего	7	15
тех кто	1	1
точки зрения	19	8
степени как	1	1
том условии	1	1
себе и	3	5
героя но	2	2
а с	1	3
волю в	1	2
сам и	1	2
него как	1	1
он ни	2	3
в монологическом	5	1
рассказа изменяется	1	1
мы остановимся	2	4
и оставалось	1	1
но и	14	12
человеческого голоса	1	1
мы привели	1	1
к своему	1	5
и самостоятельности	2	1
в ее	1	3
знает и	1	7
он может	3	2
нет и	1	3
задает себе	1	2
достоевского всегда	1	1
до сих	2	1
подполья и	2	1
сочетается с	5	1
остается в	1	2
не знает	3	6
в творчестве	5	3
вас нет	2	1
твердый и	1	1
ясно и	1	1
идеологической позиции	3	1
будто бы	1	2
в большинстве	2	2
но именно	3	2
всею ясностью	1	1
себе но	1	1
к собственному	1	1
б я	1	1
тип не	1	1
своему предмету	1	6
одной из	1	1
героя с	3	1
здесь действительно	2	1
не слышит	1	2
завершенный образ	1	2
или как	5	2
себя в	1	1
я бы	1	3
него таким	1	1
позиции героя	1	1
и свое	1	1
его внутреннего	1	3
до последней	1	1
героя и	10	9
один голос	1	1
его романа	1	1
они действительно	1	2
началом его	1	1
у героев	1	1
и другого	1	3
здесь мы	2	1
беспорядочным началом	1	1
роль в	1	1
именно потому	2	2
на самом	5	11
он определяет	1	1
и наконец	4	5
самосознание и	3	1
или напротив	1	1
на одно	1	2
его слову	1	1
в главе	1	1
был действительно	1	1
структурными элементами	1	1
кругозор самого	3	1
в целом	6	5
но эта	4	1
для других	2	3
уже совсем	1	1
такое не	1	1
что не	1	7
тон в	1	1
и пр	3	1
а не	22	9
на счет	1	1
крайней мере	1	3
с этой	2	2
в этом	22	16
время как	1	1
завершить его	1	1
существенный момент	1	1
главного героя	1	1
все те	2	2
тотчас же	1	4
достоевский не	3	1
об этом	1	1
быть и	1	2
со всею	2	2
одного сознания	9	1
она была	1	1
одним из	6	1
и внутренне	3	2
самим по	1	1
и ее	2	2
мы замечаем	1	1
здесь с	3	1
художественный замысел	1	1
для себя	2	6
вот как	1	3
смысловой материал	1	1
на него	3	7
одна из	3	1
прямо сказать	1	1
и упорно	1	1
такой образ	3	1
голосов даже	1	1
романа впервые	2	1
дан в	1	1
был очень	1	1
совпадает с	2	2
любовь ненависть	1	1
слово героя	7	4
этого слова	1	7
все это	6	16
этом произведении	1	1
или меньшей	1	1
о слове	2	1
переходим к	1	4
должно отметить	1	1
как например	2	1
в один	2	1
я сам	1	7
была быть	1	1
их в	4	3
находится в	2	2
высшей степени	1	3
самом деле	6	13
могли бы	2	1
авторское слово	1	2
которую он	1	1
его романов	3	1
он и	5	5
как за	1	1
что касается	1	1
его творчестве	2	1
что я	1	15
действительно и	1	1
о нем	9	2
хотя и	1	3
не так	1	1
не успел	1	1
не способен	1	1
что может	2	1
кругозора в	1	1
стиль и	1	4
самом построении	2	1
и слово	3	8
замысле достоевского	1	1
он есть	4	2
чужое слово	2	2
например в	3	2
что оно	2	2
где он	1	3
и происходит	1	2
из подполья	10	36
он понимает	2	1
основная тенденция	1	1
и со	2	2
то же	14	14
нет этих	1	1
приходит в	1	1
за живое	1	3
будет и	1	1
не довлеет	1	1
особый тип	1	2
это было	1	3
свои мысли	2	1
в двойнике	1	8
оно может	2	1
сравнительно с	1	1
героя в	4	5
его творчества	3	1
должна была	4	2
ее как	3	3
ним и	3	1
социальной действительности	1	1
его замысел	1	1
бы сказать	1	1
в романах	7	3
этом смысле	10	4
его герой	1	1
от другого	1	3
ну и	1	1
с собою	2	6
входящих в	1	1
и если	1	2
у достоевского	16	13
а так	1	2
герой из	1	4
при том	1	1
характер и	1	3
войти в	2	2
и именно	1	1
что же	4	8
в себя	3	1
только что	1	3
более того	5	2
построения как	1	1
себя сам	2	1
его сознания	2	1
автор в	1	1
его можно	1	1
ни были	2	1
только слово	1	2
и быть	1	1
противоречии с	1	2
и само	1	1
и их	1	1
речах хромоножки	1	1
свести их	1	1
выходит за	1	2
его целом	6	2
сердце ваше	1	1
себе все	1	1
образом в	1	1
вопрос о	2	2
и мы	1	1
даже тон	1	1
в которой	2	2
не стыдно	1	1
личности не	1	1
к нему	6	14
достоевский заставляет	2	2
но при	1	1
плана и	1	1
житийные тона	1	1
можно сказать	1	1
ничего не	5	4
а и	1	1
сочетаются с	1	1
ее на	1	1
сочетания голосов	2	1
что он	8	23
не идет	1	1
отчетливо и	1	1
данном случае	2	1
самого говорящего	1	1
себе самому	3	18
что они	1	6
он воспринимает	1	1
человека из	3	13
можно прямо	1	1
должен быть	1	1
в нем	19	19
чтобы в	2	1
из одного	4	1
по сравнению	1	1
они ни	2	1
в других	1	1
во всех	1	2
у голядкина	1	1
е все	1	1
себе как	1	2
и почтительно	1	1
что и	4	5
один из	2	2
уже не	13	2
голос его	1	2
они уже	3	1
и навсегда	1	1
к правде	1	2
должны были	1	1
с точки	13	4
отношения к	3	1
цельный образ	1	1
при всей	1	2
но только	1	2
что такой	1	1
же и	2	2
это слово	1	5
же его	1	1
к себе	2	17
котором мы	1	1
именно тем	1	2
человек и	2	2
тогда я	1	1
идей мыслей	1	1
он в	3	4
я в	1	4
в сущности	5	11
хотя бы	2	5
себе самом	9	5
преломления в	1	1
с ней	1	1
образ героя	3	1
радости и	1	1
и принципы	1	1
с другими	7	4
другого героя	1	1
самого начала	2	8
и по	1	1
каждой мысли	1	1
но в	7	16
благодаря этому	2	2
человека в	4	1
и внутреннюю	1	2
достоевского никогда	1	1
были исключить	1	1
может найти	1	1
своего рода	1	2
сих пор	2	1
и сам	2	5
если и	1	2
произведениях но	1	1
быть по	1	1
оправдывает себя	1	1
чужому сознанию	2	3
самая установка	1	1
большей или	1	1
конце концов	5	3
можно лишь	1	2
собственного слова	1	3
это очень	1	1
всех существенных	1	1
которого он	1	3
при этом	2	4
того что	1	5
как последняя	1	1
и там	1	1
его он	1	1
но уже	1	1
что имеет	1	1
в форме	7	2
том что	7	3
среди них	1	1
но что	1	1
у него	5	4
раскрыть и	1	1
в ней	2	3
хромоножки в	1	1
и она	1	1
и лишь	1	2
могут завершить	1	1
в другом	1	8
в точку	2	1
с беспорядочным	1	1
она и	1	1
в построении	4	1
снова к	1	1
в произведении	4	1
тех которые	1	1
сам с	1	1
них не	1	1
что каждый	1	1
вот в	1	1
изменяется сравнительно	1	1
сама по	1	2
не средство	1	1
ее до	1	1
в котором	2	3
же степени	1	2
ни одной	2	1
как таковой	2	1
начала все	1	1
для него	18	13
да еще	1	2
друга но	1	1
не о	2	4
или другого	1	2
лишь один	2	1
как к	3	4
на себя	2	1
другой и	1	1
вступает в	1	2
зрения на	7	1
увидеть и	1	2
же это	1	1
свою очередь	1	1
героя для	1	1
он это	1	2
нисколько не	2	2
в стиле	1	3
входит в	7	2
целом мире	1	1
был бы	6	2
ни на	1	1
не перед	1	1
его произведениях	2	1
другого и	1	1
то ни	2	4
достоевского уже	1	1
оно не	3	1
себе значит	1	1
в романе	9	1
но все	5	5
мы увидим	1	2
сам себе	1	1
что это	1	5
можно было	2	1
это многообразие	1	1
к миру	1	1
и это	5	4
вас и	1	2
свою внутреннюю	1	1
и человек	2	1
же не	2	2
жизнь в	1	1
и тона	3	1
органически чужд	1	1
человек из	4	7
ведь это	2	1
этот принцип	3	1
друг к	1	1
она только	1	1
стиля и	4	1
к чужому	1	4
от какой	1	1
если б	2	2
