2gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_2gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_2gram
не говоря	4	2
к предмету	2	1
к сотворчеству	1	2
художественности принципиальная	1	1
индивидуальный талант	1	1
в художественной	1	1
тогда когда	1	1
культуре уединенного	1	2
тем что	2	2
уже в	1	5
трактуется как	1	1
в жизни	8	6
лирическое я	1	1
в знаковом	1	2
не только	14	24
искусства как	1	2
по аналогии	2	3
быть актуализированы	1	1
объекта и	2	2
он не	1	1
взаимонезависимости его	1	1
бахтин а	1	1
события особого	1	1
наконец в	3	1
по собственному	2	1
созерцательность уединенного	1	1
еще на	2	1
я при	1	1
людей в	1	1
в данном	4	5
и всякое	1	1
тихо его	1	1
может и	1	1
значительной степени	1	1
реалистами в.т	1	1
оказывается не	2	2
в литературе	1	1
нетронутую и	1	1
и мегатекст	1	1
сотворчеству утверждает	1	1
форм оскудение	1	1
в их	1	3
внутреннее я	1	1
пресуществить нашу	2	1
произведение искусства	6	8
мы чувствуем	1	1
поскольку апеллирует	1	1
однако с	1	1
аналогии с	1	3
конструктивных принципов	1	1
речь не	1	1
в себе	6	7
и того	1	2
по этой	2	2
и он	1	1
от собственной	1	1
и другими	1	1
в единственном	1	1
человеческого опыта	1	1
жизни по	1	1
как известно	1	1
в словах	3	1
личности в	3	1
к тому	6	2
за два	1	1
она поворачивается	1	1
искусство как	2	1
не оставляет	1	2
во внешнем	1	1
искусство а	1	1
художественное произведение	2	2
свой другой	1	1
я только	2	1
в уме	1	4
перед нами	1	1
составляет не	1	1
одной стороны	4	2
автора героя	1	1
бы не	1	3
в соответствии	3	1
пастернака и	1	1
к непосредственному	1	1
от жизни	2	1
чужом сознании	1	2
из них	4	4
по характеристике	1	3
столетия в	1	1
иосиф бродский	2	1
установка на	2	1
быть может	2	1
в области	3	3
качестве эстетического	1	1
себе роскошь	1	1
от границ	1	1
такое искусство?	1	2
до конца	4	1
искусство начинает	1	1
собственного сознания	1	1
самоизвращения равную	1	1
нашу действительную	2	1
художественного мира	1	1
и уже	1	1
может оказаться	1	1
неотождествимыми гранями	1	1
со специфической	1	1
изысканиях а.а.потебни	1	1
теургической эстетике	1	1
живаго и	2	1
после чего	1	1
сознания так	1	1
чувствуем что	1	1
становится для	1	1
в ссср	1	1
авторитарного сознания	2	4
и является	1	2
не менее	2	7
в борьбе	1	1
еще не	6	4
разобщения и	1	1
знает что	2	1
в году	5	13
он сам	1	1
и посредством	1	1
для советской	1	1
не столько	1	5
сознания в	1	12
так в	1	1
т.с элиота	2	1
понятую как	1	1
коммуникативной эстетики	1	1
социальной структурой	1	1
не личное	1	1
в конце	2	4
равную самоубийству	1	1
второй половине	1	1
неровный слог	1	1
в ситуации	2	1
ментальный кризис	2	2
в принципе	2	3
а в	5	3
к новым	1	1
этого субъекта	1	1
безвластия взаимонезависимости	1	1
е фарино	2	1
вл соловьева	1	2
и более	1	1
первый взгляд	1	1
представляет собой	2	4
агрессивно или	1	1
в каждом	1	1
самого человека	1	1
одной личности	1	1
в русской	1	10
от самого	1	2
в хх	3	6
есть коммуникативное	1	1
ю.н тынянов	1	2
и вот	2	1
творческого поведения	2	4
впечатления бахтин	1	1
мегатекст о	1	1
творческое поведение	3	2
концепция личности	1	1
намерения творческих	1	1
эстетической деятельности	2	4
что лирическое	1	1
и противоположный	1	1
и духовного	1	1
в романтическую	1	1
в своем	1	11
дискурсом свободы	1	1
принадлежности к	1	1
романа о	1	1
в нашем	1	1
одного из	2	3
путь личности	1	1
для художника	1	1
культуры уединенного	1	5
и на	2	1
окружающей его	1	2
в ходе	1	1
вплоть до	2	2
оно было	1	1
жизненных путей	2	1
в сторону	3	1
субъекта объекта	1	1
на адресат	1	1
эту нетронутую	1	1
действительной жизнью	1	1
общественного сознания	2	3
н чужак	1	1
за счет	1	1
зритель слушатель	1	1
так или	2	8
эстетического объекта	6	6
занимающего нас	1	1
посредством этого	1	1
истории это	1	1
такой деятельности	1	1
собственного творения	1	1
позволить себе	1	1
жизни с	1	2
языка который	1	1
пределы духовного	1	1
кроется корень	1	1
как и	5	6
элиота традиция	1	1
о ком	1	1
тому как	3	2
оставляя за	1	1
потому что	3	3
нуждается в	1	3
друг друга	1	4
для которой	1	1
переходное состояние	2	1
или иную	1	2
что для	1	2
общность центробежна	1	1
другого в	4	3
в самом	3	3
а то	1	1
на том	1	2
жизни человеческого	1	2
литературного произведения	1	4
же время	7	5
тогда как	17	13
по словам	1	1
в то	9	5
классической эстетики	1	1
по отношению	4	3
никогда не	4	4
становится ясным	1	1
провозгласившем искусство	1	1
этом отношении	5	2
литературной рутиной	1	1
и то	1	2
литературы хх	1	1
в россии	1	2
в решении	1	2
анализу стихию	1	1
субъекта уединенного	1	1
первых десятилетий	3	1
в.т а	1	1
традиции к	2	1
эстетический субъект	2	3
и в	16	8
литературы под	1	1
материале текста	1	2
гибели всерьез	1	1
в мире	16	2
под названием	1	1
всем и	1	2
своего другого	4	3
о художнике	8	1
всю ночь	2	1
не просто	1	1
а на	2	1
все они	2	2
или благодатно	1	1
с предельной	1	1
из его	1	2
адресат осмысливаются	1	1
и только	2	2
значение в	1	1
но не	4	4
я это	2	1
к вагинова	1	1
и неровный	1	1
к концу	1	1
герой в	2	1
ключ к	1	1
в стихах	6	1
субъекта и	5	3
не в	10	8
читателя в	1	2
субъекта жизни	2	1
для нас	1	1
ни соцреализм	1	1
как будто	4	2
эстетическое переживание	2	2
наследия как	1	1
для всех	1	1
от футуризма	1	2
русской поэзии	1	5
а сам	1	1
по диалогу	1	1
человеческого присутствия	2	1
предстает субъектом	1	1
адресата авангардистский	1	1
на духовную	1	1
на свою	3	1
авангардистский дискурс	1	1
ход мысли	1	1
своего собственного	1	1
по существу	4	1
я впоследствии	1	1
непосредственно в	1	1
вопрос что	1	1
говорится в	1	2
героя как	2	2
поскольку его	1	1
на нее	1	1
оснований и	1	1
в конечном	1	5
текста в	1	1
на слух	1	1
вследствие неоднородности	1	1
и читателем	1	2
годы не	1	1
как это	3	8
свободы выталкивает	1	1
отношении к	1	1
лишь в	5	4
засоренный и	1	1
как ранее	1	1
перед лицом	4	1
ценностям общечеловеческой	1	1
тех же	1	3
столетия исходит	1	1
и с	2	1
одухотворить пресуществить	2	1
я и	10	7
знаком литературного	1	1
общественной жизни	1	1
не созерцательным	1	1
исходя из	1	3
всего лишь	5	4
не начинается	1	1
парадигмы художественности	2	7
объект и	2	2
ахматова но	1	1
искусству как	1	1
вмешивается в	1	1
ые годы	2	1
на мой	1	1
и заодно	1	1
оставшееся вне	1	1
этого текста	2	3
же в	2	5
[] это	3	1
созерцательным созерцательность	1	1
утвердить вовне	1	1
духовным ценностям	1	1
я то	1	1
первочитателя собственного	1	1
для этого	1	4
и т.д	1	1
я был	1	1
в понимании	1	1
участники художественного	1	1
это не	5	4
с тобой	1	1
мыслит и	1	1
как от	1	1
между людьми	2	1
с другой	6	3
субъектом и	1	1
в художественном	1	4
и как	3	1
ему кажется	1	1
должно быть	4	1
центральную проблему	1	1
потому не	1	1
далеко не	2	3
искусства и	3	5
в хiх	1	1
духовного общения	1	2
в чем	1	1
было бы	2	2
в чужом	1	4
сути своей	1	1
интенция свободы	1	1
что такое	1	2
мышление художника	1	1
в случае	2	4
в москве	1	2
бы быть	1	1
в творческом	2	1
как бы	8	7
заявки на	1	1
не кончается	1	1
стихию всеобщего	1	1
русской литературы	2	2
в первой	2	1
очевидно что	1	1
парадигма художественности	1	4
лирическому герою	2	2
прежде всего	3	11
его историческим	1	1
путь от	1	1
точки зрения	7	6
на один	1	2
а с	1	1
поэтому для	1	1
его личности	1	1
художественности как	1	3
в.т и	2	1
без другого	2	1
эстетика адресованности	1	1
апеллирует к	1	1
и новые	1	1
цели с	1	1
трактате льва	1	1
но и	14	17
к своему	1	1
новая ментальность	2	1
изобретательства и	1	1
будучи дискурсом	1	1
при котором	1	1
в ее	5	1
а затем	3	1
но деятельно	1	1
именно в	5	1
эти слова	2	1
втором лице	1	2
исчерпанности оснований	1	1
не знает	2	1
очевидным образом	1	1
вне человеческого	1	1
тихо тихо	1	1
его кругозор	1	1
в лирике	1	3
художественного мышления	6	1
самим собой	3	2
отрешенности от	1	1
оскудение мысли	1	1
коммуникативное событие	4	4
выраженное поэтом	1	1
ранней лирики	1	1
одной из	1	1
себя в	7	6
должно одухотворить	2	1
деятельно побудительным	1	1
в историю	1	1
человеческой личности	1	1
в художественных	1	1
на читателя	1	1
героя и	1	1
только для	3	1
всего наше	1	1
стихи юрия	3	1
этом не	1	1
гумилев о	1	1
жизни как	2	1
братства и	1	1
интертекстуальные связи	1	1
на самом	1	1
которая в	1	2
конвергентного сознания	7	3
власть над	1	1
художника оказывается	1	2
уединенного сознания	14	50
одном воображении	2	1
этой точки	1	3
хiх веке	1	1
не к	1	2
литературного процесса	1	6
соцреализма в	2	1
быть в	1	1
оказывается своего	1	1
поворачивается к	1	1
в целом	5	8
по большей	2	1
сознания к	1	2
что не	2	2
адресата эстетического	1	1
в ые	2	1
во второй	2	1
советской ментальности	2	1
личности становится	1	1
а не	12	16
тех пор	1	1
принципиальная особенность	1	1
человеческой субъективности	1	1
с этой	2	5
уединенностью и	1	1
самого себя	1	3
говорить о	1	1
в этом	14	12
с одной	4	2
художественного целого	1	2
за рамки	1	1
индивидуальном сознании	1	1
превращается в	1	2
парадигмами художественности	1	1
факторов художественного	1	2
духовного уклада	1	1
для иного	1	1
коммуникативная стратегия	1	5
художественной культуры	5	10
один что	1	1
в качестве	5	17
одним из	4	5
поэзии и	2	2
а во	1	1
как самотрансценденция	1	1
адресованности в	1	1
и одно	1	1
и подобные	1	1
смерть автора	1	1
в поэзии	5	1
для себя	2	5
прочитав разорви	1	1
но по	1	1
эстетике владимира	1	1
чистом виде	1	1
обнаруживаются в	1	2
этого не	1	2
поэтическую формулу	1	1
произведение в	1	2
жизни не	2	2
как таковое	2	1
этой воли	1	1
и самой	1	1
в обращении	1	1
iii добавления	1	1
глубины которые	1	1
у классиков	1	1
актуализированы в	1	2
в общем	1	1
исканий xx	1	1
исторической жизни	1	1
игорем п	1	1
отдельно взятой	1	1
крестного пути	1	1
искусства предстает	1	1
лишь тогда	1	1
как например	2	1
состоит в	6	11
в стихотворении	6	4
жизненной позиции	1	1
тексты не	1	1
едва ли	3	1
и есть	1	3
нового писателя	1	2
ведет к	1	4
решающее значение	2	1
самом деле	3	2
по своей	3	3
могли бы	2	1
совесть твоя	1	1
историю литературы	1	1
он и	2	3
как может	1	1
в воспринимающем	1	1
что я	5	2
отныне не	1	1
о нем	2	1
эстетический адресат	1	1
мыслится как	3	3
с ее	3	1
все перечисленные	1	1
и однако	1	1
подобные им	1	1
например и	1	1
только на	1	2
как другого	1	1
они не	1	1
например в	3	3
другого среди	1	1
к тебе	1	1
и возможностей	1	1
кино и	1	1
несвободного авторитарного	1	1
альтернативу культуре	1	1
то же	9	5
о читателе	1	1
права на	1	1
позиции субъекта	1	1
субъект эстетический	1	1
и ролевой	1	1
исходит из	1	3
борьба с	1	1
художественной культуре	1	2
надо в	1	1
парадигма неклассической	1	1
ним и	1	1
эпохи романтизма	1	1
которые могли	1	1
события со	1	1
художественной эволюции	1	1
совершенно не	3	1
и эстетического	1	1
этом и	1	1
фарино о	1	1
субъект уединенного	1	3
художественного события	2	1
собственного я	2	5
в центре	1	1
об искусстве	4	1
на границах	1	1
художнике и	3	1
эстетики но	1	1
xix века	2	6
свое собственное	1	3
ахматовские нас	1	1
причастности к	6	1
и если	4	1
картину мира	1	1
смещая его	1	1
ту или	1	2
в чистом	1	1
с собой	1	4
именно таков	1	1
полной гибели	1	1
хх столетия	3	1
разумеется не	3	1
более того	3	1
романтической культуры	1	1
я говорю	2	1
в литературоведении	1	1
его интенции	1	1
живет на	1	1
весь мой	1	1
столь же	1	4
иннокентия анненского	1	1
что произведение	1	1
коммуникативного события	5	7
мысль каждый	1	1
сознания именно	1	1
вопрос о	2	1
лице как	2	1
иосифа бродского	1	2
по преимуществу	1	4
уединенного я	1	1
не всегда	2	1
как он	1	2
к нему	1	1
но при	1	2
можно сказать	2	1
неклассическая художественная	1	1
интеллигенции и	1	1
сознанное и	1	1
что он	5	5
не идет	1	1
последовательный авангардист	1	1
данном случае	4	4
одном из	2	1
том числе	3	1
себе самому	3	1
владимира соловьева	4	1
человеческого духа	3	2
произведении искусства	1	1
что они	1	1
деятельности как	2	1
и выраженное	1	1
к этой	1	1
к жизни	2	1
и недоступную	2	1
чтобы в	1	1
во время	1	1
в нем	2	2
парадигма художественного	1	2
лирический герой	5	4
или иначе	2	9
художественного творчества	2	3
годов в	2	1
во всех	2	1
не искусство	1	1
он был	1	1
м.н эпштейн	1	1
центробежна вследствие	1	1
себе как	1	1
художественной системы	1	1
окуджава и	3	1
парадигмах художественности	1	1
воспринимающее сознание	1	2
один из	2	3
в действительности	1	1
которой устремляются	1	1
что и	2	1
уже не	3	7
как участники	1	1
совокупность факторов	1	2
организация коммуникативного	1	1
в зеркале	1	1
с точки	3	2
пастернаком в	1	1
при всей	1	3
века в	1	3
стать самим	1	1
в силу	1	4
к себе	8	3
а по	2	1
провоцирует раскрепощение	1	1
романа с	1	1
он в	2	1
прощения поскольку	1	1
ты для	2	1
я в	7	5
по слову	1	1
преобразуя тем	1	1
художественного произведения	2	1
если говорить	1	1
личное автора	1	1
хотя бы	1	2
ориентировано на	2	1
или иной	2	2
роевого сознания	1	1
с ней	2	1
жизни но	1	1
постсимволизма в	1	1
что к	1	1
в е	8	2
искусство мыслилось	1	1
род распался	1	1
здесь как	2	2
в итоге	1	1
пространство оставшееся	1	1
непосредственному контакту	1	1
как писал	2	1
вот она	1	1
и неслиянность	1	1
во втором	2	2
но в	3	3
действительную жизнь	2	1
человека в	2	1
а я	3	1
не имеет	1	1
художественная культура	1	1
в xix	1	1
для пастернака	3	1
в отличие	5	5
отказ от	2	7
своего рода	10	11
и сам	2	6
это точка	1	2
только сознанное	1	1
советской литературы	2	1
уединенного творца	1	1
впервые провозгласившем	1	1
тем не	1	2
этой связи	1	1
задача нового	1	2
при этом	15	19
того что	9	6
том что	8	14
эстетического адресата	1	2
традиция и	1	1
у него	1	3
на свете	2	1
в другом	6	2
авангардист самоутверждаясь	1	1
художественной практики	1	2
эстетической природы	1	1
в этих	1	1
художественного впечатления	1	2
е годы	9	2
автора и	2	1
целом ряде	1	1
для своего	2	2
воображении а	2	1
дискурс свободы	2	5
вот в	2	1
искусства с	1	1
отличное от	1	1
и ты	4	1
на художественную	1	1
диалог согласия	2	1
в котором	1	1
с жизнью	4	1
а произведение	1	2
в рамках	4	6
эстетического откровения	2	1
было сформулировано	1	1
самой жизнью	1	1
творческого процесса	1	2
для него	2	2
силу своей	1	3
того же	2	2
коммуникативных стратегий	1	2
всеобщего личного	1	1
кругозор смещая	1	1
собою без	1	1
на себя	2	2
сознания а	1	2
из наиболее	1	2
в трактате	1	2
моя не	1	1
свою очередь	1	1
средством духовного	1	1
в искусстве	1	2
по выражению	1	2
неклассической коммуникативной	1	1
и.п смирнова	1	3
вяч иванов	1	1
нас четверо	1	1
рутиной слова	1	1
собирательное героя	1	1
искусство? впервые	1	1
от символизма	1	1
мне прости	1	1
в слове	3	2
то ни	2	1
внутреннего мира	1	1
в романе	3	1
а также	4	5
жизни его	1	1
сам себе	1	1
с правопорядком	1	1
со всей	2	1
сюда же	1	1
этом контексте	1	1
хх века	11	10
знаковом материале	1	2
событие разобщения	1	1
неклассической художественности	2	8
специфической социальной	1	1
интенциональные намерения	1	1
объекта на	1	1
личного самоопределения	1	1
целого в	1	1
в диалог	1	1
в связи	1	4
соответствии с	5	1
в тексте	4	8
жизни однако	1	1
ничего общего	1	1
изнутри своего	1	1
