2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram
необходимая категория	2	1
– как	2	3
и только	4	6
опыт и	1	1
но не	6	2
это будет	1	4
на природу	1	1
зрения чисто	1	1
солнце и	2	2
и смерти	1	1
религии это	1	1
субъекта и	4	4
не в	8	3
тут вы	1	1
кроме этого	1	1
решительно на	1	1
говоря о	1	1
миф догмат	1	1
даже не	1	6
что мифический	1	2
всего прочего	1	5
то как	3	2
есть в	2	3
точнее говоря	1	1
живое существо	2	2
всеобщее одушевление	1	1
на этом	2	2
не могут	4	4
или других	2	1
и во	1	2
есть всецело	1	2
с какой	1	1
по существу	1	2
уже с	1	1
и стало	5	1
представить себе	1	1
и говорить	2	2
субъект и	1	2
что под	1	1
от поэзии	1	2
забудем что	1	1
у меня	3	2
как тело	1	3
лишь как	1	2
как это	7	5
из себя	1	2
– то	2	1
который не	1	2
это вопрос	1	1
что этот	3	2
с этим	3	3
к мифологии	1	1
не забудем	1	2
речь идет	1	1
и с	5	6
я и	2	2
скажем что	1	1
больше чем	1	1
же –	4	1
но это	7	5
правда это	1	1
т н	1	4
и личность	2	1
нет вообще	2	2
мере в	2	3
я думаю	1	2
свете есть	1	1
друг другу	1	1
и всякий	1	3
во что	1	4
одному тому	1	2
ее в	2	2
же в	2	2
о filioque	1	1
есть сама	4	1
фактов но	1	1
только вы	1	2
есть явление	1	5
конечно не	6	4
нею в	2	1
личность проявляет	1	1
е в	3	4
тут же	4	1
также и	2	2
у него	1	2
вечность и	1	2
это все	2	1
это не	10	4
же самой	1	1
сразу и	2	1
может рассуждать	1	1
ее становление	1	1
с другой	5	4
опыте и	1	1
а если	1	3
иной раз	5	2
итак нельзя	1	1
и как	10	8
рационалистическая метафизика	1	1
здесь в	1	1
но он	4	1
дело не	2	1
должно быть	7	3
и совершенно	2	1
очевидно не	1	1
либерализм и	1	1
в мифической	1	1
далеко не	1	1
научной точки	1	1
того как	2	1
было бы	3	5
это значит	8	24
в чем	3	4
вернее же	1	1
что такое	3	21
на вещи	2	1
как бы	14	3
конечно –	1	2
историчен догмат	2	1
более или	2	1
как некое	1	1
и никакого	1	4
только к	2	2
явно что	1	5
как таковая	1	3
прежде всего	8	8
исторического процесса	1	2
их не	1	2
точки зрения	12	25
себе и	3	1
и души	1	1
существования но	1	1
что именно	1	3
много раз	3	1
по которому	1	2
– следовательно	1	1
видно что	1	1
религиозным опытом	1	1
физики или	1	1
смысле не	2	2
но и	12	9
что время	2	2
тем или	2	1
уже перестает	1	1
для мифа?	2	1
мы но	1	1
мы понимаем	1	1
уже по	1	2
и личности	1	1
именно в	2	2
он может	2	1
нет и	1	4
явление если	1	1
бы только	2	2
в ее	4	1
до сих	2	1
только то	4	1
все на	4	1
это может	2	1
по воздуху	3	1
сводится на	1	3
духа и	1	1
не знает	1	3
в зависимости	2	2
мы не	1	5
миф в	1	1
чем в	1	1
по одному	4	2
– он	1	1
себя в	2	2
я бы	1	3
ибо тут	1	1
мы можем	1	1
во всем	1	3
реальности как	1	1
от поэтического	3	1
от его	1	2
проявления личности	1	1
и другого	1	1
наконец и	1	1
я уже	2	7
в результате	2	1
ибо по	1	1
на самом	2	1
самый принцип	2	1
я приведу	2	1
зависит от	2	2
как вид	1	1
не к	1	1
мира где	1	2
всякого другого	1	5
мы всегда	1	1
самого мифа	1	1
в науке	2	1
сам себя	1	1
оно –	2	4
вообще никакого	1	2
мифе личность	3	1
и судьба	1	1
миф никогда	1	1
мифология и	3	5
что не	6	5
тут –	7	2
что эти	2	1
и пр	5	6
живого человеческого	2	1
не что	3	6
а не	16	26
во-первых это	1	2
когда я	2	1
тех пор	3	2
говорить о	5	4
с этой	1	5
значит что	12	24
и объекта	4	3
с одной	2	3
в этом	8	8
крайней мере	9	5
просто к	1	1
миф о	2	3
процессов но	1	1
если мы	2	1
превращается в	1	6
тела в	1	1
каком смысле	1	3
время как	7	4
человека но	2	1
тотчас же	1	1
почему же	1	2
об этом	3	6
перед нею	1	1
точно так	1	2
– к	2	1
быть и	4	3
например от	1	1
получается что	1	2
она была	1	2
нет никаких	1	2
тут мы	2	2
быть действительно	1	1
как же	3	5
и делает	2	1
что мы	2	8
если их	1	2
будет ли	2	1
и ее	1	3
ясным что	1	1
мифического сознания	3	7
силу и	1	1
и вещественности	1	1
точка зрения	1	5
между собою	3	1
вещи есть	1	2
миф не	22	5
есть она	1	1
он всегда	2	1
с мифом	1	1
диалектической точки	1	2
– только	1	2
не видят	1	1
на него	2	1
есть мифология	2	2
и объект	1	3
есть бытие	3	2
а только	3	1
и самой	1	2
одна из	1	3
же как	3	2
можно и	1	3
из этих	1	2
очень много	1	1
– или	1	3
в общем	2	1
против этого	1	1
есть факт	1	1
всякая личность	1	1
бытия и	1	2
но почему	1	2
все это	4	6
только одно	2	2
я сам	2	1
и есть	4	16
– это	6	6
е только	1	1
сознания но	1	2
все вещи	1	4
самом деле	4	6
к чему	1	1
прочего и	1	2
общества в	1	1
и когда	4	2
по своей	4	1
их в	2	2
раз вы	1	1
определяется своим	1	1
тут только	2	1
воздействие на	1	1
с ее	2	1
всегда только	1	1
догмат в	1	1
во многом	1	1
только на	1	7
мифологии и	7	3
они не	3	2
движении но	1	1
он есть	3	3
например в	2	2
что оно	4	7
тела и	5	1
– сила	1	1
может только	2	1
также не	1	3
то не	3	1
д я	1	2
то же	12	6
того есть	1	1
время есть	6	1
так то	1	1
за живое	1	1
при помощи	1	3
предметы не	1	1
из сферы	1	1
это было	3	3
делает ее	1	2
и бытия	3	1
в личности	4	1
ли вы	1	1
есть всегда	11	5
– в	8	6
его на	1	2
всякую грань	1	1
своей собственной	1	1
дерево а	1	1
не будет	2	3
совершенно не	7	2
то –	1	1
от другого	1	1
– лишь	1	1
живой человек	1	1
и истории	1	1
вот почему	1	1
душа есть	1	1
с целью	2	1
возможна только	1	1
это же	1	3
не ставится	1	1
и если	4	2
вещь есть	1	2
думают что	2	1
а вечность	1	1
от самой	1	2
время на	1	1
отрешенность от	10	2
из нее	1	2
или не	2	5
или феноменальное	1	1
я сейчас	1	1
а все	1	1
что же	2	11
только что	5	4
нет без	1	1
тогда –	2	2
чтобы быть	1	4
только лишь	2	1
это –	23	16
если она	2	1
однажды я	2	1
весь мир	1	1
догмат есть	1	5
вопрос о	3	5
и поэзией	5	1
тут тоже	2	1
двух или	1	2
в которой	2	1
момент в	2	1
не всегда	1	1
личности и	6	5
к нему	4	3
рассудок и	1	1
а ведь	1	1
о мифической	1	1
можно сказать	5	1
вопрос об	4	3
ничего не	3	17
почти не	1	1
с диалектической	1	2
пр и	1	1
а это	1	1
что он	6	13
данном случае	2	1
и любить	1	1
если он	1	1
не ясно	1	1
душе и	1	1
хорошо но	1	2
сказал что	1	1
должен быть	1	1
ибо каждая	1	1
в нем	10	3
во время	2	1
есть просто	3	4
в других	1	1
– по	1	1
становление историческое	1	1
или иначе	2	2
пространства и	7	2
и времени	5	1
во всех	2	1
д не	2	1
никакой возможности	1	1
ровно никаких	2	1
личностного и	1	1
в некоем	2	1
он был	1	1
сама она	1	2
допустим что	1	16
никто никогда	2	1
или по	2	1
только потому	2	2
и вечность	2	1
что и	5	6
остается только	2	1
уже не	3	5
и поэтому	1	1
как этот	1	1
в жертву	1	2
ясно что	4	7
но всегда	2	1
пр в	1	1
с точки	8	14
в это	3	1
при всей	1	1
но только	3	4
же и	9	2
есть все	1	1
быть только	2	2
можно только	2	4
в силу	5	3
выйти из	3	1
надо было	1	1
и пр.?	1	1
этого термина	1	1
жизни тут	1	1
человек и	1	1
таком виде	1	1
нечто и	1	2
в сущности	2	10
реальный мир	1	1
нечто мифическое	1	1
хотя бы	4	4
думаю что	3	1
или иной	1	4
мы тут	1	1
– конечно	1	1
и здесь	1	2
мало того	1	1
понятия и	1	2
природу на	1	1
как нечто	4	1
– еще	1	2
или в	2	2
выдумка не	1	1
есть одно	1	1
на каждой	1	1
и по	4	2
хочет быть	3	2
но в	2	2
вещей в	1	1
иной чем	1	1
другое –	1	1
если это	1	1
но зато	1	1
вещах и	1	3
а я	2	2
не имеет	1	11
ибо никто	1	1
говорят что	4	2
и понимания	1	2
сих пор	2	1
все что	1	3
и живые	1	1
есть ни	6	3
религиозного опыта	1	1
вот мы	1	1
от характера	1	1
не являясь	1	1
души есть	1	1
тем не	2	10
жизнь и	5	4
не значит	3	3
с прочим	1	1
отличаются от	1	1
логический вывод	1	1
а именно	5	2
истории и	1	4
не воспринимает	1	1
то оно	3	1
при этом	4	2
тело то	1	1
сказали мы	1	1
того что	6	12
том что	10	8
всякая вещь	1	1
у нее	1	1
не содержит	1	2
но что	7	7
строго говоря	1	1
нельзя быть	1	1
– дерево	1	1
в ней	2	2
и она	2	2
внимание на	1	1
если религия	1	1
на свете	5	3
и тут	3	3
что иное	3	6
о котором	3	1
именно это	1	1
пределы мира	2	1
она и	2	2
только через	2	1
в этих	3	1
результат некоего	1	1
в каком-то	4	1
для своего	1	1
и физически	1	1
и следовательно	5	2
миф –	2	5
сама по	7	4
и также	1	1
это значит?	1	2
тому чтобы	1	1
ведь и	1	1
себя но	1	2
догмат –	2	1
в котором	1	1
и мифическая	1	1
представление об	1	1
природных процессов	1	1
как таковой	4	2
или –	1	3
только о	2	3
мог бы	1	1
явление не	1	1
но я	3	1
откуда и	1	1
сам по	3	5
последние две	1	1
не о	1	2
стоит тут	1	1
или другого	1	1
на вторую	1	1
д и	2	6
не встречал	1	1
же это	4	1
движение или	1	1
душа и	1	1
в стиле	1	1
целиком в	1	1
нисколько не	4	1
чувство и	1	1
фактичность и	1	1
ни на	2	3
или другим	2	1
вообще существует	1	1
из жизни	1	1
всегда есть	2	5
то ни	1	1
оно не	1	6
говорил что	2	2
но все	2	1
что это	10	12
я например	1	1
и это	5	4
что догмат	1	2
говорит о	1	4
сюда же	1	1
мифа и	4	6
мы сразу	1	1
она существует	1	1
действительно не	1	1
е что	1	6
оно есть	3	2
получится что	1	1
ведь это	3	2
на что	1	2
представлять себе	2	1
чтобы была	1	1
отрешенности но	3	1
и часто	2	1
следовательно не	2	2
в связи	4	1
тогда получится	1	2
проявляет себя	1	1
мир –	1	1
– нечто	1	2
