2gram	Tiupa_LitereturaIMentalnost_partition_part2_wordlist_2gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_2gram
читателя в	2	1
субъекта жизни	1	2
для нас	1	2
по праву	1	1
ему []	1	1
наследия как	1	1
для всех	1	5
каждого человеческого	1	1
точка безумия	2	1
направленной на	2	1
русской поэзии	5	3
сводится к	3	1
человеческого присутствия	1	1
на этом	2	2
футурист василий	1	1
на свою	1	3
как форма	1	1
художественного письма	9	2
с какой	1	1
равной степени	1	2
по существу	1	3
человек в	1	1
личностного я	2	1
исканий и	1	1
да в	1	1
на нее	1	1
в конечном	5	5
культура авторитарного	2	2
о литературе	1	1
языка []	1	1
о своем	2	1
всю жизнь	1	1
и читателем	2	1
как это	8	2
отношении к	1	1
качестве преодоления	1	1
крепче и	1	1
с чем	2	1
более чем	3	1
перед лицом	1	1
в форму	1	1
и с	1	3
пути иллюстрация	2	2
я и	7	4
по тем	1	1
креативного и	1	1
всего лишь	4	3
себя лишь	1	1
парадигмы художественности	7	3
не для	1	1
где бы	1	1
и заодно	1	1
же в	5	2
футуристического письма	1	1
[] это	1	3
как замечает	1	1
самого художественного	1	1
по воле	1	1
счете оказывается	1	1
для этого	4	2
и т.д	1	7
я был	1	1
с тобой	1	5
это не	4	1
простор в	1	1
авторская позиция	1	1
николай гумилев	1	1
как от	1	1
с другой	3	8
субъектом и	1	1
конвергенции схождения	1	1
есть дискурс	1	1
и др	3	3
в художественном	4	2
в равной	2	3
и как	1	3
художественном мире	1	2
воплощение культурной	1	1
самотрансценденция гетеролиризм	1	1
от культуры	1	1
другим это	1	1
далеко не	3	1
искусства и	5	1
в чем	1	1
было бы	2	2
сути своей	1	1
в случае	4	1
как бы	7	2
в творческом	1	1
подавляет и	1	1
русской литературы	2	1
от других	1	1
очевидно что	1	2
парадигма художественности	4	2
казалось бы	5	1
предсмертном бреду	1	1
прежде всего	11	4
точки зрения	6	4
василий каменский	1	1
русской культуры	3	1
не мог	3	1
поэтому для	1	1
а с	1	1
без другого	1	2
его личности	1	1
ударение на	1	1
культура конвергентного	1	1
в.т и	1	1
эстетическому субъекту	1	1
онтологизм эстетического	1	1
но и	17	10
немалую дань	1	1
к своему	1	2
при котором	1	1
бытие на	1	1
дает им	1	1
именно в	1	1
эти слова	1	1
в ее	1	2
и.п смирнов	2	4
которого является	1	1
наиболее адекватная	2	1
а затем	1	2
только то	2	1
не знает	1	2
в творчестве	1	1
например все	1	1
пример в	1	1
начала века	3	1
художественного мышления	1	5
коммуникативное событие	4	3
мы не	1	4
к собственному	1	1
одной из	1	2
равной мере	1	1
себя в	6	6
с легкостью	1	1
до тех	1	1
стремится к	1	1
первого лица	1	1
на читателя	1	1
героя и	1	1
впоследствии в	1	1
человеческого существования	1	1
жизни как	1	2
адресата но	1	1
читателя зрителя	4	1
на самом	1	1
рефлективного традиционализма	4	2
явления художественной	1	1
хлебникова при	1	1
которая в	2	1
альтернативности сознаний	1	1
сказано в	2	1
конвергентного сознания	3	3
уединенного сознания	50	5
этой точки	3	1
[] я	1	1
литературного процесса	6	3
соцреализма в	1	5
не к	2	2
в целом	8	2
перестает быть	4	3
сознания к	2	1
что не	2	2
во второй	1	1
по и.п	1	1
а не	16	20
тех пор	1	1
от первого	1	1
гораздо более	1	1
крайней мере	1	2
с этой	5	2
с одной	2	7
все что	1	2
им полный	1	1
в этом	12	9
художественного целого	2	1
в предсмертном	1	1
со своей	1	2
русской литературе	5	2
духовного уклада	1	1
именно так	2	1
проблемы культура	1	1
третий неотрадиционализм	1	1
коммуникативная стратегия	5	5
художественной культуры	10	3
одним из	5	3
поэзии и	2	2
а во	1	1
как самотрансценденция	1	1
между собою	1	1
он говорит	1	1
побуждает и	1	1
а за	1	2
и некоторые	1	1
от читателя	2	1
жизни на	2	2
в поэзии	1	3
и подобные	1	1
для себя	5	2
дискурса свободы	1	2
но по	1	1
читателем в	1	1
раскрывая себя	1	1
одна из	3	5
счете вся	1	1
же как	1	2
бытия однако	1	1
в финале	1	1
у классиков	1	1
[] впрочем	2	1
можно и	1	1
деятельность мыслится	2	1
своего я	1	1
новозаветный хронотоп	1	1
крестного пути	1	1
состоит в	11	9
есть лишь	1	1
в качестве	17	5
в стихотворении	4	13
сублимация субъективности	1	1
как ролевое	1	1
едва ли	1	4
в сознании	2	1
как некий	2	1
ведет к	4	1
арсений тарковский	1	1
самом деле	2	1
обращается к	2	3
по своей	3	1
он и	3	2
что я	2	2
согласно характеристике	1	1
не так	1	2
мыслится как	3	3
с ее	1	2
что может	1	1
подобные им	1	1
например и	1	1
только на	2	1
искусства []	2	1
они не	1	1
классического реализма	2	1
ответственности коммуникативная	1	2
этого рода	2	1
художественные тексты	1	1
то же	5	12
откровения реабилитация	1	1
права на	1	3
в молитве	1	1
формальной школы	1	1
герой которому	1	1
исходит из	3	1
авторитарное сознание	1	1
и художественного	1	1
диктатура публицистики	1	1
ним и	1	1
мандельштама о	1	1
труду со	1	1
внутреннего пространства	1	1
у тютчева	3	1
на три	1	1
собственного я	5	1
в какой	1	2
в исторической	1	1
свое собственное	3	1
причастности к	1	4
адресата а	2	1
к общему	2	1
молодой мандельштам	1	1
что же	1	1
хх столетия	1	1
другого сознания	4	1
разумеется не	1	2
в себя	2	3
более того	1	1
себя один	1	1
каждого из	1	1
и само	2	1
объективной данности	1	1
иллюстрация имитация	1	1
практически не	1	1
второй соцреализм	1	1
героика дезактуализации	1	2
коммуникативного события	7	2
столь же	4	5
осип мандельштам	1	1
а раскрывая	1	1
и культуры	2	1
соцреализм границы	1	1
и мы	1	1
иосифа бродского	2	1
уединенного я	1	2
не всегда	1	1
произведения как	1	1
можно сказать	1	1
м.л гаспаров	1	1
неклассическая художественная	1	1
всем многообразии	1	1
[] как	2	1
что он	5	3
данном случае	4	3
основа не	2	1
одном из	1	2
том числе	1	2
исторической жизни	1	1
ценностный центр	1	1
сам своей	1	1
деятельности как	1	1
к этой	1	2
к жизни	1	2
в нем	2	3
лирический герой	4	10
годов в	1	1
художественного творчества	3	2
во всех	1	3
он был	1	1
эти и	1	1
себе как	1	1
художественной системы	1	2
ты в	2	2
воспринимающее сознание	2	1
что и	1	2
один из	3	4
в действительности	1	1
другом солидарны	1	1
уже не	7	2
существования в	1	1
поглощает частных	1	1
с точки	2	3
он становится	1	1
в это	1	1
от языка	2	1
при всей	3	2
но только	1	2
стать самим	1	1
есть путь	1	1
а по	1	1
а для	2	1
я в	5	7
различие между	2	1
в сущности	2	3
полагают себя	1	1
к управлению	1	1
хотя бы	2	2
наконец в-третьих	1	1
или иной	2	1
начала жизни	1	1
в е	2	2
в итоге	1	1
и по	1	1
как писал	1	2
вот она	1	1
до свиданья	1	1
во втором	2	1
но в	3	2
художественном сознании	1	1
человека в	1	4
яркие образцы	1	1
но зато	1	1
который бы	1	1
а я	1	1
не имеет	1	1
художественная культура	1	3
типа []	1	1
в отличие	5	1
своего рода	11	13
и сам	6	2
это точка	2	1
полюсе художественной	1	1
тем не	2	2
при этом	19	6
того что	6	5
или иных	1	1
том что	14	7
беллетристики но	1	1
традиция и	1	1
личности []	1	1
у него	3	2
я рад	1	1
на свете	1	2
в другом	2	3
друга а	1	1
однако и	1	1
в этих	1	1
е годы	2	2
автора и	1	1
целом ряде	1	1
отношения между	2	1
под именем	1	1
основе когда	1	1
и ты	1	3
культурной инерции	1	1
с жизнью	1	1
в рамках	6	4
эстетического откровения	1	3
для него	2	4
художественной деятельности	8	1
мог бы	1	1
не исключают	2	2
того же	2	4
имя жизни	1	1
собою без	1	1
на себя	2	2
таких же	1	1
как к	1	3
ту же	2	2
если б	1	1
же это	2	1
свою очередь	1	1
ролевое самоопределение	2	1
искусства от	1	1
в искусстве	2	4
по выражению	2	1
и.п смирнова	3	1
вяч иванов	1	1
в столь	2	1
ахматовой диктатура	1	1
самому себе	1	1
[] у	1	1
в слове	2	1
то ни	1	1
в романе	1	1
соцреализма культура	1	1
а также	5	2
неотрадиционализм постановка	1	1
очерк третий	1	1
поэт не	1	2
с правопорядком	1	1
имел в	1	1
можно было	2	1
со всей	1	1
легко и	1	1
хх века	10	8
художественное высказывание	1	3
связей []	1	1
художественности самоактуализация	1	1
в тексте	8	1
'на осколки'	1	1
соответствии с	1	2
напротив взаимно	1	1
битве со	1	1
