2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram
вскрыть и	1	1
но только	1	8
здесь на	1	1
уже из	1	6
есть все	1	1
надо было	2	2
нам как	1	1
человек и	1	1
обратите внимание	2	1
точном смысле	2	1
впечатление от	2	2
он считает	1	1
к этим	1	1
бы по	2	1
останавливаться на	1	1
художественного произведения	1	1
в сущности	6	10
или во	1	1
хотя бы	2	2
если бы	10	14
не из	1	1
с ней	1	1
и здесь	3	6
той точки	2	1
что автор	4	2
показать что	7	7
суть дела	1	1
трагедии что	1	1
лежащий в	1	1
совершенно противоположном	1	1
самого начала	5	6
или в	1	5
понять почему	1	1
психологический смысл	1	1
нам с	1	1
но в	2	3
деле он	1	2
это мы	1	1
однако уже	1	1
басни крылова	1	3
не имеет	2	6
могла бы	4	3
и конечно	2	3
сих пор	3	5
со всем	1	1
событий и	3	1
которых все	1	1
собой все	1	1
совершенно разным	1	1
ее с	4	1
не занят	1	1
которого он	1	1
то с	1	1
при этом	2	4
характера у	1	1
в нашей	2	1
того что	4	4
о которых	2	9
но уже	1	1
автор что	1	1
и самая	1	1
том что	22	14
но что	1	2
у него	6	4
которое существует	1	1
величия и	1	1
в ней	6	15
и она	2	1
внимание на	2	2
в другом	1	5
и тут	1	1
этому что	1	1
зритель не	1	1
именно это	1	3
однако и	1	2
она и	1	1
спросить себя	1	1
одну точку	1	1
в нее	2	2
целом ряде	1	1
в этих	1	2
на тему	2	3
упоминания о	3	1
форма и	1	1
которые с	2	2
указывают на	1	2
и показывают	1	1
тому чтобы	3	1
но вся	2	1
эстетическую реакцию	1	1
в котором	2	6
это на	1	1
для нашей	2	1
что его	3	2
есть конечно	2	1
для него	1	2
чувства и	1	2
того же	1	3
он весь	1	1
как к	1	2
рассказ в	1	3
к ней	1	2
и вся	1	1
к изображению	1	1
свою очередь	1	2
эта двойственность	1	1
совсем не	1	3
же самая	1	2
противоположное тому	1	1
нисколько не	5	1
себе что	1	1
видим что	2	8
был бы	3	3
к синтезу	2	1
ни на	2	1
поэт должен	1	1
этой истории	1	1
расходится с	1	1
но все	2	1
мы увидим	2	12
имел в	1	1
что это	13	10
можно было	4	1
со всей	2	3
говорит о	4	2
и это	5	8
находятся в	1	2
два совершенно	1	4
смыслу к	1	1
однако он	1	1
не понимал	1	1
и другие	1	2
же самым	1	1
нечто совершенно	1	1
в евгении	1	1
фон для	2	1
во все	3	1
мысль и	1	1
мы сейчас	2	1
не было	3	1
с но	3	2
ничего общего	1	1
