2gram	Ircho_Komedia_partition_part3_wordlist_2gram	Ircho_Komedia_partition_part1_wordlist_2gram
отрицать что	1	1
любовь к	1	3
не менее	3	5
еще не	2	6
ни одного	1	1
со временем	1	3
затем в	2	1
целый ряд	1	2
с ним	1	5
наряду со	1	1
видно только	1	1
к его	1	1
же самое	2	3
не могла	1	3
в конце	6	7
в афинах	21	6
среди которых	1	3
а в	6	7
к новым	1	1
и этим	1	3
тому что	1	2
комедии от	2	1
всего в	3	1
представляет собой	1	3
в каждом	1	1
после поражения	1	1
лет спустя	1	1
одному и	1	1
из сторон	1	1
наш поэт	2	1
или двух	1	1
течение всей	1	1
в своем	1	8
одного из	6	3
и без	2	2
с половиной	1	1
и на	3	2
из которой	1	2
вплоть до	1	2
в уже	2	2
когда бы	2	1
теми же	1	1
бы на	1	1
на сцене	3	1
iii в	1	6
не по	1	7
трагедий еврипида	1	1
от друга	1	1
скорее наоборот	1	1
которые в	1	1
ли это	2	1
начале v	1	1
не являются	1	1
дает основание	1	1
в разной	1	1
в двух	1	3
так или	1	2
с менандром	1	1
стало быть	1	1
с двумя	1	1
для того	1	6
по ее	1	2
по адресу	14	1
как и	9	3
собой в	1	1
тому как	1	1
должен был	1	4
потому что	5	10
комедии и	3	3
нуждается в	1	2
друг друга	1	4
вывод что	2	2
ему в	1	1
в самом	2	9
а то	2	1
при всем	2	2
же время	4	5
в то	10	6
что к	2	4
в н	1	1
по отношению	3	5
встречаем в	1	1
чего следует	1	1
раз в	2	2
этом отношении	3	2
не пользовались	1	1
сл в	2	2
и в	22	22
так же	3	4
в мире	1	2
так что	1	6
с еврипидом	1	2
с огромной	1	1
так как	4	11
из его	4	2
и только	1	1
но не	2	1
в т	1	3
одновременно с	1	1
к концу	1	2
хотя в	1	1
чем когда	2	1
такой же	2	1
афинских комедиографов	1	1
в стороне	1	1
не в	6	4
же ты	1	1
даже не	2	3
как надо	1	1
или к	1	1
тем он	1	1
по мнению	1	2
было только	2	1
а сам	2	2
из фрагментов	1	1
на этом	2	1
не могут	1	2
и во	2	2
в которых	1	5
по существу	1	2
по имени	3	3
чаще всего	3	1
каким был	1	1
на орхестре	1	1
впрочем не	1	1
к зрителям	1	3
для характеристики	2	1
следует что	1	3
афинах в	2	2
перед зрителями	1	2
как это	3	5
в пользу	1	1
отношении к	1	1
с этим	1	3
перед лицом	3	2
iv в	5	5
речь идет	3	5
и с	3	4
больше чем	1	2
всего лишь	1	2
и два	1	1
все остальные	3	2
быть с	1	1
это в	1	2
друг другу	1	1
когда он	1	4
на мой	1	1
так называемых	1	1
и хотя	2	2
е в	2	2
для этого	2	1
нет в	1	1
этой же	2	1
к началу	1	3
и тому	1	1
отрывок из	1	2
с другой	5	4
и как	3	1
принадлежит к	2	1
но он	2	1
именно к	1	1
эти две	1	1
далеко не	1	3
которым он	1	2
того как	3	1
было бы	2	3
в чем	3	1
здесь и	2	2
как бы	1	3
этого человека	1	1
на правах	1	1
из всех	2	2
более или	1	1
обоих случаях	1	1
вызвать у	1	1
даже самых	2	1
в первой	2	1
очевидно что	1	1
в глаза	1	3
дело с	1	3
прежде всего	5	5
о его	1	2
указывает на	2	1
точки зрения	4	4
не мог	3	2
первого и	1	1
в ст	1	2
а с	1	1
г здесь	1	1
до н	2	1
видно что	1	2
на это	1	3
но и	11	4
к своему	1	2
эти слова	1	1
до сих	2	9
высшей точки	1	1
не знает	1	3
в зависимости	1	1
в большинстве	1	1
около г	2	3
мы не	3	2
своему происхождению	1	1
одной из	3	3
мы можем	4	3
примерно в	4	3
выходят за	1	1
во всем	1	1
нашего времени	1	1
же из	1	1
к первому	1	1
работы в	1	1
афинских граждан	1	1
здесь мы	3	1
и сравнительно	1	1
в результате	4	2
роль в	1	2
именно потому	2	2
которого они	1	1
представляет себе	1	1
этой точки	1	1
не к	2	1
изображен в	3	1
избавиться от	1	1
они так	1	1
в целом	3	3
комедии не	3	1
чтобы потом	1	1
тех пор	1	3
все что	2	3
говорить о	1	3
с этой	1	3
с одной	3	3
остальные в	1	1
в этом	3	8
шаг до	1	1
время как	4	2
превращается в	1	1
афин с	2	1
в доме	2	10
об этом	1	7
себе на	1	1
о сходстве	1	1
иначе в	2	1
каким образом	1	1
нет никаких	1	2
в образе	3	2
одним из	1	2
афинах последней	1	1
и ее	3	2
людей и	1	2
один раз	1	1
г в	4	2
и под	1	1
в поисках	1	1
для комедий	1	1
на него	4	4
известных нам	1	1
и дают	2	2
чтобы доказать	1	1
обвиняет в	1	1
еще одна	1	1
также фр	1	1
и таким	2	1
до того	1	2
в финале	2	1
ссылаясь на	2	1
действующих лиц	4	1
из этих	1	1
в первую	2	1
одно лишь	1	1
в середине	1	1
все это	5	5
при сравнении	1	1
не найдем	1	1
состоит в	1	2
людей из	1	1
в качестве	4	2
еще лет	1	1
как видно	2	2
едва ли	7	7
в сознании	3	1
нас перед	1	1
обращается к	1	3
ситуация в	1	3
афинской демократии	9	1
известного представителя	1	1
и когда	1	1
дошедших до	3	2
по своей	2	1
которую он	2	2
что касается	2	2
если в	1	1
молодых людей	1	1
предположение что	1	1
хотя и	3	5
самом начале	1	1
не так	1	3
ее не	1	1
только на	1	1
дома и	1	3
под открытым	1	1
они не	1	1
не удалось	3	1
с семьей	1	1
и особенно	4	2
а уж	1	1
как из	3	2
то же	6	7
это предположение	1	1
подходить к	1	1
ответа на	1	1
когда в	1	1
намека на	1	1
афинских трагиков	1	1
это было	1	1
с новой	1	1
против нее	1	1
совершенно не	1	2
настаивают на	1	1
на три	1	1
этим же	1	1
не дает	1	4
формы и	1	1
а заодно	1	1
и ненависть	1	2
хора к	1	1
во времени	1	1
середины х	1	1
что отец	1	8
с собой	1	1
обращает на	1	1
в себя	2	1
на ее	1	3
только что	2	7
слова с	1	1
намек на	1	1
создает в	1	1
столь же	2	3
памфила в	1	2
по годам	1	1
вопрос о	3	1
и еще	3	3
в которой	6	3
более полусотни	1	1
к нему	2	5
но при	1	2
его современников	1	1
ничего не	3	3
заимствован из	1	1
ее на	1	1
фр добавим	1	1
что он	6	8
опять же	2	2
и наиболее	1	1
в течение	3	3
что по	2	1
мечей и	1	1
когда же	5	1
одном из	4	1
том числе	1	1
что они	4	2
и тот	1	3
из двух	1	1
античной комедии	2	1
видно к	1	1
к этой	1	2
к жизни	1	1
в нем	4	3
чтобы в	1	2
во время	5	6
в других	2	3
во всех	1	2
или иначе	1	2
т №	1	1
годов в	1	1
нового времени	5	2
другие исследователи	1	1
знает кто	1	1
он был	2	4
один шаг	1	2
vi в	4	1
первую очередь	3	1
по поводу	4	1
что и	4	8
один из	5	3
в действительности	2	1
комедии с	4	1
действующего лица	1	1
ясно что	4	6
должны были	8	1
присоединения к	1	1
в это	1	1
и теперь	2	1
в силу	2	2
к себе	1	5
от которого	1	1
легко понять	1	1
к этим	3	1
с известной	1	2
том же	1	1
представление о	1	2
в сущности	2	2
хотя бы	1	4
еще около	1	1
с ней	1	1
предполагать что	1	1
и здесь	2	4
обычно не	1	1
именно поэтому	1	1
самого начала	1	4
вся его	1	1
или в	2	1
и по	6	1
не последнее	1	1
почти целиком	1	1
но в	4	5
человека в	1	2
возвращение к	1	2
еврипидом и	1	1
в отличие	1	1
высказывание из	1	1
сих пор	2	9
и сам	3	5
и комедии	2	1
тем не	2	3
г где	1	1
еврипида не	1	1
известной долей	1	1
жизнь и	1	1
конце концов	4	2
между еврипидом	1	1
на поле	1	1
при этом	5	7
этой комедии	5	4
сообщения о	1	1
том что	12	13
того типа	1	1
комедию и	1	1
ничуть не	1	6
у него	3	4
в ней	1	4
а потом	1	1
и она	1	1
в другом	4	2
в этих	1	1
для создания	1	1
в живых	1	1
стихов или	1	1
для своего	1	1
из уст	1	1
них не	1	1
в и	2	2
под угрозой	1	1
указывают на	1	1
чуть ли	1	1
причем здесь	1	1
в котором	4	2
следует рассматривать	1	1
характеризует как	1	1
политических деятелей	3	1
ни одной	2	2
начала х	1	1
этому же	1	1
мог бы	2	1
того же	2	6
из наиболее	2	1
не приходится	1	2
на себя	2	4
к ней	2	8
свои дела	1	1
в ответ	1	1
из еврипида	1	1
это мог	1	1
из жизни	1	1
то ни	2	3
но все	1	4
а также	4	2
можно было	1	2
что после	3	1
представлений в	1	1
и это	1	2
в этот	1	1
сочувствия к	1	1
же не	1	1
афинах после	1	1
может служить	1	1
в комедии	22	10
н э	3	2
от них	2	1
комедии на	2	1
соответствии с	1	1
с тремя	1	1
