3gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_3gram
если мы выше	1	1
а только ради	1	1
и не просто	2	1
имеет ничего общего	2	3
в то время	1	4
это не значит	1	1
быть даже и	2	1
еще и потому	1	1
тем не менее	18	10
не есть также	1	1
же мы возьмем	1	1
том что символ	2	1
то есть в	4	3
или может быть	1	1
что вовсе не	1	1
ни в каком	3	4
конечный или бесконечный	1	1
то более то	1	1
что оно есть	1	1
в бесконечный ряд	11	7
во внимание их	1	1
в данном случае	8	7
всякий знак есть	2	3
во всех этих	2	1
можно сказать что	3	2
во всей его	1	1
не было бы	1	3
заговорили о символе	1	1
или по крайней	1	4
уже некоторого рода	1	1
в его полной	1	1
символа которое мы	1	2
более то менее	1	1
а не что-нибудь	1	2
а не в	1	1
не являются только	2	1
в себе не	3	1
мы уже видели	1	1
литературы и искусства	4	2
тех или иных	2	4
это было бы	1	1
д все это	1	1
до сих пор	3	2
ничего общего с	7	2
же самое нужно	2	1
не есть просто	1	2
перед нами не	1	1
получения родового понятия	1	2
если бы мы	1	1
на нечто такое	1	1
по своему содержанию	2	2
художественный тип и	1	1
мы выше говорили	1	1
идеи и образа	1	1
выше говорили что	1	1
то ясно что	1	1
закон для получения	1	1
смысл вещи есть	1	2
не просто в	1	1
же самое время	4	4
в конце концов	4	3
то же самое	9	7
мы еще не	1	1
все дело в	1	1
здесь перед нами	3	2
мы не будем	1	2
указывает на то	3	1
единое и нераздельное	2	1
не есть ее	1	2
но когда мы	2	1
символ есть обязательно	1	1
в нем обязательно	1	1
здесь и не	1	1
осуществить при помощи	1	1
слова мы должны	1	1
и в литературе	1	1
только тогда когда	1	1
и тем самым	3	2
само собой разумеется	1	1
в сравнении с	1	2
