2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram
под названием	4	1
так что	11	6
получает свое	1	1
в предисловии	1	1
всех других	1	2
не просто	5	16
нам представляется	1	2
до всякого	2	1
так как	6	5
пожалуй еще	1	1
и только	2	4
но не	7	5
не в	7	13
вообще нет	1	1
для нас	10	6
как будто	3	11
сама же	1	1
для всех	1	3
природы которая	1	1
или к	2	2
по мнению	2	1
сказать у	1	1
есть в	2	7
было только	1	1
дело здесь	1	1
добра и	1	1
мы должны	1	3
не могут	2	1
как показывает	1	2
символе в	1	1
бросается в	2	1
для которого	1	1
присутствуют в	1	1
солнца с	1	1
и об	1	1
и до	2	1
за что	4	1
те или	1	5
о своем	2	1
всю свою	3	1
раз и	2	1
как это	1	3
только ради	1	1
из себя	1	2
все указанные	1	1
что этот	5	1
то этот	1	1
с этим	1	4
ему что	1	1
есть принцип	1	1
человека это	1	1
и с	5	7
но это	1	6
смысле слова	3	15
мере в	2	1
наличие здесь	1	1
под влиянием	1	1
это в	1	1
и всякий	1	1
или другие	1	1
когда он	2	1
случае только	1	1
так называемых	1	1
вполне отчетливо	1	1
же в	3	4
и хотя	1	1
просто о	1	1
конечно не	2	3
и насилия	1	1
и самого	3	1
тут же	6	3
также и	12	13
идею в	1	1
это все	1	2
в заключение	2	1
революции а	1	1
это не	2	7
это свидетельствует	1	1
становится в	1	1
и образ	1	4
и всего	1	1
с другой	6	7
и намеренно	1	1
и др	1	1
а если	1	3
иной раз	2	1
и как	6	3
здесь в	2	5
сознательно и	2	1
и был	2	1
далеко не	4	2
искусства и	1	1
в чем	2	2
было бы	4	14
как бы	6	4
об его	2	2
а его	4	2
в глаза	2	1
зла и	2	1
но ясно	2	1
прежде всего	6	11
указывает на	3	4
точки зрения	10	14
достаточно указать	1	1
весьма красиво	1	1
что именно	2	2
видно что	1	1
уже по	1	2
у нас	7	14
но и	13	14
и появляется	1	1
к своему	1	2
на фоне	1	1
в ее	3	5
именно в	3	7
нет и	1	2
в очень	1	1
до сих	2	1
время в	1	1
духа и	1	1
функция жизни	1	2
даже еще	1	1
ясно и	1	2
будто бы	5	2
это тоже	1	1
том чтобы	1	2
хотели бы	1	2
себе но	1	1
мы не	2	7
как символ	9	6
чем в	1	1
по одному	1	2
одной из	1	4
только тем	1	1
мы можем	5	3
например с	1	1
во всем	1	2
науки и	1	1
только для	2	3
здесь мы	1	3
действительность в	1	2
есть возможность	2	1
в результате	7	8
ли в	2	1
на самом	1	5
является для	1	3
следовательно от	1	1
их с	1	1
и наконец	1	4
этом же	1	1
не был	1	1
этой точки	1	1
здесь весьма	1	1
не к	2	2
время когда	1	1
космоса в	1	1
своего сына	2	1
что не	2	4
судьбы и	1	1
вторая часть	2	1
не что	3	2
а не	5	7
гораздо более	4	1
здесь перед	1	5
крайней мере	4	6
с этой	2	1
с одной	3	1
силы и	1	1
в этом	17	9
которая была	1	1
миф о	5	1
если мы	1	5
превращается в	1	1
своей поэме	1	1
подобного рода	7	11
время как	3	2
об этом	4	6
которыми пользуется	1	1
точно так	3	3
в образе	1	1
и делает	2	1
могут создать	1	1
и ее	1	4
и гёте	1	3
том как	1	2
между собою	1	2
нечто новое	2	1
бесконечные дали	1	2
для себя	5	2
но по	1	2
женщина в	1	1
этот путь	1	2
а только	1	6
и самой	1	1
оказывается что	4	1
до того	1	2
разобраться в	1	2
из этих	1	1
очень много	1	2
поскольку в	3	1
виде все	1	1
совсем другое	1	2
этом произведении	1	1
все это	1	9
ни за	1	1
не чем	2	2
с богом	1	1
в качестве	4	10
символа который	1	1
в стихотворении	14	2
и есть	1	4
едва ли	4	10
образ прометея	3	1
как именно	4	2
самом деле	2	3
ему это	1	1
и когда	1	2
мы будем	2	1
по своей	2	1
могли бы	1	1
в целях	2	5
он и	5	1
если в	1	1
и платон	1	1
об этой	1	1
хотя и	8	5
не так	4	3
с ее	1	2
другому и	1	1
и другое	3	3
мифологии и	1	1
только на	1	2
надежду на	1	1
рода страстей	1	1
что оно	1	1
надежд и	1	1
пользуется для	1	1
то же	2	7
мифологию с	1	1
и пространстве	1	1
с начала	1	1
если только	2	1
когда в	1	1
при помощи	6	10
как был	1	1
другими словами	1	3
присутствует но	1	1
его на	2	1
наблюдать и	1	1
не будет	2	2
этом смысле	3	3
есть символ	1	11
от человека	1	1
равно как	2	1
у гомера	1	2
значение и	2	1
в комментарии	2	1
в какой	2	4
которое способно	1	1
xix века	1	2
в существе	1	1
мифологии а	1	1
нас не	3	1
и если	1	5
предмета к	1	1
о необходимости	1	2
ту или	1	1
обе эти	1	1
говорят о	1	1
читаем в	1	1
человека и	4	1
только что	1	2
в такой	1	1
совершенно новое	1	1
то более	2	3
и любовь	1	1
весь мир	1	2
вопрос о	1	1
как говорят	1	1
в которой	5	2
не всегда	3	1
к нему	3	3
можно сказать	6	5
мы приведем	1	1
относящихся сюда	1	1
ничего не	2	1
разложение в	2	2
что он	7	8
и наиболее	2	1
у гесиода	2	2
данном случае	2	5
когда же	1	1
том числе	2	1
если он	2	2
что они	3	2
человека из	4	1
на эту	1	1
к людям	4	1
в нем	6	5
которого нет	1	1
в других	3	2
в новое	3	3
заметить что	1	1
новое время	3	1
любовь и	2	1
нового времени	4	1
никакой возможности	1	2
но оказывается	1	1
он был	2	3
символа как	1	4
на какой	1	1
по поводу	2	1
некоторые основные	1	1
этот миф	2	1
или по	1	2
только потому	1	1
что и	6	3
уже не	6	5
ясно что	4	7
с точки	8	11
не раз	1	2
в это	2	2
но только	3	2
же и	1	3
в силу	5	1
бесконечный ряд	2	16
эту тему	1	1
человек и	2	1
к преодолению	1	2
он в	3	1
между прочим	1	3
определяет собою	1	1
хотя бы	2	7
свою на	1	1
или иной	1	13
некоторым образом	1	1
с ней	1	2
и здесь	1	1
в настоящее	3	1
наконец только	1	1
отношении не	1	1
здесь как	2	4
находит для	2	1
самого начала	1	1
первом плане	3	1
для всякого	1	2
представляется что	1	2
или в	4	5
и по	1	2
учение о	3	3
свободу и	1	1
символа мы	1	3
но в	9	8
это мы	1	1
но зато	1	1
всякого рода	2	3
не имеет	1	4
у гёте	3	1
подобно этому	1	1
здесь совершенно	1	1
сих пор	2	1
и сам	4	1
после его	2	1
если и	1	3
но к	1	1
жизнь и	3	4
тем не	5	10
конце концов	6	1
а именно	12	2
которого он	1	1
при этом	4	6
здесь тоже	3	3
в нашей	2	1
и такое	1	1
или иных	2	3
но уже	2	1
порождает из	1	1
того что	3	1
том что	17	12
у него	11	1
в ней	3	7
внимание на	3	1
а потом	3	1
и она	1	1
в другом	3	3
и тут	2	1
что иное	3	2
о котором	3	1
однако и	1	1
вполне сознательно	1	1
в греции	1	1
сама по	1	2
в котором	2	2
что его	3	4
только о	1	1
да еще	1	1
сам по	1	6
мог бы	1	1
того же	4	2
не о	1	1
бы даже	1	4
только по	1	1
этого типа	1	1
на себя	1	1
байрон в	1	1
к ней	1	2
совсем не	3	1
в искусстве	1	1
мы прекрасно	1	1
нисколько не	5	1
в понятии	1	2
в который	1	1
зевса на	2	1
то ни	2	1
тоже весьма	1	1
в романе	1	1
но все	4	3
с трудом	1	1
указание на	1	1
а также	3	6
что это	1	2
можно было	2	4
говорит о	7	2
и это	1	2
должны сказать	1	2
а еще	1	3
в этот	1	1
мифа и	1	2
меня в	1	2
мы его	1	2
неприглядном виде	1	1
всерьез а	1	1
и другие	3	1
еще более	3	2
без всякой	1	2
в связи	7	3
тогда получится	1	1
ничего общего	1	5
