2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
образы апокалипсиса	2	1
собственно говоря	2	4
он является	1	1
друг от	1	1
символ что	1	1
а как	2	1
о самом	1	2
в груди	1	1
в своей	3	2
как раз	4	4
и они	1	1
но если	5	5
входить в	1	1
того кто	1	2
все в	1	1
на первый	1	1
же самая	1	1
в основе	10	3
миф есть	10	4
твари как	1	1
разную степень	1	2
ведь во	1	1
мифология есть	10	2
что понятие	1	1
– ни	1	1
как только	5	2
не знаем	1	1
и больше	1	2
что она	5	7
бы и	3	2
в той	1	1
египетская греческая	1	1
что если	3	2
и я	1	1
себе в	1	1
и что	9	12
вещи не	1	1
ни земли	1	1
конечно прежде	1	1
весьма отдаленное	1	1
но символ	1	1
и все	11	3
ни от	2	2
мы говорим	2	4
есть тоже	2	2
никто не	2	2
и науки	1	3
указать на	1	1
и заключается	1	1
бы мы	1	1
сказали что	2	2
имеем тут	2	1
еще одно	1	1
и о	8	3
жизни и	4	3
и стало	4	2
раз навсегда	1	1
и –	9	14
что миф	5	12
понятие которое	1	1
если наконец	1	1
также на	1	1
в противоположность	2	5
для чего	1	2
и притом	3	4
как таковом	3	2
указать что	1	1
что эта	2	4
ничего общего	4	4
не бывает	1	1
в них	2	3
в малом	1	1
идеального и	2	2
мы хотим	2	1
значение может	1	1
место в	1	1
не зависит	1	1
мне и	1	1
иметь в	2	3
или нет	3	3
не есть	40	40
что все	4	1
и так	2	2
лишь ее	1	1
не то	1	6
и ни	2	6
с образом	1	1
не их	2	1
или иное	3	3
не может	11	12
могут быть	3	3
– не	5	11
то чего	1	1
и надо	1	2
мифология может	1	1
есть какой-то	1	1
этому надо	1	1
зная что	1	2
сказать что	6	10
кто сам	1	1
категория сознания	1	1
отнюдь не	4	9
того или	2	1
вместе с	2	1
мы сказали	1	1
сознания и	3	3
но никак	1	1
сказать о	1	1
и значит	1	3
значило бы	1	2
в том	11	9
миф действительно	1	1
же нужно	1	1
чтобы тем	1	1
в его	4	3
все равно	2	3
д все	2	1
в нас	1	1
мы имели	3	1
это можно	1	1
она может	1	1
для мифического	2	6
и может	2	2
бытия но	3	1
и максимально	1	1
о том	5	4
от того	2	1
феноменологическое вскрытие	1	1
нас самих	1	1
живая личность	1	1
есть вымысел	3	1
отношение к	1	5
его не	1	6
логически т	1	1
что мир	1	2
в виду	9	5
я вижу	2	1
на то	5	5
да и	2	6
по смыслу	2	1
есть только	3	5
имеется в	3	1
всегда так	1	2
которая не	2	2
знаем но	1	1
которых я	1	1
должны быть	4	1
природе своей	1	1
и мифология	1	5
именно так?	1	1
аллегория но	1	2
от всякой	1	2
самой мифологии	2	1
главным образом	2	1
идет речь	4	2
в духе	1	1
как мы	1	4
– всегда	1	1
может быть	17	17
это я	1	4
и можно	5	1
то в	5	7
и его	7	1
что значит	1	1
ничто не	2	3
не можем	1	1
и поэзии	1	1
ни с	4	6
так мы	1	1
тем самым	3	1
на ту	1	1
вообще на	1	1
земли ни	1	1
то самое	2	1
но жизненно	1	1
исторического развития	1	1
только тогда	5	2
мы получаем	2	2
в отношении	2	5
мифе о	1	1
не подходит	1	1
были бы	1	2
самого по	1	2
истинности и	1	1
основе новоевропейской	1	1
вне всякой	2	1
вовсе не	6	7
она не	4	6
миф сам	1	2
же тут	1	3
всякий организм	3	2
об ее	2	1
вот теперь	1	1
есть не	5	3
это как	2	1
это значило	1	1
в виде	3	2
она –	4	3
я не	5	5
это есть	13	9
только один	1	1
и идею	1	1
из этого	1	1
она же	1	1
мы сейчас	1	1
не пошел	1	1
в символе	1	4
– при	1	1
смысл идея	1	1
даже если	1	3
не поможет	1	2
о себе	1	1
как миф	2	1
той или	4	7
от тех	1	1
ни о	3	5
бы в	4	3
веет от	1	1
вслед за	1	2
жизни мы	1	1
равным образом	1	1
эти два	2	2
физики и	1	2
подлинно мифического	1	1
другу как	1	3
можем сказать	2	2
нем нет	2	3
могла быть	1	1
их объединения	1	1
выдумка или	1	1
сравнению с	2	2
большею частью	1	2
структуру и	1	1
что нет	1	1
говорит об	1	1
и других	1	1
сравнении с	2	1
религии и	1	3
себе свою	1	1
свою собственную	1	1
со стороны	3	2
– и	4	3
вы не	3	1
и движение	1	1
и между	1	1
что мифическое	1	1
уже на	1	1
как он	1	4
самого мифического	1	2
или иная	2	3
как смысл	2	3
только благодаря	1	1
вне ее	1	1
она совершенно	1	1
именно как	1	2
в частности	2	2
что здесь	3	2
в абсолютной	1	2
помнить что	1	2
учения о	1	2
что законы	1	1
показывает что	2	1
не было	2	6
иная степень	1	1
и даже	6	13
и очень	1	1
чтобы не	1	2
и тем	6	1
в некоем	2	1
того чтобы	5	1
и при	2	2
то это	1	4
с ними	4	2
только в	7	3
тоже не	2	2
одна и	1	2
ней и	1	1
в этой	4	1
почему мы	1	1
другой стороны	2	4
кто его	1	2
также есть	1	1
есть наука	1	3
мифологии миф	1	1
само по	4	5
т е	46	25
что уже	2	2
не могли	2	1
когда она	3	1
история и	2	1
но во-вторых	1	1
бытие ни	1	1
то и	2	2
бы что	1	1
и окончательной	1	1
чтобы понять	1	3
то чем	2	1
не сама	1	1
к этому	3	2
и a	1	1
мифология которая	1	1
и все-таки	1	3
ощущаемая и	1	1
реальности в	1	1
но для	2	1
понятия мифа	4	3
как в	3	2
нет ни	3	2
от этого	3	3
во всяком	2	4
говорит не	1	1
и не	30	30
мы уже	3	1
отвлеченной идее	2	1
есть такая	1	1
здесь же	1	1
и та	3	3
себе а	1	2
нему т	1	1
всего что	1	1
и вообще	7	4
таким образом	5	1
тем более	6	2
же может	1	2
действительно есть	1	1
жизни в	1	1
синтез двух	1	1
есть своя	2	2
говорить об	2	1
такая связь	1	1
он как	1	1
разве только	1	1
бытия вообще	1	1
определенный метод	1	1
связанные с	1	2
данного мифа	1	2
все –	1	1
неотделимое от	1	1
одно и	1	4
уже в	1	1
в жизни	5	1
это и	9	4
такое же	1	1
у вас	1	1
не только	8	13
с какой-то	1	1
объекта и	1	2
он не	1	3
– так	2	1
и реального	1	1
что даже	2	2
мифологию так	1	1
что каждая	1	1
е о	3	2
и существует	1	1
мифологии то	1	1
все эти	3	2
и идеи	2	1
бы просто	1	1
она должна	2	2
в данном	3	3
может и	2	4
есть и	3	5
и потому	3	3
когда уже	2	1
только мы	2	1
случае не	2	3
содержит в	1	3
в их	3	3
гнева божия	1	1
т д	15	19
общего и	1	1
мы находим	2	7
его непосредственное	1	1
же тогда	2	1
не были	1	1
мира и	1	1
мифически же	1	1
что нужно	1	1
мифическая отрешенность	1	1
в себе	8	11
– во	1	2
с той	2	2
существует как	1	1
и он	1	5
идея и	3	7
выдумка а	2	1
именно он	1	1
есть фикция	1	1
нет –	2	1
с их	4	1
что одна	1	3
пр –	1	1
и становится	1	1
есть выдумка	2	2
на себе	5	3
представлений об	1	1
с окружающим	1	1
представители науки	1	1
и творимая	1	1
и этот	1	1
как все	1	1
перед нами	6	1
и иначе	1	1
бы не	2	1
самого понятия	1	1
к отвлеченной	1	1
миф об	2	1
из них	2	2
каждого данного	1	1
– все	3	6
и для	5	2
не более	1	1
и наука	2	1
быть может	1	4
имеем дело	1	1
свой смысл	1	2
в сравнении	3	1
мифического субъекта	3	1
и чисто	5	1
отличается от	1	2
и вместе	1	1
– чисто	1	1
и диалектически	1	1
и уже	4	1
но –	8	4
земли и	1	1
в душе	1	1
в разных	2	3
и заставляло	1	1
индийская египетская	1	1
по себе	13	25
понятие символа	1	1
всех возможных	1	1
даже и	3	3
не менее	2	2
вещей и	1	2
еще не	4	2
вещи мы	2	1
и этого	1	1
вселенной в	1	1
он сам	1	5
с ним	3	6
и последнее	1	1
относиться к	1	3
однако все	1	1
утверждаю что	5	5
мифологией и	2	2
и которая	1	1
самый принцип	1	1
имеет пространственной	1	1
на водах	1	1
в конце	1	4
является ли	1	1
а в	1	5
можно судить	2	1
необходимым образом	3	2
тех или	4	3
всего в	1	1
бы равносильно	1	1
и более	1	4
нужно сказать	1	1
друга и	1	1
и тогда	2	2
к богу	1	3
не понимают	1	2
наука и	1	4
водах многих	1	1
называя ее	1	1
и должно	1	1
судить о	1	1
имеет общего	1	3
мифологии есть	1	1
как ни	1	1
и вот	11	6
никаких оснований	1	1
миф и	3	4
диалектику мифа	1	1
дело в	1	1
поэтому и	1	2
что человек	2	2
вообще как	2	1
в своем	5	5
та или	3	3
как таковых	2	1
стороны и	1	3
но она	1	3
и без	2	1
но с	1	3
не мешает	2	4
всегда и	3	3
вплоть до	1	3
от обычного	1	1
не миф	1	1
тут никаких	1	1
являющаяся в	1	1
от друга	1	1
которые в	1	1
есть уже	1	1
такого что	1	1
данный момент	2	1
от него	3	4
что мифология	2	8
есть то	5	1
по крайней	7	4
ними как	1	1
она или	1	1
и всякая	1	1
специально для	2	1
лежащая в	1	3
он например	1	1
вообще не	1	1
то или	3	3
природы ничего	1	1
мифическая истинность	1	1
стало быть	15	9
с своей	1	1
мифический образ	1	1
для того	5	2
чудо а	1	1
законов природы	5	1
ничего нет	1	1
ни аллегория	1	2
как и	7	2
не знаю	1	1
и чем	2	1
вещественно и	1	1
или что	2	2
не могу	1	4
потому что	10	14
миф содержит	1	1
что для	1	3
у которого	1	1
– ибо	1	1
надо прибавить	1	1
но вот	1	3
в самом	2	3
а то	1	1
на том	1	1
не сводимой	1	1
же время	6	4
есть также	2	1
каком случае	1	4
логический или	1	1
мы еще	2	1
никакого отношения	2	1
абсолютная истина	1	1
в то	6	6
и то	3	9
никогда не	2	9
становится ясным	1	1
совершенно ясным	1	1
верит в	1	1
не должна	1	2
человек как	1	1
одно а	1	1
можно ли	1	1
ровно ничего	7	5
всех этих	1	3
и в	15	18
с вещью	1	2
все время	1	1
так же	4	4
мифология лежащая	1	1
есть камень	1	1
мифа нужно	1	1
по природе	1	1
и самый	1	1
так что	6	15
итак в	2	1
самые основные	1	1
двух планов	2	2
не просто	7	7
я же	1	1
все они	1	1
спорить об	1	1
так как	14	11
говорить как	1	1
необходимая категория	1	2
– как	5	5
и только	2	1
– бог	1	2
с этими	1	1
миф как	3	1
это будет	3	1
хотя в	1	1
нее и	1	1
такой же	1	2
абсолютное бытие	2	1
не в	8	6
– навоз	1	1
говоря о	1	2
как будто	2	1
даже не	2	3
о реальном	1	1
термины и	1	1
в полном	1	1
есть в	4	1
идеальное но	1	1
зрения и	1	1
ровно никакого	2	2
на этом	3	2
мы должны	4	5
не могут	2	1
не замечают	1	1
конечно тоже	1	1
или других	3	2
а между	1	1
в которых	1	2
которые бы	2	1
с какой	1	4
по существу	1	1
чаще всего	1	2
рассуждать так	1	1
почему? потому	1	1
только два	1	1
и об	3	4
мир не	2	1
смысл и	3	4
рассматриваемый с	2	1
в некий	1	1
прибавить что	1	1
думать что	2	3
и говорить	1	2
что под	1	2
у меня	1	1
о своем	1	2
всю жизнь	1	1
лишь как	4	2
как это	2	4
– то	3	2
отношении к	2	3
себе мифическое	1	1
с этим	3	2
в абсолютном	2	1
с чем	1	1
мифология –	2	4
но также	1	1
более ничего	1	1
речь идет	1	1
я и	1	1
и с	4	5
же –	1	2
много но	1	2
но это	4	8
ни вообще	2	2
в природе	3	1
в него	1	2
сама вещь	1	1
механизм и	1	1
надо чтобы	6	1
как результат	1	2
не для	1	1
друг другу	1	3
и всякий	1	2
когда он	3	1
но принципиально	1	1
как один	1	2
знаем что	1	1
вещественная реальность	1	1
есть сама	1	2
просто как	2	2
конечно не	2	3
и самые	1	1
нам ясно	1	1
также и	4	7
для этого	2	2
это не	12	9
с другой	1	6
типов мифологии	5	1
и как	4	7
а если	3	1
иной раз	3	2
бы ни	2	1
но он	1	1
дело не	1	2
поэтому если	1	1
и совершенно	1	2
должно быть	2	3
эти две	3	1
научной точки	1	1
того как	2	1
было бы	9	12
это значит	8	11
в чем	8	6
– тогда	1	3
что такое	5	10
как бы	14	11
в москве	1	1
никакого места	1	1
об его	3	2
обоих случаях	1	1
жизненно ощущаемая	1	1
и никакого	1	1
имеет значение	1	1
непосредственно и	2	1
синтез и	4	1
теперь мы	7	1
можем считать	1	1
как таковая	2	2
– самое	1	1
– один	1	1
всем этом	1	1
прежде всего	11	10
но ясно	1	1
тогда если	1	1
не быть	1	1
точки зрения	14	17
закон природы	1	3
же такое	1	1
себе и	2	2
должно было	1	1
а стало	2	1
идеей и	1	2
учением о	1	1
бытие идеальное	1	2
мифа уже	1	1
коем случае	2	1
то лучше	1	1
что именно	7	2
том что	10	9
по которому	1	1
отдельных мифов	1	1
содержащая в	1	1
но есть	1	2
но и	4	7
к своему	2	1
есть само	2	1
я делаю	1	1
же что	3	1
в ее	2	1
он может	1	1
именно в	5	2
о реальной	1	2
нет и	2	1
образ есть	1	1
это его	1	1
мифы связанные	1	1
не знает	1	2
только то	1	4
нет ровно	2	6
это тоже	1	1
но именно	2	1
мы не	9	1
миф в	1	1
науки а	1	1
или как	1	1
себя в	2	1
мы можем	3	4
во всем	2	2
и свое	1	1
науки и	2	5
оборотничество и	1	2
сущность и	1	1
и другого	1	2
наконец и	1	1
я уже	3	1
в результате	6	1
совершенно ничего	1	2
о пространстве	1	1
на самом	1	3
я приведу	1	1
и наконец	3	1
этой точки	2	2
быть как	1	1
самого мифа	2	1
я утверждаю	4	4
– мы	5	3
мы всегда	2	1
метафизическое построение	1	2
быть в	5	2
и вовсе	1	1
оно –	3	3
научного анализа	1	1
заговорили о	1	1
– полная	2	1
он находит	1	2
мифология и	2	3
еще ничего	2	1
что не	3	7
и пр	9	5
смыслу своему	2	1
не что	8	1
блудница на	1	1
а не	18	14
гораздо более	1	3
полная противоположность	1	2
говорить о	11	5
с этой	2	2
значит что	9	14
с одной	1	2
крайней мере	7	4
в этом	11	12
которая хотя	1	1
в понятие	1	1
миф о	1	1
каком смысле	1	1
если мы	5	2
превращается в	1	1
в меру	5	1
в коем	2	1
тотчас же	3	1
почему же	1	1
формулы с	1	1
об этом	3	4
хотим вскрыть	1	1
точно так	2	2
– к	1	1
быть и	3	4
получается что	1	1
тут мы	2	1
именно так	2	1
искусством и	2	1
будет ли	3	1
его жизни	1	1
как же	5	5
есть дерево	1	1
что мы	7	1
е не	2	1
мы замечаем	1	2
хода явлений	1	1
ясным что	1	1
людей и	1	1
мифического сознания	1	15
даже просто	1	4
– вот	2	3
точка зрения	1	2
на их	1	1
между собою	2	2
иначе не	1	2
миф не	8	14
разные степени	1	1
он всегда	2	2
и из	2	3
– только	3	1
бога как	1	1
будучи в	1	1
я могу	2	2
есть но	1	1
наукой и	1	2
и неизвестно	1	1
есть мифология	3	3
тут есть	2	2
дальше и	1	2
почти все	1	2
есть бытие	1	3
смысл идею	1	2
оказывается что	4	1
же как	1	2
образ не	1	2
из этих	2	2
природы в	1	1
очень много	2	3
– или	1	2
чем именно	1	1
действительность являющаяся	1	1
в первую	1	2
диалектически необходимая	1	1
совсем другое	1	1
все это	9	11
заключается не	1	1
при условии	2	3
раз на	1	1
в качестве	2	2
суть не	1	1
и есть	19	16
– это	5	9
и смерть	1	1
и когда	2	1
мы будем	2	1
так хорошо	3	1
этот акт	1	1
есть метафизическое	1	2
я скажу	1	2
– совершенно	4	2
что я	5	3
самом же	2	1
хотя и	6	4
жизни а	1	1
не так	1	1
мифология не	2	7
чем она	1	1
даже вообще	2	1
ее не	1	1
заключается в	2	1
и другое	2	2
мифологии и	8	5
он есть	7	4
ибо для	1	1
что оно	7	5
действительность и	1	1
может только	2	1
какой стороны	1	4
то же	9	10
бы тогда	1	1
всякая реальная	1	1
так то	4	1
при помощи	3	1
самое реальное	1	1
его самого	1	2
отвлеченную идею	2	1
из сферы	1	3
это было	2	2
и бытия	3	1
– абсолютно	2	3
есть всегда	3	4
другими словами	5	2
– в	15	4
потому и	1	1
как то	1	1
одинаковы и	1	1
тут не	2	4
есть подлинная	2	2
и дальше	1	1
принцип ее	1	1
в данный	2	1
чтобы получить	1	1
эту мифологию	1	1
не будет	2	1
этом смысле	4	3
совершенно не	3	8
есть символ	5	3
эта связь	1	1
мифа с	2	1
понимаем что	1	1
с целью	1	1
вот почему	3	1
не дает	2	1
есть подлинный	1	1
и нужно	1	1
ней не	1	1
идея вещи	1	1
эта идея	1	1
можно говорить	2	2
идея это	1	1
не нужно	2	2
не говорят	3	1
и если	3	1
думают что	2	6
как два	1	1
отрешенность от	1	1
в чистом	1	1
и именно	2	1
или не	4	5
говорят о	1	2
и питаются	1	1
что же	2	3
только что	2	3
говорят об	1	1
и само	2	1
мы теперь	2	1
и их	2	2
мы видим	4	4
если она	2	3
это –	25	24
д но	1	2
весь мир	2	1
имеет ничего	2	3
но мы	2	1
вопрос о	2	2
и мы	7	5
это что	1	2
и еще	1	3
тут тоже	2	1
в которой	2	1
не всегда	3	1
одной и	3	1
к нему	1	8
с идеальными	1	1
можно сказать	5	6
мифологии –	1	1
ничего не	17	17
вот –	1	4
почти не	1	2
а это	2	1
именно с	1	1
это-то и	2	1
что он	7	11
мы условились	1	1
воли и	2	1
что по	2	1
где же	1	1
возможно такое	1	1
если он	1	1
но они	2	2
между искусством	2	1
несмотря также	1	1
что они	4	3
откуда я	1	1
в нем	5	16
есть просто	6	3
по сравнению	2	2
пространства и	1	2
заметить что	1	2
или иначе	2	1
во всех	2	1
не говорит	5	4
ровно никаких	1	2
опять-таки не	1	2
просто на	1	1
в дальнейшем	1	5
реальность и	2	2
история ее	1	1
мифологии как	1	1
в современной	1	2
или фикция	1	1
или по	4	2
идею и	3	3
на другое	3	1
только потому	3	3
один из	4	3
смотря по	1	1
доходит до	1	1
эту идею	1	1
сделать это	2	1
что и	6	3
ясно что	11	8
уже не	9	2
отношения к	3	3
с точки	9	12
же и	2	2
но только	5	3
мифологии не	1	2
есть все	2	1
быть только	1	1
но так	1	2
можно только	3	2
в силу	4	1
в субъекте	1	1
и синтез	3	1
человек и	1	1
на нем	2	2
отождествляются в	1	1
вообще но	2	1
представление о	2	1
для науки	1	3
думаю что	2	1
хотя бы	4	6
они обязательно	1	1
или иной	1	3
природы и	2	1
на каком	1	1
ни схема	1	2
тот кто	2	2
скажет что	1	1
о мифе	3	4
стороны в	1	2
как нечто	2	1
отвлеченная идея	3	3
с другими	1	2
религия не	1	1
здесь как	1	1
самих себе	1	1
говорит ни	1	2
сознания ни	1	1
и по	2	1
построение но	1	3
учение о	5	11
отдельных и	1	1
но в	3	6
что логически	1	1
это мы	1	4
плоти и	1	1
сложнее и	1	1
если это	1	2
для нее	2	2
а я	1	1
мир и	4	1
не имеет	14	15
так или	1	1
тут в	2	1
и религия	1	1
идеи и	4	5
все что	2	1
никогда и	2	1
есть ни	9	6
подлинная действительность	1	1
от одного	2	1
жизнь и	2	3
тем не	2	1
человеческого творчества	1	1
не значит	2	3
конце концов	1	3
явлений и	1	1
это далеко	1	1
а именно	6	1
с идеей	1	1
символ есть	4	1
я мог	1	2
при этом	2	1
именно и	1	1
сказали мы	5	2
и явление	1	2
всегда имеет	1	1
чего не	3	1
есть прежде	3	1
или иных	1	1
и идея	1	3
но что	5	3
о которых	1	2
в ней	5	3
на свете	4	1
а потом	1	5
мифологии сейчас	1	1
не зная	1	2
и тут	3	3
мифическое сознание	4	8
что иное	8	1
эти последние	1	2
– значит	2	1
она и	1	1
о котором	1	1
для своего	1	2
чем же	2	1
и ничего	2	1
и следовательно	3	2
из наблюдения	1	1
не выдумка	2	2
форма и	1	1
миф –	3	9
сама по	5	8
и также	1	1
в котором	2	4
сказать с	1	1
есть конечно	1	2
как таковой	5	4
этого и	1	1
только о	3	1
да еще	2	1
смысле есть	1	1
но я	1	1
сам по	2	6
определенную мифологию	1	1
мог бы	2	2
не о	4	4
явлений природы	1	2
смысла и	3	1
он имеет	1	1
или другого	2	1
не приходится	1	1
д и	3	2
полнее и	1	1
однако это	1	1
же это	5	3
и вся	1	1
образа в	2	2
в голову	1	1
конечно такое	1	1
слиты в	1	1
нисколько не	2	4
себе что	2	1
был бы	2	1
ни на	6	6
к ее	1	1
на науку	1	1
мы заговорили	1	1
всегда есть	2	2
невозможна без	2	2
действительность –	1	1
случае нельзя	1	1
оно не	2	1
но все	2	3
не требует	1	1
мифология содержит	1	1
сами и	1	1
что это	13	11
отрешенность и	1	2
можно было	1	5
бытие есть	1	1
со всей	2	2
говорит о	3	5
и это	8	2
должны сказать	1	1
находятся в	1	1
с другим	1	1
мифа и	6	2
мы сами	1	2
же не	1	1
оно есть	4	2
жизнь в	1	1
что кроме	2	1
нечто совершенно	1	1
a что	1	1
– до	1	2
к любой	1	1
е прежде	1	4
на что	2	2
и часто	2	1
общего не	2	1
в связи	1	1
схема ни	1	2
таких категорий	1	1
есть религия	4	1
