2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram
на точку	1	2
и существует	2	1
бытие –	2	1
все эти	3	2
вот что	1	1
мире как	1	1
не буду	5	3
она должна	2	2
в данном	2	3
что всякое	1	1
значит ли	1	2
может и	2	4
мир или	2	1
гипотез но	1	1
пусть даже	1	1
вечная и	1	1
и потому	2	3
есть и	12	5
только мы	1	1
случае не	3	3
содержит в	1	3
не содержится	2	1
так если	1	1
в их	2	3
стать на	1	2
совершенно абстрактно	1	1
т д	23	19
понятие материи	2	1
мы находим	1	7
представления о	1	1
из самых	3	1
мира и	3	1
же тогда	1	1
отвлеченное понятие	1	2
мифическая отрешенность	2	1
в себе	2	11
– во	1	2
с той	1	2
что нужно	2	1
будет существовать	1	1
и он	2	5
идея и	1	7
достаточно глубоко	1	1
между ними	1	1
только постольку	1	1
отвлеченные идеи	1	1
к тому	4	4
меня и	2	1
пр –	1	1
и становится	1	1
есть выдумка	1	2
утверждать что	6	3
и этот	1	1
как все	3	1
мифология как	1	1
его собственная	1	1
перед нами	3	1
одной стороны	3	2
и никто	1	1
только как	5	2
с реальными	1	2
из них	3	2
во-вторых же	3	1
ничем не	7	3
и для	2	2
– все	3	6
не более	1	1
и достаточно	1	1
быть может	3	4
имеем дело	1	1
в субъективизме	1	1
в сравнении	3	1
сами по	3	1
мифического субъекта	3	1
и чисто	2	1
но даже	3	1
взгляд на	1	1
отличается от	8	2
– чисто	2	1
и диалектически	2	1
и уже	2	1
но –	5	4
и эти	2	1
не дают	1	1
по себе	20	25
тогда и	2	1
и является	2	2
не менее	11	2
вещей и	6	2
в физике	1	1
еще не	2	2
диалектической необходимостью	1	1
и этого	1	1
даже и	7	3
с ним	1	6
сознания в	2	1
так в	2	1
– для	2	1
утверждаю что	5	5
самый принцип	1	1
и которая	1	1
же самое	1	1
без всяких	1	1
никакая диалектика	1	1
формулы и	1	2
о мифологии	1	1
реальной вещи	1	1
и этим	3	1
ну так	1	1
тому что	4	3
о субъективизме	1	1
эта последняя	1	1
а в	2	5
необходимым образом	2	2
же можно	2	2
тех или	2	3
всего в	1	1
бы равносильно	1	1
и более	1	4
отдельных частей	1	1
и тогда	5	2
ни ее	1	1
от самого	2	3
наука и	1	4
– вы	1	1
что реально	1	2
вас в	1	1
что угодно	2	1
миф и	3	4
и вот	2	6
по преимуществу	1	1
и мифа	1	2
та самая	1	1
что-нибудь иное	1	2
в своем	3	5
наука всегда	1	5
стороны и	1	3
но она	3	3
или может	1	1
но с	1	3
о субъекте	1	1
и без	3	1
не мешает	2	4
вещи что	1	1
природой и	1	1
всегда и	1	3
вплоть до	1	3
в сторону	1	1
синтез с	1	1
есть уже	1	1
бытие ни	1	1
от него	1	4
ли это	1	3
есть то	6	1
который от	1	1
вместе взятых	1	1
же теперь	1	1
по крайней	5	4
так или	2	1
сознание оперирует	1	1
вообще не	2	1
понять что	1	1
по его	1	1
стало быть	9	9
с своей	1	1
чудо а	2	1
для того	3	2
законов природы	10	1
значит одно	1	1
ничего нет	5	1
c но	1	1
как и	7	2
не могу	1	4
эти формулы	1	1
потому что	7	14
она на	1	1
что для	5	3
д на	1	1
– ибо	1	1
с такой	1	1
на ведьме	1	1
но вот	2	3
в самом	7	3
а то	1	1
только и	2	4
же время	3	4
есть также	2	1
мы еще	1	1
никакого отношения	3	1
абсолютная истина	1	1
в то	5	6
совершенно ясным	1	1
никогда не	7	9
и то	4	9
ли оно	1	2
этом отношении	1	2
верит в	1	1
одно а	1	1
всех этих	1	3
можно ли	5	1
гибели и	1	1
ровно ничего	3	5
науки конечно	1	1
зрения мифического	2	1
и в	24	18
сознание есть	1	1
все время	3	1
так же	4	4
грань между	2	2
в мире	1	2
от науки	1	1
они тоже	1	1
так что	8	15
и где	2	2
когда люди	1	1
них нет	1	1
в корне	1	2
не просто	18	7
метафизика но	1	1
не суть	7	1
так как	6	11
миф как	1	1
необходимая категория	1	2
– как	3	5
и только	6	1
но не	2	4
существует и	1	1
как образ	1	1
это будет	4	1
на природу	1	1
солнце и	2	1
до полного	1	1
такой же	1	2
и говорит	1	1
и смерти	1	1
не в	3	6
что там	1	1
говоря о	1	2
для нас	2	1
точек зрения	1	3
даже не	6	3
опять-таки мы	1	1
то как	2	3
есть в	3	1
ровно никакого	3	2
на этом	2	2
этого мифа	2	1
не могут	4	1
или других	1	2
есть всецело	2	1
на свою	1	1
с какой	1	4
по существу	2	1
чаще всего	2	2
уже с	1	1
представить себе	1	1
место и	1	1
как с	2	2
в некий	1	1
и говорить	2	2
думать что	2	3
мифа это	1	1
без сновидений	1	1
что под	1	2
нем можно	2	1
у меня	2	1
раз и	3	2
лишь как	2	2
как это	5	4
– то	1	2
который не	2	1
то я	1	4
с этим	3	2
к мифологии	1	1
мы все	1	1
же он	2	2
речь идет	1	1
и с	6	5
я и	2	1
же –	1	2
больше чем	1	1
но это	5	8
мировая душа	1	1
в соответствующих	1	1
метафизике и	1	1
живет этим	1	1
мере в	3	1
в него	1	2
в природе	2	1
механизм и	4	1
как результат	1	2
мировоззрения и	1	1
друг другу	1	3
и всякий	3	2
одному тому	2	1
бога он	1	1
существует ли	1	1
человеческого сознания	1	2
этом я	1	1
есть сама	1	2
просто как	1	2
конечно не	4	3
механизм –	1	1
и самого	1	1
я буду	1	1
также и	2	7
для этого	2	2
нет в	1	1
это не	4	9
они являются	1	1
сразу и	1	1
с другой	4	6
их можно	1	1
и как	8	7
а если	3	1
иной раз	2	2
на небе	1	1
здесь в	1	2
не сами	1	1
даже о	2	1
но он	1	1
есть категория	1	1
должно быть	3	3
и совершенно	1	2
эти две	3	1
в мифической	1	1
далеко не	1	1
дело не	1	2
научной точки	1	1
того как	1	1
было бы	5	12
это значит	24	11
в чем	4	6
чем его	1	1
– тогда	11	3
и глупо	1	1
что такое	21	10
самых обыкновенных	2	1
как бы	3	11
только сказать	1	1
они противостоят	1	1
более или	1	3
и никакого	4	1
суть тоже	1	1
как таковая	3	2
однако помнить	1	1
всем этом	1	1
и любят	1	1
и мало	1	2
прежде всего	8	10
тех кто	1	2
исторического процесса	2	1
точки зрения	25	17
и наивно	1	1
закон природы	1	3
же такое	2	1
себе и	1	2
коем случае	3	1
просто и	1	1
что именно	3	2
том что	8	9
по которому	2	1
– луна	1	1
видно что	1	1
уже по	2	1
явление или	1	1
того ни	1	1
но и	9	7
есть само	2	1
же что	1	1
раз миф	1	1
он может	1	1
именно в	2	2
в ее	1	1
нет и	4	1
до сих	1	2
что отношение	1	1
не знает	3	2
только то	1	4
нет ровно	1	6
это может	1	2
берется в	1	1
это тоже	1	1
мы не	5	1
миф в	1	1
не что-нибудь	2	3
бы все	1	2
по одному	2	1
механизм есть	1	1
себя в	2	1
мы можем	1	4
стремится к	1	2
имеет место	1	1
больше и	1	1
во всем	3	2
науки и	1	5
сущность и	4	1
сколько и	1	1
постольку поскольку	1	1
наконец и	1	1
я уже	7	1
в результате	1	1
и другого	1	2
совершенно ничего	1	2
на самом	1	3
самый этот	1	1
я приведу	1	1
и наконец	1	1
же если	1	1
что учение	2	1
зависит от	2	1
оно требует	1	1
этой точки	2	2
странное и	2	1
мифологию и	1	2
самого мифа	1	1
если механизм	1	1
я утверждаю	4	4
мы всегда	1	1
не к	1	1
в науке	1	3
абстрактное понятие	9	1
– тот	1	1
будет в	1	2
оно –	4	3
говорить что	4	2
заговорили о	1	1
миф никогда	1	1
об идее	1	1
есть именно	6	1
что не	5	7
мифология и	5	3
что эти	1	1
заключается только	1	1
и пр	6	5
живого человеческого	1	1
не что	6	1
а не	26	14
без явления	1	1
если это	1	2
сложнее и	1	1
говорить о	4	5
с этой	5	2
значит что	24	14
с одной	3	2
крайней мере	5	4
которая хотя	1	1
в этом	8	12
просто к	1	1
миф о	3	1
разве что	1	1
если мы	1	2
превращается в	6	1
каком смысле	3	1
холодным блудом	1	1
время как	4	2
в коем	3	1
тотчас же	1	1
почему же	2	1
об этом	6	4
от прочих	1	1
– к	1	1
быть и	3	4
получается что	2	1
точно так	2	2
тут мы	2	1
будет ли	1	1
есть дерево	1	1
как же	5	5
что мы	8	1
е не	4	1
сознания конечно	1	1
ясным что	1	1
людей и	2	1
мифического сознания	7	15
– вот	2	3
точка зрения	5	2
между собою	1	2
вещи есть	2	2
миф не	5	14
он всегда	1	2
– только	2	1
с мифом	1	1
объект есть	7	1
или предмет	1	1
и как-то	1	1
я могу	1	2
есть но	2	1
есть мифология	2	3
чистом виде	1	1
дальше и	1	2
этого не	2	1
жизни не	1	1
есть бытие	2	3
а только	1	3
не свойственно	1	1
оказывается что	1	1
же как	2	2
его полная	1	1
из этих	2	2
природы в	1	1
очень много	1	3
– или	3	2
против этого	1	1
чем именно	1	1
нее самой	1	1
все это	6	11
при условии	3	3
раз на	1	1
в качестве	1	2
как например	2	2
где нет	1	1
если иметь	2	2
итак или	3	1
как именно	2	1
– это	6	9
е только	1	1
и смерть	2	1
все вещи	4	1
самом деле	6	3
и есть	16	16
сознания но	2	1
к чему	1	1
если стать	1	1
по своей	1	1
и когда	2	1
он и	3	2
если я	2	1
и стать	1	1
было с	1	1
хотя и	5	4
не так	1	1
явления и	4	1
эпохи и	1	1
всегда только	1	1
этой стороны	1	2
мифологии и	3	5
только на	7	3
самому смыслу	1	1
они не	2	1
он есть	3	4
что оно	7	5
например в	2	1
может только	1	1
также не	3	1
то не	1	2
его только	1	1
то же	6	10
сущности т	1	1
так то	1	1
то ясно	3	1
при помощи	3	1
из сферы	1	3
это было	3	2
и бытия	1	1
– абсолютно	1	3
просто не	1	2
другими словами	7	2
есть всегда	5	4
– в	6	4
как то	1	1
его на	2	1
есть подлинная	3	2
принцип ее	1	1
своей собственной	1	1
дерево а	1	1
чтобы получить	1	1
не будет	3	1
данной эпохи	1	1
от другого	1	1
бытие что	2	1
совершенно не	2	8
мифа с	1	1
процесс и	1	1
с целью	1	1
вот почему	1	1
и нужно	2	1
есть подлинный	1	1
ней не	1	1
зрения можно	1	1
не мы	1	3
бы действительно	1	1
нас не	1	2
и если	2	1
от самой	2	1
думают что	1	6
самого же	1	1
отрешенность от	2	1
в чистом	1	1
из нее	2	1
или не	5	5
говорят о	1	2
от бога	2	3
что же	11	3
только что	4	3
в такой	1	1
ни другого	1	1
и само	1	1
никакого нет	1	1
это –	16	24
если она	1	3
одно от	1	1
– абстрактное	1	1
весь мир	1	1
жизнь для	1	1
вопрос о	5	2
тут тоже	1	1
в которой	1	1
одной и	1	1
не всегда	1	1
не хотят	1	3
к нему	3	8
и гегель	1	1
основана на	1	1
можно сказать	1	6
точку зрения	1	3
вопрос об	3	1
что ни	1	3
ничего не	17	17
почти не	1	2
в систему	1	1
е явление	1	1
а это	1	1
что он	13	11
его собственные	1	1
где же	4	1
но они	2	2
если он	1	1
сказал что	1	2
должен быть	1	1
оперирует с	1	1
к этой	2	1
в нем	3	16
на одну	1	1
от явления	1	1
есть просто	4	3
пространства и	2	2
или иначе	2	1
новое время	1	1
заметить что	1	2
во всех	1	1
нового времени	2	1
не говорит	3	4
ровно никаких	1	2
опять-таки не	1	2
связанное с	1	1
в некоем	1	1
мифологии как	1	1
никто никогда	1	1
или по	1	2
только потому	2	3
на другое	3	1
что и	6	3
уже не	5	2
нет различия	1	1
ясно что	7	8
тут ничего	1	1
отношения к	1	3
с точки	14	12
на лошади	1	1
же и	2	2
но только	4	3
понятий а	1	1
нужно однако	1	1
есть все	1	1
он просто	4	1
быть только	2	1
можно только	4	2
другой как	1	1
в силу	3	1
но так	1	2
человек и	1	1
тогда я	1	1
основывается на	1	1
на нем	1	2
или они	1	1
субъекта это	1	1
вообще но	1	1
тут вопрос	1	1
представление о	1	1
ее реальное	1	1
для науки	2	3
думаю что	1	1
хотя бы	4	6
себе самом	1	2
или иной	4	3
природы и	2	1
– конечно	1	1
зрения самого	1	2
– нечто	2	1
жизни но	1	1
тот кто	1	2
скажет что	1	1
мало того	1	1
как нечто	1	1
для всякого	1	2
хома брут	1	2
и по	2	1
учение о	8	11
что ничего	1	1
но в	2	6
вероучение и	2	2
плоти и	2	1
для нее	1	2
как такового	1	1
с полной	3	1
а я	2	1
мир и	3	1
не имеет	11	15
говорят что	2	1
бывает в	1	1
сих пор	1	2
все что	3	1
и сам	1	1
если и	1	2
есть ни	3	6
столько же	1	1
но к	1	2
жизнь и	4	3
тем не	10	1
не значит	3	3
а тогда	1	1
а именно	2	1
не воспринимает	1	1
совершенно правильно	1	1
в общий	1	1
при этом	2	1
то оно	1	1
сказали мы	1	2
и явление	1	2
ни того	9	1
чего не	4	1
всякая вещь	1	1
или иных	1	1
того что	12	2
но что	7	3
у него	2	1
в ней	2	3
лежать в	1	1
на свете	3	1
не зная	1	2
и тут	3	3
мифическое сознание	3	8
что иное	6	1
– значит	4	1
о котором	1	1
бытия которое	1	1
она и	2	1
в этих	1	5
в каком-то	1	1
другого –	1	1
ни к	3	2
для своего	1	2
чем же	1	1
и ничего	4	1
и следовательно	2	2
в объективном	1	1
мифе есть	1	2
миф –	5	9
сама по	4	8
и также	1	1
нему с	1	1
это значит?	2	1
и принципиально	1	1
в котором	1	4
бы научными	1	1
есть конечно	2	2
как таковой	2	4
для него	4	2
мог бы	1	2
сам по	5	6
но я	1	1
небе и	1	1
только о	3	1
не о	2	4
бы даже	1	1
или другого	1	1
не приходится	1	1
на себя	3	1
такое миф	1	3
д и	6	2
к ней	1	4
то стало	1	1
же это	1	3
есть метафизика	1	2
божества и	2	1
целиком в	1	1
нисколько не	1	4
себе что	1	1
был бы	1	1
ни на	3	6
к ее	1	1
на науку	1	1
просто но	1	2
из жизни	1	1
всегда есть	5	2
реальная жизнь	3	2
оно не	6	1
указание на	1	1
но все	1	3
свое существование	1	1
в вещах	1	1
мира как	1	1
самих законов	1	1
что это	12	11
просто то	1	1
говорит о	4	5
и это	4	2
сюда же	1	1
смерти и	1	1
мифа и	6	2
надо сначала	1	1
оно есть	2	2
только одна	3	1
a что	1	1
на что	2	2
и часто	1	1
не с	1	5
в связи	1	1
мир –	1	1
впасть в	1	1
