3gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_3gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_3gram
а не в	1	3
того или иного	4	1
более того на	1	1
с помощью каких	1	1
не следует что	2	2
в художественной конструкции	1	2
в собственном смысле	1	1
можно говорить о	1	1
от идеологического кругозора	1	2
помощью каких приемов	1	1
но вовсе не	1	2
выведение из автоматизма	2	1
его здесь и	1	1
с самого начала	2	1
в самом деле	5	4
в той мере	1	1
истолкован в шкловским	1	1
имеем в виду	1	1
в нем как	1	1
одного к другому	1	1
более того если	1	1
к тому чтобы	2	1
с тем что	5	1
часть социальной действительности	1	1
до сих пор	1	1
сама по себе	1	1
развития формального метода	1	1
в таком случае	1	1
до настоящего времени	1	1
так или иначе	1	1
каждый элемент языка	1	1
произведения в процессе	1	1
без всякой методологической	1	1
более и более	1	1
с точки зрения	7	14
взятой независимо от	1	1
теперь эта боязнь	1	1
мы ни взяли	1	2
то или иное	1	2
в эпоху разложения	1	1
в неразрывной связи	1	2
ни взяли мы	1	1
важное место в	1	1
мы не можем	1	2
в этом смысле	2	2
и в пределе	1	1
произведения не может	1	1
оно не может	1	1
и во всяком	1	2
имеет место и	1	1
в последнем счете	1	2
в направлении к	1	4
входит в поэтическую	1	1
теория восприятия и	2	1
конкретное высказывание является	1	1
говорит в шкловский	4	2
есть литература но	1	1
той мере в	1	1
в истории литературы	2	3
раз и навсегда	1	3
один и тот	1	1
же время не	1	1
лингвист отвлекается от	1	1
следующее заявление шкловского	1	1
что же касается	1	1
о языке как	1	1
с тем и	2	1
правом можно утверждать	1	1
можно только в	1	2
как мы знаем	2	4
от одного к	1	1
вовсе не является	1	3
что же такое	1	1
мере в какой	1	1
все более и	1	1
и в других	1	1
как внеположной сознанию	1	2
е поэтическая конструкция	1	1
в одной из	1	1
произведения его здесь	1	1
ровно ничего не	1	2
его от всех	1	1
можно и должно	3	1
том или ином	1	1
в конце концов	2	2
и его формы	1	1
в значительной степени	3	1
исполнения и восприятия	1	2
наука о литературе	1	1
такой же степени	1	1
в настоящее время	1	1
и пр в	1	1
материалом поэзии является	1	1
нем как в	1	1
не совпадает с	1	1
в пределе вовсе	1	1
по тем же	1	1
не может быть	10	14
не в том	3	1
оставаясь в пределах	1	1
в том или	1	1
мы не найдем	1	1
остается подвести некоторые	1	1
языке как о	1	1
до известной степени	3	2
сами по себе	2	2
нам в корне	1	1
т е его	1	1
они не совпадают	1	1
и т д	5	6
поэтической конструкции на	1	1
подвести некоторые итоги	1	1
становится в ней	1	1
сводится к тому	1	1
формалистической истории литературы	1	1
язык и его	3	1
в процессе этого	2	2
самым наивным образом	1	1
индивидуального организма и	1	1
и пр являются	1	1
привела формалистов к	1	1
на почве акмеизма	2	1
только то что	1	2
как таковой он	1	1
говорящего со слушателями	1	1
всякое конкретное высказывание	1	2
