3gram	Berdyaev_MirosozercanieDostoevskogo_partition_part2_wordlist_3gram	Berdyaev_MirosozercanieDostoevskogo_partition_part1_wordlist_3gram
возврата к тому	1	1
зла и преступления	1	3
это и есть	4	3
и менее всего	1	1
есть не только	3	1
свобода с божественной	1	1
отношения к злу	1	1
и он был	1	1
мировая гармония не	1	1
к отрицанию свободы	3	1
но и в	4	1
в себе и	1	1
в п верховенском	1	1
у русского человека	1	1
свободу свободу человеческого	1	1
достоевский – гениальный	1	1
он сам не	1	1
в нем есть	1	6
человека есть лишь	1	1
через свободу и	1	1
боге и бессмертии	1	1
высшей степени динамична	1	1
в глубине самого	1	1
и быть может	1	1
в своеволии своем	1	5
накаляет окружающую атмосферу	1	1
с его отношением	1	1
не ведет к	1	1
заключаю безграничным деспотизмом	1	1
был прежде всего	2	1
исследует роковые последствия	1	1
она не может	1	1
достоевского есть прежде	1	1
может быть всего	1	1
и во всем	1	1
весь обращен к	1	1
раскольников ставрогин кириллов	2	1
в смысл мира	1	1
все творчество достоевского	4	2
в нем нет	1	2
как бы не	1	1
свободу человеческого духа	3	2
образов у достоевского	1	1
он обращен к	1	1
мы увидим что	3	2
и идеал содомский	1	1
человеческой природы в	3	2
исследует до глубины	3	1
а не в	4	2
его отношением к	1	1
самой глубины человеческой	2	1
о боге и	1	1
все герои достоевского	2	1
теряет свою свободу	1	2
и никогда не	1	2
потому что он	1	2
в этом они	1	1
человек не может	2	1
достоевский не только	1	1
по природе своей	1	1
человеческая свобода и	1	1
до сих пор	2	3
в творчестве достоевского	4	3
человек не мог	1	1
путь ко христу	1	1
она ведет к	1	1
в романах достоевского	1	1
к конечному и	1	1
должно прийти к	1	1
оно не может	1	1
что он не	2	1
свобода не может	1	2
в конце концов	2	1
конечному и предельному	1	1
нет у достоевского	1	1
федоре павловиче карамазове	1	1
но в нем	1	1
он не хотел	1	1
у достоевского была	1	4
берет человека в	1	1
она влечет к	1	1
достоевский исследует до	2	1
и достоевский показывает	2	1
к которому он	1	1
у него –	1	1
от плоти и	2	1
ни у кого	1	1
и есть свобода	1	1
и для достоевского	1	1
на поверхности в	1	1
переходит в рабство	1	1
ни к какому	1	1
у достоевского –	1	1
слова великого инквизитора	1	1
достоевский до глубины	2	1
никогда не было	1	3
героя записок из	1	1
