2gram	Vinokur_KulturaYazyka_partition_part3_wordlist_2gram	Vinokur_KulturaYazyka_partition_part2_wordlist_2gram
языка на	1	1
наше внимание	1	1
бы например	2	2
ссылки на	1	1
оттенок мысли	1	1
речи что	1	1
что поскольку	1	1
в разговоре	4	1
за собой	2	1
том смысле	1	1
какое же	1	2
а вот	1	2
здесь не	3	2
политике и	1	1
языковой политике	2	1
как очевидно	1	1
языке но	1	1
это те	1	2
ставит себе	2	3
дворянской интеллигенции	2	2
и было	1	1
вслед за	1	1
знак языка	1	1
все из	1	1
фраза в	1	1
говоря уже	2	2
должно составить	1	1
отличие от	2	2
собою разумеется	1	1
для обозначения	2	2
и прежде	1	1
между грамматикой	2	1
тот же	5	6
последнее время	3	1
это конечно	2	2
период революции	1	1
это имело	1	1
на те	1	1
специфические газетные	1	1
все ту	1	1
со стороны	4	1
коренной вопрос	1	1
для каждой	1	2
грамматического сознания	1	1
уже на	1	1
наши дни	1	1
же смысл	1	1
с теориями	1	1
данной области	1	1
бы говорить	1	1
нашей языковой	1	1
что здесь	1	1
да рядом	2	2
в частности	2	2
при чем	1	5
сколько угодно	1	1
помнить что	1	1
то он	1	3
и содержание	1	3
никто конечно	1	1
в следующем	1	1
т п	24	41
на этой	4	1
здесь можно	1	5
вопрос эпохи	1	1
классической литературы	1	2
не было	4	4
к слову	2	1
вопроса о	6	3
нам не	2	1
еще раз	1	2
чтобы не	2	2
и тем	5	6
того чтобы	11	11
во внимание	1	5
и при	1	2
с ними	2	1
только в	5	6
в архив	1	2
речи мы	2	1
тема не	1	2
другой стороны	7	3
или иного	2	3
с того	1	1
может сыграть	1	1
т е	22	32
этом слове	2	1
в русском	10	2
само по	5	1
идет о	1	1
то и	3	2
русского языка	4	7
всяком случае	5	1
свидетельствует о	1	1
чтобы понять	2	2
том случае	2	4
к вопросу	3	2
к этому	4	1
с большой	1	1
вот это	1	1
из предыдущего	2	1
но для	3	3
п т	1	1
как в	3	4
и я	1	2
слишком много	1	1
не случайно	1	4
связи со	1	1
и не	16	10
и следует	1	2
слово как	1	1
во всяком	5	2
что язык	1	1
когда и	1	1
в вопросе	1	1
говорить и	2	3
лежит в	1	1
сама эта	1	1
всего что	2	1
таким образом	5	9
тем более	1	5
свое значение	1	1
по своему	1	2
сказать в	1	1
не говоря	2	2
если же	1	2
говорить об	1	1
показывают что	1	1
п но	2	3
этих слов	1	3
связанные с	2	1
поэтической функции	1	1
тогда когда	1	4
нынешних спорах	1	1
тем что	3	5
речи вообще	2	1
пишет он	2	1
уже в	3	3
это и	3	3
иных случаях	1	1
не только	20	17
как специфической	1	1
в наши	1	1
он не	3	3
письменную речь	1	1
нашем смысле	2	2
что даже	1	1
вот это-то	1	2
словарь есть	1	1
на точку	1	2
именно здесь	1	1
дает нам	2	2
все эти	12	7
и идеи	1	1
смысле этого	2	2
противном случае	1	1
для всего	1	1
этот процесс	1	1
в данном	4	7
в пределах	4	2
тем же	2	2
изношенный словарный	1	1
рядом с	2	1
совершенно ясно	1	2
и потому	2	1
слова в	6	4
пор пока	1	4
в их	2	6
же до	1	2
в современном	2	1
т д	14	8
себе представить	1	2
мы находим	1	3
предыдущие замечания	2	1
речь не	1	1
учиться у	3	1
в себе	1	1
между ними	1	1
в большей	3	2
на примере	2	1
вряд ли	4	1
как на	1	8
схемы этой	1	1
без таких	1	2
к тому	4	3
нельзя было	2	1
и становится	1	1
на себе	4	1
на основе	1	1
таким же	2	1
утверждать что	2	1
примеры из	1	1
все должно	1	1
фраза из	1	1
языка в	3	6
экономической жизни	1	1
перед нами	4	1
народный комиссар	1	2
интересно что	2	1
одной стороны	1	4
только как	2	4
что писать	1	1
и прочих	1	1
особого труда	1	1
что изношенный	1	1
бы уже	1	2
и для	2	1
и выражения	2	1
не более	2	2
много и	1	1
это только	2	1
установка на	2	3
эту можно	1	3
в области	11	14
нашей прессы	1	4
свой смысл	1	1
мы в	2	1
а что	1	2
сказано выше	1	3
социально-культурными условиями	1	1
вообще и	2	3
и научная	1	4
отличается от	3	2
лишь что	1	2
и уже	1	1
же карпинский	1	2
обстоятельство что	7	3
данном отношении	2	1
грамматических отношений	2	1
останавливают на	1	1
автор статьи	1	3
отрицать что	1	1
подчеркнуть что	1	2
по себе	10	6
не потому	1	3
в расчет	1	1
не понимает	1	3
не менее	7	12
еще не	5	9
ни одного	1	2
немедленно же	1	2
целый ряд	5	4
большей частью	1	1
так в	3	2
нельзя более	1	1
самое слово	1	1
они нуждаются	1	1
на непонятность	1	1
нужно сознаться	1	2
слова как	3	2
и просто	1	1
следовательно и	2	1
не могла	1	1
формулы и	2	1
в принципе	1	1
этих задач	1	1
а в	3	5
силу которых	1	3
тому что	1	4
тех или	1	1
в статье	3	2
всего в	3	1
имею в	1	2
и более	2	3
только с	1	1
к языковым	1	1
слов и	2	5
наших газет	3	3
в каждом	1	1
помощью этого	1	1
не понимают	1	2
которое конечно	1	1
предмет нашего	1	1
синтаксические штампы	1	1
смысл слова	1	3
и вот	5	3
чего же	1	1
в газете	1	3
и разве	1	2
по преимуществу	2	3
п а	2	2
функцией в	1	1
в своем	2	4
в нашем	7	7
одного из	2	1
творится настоящее	1	1
и без	1	2
как сказано	1	1
но с	1	1
и на	6	1
с самыми	1	1
культуры языка	8	2
начнем с	1	1
газетном языке	2	2
которые в	1	4
штампы не	1	1
литературного языка	1	3
и сосновский	2	2
лингвистики в	1	1
же порядок	1	1
уже что	2	2
над языком	1	1
нашей теме	1	1
е на	2	2
по крайней	6	1
что наши	1	1
идет по	1	1
речи с	2	1
оттого что	1	1
то или	3	2
понять что	2	1
п в	3	3
газетного словаря	1	2
понимает что	1	1
для того	9	12
по адресу	1	2
языка который	1	1
себе внимание	1	1
как и	2	5
постановка вопроса	1	1
деле трудно	1	1
которого оно	1	1
как источника	1	1
потому что	25	12
к выполнению	1	1
нуждается в	2	1
конечно и	2	1
что для	2	1
лингвистическому сознанию	1	1
хочу сказать	1	1
работать над	1	1
но вот	2	1
в самом	12	13
будет как	1	1
на том	2	2
понимать что	1	1
же время	3	1
есть также	1	2
выше было	1	1
уже совершенно	1	2
могут рассматриваться	2	1
смысле что	1	1
или иным	1	2
отношении они	1	1
по отношению	1	3
никогда не	2	1
в то	4	3
и то	5	1
так называемые	2	1
почти исключительно	1	1
композиция речи	1	1
что есть	1	2
на более	1	1
всех этих	3	1
и чего	1	1
и в	23	23
язык газеты	1	2
как оно	1	1
так же	4	2
есть вместе	2	1
этого понятия	1	1
обоих этих	1	1
отметить что	1	3
прессы которая	1	1
речь а	1	1
по природе	1	1
и где	2	1
без всякого	1	1
в корне	2	2
словарных элементов	1	1
язык не	2	2
не просто	2	2
к нашей	1	2
а на	2	1
все они	2	2
так как	15	9
и только	1	3
но не	6	3
то вопрос	1	1
такой же	1	2
яснее стало	1	1
не в	8	5
фактов и	1	1
речи то	1	1
как будто	2	1
для нас	4	4
свою речь	4	1
если можно	2	1
сводится к	3	1
есть язык	1	3
на этом	3	2
мы должны	2	3
новых слов	1	1
не могут	5	5
более широкий	1	1
в которых	2	3
с какой	1	1
по существу	5	3
чаще всего	1	1
представить себе	2	1
для всякой	2	1
только смысле	1	1
внимание не	1	1
смысл и	3	2
и говорить	1	2
родного языка	1	1
в конечном	2	1
те или	1	1
говорим о	2	2
на вопросе	1	1
в таких	3	2
лишь как	1	1
как это	5	7
нами в	1	1
который не	1	1
речь в	5	2
с этим	3	1
лишь в	5	8
на письме	3	3
русского населения	2	1
более чем	1	2
газеты как	3	3
самая форма	2	1
но также	4	5
языка и	8	2
тех же	2	4
речь идет	2	3
которые можно	1	2
и с	7	3
бы привести	2	2
должен предупредить	1	1
ассоциации и	1	1
но это	3	5
к положению	1	1
признать что	1	1
всего лишь	3	1
смысле слова	2	2
мере в	1	1
в газетной	4	6
в него	1	1
слов в	3	1
и выполняет	1	1
смысл который	1	3
различие в	1	2
это в	2	2
не стоит	1	1
придаточных предложений	5	2
уяснить себе	1	1
карпинский и	2	2
что слово	3	3
нашей печати	2	1
когда он	1	2
так называемых	2	1
не для	1	1
и методов	1	1
язык есть	1	4
же в	3	1
слова через	1	2
письменной речи	21	4
в ряду	1	3
е в	1	2
конечно не	2	2
оборотов речи	2	1
существует между	1	1
культура языка	3	2
согласно которому	1	2
для этого	3	6
также и	5	5
эта будет	1	1
это не	6	3
они являются	1	1
именно на	1	2
слово в	1	3
из вопросов	2	1
легко видеть	1	1
с другой	8	7
и др	1	1
он все	1	1
а если	2	1
на русский	1	2
и как	1	2
но он	1	1
к осознанию	1	1
должно быть	4	7
дело не	2	2
далеко не	1	5
практическое значение	1	1
них есть	1	1
так называемого	1	3
того как	2	7
было бы	15	16
языке вообще	1	1
в чем	1	5
речи т	1	1
что такое	3	4
разве в	1	1
как бы	4	5
в процессе	3	3
из всех	1	1
что однако	1	1
значит не	1	3
не стоило	1	1
очевидно что	2	3
что без	1	1
дело что	1	1
казалось бы	3	1
прежде всего	8	9
русскому языку	2	1
русских с	1	1
тех кто	1	1
как хотите	1	1
точки зрения	14	23
в английском	1	1
такими словами	1	1
же такое	1	1
русской культуры	1	1
фразеологии но	1	1
не мог	1	1
имело место	1	1
в возможности	3	1
что именно	1	3
о газете	4	2
тем и	1	1
что вообще	1	3
языка наших	1	2
том что	11	11
и новые	1	1
который знает	1	1
первая часть	1	1
совершенно ином	1	1
у нас	12	10
но и	7	3
фразеологических штампов	1	1
стороны есть	1	1
тем или	1	1
при котором	1	2
же что	1	1
на фоне	3	7
русское слово	1	1
именно в	3	3
эти слова	1	2
нет и	1	1
в письменном	1	1
в ее	1	4
приходим к	1	1
до сих	1	8
только то	1	3
нашей общей	1	1
время в	1	3
не знает	3	2
в противном	1	1
политической и	1	1
пользоваться языком	1	1
языка чем	1	1
в зависимости	4	7
этот в	1	1
а самый	1	1
и дело	1	1
будто бы	2	1
мы не	1	3
чем в	3	2
том чтобы	1	4
одной из	1	1
в кругу	2	2
до тех	1	4
на протяжении	1	2
во всем	1	1
речи а	3	2
не изнашиваются	1	1
только для	2	2
здесь мы	2	1
для данного	2	1
в результате	4	3
ли в	1	1
есть целый	1	2
на самом	2	3
по восприятию	1	1
этой точки	2	1
все вышесказанное	1	1
с заранее	1	1
языке можно	1	1
стоит в	2	1
в целом	1	4
как специфическая	1	1
на минуту	1	2
что не	6	4
и пр	8	3
слова между	1	1
а не	10	11
тех пор	2	4
этот вопрос	6	3
поднятия нашей	1	1
говорить о	4	6
с этой	2	3
с одной	2	4
крайней мере	6	1
в этом	18	16
и богатство	1	1
тот или	1	2
нападки на	1	1
если мы	4	7
превращается в	2	1
каком смысле	1	1
время как	1	1
подобного рода	5	2
все те	1	2
и возможно	1	1
яко бы	1	1
быть и	1	1
это действительно	1	1
в лучшем	3	1
нет никаких	1	1
поэзии как	1	3
стилистика в	1	2
в качестве	8	2
предупредить что	2	1
что мы	6	2
нашей деревни	1	1
этой речи	3	1
говорит что	1	1
или даже	1	1
однако заключается	1	1
в поэзии	1	5
также что	2	2
разговорным языком	2	1
не даром	1	1
этого не	3	1
своем докладе	1	1
никакими средствами	1	1
а только	3	1
родительный падеж	2	1
бы язык	2	1
стилистической деятельности	1	1
самого факта	1	1
же как	2	1
во французском	2	1
иными словами	8	8
п все	1	2
культурной жизни	1	1
из этих	1	5
очень много	1	2
в общем	1	6
можно подметить	1	1
в языке	10	7
значение для	1	1
в первую	1	3
действительно так	1	1
этого слова	5	4
свое внимание	1	1
словом в	1	1
о слове	1	5
правды и	1	1
все это	5	2
состоит в	2	2
е как	1	3
как например	1	2
если последний	1	1
ведь не	1	1
и есть	2	5
с проблемой	1	1
дать общую	1	1
слова а	1	1
ведет к	1	1
самом деле	9	14
мы будем	2	1
передовиц в	1	1
в целях	2	1
что касается	2	1
газета отличается	1	1
нам в	1	1
ср также	3	1
от простейших	1	1
что я	4	1
например такие	1	1
совещании рабкоров	1	1
хотя и	4	5
не так	1	3
лишний раз	1	1
само собою	1	2
газетной информации	1	1
заключается в	2	4
и слово	1	1
не трудно	1	3
за этим	2	1
они не	1	3
слов а	1	1
есть продукт	2	1
условиями в	1	1
то не	2	2
убедимся что	1	1
два слова	1	1
то же	6	6
здесь очевидно	1	1
так то	1	2
когда в	2	2
языке совершенно	1	1
основная предпосылка	1	1
той мере	1	1
языковым навыкам	1	1
вое это	1	1
из сферы	1	1
могло бы	1	3
бы сказать	2	3
не будет	1	1
о фразеологии	5	1
стороны ее	1	1
этом смысле	5	1
совершенно не	3	5
я сказал	1	1
что сказать	1	1
вот почему	3	1
указывает что	2	2
в какой	1	3
беру наудачу	1	1
это так	3	2
в речи	6	1
можно говорить	2	10
из ряда	1	2
в свете	1	2
можно считать	1	1
принять во	1	2
и если	2	2
а так	1	1
наше время	2	1
здесь прежде	1	1
пор еще	1	3
характер и	2	1
и именно	1	3
в круг	1	1
смысле но	1	1
слово нэп	2	1
что же	5	5
только что	1	2
в такой	1	1
более того	1	1
противоречии с	1	1
однако самое	1	1
таких конструкций	1	1
с гораздо	1	1
и их	1	1
столь же	1	4
выходит за	2	1
повод к	1	1
идет здесь	1	1
ее от	1	1
будет тем	1	1
общей культуры	2	1
случае в	1	1
грамматических средств	2	1
читателя или	1	1
вопрос о	9	11
в которой	1	1
одной и	1	1
не всегда	2	1
к нему	2	1
под одной	1	1
можно сказать	4	2
точку зрения	1	2
в том-то	1	1
видно уже	2	1
ничего не	4	6
вопрос этот	2	2
пр и	1	1
именно с	3	1
можно привести	1	1
что он	5	6
мы без	1	1
данном случае	2	4
составить содержание	1	1
есть дело	1	1
этот заголовок	1	1
что они	2	2
к этой	3	1
которых мы	2	1
заметить что	1	1
интересна что	1	1
л сосновский	1	1
не говорит	2	1
по поводу	2	3
первую очередь	1	3
в современной	2	1
некоторые основные	1	1
себе как	1	1
политической культуры	1	1
один из	5	4
о значении	2	2
виду не	1	1
утверждение это	1	1
что и	3	6
уже не	8	8
ясно что	5	4
о природе	1	1
есть одна	1	1
отношения к	2	1
с точки	8	16
то тем	2	1
же и	2	1
но только	4	1
с общей	2	1
уже из	2	1
мы сталкиваемся	1	1
это слово	4	1
но так	2	1
в силу	7	6
от которого	1	1
стоило бы	1	1
а по	1	1
чтобы яснее	1	1
в письменной	1	2
этом роде	2	1
строить свою	2	1
между прочим	2	8
я в	1	3
не надо	3	1
русском языке	10	3
в сущности	9	4
образом при	1	1
хотя бы	9	9
думаю что	2	1
нам нужно	1	1
от степени	1	1
или иной	1	7
и здесь	5	2
мало того	2	1
разве лишь	1	3
здесь как	1	2
на максимальное	2	1
ряд таких	1	1
французском языке	1	2
что ничего	2	1
но в	11	2
для нее	1	1
ii язык	1	1
всякого рода	2	5
не имеет	4	3
что сказано	1	2
в отличие	2	2
отказ от	2	1
своего рода	4	2
сих пор	1	8
если и	3	2
так не	1	1
в сокращениях	3	1
и составляет	1	1
тем не	6	9
не значит	1	5
то слово	1	1
а именно	2	3
к простому	1	1
дело именно	1	1
при этом	2	6
того что	3	11
в нашей	4	4
и такое	1	1
или иных	1	1
о которых	3	1
русский язык	6	4
вспомним также	1	1
области языка	2	2
речи эта	1	2
но что	2	1
вниманием к	1	1
в ней	3	3
фигуры и	1	1
внимание на	1	2
в другом	2	1
языке как	3	1
в каком-то	1	1
случае мы	1	1
языке не	2	1
т п.	1	2
о котором	2	1
примеров достаточно	1	1
революционной фразеологии	3	1
в этих	1	2
глаза на	1	1
в свое	2	2
газетная речь	1	5
вот оказывается	1	1
и идей	1	1
же слово	1	1
сама по	1	2
чуть ли	1	1
речь шла	1	1
становится и	1	2
в котором	1	2
язык этот	1	1
не представляет	1	1
же относится	1	1
в рамках	1	5
смысле как	1	1
для него	1	1
мог бы	1	2
сам по	1	3
только о	2	2
того же	3	4
штампованный язык	1	1
классовый враг	1	3
смысла и	2	1
как к	1	2
ту же	6	1
д и	1	1
в структуре	1	3
языка за	1	1
самого производства	1	1
свою очередь	2	1
же это	1	2
был бы	2	3
важно однако	1	2
я имею	1	2
ни на	2	2
ясное дело	1	1
бы однако	1	1
в слове	1	4
то ни	1	1
языка но	3	3
же значение	1	1
языка как	2	4
но все	4	2
указание на	3	1
а также	3	4
этих примеров	1	1
на совещании	1	1
в очерке	1	1
можно было	9	11
что это	7	3
бы так	1	1
легко и	1	1
то убедимся	1	1
языковой системы	1	1
сюда же	2	1
основной характеристики	1	1
существу же	1	1
свое время	2	2
в данных	1	1
речи но	2	3
но вряд	1	1
выражения и	1	1
и другие	1	1
может служить	2	2
эти сокращения	1	2
представлять себе	1	1
и часто	1	1
от них	1	1
каким-то образом	1	1
не с	1	2
в связи	4	5
убедиться в	1	1
отсюда и	2	1
если эти	1	1
приходит к	1	1
языковой традиции	2	1
иностранных слов	1	3
почти всегда	2	1
