2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram
как в	4	7
нет ни	3	2
лишь на	2	1
во всяком	1	1
с образом	3	1
и не	42	15
мы уже	3	5
и та	1	1
от своей	1	1
на миг	1	2
меньшей степени	2	2
таким образом	11	6
вера в	1	1
тем более	1	2
мире а	1	1
всех сферах	1	1
развития но	1	1
если же	1	1
жизни в	2	3
даже по	1	1
он как	3	1
с достоевским	1	1
определяет их	1	2
тем что	2	2
я всю	1	1
уже в	4	2
самой истине	1	1
в жизни	3	8
это и	1	1
в плане	1	1
не только	16	4
и интонации	1	1
и трагическую	1	2
веселой относительности	1	2
он не	9	3
кризисы и	1	1
смысле этого	2	2
анализа карнавала	1	1
наконец в	1	2
но у	3	1
и провоцирующие	1	1
все эти	4	9
внутреннего человека	1	1
и идеи	5	4
слова здесь	1	1
в истории	2	3
в атмосфере	1	1
широко распространенный	1	1
всех представителей	1	1
смысле и	1	2
рядом с	3	1
в литературе	6	5
и потому	6	5
есть и	3	2
не знают	2	2
собою в	1	2
в их	4	2
с самого	1	3
здесь конечно	2	4
в идиоте	1	1
особого типа	1	1
в самое	1	3
иногда и	1	3
относится и	2	1
мы находим	1	2
представления о	1	2
мира и	1	2
основе этого	1	1
в себе	5	5
между ними	4	2
в большей	1	2
и он	3	1
в рассказе	3	2
вряд ли	1	1
на его	5	3
как на	2	1
правды а	1	2
очень резко	1	1
личности в	3	1
с их	4	2
впервые в	1	2
диалогической плоскости	1	1
на основе	2	2
как у	2	5
таким же	2	1
проявляется и	1	2
область серьезно-смехового	2	1
перед нами	4	5
идей или	1	1
а лишь	3	1
из них	9	4
ничем не	2	1
античности и	1	4
и для	2	4
творчества достоевского	2	10
в области	2	3
этих жанрах	2	1
и непрерывность	1	1
по фрагментам	1	1
в исключительные	1	1
образу идеи	1	1
и переломы	1	1
не создавал	2	1
иногда в	1	1
в душе	1	1
для достоевского	4	3
особенно конечно	1	1
вполне понятно	1	1
мире где	1	1
авторской позиции	5	2
подчеркнуть что	3	3
которые мы	1	2
даже и	2	2
не менее	2	3
еще не	9	5
их отношение	1	1
и мениппова	1	2
в году	1	1
на первом	1	1
он сам	6	4
человек идеи	2	1
затем в	1	1
с ним	8	2
жанра и	1	2
к его	1	1
и которая	1	1
но на	2	1
в условиях	2	4
в конце	4	3
открытие диалогической	1	1
предшествующих главах	1	1
все еще	1	3
к мысли	1	1
источниках достоевского	1	2
а в	3	2
тех или	1	1
правильного понимания	2	2
всего в	1	1
и более	2	2
и художественно	2	1
только с	1	1
и мировоззрения	1	2
в каждом	4	4
нужно сказать	1	2
своей природе	1	1
имеет и	1	1
нам важно	2	1
глубже и	1	1
с самим	2	5
на них	2	1
и стихотворной	1	1
положений и	1	2
и оскорбленных	1	1
с карнавальным	2	2
своей жизни	3	1
которая ведет	1	1
необходимо еще	1	3
что человек	1	1
в своем	5	1
романа но	2	1
основные особенности	2	2
на которой	1	1
ни был	1	1
но с	3	1
достоевский нашел	1	2
жанровые особенности	1	7
с человеком	1	1
и на	7	18
диалог и	1	1
которые в	2	1
от друга	2	1
к другу	3	1
у платона	1	3
достоевского в	4	3
поэтому жанр	1	1
встречи и	1	1
сократического диалога	6	10
от него	3	3
последних вопросов	1	8
пороге жизни	1	1
по крайней	2	1
с которыми	2	1
достоевский был	1	4
например кандид	1	1
за счет	2	1
на земле	1	14
них в	2	2
нем и	1	1
для того	1	1
т.п так	1	1
говорили в	2	1
как и	14	11
вступают в	2	2
не могу	1	3
числе и	2	10
еще недостаточно	1	2
потому что	8	5
друг друга	7	1
вся их	1	1
конечно и	2	4
некоторых жанрах	1	1
что для	2	1
и всех	1	1
в самом	13	2
суда над	1	2
автора к	1	1
же время	3	5
жизнь жанра	1	1
мы еще	1	3
в то	5	5
нужно отметить	1	2
по отношению	8	2
никогда не	17	2
мире и	1	2
им в	4	1
этом отношении	2	1
достоевского но	3	1
всех этих	1	1
и в	45	53
все время	3	1
в эпоху	1	10
отметить что	2	2
тот и	1	1
других людей	1	1
в мире	3	5
которые имеют	2	1
в предисловии	1	1
так что	2	1
бы целая	1	1
складываются и	2	1
записок из	1	1
всех других	1	2
нас дошли	1	1
все они	4	1
так как	5	7
вернемся в	1	1
нет это	1	1
с этими	1	1
но не	6	5
которой мы	1	2
и смерти	7	2
у каждого	1	1
его сознанию	1	1
и вступают	1	1
исключительной силой	1	1
не в	8	2
как будто	1	2
полифонического романа	5	1
всего достоевский	1	1
в полном	1	1
жанра лежит	1	1
униженных и	1	1
творчестве достоевского	1	5
есть в	8	3
зрения и	1	1
на этом	1	1
мы должны	4	4
и через	2	3
не была	1	1
мы сказали	3	1
три момента	1	1
по существу	1	5
как с	1	1
бы он	2	1
же по	1	1
и до	4	5
образа героя	2	1
это были	1	1
как она	1	1
же она	1	1
всю жизнь	1	1
другие жанры	1	1
как это	2	2
диалогически общаться	1	1
человеческой мысли	3	2
с этим	1	2
словом и	1	1
и глубоко	1	1
и с	7	6
в предшествующих	1	1
я и	3	1
но это	2	3
истину и	2	2
все слова	1	1
это раскрывается	1	1
жизни например	1	1
характерно для	1	1
дистанции и	1	1
все остальные	1	1
это в	1	1
конечно гораздо	1	2
за всеми	2	2
диалог как	2	1
человек не	1	1
и чувствовать	1	2
литературной стадии	1	1
вот беда	1	1
ее в	2	3
петра верховенского	1	1
здесь достоевский	1	1
ее и	1	1
конечно не	6	4
не бывать	3	1
является одним	1	1
и самые	1	1
творчеству достоевского	1	2
он видит	1	1
ряде других	2	1
для этого	3	1
и т.д	3	2
серьезного и	1	1
это все	1	1
это не	3	6
и идеологической	1	1
слово в	3	2
между людьми	1	3
многостильность и	1	1
с другой	1	2
литературы мы	2	1
другой тип	1	1
и др	4	14
т.п и	1	1
иной раз	1	1
некоторое время	1	1
здесь в	2	10
и романа	1	1
но он	1	2
далеко не	4	2
того как	3	1
было бы	4	5
отца с	1	1
здесь и	2	4
как бы	15	14
с авантюрным	1	1
бы быть	2	1
в процессе	2	1
более или	1	3
этого жанра	3	14
я за	1	1
казалось бы	1	3
прежде всего	11	15
характерен для	1	1
точки зрения	19	4
идеи у	3	1
в определенном	1	1
идеей и	1	2
через ряд	1	1
него как	1	1
особенности его	1	1
и позволяет	1	1
смерти у	1	1
и почти	1	2
он ни	1	1
мы остановимся	2	2
человека с	2	1
но и	15	7
тем или	1	1
в диалогах	2	1
в ее	3	3
дает им	1	1
литературы в	1	3
именно в	3	2
нет и	3	1
задает себе	1	1
диалогическое отношение	2	3
в очень	1	1
до сих	2	5
сочетается с	4	3
свое прошлое	1	1
остановимся на	2	1
в творчестве	1	8
не знает	4	4
в зависимости	3	2
достоевского художественно	1	1
достоевского на	1	1
идея здесь	1	2
но именно	1	1
самим собой	1	1
мы не	1	4
с родственными	1	1
чем в	1	1
в большинстве	2	4
в годах	1	1
одной из	2	4
мы можем	4	5
достоевского которые	1	1
у шекспира	1	1
на протяжении	3	5
художественной литературы	1	2
серьезно-смехового уже	1	1
во всем	1	2
быть даже	2	1
и неотделим	1	1
нашего времени	1	1
себя на	2	1
здесь мы	1	2
в результате	3	1
художника идеи	1	1
раскрыть в	2	1
именно потому	1	1
на самом	1	1
или точнее	1	1
которая в	1	1
и наконец	1	2
по достоевскому	3	1
его верой	1	1
то они	2	1
в науке	2	1
жанры и	1	3
в целом	5	1
сам себя	1	1
основе жанра	2	1
к творчеству	1	1
и человека	1	4
жанр он	1	1
одновременно и	1	3
перестает быть	3	1
идеологической жизни	2	1
как материалу	1	1
в преступлении	2	2
что не	5	1
некоторых из	1	1
последним вопросам	1	1
а не	10	11
мысль а	1	1
жанра в	1	2
выше всего	1	1
говорить о	1	2
крайней мере	2	1
силы и	1	2
и завершенности	1	1
в этом	20	8
которая была	1	1
природе истины	2	1
время как	1	1
превращается в	4	1
достоевский не	3	1
об этом	3	1
эту жизнь	1	1
в образе	3	3
типа это	1	1
его жизни	2	1
одним из	3	3
слову как	1	1
и ее	7	6
и анакриза	1	2
и художественной	1	1
людей и	2	1
а во	1	1
он часто	1	1
но теперь	2	1
от образа	1	1
диалога с	1	2
в резких	1	1
художественного образа	2	1
жить и	1	4
жизни на	1	2
образов и	1	4
мениппову сатиру	1	2
нашей работы	2	1
на него	2	1
развитие и	1	1
в зоне	4	1
воплощенной в	2	1
а только	2	1
и правды	1	1
одна из	3	7
карнавальным мироощущением	3	4
жизнь мою	1	1
vii все	1	1
дан в	1	1
из этих	1	1
значение для	3	2
обращены к	1	1
этого слова	2	1
все это	5	8
или меньшей	1	3
проникнуть в	1	1
их в	7	2
в сознании	2	2
ведет к	2	1
и смерть	1	1
мы будем	1	1
в сюжете	1	1
которую он	3	1
братьях карамазовых	2	2
мы говорили	1	1
мысли и	3	1
его романов	2	1
его творчестве	3	2
он и	4	1
ли бы	1	2
что я	1	2
жизнь как	1	1
а может	3	1
о нем	6	1
хотя и	2	4
с ее	3	1
особый жанр	3	1
но конечно	1	1
свободно-творческое отношение	1	1
время и	1	1
заключается в	1	1
и слово	6	1
только на	1	1
они не	2	3
например в	2	5
форму и	1	1
и особенно	2	3
где он	1	1
из подполья	4	5
то же	5	6
не одного	1	1
и со	2	1
этот рассказ	1	1
уже у	1	3
собою и	1	1
особый тип	1	2
здесь это	1	1
истины а	1	1
мыслей и	1	1
это было	2	3
проявляется в	2	4
его творчества	5	6
ли вы	4	1
др в	1	2
героя в	5	1
потому и	1	1
раскольникова а	1	1
своего развития	2	1
алеши и	1	1
связана с	1	2
преступлении и	2	2
карнавальной основе	1	1
этом смысле	5	1
и формы	1	1
позволено если	1	1
и истории	1	1
не дает	1	1
ну и	1	1
характерно что	2	2
человека идеи	1	1
с собою	1	1
xix века	1	1
обычной и	1	1
весь человек	1	1
в свете	1	1
и если	1	3
во времени	1	1
позиции в	1	1
у достоевского	14	17
развитии европейской	1	2
от достоевского	1	1
пор еще	1	2
тем достоевского	1	2
обе эти	1	3
человека и	2	7
жанра поэтому	1	1
на ее	1	2
более того	5	6
достоевский очень	1	4
в последний	1	1
достоевского здесь	2	1
не сделал	1	1
глубинные пласты	1	1
и их	6	2
мы видим	2	2
его целом	3	1
и наказании	2	2
образом в	2	2
вопросов и	2	2
и еще	1	1
в которой	2	2
одной и	1	1
не всегда	1	1
свою мысль	1	1
мы старались	2	1
платона в	2	1
с различными	1	2
очень важное	1	2
все оттенки	1	1
по своим	2	1
ничего не	3	6
говорили что	1	1
можно сказать	2	8
его формы	1	2
сочетаются с	1	1
с острой	1	1
что он	7	4
и тот	1	3
и обновляется	1	2
том числе	2	11
что они	3	1
человека из	1	1
через него	1	1
к этой	2	1
в нем	20	10
его художественной	1	1
по сравнению	2	4
в новое	1	4
в других	1	1
во всех	4	12
говоря несколько	1	1
пока я	1	1
определяющего влияния	1	1
него но	1	1
нового времени	3	8
новое время	1	4
в дальнейшем	2	7
образа идеи	1	1
карнавала и	1	5
от предания	1	1
что и	5	3
один из	2	6
напряженной борьбы	1	1
они уже	1	1
разума и	1	1
уже не	6	1
этих жанров	1	2
с точки	9	2
же и	1	1
при всей	1	2
но только	2	1
и теперь	1	1
быть только	2	2
трагической дистанции	1	1
в сократическом	1	6
плоскости на	1	1
уже отмечали	1	2
мы охарактеризовали	1	1
он в	1	2
герои и	2	1
фамильярного контакта	2	7
и ту	1	1
достоевского не	8	1
проникновения в	3	1
что было	1	1
каждом из	2	3
бы по	1	1
представление о	2	1
в сущности	7	10
по-своему то	1	1
великом инквизиторе	1	1
хотя бы	5	2
или иной	3	1
органическое единство	1	1
европейской литературы	1	4
неразрывно связана	1	1
образ героя	2	1
и здесь	2	1
личная жизнь	1	1
с женой	1	1
глубинный смысл	2	1
понятия и	1	1
но несколько	1	1
сократический диалог	4	7
с другими	7	3
духе и	1	1
самого начала	1	4
первом плане	1	1
стр нашей	1	1
или в	2	1
и по	2	3
беседе с	1	1
познания в	1	1
но в	6	5
образ идеи	3	1
человека в	5	3
нет здесь	1	1
а я	1	2
в xix	2	1
где она	2	1
неотделим от	2	1
в отличие	1	1
сих пор	2	5
идеи и	4	3
очень хорошо	1	3
со всем	1	1
если и	1	1
охарактеризовали выше	1	1
карнавальное мироощущение	2	10
конечно что	1	1
но к	1	3
жизнь и	3	1
тем не	1	2
проблема карнавализации	1	1
большей или	1	3
конце концов	3	1
истории и	1	2
это очень	2	4
сюжетом и	2	1
с идеей	2	1
при этом	2	3
в форме	2	6
или иных	1	1
их внешней	1	1
том что	7	5
но уже	2	1
строго говоря	1	1
у него	6	1
и перед	1	1
в ней	7	7
в келье	1	1
диалогической природе	2	1
в нее	1	1
в этих	4	5
литературе нет	2	1
других ведущих	1	1
идей в	5	1
для романтизма	1	1
истории жанров	2	1
вопросам мировоззрения	1	1
карнавального мироощущения	4	13
в котором	7	1
смерть как	1	1
что образ	2	1
они были	1	1
творчество достоевского	1	2
в момент	3	1
образа человека	2	1
того же	1	2
гораздо сложнее	1	1
не о	2	2
рассказ в	1	1
ту же	1	1
вступает в	4	1
как ее	2	1
участников диалога	1	1
и правильнее	1	1
значение имеет	1	1
внешнюю форму	1	2
видим что	1	1
риторический жанр	1	1
диалогический контакт	1	1
человека правда	1	1
всегда есть	1	1
в слове	1	1
достоевского уже	1	1
как момент	1	1
в романе	3	1
можно было	2	1
видел и	1	2
материалу литературы	1	1
свою внутреннюю	2	1
понять и	2	2
смерти и	1	4
в подростке	1	1
и человек	1	1
версилова подросток	1	1
утрачивает свою	2	2
литературной полемики	1	1
но повторяем	1	1
жизнь в	1	2
и другие	4	9
еще более	1	5
может служить	1	1
не об	3	1
как художник	3	1
ведь это	1	1
друг к	3	1
от них	2	1
чисто внешняя	1	1
важное значение	1	1
в диалог	2	2
ее целом	1	1
во все	2	5
