2gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_2gram	Tiupa_LitereturaIMentalnost_partition_part2_wordlist_2gram
и другим	1	1
к читателям	1	1
третьем лице	1	1
приводит к	1	3
и индивидуальный	1	1
о том	2	2
самоактуализация как	2	4
и чужого	1	1
стратегия транстекстуальности	2	1
единой всеобщей	1	1
поэтической традиции	1	1
с творческой	2	1
культуры и	1	1
в виду	2	3
на то	1	1
с позиции	1	2
эстетического дискурса	1	1
культурной политики	1	1
еще в	4	4
во всей	1	1
уже о	2	1
[] в	6	4
искусства было	1	1
[] или	1	1
тайна в	1	1
в.т не	2	1
для этой	1	1
говоря словами	1	3
быть не	2	1
от своего	1	2
как мы	1	1
а потому	2	2
однако не	1	1
как я	3	1
можно указать	1	1
особого рода	1	2
относится к	1	2
может быть	17	13
границы соцреализма	1	1
художественного дискурса	1	1
и его	3	4
то в	2	1
не можем	1	1
он один	1	2
осознавая свою	1	1
поистине как	1	2
жизни впрочем	1	1
в сфере	4	3
художественная деятельность	1	2
х годов	3	2
пока еще	1	1
внутренней маргинальности	1	2
чего бы	1	1
с сыном	1	1
характеристике и.п	1	1
в отношении	1	1
и состоит	1	1
не завладевает	1	1
вовсе не	2	1
вызвать свое	1	1
можно назвать	1	1
есть не	1	1
управлению слов	1	1
человека а	1	1
искусства в	1	1
практически все	1	1
это как	2	2
хронотоп народного	1	1
пока не	1	1
модус сознания	1	2
с тем	2	1
толстой например	1	1
причастность к	4	2
своих стихах	2	2
идеологема врага	2	1
ли не	4	3
который в	1	1
ни было	2	1
я не	5	7
за собой	1	1
из этого	1	1
сознания не	1	1
более не	1	2
свободы от	1	3
а вот	1	1
его сердце	1	1
дискурс ответственности	2	1
во многих	1	2
о себе	3	4
путь к	2	1
писателя в	1	1
гетеролиризм своего	1	1
марина цветаева	2	1
жизненный путь	1	1
и нет	2	2
классической художественности	2	5
говоря уже	2	2
отличие от	1	5
и прежде	1	3
тот же	2	1
во главе	1	1
стихах и	1	1
преодоления уединенности	3	1
и других	4	1
все ту	2	1
со стороны	3	4
мира в	2	3
как он	2	2
иллюстрация может	1	1
процесса в	1	1
обращаясь к	3	2
одно из	2	3
всеми сообща	1	1
в глазах	3	1
культуры в	1	4
авангарда состоит	1	1
во имя	2	2
в частности	4	15
перед ним	2	1
к исторической	1	1
нет ничего	1	2
себя во	1	1
то он	1	2
ты или	1	1
ответ на	1	1
эстетической ситуации	2	1
не дремлет	1	1
и даже	8	3
не было	2	3
творческий процесс	1	1
о жизни	1	1
заодно с	1	1
к рифме	1	1
в своих	2	4
в этой	3	4
в духовной	1	1
другой стороны	4	1
отношению к	3	2
идет о	3	1
то и	3	2
к достижению	1	1
в роли	2	1
стратегия сверхтекста	2	1
все то	1	1
свидетельствует о	2	1
самим собою	1	2
к этому	1	1
когда наконец	1	1
частные элементы	1	1
и вполне	1	2
мир в	1	4
на причастность	1	1
б брехт	1	2
соцреализма а.а	1	1
всеобщей основе	1	1
как в	1	5
и я	1	6
не случайно	4	2
и не	11	12
каждом вызвать	1	1
авангардистского самоутверждения	1	1
текста как	1	2
наш взгляд	3	5
целого а	1	1
со всеми	1	1
традиционализма по	1	1
исключают целого	1	1
таким образом	1	3
не говоря	2	2
жизни в	4	1
индивидуальный талант	1	1
в художественной	3	1
мне в	2	1
время не	1	1
все той	1	1
тем что	4	2
ее развития	1	1
уже в	2	5
трактуется как	1	1
в жизни	2	6
лирическое я	4	1
не только	8	24
нами не	1	1
он не	5	1
и читателя	2	1
в становлении	1	1
наконец в	2	1
все эти	1	2
новейшей русской	1	1
по собственному	1	1
сознания на	2	1
в данном	3	5
как уже	2	1
в пределах	1	3
тем же	3	3
народного пути	3	1
со смыслами	1	1
в литературе	1	1
слова в	1	1
есть свобода	1	1
авангардизм и	1	1
пор пока	1	1
на рубеже	1	3
в-третьих эта	1	1
и.п смирнову	1	1
со своим	1	1
в их	3	3
я люблю	1	2
художественности не	1	2
произведение искусства	1	8
мы чувствуем	1	1
однако с	1	1
этой ментальности	1	1
рецептивного сознаний	1	1
собственной жизни	1	1
к битве	1	1
в себе	6	7
и он	3	1
в единственном	2	1
есть наиболее	1	2
с этого	1	1
самоопределение героика	1	1
жизни по	1	1
в словах	1	1
личности в	3	1
к тому	1	2
не объект	1	1
впервые в	1	1
духовном пространстве	1	1
на основе	1	1
взаимодействующих сознаний	2	1
искусство как	1	1
не оставляет	1	2
творческий акт	2	1
личности автора	1	1
в культуре	3	3
анна ахматова	1	1
автора героя	1	1
одной стороны	6	2
только как	1	1
в соответствии	1	1
пастернака и	1	1
как нам	1	1
от жизни	1	1
из них	2	4
при рассмотрении	1	1
по характеристике	2	3
быть может	3	1
в области	4	3
имеем дело	1	1
мы в	1	2
воспринимающего сознания	1	1
до конца	2	1
но даже	1	1
художественного мира	2	1
после чего	1	1
солидарны между	1	1
м.н эпштейна	1	3
между писателем	1	1
становится для	1	1
в ссср	1	1
сознания состоит	1	1
авторитарного сознания	12	4
не менее	6	7
еще не	2	4
в году	5	13
в программном	1	1
он сам	1	1
романа мать	1	1
не столько	3	5
сознания в	3	12
так в	5	1
т.с элиота	1	1
жизни для	1	1
в конце	2	4
в принципе	5	3
в ситуации	2	1
транстекстуальности онтологизм	1	1
неотъемлемая часть	1	1
к новым	1	1
а в	3	3
для авангарда	1	2
е фарино	1	1
тех или	1	1
вл соловьева	1	2
этом полюсе	1	1
всего в	1	3
в статье	1	1
представляет собой	2	4
дезактуализации идеологема	1	1
в каждом	2	1
как сформулировал	1	1
в русской	4	10
от самого	1	2
в хх	4	6
исключают друг	1	1
и вот	1	1
безумия о.э	1	1
слова []	1	1
творческого поведения	5	4
общим местом	1	1
концепция личности	1	1
эстетической деятельности	3	4
что лирическое	1	1
сверхтекста на	1	1
по преимуществу	2	4
в своем	1	11
ни был	1	1
одного из	1	3
в нашем	2	1
культуры уединенного	1	5
и на	6	1
свое частное	1	1
в ходе	1	1
вплоть до	3	2
для многих	1	2
над языком	1	1
от него	1	1
взаимно полагают	1	1
по крайней	2	1
сверхтекста сублимация	1	1
общественного сознания	2	3
устранение из	1	1
занимающего нас	1	1
эстетического объекта	1	6
и п	1	1
интерсубъективной реальности	1	1
как и	10	6
элиота традиция	1	1
тому как	2	2
потому что	2	3
друг друга	2	4
ему в	1	1
другого в	3	3
в повестях	1	3
в самом	1	3
быть это	1	3
а то	1	1
при всем	2	3
на том	1	2
тогда как	9	13
же время	9	5
как утверждает	1	1
в то	9	5
и то	3	2
и рецептивного	1	2
по отношению	4	3
никогда не	3	4
остальных слов	1	1
этом отношении	3	2
в россии	2	2
что есть	1	1
с.с аверинцева	1	2
и в	19	8
эстетический субъект	3	3
своей героической	1	1
в мире	9	2
под названием	2	1
сознаний позволяет	1	1
искусства то	2	1
своего другого	3	3
не просто	1	1
когда во-вторых	1	1
[] на	1	2
нам представляется	2	1
так как	3	1
и только	2	2
но не	5	4
я это	2	1
и всегда	1	1
одновременно с	1	1
эта всеединая	1	1
и будет	1	1
такой же	3	1
и говорит	1	1
в стихах	8	1
не в	4	8
читателя в	1	2
субъекта жизни	2	1
для нас	2	1
по праву	1	1
ему []	1	1
наследия как	1	1
для всех	5	1
каждого человеческого	1	1
точка безумия	1	2
направленной на	1	2
русской поэзии	3	5
сводится к	1	3
человеческого присутствия	1	1
на этом	2	2
футурист василий	1	1
на свою	3	1
как форма	1	1
художественного письма	2	9
с какой	1	1
равной степени	2	1
по существу	3	1
человек в	1	1
личностного я	1	2
исканий и	1	1
да в	1	1
на нее	1	1
в конечном	5	5
культура авторитарного	2	2
о литературе	1	1
языка []	1	1
о своем	1	2
всю жизнь	1	1
и читателем	1	2
как это	2	8
отношении к	1	1
качестве преодоления	1	1
крепче и	1	1
с чем	1	2
более чем	1	3
перед лицом	1	1
в форму	1	1
и с	3	1
пути иллюстрация	2	2
я и	4	7
по тем	1	1
креативного и	1	1
всего лишь	3	4
себя лишь	1	1
парадигмы художественности	3	7
не для	1	1
где бы	1	1
и заодно	1	1
же в	2	5
футуристического письма	1	1
[] это	3	1
как замечает	1	1
самого художественного	1	1
по воле	1	1
счете оказывается	1	1
для этого	2	4
и т.д	7	1
я был	1	1
с тобой	5	1
это не	1	4
простор в	1	1
авторская позиция	1	1
николай гумилев	1	1
как от	1	1
с другой	8	3
субъектом и	1	1
конвергенции схождения	1	1
есть дискурс	1	1
и др	3	3
в художественном	2	4
в равной	3	2
и как	3	1
художественном мире	2	1
воплощение культурной	1	1
самотрансценденция гетеролиризм	1	1
от культуры	1	1
другим это	1	1
далеко не	1	3
искусства и	1	5
в чем	1	1
было бы	2	2
сути своей	1	1
в случае	1	4
как бы	2	7
в творческом	1	1
подавляет и	1	1
русской литературы	1	2
от других	1	1
очевидно что	2	1
парадигма художественности	2	4
казалось бы	1	5
предсмертном бреду	1	1
прежде всего	4	11
точки зрения	4	6
василий каменский	1	1
русской культуры	1	3
не мог	1	3
поэтому для	1	1
а с	1	1
без другого	2	1
его личности	1	1
ударение на	1	1
культура конвергентного	1	1
в.т и	1	1
эстетическому субъекту	1	1
онтологизм эстетического	1	1
но и	10	17
немалую дань	1	1
к своему	2	1
при котором	1	1
бытие на	1	1
дает им	1	1
именно в	1	1
эти слова	1	1
в ее	2	1
и.п смирнов	4	2
которого является	1	1
наиболее адекватная	1	2
а затем	2	1
только то	1	2
не знает	2	1
в творчестве	1	1
например все	1	1
пример в	1	1
начала века	1	3
художественного мышления	5	1
коммуникативное событие	3	4
мы не	4	1
к собственному	1	1
одной из	2	1
равной мере	1	1
себя в	6	6
с легкостью	1	1
до тех	1	1
стремится к	1	1
первого лица	1	1
на читателя	1	1
героя и	1	1
впоследствии в	1	1
человеческого существования	1	1
жизни как	2	1
адресата но	1	1
читателя зрителя	1	4
на самом	1	1
рефлективного традиционализма	2	4
явления художественной	1	1
хлебникова при	1	1
которая в	1	2
альтернативности сознаний	1	1
сказано в	1	2
конвергентного сознания	3	3
уединенного сознания	5	50
этой точки	1	3
[] я	1	1
литературного процесса	3	6
соцреализма в	5	1
не к	2	2
в целом	2	8
перестает быть	3	4
сознания к	1	2
что не	2	2
во второй	1	1
по и.п	1	1
а не	20	16
тех пор	1	1
от первого	1	1
гораздо более	1	1
крайней мере	2	1
с этой	2	5
с одной	7	2
все что	2	1
им полный	1	1
в этом	9	12
художественного целого	1	2
в предсмертном	1	1
со своей	2	1
русской литературе	2	5
духовного уклада	1	1
именно так	1	2
проблемы культура	1	1
третий неотрадиционализм	1	1
коммуникативная стратегия	5	5
художественной культуры	3	10
одним из	3	5
поэзии и	2	2
а во	1	1
как самотрансценденция	1	1
между собою	1	1
он говорит	1	1
побуждает и	1	1
а за	2	1
и некоторые	1	1
от читателя	1	2
жизни на	2	2
в поэзии	3	1
и подобные	1	1
для себя	2	5
дискурса свободы	2	1
но по	1	1
читателем в	1	1
раскрывая себя	1	1
одна из	5	3
счете вся	1	1
же как	2	1
бытия однако	1	1
в финале	1	1
у классиков	1	1
[] впрочем	1	2
можно и	1	1
деятельность мыслится	1	2
своего я	1	1
новозаветный хронотоп	1	1
крестного пути	1	1
состоит в	9	11
есть лишь	1	1
в качестве	5	17
в стихотворении	13	4
сублимация субъективности	1	1
как ролевое	1	1
едва ли	4	1
в сознании	1	2
как некий	1	2
ведет к	1	4
арсений тарковский	1	1
самом деле	1	2
обращается к	3	2
по своей	1	3
он и	2	3
что я	2	2
согласно характеристике	1	1
не так	2	1
мыслится как	3	3
с ее	2	1
что может	1	1
подобные им	1	1
например и	1	1
только на	1	2
искусства []	1	2
они не	1	1
классического реализма	1	2
ответственности коммуникативная	2	1
этого рода	1	2
художественные тексты	1	1
то же	12	5
откровения реабилитация	1	1
права на	3	1
в молитве	1	1
формальной школы	1	1
герой которому	1	1
исходит из	1	3
авторитарное сознание	1	1
и художественного	1	1
диктатура публицистики	1	1
ним и	1	1
мандельштама о	1	1
труду со	1	1
внутреннего пространства	1	1
у тютчева	1	3
на три	1	1
собственного я	1	5
в какой	2	1
в исторической	1	1
свое собственное	1	3
причастности к	4	1
адресата а	1	2
к общему	1	2
молодой мандельштам	1	1
что же	1	1
хх столетия	1	1
другого сознания	1	4
разумеется не	2	1
в себя	3	2
более того	1	1
себя один	1	1
каждого из	1	1
и само	1	2
объективной данности	1	1
иллюстрация имитация	1	1
практически не	1	1
второй соцреализм	1	1
героика дезактуализации	2	1
коммуникативного события	2	7
столь же	5	4
осип мандельштам	1	1
а раскрывая	1	1
и культуры	1	2
соцреализм границы	1	1
и мы	1	1
иосифа бродского	1	2
уединенного я	2	1
не всегда	1	1
произведения как	1	1
можно сказать	1	1
м.л гаспаров	1	1
неклассическая художественная	1	1
всем многообразии	1	1
[] как	1	2
что он	3	5
данном случае	3	4
основа не	1	2
одном из	2	1
том числе	2	1
исторической жизни	1	1
ценностный центр	1	1
сам своей	1	1
деятельности как	1	1
к этой	2	1
к жизни	2	1
в нем	3	2
лирический герой	10	4
годов в	1	1
художественного творчества	2	3
во всех	3	1
он был	1	1
эти и	1	1
себе как	1	1
художественной системы	2	1
ты в	2	2
воспринимающее сознание	1	2
что и	2	1
один из	4	3
в действительности	1	1
другом солидарны	1	1
уже не	2	7
существования в	1	1
поглощает частных	1	1
с точки	3	2
он становится	1	1
в это	1	1
от языка	1	2
при всей	2	3
но только	2	1
стать самим	1	1
есть путь	1	1
а по	1	1
а для	1	2
я в	7	5
различие между	1	2
в сущности	3	2
полагают себя	1	1
к управлению	1	1
хотя бы	2	2
наконец в-третьих	1	1
или иной	1	2
начала жизни	1	1
в е	2	2
в итоге	1	1
и по	1	1
как писал	2	1
вот она	1	1
до свиданья	1	1
во втором	1	2
но в	2	3
художественном сознании	1	1
человека в	4	1
яркие образцы	1	1
но зато	1	1
который бы	1	1
а я	1	1
не имеет	1	1
художественная культура	3	1
типа []	1	1
в отличие	1	5
своего рода	13	11
и сам	2	6
это точка	1	2
полюсе художественной	1	1
тем не	2	2
при этом	6	19
того что	5	6
или иных	1	1
том что	7	14
беллетристики но	1	1
традиция и	1	1
личности []	1	1
у него	2	3
я рад	1	1
на свете	2	1
в другом	3	2
друга а	1	1
однако и	1	1
в этих	1	1
е годы	2	2
автора и	1	1
целом ряде	1	1
отношения между	1	2
под именем	1	1
основе когда	1	1
и ты	3	1
культурной инерции	1	1
с жизнью	1	1
в рамках	4	6
эстетического откровения	3	1
для него	4	2
художественной деятельности	1	8
мог бы	1	1
не исключают	2	2
того же	4	2
имя жизни	1	1
собою без	1	1
на себя	2	2
таких же	1	1
как к	3	1
ту же	2	2
если б	1	1
же это	1	2
свою очередь	1	1
ролевое самоопределение	1	2
искусства от	1	1
в искусстве	4	2
по выражению	1	2
и.п смирнова	1	3
вяч иванов	1	1
в столь	1	2
ахматовой диктатура	1	1
самому себе	1	1
[] у	1	1
в слове	1	2
то ни	1	1
в романе	1	1
соцреализма культура	1	1
а также	2	5
неотрадиционализм постановка	1	1
очерк третий	1	1
поэт не	2	1
с правопорядком	1	1
имел в	1	1
можно было	1	2
со всей	1	1
легко и	1	1
хх века	8	10
художественное высказывание	3	1
связей []	1	1
художественности самоактуализация	1	1
в тексте	1	8
'на осколки'	1	1
соответствии с	2	1
напротив взаимно	1	1
битве со	1	1
