2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part1_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_2gram
его не	1	2
отвлечении от	2	1
об отражении	1	3
что формалисты	5	2
плоскость картины	1	1
особенно отчетливо	1	1
единство и	1	2
учение об	1	1
бы к	2	1
на то	1	1
понимает как	2	1
в самой	2	2
в искусство	1	1
совершенно независимо	1	1
еще в	3	2
с помощью	8	3
большинстве случаев	5	2
из одного	2	1
что между	1	1
разобранной нами	1	1
конструкции мы	1	1
мы и	3	1
для этой	1	2
в литературном	1	2
главным образом	2	4
идеологических сфер	1	2
как мы	8	5
может быть	25	14
не должен	1	1
в бессмысленную	1	1
и его	19	10
то в	2	1
целом так	1	2
не можем	2	2
правда в	2	1
в химическом	2	2
произведения и	3	8
конструкции поэтического	1	1
из ложного	1	1
совершенно неправильно	1	1
х годов	1	1
что как	1	1
и обратно	1	1
исторического развития	2	1
как его	9	1
в отношении	2	3
занимает определенное	1	2
точке пересечения	1	1
так называемым	1	2
вовсе не	28	10
она не	4	6
исходили из	2	1
в поэтике	1	1
между двумя	1	1
была бы	2	2
его от	2	1
искусства в	3	4
художественной структуры	2	6
внешнего и	2	1
история в	1	1
не на	3	2
с тем	7	2
на развитие	1	1
настоящее время	1	10
те элементы	1	1
который в	1	1
ни было	5	2
из этого	4	1
для литературы	1	1
по теории	1	1
в отдельности	1	1
и конкретных	1	1
задачи и	1	4
идеологический кругозор	1	7
чисто художественной	2	2
здесь не	2	3
конструктивного значения	3	1
и взаимодействия	1	1
направление в	1	3
общения в	1	1
внутри самого	1	1
как основная	1	1
от тех	1	1
бы в	6	3
чтобы стать	1	2
увидим что	2	1
а о	1	1
очень характерно	2	1
от социальной	1	1
материальная наличность	1	1
не утратит	1	1
они могли	1	1
своеобразия и	1	1
отличие от	2	1
форм их	1	1
романе и	1	1
последнее время	1	1
романа и	2	1
этот материал	1	1
произведения это	1	2
идеологическом кругозоре	5	4
и действительно	2	1
для них	7	1
и самое	1	1
и других	1	3
может войти	4	2
со стороны	4	5
мира в	1	2
творчество как	1	1
как он	2	1
тем как	1	1
соприкасается с	1	1
и создает	1	1
сюжет но	1	1
не научным	1	1
не те	1	1
становления и	2	3
от тематической	1	1
в частности	1	4
и сколько-нибудь	1	1
в первый	1	1
учения о	1	2
возможно лишь	2	1
и содержание	2	2
форм если	1	1
в каждой	1	1
от конкретного	3	1
т п	5	4
форма должна	1	1
бессмысленную вещь	1	1
не было	1	3
и даже	2	3
от этой	1	1
и очень	2	1
но ведь	4	2
являются в	1	1
чтобы не	2	2
и тем	3	1
того чтобы	5	1
идеологические значимости	1	1
конструктивного целого	1	1
существует не	1	1
в своих	6	2
только в	8	2
в смысле	4	1
или с	1	1
ней и	1	1
новых художественных	1	2
так сказать	5	3
другой стороны	5	1
гумбольдтовской традиции	1	1
единстве произведения	2	3
в этой	2	6
они никогда	1	1
или иного	1	3
роли в	1	3
не должны	1	1
т е	32	34
видения и	4	1
отношению к	3	4
в единстве	5	7
материал и	2	1
что содержание	1	2
всяком случае	6	4
его с	1	2
все то	1	1
литературное произведение	3	10
к этому	2	1
романа в	3	1
дальнейшее развитие	1	1
литературы и	3	2
это тематическое	1	1
по возможности	1	1
и эта	3	1
но для	2	3
они и	3	1
как в	4	8
последнем счете	2	1
значения это	1	1
во всяком	6	4
связи со	1	3
и не	30	20
до настоящего	1	2
элемента в	1	1
мы уже	3	1
этой смены	1	1
эпохи как	1	1
от этого	2	2
от сюжета	1	2
лежит в	1	1
конструктивные элементы	2	1
сказать в	1	1
таким образом	18	13
жизни в	3	2
к предмету	1	1
свое значение	1	1
внутренним фактором	1	1
если же	5	2
и конкретной	2	1
в художественной	2	1
конкретности и	1	1
данного периода	1	1
время не	1	1
внутренней речи	2	1
а вовсе	4	2
конкретном единстве	1	3
единство в	1	2
чтобы убедиться	1	2
для самого	1	1
в жизни	11	3
это и	2	3
к действительности	1	2
не только	9	7
является лишь	4	4
взаимоотношений между	1	1
он не	1	3
в основном	2	3
говорит он	5	3
исторического становления	1	1
идеологическим преломлением	1	1
смысле этого	2	3
наконец в	1	3
направлен на	1	1
начала и	1	2
все эти	6	6
людей в	1	1
противном случае	1	1
она должна	2	3
этот процесс	3	1
в данном	6	1
в пределах	8	6
и всякое	2	3
одну из	2	1
поэтому они	1	1
может и	3	2
для всего	1	1
в истории	5	4
физического тела	1	1
в литературе	6	5
и потому	5	9
слова в	1	1
в их	1	11
с самого	1	1
эпоху его	1	1
в точном	2	1
строгом смысле	1	2
иногда и	1	1
т д	6	8
пор недостаточно	1	1
своей идеологической	1	1
материала в	5	3
что является	1	1
мира и	1	1
что бы	1	5
в себе	3	3
непрерывно становится	2	1
художником в	1	1
между ними	15	3
плоскости и	2	2
сложнее дифференцированнее	1	1
в словах	1	1
сторонами действительности	2	1
оно является	1	1
к тому	4	3
с их	1	1
на основе	1	6
как у	1	1
таким же	2	2
и этот	1	1
художественное произведение	11	6
в эту	2	2
это понимание	1	1
одной стороны	1	4
обстоит дело	4	1
его прямой	1	1
и те	4	2
из них	2	1
социальной жизни	4	11
бы уже	1	1
ничем не	1	3
и для	6	1
что рифма	1	1
литературной эволюции	1	1
установка на	4	1
романа нельзя	1	1
в области	2	3
действительность как	1	1
кругозоре в	1	1
художественной конструкции	10	7
действительности как	1	2
сами по	2	2
до конца	4	7
и чисто	1	2
социальными требованиями	1	1
но даже	1	1
литературных произведений	1	3
отличается от	2	3
из виду	2	2
лишь что	1	1
чисто художественные	1	1
произведение есть	2	1
в первом	1	1
и эти	1	1
вполне понятно	1	2
произведений и	3	1
идеологического кругозора	6	16
не дают	1	1
через медиум	1	1
по себе	4	5
как некоторое	1	1
смысла с	1	2
и является	4	2
не менее	7	11
даже и	1	2
еще не	6	6
ни одного	1	2
настоящего времени	1	2
с ним	1	2
нем как	1	1
так в	2	1
процессе художественного	1	1
к его	3	1
в условиях	3	1
не могла	1	2
и просто	1	1
следовательно и	4	2
на все	2	3
в идеологическом	5	6
а в	1	6
находится еще	1	1
тому что	3	1
среды и	1	3
мы полагаем	1	2
бы оно	1	2
тех или	1	1
значения или	1	1
конструктивным элементом	1	1
в жесте	1	1
стиля и	1	2
и более	3	2
и этоса	1	1
в каждом	5	3
притом в	2	1
и тогда	2	1
в непрерывном	1	1
человеческое сознание	1	2
весь этот	2	1
акт его	1	1
нам важно	2	2
сырым материалом	1	1
среды в	1	6
и должно	1	2
основные методологические	1	2
остановиться на	1	2
никаких оснований	3	1
художественном произведении	3	3
всех тех	1	1
к произведению	1	1
извне и	1	1
в своем	2	11
та или	1	1
стороны и	2	4
одного из	1	1
в нашем	1	2
мы условно	1	1
и на	3	8
в сторону	2	1
роман и	2	2
оно было	1	2
строится в	1	1
оно занимает	1	1
совершенно недопустимо	2	3
материале в	1	1
возможно только	2	1
предположения что	1	1
е на	1	1
новых форм	2	1
и способов	1	1
как абстрактной	3	1
изобразительных искусствах	1	1
в художественное	2	2
за счет	2	1
в двух	1	1
вообще не	2	1
элементов входящих	1	1
так или	1	1
п в	2	1
нем и	2	2
социального общения	9	6
действительности на	1	2
формы так	1	1
если они	2	1
она является	1	2
же собственно	1	1
как и	14	11
и чем	1	3
должен был	1	1
потому что	7	1
числе и	1	1
существеннее и	1	2
друг друга	5	4
что для	1	1
с такой	2	1
пришлось бы	1	1
идеологических рядов	2	1
материалом и	2	2
образом оказывается	1	1
ему в	1	1
в самом	11	5
при всем	1	1
внутренняя форма	1	1
литературного произведения	4	4
же время	7	8
в то	7	9
становлении и	1	1
в конкретном	4	3
по отношению	3	4
никогда не	5	4
не должна	1	7
на таком	1	1
этом отношении	3	1
и этические	1	1
в россии	2	3
и своей	2	1
лучшем случае	1	3
эстетику и	1	1
всех этих	2	3
и в	27	24
все время	6	2
сюжета или	1	1
так же	9	4
действительно существует	1	1
в мире	1	4
и самый	2	2
и существенное	1	1
и материал	1	1
так что	1	1
произведения не	1	1
что литература	1	1
а на	2	1
идеологических путей	1	1
так как	9	1
в предыдущей	1	2
не сводится	1	2
а часто	1	2
не одна	1	1
значение в	1	3
но не	5	3
поэтического языка	1	1
действительно если	1	1
одновременно с	1	2
в конструкцию	3	2
теперь с	1	1
литературе к	1	1
такой же	2	1
метод в	2	4
не в	12	8
других областей	1	1
определяется именно	1	1
для нас	3	1
предыдущей главе	1	1
даже не	1	1
идеологической среды	5	15
вне произведения	1	1
доступ к	1	1
для всех	1	1
сводится к	5	3
в конструкции	3	1
дело здесь	1	1
авантюрного романа	1	1
на этом	2	1
и через	1	1
не могут	10	1
и во	2	1
по существу	1	2
литературы а	1	3
место и	1	1
и до	1	5
мир не	1	1
порою и	1	1
смысл и	4	1
не тот	1	1
ценностей в	1	1
не перестает	3	3
как она	1	3
и поэтическое	1	1
совершенно прав	1	1
о литературе	1	6
раз и	3	2
лишь как	3	5
как это	4	6
отношении к	1	2
с этим	1	2
лишь в	9	8
литература как	1	2
правильная постановка	1	1
идеологической сущности	1	1
глава первая	1	2
языка и	1	1
тех же	1	2
содержания в	1	1
и с	3	8
же он	2	1
но это	2	3
правда это	1	2
материала т	1	1
смысле слова	2	1
в него	3	2
под влиянием	1	2
как проблема	1	4
форм организованного	1	1
это в	1	1
друг другу	2	1
в данную	2	1
ценностными коэффициентами	1	1
ее в	3	1
поэтического произведения	1	3
знаем что	2	1
же в	1	3
значение то	1	1
е в	1	1
произведение является	1	2
ее и	2	1
конечно не	4	4
и широкой	1	1
о художественном	1	1
и самые	1	1
границу между	1	1
ведь если	2	1
становится социальным	1	1
для этого	2	4
нет в	1	1
какие бы	2	2
это не	3	2
именно на	2	1
как от	3	1
о принципиальной	1	1
с другой	6	5
идеологического мира	3	6
в художественном	5	3
и др	2	5
и как	4	3
здесь в	1	2
требует от	1	1
но самый	1	1
как совокупности	2	1
бы ни	4	5
идеологической и	1	1
должно быть	1	11
в идеологической	1	3
но он	1	1
какого бы	1	1
искусства и	1	5
уже знаем	2	1
это значит	2	1
было бы	6	6
этому понятию	1	1
и история	1	3
с конкретным	1	1
общения и	2	2
бы быть	2	2
в процессе	15	9
какой бы	2	1
как бы	8	6
от других	2	1
как таковая	3	1
формалистов так	1	1
важно лишь	1	1
всем этом	1	1
прежде всего	4	22
и нового	1	1
соединении с	2	2
этой действительности	1	1
литературы то	2	1
внутреннюю имманентную	1	1
предметом художественного	1	1
точки зрения	16	16
каждого элемента	1	2
на произведение	1	1
конструкции если	1	1
их учения	1	1
касается до	1	1
идеологическая среда	1	4
и почти	1	1
предмета и	2	1
развиваться в	1	1
мы остановимся	1	1
к искусству	1	1
у нас	3	5
но и	10	7
к своему	1	1
его содержании	1	1
на фоне	3	3
полагаем что	1	2
же что	2	1
конструкции и	2	2
он может	2	1
литературы в	1	8
именно в	1	8
нет и	3	2
формальный метод	1	9
в ее	4	8
до сих	1	6
не знает	1	1
время в	3	3
социальной группе	3	1
в противном	1	1
в зависимости	5	2
в большинстве	4	3
своем творчестве	1	1
мы не	4	3
здесь лишь	1	2
ведь на	2	1
одной из	2	2
это единство	3	1
целом идеологической	1	1
себя в	1	1
художественных направлений	2	1
привести в	1	1
литературных форм	1	1
только при	1	1
от его	3	1
каждом элементе	1	1
этом не	1	1
в результате	5	2
роль в	4	1
на самом	14	7
является для	3	2
слове в	1	1
этом достаточно	1	1
совершенно справедливо	1	2
не был	1	1
от конкретных	1	1
зависит от	1	1
этой точки	1	1
времени не	1	1
за исключением	1	2
и вовсе	1	1
индивидуального сознания	1	1
в целом	4	6
об идеологиях	1	14
части в	1	1
развития формального	1	2
художественного общения	1	2
но эта	2	2
перестает быть	2	3
пределах одного	2	1
такого понимания	1	1
и пр	15	17
познания и	2	4
а не	17	10
и снова	2	1
литературы с	1	3
говорить о	2	1
самого слова	1	1
бы вкратце	1	1
его конкретной	1	1
с этой	1	4
овладеть такими	1	1
о противопоставлении	3	1
в этом	18	15
тот или	1	2
формального метода	2	16
если мы	7	2
что оставалось	1	1
действительность его	1	1
по их	1	1
произведение как	6	3
все те	1	1
своей теории	2	1
быть и	1	4
со всею	2	5
социальной группы	2	4
в лучшем	1	3
своей статьи	1	1
особенно ярко	1	1
произведения можно	4	1
связи и	2	1
и ее	6	10
и художественной	2	2
или даже	1	1
мы ни	2	2
литературы между	1	1
также что	1	1
и из	2	1
вот как	2	1
от тематического	1	1
на него	1	2
они делают	1	1
каждой из	1	3
самом процессе	1	1
произведение в	4	3
содержание романа	1	1
а только	1	2
как таковое	1	2
данной социальной	6	1
от произведения	1	2
одна из	2	2
внешним фактором	1	2
же как	3	2
некоторое единство	1	1
из этих	2	1
в общем	2	3
в языке	2	1
значение для	1	2
этого слова	2	3
все это	7	9
не найдем	1	2
единству идеологического	1	1
переходим к	1	1
в служебной	1	1
этим совершенно	1	1
оценки и	6	1
идеологических значениях	1	1
в сознании	1	1
и отдельных	1	1
высшей степени	2	1
поэтической структуры	2	1
самом деле	16	6
иначе и	1	1
в формах	2	4
в каждую	2	1
история литературы	2	9
явно не	1	1
является обязательным	1	1
материала как	3	2
он и	3	1
нам в	1	1
задачами но	1	1
и приемов	1	1
его пределы	1	1
самом же	2	1
хотя и	1	1
не так	1	2
с ее	2	7
эпохи и	1	2
но конечно	1	1
важное место	1	1
время и	1	1
и должна	1	2
только на	4	5
они не	4	3
герой является	1	1
или научное	1	1
что раньше	1	1
эпоху и	3	1
то же	15	10
основная тенденция	1	1
поэтика должна	1	2
с начала	1	2
свелась к	1	1
и со	2	2
зрения ее	1	1
литературного развития	1	2
время сами	2	1
литературных явлений	1	7
и существеннее	1	1
художественное целое	1	1
проявляется в	2	1
могло бы	1	2
этих форм	1	1
и определяется	1	1
искусства нет	1	2
его на	1	1
социальной действительности	1	9
эту тенденцию	1	1
данной эпохи	3	1
отсюда отнюдь	1	1
к материалу	3	1
совершенно не	7	1
этом смысле	2	1
эта связь	2	2
упускается из	2	1
отделить от	1	1
приемов в	3	1
значение и	1	3
определенные формы	2	1
был понят	1	1
оно ни	1	1
формы и	3	5
об искусстве	1	3
входящих в	1	2
специфичности и	1	2
можно говорить	4	1
об идеологических	1	1
и если	1	2
единичная действительность	1	1
художественного восприятия	2	2
всего идеологического	1	1
а несколько	2	2
войти в	5	2
очень важная	2	1
что же	5	1
искусства является	1	1
на ее	4	1
более того	6	3
в такой	2	1
и определены	1	1
ни были	1	2
в художественную	1	2
в литературоведении	1	3
и их	5	10
какую бы	1	2
мы видим	1	1
выходит за	1	1
его целом	1	8
в работе	1	2
глава вторая	1	2
случае в	3	1
роман как	1	1
художественных функций	1	1
идеологическому кругозору	2	1
внутренней формы	3	1
как художественное	1	1
и теми	1	1
литературы на	1	3
структуры в	1	1
произведения например	1	1
произведения как	6	2
можно сказать	3	1
очень важное	1	1
сквозь призму	1	1
для построения	1	1
ничего не	2	2
в систему	1	3
пр и	1	2
конструктивное значение	7	4
что он	6	3
социальные требования	1	1
выражение того	1	1
данную эпоху	1	2
данном случае	4	1
формы видения	1	1
том числе	1	1
единство произведения	5	2
если он	1	3
что они	5	1
его элемент	1	1
то по	2	1
должен быть	2	5
одна а	1	1
случае действительно	1	1
в нем	15	14
сменяющих друг	1	1
этой работы	1	2
не поняв	1	1
в чистой	1	1
или иначе	1	2
художественного творчества	2	1
тот идеологический	2	1
первый период	1	1
двух направлениях	1	1
литературы как	1	3
во всех	3	5
е она	1	1
с одной	1	4
такими сторонами	1	1
в современной	1	1
эта борьба	1	1
пр все	2	2
что и	2	2
один из	1	3
в действительности	9	2
конструкцию произведения	1	1
уже не	3	2
ясно что	3	3
и навсегда	3	1
отношения к	2	6
с точки	14	13
не утрачивая	2	1
в это	1	1
но только	1	1
и развитии	1	1
произведения но	4	1
быть только	2	1
единства идеологического	1	1
почве и	1	1
романа с	1	1
этом романе	3	1
основной темой	1	1
а для	1	1
к этим	1	1
снизу доверху	1	1
самом искусстве	1	1
ею определяется	1	1
литература но	1	1
как их	2	2
художественного произведения	7	23
к реальному	1	1
хотя бы	6	5
тематическое единство	10	2
неотделимо от	2	1
облекается в	1	1
или иной	2	1
не из	1	4
в шкловский	3	1
области идеологического	1	1
более и	1	2
художественных вкусов	1	1
в настоящее	1	10
восприятие становится	1	1
не сводимые	1	1
обычно не	1	1
и здесь	1	6
самое изображаемое	1	1
с другими	1	4
самого начала	1	1
для всякого	1	2
и по	1	1
проблемы и	1	2
учение о	2	4
а отсюда	1	1
но в	6	5
особенность искусства	1	1
произведения в	6	8
литературы она	1	1
в контексте	1	1
элементом произведения	1	1
и типы	1	1
и конечно	1	1
где она	2	1
отдельности и	1	1
в отличие	2	1
и понимания	6	1
сих пор	1	6
действительностью в	2	1
жизнь и	3	3
тем не	2	1
истории литературы	6	12
не значит	2	1
служебной роли	1	1
в общий	1	1
при этом	8	5
каждый элемент	4	2
или иных	1	1
формалистической поэтики	1	1
того что	3	5
но уже	2	1
в форме	1	1
том что	4	1
воспитания и	1	1
материала и	3	3
в ней	5	10
философии жизни	1	1
и лишь	2	2
так при	1	1
языке как	2	1
время оно	1	1
конструкции произведения	1	1
только через	1	1
эти последние	1	1
в нее	1	1
в этих	3	1
в произведении	3	2
в эпохи	1	1
ни к	1	1
чем же	2	2
за его	1	1
идеологического творчества	6	9
что каждый	2	1
сырого материала	1	1
форма и	1	1
общественной группы	1	1
сама по	1	2
есть система	1	1
и принципиально	1	1
тому чтобы	1	1
в котором	2	1
правда не	1	1
художественного изображения	1	1
к единству	1	1
как таковой	3	6
для него	1	3
художественных произведений	1	4
к новому	1	2
не о	3	3
смысла и	4	1
они неизбежно	2	1
формы его	3	1
этого целого	1	1
что собственно	2	1
приемов содержание	1	1
однако это	1	1
как ее	4	2
ту же	2	1
совсем не	5	1
в искусстве	7	5
идеологической среде	2	3
нисколько не	2	2
качественное своеобразие	1	1
входит в	8	6
был бы	2	1
не механическое	1	1
иное значение	1	1
из произведения	1	1
теории образа	1	1
в реальном	5	1
в слове	4	1
оно не	3	4
тематического единства	3	1
то ни	4	3
но все	1	2
мы увидим	2	4
социальная действительность	1	1
связь между	4	1
своей работе	1	2
новые формы	2	1
его именно	1	1
его форм	1	1
и это	2	2
действительности с	1	1
химическом соединении	2	2
здесь имеет	1	1
социального процесса	1	1
литературы говорит	1	1
еще более	1	1
истории формального	1	1
от них	1	1
идеологическим образованиям	1	1
не с	1	2
в связи	4	4
ее целом	1	3
во все	1	1
убедиться в	1	2
зрения самого	2	1
идеальное пространство	1	2
со всех	1	1
их теория	1	1
