2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
в говорящем	1	1
примыкает к	1	1
нераздельно с	1	1
и искусство	1	1
можно себе	2	1
а только	4	3
и таким	1	1
мы называем	2	1
необходимость слова	1	1
едва ли	1	1
и есть	2	3
самом деле	1	2
хотя и	3	1
в ребенке	1	1
этой стороны	1	2
например в	1	6
как та	1	2
его только	2	2
то же	6	23
без слова	2	3
могло бы	3	1
сравнительно с	2	5
мысли то	7	3
и произведения	1	1
нельзя сказать	1	3
мы могли	1	1
своего развития	1	1
в которое	1	1
бы совершенно	1	1
согласимся что	1	2
объем и	1	1
например не	1	2
мы видим	4	2
что совокупность	1	1
а и	1	4
душе и	2	1
на степени	1	1
произведении искусства	1	4
основное положение	1	1
по гримму	1	1
языка к	2	1
действуют на	1	1
между его	1	2
слова при	1	3
один из	1	4
в действительности	4	5
в обществе	1	1
то тем	1	3
отношения к	1	1
с точки	3	1
разницу между	1	2
могут понять	1	1
в звуки	1	1
вместе непонимание	1	1
б ее	1	1
одному может	1	1
значительный запас	1	1
до появления	1	2
понятия и	3	2
произведения остаются	1	1
весьма мало	1	1
этой способности	1	1
но в	9	1
который бы	1	1
не имеет	5	6
могла бы	2	2
сих пор	1	3
тем не	6	3
которого он	1	1
притом так	1	1
и такое	1	3
и б	2	1
или если	1	1
степени развития	1	2
эти последние	1	2
в котором	1	4
для него	4	9
явление не	1	1
бы даже	2	1
неопределенными humboldt	1	1
свою очередь	4	3
называет одним	1	1
языка но	3	1
говорит гумбольдт	1	5
и это	3	4
как деятельность	2	1
выражения и	1	1
что мысль	4	2
не с	1	1
только звук	1	2
ничего общего	2	2
так например	3	2
связь с	2	3
себе не	1	4
не нашел	1	2
не следует	5	5
и непосредственно	1	1
есть для	2	5
бы назвать	1	1
виду что	1	1
и оно	1	3
это стремление	1	1
языка хотя	1	1
взгляду на	1	1
отдельное слово	1	5
от нее	6	2
том виде	1	1
предмета а	2	3
как одно	1	1
когда мы	2	2
еще и	1	1
в последнем	1	3
такой взгляд	1	1
образ предмета	1	2
этой мысли	1	2
и от	3	4
с в	5	2
из того	2	2
не один	1	2
свое состояние	2	1
время жизни	1	1
в одном	8	2
язык будет	1	1
представления для	1	1
той же	3	2
заключена только	1	1
друг от	2	1
в начале	2	3
а как	2	2
или же	3	4
с его	1	1
предмета с	1	1
не имеем	2	1
понимание есть	2	1
самого предмета	4	1
отличны от	1	1
и все	3	3
на этот	2	1
человеческой жизни	1	3
мы только	1	1
согласие в	1	1
и о	2	2
жизни и	2	2
еще только	2	1
в них	3	5
если даже	1	1
посредником между	2	1
для деятельности	1	1
человек может	1	2
но тем	3	2
может стать	1	2
души не	2	2
к божественному	1	1
если не	2	4
там где	4	3
ко всем	2	2
можно заметить	2	1
слова но	2	2
из глубины	2	1
в том	26	32
имея в	1	1
смотреть как	1	3
вдаваясь в	1	1
из всего	1	1
чем больше	1	1
от того	4	8
мыслью но	1	1
внешних возбуждений	1	2
на душу	3	1
и наоборот	6	4
не все	2	4
как мы	2	7
слова от	1	1
заключает в	2	5
и чувства	1	1
сказанного можно	1	1
языка от	1	1
steinthal с	4	6
чувственный образ	1	23
что как	3	2
только тогда	5	9
это содержание	1	5
как его	1	1
многих других	1	1
в отдельном	1	1
на мир	1	2
многих случаях	1	1
есть не	2	7
ребенке только	1	1
зародыше но	1	1
в виде	1	2
взаимного понимания	2	1
здесь не	1	1
раз при	1	1
если захотим	1	1
которого в	1	2
можно бы	4	4
коих должно	1	1
положим что	3	2
это определение	1	1
посредством коего	1	1
со стороны	8	3
как он	1	1
одно из	3	5
упомянутое противоречие	1	1
только отвлеченное	1	1
несомненно что	2	2
таким а	1	1
что законы	1	1
бы вполне	1	1
то он	2	2
к слову	1	2
чтобы не	2	1
и язык	11	1
то это	5	6
основы и	1	1
вечно создается	1	1
возможности взаимного	1	1
род произведения	1	1
от этого	1	2
живой речи	1	2
уже в	1	5
в жизни	3	1
есть еще	1	3
противном случае	3	1
в истории	7	1
что всякое	1	1
одним словом	2	2
и потому	5	4
зависимый от	1	1
чтобы произвести	1	1
вряд ли	1	1
как на	3	5
но оно	3	6
человеческой чувственности	1	1
начале развития	1	2
человека по	1	1
заставляет нас	2	2
невозможно без	1	2
носит на	1	1
собою только	1	1
есть содержание	1	1
из них	1	6
и слова	2	2
в области	1	2
язык в	8	1
первобытного языка	1	1
не менее	6	5
переходит к	1	1
еще не	6	5
но на	2	1
в звуке	1	4
следовательно и	2	1
на все	2	2
не вполне	1	1
жизни все	1	1
вследствие чего	1	1
мы заключаем	1	1
его собственной	1	1
человек впервые	1	1
и на	1	3
возможно только	5	3
с если	2	1
и понятия	2	3
стало быть	2	1
предположить и	1	1
для того	3	4
самосознания то	1	2
тому как	4	5
в самом	3	8
нераздельна с	1	2
например что	1	1
по этому	2	1
тогда как	2	2
значение только	1	2
в то	4	10
создание языка	2	2
степени отвлеченности	1	1
как оно	1	1
так же	5	3
так что	16	7
мысль не	1	2
важную роль	1	1
не в	15	15
нельзя себе	2	1
говоря о	1	4
есть появление	1	1
мысль при	1	1
есть в	2	3
на нее	1	1
прибавить что	1	3
нередко не	1	1
что этот	1	1
лишь в	1	1
не нужен	1	1
на чувства	1	1
скажем что	1	2
в мысли	8	2
в природе	6	2
уже существует	1	1
он видит	1	1
для этого	2	1
чем то	1	1
в старину	1	1
до языка	1	1
бы невозможно	1	1
слово в	1	4
по одной	3	1
очевидно не	1	1
далеко не	1	4
в образы	1	2
всем своем	1	1
как бы	6	3
сходство с	1	1
вне себя	1	2
себе и	1	1
они постоянно	1	1
видно что	2	1
уже по	1	1
он может	1	1
оно имеет	1	3
только то	2	1
весь язык	1	1
мы можем	2	3
чувство вообще	1	1
от чувственности	1	1
только при	2	2
так кажется	1	1
причина этому	2	1
ничего но	1	1
не подлежит	1	2
в целом	2	3
время когда	1	1
что не	10	8
что эти	1	1
а не	21	15
значит что	1	1
значительного развития	1	1
но можно	1	1
если мы	3	1
превращается в	1	1
жизни то	1	1
божественному началу	1	1
каким образом	3	1
будет ли	1	2
одним из	2	1
и ее	1	1
или даже	3	1
истории но	1	1
мысль по	1	1
и получает	1	2
напротив в	1	1
не найдем	1	1
язык нельзя	1	1
этого предмета	1	1
только одно	1	1
но слово	1	3
в один	2	4
и языка	4	1
мысли чтобы	1	1
могли бы	2	1
если в	1	1
над собою	1	1
знание этого	1	1
само собою	2	1
ее не	1	1
это чувство	1	1
и другое	3	1
человеку только	1	1
что оно	2	11
humboldt т	21	14
когда в	3	2
при помощи	2	1
это было	1	3
хотя не	1	1
души которые	1	1
человека и	1	5
что же	2	2
слова с	1	3
столь же	3	4
действующею на	1	1
мыслях вместе	1	1
вопрос о	4	1
то эти	1	1
в которой	2	3
одной и	3	4
можно думать	2	3
к нему	1	3
содержание должно	1	1
что ни	1	2
говоря что	2	1
ничего не	1	1
же выйдет	1	1
что по	3	2
что они	1	2
то по	1	1
должен быть	1	1
из одного	3	1
развития мысли	3	5
по поводу	3	4
только потому	3	3
остается только	4	2
отношение двух	1	1
от языка	4	1
но только	1	2
и теперь	1	6
это слово	1	4
быть только	5	4
том же	2	2
этих словах	1	1
в сущности	2	1
себе самом	1	1
чувственные восприятия	4	1
связь слова	1	1
ней происходит	1	1
ее с	2	1
связь языка	1	1
его представления	1	1
только из	3	1
при этом	6	3
того что	8	18
и там	1	1
бы было	2	2
но что	1	2
у него	1	2
деятельность вполне	1	1
предполагает что	1	1
в нее	1	1
в этих	7	1
в произведении	1	3
что чувство	2	1
отличное от	1	2
указывают на	2	1
сама по	3	2
таких а	1	1
может считаться	1	1
только по	2	5
что собственно	1	2
в предмете	1	1
нисколько не	2	1
от души	1	1
обозримое в	1	1
входит в	1	2
был бы	1	2
какое именно	1	2
в слове	8	32
что это	3	4
быть если	1	1
своей субъективности	1	1
находятся в	3	1
от них	1	2
с однако	1	1
мысль и	1	1
времени и	2	1
в собственном	2	2
действует на	3	5
связь ее	1	1
она есть	1	1
слова и	4	5
даже в	1	2
есть следствие	1	2
человеке и	1	2
положения что	1	1
деятельности души	2	1
каждый раз	4	2
таком случае	2	2
что при	5	3
бы были	2	1
так и	13	11
отдельном лице	2	1
выражать и	1	1
тем самым	4	7
уменьшится от	1	1
речи становится	1	1
но как	3	2
даже род	1	1
не ограничивается	2	1
бы то	2	1
если сообразим	1	3
но без	2	2
и часы	2	1
что посредством	1	2
если бы	14	12
ум наш	1	1
нас в	1	1
принадлежат к	1	1
в обширнейшем	1	1
как средство	1	2
но совершенно	2	1
близких к	1	1
без сомнения	3	4
по всей	1	1
все в	2	2
и другая	1	1
от известного	1	1
вовсе нет	1	1
что она	1	3
что если	3	1
остальные и	1	1
и что	10	10
и деятельность	1	1
душевной деятельности	4	2
же мало	1	1
которое мы	2	2
слова так	1	1
в живой	2	2
этом можно	1	1
себя и	1	4
после того	1	1
и притом	4	2
прибавляет к	1	1
не зависит	1	1
в мысль	1	1
что все	3	3
между этими	1	1
человека тот	1	1
явления что	1	1
сказать что	3	5
то есть	42	34
вместе с	8	12
в основании	3	2
определяющее его	1	1
как объект	2	1
мысль о	2	5
без основания	1	1
именно эти	1	2
звуком и	1	3
в коих	2	2
а потому	10	6
относится к	3	4
то в	5	1
может показаться	1	1
и его	5	4
слова есть	1	3
развития в	1	2
произведения и	1	1
служит только	1	1
нужно было	3	1
с таким	1	2
ничего нового	1	1
или наоборот	1	1
не на	1	1
том смысле	4	3
о предмете	3	2
называются в	1	1
говоря уже	1	1
и проч	1	16
с впечатлениями	1	1
т п	4	2
и даже	4	2
нам не	1	1
следует сказать	1	1
и тем	3	5
только в	25	21
в смысле	4	4
лучше сказать	1	2
тоже не	1	1
после этого	2	1
все то	2	1
не вдаваясь	1	1
управляющих ими	1	1
что единство	2	1
души впрочем	1	1
как в	10	10
что например	3	3
но вместе	2	4
что у	1	1
что вообще	1	2
тем более	2	4
нечто постоянно	1	2
что такая	2	1
притом не	4	2
в человеке	10	3
природою человека	1	1
обширнейшем смысле	1	1
в их	2	2
что когда	1	1
общего и	1	1
не были	2	2
то все	2	1
что бы	2	1
в себе	13	16
в словах	3	3
к тому	4	7
мысли если	1	2
не имел	1	1
для мысли	2	4
формы в	1	1
в эту	1	1
с другою	2	1
и вместе	2	3
в разных	2	2
всякое согласие	1	1
нее только	1	1
которые мы	5	1
с ним	3	6
не могла	2	2
именно того	1	1
в данное	1	1
к мысли	2	3
казаться что	2	1
тому что	3	3
мысль наша	1	1
и более	2	1
до такой	1	1
на которую	2	1
и мыслью	3	1
судить о	3	1
в математике	1	1
смысле оно	1	1
принять и	1	2
и говорящий	1	1
есть уже	3	11
следует прибавить	1	1
частей речи	1	1
что одно	2	1
потому что	52	46
друг друга	5	3
что для	3	4
ему в	1	2
чувственных восприятий	1	7
одно целое	1	1
на том	1	1
и то	3	8
что к	2	1
по отношению	13	5
необходимое условие	1	1
этом отношении	1	2
только следствием	1	1
соединения со	1	1
язык не	5	2
к сознанию	2	2
так как	21	13
существует и	1	1
то вопрос	1	1
народа человечества	1	1
было только	2	1
чем-то внешним	1	1
не могут	4	5
на свою	1	2
представить себе	3	3
думать что	3	5
и отношения	1	1
необходимо должно	1	1
из себя	5	2
весьма трудно	1	1
языка и	17	2
и с	3	2
есть орган	1	1
все остальные	4	3
под влиянием	2	1
от мысли	2	1
существ или	1	1
тем в	1	1
что нельзя	1	1
п мы	1	1
есть явление	2	1
слова к	1	1
слова именно	1	1
прибавить еще	1	1
предмет и	1	2
с другой	7	7
человека хотя	1	1
оно как	1	1
ср с	2	1
в чем	1	3
было бы	12	9
очевидно что	3	5
что само	1	1
к более	1	1
должно было	1	2
касается до	1	1
бы только	2	1
именно в	1	3
с тою	1	1
в противном	3	1
сознании все	1	1
мы не	10	9
по одному	1	1
выражать уже	1	1
и предмет	2	1
слово становится	1	1
развития и	3	1
но эти	2	1
из совокупности	1	1
и грубый	1	1
с одной	3	7
в понятие	1	1
быть назван	1	1
точно так	11	12
понимания но	1	1
познанию мира	1	1
но самое	1	1
том как	3	3
предполагаем в	1	3
для себя	3	3
на него	3	3
я могу	1	1
необходимости в	2	1
до того	1	4
природы в	2	2
этого слова	1	11
все это	1	4
подобным образом	4	1
в сознании	3	15
что я	1	5
посредством него	1	1
явления и	1	1
отношение слова	1	1
и слово	1	6
выше его	1	1
то не	3	2
что первое	1	2
вызывает в	1	1
нам только	1	1
мы назвали	1	2
мы обыкновенно	1	1
необходимостью как	1	1
его на	2	1
из признаков	1	1
может получить	1	1
нам и	2	1
не исчерпывают	1	2
равно как	1	1
в какой	1	2
это так	1	1
нас не	1	1
и если	2	2
не обнаруживает	1	4
эту минуту	1	1
сообщение мысли	1	1
только что	2	8
в такой	1	1
как средства	1	1
образом в	1	3
содержание слова	1	2
из образа	1	2
и мы	1	2
чувственные образы	1	1
не всегда	1	2
видно уже	1	1
говорят только	1	1
что он	1	6
есть дело	2	2
и действий	1	1
не говорит	1	1
связанное с	2	2
образуется и	1	1
силы природы	1	1
что и	6	13
уже не	2	6
направлении и	1	1
слово так	1	2
уже из	1	1
творчество души	1	1
известного рода	1	1
в известные	1	1
состоянием души	1	1
язык во	2	1
с какою	2	4
видели выше	1	1
окажется что	1	1
с другими	1	5
и по	6	4
что конечно	1	3
исходную точку	1	1
должно образоваться	1	1
того чего	1	1
то оно	2	3
чего не	1	1
в ней	7	8
о ее	1	1
легко может	1	1
как чувство	1	1
слово есть	1	9
чувственного образа	1	16
них не	2	1
говорят обыкновенно	1	1
мы думаем	2	1
мог бы	2	1
сам по	1	5
бы при	1	1
того же	3	1
к новому	2	1
к ней	2	5
как ее	1	2
им так	1	1
в понятии	2	2
уже при	1	1
без этого	1	1
но все	2	2
не прибавляет	1	1
его действия	1	1
и грамматических	2	1
с но	4	3
образом язык	1	1
если б	2	5
об отношении	3	4
и представляет	1	1
общего с	1	1
мысли о	4	2
к одной	3	3
из него	2	2
развития а	1	1
мною во	1	1
об том	2	1
самое понятие	1	1
такой точки	1	1
независимо от	6	5
человеческой природы	3	1
служит посредником	1	1
заключен в	2	1
нет но	1	1
отдельных языков	2	1
сознание и	1	1
в другой	3	1
отдельных лиц	2	1
за пределы	2	2
известным образом	2	3
известный предмет	1	1
есть нечто	4	4
а представление	1	1
не как	1	2
в каком	6	5
в более	4	1
есть по	1	1
средство не	1	1
никак не	2	3
логике но	1	1
и необходимость	2	1
следовало бы	1	1
должна быть	3	1
после создания	1	1
в свою	4	3
та же	1	2
понимают друг	1	1
ни в	1	2
к одному	2	5
что в	22	17
человеческой деятельности	1	1
первое время	1	2
внешнее и	1	1
за ним	2	3
в своей	3	2
но если	2	1
со словом	3	4
нужно будет	1	1
она по-видимому	1	1
или менее	1	3
есть тоже	1	1
для душевной	1	1
предполагает знание	1	1
бы мы	1	2
в зародыше	1	2
о единстве	1	1
себе или	2	1
что на	6	1
и стало	1	1
людьми и	2	1
мысли как	1	3
только не	2	2
принять что	2	3
на деле	4	5
по объему	1	1
не то	1	3
произвести желаемое	1	1
и звук	2	2
не может	22	6
внешним и	2	1
мы видели	4	4
не могло	3	1
он должен	2	1
в понимающем	1	2
создается притом	1	1
в неделимом	1	2
в логике	1	1
решения и	1	1
время с	1	1
словах и	1	1
та что	2	1
не существует	2	3
о том	2	2
между тем	5	9
его не	1	1
отказаться от	1	2
в виду	2	1
на то	2	2
бы с	1	1
быть не	4	2
от своего	1	1
его стремлений	1	1
может быть	27	28
душе если	2	1
разница между	3	3
в одной	1	1
что а	2	2
с каким	1	2
давно уже	1	1
мысли не	1	3
она не	3	2
племени народа	1	1
была бы	2	4
части речи	1	1
начавши с	1	1
с тем	5	7
совершенно верно	1	1
согласно с	4	2
во многих	2	1
увидим что	4	1
вслед за	1	3
его к	2	2
и самое	2	2
заключать в	1	1
природы и	1	2
человека ко	1	1
система понятий	1	1
в таком	5	3
не создавать	1	1
помнить что	3	1
представляются только	1	1
показывает что	3	2
значение слова	1	5
не было	4	4
того чтобы	2	3
и при	3	4
души и	5	2
с ними	1	1
предполагает в	2	1
в этой	3	2
одна и	1	1
под конец	1	1
само по	4	3
уже готовую	2	1
в единстве	2	1
но язык	2	1
значении слова	1	1
на ней	1	1
от нас	2	3
положение что	1	1
во всяком	3	1
что до	2	1
себе а	1	4
в мыслях	1	1
и вообще	3	3
не говоря	1	3
его падения	1	1
сила не	1	1
такое же	1	3
не только	21	21
он не	3	4
что даже	2	4
там же	9	6
и степень	1	1
чувственного восприятия	1	1
тем же	2	4
слова в	2	7
было в	1	1
себе представить	7	3
из своих	1	1
развивается в	1	1
между ними	1	1
остаются неопределенными	1	1
на себе	2	1
таким же	2	1
в общих	1	1
в животном	2	3
человека то	1	2
одной стороны	3	3
бы не	6	4
механическим законам	1	1
своего племени	1	1
и многие	1	1
для человека	2	4
каждом отдельном	1	1
из груди	1	1
свою долю	1	1
в душе	11	10
много слов	1	1
по себе	10	16
мира но	1	1
заключить что	2	2
не столько	1	2
так в	1	2
вносит в	1	1
общих чертах	1	1
образом мы	1	1
всякое понимание	1	1
слова является	1	1
а в	5	12
в каждом	4	3
все следующие	1	1
вытекающее из	1	1
вроде тех	1	1
их и	2	1
о божественном	1	1
на которой	1	3
но вслед	1	1
в образ	2	1
начнем с	3	1
от друга	2	1
не находит	1	1
от него	4	2
это возможно	1	1
и представление	1	2
посредством языка	1	2
в одно	2	3
так относится	1	1
по его	7	1
с двумя	1	1
языке и	1	1
что последние	1	1
которое по	1	1
что с	1	2
и связанное	1	1
первые слова	1	1
это последнее	2	2
смысле что	1	1
же единство	1	1
что есть	1	2
слова не	2	2
будет принять	1	2
в мире	3	1
из его	1	1
говорящего и	1	3
это будет	2	1
хотя в	3	1
наш не	1	1
возможно и	1	1
ее явления	1	1
в памяти	1	1
есть язык	1	1
мы должны	3	4
а между	3	2
в которых	1	2
внутренней связи	3	1
в таких	2	1
человеческой мысли	1	1
словом и	2	5
быть названо	3	1
предположить что	1	1
душевные движения	1	1
и возможность	1	1
звук есть	1	1
что слово	3	7
язык есть	17	2
человек не	1	2
такая совокупность	1	1
мыслей к	1	1
следствие договора	1	1
в науках	1	1
определенное содержание	1	1
явлений в	2	1
усилий человека	1	1
образом и	2	3
и как	6	5
души мы	1	1
из коих	3	6
что такое	1	2
его душе	1	1
точки зрения	8	2
и свобода	1	1
посредством слова	6	6
что именно	2	4
по которому	1	5
и цвета	1	1
на это	1	4
но есть	1	1
но и	20	19
при котором	2	1
из сказанного	1	2
в ее	1	2
развития как	1	1
до сих	1	3
остановимся на	1	1
на человека	1	2
в чувственных	1	1
к нам	1	1
себя в	1	1
во всем	4	1
членораздельный звук	2	3
только для	3	1
души но	4	1
на самом	1	1
говорящему и	1	1
за собою	1	2
крайней мере	2	5
или слово	1	1
от внешних	1	1
в этом	15	10
человека но	1	1
что мы	4	8
все различные	1	1
между собою	6	6
он говорит	1	2
известных нам	2	1
чем с	1	1
из этих	4	9
в языке	33	7
имело бы	1	1
где нет	1	1
как например	2	1
мере того	3	3
их в	1	2
как именно	1	1
звук слова	1	1
и ощутимым	1	1
что касается	1	1
мысли и	9	2
заключается в	3	1
коих каждая	1	1
только на	3	3
себя то	1	1
если скажем	1	1
бы для	1	1
образом то	1	1
есть средство	1	3
звук не	1	2
собою так	1	2
т с	25	22
не будет	2	3
которые не	2	1
души а	2	1
мысль в	2	3
в речи	1	2
начиная с	1	1
замеченное нами	2	1
о необходимости	1	2
не других	1	1
вывести из	2	1
себе все	1	1
одно не	1	1
понятия но	1	1
сама собою	1	1
вопрос об	3	2
непонимание всякое	1	1
в нем	20	9
во время	1	2
в других	2	2
принуждены будем	1	1
заметить что	2	3
во всех	5	1
д не	1	1
или по	1	1
человечества но	1	1
при известном	1	1
о значении	1	1
потому мы	1	1
звуки и	2	1
группы и	1	1
в какие	2	1
между прочим	2	1
есть вытекающее	1	1
всякого нового	2	1
внутреннее единство	2	2
как нечто	1	1
или в	2	3
же нам	1	2
представляет нам	1	1
смотрит на	3	2
образы или	1	1
столько же	3	1
от одного	1	1
явлений и	3	2
сомнение в	1	1
все особенности	1	1
том что	16	18
указания на	2	1
всей вероятности	1	1
о котором	3	1
и следовательно	2	3
лежащие в	1	1
состояние души	2	2
собственном смысле	1	2
чувства и	13	3
есть понятие	2	2
природу и	1	1
в голову	1	1
свойства мысли	1	1
с общим	1	2
к ее	1	1
в язык	1	1
оно не	3	4
нового восприятия	1	1
например можно	1	1
связь между	2	2
не другим	1	2
