3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram
так же как	2	4
именно потому что	2	1
общественной жизни с	1	1
то есть к	1	2
с другой стороны	5	5
в конечном счете	1	3
совершенно очевидно что	2	2
ни в каком	1	1
в отличие от	2	3
то что в	2	1
что самое важное	2	1
которая существует между	3	1
при взгляде на	1	1
в самом процессе	1	1
в процессе творчества	1	1
с достаточной ясностью	1	1
что в самом	1	1
в эмпирической психологии	1	1
однополюсной траты энергии	2	1
смысле этого слова	1	2
том что он	1	1
формы и содержания	1	1
двух планах с	2	1
благодаря тому что	1	2
что это действительно	1	1
до тех пор	2	1
не может стать	1	2
в себя и	1	1
во внимание что	1	1
образом оказывается что	1	1
искусства и в	1	1
в основе своей	1	1
что он должен	1	1
он говорит что	2	1
одной стороны мы	1	1
а не ее	1	1
в значительной мере	1	1
что у него	1	3
но так как	1	1
можно сказать что	2	1
совершенно верно что	3	1
с одной стороны	12	5
имеет совершенно не	1	1
в противоречие с	1	2
если же мы	1	1
в применении к	1	2
конце концов только	1	1
и тот же	1	1
мы увидим что	6	2
вместо того чтобы	1	1
что от него	1	1
в этом отношении	3	2
собственном смысле слова	1	2
и как он	1	1
бы сказать что	2	1
друг к другу	4	1
как таковая в	1	1
это имеет место	1	1
мы должны будем	2	1
принять во внимание	2	1
мы не имеем	1	1
с для того	1	1
в силу того	1	2
он никогда не	1	1
в собственном смысле	1	3
тому что он	1	1
и той же	2	3
таким образом мы	2	1
только обратиться к	1	1
с самого начала	3	1
в самом деле	5	7
потому что он	2	2
при этом совершенно	1	1
в произведении искусства	1	2
это и не	1	1
к тому чтобы	1	3
когда пушкин говорит	1	1
в бессознательной сфере	1	1
по себе не	2	2
до сих пор	5	3
на задний план	1	1
едва ли не	1	1
показать что те	1	1
с такой исчерпывающей	1	1
если бы мы	2	1
в последнее время	1	2
дело в том	1	1
с точки зрения	2	2
речь идет о	1	1
то или иное	1	2
выходит так что	1	2
очевидно что психология	1	1
и тем же	3	1
что искусство есть	1	3
психологии искусства но	1	2
мы не можем	1	2
в этом смысле	1	2
бы если бы	1	1
и мы увидим	2	1
потому что оно	1	1
которые никак не	1	1
и в самом	2	2
один и тот	1	1
в сущности говоря	8	3
для психологии искусства	2	1
слова в стихе	1	1
мы никогда не	2	4
что в этом	6	3
в совершенно ином	1	1
как будто бы	1	2
с так же	2	1
как бы в	2	1
при таком понимании	1	1
мы все время	1	1
нуждается в известном	1	1
то что все	1	1
представления так как	1	1
не в состоянии	3	3
один из самых	1	1
и в частности	1	1
если мы припомним	1	2
том или ином	1	1
в конце концов	2	3
и для того	1	1
то время как	1	5
во многих случаях	1	1
по самому существу	1	3
то же самое	3	2
планах с одной	2	1
никак не могут	1	1
с психологической точки	1	3
одно и то	3	1
а в том	1	2
но она не	1	1
совершенно ясно что	5	14
в своих исследованиях	1	1
по этому поводу	4	2
искусства и его	1	1
и таким образом	2	2
художественного произведения и	1	1
указывает на то	2	3
искусства совершенно очевидно	1	1
с этой точки	1	4
не может быть	2	8
в том или	1	1
если мы станем	2	1
что в этой	1	1
само по себе	2	5
можно легко показать	2	1
в том случае	1	2
сами по себе	2	1
то специфическое что	1	1
потому что мы	1	1
состоит в том	2	2
в большей мере	1	1
и для нас	2	1
примем во внимание	1	1
тех пор пока	2	1
и т д	3	8
мы видим что	3	2
исходя из этого	1	1
мы все же	3	1
формы и материала	1	1
легко показать что	2	2
не то что	1	1
заключается в том	6	6
и в том	1	1
что с точки	1	1
если бы в	1	1
с такого же	1	1
заключает в себе	4	1
и в результате	2	1
то что он	3	1
еще далеко не	1	1
такого же мнения	1	1
только то что	1	1
нас в сущности	1	1
надо сказать что	1	3
всякое произведение искусства	1	2
