2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram
это не	1	7
между людьми	2	1
некоторое время	1	1
мысли к	1	1
бы ни	3	4
своем объеме	1	1
но он	1	2
должно быть	5	7
дается только	1	1
того как	4	6
это значит	1	1
бы быть	2	4
более или	3	1
творческую деятельность	1	1
нам остается	1	1
прежде всего	3	4
указывает на	6	1
тем и	3	1
форму мысли	1	1
природы то	1	1
этот предмет	2	1
внешним предметам	1	1
мысль что	1	5
можно видеть	5	1
сколько и	2	3
в результате	1	1
зависит от	6	5
отношении языка	1	1
свойства внешних	1	1
перестает быть	4	1
с течением	1	1
ко внешним	1	3
до сознания	1	3
чтобы показать	1	1
языков и	1	1
тех пор	1	1
все что	4	2
с этой	2	2
самого себя	3	4
есть положительные	1	1
предмет от	1	1
деятельности и	2	5
в образе	3	1
только посредством	5	9
значения и	1	1
в некотором	2	2
в говорящем	1	1
примыкает к	1	1
нераздельно с	1	1
и искусство	1	1
можно себе	1	2
а только	3	4
и таким	1	1
мы называем	1	2
необходимость слова	1	1
едва ли	1	1
и есть	3	2
самом деле	2	1
хотя и	1	3
в ребенке	1	1
этой стороны	2	1
например в	6	1
как та	2	1
его только	2	2
то же	23	6
без слова	3	2
могло бы	1	3
сравнительно с	5	2
мысли то	3	7
и произведения	1	1
нельзя сказать	3	1
мы могли	1	1
своего развития	1	1
в которое	1	1
бы совершенно	1	1
согласимся что	2	1
объем и	1	1
например не	2	1
мы видим	2	4
что совокупность	1	1
а и	4	1
душе и	1	2
на степени	1	1
произведении искусства	4	1
основное положение	1	1
по гримму	1	1
языка к	1	2
действуют на	1	1
между его	2	1
слова при	3	1
один из	4	1
в действительности	5	4
в обществе	1	1
то тем	3	1
отношения к	1	1
с точки	1	3
разницу между	2	1
могут понять	1	1
в звуки	1	1
вместе непонимание	1	1
б ее	1	1
одному может	1	1
значительный запас	1	1
до появления	2	1
понятия и	2	3
произведения остаются	1	1
весьма мало	1	1
этой способности	1	1
но в	1	9
который бы	1	1
не имеет	6	5
могла бы	2	2
сих пор	3	1
тем не	3	6
которого он	1	1
притом так	1	1
и такое	3	1
и б	1	2
или если	1	1
степени развития	2	1
эти последние	2	1
в котором	4	1
для него	9	4
явление не	1	1
бы даже	1	2
неопределенными humboldt	1	1
свою очередь	3	4
называет одним	1	1
языка но	1	3
говорит гумбольдт	5	1
и это	4	3
как деятельность	1	2
выражения и	1	1
что мысль	2	4
не с	1	1
только звук	2	1
ничего общего	2	2
так например	2	3
связь с	3	2
себе не	4	1
не нашел	2	1
не следует	5	5
и непосредственно	1	1
есть для	5	2
бы назвать	1	1
виду что	1	1
и оно	3	1
это стремление	1	1
языка хотя	1	1
взгляду на	1	1
отдельное слово	5	1
от нее	2	6
том виде	1	1
предмета а	3	2
как одно	1	1
когда мы	2	2
еще и	1	1
в последнем	3	1
такой взгляд	1	1
образ предмета	2	1
этой мысли	2	1
и от	4	3
с в	2	5
из того	2	2
не один	2	1
свое состояние	1	2
время жизни	1	1
в одном	2	8
язык будет	1	1
представления для	1	1
той же	2	3
заключена только	1	1
друг от	1	2
в начале	3	2
а как	2	2
или же	4	3
с его	1	1
предмета с	1	1
не имеем	1	2
понимание есть	1	2
самого предмета	1	4
отличны от	1	1
и все	3	3
на этот	1	2
человеческой жизни	3	1
мы только	1	1
согласие в	1	1
и о	2	2
жизни и	2	2
еще только	1	2
в них	5	3
если даже	1	1
посредником между	1	2
для деятельности	1	1
человек может	2	1
но тем	2	3
может стать	2	1
души не	2	2
к божественному	1	1
если не	4	2
там где	3	4
ко всем	2	2
можно заметить	1	2
слова но	2	2
из глубины	1	2
в том	32	26
имея в	1	1
смотреть как	3	1
вдаваясь в	1	1
из всего	1	1
чем больше	1	1
от того	8	4
мыслью но	1	1
внешних возбуждений	2	1
на душу	1	3
и наоборот	4	6
не все	4	2
как мы	7	2
слова от	1	1
заключает в	5	2
и чувства	1	1
сказанного можно	1	1
языка от	1	1
steinthal с	6	4
чувственный образ	23	1
что как	2	3
только тогда	9	5
это содержание	5	1
как его	1	1
многих других	1	1
в отдельном	1	1
на мир	2	1
многих случаях	1	1
есть не	7	2
ребенке только	1	1
зародыше но	1	1
в виде	2	1
взаимного понимания	1	2
здесь не	1	1
раз при	1	1
если захотим	1	1
которого в	2	1
можно бы	4	4
коих должно	1	1
положим что	2	3
это определение	1	1
посредством коего	1	1
со стороны	3	8
как он	1	1
одно из	5	3
упомянутое противоречие	1	1
только отвлеченное	1	1
несомненно что	2	2
таким а	1	1
что законы	1	1
бы вполне	1	1
то он	2	2
к слову	2	1
чтобы не	1	2
и язык	1	11
то это	6	5
основы и	1	1
вечно создается	1	1
возможности взаимного	1	1
род произведения	1	1
от этого	2	1
живой речи	2	1
уже в	5	1
в жизни	1	3
есть еще	3	1
противном случае	1	3
в истории	1	7
что всякое	1	1
одним словом	2	2
и потому	4	5
зависимый от	1	1
чтобы произвести	1	1
вряд ли	1	1
как на	5	3
но оно	6	3
человеческой чувственности	1	1
начале развития	2	1
человека по	1	1
заставляет нас	2	2
невозможно без	2	1
носит на	1	1
собою только	1	1
есть содержание	1	1
из них	6	1
и слова	2	2
в области	2	1
язык в	1	8
первобытного языка	1	1
не менее	5	6
переходит к	1	1
еще не	5	6
но на	1	2
в звуке	4	1
следовательно и	1	2
на все	2	2
не вполне	1	1
жизни все	1	1
вследствие чего	1	1
мы заключаем	1	1
его собственной	1	1
человек впервые	1	1
и на	3	1
возможно только	3	5
с если	1	2
и понятия	3	2
стало быть	1	2
предположить и	1	1
для того	4	3
самосознания то	2	1
тому как	5	4
в самом	8	3
нераздельна с	2	1
например что	1	1
по этому	1	2
тогда как	2	2
значение только	2	1
в то	10	4
создание языка	2	2
степени отвлеченности	1	1
как оно	1	1
так же	3	5
так что	7	16
мысль не	2	1
важную роль	1	1
не в	15	15
нельзя себе	1	2
говоря о	4	1
есть появление	1	1
мысль при	1	1
есть в	3	2
на нее	1	1
прибавить что	3	1
нередко не	1	1
что этот	1	1
лишь в	1	1
не нужен	1	1
на чувства	1	1
скажем что	2	1
в мысли	2	8
в природе	2	6
уже существует	1	1
он видит	1	1
для этого	1	2
чем то	1	1
в старину	1	1
до языка	1	1
бы невозможно	1	1
слово в	4	1
по одной	1	3
очевидно не	1	1
далеко не	4	1
в образы	2	1
всем своем	1	1
как бы	3	6
сходство с	1	1
вне себя	2	1
себе и	1	1
они постоянно	1	1
видно что	1	2
уже по	1	1
он может	1	1
оно имеет	3	1
только то	1	2
весь язык	1	1
мы можем	3	2
чувство вообще	1	1
от чувственности	1	1
только при	2	2
так кажется	1	1
причина этому	1	2
ничего но	1	1
не подлежит	2	1
в целом	3	2
время когда	1	1
что не	8	10
что эти	1	1
а не	15	21
значит что	1	1
значительного развития	1	1
но можно	1	1
если мы	1	3
превращается в	1	1
жизни то	1	1
божественному началу	1	1
каким образом	1	3
будет ли	2	1
одним из	1	2
и ее	1	1
или даже	1	3
истории но	1	1
мысль по	1	1
и получает	2	1
напротив в	1	1
не найдем	1	1
язык нельзя	1	1
этого предмета	1	1
только одно	1	1
но слово	3	1
в один	4	2
и языка	1	4
мысли чтобы	1	1
могли бы	1	2
если в	1	1
над собою	1	1
знание этого	1	1
само собою	1	2
ее не	1	1
это чувство	1	1
и другое	1	3
человеку только	1	1
что оно	11	2
humboldt т	14	21
когда в	2	3
при помощи	1	2
это было	3	1
хотя не	1	1
души которые	1	1
человека и	5	1
что же	2	2
слова с	3	1
столь же	4	3
действующею на	1	1
мыслях вместе	1	1
вопрос о	1	4
то эти	1	1
в которой	3	2
одной и	4	3
можно думать	3	2
к нему	3	1
содержание должно	1	1
что ни	2	1
говоря что	1	2
ничего не	1	1
же выйдет	1	1
что по	2	3
что они	2	1
то по	1	1
должен быть	1	1
из одного	1	3
развития мысли	5	3
по поводу	4	3
только потому	3	3
остается только	2	4
отношение двух	1	1
от языка	1	4
но только	2	1
и теперь	6	1
это слово	4	1
быть только	4	5
том же	2	2
этих словах	1	1
в сущности	1	2
себе самом	1	1
чувственные восприятия	1	4
связь слова	1	1
ней происходит	1	1
ее с	1	2
связь языка	1	1
его представления	1	1
только из	1	3
при этом	3	6
того что	18	8
и там	1	1
бы было	2	2
но что	2	1
у него	2	1
деятельность вполне	1	1
предполагает что	1	1
в нее	1	1
в этих	1	7
в произведении	3	1
что чувство	1	2
отличное от	2	1
указывают на	1	2
сама по	2	3
таких а	1	1
может считаться	1	1
только по	5	2
что собственно	2	1
в предмете	1	1
нисколько не	1	2
от души	1	1
обозримое в	1	1
входит в	2	1
был бы	2	1
какое именно	2	1
в слове	32	8
что это	4	3
быть если	1	1
своей субъективности	1	1
находятся в	1	3
от них	2	1
с однако	1	1
мысль и	1	1
времени и	1	2
в собственном	2	2
действует на	5	3
связь ее	1	1
она есть	1	1
слова и	5	4
даже в	2	1
есть следствие	2	1
человеке и	2	1
положения что	1	1
деятельности души	1	2
каждый раз	2	4
таком случае	2	2
что при	3	5
бы были	1	2
так и	11	13
отдельном лице	1	2
выражать и	1	1
тем самым	7	4
уменьшится от	1	1
речи становится	1	1
но как	2	3
даже род	1	1
не ограничивается	1	2
бы то	1	2
если сообразим	3	1
но без	2	2
и часы	1	2
что посредством	2	1
если бы	12	14
ум наш	1	1
нас в	1	1
принадлежат к	1	1
в обширнейшем	1	1
как средство	2	1
но совершенно	1	2
близких к	1	1
без сомнения	4	3
по всей	1	1
все в	2	2
и другая	1	1
от известного	1	1
вовсе нет	1	1
что она	3	1
что если	1	3
остальные и	1	1
и что	10	10
и деятельность	1	1
душевной деятельности	2	4
же мало	1	1
которое мы	2	2
слова так	1	1
в живой	2	2
этом можно	1	1
себя и	4	1
после того	1	1
и притом	2	4
прибавляет к	1	1
не зависит	1	1
в мысль	1	1
что все	3	3
между этими	1	1
человека тот	1	1
явления что	1	1
сказать что	5	3
то есть	34	42
вместе с	12	8
в основании	2	3
определяющее его	1	1
как объект	1	2
мысль о	5	2
без основания	1	1
именно эти	2	1
звуком и	3	1
в коих	2	2
а потому	6	10
относится к	4	3
то в	1	5
может показаться	1	1
и его	4	5
слова есть	3	1
развития в	2	1
произведения и	1	1
служит только	1	1
нужно было	1	3
с таким	2	1
ничего нового	1	1
или наоборот	1	1
не на	1	1
том смысле	3	4
о предмете	2	3
называются в	1	1
говоря уже	1	1
и проч	16	1
с впечатлениями	1	1
т п	2	4
и даже	2	4
нам не	1	1
следует сказать	1	1
и тем	5	3
только в	21	25
в смысле	4	4
лучше сказать	2	1
тоже не	1	1
после этого	1	2
все то	1	2
не вдаваясь	1	1
управляющих ими	1	1
что единство	1	2
души впрочем	1	1
как в	10	10
что например	3	3
но вместе	4	2
что у	1	1
что вообще	2	1
тем более	4	2
нечто постоянно	2	1
что такая	1	2
притом не	2	4
в человеке	3	10
природою человека	1	1
обширнейшем смысле	1	1
в их	2	2
что когда	1	1
общего и	1	1
не были	2	2
то все	1	2
что бы	1	2
в себе	16	13
в словах	3	3
к тому	7	4
мысли если	2	1
не имел	1	1
для мысли	4	2
формы в	1	1
в эту	1	1
с другою	1	2
и вместе	3	2
в разных	2	2
всякое согласие	1	1
нее только	1	1
которые мы	1	5
с ним	6	3
не могла	2	2
именно того	1	1
в данное	1	1
к мысли	3	2
казаться что	1	2
тому что	3	3
мысль наша	1	1
и более	1	2
до такой	1	1
на которую	1	2
и мыслью	1	3
судить о	1	3
в математике	1	1
смысле оно	1	1
принять и	2	1
и говорящий	1	1
есть уже	11	3
следует прибавить	1	1
частей речи	1	1
что одно	1	2
потому что	46	52
друг друга	3	5
что для	4	3
ему в	2	1
чувственных восприятий	7	1
одно целое	1	1
на том	1	1
и то	8	3
что к	1	2
по отношению	5	13
необходимое условие	1	1
этом отношении	2	1
только следствием	1	1
соединения со	1	1
язык не	2	5
к сознанию	2	2
так как	13	21
существует и	1	1
то вопрос	1	1
народа человечества	1	1
было только	1	2
чем-то внешним	1	1
не могут	5	4
на свою	2	1
представить себе	3	3
думать что	5	3
и отношения	1	1
необходимо должно	1	1
из себя	2	5
весьма трудно	1	1
языка и	2	17
и с	2	3
есть орган	1	1
все остальные	3	4
под влиянием	1	2
от мысли	1	2
существ или	1	1
тем в	1	1
что нельзя	1	1
п мы	1	1
есть явление	1	2
слова к	1	1
слова именно	1	1
прибавить еще	1	1
предмет и	2	1
с другой	7	7
человека хотя	1	1
оно как	1	1
ср с	1	2
в чем	3	1
было бы	9	12
очевидно что	5	3
что само	1	1
к более	1	1
должно было	2	1
касается до	1	1
бы только	1	2
именно в	3	1
с тою	1	1
в противном	1	3
сознании все	1	1
мы не	9	10
по одному	1	1
выражать уже	1	1
и предмет	1	2
слово становится	1	1
развития и	1	3
но эти	1	2
из совокупности	1	1
и грубый	1	1
с одной	7	3
в понятие	1	1
быть назван	1	1
точно так	12	11
понимания но	1	1
познанию мира	1	1
но самое	1	1
том как	3	3
предполагаем в	3	1
для себя	3	3
на него	3	3
я могу	1	1
необходимости в	1	2
до того	4	1
природы в	2	2
этого слова	11	1
все это	4	1
подобным образом	1	4
в сознании	15	3
что я	5	1
посредством него	1	1
явления и	1	1
отношение слова	1	1
и слово	6	1
выше его	1	1
то не	2	3
что первое	2	1
вызывает в	1	1
нам только	1	1
мы назвали	2	1
мы обыкновенно	1	1
необходимостью как	1	1
его на	1	2
из признаков	1	1
может получить	1	1
нам и	1	2
не исчерпывают	2	1
равно как	1	1
в какой	2	1
это так	1	1
нас не	1	1
и если	2	2
не обнаруживает	4	1
эту минуту	1	1
сообщение мысли	1	1
только что	8	2
в такой	1	1
как средства	1	1
образом в	3	1
содержание слова	2	1
из образа	2	1
и мы	2	1
чувственные образы	1	1
не всегда	2	1
видно уже	1	1
говорят только	1	1
что он	6	1
есть дело	2	2
и действий	1	1
не говорит	1	1
связанное с	2	2
образуется и	1	1
силы природы	1	1
что и	13	6
уже не	6	2
направлении и	1	1
слово так	2	1
уже из	1	1
творчество души	1	1
известного рода	1	1
в известные	1	1
состоянием души	1	1
язык во	1	2
с какою	4	2
видели выше	1	1
окажется что	1	1
с другими	5	1
и по	4	6
что конечно	3	1
исходную точку	1	1
должно образоваться	1	1
того чего	1	1
то оно	3	2
чего не	1	1
в ней	8	7
о ее	1	1
легко может	1	1
как чувство	1	1
слово есть	9	1
чувственного образа	16	1
них не	1	2
говорят обыкновенно	1	1
мы думаем	1	2
мог бы	1	2
сам по	5	1
бы при	1	1
того же	1	3
к новому	1	2
к ней	5	2
как ее	2	1
им так	1	1
в понятии	2	2
уже при	1	1
без этого	1	1
но все	2	2
не прибавляет	1	1
его действия	1	1
и грамматических	1	2
с но	3	4
образом язык	1	1
если б	5	2
об отношении	4	3
и представляет	1	1
общего с	1	1
мысли о	2	4
к одной	3	3
из него	2	2
развития а	1	1
мною во	1	1
об том	1	2
самое понятие	1	1
такой точки	1	1
независимо от	5	6
человеческой природы	1	3
служит посредником	1	1
заключен в	1	2
нет но	1	1
отдельных языков	1	2
сознание и	1	1
в другой	1	3
отдельных лиц	1	2
за пределы	2	2
известным образом	3	2
известный предмет	1	1
есть нечто	4	4
а представление	1	1
не как	2	1
в каком	5	6
в более	1	4
есть по	1	1
средство не	1	1
никак не	3	2
логике но	1	1
и необходимость	1	2
следовало бы	1	1
должна быть	1	3
после создания	1	1
в свою	3	4
та же	2	1
понимают друг	1	1
ни в	2	1
к одному	5	2
что в	17	22
человеческой деятельности	1	1
первое время	2	1
внешнее и	1	1
за ним	3	2
в своей	2	3
но если	1	2
со словом	4	3
нужно будет	1	1
она по-видимому	1	1
или менее	3	1
есть тоже	1	1
для душевной	1	1
предполагает знание	1	1
бы мы	2	1
в зародыше	2	1
о единстве	1	1
себе или	1	2
что на	1	6
и стало	1	1
людьми и	1	2
мысли как	3	1
только не	2	2
принять что	3	2
на деле	5	4
по объему	1	1
не то	3	1
произвести желаемое	1	1
и звук	2	2
не может	6	22
внешним и	1	2
мы видели	4	4
не могло	1	3
он должен	1	2
в понимающем	2	1
создается притом	1	1
в неделимом	2	1
в логике	1	1
решения и	1	1
время с	1	1
словах и	1	1
та что	1	2
не существует	3	2
о том	2	2
между тем	9	5
его не	1	1
отказаться от	2	1
в виду	1	2
на то	2	2
бы с	1	1
быть не	2	4
от своего	1	1
его стремлений	1	1
может быть	28	27
душе если	1	2
разница между	3	3
в одной	1	1
что а	2	2
с каким	2	1
давно уже	1	1
мысли не	3	1
она не	2	3
племени народа	1	1
была бы	4	2
части речи	1	1
начавши с	1	1
с тем	7	5
совершенно верно	1	1
согласно с	2	4
во многих	1	2
увидим что	1	4
вслед за	3	1
его к	2	2
и самое	2	2
заключать в	1	1
природы и	2	1
человека ко	1	1
система понятий	1	1
в таком	3	5
не создавать	1	1
помнить что	1	3
представляются только	1	1
показывает что	2	3
значение слова	5	1
не было	4	4
того чтобы	3	2
и при	4	3
души и	2	5
с ними	1	1
предполагает в	1	2
в этой	2	3
одна и	1	1
под конец	1	1
само по	3	4
уже готовую	1	2
в единстве	1	2
но язык	1	2
значении слова	1	1
на ней	1	1
от нас	3	2
положение что	1	1
во всяком	1	3
что до	1	2
себе а	4	1
в мыслях	1	1
и вообще	3	3
не говоря	3	1
его падения	1	1
сила не	1	1
такое же	3	1
не только	21	21
он не	4	3
что даже	4	2
там же	6	9
и степень	1	1
чувственного восприятия	1	1
тем же	4	2
слова в	7	2
было в	1	1
себе представить	3	7
из своих	1	1
развивается в	1	1
между ними	1	1
остаются неопределенными	1	1
на себе	1	2
таким же	1	2
в общих	1	1
в животном	3	2
человека то	2	1
одной стороны	3	3
бы не	4	6
механическим законам	1	1
своего племени	1	1
и многие	1	1
для человека	4	2
каждом отдельном	1	1
из груди	1	1
свою долю	1	1
в душе	10	11
много слов	1	1
по себе	16	10
мира но	1	1
заключить что	2	2
не столько	2	1
так в	2	1
вносит в	1	1
общих чертах	1	1
образом мы	1	1
всякое понимание	1	1
слова является	1	1
а в	12	5
в каждом	3	4
все следующие	1	1
вытекающее из	1	1
вроде тех	1	1
их и	1	2
о божественном	1	1
на которой	3	1
но вслед	1	1
в образ	1	2
начнем с	1	3
от друга	1	2
не находит	1	1
от него	2	4
это возможно	1	1
и представление	2	1
посредством языка	2	1
в одно	3	2
так относится	1	1
по его	1	7
с двумя	1	1
языке и	1	1
что последние	1	1
которое по	1	1
что с	2	1
и связанное	1	1
первые слова	1	1
это последнее	2	2
смысле что	1	1
же единство	1	1
что есть	2	1
слова не	2	2
будет принять	2	1
в мире	1	3
из его	1	1
говорящего и	3	1
это будет	1	2
хотя в	1	3
наш не	1	1
возможно и	1	1
ее явления	1	1
в памяти	1	1
есть язык	1	1
мы должны	4	3
а между	2	3
в которых	2	1
внутренней связи	1	3
в таких	1	2
человеческой мысли	1	1
словом и	5	2
быть названо	1	3
предположить что	1	1
душевные движения	1	1
и возможность	1	1
звук есть	1	1
что слово	7	3
язык есть	2	17
человек не	2	1
такая совокупность	1	1
мыслей к	1	1
следствие договора	1	1
в науках	1	1
определенное содержание	1	1
явлений в	1	2
усилий человека	1	1
образом и	3	2
и как	5	6
души мы	1	1
из коих	6	3
что такое	2	1
его душе	1	1
точки зрения	2	8
и свобода	1	1
посредством слова	6	6
что именно	4	2
по которому	5	1
и цвета	1	1
на это	4	1
но есть	1	1
но и	19	20
при котором	1	2
из сказанного	2	1
в ее	2	1
развития как	1	1
до сих	3	1
остановимся на	1	1
на человека	2	1
в чувственных	1	1
к нам	1	1
себя в	1	1
во всем	1	4
членораздельный звук	3	2
только для	1	3
души но	1	4
на самом	1	1
говорящему и	1	1
за собою	2	1
крайней мере	5	2
или слово	1	1
от внешних	1	1
в этом	10	15
человека но	1	1
что мы	8	4
все различные	1	1
между собою	6	6
он говорит	2	1
известных нам	1	2
чем с	1	1
из этих	9	4
в языке	7	33
имело бы	1	1
где нет	1	1
как например	1	2
мере того	3	3
их в	2	1
как именно	1	1
звук слова	1	1
и ощутимым	1	1
что касается	1	1
мысли и	2	9
заключается в	1	3
коих каждая	1	1
только на	3	3
себя то	1	1
если скажем	1	1
бы для	1	1
образом то	1	1
есть средство	3	1
звук не	2	1
собою так	2	1
т с	22	25
не будет	3	2
которые не	1	2
души а	1	2
мысль в	3	2
в речи	2	1
начиная с	1	1
замеченное нами	1	2
о необходимости	2	1
не других	1	1
вывести из	1	2
себе все	1	1
одно не	1	1
понятия но	1	1
сама собою	1	1
вопрос об	2	3
непонимание всякое	1	1
в нем	9	20
во время	2	1
в других	2	2
принуждены будем	1	1
заметить что	3	2
во всех	1	5
д не	1	1
или по	1	1
человечества но	1	1
при известном	1	1
о значении	1	1
потому мы	1	1
звуки и	1	2
группы и	1	1
в какие	1	2
между прочим	1	2
есть вытекающее	1	1
всякого нового	1	2
внутреннее единство	2	2
как нечто	1	1
или в	3	2
же нам	2	1
представляет нам	1	1
смотрит на	2	3
образы или	1	1
столько же	1	3
от одного	1	1
явлений и	2	3
сомнение в	1	1
все особенности	1	1
том что	18	16
указания на	1	2
всей вероятности	1	1
о котором	1	3
и следовательно	3	2
лежащие в	1	1
состояние души	2	2
собственном смысле	2	1
чувства и	3	13
есть понятие	2	2
природу и	1	1
в голову	1	1
свойства мысли	1	1
с общим	2	1
к ее	1	1
в язык	1	1
оно не	4	3
нового восприятия	1	1
например можно	1	1
связь между	2	2
не другим	2	1
