2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part1_wordlist_2gram
для этой	2	1
в литературном	2	1
главным образом	4	2
идеологических сфер	2	1
как мы	5	8
может быть	14	25
не должен	1	1
в бессмысленную	1	1
и его	10	19
то в	1	2
целом так	2	1
не можем	2	2
правда в	1	2
в химическом	2	2
произведения и	8	3
конструкции поэтического	1	1
из ложного	1	1
совершенно неправильно	1	1
х годов	1	1
что как	1	1
и обратно	1	1
исторического развития	1	2
как его	1	9
в отношении	3	2
занимает определенное	2	1
точке пересечения	1	1
так называемым	2	1
вовсе не	10	28
она не	6	4
исходили из	1	2
в поэтике	1	1
между двумя	1	1
была бы	2	2
его от	1	2
искусства в	4	3
художественной структуры	6	2
внешнего и	1	2
история в	1	1
не на	2	3
с тем	2	7
на развитие	1	1
настоящее время	10	1
те элементы	1	1
который в	1	1
ни было	2	5
из этого	1	4
для литературы	1	1
по теории	1	1
в отдельности	1	1
и конкретных	1	1
задачи и	4	1
идеологический кругозор	7	1
чисто художественной	2	2
здесь не	3	2
конструктивного значения	1	3
и взаимодействия	1	1
направление в	3	1
общения в	1	1
внутри самого	1	1
как основная	1	1
от тех	1	1
бы в	3	6
чтобы стать	2	1
увидим что	1	2
а о	1	1
очень характерно	1	2
от социальной	1	1
материальная наличность	1	1
не утратит	1	1
они могли	1	1
своеобразия и	1	1
отличие от	1	2
форм их	1	1
романе и	1	1
последнее время	1	1
романа и	1	2
этот материал	1	1
произведения это	2	1
идеологическом кругозоре	4	5
и действительно	1	2
для них	1	7
и самое	1	1
и других	3	1
может войти	2	4
со стороны	5	4
мира в	2	1
творчество как	1	1
как он	1	2
тем как	1	1
соприкасается с	1	1
и создает	1	1
сюжет но	1	1
не научным	1	1
не те	1	1
становления и	3	2
от тематической	1	1
в частности	4	1
и сколько-нибудь	1	1
в первый	1	1
учения о	2	1
возможно лишь	1	2
и содержание	2	2
форм если	1	1
в каждой	1	1
от конкретного	1	3
т п	4	5
форма должна	1	1
бессмысленную вещь	1	1
не было	3	1
и даже	3	2
от этой	1	1
и очень	1	2
но ведь	2	4
являются в	1	1
чтобы не	2	2
и тем	1	3
того чтобы	1	5
идеологические значимости	1	1
конструктивного целого	1	1
существует не	1	1
в своих	2	6
только в	2	8
в смысле	1	4
или с	1	1
ней и	1	1
новых художественных	2	1
так сказать	3	5
другой стороны	1	5
гумбольдтовской традиции	1	1
единстве произведения	3	2
в этой	6	2
они никогда	1	1
или иного	3	1
роли в	3	1
не должны	1	1
т е	34	32
видения и	1	4
отношению к	4	3
в единстве	7	5
материал и	1	2
что содержание	2	1
всяком случае	4	6
его с	2	1
все то	1	1
литературное произведение	10	3
к этому	1	2
романа в	1	3
дальнейшее развитие	1	1
литературы и	2	3
это тематическое	1	1
по возможности	1	1
и эта	1	3
но для	3	2
они и	1	3
как в	8	4
последнем счете	1	2
значения это	1	1
во всяком	4	6
связи со	3	1
и не	20	30
до настоящего	2	1
элемента в	1	1
мы уже	1	3
этой смены	1	1
эпохи как	1	1
от этого	2	2
от сюжета	2	1
лежит в	1	1
конструктивные элементы	1	2
сказать в	1	1
таким образом	13	18
жизни в	2	3
к предмету	1	1
свое значение	1	1
внутренним фактором	1	1
если же	2	5
и конкретной	1	2
в художественной	1	2
конкретности и	1	1
данного периода	1	1
время не	1	1
внутренней речи	1	2
а вовсе	2	4
конкретном единстве	3	1
единство в	2	1
чтобы убедиться	2	1
для самого	1	1
в жизни	3	11
это и	3	2
к действительности	2	1
не только	7	9
является лишь	4	4
взаимоотношений между	1	1
он не	3	1
в основном	3	2
говорит он	3	5
исторического становления	1	1
идеологическим преломлением	1	1
смысле этого	3	2
наконец в	3	1
направлен на	1	1
начала и	2	1
все эти	6	6
людей в	1	1
противном случае	1	1
она должна	3	2
этот процесс	1	3
в данном	1	6
в пределах	6	8
и всякое	3	2
одну из	1	2
поэтому они	1	1
может и	2	3
для всего	1	1
в истории	4	5
физического тела	1	1
в литературе	5	6
и потому	9	5
слова в	1	1
в их	11	1
с самого	1	1
эпоху его	1	1
в точном	1	2
строгом смысле	2	1
иногда и	1	1
т д	8	6
пор недостаточно	1	1
своей идеологической	1	1
материала в	3	5
что является	1	1
мира и	1	1
что бы	5	1
в себе	3	3
непрерывно становится	1	2
художником в	1	1
между ними	3	15
плоскости и	2	2
сложнее дифференцированнее	1	1
в словах	1	1
сторонами действительности	1	2
оно является	1	1
к тому	3	4
с их	1	1
на основе	6	1
как у	1	1
таким же	2	2
и этот	1	1
художественное произведение	6	11
в эту	2	2
это понимание	1	1
одной стороны	4	1
обстоит дело	1	4
его прямой	1	1
и те	2	4
из них	1	2
социальной жизни	11	4
бы уже	1	1
ничем не	3	1
и для	1	6
что рифма	1	1
литературной эволюции	1	1
установка на	1	4
романа нельзя	1	1
в области	3	2
действительность как	1	1
кругозоре в	1	1
художественной конструкции	7	10
действительности как	2	1
сами по	2	2
до конца	7	4
и чисто	2	1
социальными требованиями	1	1
но даже	1	1
литературных произведений	3	1
отличается от	3	2
из виду	2	2
лишь что	1	1
чисто художественные	1	1
произведение есть	1	2
в первом	1	1
и эти	1	1
вполне понятно	2	1
произведений и	1	3
идеологического кругозора	16	6
не дают	1	1
через медиум	1	1
по себе	5	4
как некоторое	1	1
смысла с	2	1
и является	2	4
не менее	11	7
даже и	2	1
еще не	6	6
ни одного	2	1
настоящего времени	2	1
с ним	2	1
нем как	1	1
так в	1	2
процессе художественного	1	1
к его	1	3
в условиях	1	3
не могла	2	1
и просто	1	1
следовательно и	2	4
на все	3	2
в идеологическом	6	5
а в	6	1
находится еще	1	1
тому что	1	3
среды и	3	1
мы полагаем	2	1
бы оно	2	1
тех или	1	1
значения или	1	1
конструктивным элементом	1	1
в жесте	1	1
стиля и	2	1
и более	2	3
и этоса	1	1
в каждом	3	5
притом в	1	2
и тогда	1	2
в непрерывном	1	1
человеческое сознание	2	1
весь этот	1	2
акт его	1	1
нам важно	2	2
сырым материалом	1	1
среды в	6	1
и должно	2	1
основные методологические	2	1
остановиться на	2	1
никаких оснований	1	3
художественном произведении	3	3
всех тех	1	1
к произведению	1	1
извне и	1	1
в своем	11	2
та или	1	1
стороны и	4	2
одного из	1	1
в нашем	2	1
мы условно	1	1
и на	8	3
в сторону	1	2
роман и	2	2
оно было	2	1
строится в	1	1
оно занимает	1	1
совершенно недопустимо	3	2
материале в	1	1
возможно только	1	2
предположения что	1	1
е на	1	1
новых форм	1	2
и способов	1	1
как абстрактной	1	3
изобразительных искусствах	1	1
в художественное	2	2
за счет	1	2
в двух	1	1
вообще не	1	2
элементов входящих	1	1
так или	1	1
п в	1	2
нем и	2	2
социального общения	6	9
действительности на	2	1
формы так	1	1
если они	1	2
она является	2	1
же собственно	1	1
как и	11	14
и чем	3	1
должен был	1	1
потому что	1	7
числе и	1	1
существеннее и	2	1
друг друга	4	5
что для	1	1
с такой	1	2
пришлось бы	1	1
идеологических рядов	1	2
материалом и	2	2
образом оказывается	1	1
ему в	1	1
в самом	5	11
при всем	1	1
внутренняя форма	1	1
литературного произведения	4	4
же время	8	7
в то	9	7
становлении и	1	1
в конкретном	3	4
по отношению	4	3
никогда не	4	5
не должна	7	1
на таком	1	1
этом отношении	1	3
и этические	1	1
в россии	3	2
и своей	1	2
лучшем случае	3	1
эстетику и	1	1
всех этих	3	2
и в	24	27
все время	2	6
сюжета или	1	1
так же	4	9
действительно существует	1	1
в мире	4	1
и самый	2	2
и существенное	1	1
и материал	1	1
так что	1	1
произведения не	1	1
что литература	1	1
а на	1	2
идеологических путей	1	1
так как	1	9
в предыдущей	2	1
не сводится	2	1
а часто	2	1
не одна	1	1
значение в	3	1
но не	3	5
поэтического языка	1	1
действительно если	1	1
одновременно с	2	1
в конструкцию	2	3
теперь с	1	1
литературе к	1	1
такой же	1	2
метод в	4	2
не в	8	12
других областей	1	1
определяется именно	1	1
для нас	1	3
предыдущей главе	1	1
даже не	1	1
идеологической среды	15	5
вне произведения	1	1
доступ к	1	1
для всех	1	1
сводится к	3	5
в конструкции	1	3
дело здесь	1	1
авантюрного романа	1	1
на этом	1	2
и через	1	1
не могут	1	10
и во	1	2
по существу	2	1
литературы а	3	1
место и	1	1
и до	5	1
мир не	1	1
порою и	1	1
смысл и	1	4
не тот	1	1
ценностей в	1	1
не перестает	3	3
как она	3	1
и поэтическое	1	1
совершенно прав	1	1
о литературе	6	1
раз и	2	3
лишь как	5	3
как это	6	4
отношении к	2	1
с этим	2	1
лишь в	8	9
литература как	2	1
правильная постановка	1	1
идеологической сущности	1	1
глава первая	2	1
языка и	1	1
тех же	2	1
содержания в	1	1
и с	8	3
же он	1	2
но это	3	2
правда это	2	1
материала т	1	1
смысле слова	1	2
в него	2	3
под влиянием	2	1
как проблема	4	1
форм организованного	1	1
это в	1	1
друг другу	1	2
в данную	1	2
ценностными коэффициентами	1	1
ее в	1	3
поэтического произведения	3	1
знаем что	1	2
же в	3	1
значение то	1	1
е в	1	1
произведение является	2	1
ее и	1	2
конечно не	4	4
и широкой	1	1
о художественном	1	1
и самые	1	1
границу между	1	1
ведь если	1	2
становится социальным	1	1
для этого	4	2
нет в	1	1
какие бы	2	2
это не	2	3
именно на	1	2
как от	1	3
о принципиальной	1	1
с другой	5	6
идеологического мира	6	3
в художественном	3	5
и др	5	2
и как	3	4
здесь в	2	1
требует от	1	1
но самый	1	1
как совокупности	1	2
бы ни	5	4
идеологической и	1	1
должно быть	11	1
в идеологической	3	1
но он	1	1
какого бы	1	1
искусства и	5	1
уже знаем	1	2
это значит	1	2
было бы	6	6
этому понятию	1	1
и история	3	1
с конкретным	1	1
общения и	2	2
бы быть	2	2
в процессе	9	15
какой бы	1	2
как бы	6	8
от других	1	2
как таковая	1	3
формалистов так	1	1
важно лишь	1	1
всем этом	1	1
прежде всего	22	4
и нового	1	1
соединении с	2	2
этой действительности	1	1
литературы то	1	2
внутреннюю имманентную	1	1
предметом художественного	1	1
точки зрения	16	16
каждого элемента	2	1
на произведение	1	1
конструкции если	1	1
их учения	1	1
касается до	1	1
идеологическая среда	4	1
и почти	1	1
предмета и	1	2
развиваться в	1	1
мы остановимся	1	1
к искусству	1	1
у нас	5	3
но и	7	10
к своему	1	1
его содержании	1	1
на фоне	3	3
полагаем что	2	1
же что	1	2
конструкции и	2	2
он может	1	2
литературы в	8	1
именно в	8	1
нет и	2	3
формальный метод	9	1
в ее	8	4
до сих	6	1
не знает	1	1
время в	3	3
социальной группе	1	3
в противном	1	1
в зависимости	2	5
в большинстве	3	4
своем творчестве	1	1
мы не	3	4
здесь лишь	2	1
ведь на	1	2
одной из	2	2
это единство	1	3
целом идеологической	1	1
себя в	1	1
художественных направлений	1	2
привести в	1	1
литературных форм	1	1
только при	1	1
от его	1	3
каждом элементе	1	1
этом не	1	1
в результате	2	5
роль в	1	4
на самом	7	14
является для	2	3
слове в	1	1
этом достаточно	1	1
совершенно справедливо	2	1
не был	1	1
от конкретных	1	1
зависит от	1	1
этой точки	1	1
времени не	1	1
за исключением	2	1
и вовсе	1	1
индивидуального сознания	1	1
в целом	6	4
об идеологиях	14	1
части в	1	1
развития формального	2	1
художественного общения	2	1
но эта	2	2
перестает быть	3	2
пределах одного	1	2
такого понимания	1	1
и пр	17	15
познания и	4	2
а не	10	17
и снова	1	2
литературы с	3	1
говорить о	1	2
самого слова	1	1
бы вкратце	1	1
его конкретной	1	1
с этой	4	1
овладеть такими	1	1
о противопоставлении	1	3
в этом	15	18
тот или	2	1
формального метода	16	2
если мы	2	7
что оставалось	1	1
действительность его	1	1
по их	1	1
произведение как	3	6
все те	1	1
своей теории	1	2
быть и	4	1
со всею	5	2
социальной группы	4	2
в лучшем	3	1
своей статьи	1	1
особенно ярко	1	1
произведения можно	1	4
связи и	1	2
и ее	10	6
и художественной	2	2
или даже	1	1
мы ни	2	2
литературы между	1	1
также что	1	1
и из	1	2
вот как	1	2
от тематического	1	1
на него	2	1
они делают	1	1
каждой из	3	1
самом процессе	1	1
произведение в	3	4
содержание романа	1	1
а только	2	1
как таковое	2	1
данной социальной	1	6
от произведения	2	1
одна из	2	2
внешним фактором	2	1
же как	2	3
некоторое единство	1	1
из этих	1	2
в общем	3	2
в языке	1	2
значение для	2	1
этого слова	3	2
все это	9	7
не найдем	2	1
единству идеологического	1	1
переходим к	1	1
в служебной	1	1
этим совершенно	1	1
оценки и	1	6
идеологических значениях	1	1
в сознании	1	1
и отдельных	1	1
высшей степени	1	2
поэтической структуры	1	2
самом деле	6	16
иначе и	1	1
в формах	4	2
в каждую	1	2
история литературы	9	2
явно не	1	1
является обязательным	1	1
материала как	2	3
он и	1	3
нам в	1	1
задачами но	1	1
и приемов	1	1
его пределы	1	1
самом же	1	2
хотя и	1	1
не так	2	1
с ее	7	2
эпохи и	2	1
но конечно	1	1
важное место	1	1
время и	1	1
и должна	2	1
только на	5	4
они не	3	4
герой является	1	1
или научное	1	1
что раньше	1	1
эпоху и	1	3
то же	10	15
основная тенденция	1	1
поэтика должна	2	1
с начала	2	1
свелась к	1	1
и со	2	2
зрения ее	1	1
литературного развития	2	1
время сами	1	2
литературных явлений	7	1
и существеннее	1	1
художественное целое	1	1
проявляется в	1	2
могло бы	2	1
этих форм	1	1
и определяется	1	1
искусства нет	2	1
его на	1	1
социальной действительности	9	1
эту тенденцию	1	1
данной эпохи	1	3
отсюда отнюдь	1	1
к материалу	1	3
совершенно не	1	7
этом смысле	1	2
эта связь	2	2
упускается из	1	2
отделить от	1	1
приемов в	1	3
значение и	3	1
определенные формы	1	2
был понят	1	1
оно ни	1	1
формы и	5	3
об искусстве	3	1
входящих в	2	1
специфичности и	2	1
можно говорить	1	4
об идеологических	1	1
и если	2	1
единичная действительность	1	1
художественного восприятия	2	2
всего идеологического	1	1
а несколько	2	2
войти в	2	5
очень важная	1	2
что же	1	5
искусства является	1	1
на ее	1	4
более того	3	6
в такой	1	2
и определены	1	1
ни были	2	1
в художественную	2	1
в литературоведении	3	1
и их	10	5
какую бы	2	1
мы видим	1	1
выходит за	1	1
его целом	8	1
в работе	2	1
глава вторая	2	1
случае в	1	3
роман как	1	1
художественных функций	1	1
идеологическому кругозору	1	2
внутренней формы	1	3
как художественное	1	1
и теми	1	1
литературы на	3	1
структуры в	1	1
произведения например	1	1
произведения как	2	6
можно сказать	1	3
очень важное	1	1
сквозь призму	1	1
для построения	1	1
ничего не	2	2
в систему	3	1
пр и	2	1
конструктивное значение	4	7
что он	3	6
социальные требования	1	1
выражение того	1	1
данную эпоху	2	1
данном случае	1	4
формы видения	1	1
том числе	1	1
единство произведения	2	5
если он	3	1
что они	1	5
его элемент	1	1
то по	1	2
должен быть	5	2
одна а	1	1
случае действительно	1	1
в нем	14	15
сменяющих друг	1	1
этой работы	2	1
не поняв	1	1
в чистой	1	1
или иначе	2	1
художественного творчества	1	2
тот идеологический	1	2
первый период	1	1
двух направлениях	1	1
литературы как	3	1
во всех	5	3
е она	1	1
с одной	4	1
такими сторонами	1	1
в современной	1	1
эта борьба	1	1
пр все	2	2
что и	2	2
один из	3	1
в действительности	2	9
конструкцию произведения	1	1
уже не	2	3
ясно что	3	3
и навсегда	1	3
отношения к	6	2
с точки	13	14
не утрачивая	1	2
в это	1	1
но только	1	1
и развитии	1	1
произведения но	1	4
быть только	1	2
единства идеологического	1	1
почве и	1	1
романа с	1	1
этом романе	1	3
основной темой	1	1
а для	1	1
к этим	1	1
снизу доверху	1	1
самом искусстве	1	1
ею определяется	1	1
литература но	1	1
как их	2	2
художественного произведения	23	7
к реальному	1	1
хотя бы	5	6
тематическое единство	2	10
неотделимо от	1	2
облекается в	1	1
или иной	1	2
не из	4	1
в шкловский	1	3
области идеологического	1	1
более и	2	1
художественных вкусов	1	1
в настоящее	10	1
восприятие становится	1	1
не сводимые	1	1
обычно не	1	1
и здесь	6	1
самое изображаемое	1	1
с другими	4	1
самого начала	1	1
для всякого	2	1
и по	1	1
проблемы и	2	1
учение о	4	2
а отсюда	1	1
но в	5	6
особенность искусства	1	1
произведения в	8	6
литературы она	1	1
в контексте	1	1
элементом произведения	1	1
и типы	1	1
и конечно	1	1
где она	1	2
отдельности и	1	1
в отличие	1	2
и понимания	1	6
сих пор	6	1
действительностью в	1	2
жизнь и	3	3
тем не	1	2
истории литературы	12	6
не значит	1	2
служебной роли	1	1
в общий	1	1
при этом	5	8
каждый элемент	2	4
или иных	1	1
формалистической поэтики	1	1
того что	5	3
но уже	1	2
в форме	1	1
том что	1	4
воспитания и	1	1
материала и	3	3
в ней	10	5
философии жизни	1	1
и лишь	2	2
так при	1	1
языке как	1	2
время оно	1	1
конструкции произведения	1	1
только через	1	1
эти последние	1	1
в нее	1	1
в этих	1	3
в произведении	2	3
в эпохи	1	1
ни к	1	1
чем же	2	2
за его	1	1
идеологического творчества	9	6
что каждый	1	2
сырого материала	1	1
форма и	1	1
общественной группы	1	1
сама по	2	1
есть система	1	1
и принципиально	1	1
тому чтобы	1	1
в котором	1	2
правда не	1	1
художественного изображения	1	1
к единству	1	1
как таковой	6	3
для него	3	1
художественных произведений	4	1
к новому	2	1
не о	3	3
смысла и	1	4
они неизбежно	1	2
формы его	1	3
этого целого	1	1
что собственно	1	2
приемов содержание	1	1
однако это	1	1
как ее	2	4
ту же	1	2
совсем не	1	5
в искусстве	5	7
идеологической среде	3	2
нисколько не	2	2
качественное своеобразие	1	1
входит в	6	8
был бы	1	2
не механическое	1	1
иное значение	1	1
из произведения	1	1
теории образа	1	1
в реальном	1	5
в слове	1	4
оно не	4	3
тематического единства	1	3
то ни	3	4
но все	2	1
мы увидим	4	2
социальная действительность	1	1
связь между	1	4
своей работе	2	1
новые формы	1	2
его именно	1	1
его форм	1	1
и это	2	2
действительности с	1	1
химическом соединении	2	2
здесь имеет	1	1
социального процесса	1	1
литературы говорит	1	1
еще более	1	1
истории формального	1	1
от них	1	1
идеологическим образованиям	1	1
не с	2	1
в связи	4	4
ее целом	3	1
во все	1	1
убедиться в	2	1
зрения самого	1	2
идеальное пространство	2	1
со всех	1	1
их теория	1	1
