2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
если взять	1	1
в том	11	5
себя как	3	3
vii свобода	1	1
принципов и	1	1
всему иному	1	1
из всего	1	1
от того	2	4
не объяснимо	1	1
слово слово	1	1
как мы	1	2
всего изменения	1	1
тут нет	1	1
в сфере	5	1
только тогда	5	3
в отношении	2	1
мифе о	1	1
миф сам	1	2
себя самого	1	2
есть не	5	9
в виде	3	8
как миф	2	2
чувств и	1	1
нем нет	2	1
тот же	1	1
она становится	1	1
что нет	1	4
сравнении с	2	3
и новое	1	1
со стороны	3	2
свою собственную	1	1
– и	4	4
самого мифического	1	1
телесности и	1	1
одно из	1	5
нет ничего	6	9
что законы	1	2
в силах	1	1
словах данная	2	1
чтобы не	1	1
то это	1	9
в своих	1	2
о ней	2	2
есть слово	2	3
т е	46	48
хорошо и	1	1
когда она	3	1
история и	2	6
веры в	1	1
знание без	1	1
от этого	3	1
логической и	3	1
действительно есть	1	2
все –	1	2
есть действительно	1	2
нарушении законов	1	1
это и	9	7
пока мы	1	1
раз все	1	2
есть еще	2	3
первые две	1	1
без веры	3	4
в истории	3	4
то значит	2	3
и потому	3	2
только мы	2	1
же тогда	2	1
и он	1	2
как на	1	5
но оно	1	1
мы есть	2	1
себе –	1	1
более как	1	1
или сам	2	1
логическое право	1	3
из них	2	3
– все	3	3
на чудо	1	1
а что	2	4
совершенно достаточно	1	1
не менее	2	11
вещей и	1	6
еще не	4	2
собственным внутренним	1	1
следовательно и	1	2
церкви и	1	1
необходимым образом	3	2
тех или	4	2
и тогда	2	5
чудо как	2	1
и на	5	3
всегда и	3	1
категории и	2	1
возможно только	3	6
есть то	5	6
личность как	4	2
вообще не	1	2
стало быть	15	9
чудо а	1	2
для того	5	3
только так	4	1
тому как	4	4
историческое бытие	1	1
историческое событие	1	3
конечно и	1	1
но вот	1	2
в самом	2	7
а то	1	1
мы еще	2	1
в то	6	5
легко заметить	1	1
так тотчас	1	1
никогда не	2	7
одно а	1	1
можно ли	1	5
ровно ничего	7	3
две сферы	2	2
кроме нее	1	1
так же	4	4
без всякого	2	1
так что	6	8
сущности это	1	1
о самих	1	1
от кого	1	1
не в	8	3
говоря о	1	1
сама же	1	2
из другого	1	1
есть в	4	3
ровно никакого	2	3
пусть в	1	1
и во	2	2
своего собственного	1	2
чаще всего	1	2
для всякой	1	1
с логической	1	1
как это	2	5
что этот	2	2
мы мыслим	2	1
речь идет	1	1
и личность	1	1
в природе	3	2
я думаю	2	2
механизм и	1	4
чуда но	2	1
просто о	1	2
для этого	2	2
это все	2	1
индивидуализма и	1	1
эти две	3	3
есть личностное	1	3
как бы	14	3
в процессе	1	1
все остальное	1	4
явно что	3	5
исторический процесс	1	2
он будет	1	3
если так	2	1
закон природы	1	1
себе и	2	1
тем или	2	1
же что	3	1
увидели что	1	1
он может	1	1
нет и	2	4
только то	1	1
уже имел	2	1
миф в	1	1
не знаете	1	2
мы можем	3	1
утверждали что	1	1
науки и	2	1
только при	1	1
наконец и	1	1
которая в	1	1
знания это	1	2
этой точки	2	2
мы всегда	2	1
заговорили о	1	1
что не	3	5
и пр	9	6
а не	18	26
этот вопрос	1	1
этого явления	1	1
значит что	9	24
и объекта	5	3
каком смысле	1	3
если мы	5	1
превращается в	1	6
в коем	2	3
тотчас же	3	1
будет ли	3	1
как же	5	5
е не	2	4
и ее	8	3
людей и	1	2
– вот	2	2
он всегда	2	1
интеллигентный символ	1	1
они должны	1	1
можно и	2	3
чем именно	1	1
не чудо	1	1
нарушение законов	1	9
ни за	1	1
высших сил	2	10
только одно	1	2
событие как	1	2
оно мыслится	1	1
самосознания в	1	1
с ее	10	1
он есть	7	3
что оно	7	7
содержится в	1	2
вещи ее	1	1
при помощи	3	3
это было	2	3
– в	15	6
как то	1	1
времени так	1	1
чтобы получить	1	1
и какая	1	1
от чего	2	5
и истории	3	1
с целью	1	1
вот почему	3	1
есть подлинный	1	1
отрешенность от	1	2
имеет полное	1	1
я сейчас	1	1
что же	2	11
ее истории	2	1
– например	1	1
чтобы быть	1	4
претендует на	2	1
весь мир	2	1
никакой истории	1	1
вопрос о	2	5
в которой	2	1
одной и	3	1
к нему	1	3
она конечно	1	1
ничего не	17	17
чудо с	1	1
где же	1	4
но они	2	2
если он	1	1
и знание	1	2
опять-таки не	1	1
только потому	3	2
и вечность	1	1
на другое	3	3
а из	1	2
но только	5	4
смерть человека	1	1
быть только	1	2
надо было	3	1
науки в	1	1
не мешало	2	1
в сущности	5	10
этой границы	2	1
для науки	1	2
без знания	3	4
или иной	1	4
и здесь	1	2
значит оно	1	2
хочет быть	1	2
для нее	2	1
диалектика не	2	1
так уже	1	1
никогда нельзя	2	1
о логическом	1	1
при этом	2	2
того что	13	12
и явление	1	1
не содержит	1	2
но что	5	7
и она	1	2
и тут	3	3
что иное	8	6
– значит	2	4
вещи или	1	1
миф –	3	5
личность история	3	1
сама по	5	4
бытие а	1	1
откуда и	1	1
природу как	1	1
или другого	2	1
же это	5	1
может уже	1	1
нисколько не	2	1
себе что	2	1
был бы	2	1
в который	1	2
то ни	4	1
что это	13	12
говорит о	3	4
е что	2	6
на что	2	2
и часто	2	1
жизни или	1	1
поэтического образа	1	1
она есть	10	10
говорите что	1	2
итак миф	1	2
даже в	1	1
мы имеем	5	1
иного т	1	1
к другому	1	1
могут сказать	1	1
того и	1	2
это понятие	3	1
мы совершенно	1	1
закон падения	1	1
этом примере	1	1
так и	5	5
вещи и	2	1
убедить в	1	1
же вы	2	5
тем самым	3	3
только от	1	2
не наука	1	3
но как	2	2
что тут	7	1
е чисто	1	1
ничего специфически	1	1
от всякого	1	5
что природа	1	1
личность и	3	2
если бы	6	6
выйти за	5	3
– из	1	1
что жизнь	1	2
силу этого	1	2
в мифе	6	13
– итак	1	1
и утвердить	1	1
и они	1	2
как раз	4	7
все в	1	1
вовсе нет	1	1
что она	5	9
что если	3	2
не говорю	2	1
ничего временного	1	1
и что	9	15
вещи не	1	1
личности но	3	1
есть вообще	3	1
и –	9	6
себя и	3	2
слова –	1	1
и притом	3	5
что остается	1	1
личностного бытия	1	1
реальной истории	1	1
место в	1	1
не зависит	1	1
иметь в	2	2
что все	4	14
религии что	1	1
вещи в	1	2
мифа к	1	1
сказать что	6	4
вместе с	2	1
не уходит	1	1
отца и	1	2
бытия но	3	1
которая бы	2	1
что мир	1	7
сила и	2	1
ничего и	1	2
сознание а	1	1
бы к	1	1
чудо и	4	1
должны быть	4	3
брать как	1	2
и мифология	1	1
именно так?	1	1
так чтобы	3	2
как чисто	2	1
известно что	3	1
то в	5	2
и его	7	5
проще и	1	1
тем кто	1	1
мифической отрешенности	1	1
что данный	1	1
его от	1	1
тут возникает	1	1
она –	4	1
я не	5	6
это есть	13	8
только один	1	1
и идею	1	1
личности так	1	1
как таковую	1	3
и субъект	1	2
если угодно	3	1
как ряд	1	1
о себе	1	2
той или	4	2
что существует	1	6
говоря уже	3	2
и прежде	1	3
она в	3	1
одинаковой мере	1	3
таких примеров	1	1
что мифическое	1	1
говорю о	2	1
именно как	1	3
в частности	2	2
с которой	1	2
предмет в	1	1
это дает	1	1
и даже	6	13
и очень	1	1
и тем	6	2
во внимание	2	2
или с	1	1
только в	7	5
в смысле	5	2
не абсолютная	2	1
оно и	3	1
и я	1	3
мы уже	3	3
тем более	6	3
себе до	1	1
у вас	1	1
бытие в	1	1
только она	1	1
она должна	2	2
неизменным в	1	1
может и	2	2
но о	2	2
есть и	3	12
совершенно ясно	2	1
случае не	2	3
содержит в	1	1
тогда это	1	2
в их	3	2
и абсолютно	3	1
что нужно	1	2
в себе	8	2
что называется	1	1
идея и	3	1
в словах	3	1
мы находимся	1	1
ибо если	1	2
притом чисто	1	2
как все	1	3
первый план	1	4
имеем дело	1	1
мифического субъекта	3	3
– чисто	1	2
е как-то	1	1
слово –	2	2
и этого	1	1
целый ряд	1	2
я говорил	2	1
с ним	3	1
и которая	1	1
имеем в	1	1
младенцу ясно	1	1
всего в	1	1
и более	1	1
чисто мифическая	1	1
когда есть	1	1
быть выражена	1	1
идеей или	1	1
личности на	5	1
и вот	11	2
вечное и	1	1
не мешает	2	2
вплоть до	1	1
есть уже	1	1
врывается в	1	1
оценивается с	1	1
так или	1	2
– тоже	1	2
законах природы	1	3
законов природы	5	10
единая и	1	1
пусть это	1	1
не могу	1	1
потому что	10	7
что для	1	5
если есть	2	1
и то	3	4
абсолютная истина	1	1
совершенно ясным	1	1
всех этих	1	1
мира есть	1	2
все время	1	3
не просто	7	18
так как	14	6
– как	5	3
и материи	2	2
зрения чисто	1	1
фактов и	1	2
даже не	2	6
всего прочего	1	5
на этом	3	2
– именно	1	1
не могут	2	4
или других	3	1
веру и	1	2
его брать	1	1
думать что	2	2
что под	1	1
лишь как	4	2
из себя	1	2
и с	4	6
я и	1	2
же –	1	1
т н	2	4
миф совершенно	1	1
в него	1	1
как результат	1	1
и всякий	1	3
е в	2	4
есть явление	1	5
тут же	1	1
также и	4	2
категорию которая	1	1
с другой	1	4
дело не	1	1
мы показали	1	1
в чем	8	4
было бы	9	5
если его	1	1
смысла идеи	1	1
всего иного	2	2
каких именно	1	1
значит не	1	1
только к	1	2
всем этом	1	1
и никакой	1	2
не мог	2	1
коем случае	2	3
знание и	1	4
у нас	3	4
бы только	4	2
именно в	5	2
нет ровно	2	1
живое и	1	1
все живое	1	1
мы не	9	5
одной из	2	1
системы –	1	1
и другого	1	1
совершенно ничего	1	1
верой в	1	1
чудо вовсе	1	1
я утверждаю	4	4
оно –	3	4
то следовательно	2	4
оно совершенно	1	1
ли от	1	1
с одной	1	3
случай указать	2	1
миф о	1	3
и материя	1	2
точно так	2	2
быть и	3	3
тут мы	2	2
нет никаких	1	2
есть дерево	1	1
тут перед	1	1
я могу	2	1
есть но	1	2
данная вещь	1	2
как таковое	3	3
же как	1	2
природы в	1	1
очень много	2	1
от вещей	4	2
бытия и	4	2
все это	9	6
процессе всего	1	1
в качестве	2	1
факты и	2	2
не так	1	1
мифологии и	8	3
совершенно не	3	2
именно миф	1	1
никакого мира	2	1
возможна только	1	1
ней не	1	1
это так	1	1
не ставится	1	1
и если	3	2
думают что	2	1
или не	4	5
покамест мы	1	1
в себя	5	1
только что	2	4
нет без	1	1
такое чудо	3	2
вера как	1	1
корнями в	1	1
себе есть	1	1
личности и	10	5
не всегда	3	1
а это	2	1
что он	7	13
данном случае	1	1
мира а	1	1
ибо каждая	1	1
есть просто	6	4
пространства и	1	2
не говорит	5	3
об истории	1	1
допустим что	2	16
поскольку речь	1	1
что и	6	6
уже не	9	5
есть все	2	1
о чуде	8	1
но так	1	1
в силу	4	3
человек и	1	1
что было	2	1
представление о	2	1
хотя бы	4	4
мы тут	1	1
и сына	1	2
природы не	2	1
отношении не	1	1
и по	2	2
себе ничего	1	1
тела не	1	1
другое –	1	1
а я	1	2
есть ни	9	3
вот мы	1	1
упомянутый миф	1	1
внести в	1	1
чего не	3	4
говорили мы	2	1
объект –	1	1
в ней	5	2
не зная	1	1
мифическое сознание	4	3
слово есть	3	1
пределы мира	2	1
и также	1	1
тому чтобы	1	1
ведь и	2	1
что должно	1	1
есть конечно	1	2
мог бы	2	1
сам по	2	5
не приходится	1	1
в понятии	2	2
или другим	2	1
на науку	1	1
говорил что	1	2
но все	2	1
– диалектически	2	2
в этот	2	1
как личность	1	1
в связи	1	1
свое изложение	1	1
в область	1	1
и основной	1	1
если нет	1	4
тут именно	1	1
не от	1	1
на основании	3	2
ни один	2	2
от этих	2	1
как о	2	4
как единственно	1	2
оригинальность и	1	1
то мы	3	1
сознание и	1	3
в другой	1	1
падения тел	1	1
– история	2	3
за пределы	3	3
есть нечто	2	23
мифе как	2	1
не как	4	1
в каком	5	3
имеем и	1	1
есть по	2	1
никак не	2	2
мифе и	1	1
– на	1	1
и жизни	2	6
и необходимость	2	1
в особенности	4	7
бы выразить	1	1
не будучи	1	1
должна быть	7	6
а главное	1	1
в христианстве	1	3
во-вторых поскольку	1	1
та же	3	1
ни в	8	9
напряженной и	1	1
что в	7	7
нее это	2	1
но если	5	6
чудо да	1	1
в основе	10	3
фактах и	1	1
из ее	2	1
зависимости от	1	3
ближе к	1	1
и становление	1	1
эти три	1	1
именно оно	1	1
есть тоже	2	1
указать на	1	1
бы мы	1	1
что на	2	1
и стало	4	1
раз навсегда	1	2
что миф	5	7
только не	3	10
в основу	1	1
не то	1	1
мы переходим	1	1
не может	11	19
того или	2	3
бы охватила	1	1
он должен	1	3
протекание явлений	1	1
для мифического	2	2
этот субъект	1	1
о том	5	6
вот когда	1	1
его не	1	2
в виду	9	7
самой же	1	1
на то	5	3
чудо есть	8	7
вижу я	2	1
которая не	2	1
быть не	2	2
есть догмат	1	6
может быть	17	13
и можно	5	2
ничто не	2	2
в одной	1	3
на другую	4	1
она не	4	3
a мы	1	1
есть история	1	4
более не	3	2
в глубине	2	1
эти два	2	1
своего существования	1	1
a и	1	1
личность есть	7	3
достаточно чтобы	1	1
идеи или	1	1
имел случай	2	1
природы и	2	2
мира в	1	1
что –	1	1
природы ровно	1	1
такую категорию	1	1
понятия чуда	5	1
помнить что	1	1
есть некое	1	1
показывает что	2	2
не было	2	3
но ведь	1	1
и при	2	1
души и	1	2
одна и	1	1
ну а	1	2
само по	4	5
свободы и	3	1
мыслить и	1	4
тогда нет	2	5
на ней	1	1
реальности в	1	1
что существуют	1	1
во всяком	2	2
и вообще	7	2
итак личность	1	1
не говоря	3	2
такое же	1	1
не только	8	23
нами не	1	1
объекта и	1	1
он не	1	5
человек по	1	1
и существует	1	2
и необходимости	3	2
есть чудо?	1	1
существуют только	1	1
было в	1	1
волей-неволей приходится	1	1
сущности своей	2	2
мифическая отрешенность	1	2
– во	1	1
с той	2	1
и тела	1	2
пр –	1	1
и становится	1	1
есть выдумка	2	1
мы отнюдь	1	1
и для	5	2
не более	1	1
что только	1	1
самое что	2	1
и чисто	5	2
выше и	1	1
утвердить его	1	1
непрерывно и	1	1
или другими	1	1
для философии	1	1
по себе	13	20
даже и	3	7
личностей и	1	1
или вообще	3	1
самый принцип	1	1
утверждаю что	5	5
никакой реальности	1	1
а в	1	2
бы равносильно	1	1
диалектический материализм	2	3
степени самосознания	1	2
разная степень	1	1
же будет	1	1
наука и	1	1
мифология лежит	1	1
о характере	1	1
я хочу	1	1
но с	1	1
не внося	1	1
выше гл	1	1
от него	3	1
она всегда	4	2
значений и	1	1
с своей	1	1
категорию и	2	1
что с	2	1
взаимоотношении находятся	1	1
личности мы	1	1
никакого отношения	2	3
верит в	1	1
что есть	2	4
чтобы она	1	2
миф как	3	1
и только	2	6
это будет	3	4
такой же	1	1
всего сама	1	1
с какой	1	1
богословия и	2	4
без которых	1	2
значат то	1	2
в некий	1	1
и говорить	1	2
у меня	1	2
– то	3	1
не зависящего	1	1
или мир	2	1
показали что	1	1
есть принадлежность	1	1
ни из	1	1
и как	4	8
иной раз	3	2
основании знания	1	1
потому не	1	1
зрения в	1	2
и слепого	1	1
вернее же	1	1
– тогда	1	11
что такое	5	21
тогда существует	1	1
и никакого	1	4
как таковая	2	3
чтобы это	3	1
точки зрения	14	25
что именно	7	3
по которому	1	2
мы понимаем	1	1
но и	4	9
в ее	2	1
и личности	1	1
не знает	1	3
вообще или	1	1
самым не	1	1
таковое но	1	1
себя в	2	2
д личность	1	1
во всем	2	3
на самом	1	1
я приведу	1	1
очень и	1	1
самого мифа	2	1
своим собственным	2	2
мифология и	2	5
тут –	2	2
говорить о	11	4
крайней мере	7	5
которая хотя	1	1
в этом	11	8
дальше –	1	1
почему же	1	2
что мы	7	8
между собою	2	1
точка зрения	1	5
– только	3	2
которую можно	1	1
дальше и	1	1
оказывается что	4	1
одна из	1	3
дает возможность	1	1
из этих	2	2
всякая личность	1	1
раз на	1	1
их в	1	2
– это	5	6
и смерть	1	2
история личности	1	1
было есть	1	1
и когда	2	2
ли самое	1	1
о нем	2	4
себя то	1	1
который хотя	1	1
– сила	1	1
будет и	1	1
я хотел	1	1
чудо –	6	1
исходит из	1	2
делает ее	1	2
есть подлинная	2	3
не будет	2	3
где не	1	1
процесс и	1	1
и нужно	1	2
дерево и	1	1
жизни он	1	1
его можно	1	1
и само	2	1
только лишь	1	1
поэзия же	1	1
двух или	2	2
можно сказать	5	1
чуда не	1	1
о бытии	1	2
сил и	1	1
в нем	5	3
заметить что	1	1
во всех	2	1
или иначе	2	2
в некоем	2	1
тело в	1	1
ибо раз	1	1
или по	4	1
в это	1	1
есть объект	1	4
на нем	2	1
имеет права	2	2
гетерогенных привнесений	1	1
вообще но	2	1
тот кто	2	1
никакого мифа	1	1
как нечто	2	1
идея личности	1	1
или в	7	2
чем собственно	1	3
учение о	5	8
все диалектические	1	1
истории и	2	4
или все	1	1
а именно	6	2
или иных	1	1
том что	10	8
встретились с	1	1
о котором	1	1
именно это	1	1
она и	1	2
чем же	2	1
и ничего	2	4
и следовательно	3	2
материя но	1	1
как таковой	5	2
только о	3	3
как к	1	1
полное логическое	1	2
и веры	2	1
ни на	6	3
к ее	1	1
всегда есть	2	5
оно не	2	6
вы знаете	2	1
действительно не	1	1
оно есть	4	2
a что	1	1
