2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram
настолько насколько	3	1
и без	7	2
когда бы	1	1
душевной жизни	6	3
в шутку	1	1
в приведенном	2	1
по крайней	5	5
же следует	1	1
них в	1	1
как и	10	14
ее деятельности	1	1
и чем	1	2
должен был	1	1
значение языка	1	1
или что	3	2
чем теперь	1	1
на котором	2	4
одно только	3	1
же время	5	3
предположим что	1	1
и в	30	23
есть вместе	2	2
но не	7	1
если оно	1	2
речи то	1	1
для нас	20	14
как скоро	1	3
слово только	1	1
слово обозначает	2	1
непосредственно в	1	1
при создании	2	1
значение его	1	1
искусство есть	2	1
что каждое	2	1
с этим	6	7
причина почему	2	1
но это	6	3
слов в	2	4
что считать	1	1
весь процесс	1	1
друг другу	1	1
ее в	1	1
воспламеняются свои	1	1
же в	2	1
в ряду	3	6
конечно не	1	2
слова если	2	1
восприятий слово	1	1
это не	1	7
слова что	1	1
этимологическое значение	1	1
бы ни	3	2
но он	1	1
должно быть	5	5
есть деятельность	1	1
это значит	1	1
того как	4	6
бы быть	2	1
морем а	1	1
прежде всего	3	1
указывает на	6	2
в переносном	1	3
тем и	3	6
природы то	1	1
эти слова	2	1
этот предмет	2	1
до тех	1	6
этом следует	1	1
мысль что	1	3
можно видеть	5	2
в образовании	1	1
если ему	1	1
при понимании	4	1
большее количество	1	1
что происходит	1	2
говорящего это	1	1
фона на	1	1
ее образ	1	1
научного анализа	1	1
lazarus т	1	2
перестает быть	4	1
есть именно	1	1
с течением	1	2
до сознания	1	1
наоборот в	1	1
языков и	1	1
если это	1	1
тех пор	1	6
все что	4	2
признак выраженный	1	1
течением времени	1	2
об этом	2	2
в образе	3	2
других случаях	1	1
значения и	1	1
в некотором	2	1
в говорящем	1	2
произведений искусства	1	1
которое предполагает	1	2
примыкает к	1	5
в поэзии	1	3
определенности и	1	1
и таким	1	3
что хотя	2	3
нас воспроизводить	1	1
образ не	1	2
и прозе	1	1
мы называем	1	1
понимающем что	1	1
и есть	3	3
образ сам	1	1
самом деле	2	3
степенях развития	1	1
хотя и	1	5
то нужно	1	1
в ребенке	1	2
другому и	1	1
например в	6	3
слове а	1	2
то же	23	14
без слова	3	1
который ему	1	1
могло бы	1	1
другими словами	1	8
случае если	1	1
мысли то	3	4
нельзя сказать	3	3
мы могли	1	2
не дано	1	2
бы совершенно	1	1
форма в	4	1
содержания а	1	1
чувственное восприятие	3	1
а все	1	1
от свойства	1	1
этому предмету	1	1
мы видим	2	2
но мы	2	2
что совокупность	1	1
не идет	1	1
потому имеет	1	1
в основание	1	1
известных нравственных	1	1
один из	4	2
одного корня	1	1
в действительности	5	3
в обществе	1	2
ясно что	1	1
то тем	3	1
с точки	1	3
можно только	2	2
вместе непонимание	1	1
было для	1	1
я в	1	2
некоторым образом	3	1
понятия и	2	1
совершившийся в	1	1
но в	1	8
который бы	1	2
не имеет	6	5
сих пор	3	4
к звуку	2	1
тем не	3	4
человек думает	1	1
и уясняется	1	1
а потом	1	1
или если	1	2
степени развития	2	1
гар или	1	1
эти последние	2	1
в котором	4	4
для него	9	5
на каждом	1	1
свою очередь	3	1
образа если	1	1
видеть из	1	1
мере если	1	1
предмета который	1	1
и это	4	2
мы его	1	3
что мысль	2	3
и понятие	1	1
не с	1	2
случае когда	1	2
ничего общего	2	1
чувственными восприятиями	1	4
трудно определить	1	1
связь с	3	1
не следует	5	2
словом то	1	1
ли она	4	1
есть для	5	5
дается человеку	1	2
образ или	2	2
виду что	1	2
своей точки	1	1
от нее	2	1
том виде	1	1
существующие независимо	1	1
от чувственного	1	1
когда мы	2	6
к своей	1	1
в последнем	3	1
такой взгляд	1	1
в выражении	1	2
этой мысли	2	1
признаки а	1	1
в одном	2	4
если животное	1	1
на который	1	2
или поздно	1	2
проч но	1	2
той же	2	3
других но	1	1
только после	1	1
понятно если	1	2
друг от	1	1
а как	2	2
может ли	1	1
или же	4	1
деятельность есть	2	1
не знаем	3	2
указывая на	1	2
понимание есть	1	1
самого предмета	1	1
и все	3	4
от всего	3	1
на этот	1	2
то для	2	1
много признаков	1	1
человеческой жизни	3	1
мы только	1	1
согласие в	1	1
и о	2	4
еще только	1	1
жизни и	2	1
что эта	2	1
в них	5	3
для понимания	4	2
но тем	2	2
может стать	2	1
из многих	2	1
если не	4	1
там где	3	3
слово имеет	2	1
состоит не	3	1
ко всем	2	3
слова но	2	1
из глубины	1	1
понимания слова	1	1
в том	32	23
происходит в	1	2
идет от	1	2
проч а	1	1
это можно	3	2
вдаваясь в	1	1
совершенно ошибочно	1	1
чем больше	1	2
как при	2	1
народной поэзии	2	7
от того	8	4
одной только	1	1
заметим следующее	1	1
без которой	1	1
к самому	1	1
что между	1	3
и другому	1	1
мыслей вызываемых	1	1
и наоборот	4	1
не все	4	1
как мы	7	2
слова от	1	2
заключает в	5	8
уже есть	1	2
и поэзии	1	3
мысли но	1	4
steinthal с	6	1
чувственный образ	23	11
в сфере	1	1
не думая	2	2
что как	2	4
только тогда	9	5
внутренняя жизнь	1	1
многих других	1	1
важную черту	1	1
можно назвать	1	2
есть не	7	4
в виде	2	2
пока не	1	2
что чувственный	1	3
раз при	1	1
и сделал	1	1
тот же	1	2
есть одновременная	1	1
положим что	2	3
со стороны	3	3
одно из	5	1
поэзии в	1	1
та и	1	1
несомненно что	2	1
что здесь	1	1
не встречает	1	1
то он	2	2
здесь можно	1	1
к слову	2	3
содержание мысли	2	1
и язык	1	1
сочетания признаков	1	1
то это	6	8
звуке и	1	1
не заботясь	1	1
готовой уже	1	1
том случае	1	3
есть первообраз	1	1
мысли без	1	1
живой речи	2	1
на слово	2	1
с высоты	1	1
пламя свечи	1	1
в связь	1	1
как представление	1	1
уже в	5	5
перестать быть	1	1
находиться под	1	1
что сознание	1	1
есть еще	3	1
думать при	1	1
в истории	1	4
что те	1	1
что всякое	1	1
и потому	4	10
единственно потому	1	1
свойств и	2	1
вряд ли	1	1
как на	5	1
как у	1	1
заставляет нас	2	1
носит на	1	1
определение в	1	1
из них	6	1
и слова	2	2
моего ведома	1	1
сгущение мысли	1	1
в области	2	2
представление есть	4	1
не менее	5	5
еще не	5	3
он сам	1	1
же самое	1	4
причины не	1	1
но на	1	1
в звуке	4	1
следовательно и	1	1
на все	2	1
не вполне	1	2
эта последняя	2	2
и чувство	1	1
нуждаются в	1	1
и тогда	3	1
стороны но	1	1
кругу восприятий	1	1
человек впервые	1	2
трава зелена	4	1
и на	3	3
язык без	1	1
возможно только	3	3
меня то	2	2
есть то	2	4
и понятия	3	2
в двух	1	2
стало быть	1	8
предположить и	1	1
для того	4	6
одном пункте	1	2
тому как	5	2
предмет сам	1	1
думая о	1	1
почему он	1	1
в самом	8	3
например что	1	2
по этому	1	1
тогда как	2	4
степень забвения	1	1
человеческой души	1	1
значение только	2	1
в то	10	4
словом не	1	1
как оно	1	2
так же	3	4
без всякого	1	1
так что	7	5
мысль не	2	1
не в	15	11
есть в	3	5
до нее	1	1
значением то	1	1
сила или	1	2
на нее	1	3
прибавить что	3	1
отношении к	2	1
что этот	1	1
лишь в	1	3
скажем что	2	1
на чувства	1	1
в мысли	2	3
исходя из	1	1
в природе	2	1
поэтического произведения	2	5
и ряд	1	1
в старину	1	2
до языка	1	2
бы невозможно	1	1
слово в	4	4
которую мы	1	1
далеко не	4	1
этого последнего	2	2
всякой обработки	1	1
как бы	3	5
в процессе	1	3
мысль говорящего	1	2
все остальное	1	1
в глаза	1	1
вне себя	2	1
а с	2	1
видно что	1	4
говорит лацарус	1	2
уже по	1	2
с здесь	2	1
же что	6	2
он может	1	1
я представляю	2	2
нет и	1	1
пример в	1	1
истина и	1	1
внешней формы	1	1
мы можем	3	10
привести в	2	1
от его	1	2
которая в	1	1
власть над	1	1
не подлежит	2	1
и человека	1	1
время когда	1	2
что не	8	6
что эти	1	3
царя трояна	2	1
а не	15	12
языком и	1	3
без слов	4	1
но можно	1	1
если мы	1	2
превращается в	1	2
жизни то	1	1
каким образом	1	2
будет ли	2	1
одним из	1	1
говорит только	2	1
что куда	1	1
слова наука	1	1
тождества мысли	1	1
всего остального	1	1
с морем	1	1
напротив в	1	1
лишь тогда	2	3
этого предмета	1	1
только одно	1	1
но слово	3	1
могли бы	1	4
словами гумбольдта	1	1
а может	1	2
ее не	1	3
и другое	1	2
деле в	1	1
humboldt т	14	1
собою и	1	2
при помощи	1	3
это было	3	2
ему при	1	1
рано или	1	2
на доску	1	2
научной мысли	1	1
человека и	5	3
что же	2	5
или лучше	2	2
слова с	3	3
и быть	1	2
столь же	4	2
ее от	1	1
мыслях вместе	1	1
вопрос о	1	2
в которой	3	6
одной и	4	1
можно думать	3	2
мы старались	1	1
к нему	3	5
что ни	2	1
ничего не	1	1
же выйдет	1	1
что по	2	2
самым мы	1	1
из стихий	1	1
самого говорящего	1	2
и словом	1	2
то по	1	1
из одного	1	3
развития мысли	5	2
подлежит сомнению	1	1
по поводу	4	4
разной мере	1	1
только потому	3	4
еще один	1	1
грамматических категорий	2	1
одного его	1	1
при всей	1	1
это слово	4	4
быть только	4	1
на пути	1	1
том же	2	2
заботясь о	1	1
на предмет	2	1
в сущности	1	2
такое значение	1	1
его признаков	2	1
чувственные восприятия	1	1
и здесь	1	2
заключаться в	1	1
звуком без	1	1
ни качества	1	1
мысли есть	2	4
ее с	1	1
при некотором	1	1
только из	1	1
при этом	3	15
того что	18	14
в форме	2	1
необходимо предположить	1	1
бы было	2	1
но что	2	2
у него	2	1
предполагает что	1	1
в нее	1	3
в этих	1	3
в произведении	3	1
одному что	1	1
разницею что	1	1
указывают на	1	1
и поэзия	1	2
может считаться	1	1
нечто такое	1	2
бы перестать	1	1
в искусстве	3	3
себе что	2	1
входит в	2	1
какое именно	2	1
каждое из	2	1
человека до	1	1
в слове	32	22
что это	4	7
наблюдать за	1	1
находятся в	1	1
от ее	1	2
не об	1	1
от них	2	1
имеет уже	1	1
мысль и	1	1
с которым	1	2
образа и	3	3
времени и	1	1
когда например	2	2
эти признаки	1	1
к тем	2	1
в собственном	2	1
действует на	5	1
она есть	1	1
слова и	5	5
даже в	2	2
каждый раз	2	4
того и	1	1
таком случае	2	2
мысли а	4	2
не находим	1	1
что при	3	1
так и	11	6
речи есть	2	1
один и	1	5
тем самым	7	4
только от	3	3
внутреннюю форму	5	3
но как	2	1
что внесено	1	1
как слово	3	1
языка для	1	1
к поэзии	1	1
всех сторон	1	1
если бы	12	13
нас в	1	2
с увеличением	1	1
возможны только	2	1
но совершенно	1	1
без сомнения	4	4
все в	2	2
и другая	1	1
от известного	1	1
мы тем	1	1
первый раз	1	1
что она	3	2
что если	1	6
внешней природы	2	6
и что	10	7
же мало	1	1
что представление	1	2
выше примере	1	1
слова так	1	1
в живой	2	1
восприятий но	1	1
тесной связи	1	1
после того	1	2
и притом	2	2
поэтическом произведении	1	2
прибавляет к	1	1
на одном	1	1
в мысль	1	1
иметь в	2	2
это то	1	1
что все	3	4
между этими	1	1
можно убедиться	1	1
сказать что	5	8
то есть	34	34
вместе с	12	6
предметом и	2	1
поэтому понимание	1	1
значения в	1	1
мысль о	5	6
для говорящего	3	3
средство развития	1	1
вспомнить что	1	1
сколько нужно	1	1
а потому	6	1
графически это	1	1
относится к	4	1
то в	1	3
и его	4	2
слова есть	3	1
мысли предмет	1	1
служит только	1	1
эти образы	1	2
нужно было	1	1
я как	5	1
в обыкновенном	1	1
или наоборот	1	1
проникнут мыслью	1	1
только один	2	1
том смысле	3	2
другому в	1	1
поэтическим произведением	1	1
признаков в	2	3
представления и	3	3
своей мысли	4	1
двух представлений	1	1
и проч	16	18
как пламя	1	1
на мысль	4	4
и мысли	1	2
почти то	2	1
этом одном	1	1
что действительно	1	1
с которой	1	1
в первый	1	2
предмет в	1	1
т п	2	4
и даже	2	2
есть известное	3	1
следует сказать	1	2
и тем	5	4
что то	1	3
только в	21	15
лучше сказать	2	1
в смысле	4	3
содержание например	1	1
все то	1	1
не вдаваясь	1	1
восприятие через	1	2
для понятия	1	1
и эта	1	1
и я	1	2
как в	10	7
что например	3	3
мы уже	2	3
что у	1	3
но вместе	4	1
быть объяснено	1	1
тем более	4	5
природы даже	1	1
форма есть	1	2
не думает	1	1
мысли так	2	1
на отношения	1	1
однако по	1	1
судя по	1	2
в человеке	3	1
есть и	1	2
на языке	1	1
в их	2	1
внесено в	1	1
строгом смысле	1	1
своего народа	1	1
не были	2	2
что бы	1	1
в себе	16	14
в словах	3	1
к тому	7	3
мысли если	2	1
для мысли	4	2
формы в	1	3
сказать и	1	1
художественное произведение	6	2
в эту	1	1
только как	5	4
бы уже	1	1
в новом	2	1
выведено из	1	1
понятие об	1	1
у царя	2	1
и вместе	3	3
в разных	2	3
всякое согласие	1	1
которые мы	1	2
а слово	2	1
с ним	6	5
относиться к	1	1
заметим что	1	3
именно того	1	1
в данное	1	1
сказанному выше	2	1
тому что	3	2
слово и	3	3
и более	1	4
свои газы	1	1
с одним	1	1
до такой	1	5
на которую	1	1
судить о	1	2
образ травы	1	1
двух слов	5	1
с этою	1	1
века не	1	1
не ради	1	1
которые в	1	1
единство звука	1	1
есть уже	11	4
в сложном	1	2
следует прибавить	1	1
словом которое	2	1
так или	2	2
предметы а	1	1
что одно	1	1
а можно	1	1
не имели	1	2
причины почему	1	1
потому что	46	33
друг друга	3	2
ему в	2	1
чувственных восприятий	7	2
одно целое	1	1
состоять в	1	1
внутренняя форма	15	2
на том	1	2
и то	8	5
ведь мы	1	1
по отношению	5	10
этом отношении	2	1
создания мысли	1	1
новое восприятие	5	2
него вовсе	1	1
язык не	2	5
к сознанию	2	2
так как	13	14
и каждое	2	1
на отношение	1	1
то вопрос	1	1
даже не	1	2
признаков из	2	1
не могут	5	2
как форма	1	1
представить себе	3	2
отдельно как	1	1
в известной	1	1
думать что	5	4
до самого	1	1
и отношения	1	1
из себя	2	2
весьма трудно	1	1
не дается	4	1
потому же	2	1
языка и	2	3
и с	2	4
с d	3	1
только до	1	1
есть орган	1	1
под влиянием	1	1
от мысли	1	2
это в	2	1
что нельзя	1	1
когда слово	3	1
можем предположить	1	1
мысли которая	3	2
предмет и	2	1
с другой	7	2
человека хотя	1	1
в чем	3	1
было бы	9	8
чувственным образом	2	1
очевидно что	5	7
одном слове	1	1
касается до	1	1
к своему	2	1
бы только	1	2
именно в	3	3
образ есть	2	1
с тою	1	1
мы не	9	8
одной из	2	1
стремится к	1	2
выражать уже	1	1
образе который	1	1
и другого	1	1
здесь мы	1	2
развития и	1	2
и относительно	1	2
а нечто	1	2
ближайшим образом	2	1
это значение	1	2
быть в	1	1
когда предшествующие	1	1
но эта	1	2
сам язык	1	1
с одной	7	1
в понятие	1	2
со звуком	1	1
быть назван	1	3
точно так	12	2
слово с	2	6
но самое	1	2
поэзии и	1	7
ними в	1	1
том как	3	1
видно и	1	1
предполагаем в	3	1
разница только	1	1
до того	4	3
природы в	2	1
этого слова	11	7
все это	4	5
и трудно	1	1
же раз	1	1
подобным образом	1	1
в сознании	15	4
находится в	1	5
иначе и	2	1
невозможно но	1	1
для животного	1	1
себе сознание	1	2
это восприятие	1	1
если я	1	1
что я	5	11
явления и	1	2
мифов за	1	1
время и	2	1
слов а	1	1
выше его	1	1
как из	1	1
то не	2	1
что первое	2	1
его на	1	1
о человеке	1	3
равно как	1	2
в экономии	1	1
ограничиться только	1	1
ни действия	1	1
это так	1	1
и если	2	3
или не	1	1
эту минуту	1	1
только что	8	3
в такой	1	1
существует лишь	1	1
под одно	1	1
я говорю	1	3
составленное из	1	1
образом в	3	5
себе независимо	2	1
внутренней формы	19	10
и мы	2	5
чувственные образы	1	1
свою мысль	2	2
не всегда	2	3
а это	1	1
что он	6	4
данном случае	1	2
и тот	2	3
есть дело	2	1
тем а	1	1
не говорит	1	1
связанное с	2	1
сама она	1	2
силы природы	1	1
что и	13	7
уже не	6	3
направлении и	1	1
в силу	3	7
человек и	1	1
известного рода	1	1
этому последнему	1	1
с какою	4	1
мысли что	4	2
слове мы	1	1
окажется что	1	1
с другими	5	4
и по	4	3
имеет для	3	5
сделал его	1	1
то оно	3	1
а тем	2	1
в ней	8	2
работа мысли	1	3
когда человек	1	4
слово есть	9	5
чувственного образа	16	6
действия ни	1	1
в свое	2	1
них не	1	1
разные стороны	1	1
нас это	1	1
сам по	5	4
бы при	1	1
того же	1	1
к новому	1	1
к ней	5	2
что будет	1	2
им так	1	1
самым и	1	1
уже при	1	1
но все	2	1
свое время	1	1
образом язык	1	1
со всех	1	1
если б	5	4
то так	1	2
об отношении	4	2
живет только	1	1
другое слово	1	1
предполагает мысль	1	1
для меня	4	10
общего с	1	1
не другое	1	1
мысли о	2	2
из сознания	1	1
из него	2	2
к одной	3	1
мною во	1	2
в наших	1	2
независимо от	5	6
как о	2	1
итак слово	1	2
человеческой природы	1	2
не выражается	1	1
в другой	1	2
точно таким	1	1
отдельных лиц	1	1
взрослые говорят	1	1
за пределы	2	1
есть нечто	4	5
отделяется от	1	1
а представление	1	1
не как	2	2
в каком	5	4
в более	1	2
не прямо	1	1
других в	1	1
имеет в	1	2
следовало бы	1	1
всего человека	2	1
и простейшим	1	1
должна быть	1	1
в свою	3	2
значение этого	1	2
та же	2	1
самосознания и	1	1
к одному	5	3
что в	17	17
человеческой деятельности	1	1
за ним	3	2
из мира	1	1
в своей	2	1
но если	1	1
был этот	1	1
со словом	4	3
мною в	2	1
сначала все	1	1
с поэзиею	1	2
бы мы	2	1
в зародыше	2	2
о единстве	1	2
что на	1	2
и стало	1	1
его стихии	1	1
духа в	1	1
и значением	2	4
кажется будто	2	1
слово может	5	1
мысли как	3	2
только не	2	3
на деле	5	2
не то	3	5
не может	6	11
комплекса признаков	1	1
мы видели	4	1
не могло	1	1
слово это	2	1
в понимающем	2	1
по тому	5	2
его содержание	1	2
образ и	6	1
та что	1	1
форма мысли	1	2
этот образ	4	2
не существует	3	2
ряду других	2	3
для сознания	4	1
о том	2	8
между тем	9	9
его не	1	1
нечто вроде	2	1
можем заметить	1	1
отказаться от	2	1
в виду	1	3
на то	2	7
быть не	2	2
от своего	1	1
главным образом	1	1
посредством представления	1	1
может быть	28	26
разница между	3	1
в поэтическом	2	1
давно уже	1	3
мысли не	3	3
она не	2	2
была бы	4	1
с тем	7	7
согласно с	2	1
во многих	1	2
увидим что	1	1
при каждом	1	1
вслед за	3	1
значение не	3	1
отличие от	1	1
его к	2	2
себе противоречие	1	1
и самое	2	1
природы и	2	2
но нет	1	2
в таком	3	4
помнить что	1	1
показывает что	2	1
значение слова	5	5
не было	4	12
приведем относящееся	1	1
того чтобы	3	4
и при	4	2
с ними	1	3
предполагает в	1	1
в этой	2	1
одна и	1	2
из подобных	1	1
само по	3	5
уже готовую	1	1
в единстве	1	1
но язык	1	1
от нас	3	1
положение что	1	1
не дробится	1	1
во всяком	1	5
мысли говорящего	2	1
что до	1	2
в мыслях	1	1
и вообще	3	2
есть представление	6	2
сочетания с	1	1
и значения	1	1
такое же	3	2
не только	21	10
он не	4	2
обозначим через	1	1
что даже	4	2
там же	6	3
формы есть	1	1
у человека	1	1
только под	2	3
то нечто	1	1
тем же	4	1
образом можно	1	1
слова в	7	3
наших слов	1	1
было в	1	3
между ними	1	4
одно с	1	1
есть настолько	1	1
на себе	1	3
таким же	1	5
усилий мысли	1	1
в общих	1	2
одной стороны	3	1
бы не	4	3
отдельного слова	1	2
звука и	2	1
без моего	1	1
и многие	1	2
что только	6	2
от сознания	1	1
это только	1	1
для человека	4	4
течение нашей	1	1
в душе	10	1
оно выражено	1	1
по себе	16	11
настоящего времени	1	2
так в	2	3
которой оно	1	1
общих чертах	1	2
непосредственно примыкает	1	2
образом мы	1	3
всякое понимание	1	1
все содержание	1	2
а в	12	5
даже тогда	2	1
каждом шагу	1	1
слов с	1	1
в каждом	3	3
признаков образа	2	1
силу того	1	1
которой нет	1	1
полагается начало	1	1
одним и	3	1
или действия	1	1
есть положительное	1	1
первое слово	2	1
вещь и	1	1
на которой	3	1
ни был	1	3
влиянию на	1	1
отношение этого	1	1
от друга	1	1
от него	2	2
бы слово	1	1
посредством языка	2	1
в одно	3	1
в разной	1	1
быть даны	1	1
языке и	1	4
представлений и	1	2
другого в	1	1
для которой	1	1
что с	2	1
это последнее	2	4
смысле что	1	1
представляемое мною	2	1
что есть	2	3
действие и	1	1
сводятся к	1	2
слова не	2	3
голову по	1	1
в мире	1	2
говорящего и	3	2
хотя в	1	2
предикативное отношение	1	1
позднейшего развития	1	2
мы должны	4	2
значением форма	1	1
а между	2	4
в которых	2	3
и до	2	3
и говорить	1	2
внутренней связи	1	1
у меня	2	1
общие стороны	1	1
в таких	1	2
человеческой мысли	1	2
предложения иначе	1	1
словом и	5	1
слове и	5	1
быть названо	1	4
предположить что	1	4
в сознание	7	2
обыкновенном смысле	1	1
самою природою	1	1
что слово	7	10
восприятием и	1	1
язык есть	2	7
человек не	2	2
это сравнение	2	2
постоянным эпитетом	1	1
для мыслящего	1	1
данных в	1	1
здесь только	3	1
носит в	1	1
дает мысли	1	1
образом и	3	1
какое значение	1	1
и как	5	2
но несомненно	1	1
из коих	6	2
что такое	2	7
как посредством	1	1
другой значило	1	1
которая на	1	1
есть центр	1	1
часть его	2	1
точки зрения	2	4
посредством слова	6	2
мы применяем	1	2
один признак	1	2
по которому	5	3
оставаться при	1	1
человека с	1	1
но и	19	11
но есть	1	4
при котором	1	1
из сказанного	2	3
в ее	2	2
до сих	3	4
не знает	3	1
том чтобы	2	1
к нам	1	1
образом если	1	1
во всем	1	1
членораздельный звук	3	3
только для	1	2
на самом	1	3
за собою	2	2
одно слово	2	5
говорить о	3	5
крайней мере	5	5
от внешних	1	1
в этом	10	23
относящееся сюда	1	1
на чем	2	1
не принадлежит	1	1
слово не	5	1
чего в	1	1
что мы	8	10
акт мысли	2	1
между собою	6	4
он говорит	2	1
и связи	1	1
что новые	1	1
из этих	9	2
в языке	7	16
быть собою	2	1
с не	1	1
мере того	3	4
в чувственном	1	2
их в	2	3
обращается к	1	1
и когда	1	2
мысли и	2	7
заключается в	1	1
например и	1	1
только на	3	4
под этим	1	1
если скажем	1	1
бы для	1	1
будет понятно	2	2
объясняет свои	1	1
есть средство	3	4
т с	22	6
образа как	3	1
не будет	3	3
мы различаем	2	2
которые не	1	2
не глядя	1	2
представим себе	1	1
в речи	2	3
начиная с	1	1
из ряда	1	1
то обращается	1	1
с прежним	1	1
вместе несогласие	1	1
или словом	1	1
можно сказать	3	4
в систему	1	1
вопрос об	2	1
непонимание всякое	1	1
в нем	9	7
во время	2	2
в других	2	2
заметить что	3	6
во всех	1	1
или иначе	1	2
о значении	1	1
чувственных данных	1	1
потому мы	1	1
звуки и	1	1
котором мы	2	1
самое содержание	1	1
между прочим	1	3
апперцепция в	1	1
художественного произведения	5	1
тому одному	1	1
имел бы	1	1
проч и	1	3
как нечто	1	1
или в	3	1
же нам	2	1
мы же	1	1
смотрит на	2	1
столько же	1	1
от одного	1	3
явлений и	2	1
свечи не	2	1
старались показать	1	1
том что	18	12
к значению	1	2
о котором	1	1
она и	1	2
отношения между	1	2
отсюда видно	1	1
и следовательно	3	3
лежащие в	1	1
чувства и	3	1
есть понятие	2	1
такое что	1	1
в голову	1	2
глядя на	2	2
чем более	1	3
невозможна без	1	1
оно не	4	2
указание на	2	1
связь между	2	3
трояна козьи	1	2
теперь и	1	1
оно есть	3	2
слово было	1	1
не другим	2	1
