2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part3_wordlist_2gram
свойственных ему	1	1
и обратно	1	1
как его	2	4
внутренняя жизнь	1	1
в отношении	9	3
она знает	1	1
себя самого	11	1
в виде	4	3
отношением к	4	1
что ли?	1	2
двойника не	1	1
достоевского мы	1	1
здесь не	1	6
и голос	4	1
и тон	3	1
другу как	1	1
тот же	2	3
как он	3	2
и между	1	1
развивается диалогически	1	1
что здесь	1	1
то он	1	1
слова мы	2	2
к слову	2	1
чтобы не	1	2
то это	1	2
в своих	1	2
чужим словом	1	13
т е	12	26
ибо не	1	1
и среди	1	2
и исповедь	1	1
тут надо	1	1
бедных людях	1	3
не случайно	1	1
голос во	1	1
о сочетании	1	1
меньшей степени	1	1
свой предмет	2	7
в ушах	1	1
уже в	3	2
в жизни	2	3
это и	2	1
девушкина в	1	1
наконец в	3	3
напряженный характер	1	1
особенно в	2	2
и потому	2	1
как голядкин	1	1
словом рассказчика	1	1
и он	2	5
как на	2	1
но оно	1	1
с их	1	2
из них	5	2
и слова	2	2
мысли в	1	1
с другом	2	4
а что	3	5
него не	1	2
вполне понятно	2	1
для достоевского	4	3
не менее	3	3
еще не	4	9
знает что	3	2
у ивана	1	1
он сам	5	3
глава четвертая	1	1
но на	4	2
в конце	5	2
среди которых	1	1
все еще	1	1
одному из	1	1
условного слова	1	1
и своему	5	1
как стремление	1	1
где они	1	1
него и	2	1
с человеком	2	2
и на	6	10
слово диалогически	1	1
достоевского в	3	4
к другу	1	2
эта оглядка	1	2
и кто	1	2
вообще не	2	1
перед его	3	1
сырой материал	1	1
стало быть	1	1
особенно там	1	1
только так	2	2
конечно и	1	1
до отъезда	1	1
в самом	8	7
а то	1	2
в то	12	7
никогда не	8	9
может овладеть	1	1
с чужим	1	8
так же	8	2
без всякого	1	2
так что	5	5
и меня	1	1
слово без	4	1
его за	3	1
может до	2	1
словом другого	1	1
не в	9	11
же ты	2	1
человека как	4	1
голос рассказчика	1	2
и во	3	1
своего собственного	3	1
на нее	2	1
не я	2	1
раз и	3	2
отношении к	7	2
что этот	1	2
лишь в	5	8
же он	2	1
голосов как	1	1
характер в	1	1
присутствует незримо	1	1
лицами являются	1	1
о них	2	1
для этого	3	2
мы это	1	1
нет в	2	1
слово в	2	8
в речах	8	1
в позднейшем	1	1
далеко не	3	4
как бы	27	22
в процессе	1	2
в глаза	3	2
идеологии достоевского	1	1
вне себя	2	1
себе и	5	4
а с	3	2
же явления	1	2
и уверенный	3	1
ото всех	1	1
он может	2	1
нет и	3	1
достоевского всегда	1	1
героя с	1	3
во внутреннем	2	2
ну что	1	5
мы можем	1	2
его внутреннего	3	1
один голос	1	1
голосов в	3	9
его диалог	1	1
которая в	1	1
всех его	1	1
в целом	5	2
чуткое ухо	1	1
и заставляет	1	1
с алешей	4	1
что не	7	2
и пр	1	2
а не	9	7
собой не	1	1
время как	1	2
все те	2	1
одним из	1	1
диалог с	3	2
и делает	2	1
и ее	2	3
и речь	2	2
ж тебе	1	1
слово героя	4	3
словом в	1	4
по своей	1	1
он и	5	3
мы говорили	1	1
его творчестве	1	1
а может	2	1
с ее	3	1
не способен	1	1
он есть	2	2
чужое слово	2	45
другой голос	1	2
и со	2	3
за живое	3	1
собою и	4	2
не довлеет	1	1
его творчества	1	2
рано или	1	1
слияние голосов	1	2
в романах	3	3
ну и	1	1
в центре	1	1
последующем творчестве	3	1
у достоевского	13	14
после убийства	1	1
герой из	4	1
с собой	1	4
человека и	1	2
что же	8	7
рассказа в	8	3
в повести	1	2
двух реплик	2	2
слова с	3	7
в чермашню	3	1
образ его	1	1
и их	1	3
вопрос о	2	2
на речь	1	1
к нему	14	5
ничего не	4	3
говорили что	3	2
говорил это	1	1
сочетания голосов	1	2
себе самому	18	4
человека из	13	1
его отношения	1	1
из одного	1	4
у голядкина	1	1
оно стремится	3	1
при всей	2	1
но только	2	1
тем с	1	1
независимость от	2	1
это слово	5	5
собственные слова	2	2
к другим	2	1
каждое слово	2	2
я но	1	1
том же	1	4
в сущности	11	9
так ли	1	2
себе самом	5	3
или иной	2	3
но перебой	1	1
а ты	1	1
девушкина с	1	1
зрения он	1	1
человека в	1	4
нет здесь	2	1
оно должно	2	2
его служит	1	1
смердяковым до	2	1
большей или	1	1
этим голосом	1	1
это очень	1	1
при этом	4	6
того что	5	2
в форме	2	2
его же	1	1
но уже	1	1
но что	1	1
у него	4	6
в этих	1	6
в построении	1	1
в произведении	1	4
из уст	1	1
сам с	1	1
сама по	2	4
хочет чтобы	2	1
ко второму	1	2
достоевского имеет	1	1
он это	2	2
в ответ	1	1
нисколько не	2	1
себе что	1	2
входит в	2	2
в слове	5	5
то ни	4	1
что это	5	2
к миру	1	2
говорит о	2	1
слову и	1	2
речи голядкина	1	2
переходит в	2	2
еще более	2	2
друг к	1	2
в диалог	2	1
времени и	1	2
том и	1	1
тона и	2	2
в значительной	1	1
говорите что	1	1
слова и	10	12
даже в	5	3
диалога так	1	1
для другого	2	3
я вам	5	3
другие реальные	1	1
к другому	20	5
того и	1	3
мы здесь	1	2
его и	3	2
связан с	2	1
так и	6	3
достоевского это	2	3
эти вопросы	1	1
один и	1	1
тон и	2	5
же вы	2	1
но как	4	1
это знает	2	1
что тут	1	2
как слово	2	2
чужих слов	1	5
последнего слова	1	1
приведенных нами	1	1
ответа и	1	2
бы то	4	1
самосознание героя	1	1
если бы	4	3
к которому	2	1
они лишь	1	1
уже как	1	1
слова о	4	2
это дано	2	1
иной форме	1	1
как раз	4	4
и самая	1	1
что если	1	3
голоса но	1	1
о чем	2	1
и что	5	5
оглядкой и	1	1
убил отца	2	1
романа это	1	1
всем этим	2	2
себя и	8	3
после того	1	1
героя начинает	1	1
его слово	4	1
не бывает	2	1
на одном	2	1
что все	4	1
между этими	1	1
сказать что	2	2
функции в	3	1
то есть	1	4
тему о	2	1
вместе с	4	1
его мысли	1	2
издевательства и	1	1
другого как	4	1
места в	1	1
я ведь	5	4
не входит	2	2
достоевского этот	1	1
в диалоге	5	3
приводит к	1	6
протокольное слово	1	1
чем он	1	1
которых он	2	1
большинстве случаев	3	8
среди других	2	2
нового принципа	1	1
в рассказ	3	2
между голосами	2	1
так чтобы	3	4
уже после	1	2
это я	5	2
и его	16	8
то в	2	1
реальное слово	1	1
почти нет	1	2
я как	2	1
теперь на	3	1
или наоборот	1	1
это как	3	1
я не	7	4
уже сама	1	1
о себе	18	7
той или	2	3
направлена на	1	1
она в	2	1
и действительно	1	1
прозаическая лирика	1	1
его слова	3	2
и мысли	2	2
именно как	1	2
не принимает	4	2
т п	6	9
двух голосов	5	5
другим в	1	1
и отчасти	1	1
и даже	7	3
установкой на	3	1
только в	6	4
в произведениях	2	3
тоже не	1	1
господина голядкина	1	2
что еще	1	1
резко отличается	1	1
как в	4	2
диалога в	2	2
лишь на	2	2
одному знаменателю	1	2
мы уже	6	3
что у	6	2
замыслу достоевского	7	1
было лишь	1	1
всегда с	1	1
внутренней речи	4	2
речь и	1	2
такой человек	1	1
высшем смысле	1	1
ибо в	2	1
заставляет его	1	1
для его	2	1
в человеке	2	3
диалога и	2	1
рядом с	4	5
в их	1	3
со своим	1	1
не видит	1	1
в себе	6	5
в большей	1	1
в рассказе	1	3
к тому	5	4
же принципа	1	1
как все	1	1
в эту	1	3
реагирует на	1	2
в бедных	1	3
бы уже	3	1
принцип сочетания	1	1
самого достоевского	1	1
чужого голоса	1	3
с ним	8	3
не могла	1	1
последний смысл	1	2
в душу	1	1
бы беспрерывно	1	1
слово и	1	9
всего в	1	1
только с	3	1
но может	1	1
с самим	14	8
и вы	4	2
романа но	1	2
второй голос	5	11
является в	1	1
в самые	1	1
слов героя	1	1
теми же	1	1
которые в	2	1
и внутренняя	1	1
бы вне	1	1
врывается в	2	1
он надо	1	1
носит чрезвычайно	1	1
не могу	3	2
друг друга	2	1
и искусно	1	1
и то	3	2
по отношению	5	5
все время	5	1
себя а	1	1
все они	1	1
уж теперь	2	1
так как	4	4
материалом для	2	1
вот я	3	1
по замыслу	12	1
никаких новых	1	1
как будто	7	1
точек зрения	2	4
его внутреннюю	2	1
творчестве достоевского	5	3
образы и	1	1
на этом	4	1
не могут	1	4
лишь как	1	2
авторских интенций	1	4
функций в	1	1
но иногда	1	1
несколько дальше	2	1
в предшествующих	1	1
и с	15	5
я и	2	2
всякой социальной	1	1
в него	3	7
полную независимость	1	1
это в	2	1
он уже	3	1
также и	1	3
стремится быть	2	1
предмет и	1	1
с другой	4	4
он все	3	1
присущ всякому	1	1
противоположных направлениях	1	1
другого человека	5	4
так он	1	1
из своего	4	1
было бы	2	5
чужой реакции	2	1
я знаю	1	1
и слияние	1	1
речь как	1	1
одном слове	1	4
не мог	5	1
сам и	2	2
мы остановимся	4	1
к своему	5	1
на фоне	1	5
на друга	2	2
этого признания	1	1
же я	3	1
чрезвычайно напряженный	1	1
этот чужой	1	1
живое и	1	1
себе но	1	2
б я	1	1
его голос	3	1
одной из	1	1
я бы	3	1
и другого	3	2
здесь мы	1	2
других слов	1	1
уст в	1	2
но эта	1	2
личном смысле	1	1
не хочет	2	3
с одной	1	1
силы и	1	1
знаю что	2	4
существенный момент	1	1
весь его	2	1
достоевский не	1	2
быть и	2	2
со всею	2	3
слово с	6	5
народ русский	1	1
принципы его	1	1
и внутренне	2	1
мы замечаем	1	1
слова ибо	1	1
для себя	6	2
на него	7	3
до того	1	1
этого слова	7	2
все это	16	5
является как	1	2
друг на	2	2
к чему	2	1
ними и	1	1
в формах	1	3
что я	15	6
голосов но	2	1
и слово	8	1
понять его	1	1
он себя	1	1
сам знаю	3	3
приходит в	1	1
редчайшими исключениями	1	1
ивана как	1	1
реальные голоса	2	1
ее как	3	1
сухость рассказа	1	1
этом каждое	1	1
своей собственной	1	1
этом смысле	4	2
же стиля	1	1
обычной монологической	2	1
и если	2	1
а так	2	1
особенности слова	1	1
в себя	1	3
в такой	3	2
более того	2	4
но этот	2	2
автор в	1	1
внутреннем диалоге	3	2
начал с	2	1
внутренней полемики	2	2
и мы	1	1
знаю я	1	1
которой он	2	1
другом и	1	1
внутреннего диалога	15	5
что он	23	13
боится чтобы	1	1
его собственные	1	1
в прямом	1	1
которых мы	2	1
и свой	2	3
что и	5	3
уже не	2	3
голос его	2	1
но так	3	2
к себе	17	7
человек и	2	2
хотя бы	5	2
всем в	1	1
без его	1	1
с другими	4	1
и по	1	1
хоть раз	1	1
но зато	3	3
а я	10	1
же но	1	1
может найти	1	1
в отличие	2	4
установки и	1	2
диалог ивана	5	2
чужому сознанию	3	1
слово по	1	2
служит для	1	1
голядкина его	1	2
среди них	1	4
тон но	1	1
на тему	2	1
теперь в	1	3
с оглядкой	3	4
ведь и	3	7
из их	1	1
мог бы	2	1
того же	2	3
самому он	1	1
на себя	1	2
ту же	1	2
зрения на	1	1
в высшем	1	1
рассказа иногда	1	1
другого и	1	2
в романе	1	3
но все	5	2
мы увидим	2	5
оглядка на	1	1
слово у	1	3
ведь это	1	2
она только	1	1
стиля и	1	1
или еще	1	1
если б	2	1
и тех	1	1
глубины души	1	3
в первых	2	1
никого не	1	1
раскрывается с	1	1
о мире	8	1
и к	12	3
голоса в	2	1
сознание и	1	2
в другой	2	1
дело идет	5	1
одного слова	1	1
за пределы	2	3
есть нечто	1	1
до крайности	1	1
не как	3	6
никак не	1	5
этого диалога	2	1
этот другой	2	1
в эти	2	1
к речи	1	1
та же	2	2
ведет свою	1	1
ни в	4	2
к одному	3	6
что в	7	4
ивана карамазова	3	2
голосов не	1	1
только пусть	1	1
нашего рассмотрения	1	1
что их	1	1
за ним	2	1
после каждого	1	1
чужие реплики	1	2
в своей	3	4
иногда до	1	1
сюжетом но	1	1
в основе	1	1
со словом	3	1
узком смысле	1	2
диалогически обращен	1	2
эту фразу	1	1
сюжета и	1	1
уж не	2	1
что на	1	2
ты не	1	1
ему и	1	1
этого он	1	1
него в	1	3
кажется что	2	3
только не	1	1
слова его	2	1
речи героя	2	2
не то	2	1
не может	19	18
человеком а	1	1
слово это	1	1
души человеческой	1	3
он должен	2	1
моментом которого	1	1
а к	2	1
то чтоб	2	1
к вам	1	1
диалога но	1	1
разобранные нами	1	3
его речи	1	2
о том	2	5
между тем	3	3
речи как	1	2
в виду	3	3
на то	1	5
бы с	2	1
мы и	2	2
характерный для	1	1
проговорил иван	1	1
может быть	19	23
основной вопрос	1	1
в одной	3	3
себе его	1	1
чужой реплики	2	2
уже говорили	3	3
вы в	1	1
в устах	1	1
она не	1	3
слова два	1	1
произведениях достоевского	2	4
достоевского почти	1	1
чужого сознания	3	2
обращено к	2	1
уверенного человека	1	1
каждый из	2	2
увидим что	2	1
еще очень	1	1
можем сказать	1	1
отличие от	2	4
разобранным нами	1	2
его к	3	2
и самое	1	2
может войти	2	1
тем как	1	1
достоевского как	1	2
что вы	2	1
да рядом	1	1
сразу с	1	1
не было	2	1
но ведь	1	5
того чтобы	1	1
и при	1	2
с ними	6	2
в этой	1	1
появляется в	2	1
достоевского с	1	1
ну а	1	1
слово рассказа	1	1
всяком случае	5	1
развивается как	1	1
героев достоевского	4	4
самим собою	9	5
внутренний диалог	11	2
во всяком	5	2
здесь же	1	1
и вообще	2	1
речь его	1	1
он как	4	1
а вовсе	2	1
в плане	6	1
такое же	1	1
не только	10	11
с перемещенным	2	1
он не	15	9
говорит он	3	1
в основном	1	1
внутреннего человека	1	1
в пределах	6	16
одну из	1	1
теперь внимательнее	1	1
его второй	1	2
слова в	7	12
о герое	1	1
такою же	1	1
к герою	7	1
речь не	1	1
развивается в	1	1
между ними	1	4
реальными голосами	1	1
не приносит	1	1
оно является	1	2
других героев	1	1
как чужой	1	2
бы не	2	2
голосов и	2	4
и для	8	3
творчества достоевского	1	1
пародийного и	1	1
сам голядкин	1	1
ты как	2	1
согласиться с	1	1
слово или	1	2
по себе	3	11
ни одного	5	4
затем его	1	1
так в	2	1
убеждает себя	1	1
слова как	2	3
в узком	1	2
а в	5	5
в каждом	3	11
монологического слова	2	1
в уста	1	1
а впрочем	4	1
русского романа	1	1
на которой	1	1
с исключительною	1	1
но с	2	1
в сторону	2	2
от него	6	1
с которыми	2	1
и положений	1	1
другого в	2	3
что с	3	1
это последнее	1	1
им в	1	2
другом человеке	1	2
слова не	2	1
в мире	4	1
из его	4	2
и только	2	3
значение в	1	2
голос должен	1	1
два голоса	3	2
такой же	3	3
алеша с	1	1
не знал	2	1
а между	3	2
в которых	2	2
им и	3	1
и до	1	4
содержание его	1	1
у меня	6	5
во вне	1	1
словом и	3	2
романах достоевского	3	2
слове и	1	1
не исчерпали	1	1
себя лишь	1	1
диалог двух	1	1
человек не	1	1
другого собеседника	1	1
голос голядкина	1	7
в тоне	2	2
человек так	1	1
он во	2	1
интенции автора	1	1
и как	3	2
что такое	2	2
оно обращено	1	1
начинает звучать	1	1
точки зрения	8	13
этот тон	2	1
в монологическом	1	2
человека с	3	1
голосом голос	1	1
но и	12	14
в ее	3	1
а затем	1	2
до сих	1	7
подполья и	1	1
не знает	6	3
остается в	2	1
к скрытому	1	1
в творчестве	3	2
в большинстве	2	9
самим собой	6	3
чужих устах	2	1
или как	2	4
себя в	1	3
быть даже	3	1
во всем	3	3
они действительно	2	1
себя на	1	2
на самом	11	1
абстрактный характер	3	1
он определяет	1	1
они становятся	1	1
пределах одного	2	9
тон в	1	1
крайней мере	3	1
до жиль-блаза	1	1
их акцент	1	1
в этом	16	13
реплики и	2	2
с одними	1	1
слово не	2	8
это действительно	2	1
диалога с	4	1
вот как	3	4
одна из	1	2
дан в	1	1
прием достоевского	1	1
переходим к	4	3
я сам	7	2
их в	3	4
обращается к	2	1
герой не	2	2
делает его	1	1
которую он	1	2
о нем	2	6
он умеет	2	1
стиль и	4	1
только на	4	3
как другого	2	1
вернемся к	1	1
не удалось	2	1
налегли друг	1	1
где он	3	1
а уж	1	1
будет и	1	2
особый тип	2	1
в двойнике	8	2
героя в	5	3
вам скажу	1	1
бы сказать	1	1
я для	2	4
его герой	1	2
самого голядкина	1	5
его собственного	2	2
свои собственные	2	1
слова т	1	2
себя сам	1	1
его можно	1	1
ни были	1	1
и само	1	1
исчерпали всех	1	1
своего слова	3	1
диалоге в	1	1
достоевский заставляет	2	1
можно сказать	1	1
отчетливо и	1	1
да что	1	4
он жалуется	1	1
в нем	19	12
во время	2	4
в других	1	1
во всех	2	4
его но	1	1
он был	1	3
является последней	1	1
здесь есть	1	1
ивана с	3	1
я очень	1	2
зрения его	1	1
ивана и	2	1
не подумали	1	1
одна реплика	1	1
или в	1	8
дано лишь	1	1
и сам	5	7
без труда	2	1
конце концов	3	2
скрытой и	1	1
том что	3	2
и лишь	2	1
опыт стилистики	1	1
звучат в	3	1
предвосхищаемые чужие	1	1
как к	4	1
рассказ в	2	4
в стиле	3	4
к третьему	2	2
ни на	1	3
лишь путем	1	1
с другим	11	2
же не	2	4
я все	6	1
глаза и	2	1
в голове	1	2
к чужому	4	7
позднейшем творчестве	1	1
