2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram
быть вы	1	1
на его	5	4
как на	2	1
герои достоевского	2	1
но оно	1	1
к тому	1	6
отдельных мыслей	3	1
меня и	1	1
спорит с	1	1
героев переходим	1	1
на себе	1	1
таким же	2	1
и беспокойство	1	1
о тебе	1	1
перед нами	4	1
ним не	1	1
с первой	1	1
ближайших дней	1	1
сознании в	1	1
он приводит	2	1
на всю	1	2
голосов и	1	2
слово о	6	7
бы не	3	2
а лишь	3	1
из них	9	3
в бедных	1	1
и слова	1	2
и для	2	8
с другом	2	4
достоевского нет	1	3
алеши с	1	1
творчества достоевского	2	1
почти никогда	1	1
что только	1	1
отрывки из	2	1
самого достоевского	2	1
а что	2	2
до конца	7	4
в голосе	1	4
авторского замысла	2	1
что так	1	1
отличается от	1	1
действия романа	2	1
согласиться с	1	1
в вас	1	1
в первом	1	2
до начала	1	1
и эти	1	1
него не	3	1
нем но	1	1
одного и	2	1
для достоевского	4	2
в душе	1	2
вполне понятно	1	2
по себе	8	4
даже и	2	3
не менее	2	2
словом о	2	2
еще не	9	7
ни одного	3	9
он сам	6	6
последующих произведениях	1	1
с ним	8	7
так в	1	2
к его	1	1
и которая	1	1
полемикой с	1	1
но на	2	4
в конце	4	5
его чужой	1	1
иван карамазов	1	2
замысел автора	2	1
одному из	1	1
а в	3	7
ну так	1	4
тому что	1	2
бы беспрерывно	1	1
достоевского есть	1	1
слово и	2	2
правильного понимания	2	1
всего в	1	1
в статье	1	1
и более	2	1
только с	1	3
и предположений	1	1
в каждом	4	6
хочу я	1	1
говорить с	1	1
достоевского переходим	1	1
в непрерывном	1	1
глубже и	1	1
с самим	2	15
и должно	1	1
в уста	3	1
бы его	1	3
и вы	2	2
каков бы	1	1
на них	2	7
и вот	2	4
ослабленной форме	1	2
начале романа	2	1
дело в	1	1
где они	1	1
словом героя	1	2
что человек	1	1
русского романа	1	1
в своем	5	2
романа но	2	1
на которой	1	2
ни был	1	2
в самые	1	1
но с	3	1
с человеком	1	3
и на	7	6
в сторону	2	2
вы говорите	1	1
которые в	2	1
от друга	2	1
диалогах и	1	1
к другу	3	3
достоевского в	4	3
считает что	1	1
от него	3	6
по крайней	2	1
с которыми	2	2
рассказ мы	1	1
вообще не	1	2
перед его	1	3
нем и	1	1
для того	1	1
говорили в	2	1
внешне но	1	1
ответом на	1	1
и своего	1	3
диалога в	1	2
и положений	2	1
как и	14	18
и мучает	1	1
тому как	2	2
вступают в	2	1
не могу	1	3
потому что	8	8
а вы	1	1
друг друга	7	2
конечно и	2	1
на котором	1	1
что с	1	2
в самом	13	6
суда над	1	1
и подчеркнуто	1	1
голос а	1	1
же время	3	10
мы еще	1	1
в то	5	11
в мир	1	1
по отношению	8	6
никогда не	17	4
героев и	1	1
убийства отца	1	2
этом отношении	2	1
в напряженном	1	1
действующими лицами	2	2
человек как	1	1
на более	1	1
мире и	1	2
с чужим	1	2
всех этих	1	2
и в	45	35
все время	3	4
так же	5	7
не вмещается	1	1
отметить что	2	1
других людей	1	1
в мире	3	4
без всякого	1	2
чтобы она	1	1
так что	2	5
подполья но	1	1
записок из	1	3
в вашем	2	1
так как	5	4
из его	1	2
и только	1	1
но не	6	6
материалом для	1	2
голос должен	1	1
два голоса	1	3
и всегда	2	1
его за	1	4
у каждого	1	1
героев или	1	1
исключительной силой	1	1
не в	8	10
человека как	2	2
если оно	1	1
как будто	1	4
точек зрения	3	2
категорически отрицает	1	1
самосознания как	1	1
его внутреннюю	1	2
раскрываются только	1	1
прямо и	1	1
творчестве достоевского	1	7
сознания свою	1	1
поэтому он	1	3
есть в	8	1
образы и	1	1
на этом	1	2
мы должны	4	3
и через	2	1
помимо его	1	1
мы сказали	3	1
не могут	1	1
в которых	1	2
уже с	1	2
человек в	3	1
бы он	2	2
героев слово	1	1
и суда	1	1
и резко	1	1
и до	4	1
на нее	1	2
образа героя	2	3
как она	1	1
не совсем	2	1
не я	1	1
у меня	3	6
раз и	1	3
лишь как	1	1
всю жизнь	1	2
неудавшееся самоубийство	1	1
нами в	4	1
который не	1	1
отношении к	1	7
герой как	1	1
достоевского вовсе	2	1
с этим	1	3
лишь в	2	7
словом и	1	3
сущности не	1	2
романах достоевского	6	4
в предшествующих	1	1
и с	7	12
я и	3	2
мышкин и	1	1
в сознание	1	1
но это	2	6
позиции как	1	1
в него	1	3
это в	1	2
за всеми	2	1
друг другу	1	4
соня и	2	1
человек не	1	1
наконец на	1	1
позволяет ему	1	1
чужое сознание	1	1
же в	1	1
здесь достоевский	1	1
он уже	2	3
голосами и	1	1
диалог у	1	2
конечно не	6	2
о них	2	2
здесь только	1	1
он тоже	1	1
для этого	3	2
и т.д	3	3
по ту	1	1
он во	1	2
это все	1	1
это не	3	3
сознания то	1	1
и идеологической	1	1
есть они	2	1
слово в	3	2
отрывок из	1	2
с другой	1	4
некоторое время	1	1
замысел достоевского	1	1
и как	2	2
здесь в	2	2
иной раз	1	1
был не	1	1
в речах	1	6
которую мы	2	1
другого человека	1	3
бы ни	1	1
должно быть	4	3
и совершенно	1	1
но он	1	4
далеко не	4	1
которым он	1	4
и репликами	1	1
в чем	2	4
было бы	4	3
здесь и	2	1
как бы	15	31
героя там	1	1
бы быть	2	1
в процессе	2	1
ним он	1	1
в первой	1	1
идеологии достоевского	4	1
вне себя	1	2
прежде всего	11	12
точки зрения	19	7
заложенные в	1	1
человеке в	1	1
героя но	1	2
а с	3	3
поэтому для	1	1
его личности	2	1
него как	1	1
и позволяет	1	1
своих героев	2	1
в монологическом	8	1
и почти	1	1
он ни	1	1
мы остановимся	2	3
человека с	2	3
но и	15	14
они и	2	1
в диалогах	2	4
в ее	3	3
знает и	1	5
он может	2	1
нет и	3	4
задает себе	1	2
достоевского всегда	1	1
в очень	1	1
до сих	2	1
же я	1	2
сочетается с	4	1
подполья и	1	1
в творчестве	1	4
не знает	4	6
твердый и	1	1
идеологической позиции	2	1
в большинстве	2	2
но именно	1	2
самим собой	1	7
себе но	1	2
мы не	1	1
чужих устах	1	2
люблю я	1	1
замыслу своему	1	1
одной из	2	2
героя с	2	1
здесь действительно	1	1
завершенный образ	2	2
или как	1	3
себя в	2	2
мы можем	4	2
на протяжении	3	5
свою идею	1	1
ним диалогически	1	1
позиции героя	1	1
во всем	1	4
новые идеи	1	1
установка по	1	1
героя и	7	10
только для	2	1
же из	1	1
они действительно	1	2
себя на	2	1
превращаются в	1	1
голосов в	1	5
в результате	3	1
здесь мы	1	1
именно потому	1	2
на самом	1	9
или точнее	1	1
которая в	1	1
их с	1	1
и наконец	1	7
же если	1	1
других слов	1	1
его слову	1	1
быть в	2	2
в целом	5	3
они становятся	1	1
и человека	1	1
не хочет	1	2
есть именно	1	1
в последующих	2	1
в письме	1	1
в преступлении	2	1
что не	5	4
поэтому диалог	1	2
и пр	2	1
предметом изображения	1	1
а не	10	4
этот вопрос	4	1
говорить о	1	3
с одной	1	1
крайней мере	2	1
силы и	1	1
до жиль-блаза	1	1
в этом	20	14
реплики и	1	2
время как	1	2
превращается в	4	1
тотчас же	2	4
весь его	1	2
все те	2	1
достоевский не	3	1
об этом	3	1
одного сознания	6	3
она была	1	1
одним из	3	1
и внутренне	2	2
ними в	1	1
и ее	7	1
он говорит	2	1
уже очень	1	1
диалога с	1	3
и некоторые	2	1
для себя	3	7
на него	2	5
мир все	1	1
одна из	3	1
голосов даже	1	1
можно и	1	1
совпадает с	1	2
на второй	1	1
обращены к	1	1
слово героя	1	4
этого слова	2	5
все это	5	14
или меньшей	1	1
о слове	2	1
должно отметить	1	1
переходим к	2	4
приведенный нами	1	1
как исповедь	1	1
ведь не	1	1
их в	7	2
находится в	2	1
высшей степени	1	3
самом деле	4	10
герой не	2	2
ними и	1	1
диалогах с	2	1
которую он	3	1
братьях карамазовых	2	3
мы говорили	1	2
мысли и	3	1
его романов	2	1
он и	4	5
ли бы	1	1
что я	1	13
жизнь как	1	1
не сказал	1	1
о нем	6	2
хотя и	2	2
что тогда	1	1
с ее	3	3
что может	1	1
но конечно	1	2
и слово	6	8
замысле достоевского	1	1
не вступает	1	1
только на	1	4
как другого	1	1
он есть	2	2
чужое слово	3	6
например в	2	2
не удалось	1	1
что оно	1	2
и особенно	2	1
где он	1	4
из подполья	4	35
то же	5	15
и со	2	3
за живое	1	4
собою и	1	1
особый тип	1	1
здесь это	1	1
него все	1	1
мыслей и	1	1
это было	2	2
свои мысли	1	1
проявляется в	2	1
оно может	1	1
микродиалог и	1	1
героя в	5	5
его творчества	5	1
человеком а	1	1
ее как	1	3
них он	1	2
сухость рассказа	1	1
алеши и	1	1
его замысел	1	1
в романах	8	5
этом смысле	5	3
его герой	1	1
и страдает	1	1
от другого	1	2
не дано	1	1
есть у	2	1
обычной монологической	1	2
ну и	1	2
когда все	1	1
в центре	1	1
слово идея	2	1
характерно что	2	1
с собою	1	5
входящих в	1	1
в одном	6	6
и если	1	1
у достоевского	14	12
диалог а	1	1
а так	1	3
одном романе	1	1
пор еще	1	1
укладывается в	1	1
войти в	1	2
этом монологическом	1	1
или не	2	1
что же	4	7
только что	2	3
противоречии с	1	1
его сознания	1	1
автор в	1	2
его можно	1	1
карамазовых в	1	1
ни были	1	1
и быть	1	1
образ его	1	1
только слово	1	2
котором не	1	1
и их	6	1
было быть	1	1
его целом	3	2
случае в	1	1
образом в	2	1
и сознание	2	1
в которой	2	2
к нему	11	13
которой он	1	3
можно сказать	2	1
по своим	2	1
ничего не	3	3
говорили что	1	4
почти не	1	1
что он	7	24
отчетливо и	1	1
что по	1	1
данном случае	1	1
что они	3	6
он воспринимает	1	1
человека из	1	13
да что	1	2
в нем	20	16
чтобы в	1	1
его художественной	1	1
по сравнению	2	1
они ни	1	1
подчеркивает что	1	1
в других	1	1
во всех	4	3
и свой	1	3
у голядкина	1	2
все знает	1	1
в дальнейшем	2	2
его но	3	1
слова то	1	1
дан не	1	1
один из	2	1
что и	5	3
они уже	1	1
и поэтому	1	1
уже не	6	3
к правде	1	2
отношения к	2	1
с точки	9	2
же и	1	4
при всей	1	1
но только	2	3
герою не	2	1
котором мы	1	1
каждом слове	1	2
о друге	2	1
нельзя созерцать	1	1
он в	1	4
на нем	1	1
нарочито и	1	1
я но	1	1
в сущности	7	14
людей он	1	1
хотя бы	5	2
себе самом	3	5
несколько позже	1	1
или иной	3	4
образ героя	2	1
показать что	2	2
в ослабленной	1	2
именно поэтому	1	1
и принципы	1	1
с другими	7	2
и видят	1	1
диалогически и	1	1
другого героя	1	1
или в	2	2
самого начала	1	8
и по	2	2
есть борьба	1	1
каждой мысли	1	1
но в	6	19
человека в	5	1
нет здесь	1	3
но зато	1	4
а я	1	10
говорят что	1	1
в отличие	1	2
отказ от	1	1
сих пор	2	1
своего реализма	1	1
очень хорошо	1	1
со всем	1	1
если и	1	2
и сам	3	7
идеи и	4	1
установки и	1	1
но к	1	1
жизнь и	3	2
тем не	1	1
чужому сознанию	1	3
большей или	1	1
а тогда	1	1
конце концов	3	3
постоянно подчеркивает	1	1
а именно	3	1
это очень	2	1
можно лишь	1	2
голоса еще	1	1
при этом	2	2
того что	3	3
в форме	2	3
том что	7	3
но уже	2	2
другими людьми	1	1
среди них	3	1
у него	6	4
в ней	7	2
в келье	1	1
в другом	1	12
в нее	1	1
она и	3	1
в этих	4	2
в произведении	5	2
момент его	1	2
в свое	2	1
чем же	2	1
них не	1	1
и ничего	1	1
сама по	5	1
в котором	7	3
ни одной	1	1
они были	1	1
начала все	1	1
для него	9	14
но ни	1	2
да еще	1	2
как таковой	1	1
романе как	1	1
того же	1	1
речи девушкина	1	2
не о	2	4
друга но	2	1
увидеть и	2	2
лишь один	1	1
как к	2	5
зрения на	5	1
рассказ в	1	3
вступает в	4	2
ту же	1	1
характер носят	1	1
же это	1	1
в высшем	2	1
в ответ	1	1
входит в	9	1
рассказа иногда	1	1
у настасьи	1	1
его произведениях	1	1
свою установку	1	1
другого и	1	3
в слове	1	6
достоевского уже	1	1
в романе	3	1
но все	4	4
ведь тут	2	1
имел в	1	1
отвечает на	1	1
можно было	2	2
к миру	1	1
свою внутреннюю	2	1
и человек	1	1
свое время	2	1
него значит	1	1
же не	1	4
переходит в	2	2
жизнь в	1	1
и другие	4	1
в голове	2	2
человек из	2	7
еще более	1	1
ведь это	1	1
без всякой	1	1
друг к	3	3
от них	2	1
она только	1	1
в диалог	2	1
мы сейчас	1	1
с которым	1	4
стиля и	1	1
к чужому	1	4
со всех	1	1
