2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
быть вы	1	1
на его	4	5
как на	1	2
герои достоевского	1	2
но оно	1	1
к тому	6	1
отдельных мыслей	1	3
меня и	1	1
спорит с	1	1
героев переходим	1	1
на себе	1	1
таким же	1	2
и беспокойство	1	1
о тебе	1	1
перед нами	1	4
ним не	1	1
с первой	1	1
ближайших дней	1	1
сознании в	1	1
он приводит	1	2
на всю	2	1
голосов и	2	1
слово о	7	6
бы не	2	3
а лишь	1	3
из них	3	9
в бедных	1	1
и слова	2	1
и для	8	2
с другом	4	2
достоевского нет	3	1
алеши с	1	1
творчества достоевского	1	2
почти никогда	1	1
что только	1	1
отрывки из	1	2
самого достоевского	1	2
а что	2	2
до конца	4	7
в голосе	4	1
авторского замысла	1	2
что так	1	1
отличается от	1	1
действия романа	1	2
согласиться с	1	1
в вас	1	1
в первом	2	1
до начала	1	1
и эти	1	1
него не	1	3
нем но	1	1
одного и	1	2
для достоевского	2	4
в душе	2	1
вполне понятно	2	1
по себе	4	8
даже и	3	2
не менее	2	2
словом о	2	2
еще не	7	9
ни одного	9	3
он сам	6	6
последующих произведениях	1	1
с ним	7	8
так в	2	1
к его	1	1
и которая	1	1
полемикой с	1	1
но на	4	2
в конце	5	4
его чужой	1	1
иван карамазов	2	1
замысел автора	1	2
одному из	1	1
а в	7	3
ну так	4	1
тому что	2	1
бы беспрерывно	1	1
достоевского есть	1	1
слово и	2	2
правильного понимания	1	2
всего в	1	1
в статье	1	1
и более	1	2
только с	3	1
и предположений	1	1
в каждом	6	4
хочу я	1	1
говорить с	1	1
достоевского переходим	1	1
в непрерывном	1	1
глубже и	1	1
с самим	15	2
и должно	1	1
в уста	1	3
бы его	3	1
и вы	2	2
каков бы	1	1
на них	7	2
и вот	4	2
ослабленной форме	2	1
начале романа	1	2
дело в	1	1
где они	1	1
словом героя	2	1
что человек	1	1
русского романа	1	1
в своем	2	5
романа но	1	2
на которой	2	1
ни был	2	1
в самые	1	1
но с	1	3
с человеком	3	1
и на	6	7
в сторону	2	2
вы говорите	1	1
которые в	1	2
от друга	1	2
диалогах и	1	1
к другу	3	3
достоевского в	3	4
считает что	1	1
от него	6	3
по крайней	1	2
с которыми	2	2
рассказ мы	1	1
вообще не	2	1
перед его	3	1
нем и	1	1
для того	1	1
говорили в	1	2
внешне но	1	1
ответом на	1	1
и своего	3	1
диалога в	2	1
и положений	1	2
как и	18	14
и мучает	1	1
тому как	2	2
вступают в	1	2
не могу	3	1
потому что	8	8
а вы	1	1
друг друга	2	7
конечно и	1	2
на котором	1	1
что с	2	1
в самом	6	13
суда над	1	1
и подчеркнуто	1	1
голос а	1	1
же время	10	3
мы еще	1	1
в то	11	5
в мир	1	1
по отношению	6	8
никогда не	4	17
героев и	1	1
убийства отца	2	1
этом отношении	1	2
в напряженном	1	1
действующими лицами	2	2
человек как	1	1
на более	1	1
мире и	2	1
с чужим	2	1
всех этих	2	1
и в	35	45
все время	4	3
так же	7	5
не вмещается	1	1
отметить что	1	2
других людей	1	1
в мире	4	3
без всякого	2	1
чтобы она	1	1
так что	5	2
подполья но	1	1
записок из	3	1
в вашем	1	2
так как	4	5
из его	2	1
и только	1	1
но не	6	6
материалом для	2	1
голос должен	1	1
два голоса	3	1
и всегда	1	2
его за	4	1
у каждого	1	1
героев или	1	1
исключительной силой	1	1
не в	10	8
человека как	2	2
если оно	1	1
как будто	4	1
точек зрения	2	3
категорически отрицает	1	1
самосознания как	1	1
его внутреннюю	2	1
раскрываются только	1	1
прямо и	1	1
творчестве достоевского	7	1
сознания свою	1	1
поэтому он	3	1
есть в	1	8
образы и	1	1
на этом	2	1
мы должны	3	4
и через	1	2
помимо его	1	1
мы сказали	1	3
не могут	1	1
в которых	2	1
уже с	2	1
человек в	1	3
бы он	2	2
героев слово	1	1
и суда	1	1
и резко	1	1
и до	1	4
на нее	2	1
образа героя	3	2
как она	1	1
не совсем	1	2
не я	1	1
у меня	6	3
раз и	3	1
лишь как	1	1
всю жизнь	2	1
неудавшееся самоубийство	1	1
нами в	1	4
который не	1	1
отношении к	7	1
герой как	1	1
достоевского вовсе	1	2
с этим	3	1
лишь в	7	2
словом и	3	1
сущности не	2	1
романах достоевского	4	6
в предшествующих	1	1
и с	12	7
я и	2	3
мышкин и	1	1
в сознание	1	1
но это	6	2
позиции как	1	1
в него	3	1
это в	2	1
за всеми	1	2
друг другу	4	1
соня и	1	2
человек не	1	1
наконец на	1	1
позволяет ему	1	1
чужое сознание	1	1
же в	1	1
здесь достоевский	1	1
он уже	3	2
голосами и	1	1
диалог у	2	1
конечно не	2	6
о них	2	2
здесь только	1	1
он тоже	1	1
для этого	2	3
и т.д	3	3
по ту	1	1
он во	2	1
это все	1	1
это не	3	3
сознания то	1	1
и идеологической	1	1
есть они	1	2
слово в	2	3
отрывок из	2	1
с другой	4	1
некоторое время	1	1
замысел достоевского	1	1
и как	2	2
здесь в	2	2
иной раз	1	1
был не	1	1
в речах	6	1
которую мы	1	2
другого человека	3	1
бы ни	1	1
должно быть	3	4
и совершенно	1	1
но он	4	1
далеко не	1	4
которым он	4	1
и репликами	1	1
в чем	4	2
было бы	3	4
здесь и	1	2
как бы	31	15
героя там	1	1
бы быть	1	2
в процессе	1	2
ним он	1	1
в первой	1	1
идеологии достоевского	1	4
вне себя	2	1
прежде всего	12	11
точки зрения	7	19
заложенные в	1	1
человеке в	1	1
героя но	2	1
а с	3	3
поэтому для	1	1
его личности	1	2
него как	1	1
и позволяет	1	1
своих героев	1	2
в монологическом	1	8
и почти	1	1
он ни	1	1
мы остановимся	3	2
человека с	3	2
но и	14	15
они и	1	2
в диалогах	4	2
в ее	3	3
знает и	5	1
он может	1	2
нет и	4	3
задает себе	2	1
достоевского всегда	1	1
в очень	1	1
до сих	1	2
же я	2	1
сочетается с	1	4
подполья и	1	1
в творчестве	4	1
не знает	6	4
твердый и	1	1
идеологической позиции	1	2
в большинстве	2	2
но именно	2	1
самим собой	7	1
себе но	2	1
мы не	1	1
чужих устах	2	1
люблю я	1	1
замыслу своему	1	1
одной из	2	2
героя с	1	2
здесь действительно	1	1
завершенный образ	2	2
или как	3	1
себя в	2	2
мы можем	2	4
на протяжении	5	3
свою идею	1	1
ним диалогически	1	1
позиции героя	1	1
во всем	4	1
новые идеи	1	1
установка по	1	1
героя и	10	7
только для	1	2
же из	1	1
они действительно	2	1
себя на	1	2
превращаются в	1	1
голосов в	5	1
в результате	1	3
здесь мы	1	1
именно потому	2	1
на самом	9	1
или точнее	1	1
которая в	1	1
их с	1	1
и наконец	7	1
же если	1	1
других слов	1	1
его слову	1	1
быть в	2	2
в целом	3	5
они становятся	1	1
и человека	1	1
не хочет	2	1
есть именно	1	1
в последующих	1	2
в письме	1	1
в преступлении	1	2
что не	4	5
поэтому диалог	2	1
и пр	1	2
предметом изображения	1	1
а не	4	10
этот вопрос	1	4
говорить о	3	1
с одной	1	1
крайней мере	1	2
силы и	1	1
до жиль-блаза	1	1
в этом	14	20
реплики и	2	1
время как	2	1
превращается в	1	4
тотчас же	4	2
весь его	2	1
все те	1	2
достоевский не	1	3
об этом	1	3
одного сознания	3	6
она была	1	1
одним из	1	3
и внутренне	2	2
ними в	1	1
и ее	1	7
он говорит	1	2
уже очень	1	1
диалога с	3	1
и некоторые	1	2
для себя	7	3
на него	5	2
мир все	1	1
одна из	1	3
голосов даже	1	1
можно и	1	1
совпадает с	2	1
на второй	1	1
обращены к	1	1
слово героя	4	1
этого слова	5	2
все это	14	5
или меньшей	1	1
о слове	1	2
должно отметить	1	1
переходим к	4	2
приведенный нами	1	1
как исповедь	1	1
ведь не	1	1
их в	2	7
находится в	1	2
высшей степени	3	1
самом деле	10	4
герой не	2	2
ними и	1	1
диалогах с	1	2
которую он	1	3
братьях карамазовых	3	2
мы говорили	2	1
мысли и	1	3
его романов	1	2
он и	5	4
ли бы	1	1
что я	13	1
жизнь как	1	1
не сказал	1	1
о нем	2	6
хотя и	2	2
что тогда	1	1
с ее	3	3
что может	1	1
но конечно	2	1
и слово	8	6
замысле достоевского	1	1
не вступает	1	1
только на	4	1
как другого	1	1
он есть	2	2
чужое слово	6	3
например в	2	2
не удалось	1	1
что оно	2	1
и особенно	1	2
где он	4	1
из подполья	35	4
то же	15	5
и со	3	2
за живое	4	1
собою и	1	1
особый тип	1	1
здесь это	1	1
него все	1	1
мыслей и	1	1
это было	2	2
свои мысли	1	1
проявляется в	1	2
оно может	1	1
микродиалог и	1	1
героя в	5	5
его творчества	1	5
человеком а	1	1
ее как	3	1
них он	2	1
сухость рассказа	1	1
алеши и	1	1
его замысел	1	1
в романах	5	8
этом смысле	3	5
его герой	1	1
и страдает	1	1
от другого	2	1
не дано	1	1
есть у	1	2
обычной монологической	2	1
ну и	2	1
когда все	1	1
в центре	1	1
слово идея	1	2
характерно что	1	2
с собою	5	1
входящих в	1	1
в одном	6	6
и если	1	1
у достоевского	12	14
диалог а	1	1
а так	3	1
одном романе	1	1
пор еще	1	1
укладывается в	1	1
войти в	2	1
этом монологическом	1	1
или не	1	2
что же	7	4
только что	3	2
противоречии с	1	1
его сознания	1	1
автор в	2	1
его можно	1	1
карамазовых в	1	1
ни были	1	1
и быть	1	1
образ его	1	1
только слово	2	1
котором не	1	1
и их	1	6
было быть	1	1
его целом	2	3
случае в	1	1
образом в	1	2
и сознание	1	2
в которой	2	2
к нему	13	11
которой он	3	1
можно сказать	1	2
по своим	1	2
ничего не	3	3
говорили что	4	1
почти не	1	1
что он	24	7
отчетливо и	1	1
что по	1	1
данном случае	1	1
что они	6	3
он воспринимает	1	1
человека из	13	1
да что	2	1
в нем	16	20
чтобы в	1	1
его художественной	1	1
по сравнению	1	2
они ни	1	1
подчеркивает что	1	1
в других	1	1
во всех	3	4
и свой	3	1
у голядкина	2	1
все знает	1	1
в дальнейшем	2	2
его но	1	3
слова то	1	1
дан не	1	1
один из	1	2
что и	3	5
они уже	1	1
и поэтому	1	1
уже не	3	6
к правде	2	1
отношения к	1	2
с точки	2	9
же и	4	1
при всей	1	1
но только	3	2
герою не	1	2
котором мы	1	1
каждом слове	2	1
о друге	1	2
нельзя созерцать	1	1
он в	4	1
на нем	1	1
нарочито и	1	1
я но	1	1
в сущности	14	7
людей он	1	1
хотя бы	2	5
себе самом	5	3
несколько позже	1	1
или иной	4	3
образ героя	1	2
показать что	2	2
в ослабленной	2	1
именно поэтому	1	1
и принципы	1	1
с другими	2	7
и видят	1	1
диалогически и	1	1
другого героя	1	1
или в	2	2
самого начала	8	1
и по	2	2
есть борьба	1	1
каждой мысли	1	1
но в	19	6
человека в	1	5
нет здесь	3	1
но зато	4	1
а я	10	1
говорят что	1	1
в отличие	2	1
отказ от	1	1
сих пор	1	2
своего реализма	1	1
очень хорошо	1	1
со всем	1	1
если и	2	1
и сам	7	3
идеи и	1	4
установки и	1	1
но к	1	1
жизнь и	2	3
тем не	1	1
чужому сознанию	3	1
большей или	1	1
а тогда	1	1
конце концов	3	3
постоянно подчеркивает	1	1
а именно	1	3
это очень	1	2
можно лишь	2	1
голоса еще	1	1
при этом	2	2
того что	3	3
в форме	3	2
том что	3	7
но уже	2	2
другими людьми	1	1
среди них	1	3
у него	4	6
в ней	2	7
в келье	1	1
в другом	12	1
в нее	1	1
она и	1	3
в этих	2	4
в произведении	2	5
момент его	2	1
в свое	1	2
чем же	1	2
них не	1	1
и ничего	1	1
сама по	1	5
в котором	3	7
ни одной	1	1
они были	1	1
начала все	1	1
для него	14	9
но ни	2	1
да еще	2	1
как таковой	1	1
романе как	1	1
того же	1	1
речи девушкина	2	1
не о	4	2
друга но	1	2
увидеть и	2	2
лишь один	1	1
как к	5	2
зрения на	1	5
рассказ в	3	1
вступает в	2	4
ту же	1	1
характер носят	1	1
же это	1	1
в высшем	1	2
в ответ	1	1
входит в	1	9
рассказа иногда	1	1
у настасьи	1	1
его произведениях	1	1
свою установку	1	1
другого и	3	1
в слове	6	1
достоевского уже	1	1
в романе	1	3
но все	4	4
ведь тут	1	2
имел в	1	1
отвечает на	1	1
можно было	2	2
к миру	1	1
свою внутреннюю	1	2
и человек	1	1
свое время	1	2
него значит	1	1
же не	4	1
переходит в	2	2
жизнь в	1	1
и другие	1	4
в голове	2	2
человек из	7	2
еще более	1	1
ведь это	1	1
без всякой	1	1
друг к	3	3
от них	1	2
она только	1	1
в диалог	1	2
мы сейчас	1	1
с которым	4	1
стиля и	1	1
к чужому	4	1
со всех	1	1
