2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram
но это	3	6
слов в	4	2
что считать	1	1
весь процесс	1	1
друг другу	1	1
ее в	1	1
воспламеняются свои	1	1
же в	1	2
в ряду	6	3
конечно не	2	1
слова если	1	2
восприятий слово	1	1
это не	7	1
слова что	1	1
этимологическое значение	1	1
бы ни	2	3
но он	1	1
должно быть	5	5
есть деятельность	1	1
это значит	1	1
того как	6	4
бы быть	1	2
морем а	1	1
прежде всего	1	3
указывает на	2	6
в переносном	3	1
тем и	6	3
природы то	1	1
эти слова	1	2
этот предмет	1	2
до тех	6	1
этом следует	1	1
мысль что	3	1
можно видеть	2	5
в образовании	1	1
если ему	1	1
при понимании	1	4
большее количество	1	1
что происходит	2	1
говорящего это	1	1
фона на	1	1
ее образ	1	1
научного анализа	1	1
lazarus т	2	1
перестает быть	1	4
есть именно	1	1
с течением	2	1
до сознания	1	1
наоборот в	1	1
языков и	1	1
если это	1	1
тех пор	6	1
все что	2	4
признак выраженный	1	1
течением времени	2	1
об этом	2	2
в образе	2	3
других случаях	1	1
значения и	1	1
в некотором	1	2
в говорящем	2	1
произведений искусства	1	1
которое предполагает	2	1
примыкает к	5	1
в поэзии	3	1
определенности и	1	1
и таким	3	1
что хотя	3	2
нас воспроизводить	1	1
образ не	2	1
и прозе	1	1
мы называем	1	1
понимающем что	1	1
и есть	3	3
образ сам	1	1
самом деле	3	2
степенях развития	1	1
хотя и	5	1
то нужно	1	1
в ребенке	2	1
другому и	1	1
например в	3	6
слове а	2	1
то же	14	23
без слова	1	3
который ему	1	1
могло бы	1	1
другими словами	8	1
случае если	1	1
мысли то	4	3
нельзя сказать	3	3
мы могли	2	1
не дано	2	1
бы совершенно	1	1
форма в	1	4
содержания а	1	1
чувственное восприятие	1	3
а все	1	1
от свойства	1	1
этому предмету	1	1
мы видим	2	2
но мы	2	2
что совокупность	1	1
не идет	1	1
потому имеет	1	1
в основание	1	1
известных нравственных	1	1
один из	2	4
одного корня	1	1
в действительности	3	5
в обществе	2	1
ясно что	1	1
то тем	1	3
с точки	3	1
можно только	2	2
вместе непонимание	1	1
было для	1	1
я в	2	1
некоторым образом	1	3
понятия и	1	2
совершившийся в	1	1
но в	8	1
который бы	2	1
не имеет	5	6
сих пор	4	3
к звуку	1	2
тем не	4	3
человек думает	1	1
и уясняется	1	1
а потом	1	1
или если	2	1
степени развития	1	2
гар или	1	1
эти последние	1	2
в котором	4	4
для него	5	9
на каждом	1	1
свою очередь	1	3
образа если	1	1
видеть из	1	1
мере если	1	1
предмета который	1	1
и это	2	4
мы его	3	1
что мысль	3	2
и понятие	1	1
не с	2	1
случае когда	2	1
ничего общего	1	2
чувственными восприятиями	4	1
трудно определить	1	1
связь с	1	3
не следует	2	5
словом то	1	1
ли она	1	4
есть для	5	5
дается человеку	2	1
образ или	2	2
виду что	2	1
своей точки	1	1
от нее	1	2
том виде	1	1
существующие независимо	1	1
от чувственного	1	1
когда мы	6	2
к своей	1	1
в последнем	1	3
такой взгляд	1	1
в выражении	2	1
этой мысли	1	2
признаки а	1	1
в одном	4	2
если животное	1	1
на который	2	1
или поздно	2	1
проч но	2	1
той же	3	2
других но	1	1
только после	1	1
понятно если	2	1
друг от	1	1
а как	2	2
может ли	1	1
или же	1	4
деятельность есть	1	2
не знаем	2	3
указывая на	2	1
понимание есть	1	1
самого предмета	1	1
и все	4	3
от всего	1	3
на этот	2	1
то для	1	2
много признаков	1	1
человеческой жизни	1	3
мы только	1	1
согласие в	1	1
и о	4	2
еще только	1	1
жизни и	1	2
что эта	1	2
в них	3	5
для понимания	2	4
но тем	2	2
может стать	1	2
из многих	1	2
если не	1	4
там где	3	3
слово имеет	1	2
состоит не	1	3
ко всем	3	2
слова но	1	2
из глубины	1	1
понимания слова	1	1
в том	23	32
происходит в	2	1
идет от	2	1
проч а	1	1
это можно	2	3
вдаваясь в	1	1
совершенно ошибочно	1	1
чем больше	2	1
как при	1	2
народной поэзии	7	2
от того	4	8
одной только	1	1
заметим следующее	1	1
без которой	1	1
к самому	1	1
что между	3	1
и другому	1	1
мыслей вызываемых	1	1
и наоборот	1	4
не все	1	4
как мы	2	7
слова от	2	1
заключает в	8	5
уже есть	2	1
и поэзии	3	1
мысли но	4	1
steinthal с	1	6
чувственный образ	11	23
в сфере	1	1
не думая	2	2
что как	4	2
только тогда	5	9
внутренняя жизнь	1	1
многих других	1	1
важную черту	1	1
можно назвать	2	1
есть не	4	7
в виде	2	2
пока не	2	1
что чувственный	3	1
раз при	1	1
и сделал	1	1
тот же	2	1
есть одновременная	1	1
положим что	3	2
со стороны	3	3
одно из	1	5
поэзии в	1	1
та и	1	1
несомненно что	1	2
что здесь	1	1
не встречает	1	1
то он	2	2
здесь можно	1	1
к слову	3	2
содержание мысли	1	2
и язык	1	1
сочетания признаков	1	1
то это	8	6
звуке и	1	1
не заботясь	1	1
готовой уже	1	1
том случае	3	1
есть первообраз	1	1
мысли без	1	1
живой речи	1	2
на слово	1	2
с высоты	1	1
пламя свечи	1	1
в связь	1	1
как представление	1	1
уже в	5	5
перестать быть	1	1
находиться под	1	1
что сознание	1	1
есть еще	1	3
думать при	1	1
в истории	4	1
что те	1	1
что всякое	1	1
и потому	10	4
единственно потому	1	1
свойств и	1	2
вряд ли	1	1
как на	1	5
как у	1	1
заставляет нас	1	2
носит на	1	1
определение в	1	1
из них	1	6
и слова	2	2
моего ведома	1	1
сгущение мысли	1	1
в области	2	2
представление есть	1	4
не менее	5	5
еще не	3	5
он сам	1	1
же самое	4	1
причины не	1	1
но на	1	1
в звуке	1	4
следовательно и	1	1
на все	1	2
не вполне	2	1
эта последняя	2	2
и чувство	1	1
нуждаются в	1	1
и тогда	1	3
стороны но	1	1
кругу восприятий	1	1
человек впервые	2	1
трава зелена	1	4
и на	3	3
язык без	1	1
возможно только	3	3
меня то	2	2
есть то	4	2
и понятия	2	3
в двух	2	1
стало быть	8	1
предположить и	1	1
для того	6	4
одном пункте	2	1
тому как	2	5
предмет сам	1	1
думая о	1	1
почему он	1	1
в самом	3	8
например что	2	1
по этому	1	1
тогда как	4	2
степень забвения	1	1
человеческой души	1	1
значение только	1	2
в то	4	10
словом не	1	1
как оно	2	1
так же	4	3
без всякого	1	1
так что	5	7
мысль не	1	2
не в	11	15
есть в	5	3
до нее	1	1
значением то	1	1
сила или	2	1
на нее	3	1
прибавить что	1	3
отношении к	1	2
что этот	1	1
лишь в	3	1
скажем что	1	2
на чувства	1	1
в мысли	3	2
исходя из	1	1
в природе	1	2
поэтического произведения	5	2
и ряд	1	1
в старину	2	1
до языка	2	1
бы невозможно	1	1
слово в	4	4
которую мы	1	1
далеко не	1	4
этого последнего	2	2
всякой обработки	1	1
как бы	5	3
в процессе	3	1
мысль говорящего	2	1
все остальное	1	1
в глаза	1	1
вне себя	1	2
а с	1	2
видно что	4	1
говорит лацарус	2	1
уже по	2	1
с здесь	1	2
же что	2	6
он может	1	1
я представляю	2	2
нет и	1	1
пример в	1	1
истина и	1	1
внешней формы	1	1
мы можем	10	3
привести в	1	2
от его	2	1
которая в	1	1
власть над	1	1
не подлежит	1	2
и человека	1	1
время когда	2	1
что не	6	8
что эти	3	1
царя трояна	1	2
а не	12	15
языком и	3	1
без слов	1	4
но можно	1	1
если мы	2	1
превращается в	2	1
жизни то	1	1
каким образом	2	1
будет ли	1	2
одним из	1	1
говорит только	1	2
что куда	1	1
слова наука	1	1
тождества мысли	1	1
всего остального	1	1
с морем	1	1
напротив в	1	1
лишь тогда	3	2
этого предмета	1	1
только одно	1	1
но слово	1	3
могли бы	4	1
словами гумбольдта	1	1
а может	2	1
ее не	3	1
и другое	2	1
деле в	1	1
humboldt т	1	14
собою и	2	1
при помощи	3	1
это было	2	3
ему при	1	1
рано или	2	1
на доску	2	1
научной мысли	1	1
человека и	3	5
что же	5	2
или лучше	2	2
слова с	3	3
и быть	2	1
столь же	2	4
ее от	1	1
мыслях вместе	1	1
вопрос о	2	1
в которой	6	3
одной и	1	4
можно думать	2	3
мы старались	1	1
к нему	5	3
что ни	1	2
ничего не	1	1
же выйдет	1	1
что по	2	2
самым мы	1	1
из стихий	1	1
самого говорящего	2	1
и словом	2	1
то по	1	1
из одного	3	1
развития мысли	2	5
подлежит сомнению	1	1
по поводу	4	4
разной мере	1	1
только потому	4	3
еще один	1	1
грамматических категорий	1	2
одного его	1	1
при всей	1	1
это слово	4	4
быть только	1	4
на пути	1	1
том же	2	2
заботясь о	1	1
на предмет	1	2
в сущности	2	1
такое значение	1	1
его признаков	1	2
чувственные восприятия	1	1
и здесь	2	1
заключаться в	1	1
звуком без	1	1
ни качества	1	1
мысли есть	4	2
ее с	1	1
при некотором	1	1
только из	1	1
при этом	15	3
того что	14	18
в форме	1	2
необходимо предположить	1	1
бы было	1	2
но что	2	2
у него	1	2
предполагает что	1	1
в нее	3	1
в этих	3	1
в произведении	1	3
одному что	1	1
разницею что	1	1
указывают на	1	1
и поэзия	2	1
может считаться	1	1
нечто такое	2	1
бы перестать	1	1
в искусстве	3	3
себе что	1	2
входит в	1	2
какое именно	1	2
каждое из	1	2
человека до	1	1
в слове	22	32
что это	7	4
наблюдать за	1	1
находятся в	1	1
от ее	2	1
не об	1	1
от них	1	2
имеет уже	1	1
мысль и	1	1
с которым	2	1
образа и	3	3
времени и	1	1
когда например	2	2
эти признаки	1	1
к тем	1	2
в собственном	1	2
действует на	1	5
она есть	1	1
слова и	5	5
даже в	2	2
каждый раз	4	2
того и	1	1
таком случае	2	2
мысли а	2	4
не находим	1	1
что при	1	3
так и	6	11
речи есть	1	2
один и	5	1
тем самым	4	7
только от	3	3
внутреннюю форму	3	5
но как	1	2
что внесено	1	1
как слово	1	3
языка для	1	1
к поэзии	1	1
всех сторон	1	1
если бы	13	12
нас в	2	1
с увеличением	1	1
возможны только	1	2
но совершенно	1	1
без сомнения	4	4
все в	2	2
и другая	1	1
от известного	1	1
мы тем	1	1
первый раз	1	1
что она	2	3
что если	6	1
внешней природы	6	2
и что	7	10
же мало	1	1
что представление	2	1
выше примере	1	1
слова так	1	1
в живой	1	2
восприятий но	1	1
тесной связи	1	1
после того	2	1
и притом	2	2
поэтическом произведении	2	1
прибавляет к	1	1
на одном	1	1
в мысль	1	1
иметь в	2	2
это то	1	1
что все	4	3
между этими	1	1
можно убедиться	1	1
сказать что	8	5
то есть	34	34
вместе с	6	12
предметом и	1	2
поэтому понимание	1	1
значения в	1	1
мысль о	6	5
для говорящего	3	3
средство развития	1	1
вспомнить что	1	1
сколько нужно	1	1
а потому	1	6
графически это	1	1
относится к	1	4
то в	3	1
и его	2	4
слова есть	1	3
мысли предмет	1	1
служит только	1	1
эти образы	2	1
нужно было	1	1
я как	1	5
в обыкновенном	1	1
или наоборот	1	1
проникнут мыслью	1	1
только один	1	2
том смысле	2	3
другому в	1	1
поэтическим произведением	1	1
признаков в	3	2
представления и	3	3
своей мысли	1	4
двух представлений	1	1
и проч	18	16
как пламя	1	1
на мысль	4	4
и мысли	2	1
почти то	1	2
этом одном	1	1
что действительно	1	1
с которой	1	1
в первый	2	1
предмет в	1	1
т п	4	2
и даже	2	2
есть известное	1	3
следует сказать	2	1
и тем	4	5
что то	3	1
только в	15	21
лучше сказать	1	2
в смысле	3	4
содержание например	1	1
все то	1	1
не вдаваясь	1	1
восприятие через	2	1
для понятия	1	1
и эта	1	1
и я	2	1
как в	7	10
что например	3	3
мы уже	3	2
что у	3	1
но вместе	1	4
быть объяснено	1	1
тем более	5	4
природы даже	1	1
форма есть	2	1
не думает	1	1
мысли так	1	2
на отношения	1	1
однако по	1	1
судя по	2	1
в человеке	1	3
есть и	2	1
на языке	1	1
в их	1	2
внесено в	1	1
строгом смысле	1	1
своего народа	1	1
не были	2	2
что бы	1	1
в себе	14	16
в словах	1	3
к тому	3	7
мысли если	1	2
для мысли	2	4
формы в	3	1
сказать и	1	1
художественное произведение	2	6
в эту	1	1
только как	4	5
бы уже	1	1
в новом	1	2
выведено из	1	1
понятие об	1	1
у царя	1	2
и вместе	3	3
в разных	3	2
всякое согласие	1	1
которые мы	2	1
а слово	1	2
с ним	5	6
относиться к	1	1
заметим что	3	1
именно того	1	1
в данное	1	1
сказанному выше	1	2
тому что	2	3
слово и	3	3
и более	4	1
свои газы	1	1
с одним	1	1
до такой	5	1
на которую	1	1
судить о	2	1
образ травы	1	1
двух слов	1	5
с этою	1	1
века не	1	1
не ради	1	1
которые в	1	1
единство звука	1	1
есть уже	4	11
в сложном	2	1
следует прибавить	1	1
словом которое	1	2
так или	2	2
предметы а	1	1
что одно	1	1
а можно	1	1
не имели	2	1
причины почему	1	1
потому что	33	46
друг друга	2	3
ему в	1	2
чувственных восприятий	2	7
одно целое	1	1
состоять в	1	1
внутренняя форма	2	15
на том	2	1
и то	5	8
ведь мы	1	1
по отношению	10	5
этом отношении	1	2
создания мысли	1	1
новое восприятие	2	5
него вовсе	1	1
язык не	5	2
к сознанию	2	2
так как	14	13
и каждое	1	2
на отношение	1	1
то вопрос	1	1
даже не	2	1
признаков из	1	2
не могут	2	5
как форма	1	1
представить себе	2	3
отдельно как	1	1
в известной	1	1
думать что	4	5
до самого	1	1
и отношения	1	1
из себя	2	2
весьма трудно	1	1
не дается	1	4
потому же	1	2
языка и	3	2
и с	4	2
с d	1	3
только до	1	1
есть орган	1	1
под влиянием	1	1
от мысли	2	1
это в	1	2
что нельзя	1	1
когда слово	1	3
можем предположить	1	1
мысли которая	2	3
предмет и	1	2
с другой	2	7
человека хотя	1	1
в чем	1	3
было бы	8	9
чувственным образом	1	2
очевидно что	7	5
одном слове	1	1
касается до	1	1
к своему	1	2
бы только	2	1
именно в	3	3
образ есть	1	2
с тою	1	1
мы не	8	9
одной из	1	2
стремится к	2	1
выражать уже	1	1
образе который	1	1
и другого	1	1
здесь мы	2	1
развития и	2	1
и относительно	2	1
а нечто	2	1
ближайшим образом	1	2
это значение	2	1
быть в	1	1
когда предшествующие	1	1
но эта	2	1
сам язык	1	1
с одной	1	7
в понятие	2	1
со звуком	1	1
быть назван	3	1
точно так	2	12
слово с	6	2
но самое	2	1
поэзии и	7	1
ними в	1	1
том как	1	3
видно и	1	1
предполагаем в	1	3
разница только	1	1
до того	3	4
природы в	1	2
этого слова	7	11
все это	5	4
и трудно	1	1
же раз	1	1
подобным образом	1	1
в сознании	4	15
находится в	5	1
иначе и	1	2
невозможно но	1	1
для животного	1	1
себе сознание	2	1
это восприятие	1	1
если я	1	1
что я	11	5
явления и	2	1
мифов за	1	1
время и	1	2
слов а	1	1
выше его	1	1
как из	1	1
то не	1	2
что первое	1	2
его на	1	1
о человеке	3	1
равно как	2	1
в экономии	1	1
ограничиться только	1	1
ни действия	1	1
это так	1	1
и если	3	2
или не	1	1
эту минуту	1	1
только что	3	8
в такой	1	1
существует лишь	1	1
под одно	1	1
я говорю	3	1
составленное из	1	1
образом в	5	3
себе независимо	1	2
внутренней формы	10	19
и мы	5	2
чувственные образы	1	1
свою мысль	2	2
не всегда	3	2
а это	1	1
что он	4	6
данном случае	2	1
и тот	3	2
есть дело	1	2
тем а	1	1
не говорит	1	1
связанное с	1	2
сама она	2	1
силы природы	1	1
что и	7	13
уже не	3	6
направлении и	1	1
в силу	7	3
человек и	1	1
известного рода	1	1
этому последнему	1	1
с какою	1	4
мысли что	2	4
слове мы	1	1
окажется что	1	1
с другими	4	5
и по	3	4
имеет для	5	3
сделал его	1	1
то оно	1	3
а тем	1	2
в ней	2	8
работа мысли	3	1
когда человек	4	1
слово есть	5	9
чувственного образа	6	16
действия ни	1	1
в свое	1	2
них не	1	1
разные стороны	1	1
нас это	1	1
сам по	4	5
бы при	1	1
того же	1	1
к новому	1	1
к ней	2	5
что будет	2	1
им так	1	1
самым и	1	1
уже при	1	1
но все	1	2
свое время	1	1
образом язык	1	1
со всех	1	1
если б	4	5
то так	2	1
об отношении	2	4
живет только	1	1
другое слово	1	1
предполагает мысль	1	1
для меня	10	4
общего с	1	1
не другое	1	1
мысли о	2	2
из сознания	1	1
из него	2	2
к одной	1	3
мною во	2	1
в наших	2	1
независимо от	6	5
как о	1	2
итак слово	2	1
человеческой природы	2	1
не выражается	1	1
в другой	2	1
точно таким	1	1
отдельных лиц	1	1
взрослые говорят	1	1
за пределы	1	2
есть нечто	5	4
отделяется от	1	1
а представление	1	1
не как	2	2
в каком	4	5
в более	2	1
не прямо	1	1
других в	1	1
имеет в	2	1
следовало бы	1	1
всего человека	1	2
и простейшим	1	1
должна быть	1	1
в свою	2	3
значение этого	2	1
та же	1	2
самосознания и	1	1
к одному	3	5
что в	17	17
человеческой деятельности	1	1
за ним	2	3
из мира	1	1
в своей	1	2
но если	1	1
был этот	1	1
со словом	3	4
мною в	1	2
сначала все	1	1
с поэзиею	2	1
бы мы	1	2
в зародыше	2	2
о единстве	2	1
что на	2	1
и стало	1	1
его стихии	1	1
духа в	1	1
и значением	4	2
кажется будто	1	2
слово может	1	5
мысли как	2	3
только не	3	2
на деле	2	5
не то	5	3
не может	11	6
комплекса признаков	1	1
мы видели	1	4
не могло	1	1
слово это	1	2
в понимающем	1	2
по тому	2	5
его содержание	2	1
образ и	1	6
та что	1	1
форма мысли	2	1
этот образ	2	4
не существует	2	3
ряду других	3	2
для сознания	1	4
о том	8	2
между тем	9	9
его не	1	1
нечто вроде	1	2
можем заметить	1	1
отказаться от	1	2
в виду	3	1
на то	7	2
быть не	2	2
от своего	1	1
главным образом	1	1
посредством представления	1	1
может быть	26	28
разница между	1	3
в поэтическом	1	2
давно уже	3	1
мысли не	3	3
она не	2	2
была бы	1	4
с тем	7	7
согласно с	1	2
во многих	2	1
увидим что	1	1
при каждом	1	1
вслед за	1	3
значение не	1	3
отличие от	1	1
его к	2	2
себе противоречие	1	1
и самое	1	2
природы и	2	2
но нет	2	1
в таком	4	3
помнить что	1	1
показывает что	1	2
значение слова	5	5
не было	12	4
приведем относящееся	1	1
того чтобы	4	3
и при	2	4
с ними	3	1
предполагает в	1	1
в этой	1	2
одна и	2	1
из подобных	1	1
само по	5	3
уже готовую	1	1
в единстве	1	1
но язык	1	1
от нас	1	3
положение что	1	1
не дробится	1	1
во всяком	5	1
мысли говорящего	1	2
что до	2	1
в мыслях	1	1
и вообще	2	3
есть представление	2	6
сочетания с	1	1
и значения	1	1
такое же	2	3
не только	10	21
он не	2	4
обозначим через	1	1
что даже	2	4
там же	3	6
формы есть	1	1
у человека	1	1
только под	3	2
то нечто	1	1
тем же	1	4
образом можно	1	1
слова в	3	7
наших слов	1	1
было в	3	1
между ними	4	1
одно с	1	1
есть настолько	1	1
на себе	3	1
таким же	5	1
усилий мысли	1	1
в общих	2	1
одной стороны	1	3
бы не	3	4
отдельного слова	2	1
звука и	1	2
без моего	1	1
и многие	2	1
что только	2	6
от сознания	1	1
это только	1	1
для человека	4	4
течение нашей	1	1
в душе	1	10
оно выражено	1	1
по себе	11	16
настоящего времени	2	1
так в	3	2
которой оно	1	1
общих чертах	2	1
непосредственно примыкает	2	1
образом мы	3	1
всякое понимание	1	1
все содержание	2	1
а в	5	12
даже тогда	1	2
каждом шагу	1	1
слов с	1	1
в каждом	3	3
признаков образа	1	2
силу того	1	1
которой нет	1	1
полагается начало	1	1
одним и	1	3
или действия	1	1
есть положительное	1	1
первое слово	1	2
вещь и	1	1
на которой	1	3
ни был	3	1
влиянию на	1	1
отношение этого	1	1
от друга	1	1
от него	2	2
бы слово	1	1
посредством языка	1	2
в одно	1	3
в разной	1	1
быть даны	1	1
языке и	4	1
представлений и	2	1
другого в	1	1
для которой	1	1
что с	1	2
это последнее	4	2
смысле что	1	1
представляемое мною	1	2
что есть	3	2
действие и	1	1
сводятся к	2	1
слова не	3	2
голову по	1	1
в мире	2	1
говорящего и	2	3
хотя в	2	1
предикативное отношение	1	1
позднейшего развития	2	1
мы должны	2	4
значением форма	1	1
а между	4	2
в которых	3	2
и до	3	2
и говорить	2	1
внутренней связи	1	1
у меня	1	2
общие стороны	1	1
в таких	2	1
человеческой мысли	2	1
предложения иначе	1	1
словом и	1	5
слове и	1	5
быть названо	4	1
предположить что	4	1
в сознание	2	7
обыкновенном смысле	1	1
самою природою	1	1
что слово	10	7
восприятием и	1	1
язык есть	7	2
человек не	2	2
это сравнение	2	2
постоянным эпитетом	1	1
для мыслящего	1	1
данных в	1	1
здесь только	1	3
носит в	1	1
дает мысли	1	1
образом и	1	3
какое значение	1	1
и как	2	5
но несомненно	1	1
из коих	2	6
что такое	7	2
как посредством	1	1
другой значило	1	1
которая на	1	1
есть центр	1	1
часть его	1	2
точки зрения	4	2
посредством слова	2	6
мы применяем	2	1
один признак	2	1
по которому	3	5
оставаться при	1	1
человека с	1	1
но и	11	19
но есть	4	1
при котором	1	1
из сказанного	3	2
в ее	2	2
до сих	4	3
не знает	1	3
том чтобы	1	2
к нам	1	1
образом если	1	1
во всем	1	1
членораздельный звук	3	3
только для	2	1
на самом	3	1
за собою	2	2
одно слово	5	2
говорить о	5	3
крайней мере	5	5
от внешних	1	1
в этом	23	10
относящееся сюда	1	1
на чем	1	2
не принадлежит	1	1
слово не	1	5
чего в	1	1
что мы	10	8
акт мысли	1	2
между собою	4	6
он говорит	1	2
и связи	1	1
что новые	1	1
из этих	2	9
в языке	16	7
быть собою	1	2
с не	1	1
мере того	4	3
в чувственном	2	1
их в	3	2
обращается к	1	1
и когда	2	1
мысли и	7	2
заключается в	1	1
например и	1	1
только на	4	3
под этим	1	1
если скажем	1	1
бы для	1	1
будет понятно	2	2
объясняет свои	1	1
есть средство	4	3
т с	6	22
образа как	1	3
не будет	3	3
мы различаем	2	2
которые не	2	1
не глядя	2	1
представим себе	1	1
в речи	3	2
начиная с	1	1
из ряда	1	1
то обращается	1	1
с прежним	1	1
вместе несогласие	1	1
или словом	1	1
можно сказать	4	3
в систему	1	1
вопрос об	1	2
непонимание всякое	1	1
в нем	7	9
во время	2	2
в других	2	2
заметить что	6	3
во всех	1	1
или иначе	2	1
о значении	1	1
чувственных данных	1	1
потому мы	1	1
звуки и	1	1
котором мы	1	2
самое содержание	1	1
между прочим	3	1
апперцепция в	1	1
художественного произведения	1	5
тому одному	1	1
имел бы	1	1
проч и	3	1
как нечто	1	1
или в	1	3
же нам	1	2
мы же	1	1
смотрит на	1	2
столько же	1	1
от одного	3	1
явлений и	1	2
свечи не	1	2
старались показать	1	1
том что	12	18
к значению	2	1
о котором	1	1
она и	2	1
отношения между	2	1
отсюда видно	1	1
и следовательно	3	3
лежащие в	1	1
чувства и	1	3
есть понятие	1	2
такое что	1	1
в голову	2	1
глядя на	2	2
чем более	3	1
невозможна без	1	1
оно не	2	4
указание на	1	2
связь между	3	2
трояна козьи	2	1
теперь и	1	1
оно есть	2	3
слово было	1	1
не другим	1	2
