2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
именно так?	1	1
живых личностей	2	1
от своего	1	2
вещи ни	1	1
а потому	1	1
как мы	4	2
но его	1	3
как я	1	2
в видимом	1	1
может быть	17	13
и можно	1	2
в каких	1	1
то в	7	2
ничто не	3	2
и его	1	5
не можем	1	2
вероучением и	1	1
на ту	1	1
что как	2	1
то самое	1	1
или его	2	1
только тогда	2	3
есть реальность	1	1
в отношении	5	1
мифе о	1	1
были бы	2	1
которую не	2	1
вовсе не	7	13
она не	6	3
тогда не	1	2
миф сам	2	2
же тут	3	4
и определенная	1	1
и показывает	1	1
есть не	3	9
была бы	3	3
к ним	2	1
или наоборот	2	1
не больше	2	3
для мифа	2	3
об их	1	1
в виде	2	8
она –	3	1
я не	5	6
это есть	9	8
какими бы	1	1
ни было	2	1
только один	1	1
и идею	1	1
из этого	1	2
здесь не	1	1
даже если	3	2
как миф	1	2
о себе	1	2
той или	7	2
бы в	3	2
ни о	5	3
эти два	2	1
абсолютная необходимость	1	1
он –	18	7
сами не	2	1
нем нет	3	1
миф от	1	3
символом с	1	1
движется и	1	1
сновидений и	1	1
что нет	1	4
это конечно	2	1
сравнении с	1	3
религии и	3	1
со стороны	2	2
свою собственную	1	1
состоит из	3	1
как факт	2	1
вы не	1	6
– и	3	4
существует без	1	1
что мифическое	1	1
самого мифического	2	1
выходе из	1	1
в таком	1	14
именно как	2	3
при чем	2	1
что вы	1	1
вместе и	1	1
в частности	2	2
мифа что	1	1
общества и	1	1
было ни	1	2
учения о	2	2
ибо иначе	2	3
стороны –	1	1
то он	2	1
что законы	1	2
помнить что	2	1
показывает что	1	2
вот тут-то	1	1
и даже	13	13
не было	6	3
и очень	1	1
вопроса о	1	1
чтобы не	2	1
и тем	1	2
и при	2	1
то это	4	9
только в	3	5
жизнь со	1	1
одна и	2	1
могут не	1	1
другой стороны	4	2
кто его	2	1
и всякие	1	1
само по	5	5
т е	25	48
после этого	1	1
что уже	2	1
больше ничего	3	6
история и	1	6
когда она	1	1
существует что	1	1
то и	2	3
науку на	1	1
уже было	1	1
всяком случае	2	2
его с	3	1
ибо не	1	1
о такой	1	1
не сама	1	1
мифа как	2	1
из чего	1	2
и эта	2	1
реальности в	1	1
мир в	1	3
но для	1	2
и я	1	3
нет ни	2	2
что например	1	1
во всяком	4	2
верить в	1	2
и не	30	27
что у	1	2
в сером	1	1
мы уже	1	3
от этого	3	1
и та	3	1
со всеми	1	2
дает для	1	1
говорить и	1	2
и вообще	4	2
таким образом	1	13
тем более	2	3
своего предмета	1	1
действительно есть	1	2
понятий и	1	1
если же	1	8
а миф	2	1
и догмат	1	1
как мифология	2	2
существует ни	1	1
я должен	1	4
все –	1	2
сознания миф	1	1
– одно	2	2
одно и	4	5
различные моменты	1	1
чтобы убедиться	1	1
трактуется как	1	1
это и	4	7
такое же	1	1
у вас	1	1
не только	13	23
объекта и	2	1
он не	3	5
на точку	2	1
и существует	1	2
бытие –	1	2
все эти	2	3
вот что	1	1
мире как	1	1
не буду	3	5
она должна	2	2
в данном	3	2
что всякое	1	1
значит ли	2	1
может и	4	2
мир или	1	2
гипотез но	1	1
пусть даже	1	1
вечная и	1	1
и потому	3	2
есть и	5	12
только мы	1	1
случае не	3	3
содержит в	3	1
не содержится	1	2
так если	1	1
в их	3	2
стать на	2	1
совершенно абстрактно	1	1
т д	19	23
понятие материи	1	2
мы находим	7	1
представления о	1	1
из самых	1	3
мира и	1	3
же тогда	1	1
отвлеченное понятие	2	1
мифическая отрешенность	1	2
в себе	11	2
– во	2	1
с той	2	1
что нужно	1	2
будет существовать	1	1
и он	5	2
идея и	7	1
достаточно глубоко	1	1
между ними	1	1
только постольку	1	1
отвлеченные идеи	1	1
к тому	4	4
меня и	1	2
пр –	1	1
и становится	1	1
есть выдумка	2	1
утверждать что	3	6
и этот	1	1
как все	1	3
мифология как	1	1
его собственная	1	1
перед нами	1	3
одной стороны	2	3
и никто	1	1
только как	2	5
с реальными	2	1
из них	2	3
во-вторых же	1	3
ничем не	3	7
и для	2	2
– все	6	3
не более	1	1
и достаточно	1	1
быть может	4	3
имеем дело	1	1
в субъективизме	1	1
в сравнении	1	3
сами по	1	3
мифического субъекта	1	3
и чисто	1	2
но даже	1	3
взгляд на	1	1
отличается от	2	8
– чисто	1	2
и диалектически	1	2
и уже	1	2
но –	4	5
и эти	1	2
не дают	1	1
по себе	25	20
тогда и	1	2
и является	2	2
не менее	2	11
вещей и	2	6
в физике	1	1
еще не	2	2
диалектической необходимостью	1	1
и этого	1	1
даже и	3	7
с ним	6	1
сознания в	1	2
так в	1	2
– для	1	2
утверждаю что	5	5
самый принцип	1	1
и которая	1	1
же самое	1	1
без всяких	1	1
никакая диалектика	1	1
формулы и	2	1
о мифологии	1	1
реальной вещи	1	1
и этим	1	3
ну так	1	1
тому что	3	4
о субъективизме	1	1
эта последняя	1	1
а в	5	2
необходимым образом	2	2
же можно	2	2
тех или	3	2
всего в	1	1
бы равносильно	1	1
и более	4	1
отдельных частей	1	1
и тогда	2	5
ни ее	1	1
от самого	3	2
наука и	4	1
– вы	1	1
что реально	2	1
вас в	1	1
что угодно	1	2
миф и	4	3
и вот	6	2
по преимуществу	1	1
и мифа	2	1
та самая	1	1
что-нибудь иное	2	1
в своем	5	3
наука всегда	5	1
стороны и	3	1
но она	3	3
или может	1	1
но с	3	1
о субъекте	1	1
и без	1	3
не мешает	4	2
вещи что	1	1
природой и	1	1
всегда и	3	1
вплоть до	3	1
в сторону	1	1
синтез с	1	1
есть уже	1	1
бытие ни	1	1
от него	4	1
ли это	3	1
есть то	1	6
который от	1	1
вместе взятых	1	1
же теперь	1	1
по крайней	4	5
так или	1	2
сознание оперирует	1	1
вообще не	1	2
понять что	1	1
по его	1	1
стало быть	9	9
с своей	1	1
чудо а	1	2
для того	2	3
законов природы	1	10
значит одно	1	1
ничего нет	1	5
c но	1	1
как и	2	7
не могу	4	1
эти формулы	1	1
потому что	14	7
она на	1	1
что для	3	5
д на	1	1
– ибо	1	1
с такой	1	1
на ведьме	1	1
но вот	3	2
в самом	3	7
а то	1	1
только и	4	2
же время	4	3
есть также	1	2
мы еще	1	1
никакого отношения	1	3
абсолютная истина	1	1
в то	6	5
совершенно ясным	1	1
никогда не	9	7
и то	9	4
ли оно	2	1
этом отношении	2	1
верит в	1	1
одно а	1	1
всех этих	3	1
можно ли	1	5
гибели и	1	1
ровно ничего	5	3
науки конечно	1	1
зрения мифического	1	2
и в	18	24
сознание есть	1	1
все время	1	3
так же	4	4
грань между	2	2
в мире	2	1
от науки	1	1
они тоже	1	1
так что	15	8
и где	2	2
когда люди	1	1
них нет	1	1
в корне	2	1
не просто	7	18
метафизика но	1	1
не суть	1	7
так как	11	6
миф как	1	1
необходимая категория	2	1
– как	5	3
и только	1	6
но не	4	2
существует и	1	1
как образ	1	1
это будет	1	4
на природу	1	1
солнце и	1	2
до полного	1	1
такой же	2	1
и говорит	1	1
и смерти	1	1
не в	6	3
что там	1	1
говоря о	2	1
для нас	1	2
точек зрения	3	1
даже не	3	6
опять-таки мы	1	1
то как	3	2
есть в	1	3
ровно никакого	2	3
на этом	2	2
этого мифа	1	2
не могут	1	4
или других	2	1
есть всецело	1	2
на свою	1	1
с какой	4	1
по существу	1	2
чаще всего	2	2
уже с	1	1
представить себе	1	1
место и	1	1
как с	2	2
в некий	1	1
и говорить	2	2
думать что	3	2
мифа это	1	1
без сновидений	1	1
что под	2	1
нем можно	1	2
у меня	1	2
раз и	2	3
лишь как	2	2
как это	4	5
– то	2	1
который не	1	2
то я	4	1
с этим	2	3
к мифологии	1	1
мы все	1	1
же он	2	2
речь идет	1	1
и с	5	6
я и	1	2
же –	2	1
больше чем	1	1
но это	8	5
мировая душа	1	1
в соответствующих	1	1
метафизике и	1	1
живет этим	1	1
мере в	1	3
в него	2	1
в природе	1	2
механизм и	1	4
как результат	2	1
мировоззрения и	1	1
друг другу	3	1
и всякий	2	3
одному тому	1	2
бога он	1	1
существует ли	1	1
человеческого сознания	2	1
этом я	1	1
есть сама	2	1
просто как	2	1
конечно не	3	4
механизм –	1	1
и самого	1	1
я буду	1	1
также и	7	2
для этого	2	2
нет в	1	1
это не	9	4
они являются	1	1
сразу и	1	1
с другой	6	4
их можно	1	1
и как	7	8
а если	1	3
иной раз	2	2
на небе	1	1
здесь в	2	1
не сами	1	1
даже о	1	2
но он	1	1
есть категория	1	1
должно быть	3	3
и совершенно	2	1
эти две	1	3
в мифической	1	1
далеко не	1	1
дело не	2	1
научной точки	1	1
того как	1	1
было бы	12	5
это значит	11	24
в чем	6	4
чем его	1	1
– тогда	3	11
и глупо	1	1
что такое	10	21
самых обыкновенных	1	2
как бы	11	3
только сказать	1	1
они противостоят	1	1
более или	3	1
и никакого	1	4
суть тоже	1	1
как таковая	2	3
однако помнить	1	1
всем этом	1	1
и любят	1	1
и мало	2	1
прежде всего	10	8
тех кто	2	1
исторического процесса	1	2
точки зрения	17	25
и наивно	1	1
закон природы	3	1
же такое	1	2
себе и	2	1
коем случае	1	3
просто и	1	1
что именно	2	3
том что	9	8
по которому	1	2
– луна	1	1
видно что	1	1
уже по	1	2
явление или	1	1
того ни	1	1
но и	7	9
есть само	1	2
же что	1	1
раз миф	1	1
он может	1	1
именно в	2	2
в ее	1	1
нет и	1	4
до сих	2	1
что отношение	1	1
не знает	2	3
только то	4	1
нет ровно	6	1
это может	2	1
берется в	1	1
это тоже	1	1
мы не	1	5
миф в	1	1
не что-нибудь	3	2
бы все	2	1
по одному	1	2
механизм есть	1	1
себя в	1	2
мы можем	4	1
стремится к	2	1
имеет место	1	1
больше и	1	1
во всем	2	3
науки и	5	1
сущность и	1	4
сколько и	1	1
постольку поскольку	1	1
наконец и	1	1
я уже	1	7
в результате	1	1
и другого	2	1
совершенно ничего	2	1
на самом	3	1
самый этот	1	1
я приведу	1	1
и наконец	1	1
же если	1	1
что учение	1	2
зависит от	1	2
оно требует	1	1
этой точки	2	2
странное и	1	2
мифологию и	2	1
самого мифа	1	1
если механизм	1	1
я утверждаю	4	4
мы всегда	1	1
не к	1	1
в науке	3	1
абстрактное понятие	1	9
– тот	1	1
будет в	2	1
оно –	3	4
говорить что	2	4
заговорили о	1	1
миф никогда	1	1
об идее	1	1
есть именно	1	6
что не	7	5
мифология и	3	5
что эти	1	1
заключается только	1	1
и пр	5	6
живого человеческого	1	1
не что	1	6
а не	14	26
без явления	1	1
если это	2	1
сложнее и	1	1
говорить о	5	4
с этой	2	5
значит что	14	24
с одной	2	3
крайней мере	4	5
которая хотя	1	1
в этом	12	8
просто к	1	1
миф о	1	3
разве что	1	1
если мы	2	1
превращается в	1	6
каком смысле	1	3
холодным блудом	1	1
время как	2	4
в коем	1	3
тотчас же	1	1
почему же	1	2
об этом	4	6
от прочих	1	1
– к	1	1
быть и	4	3
получается что	1	2
точно так	2	2
тут мы	1	2
будет ли	1	1
есть дерево	1	1
как же	5	5
что мы	1	8
е не	1	4
сознания конечно	1	1
ясным что	1	1
людей и	1	2
мифического сознания	15	7
– вот	3	2
точка зрения	2	5
между собою	2	1
вещи есть	2	2
миф не	14	5
он всегда	2	1
– только	1	2
с мифом	1	1
объект есть	1	7
или предмет	1	1
и как-то	1	1
я могу	2	1
есть но	1	2
есть мифология	3	2
чистом виде	1	1
дальше и	2	1
этого не	1	2
жизни не	1	1
есть бытие	3	2
а только	3	1
не свойственно	1	1
оказывается что	1	1
же как	2	2
его полная	1	1
из этих	2	2
природы в	1	1
очень много	3	1
– или	2	3
против этого	1	1
чем именно	1	1
нее самой	1	1
все это	11	6
при условии	3	3
раз на	1	1
в качестве	2	1
как например	2	2
где нет	1	1
если иметь	2	2
итак или	1	3
как именно	1	2
– это	9	6
е только	1	1
и смерть	1	2
все вещи	1	4
самом деле	3	6
и есть	16	16
сознания но	1	2
к чему	1	1
если стать	1	1
по своей	1	1
и когда	1	2
он и	2	3
если я	1	2
и стать	1	1
было с	1	1
хотя и	4	5
не так	1	1
явления и	1	4
эпохи и	1	1
всегда только	1	1
этой стороны	2	1
мифологии и	5	3
только на	3	7
самому смыслу	1	1
они не	1	2
он есть	4	3
что оно	5	7
например в	1	2
может только	1	1
также не	1	3
то не	2	1
его только	1	1
то же	10	6
сущности т	1	1
так то	1	1
то ясно	1	3
при помощи	1	3
из сферы	3	1
это было	2	3
и бытия	1	1
– абсолютно	3	1
просто не	2	1
другими словами	2	7
есть всегда	4	5
– в	4	6
как то	1	1
его на	1	2
есть подлинная	2	3
принцип ее	1	1
своей собственной	1	1
дерево а	1	1
чтобы получить	1	1
не будет	1	3
данной эпохи	1	1
от другого	1	1
бытие что	1	2
совершенно не	8	2
мифа с	1	1
процесс и	1	1
с целью	1	1
вот почему	1	1
и нужно	1	2
есть подлинный	1	1
ней не	1	1
зрения можно	1	1
не мы	3	1
бы действительно	1	1
нас не	2	1
и если	1	2
от самой	1	2
думают что	6	1
самого же	1	1
отрешенность от	1	2
в чистом	1	1
из нее	1	2
или не	5	5
говорят о	2	1
от бога	3	2
что же	3	11
только что	3	4
в такой	1	1
ни другого	1	1
и само	1	1
никакого нет	1	1
это –	24	16
если она	3	1
одно от	1	1
– абстрактное	1	1
весь мир	1	1
жизнь для	1	1
вопрос о	2	5
тут тоже	1	1
в которой	1	1
одной и	1	1
не всегда	1	1
не хотят	3	1
к нему	8	3
и гегель	1	1
основана на	1	1
можно сказать	6	1
точку зрения	3	1
вопрос об	1	3
что ни	3	1
ничего не	17	17
почти не	2	1
в систему	1	1
е явление	1	1
а это	1	1
что он	11	13
его собственные	1	1
где же	1	4
но они	2	2
если он	1	1
сказал что	2	1
должен быть	1	1
оперирует с	1	1
к этой	1	2
в нем	16	3
на одну	1	1
от явления	1	1
есть просто	3	4
пространства и	2	2
или иначе	1	2
новое время	1	1
заметить что	2	1
во всех	1	1
нового времени	1	2
не говорит	4	3
ровно никаких	2	1
опять-таки не	2	1
связанное с	1	1
в некоем	1	1
мифологии как	1	1
никто никогда	1	1
или по	2	1
только потому	3	2
на другое	1	3
что и	3	6
уже не	2	5
нет различия	1	1
ясно что	8	7
тут ничего	1	1
отношения к	3	1
с точки	12	14
на лошади	1	1
же и	2	2
но только	3	4
понятий а	1	1
нужно однако	1	1
есть все	1	1
он просто	1	4
быть только	1	2
можно только	2	4
другой как	1	1
в силу	1	3
но так	2	1
человек и	1	1
тогда я	1	1
основывается на	1	1
на нем	2	1
или они	1	1
субъекта это	1	1
вообще но	1	1
тут вопрос	1	1
представление о	1	1
ее реальное	1	1
для науки	3	2
думаю что	1	1
хотя бы	6	4
себе самом	2	1
или иной	3	4
природы и	1	2
– конечно	1	1
зрения самого	2	1
– нечто	1	2
жизни но	1	1
тот кто	2	1
скажет что	1	1
мало того	1	1
как нечто	1	1
для всякого	2	1
хома брут	2	1
и по	1	2
учение о	11	8
что ничего	1	1
но в	6	2
вероучение и	2	2
плоти и	1	2
для нее	2	1
как такового	1	1
с полной	1	3
а я	1	2
мир и	1	3
не имеет	15	11
говорят что	1	2
бывает в	1	1
сих пор	2	1
все что	1	3
и сам	1	1
если и	2	1
есть ни	6	3
столько же	1	1
но к	2	1
жизнь и	3	4
тем не	1	10
не значит	3	3
а тогда	1	1
а именно	1	2
не воспринимает	1	1
совершенно правильно	1	1
в общий	1	1
при этом	1	2
то оно	1	1
сказали мы	2	1
и явление	2	1
ни того	1	9
чего не	1	4
всякая вещь	1	1
или иных	1	1
того что	2	12
но что	3	7
у него	1	2
в ней	3	2
лежать в	1	1
на свете	1	3
не зная	2	1
и тут	3	3
мифическое сознание	8	3
что иное	1	6
– значит	1	4
о котором	1	1
бытия которое	1	1
она и	1	2
в этих	5	1
в каком-то	1	1
другого –	1	1
ни к	2	3
для своего	2	1
чем же	1	1
и ничего	1	4
и следовательно	2	2
в объективном	1	1
мифе есть	2	1
миф –	9	5
сама по	8	4
и также	1	1
нему с	1	1
это значит?	1	2
и принципиально	1	1
в котором	4	1
бы научными	1	1
есть конечно	2	2
как таковой	4	2
для него	2	4
мог бы	2	1
сам по	6	5
но я	1	1
небе и	1	1
только о	1	3
не о	4	2
бы даже	1	1
или другого	1	1
не приходится	1	1
на себя	1	3
такое миф	3	1
д и	2	6
к ней	4	1
то стало	1	1
же это	3	1
есть метафизика	2	1
божества и	1	2
целиком в	1	1
нисколько не	4	1
себе что	1	1
был бы	1	1
ни на	6	3
к ее	1	1
на науку	1	1
просто но	2	1
из жизни	1	1
всегда есть	2	5
реальная жизнь	2	3
оно не	1	6
указание на	1	1
но все	3	1
свое существование	1	1
в вещах	1	1
мира как	1	1
самих законов	1	1
что это	11	12
просто то	1	1
говорит о	5	4
и это	2	4
сюда же	1	1
смерти и	1	1
мифа и	2	6
надо сначала	1	1
оно есть	2	2
только одна	1	3
a что	1	1
на что	2	2
и часто	1	1
не с	5	1
в связи	1	1
мир –	1	1
впасть в	1	1
