3gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_3gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_3gram
факторов художественного впечатления	1	2
в этом отношении	5	2
традиции к непосредственному	1	1
эстетике владимира соловьева	1	1
глубины которые могли	1	1
булат окуджава и	1	1
автора героя и	1	1
о художнике и	3	1
литературы хх века	1	1
субъекта уединенного сознания	1	1
коммуникативной эстетики адресованности	1	1
в целом как	1	1
как участники художественного	1	1
миром наедине в	1	1
ему кажется что	1	1
уклада традиции к	1	1
в третьем лице	2	1
едва ли не	1	1
должно одухотворить пресуществить	2	1
романтической и постромантической	1	3
то что я	2	1
в качестве эстетического	1	1
духовным ценностям общечеловеческой	1	1
а.а.потебни в теургической	1	1
в чистом виде	1	1
оскудение мысли засоренный	1	1
эстетический субъект эстетический	1	1
созерцательным созерцательность уединенного	1	1
я говорю мне	1	1
только в том	1	2
задача это борьба	1	1
эстетика адресованности в	1	1
никогда не бывает	1	1
для творческого процесса	1	2
в одном воображении	2	1
ахматовские нас четверо	1	1
в значительной степени	1	1
агрессивно или благодатно	1	1
объект и эстетический	1	1
субъект уединенного сознания	1	3
с этой точки	1	3
не может быть	3	1
безвластия взаимонезависимости его	1	1
то есть от	1	1
состоит в том	2	5
есть коммуникативное событие	1	1
живет на границах	1	1
засоренный и неровный	1	1
для советской литературы	1	1
эстетической деятельности в	1	2
и не кончается	1	1
в советской культуре	1	1
как и всякое	1	1
на вопрос что	1	1
это уже не	1	1
прочитав разорви слово	1	1
собирательное героя как	1	1
искусства в жизни	1	1
существенно живет на	1	1
не говоря уже	4	2
в филологических изысканиях	1	1
затронуть эту нетронутую	1	1
крученых и хлебникова	1	1
актуализированы в индивидуальном	1	1
в знаковом материале	1	2
льва толстого что	1	1
на первый взгляд	1	1
в историю литературы	1	1
смещается с объекта	1	1
и заодно с	1	1
характеристике и.п смирнова	1	1
игорем п смирновым	1	1
это становится ясным	1	1
общность центробежна вследствие	1	1
сознания с его	1	1
впрочем в поэзии	1	1
что произведение искусства	1	1
впечатления бахтин а	1	1
в целом ряде	1	1
имеется в виду	1	1
такое искусство? впервые	1	1
читатель зритель слушатель	1	1
это борьба с	1	1
на духовную сферу	1	1
тем не менее	1	2
в этом контексте	1	1
пределы духовного уклада	1	1
она поворачивается к	1	1
в конечном счете	1	4
что он в	1	1
общечеловеческой глубины которые	1	1
я и ты	3	1
разорви слово как	1	1
мы чувствуем что	1	1
советской культуре х	1	1
самым его кругозор	1	1
художественности принципиальная особенность	1	1
интенция свободы выталкивает	1	1
апеллирует к сотворчеству	1	1
в жизнь понятую	1	1
тихо тихо его	1	1
еще в году	1	2
искусство средством духовного	1	1
а от центра	1	1
из заявки на	1	1
в данном случае	4	4
альманаха ванна архимеда	1	1
фрагменты йенских романтиков	1	1
текста и посредством	1	1
за пределы духовного	1	1
два искусства и	1	1
а произведение в	1	1
по большей части	2	1
художественная культура нашего	1	1
мыслилось романтиками в.т	1	1
исканий xx века	1	1
специфической социальной структурой	1	1
анненского о том	1	1
в индивидуальном сознании	1	1
реалистами в.т а	1	1
оставляя за автором	1	1
этого текста в	1	1
ничего общего с	1	1
и эстетический адресат	1	1
со всеми сообща	1	1
позволить себе роскошь	1	1
к себе самому	2	1
и кризис советской	1	1
говоря уже о	3	1
уже и не	1	1
нашего столетия исходит	1	1
эстетического субъекта и	2	2
к которой устремляются	1	1
всеобщего личного самоопределения	1	1
классической эстетики но	1	1
мысль иннокентия анненского	1	1
как мыслилось романтиками	1	1
что такое искусство?	1	2
тогда как в	3	1
литературы под знаком	1	1
во втором лице	1	2
его участников вплоть	1	1
несостоявшееся издание альманаха	1	1
неклассической коммуникативной эстетики	1	1
другого среди других	1	1
разобщения и безвластия	1	1
текста в чужом	1	1
коммуникативное событие разобщения	1	1
собою без другого	1	1
с миром наедине	1	2
созерцательность уединенного творца	1	1
если говорить о	1	1
я только сознанное	1	1
сознании преобразуя тем	1	1
и безвластия взаимонезависимости	1	1
принципов ю.н тынянов	1	1
не искусство а	1	1
и подобные им	1	1
личное автора как	1	1
всего наше я	1	1
и хлебникова прочитав	1	1
художественного события со	1	1
и тем самым	2	2
не созерцательным созерцательность	1	1
борьба с литературной	1	1
