2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram
человек впервые	2	1
и на	3	1
общего между	1	1
возможно только	3	5
и понятия	2	2
эстетическое впечатление	1	1
занимающего нас	1	1
причем и	1	1
стало быть	8	2
предположить и	1	1
для того	6	3
подлежащих чувствам	1	1
тому как	2	4
мнения о	1	2
в самом	3	3
например что	2	1
по этому	1	2
тогда как	4	2
вытекают из	2	3
мнение что	1	1
значение только	1	1
в то	4	4
никогда не	3	4
своих слов	1	1
как оно	2	1
так же	4	5
так что	5	16
мысль не	1	1
его сознанию	1	1
не в	11	15
звуками и	1	1
есть в	5	2
и во	1	3
на нее	3	1
прибавить что	1	1
что этот	1	1
пищу но	1	1
лишь в	3	1
более чем	3	1
на чувства	1	1
скажем что	1	1
в мысли	3	8
с созданием	1	1
признать что	2	1
в природе	1	6
душевных явлений	1	5
его действие	2	2
исходная точка	2	2
в старину	2	1
до языка	2	1
бы невозможно	1	1
слово в	4	1
к неизвестному	1	1
ее части	1	1
представление забывается	1	1
выделить и	1	1
место только	1	1
далеко не	1	1
и история	1	1
как бы	5	6
только сказать	1	1
к развитию	1	1
вне себя	1	1
природы но	1	2
видно что	4	2
уже по	2	1
несколько слов	2	1
что этим	1	1
чувственным восприятием	2	1
приведенное определение	1	1
он может	1	1
духа и	2	7
есть чем	1	1
языка язык	2	1
помощи слова	1	1
свою историю	2	1
мы можем	10	2
другую то	1	2
не подлежит	1	1
время когда	2	1
что не	6	10
что эти	3	1
а не	12	21
этот вопрос	3	2
миром но	1	1
но можно	1	1
если мы	2	3
превращается в	2	1
сходно в	1	1
и насколько	1	1
именно так	1	1
жизни то	1	1
каким образом	2	3
будет ли	1	1
ложное понимание	1	1
одним из	1	2
как же	4	1
напротив в	1	1
этого предмета	1	1
только одно	1	1
но слово	1	1
ведет к	3	1
могли бы	4	2
ее не	3	1
и другое	2	3
он есть	1	2
из самой	1	1
humboldt т	1	21
при помощи	3	2
это было	2	1
в обширном	1	1
от чего	1	1
что создание	1	2
человека и	3	1
что же	5	2
слова с	3	1
и их	3	3
столь же	2	3
языкознание и	1	1
мыслях вместе	1	1
вопрос о	2	4
в которой	6	2
одной и	1	3
можно думать	2	2
к нему	5	1
что ни	1	1
ничего не	1	1
же выйдет	1	1
же образом	1	1
сказать почему	1	1
что по	2	3
одном из	2	1
если он	1	1
человеческого духа	6	6
то по	1	1
из одного	3	3
развития мысли	2	3
никакой возможности	1	1
по поводу	4	3
только потому	4	3
строении языков	1	1
на другое	1	1
как во	1	2
а из	1	1
это слово	4	1
быть только	1	5
духовных сил	1	1
к другим	2	2
том же	2	2
в сущности	2	2
не из	5	3
чувственные восприятия	1	4
более и	2	2
которое в	3	1
показать что	1	1
самого начала	2	3
во втором	1	5
для нее	1	2
нас весьма	1	1
оно должно	1	2
ее с	1	2
только из	1	3
при этом	15	6
того что	14	8
но уже	3	2
бы было	1	2
но что	2	1
у него	1	1
предполагает что	1	1
что иное	2	2
в нее	3	1
в этих	3	7
в произведении	1	1
указывают на	1	2
что его	2	1
может считаться	1	1
мысль может	1	2
входит в	1	1
какое именно	1	1
земного шара	1	1
в слове	22	8
языка как	1	5
что это	7	3
находятся в	1	3
еще более	2	2
на что	1	2
друг другом	1	1
от них	1	1
мысль и	1	1
как между	1	1
времени и	1	2
вытекает из	1	2
том и	2	2
в собственном	1	2
действует на	1	3
она есть	1	1
слова и	5	4
даже в	2	1
есть произведение	2	1
мы имеем	4	1
каждый раз	4	4
и дух	1	4
что различные	1	1
таком случае	2	2
других лиц	1	1
определение не	2	1
что при	1	5
самое это	1	1
так и	6	13
тем самым	4	4
но как	1	3
личного творчества	1	1
к различным	1	1
слова подобно	1	1
всем остальным	2	1
этого в	1	2
если бы	13	14
к которому	1	3
нас в	2	1
но совершенно	1	2
без сомнения	4	3
все в	2	2
и другая	1	1
от известного	1	1
в законности	1	1
что она	2	1
что если	6	3
и что	7	10
нас вопроса	1	1
указываем на	1	1
же мало	1	1
слова так	1	1
в живой	1	2
после того	2	1
и притом	2	4
понятие как	1	1
прибавляет к	1	1
в мысль	1	1
что все	4	3
между этими	1	1
сказать что	8	3
то есть	34	42
возможность в	3	1
языка или	1	1
вместе с	6	8
виде в	2	1
относятся к	2	1
мысль о	6	2
основано на	1	1
в разные	1	2
и понимание	1	3
ничего и	1	1
в самой	2	3
в представлении	4	1
должны быть	3	7
а потому	1	10
относится к	1	3
известно что	6	2
бы из	1	1
то в	3	5
и его	2	5
слова есть	1	1
служит только	1	1
нужно было	1	3
других отношений	1	1
слово то	1	1
или наоборот	1	1
требуют дополнения	1	1
наука не	2	1
что делает	2	1
в строении	1	2
том смысле	2	4
обширном и	1	1
и проч	18	1
света и	2	1
большею частью	2	1
одного лица	1	2
лицу с	1	1
с чувственными	2	1
от их	1	1
т п	4	4
развилось из	1	1
может выражаться	1	1
не во	1	1
и даже	2	4
следует сказать	2	1
и тем	4	3
во внимание	1	3
только в	15	25
в смысле	3	4
лучше сказать	1	1
человечества не	1	1
все то	1	2
не вдаваясь	1	1
по возможности	1	1
оно и	1	3
как в	7	10
что например	3	3
но вместе	1	2
что у	3	1
лицом к	1	1
природы а	4	1
тем более	5	2
свое значение	1	1
развития но	1	1
речь и	1	2
употребленное нами	1	1
в человеке	1	10
в самых	1	1
явления в	1	1
научного характера	1	1
производят в	1	1
только человеку	1	1
рядом с	1	1
в их	1	2
не были	2	2
можем ли	1	1
что бы	1	2
в себе	14	13
что называется	1	1
в словах	1	3
к тому	3	4
мысли если	1	1
для мысли	2	2
формы в	3	1
в эту	1	1
мы верим	1	1
на память	1	2
взгляд на	1	2
что так	2	1
и вместе	3	2
доставляемых общим	1	1
в разных	3	2
всякое согласие	1	1
которые мы	2	5
человека зависят	1	1
времени с	1	1
перейти к	1	2
с ним	5	3
именно того	1	1
в данное	1	1
тому что	2	3
мысли отдельного	1	1
и более	4	2
до такой	5	1
на которую	1	2
судить о	2	3
что речь	1	2
потому только	1	1
является в	1	1
в различных	2	1
есть уже	4	3
следует прибавить	1	1
что одно	1	2
таким путем	1	1
то на	1	4
потому что	33	52
языков как	1	2
друг друга	2	5
ему в	1	1
чувственных восприятий	2	1
одно целое	1	1
на том	2	1
жизнь народа	1	2
и то	5	3
по отношению	10	13
этом отношении	1	1
себя а	1	2
язык не	5	5
к сознанию	2	2
так как	14	21
то вопрос	1	1
доказать что	1	1
как будто	1	2
развивается только	2	1
на этом	1	1
не могут	2	4
оба эти	1	1
представить себе	2	3
думать что	4	3
и отношения	1	1
из себя	2	5
весьма трудно	1	1
языка и	3	17
и с	4	3
восприятия и	1	3
есть орган	1	1
под влиянием	1	2
от мысли	2	2
что нельзя	1	1
полагает что	1	1
ее и	1	1
есть создание	1	3
возможно для	1	1
отношений между	2	3
предмет и	1	1
с другой	2	7
человека хотя	1	1
в чем	1	1
было бы	8	12
без понятия	1	1
значит не	1	1
а его	1	3
только к	1	1
очевидно что	7	3
членораздельных звуков	1	1
дело с	1	1
не мог	1	3
понятия из	1	1
что от	2	1
ничего кроме	1	1
касается до	1	1
у нас	2	2
бы только	2	2
именно в	3	1
с тою	1	1
мы не	8	10
выражать уже	1	1
при исследовании	1	1
нашего времени	3	1
к первому	2	3
развития и	2	3
сомнения в	1	1
их с	1	1
быть во	1	1
без него	2	2
говорить что	1	1
не выходя	1	1
переход от	3	1
с одной	1	3
в понятие	2	1
языку и	2	1
быть назван	3	1
точно так	2	11
но самое	2	1
начинается с	1	1
ним мысль	1	1
том как	1	3
умственной жизни	1	1
предполагаем в	1	1
действительности язык	1	1
другу и	1	1
до того	3	1
может однако	1	1
природы в	1	2
этого слова	7	1
бытия и	1	3
все это	5	1
подобным образом	1	4
в сознании	4	3
слова а	1	1
что я	11	1
не так	2	3
явления и	2	1
слова например	2	1
тела и	2	1
выше его	1	1
то не	1	3
что первое	1	1
проявляется в	2	2
его на	1	2
на следующее	1	2
равно как	2	1
существует независимо	1	1
это так	1	1
самостоятельно и	1	1
можно считать	2	1
и если	3	2
из нее	2	1
эту минуту	1	1
только что	3	2
в такой	1	1
убеждение что	2	2
образом в	5	1
и мы	5	1
чувственные образы	1	1
не всегда	3	1
причинной связи	1	1
что он	4	1
есть дело	1	2
нечто общее	1	1
мысли для	1	1
языке в	1	2
если признать	1	1
не говорит	1	1
связанное с	1	2
силы природы	1	1
что и	7	6
уже не	3	2
направлении и	1	1
помощи языка	2	1
но так	2	1
он в	1	1
известного рода	1	1
по свойству	1	1
таковы например	1	1
предметов и	1	2
хотя бы	4	2
с какою	1	2
окажется что	1	1
стороны в	1	1
с другими	4	1
и по	3	6
тела не	1	2
пришел к	1	1
отдельного лица	1	2
то оно	1	2
в ней	2	7
внимание на	5	1
нее как	2	1
слово есть	5	1
для создания	3	1
чувственного образа	6	1
тех которые	2	1
них не	1	2
зависят от	2	2
сам по	4	1
того же	1	3
бы при	1	1
должно однако	1	1
к новому	1	2
к ней	2	2
будет иметь	2	1
им так	1	1
уже при	1	1
но все	1	2
в связи	1	1
образом язык	1	1
оказывается только	1	1
если б	4	2
глубины души	1	1
об отношении	2	3
от предшествующих	1	1
этому одному	1	1
общего с	1	1
мысли о	2	4
на основании	4	2
к одной	1	3
из него	2	2
мною во	2	1
высокой степени	2	1
независимо от	6	6
человеческой природы	2	3
то мы	3	2
в другой	2	3
до значительной	1	1
как нельзя	1	1
отдельных лиц	1	2
влияние на	2	2
за пределы	1	2
из мысли	1	1
есть нечто	5	4
а представление	1	1
всегда в	1	1
не как	2	1
в каком	4	6
в более	2	4
по которым	1	1
следовало бы	1	1
должна быть	1	3
в свою	2	4
та же	1	1
к одному	3	2
что в	17	22
в природу	1	1
на свойства	1	1
человеческой деятельности	1	1
что истина	1	1
за ним	2	2
образами как	1	1
в своей	1	3
членораздельным звуком	1	2
но если	1	2
со словом	3	3
языка о	1	1
обратить внимание	2	1
зависимости от	1	1
его внутренней	1	1
которые как	1	1
бы мы	1	1
в зародыше	2	1
о единстве	2	1
бы они	2	2
еще одно	1	1
что на	2	6
и стало	1	1
точка языка	1	1
мысли как	2	1
только не	3	2
образом как	1	1
на деле	2	4
слово а	1	2
не то	5	1
не может	11	22
следующим образом	1	1
в определении	1	2
мы видели	1	4
не могло	1	3
в понимающем	1	1
та что	1	2
не существует	2	2
о том	8	2
между тем	9	5
его не	1	1
с большею	1	1
отказаться от	1	1
в виду	3	2
на то	7	2
обратимся к	1	1
к причине	1	1
быть не	2	4
от своего	1	1
может быть	26	27
другим но	1	1
разница между	1	3
что воля	1	1
давно уже	3	1
мысли не	3	1
она не	2	3
была бы	1	2
с тем	7	5
лица и	3	2
согласно с	1	4
во многих	2	2
от тех	1	1
увидим что	1	4
вслед за	1	1
развития которая	1	1
на некоторое	1	1
его к	2	2
странным что	1	1
и самое	1	2
и других	3	4
природы и	2	1
тем как	2	3
разные времена	1	2
в таком	4	5
видеть везде	1	1
помнить что	1	3
предположении что	1	1
слова человек	1	1
в следующем	1	1
показывает что	1	3
значение слова	5	1
не было	12	4
того чтобы	4	2
периода жизни	1	1
и при	2	3
с ними	3	1
предполагает в	1	2
в этой	1	3
одна и	2	1
есть наука	2	4
само по	5	4
уже готовую	1	2
не вся	1	1
свободы и	1	3
в единстве	1	2
но язык	1	2
всяком случае	3	1
и затем	1	1
то ли	1	1
от нас	1	2
положение что	1	1
во всяком	5	3
языка которое	1	1
что до	2	2
в мыслях	1	1
и вообще	2	3
если же	4	5
для самого	2	1
такое же	2	1
не только	10	21
он не	2	3
что даже	2	2
там же	3	9
тем же	1	2
и субъективного	1	1
слова в	3	2
было в	3	1
между ними	4	1
на себе	3	2
таким же	5	2
в общих	2	1
одной стороны	1	3
бы не	3	6
и для	2	5
обособление и	1	1
не более	1	4
и многие	2	1
то можно	1	1
мы в	3	2
для человека	4	2
сказано выше	1	1
языком может	1	1
или другими	1	1
в душе	1	11
по себе	11	10
не потому	1	2
даже и	3	2
к нашему	1	1
затем в	1	1
так в	3	1
общих чертах	2	1
образом мы	3	1
всякое понимание	1	1
а в	5	5
в каждом	3	4
же будет	1	1
а во-вторых	1	1
на которой	1	1
но с	1	2
между явлениями	1	2
от друга	1	2
от него	2	4
и всякая	1	1
посредством языка	1	1
в одно	1	2
есть его	1	1
есть из	1	1
языке и	4	1
без помощи	1	1
что с	1	1
это последнее	4	2
смысле что	1	1
им в	1	1
что есть	3	1
слова не	3	2
в мире	2	3
слов об	2	1
и только	3	2
говорящего и	2	1
хотя в	2	3
тем он	1	1
по мнению	1	3
д то	1	1
мы должны	2	3
а между	4	3
в которых	3	1
формы мысли	1	2
действие на	1	1
язык имеет	1	2
как она	2	3
величины то	1	1
внутренней связи	1	3
мы представляем	1	1
следует что	1	1
в таких	2	2
условия появления	1	1
человеческой мысли	2	1
сознательном изобретении	1	1
словом и	1	2
быть названо	4	3
предположить что	4	1
что слово	10	3
язык есть	7	17
человек не	2	1
так называемых	3	1
и хотя	3	1
образом и	1	2
эта мысль	2	2
и как	2	6
разных языках	1	1
потому не	1	1
душою и	1	1
из коих	2	3
что такое	7	1
быть названы	2	2
тождественно с	1	1
точки зрения	4	8
посредством слова	2	6
в теории	1	2
по которому	3	1
но есть	4	1
но и	11	20
при котором	1	2
из сказанного	3	1
в ее	2	1
до сих	4	1
есть сравнение	2	1
как эта	1	1
чем в	2	2
к нам	1	1
следующее место	1	1
или как	1	1
всей своей	1	1
во всем	1	4
влияния на	1	1
членораздельный звук	3	2
только для	2	3
роль в	1	1
на самом	3	1
однако заметить	1	1
за собою	2	1
крайней мере	5	2
от внешних	1	1
в этом	23	15
исследований языка	1	1
предполагает уже	1	1
что мы	10	4
между собою	4	6
он говорит	1	1
деле есть	1	2
только языки	1	1
языка без	1	1
из этих	2	4
чувственном проявлении	1	1
в языке	16	33
например когда	1	1
сказать чтобы	2	1
мере того	4	3
их в	3	1
пределы наблюдения	1	1
мысли и	7	9
его части	2	1
о нем	1	1
заключается в	1	3
связанная с	3	1
только на	4	3
если скажем	1	1
бы для	1	1
к делу	1	1
в другую	1	2
есть средство	4	1
т с	6	25
не будет	3	2
которые не	2	2
и формы	1	1
на состояние	1	1
в речи	3	1
начиная с	1	1
в каждое	1	2
вопрос об	1	3
ее на	1	1
по которой	1	1
состояние духа	1	2
непонимание всякое	1	1
в нем	7	20
во время	2	1
в других	2	2
они ни	1	2
заметить что	6	2
во всех	1	5
с историею	1	2
слова то	4	2
их гармонически	1	1
о значении	1	1
разума и	1	1
потому мы	1	1
звуки и	1	2
между прочим	3	2
нами слово	1	1
о сознательном	1	1
другой форме	1	1
как нечто	1	1
или в	1	2
пришла к	1	1
же нам	1	1
эти впечатления	1	4
смотрит на	1	3
столько же	1	3
от одного	3	1
явлений и	1	3
истории и	1	1
отличаются от	1	1
том что	12	16
два периода	1	1
видели что	1	1
внешних предметов	1	1
один момент	1	1
случае мы	1	1
о котором	1	3
которая по-видимому	1	1
огня в	2	1
и следовательно	3	2
лежащие в	1	1
только о	2	1
чувства и	1	13
есть понятие	1	2
в голову	2	1
б и	1	2
развития на	1	1
оно не	2	3
связь между	3	2
с другим	1	3
выражаться словом	1	1
такая задача	1	1
не другим	1	1
