3gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_3gram
взятые сами по	2	4
структуры и модели	2	1
таком положении дела	1	1
относится и к	1	1
или попросту говоря	1	1
в чистом виде	3	2
да и вообще	1	1
узком смысле слова	1	1
аксиоматики знаковой теории	2	1
содержит в себе	2	3
всяком случае не	2	1
ни о каком	1	2
если каждый элемент	1	1
что же такое	4	3
только в том	4	1
имеются в виду	1	1
и нет ничего	1	1
то время как	1	4
если мы скажем	3	1
именно знак то	1	1
до такой степени	1	1
та или иная	2	3
в настоящее время	16	2
но не нужно	1	1
это значит что	3	2
при таком положении	1	1
не может быть	3	5
знака к символу	1	2
с самим предметом	1	1
не то чтобы	1	1
как о чем-то	1	1
в том или	1	2
не чем иным	1	1
потому что мы	1	1
получается таким образом	1	1
не говорим о	1	1
еще не есть	2	2
если нет никакого	1	1
даже и в	3	2
только то что	3	2
у нас не	2	2
мы скажем что	3	1
же в таком	1	1
пока только еще	1	1
можно было бы	2	3
некоторого рода смысловую	1	1
несет на себе	1	2
в этом случае	7	5
мы должны сказать	1	3
а то что	1	2
это и есть	2	1
было бы в	1	1
положении дела и	1	1
самой собой а	1	1
нельзя сказать что	1	1
например сказать что	1	1
бы даже и	1	1
от знака к	2	2
таким образом что	1	1
которой он не	1	1
то и другое	1	1
и символа в	1	1
вовсе не так	1	1
то что такое	5	1
кроме того если	1	1
и особенно в	1	1
мы произносим слово	1	1
не могут не	1	1
на первый взгляд	1	2
можем даже и	3	1
даже и не	2	4
но и в	3	2
то обстоятельство что	1	1
что не только	1	1
по себе но	1	1
и вовсе не	4	4
между знаком и	5	2
нечто такое что	1	1
и не просто	5	1
имеет ничего общего	2	3
как далеко не	1	1
в то время	1	4
быть даже и	1	1
к выводу что	1	1
имеется в виду	2	4
знаковой теории языка	8	2
ни на какое	1	1
связаны между собой	1	1
тем не менее	12	10
тоже нечто значит	2	2
и и ричардс	1	1
то есть в	2	3
значением и с	1	1
самого акта обозначения	1	1
или может быть	1	1
ни в каком	4	4
значение в то	1	1
к самому предмету	1	1
дело заключается в	1	1
тем более не	2	1
и вообще он	1	1
в данном случае	5	7
всякий знак есть	5	3
что всякий знак	3	4
знак а не	1	1
не может являться	1	1
что это за	1	3
мы в то	1	1
можно сказать что	3	2
уже это одно	1	1
или по крайней	3	4
только в связи	2	1
а не что-нибудь	1	2
является не чем	1	1
литературы и искусства	1	2
это было бы	1	1
до сих пор	4	2
ничего общего с	2	2
всякий знак нечто	2	1
как мы надеемся	1	1
и совсем не	1	1
не есть просто	2	2
можно ли в	1	1
только в его	1	1
нечто целое и	1	2
по своему содержанию	1	2
и даже до	1	1
в настоящем пункте	1	1
само собою ясно	1	1
и в чистом	1	1
в одном случае	1	1
что знак есть	3	3
знак обязательно есть	1	1
же самое время	4	4
в конце концов	7	3
мы еще не	2	1
есть то что	2	1
то же самое	5	7
предмета к самому	1	1
мы не будем	1	2
ввиду того что	1	1
совершенно отдельно от	2	1
настоящее время для	1	1
уже ничем не	1	1
для нас не	1	3
но когда мы	1	1
здесь и не	1	1
только тогда когда	3	1
и тем самым	1	2
тоже никуда не	1	1
того или другого	2	3
