2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram
и понятием	3	1
разрушило бы	1	1
вместе с	2	5
каких бы	1	1
эти категории	1	2
сознания и	2	3
но никак	2	2
такого рода	15	7
и значит	1	1
в том	12	20
то уж	2	1
бы значение	1	1
является то	1	1
в его	7	3
все равно	3	3
но от	1	1
геометрии и	1	1
нечто единое	1	1
это просто	1	1
как они	2	2
символа с	1	1
не существует	6	5
и пожалуй	1	1
разного рода	4	1
говорится о	2	1
о том	18	5
в разные	2	1
отношение к	1	1
этого общего	1	1
в виду	8	6
и структура	1	1
единство и	1	1
на то	6	1
ничего и	1	1
к самому	1	1
да и	10	5
уже о	4	1
есть только	8	2
и смысл	1	1
что между	1	1
мы и	6	1
является символом	1	6
от всякой	2	2
не все	4	1
и нечто	2	1
идет речь	2	2
как мы	5	3
это ясно	1	2
и искусства	1	1
относится к	6	2
сам предмет	2	1
может быть	18	9
даже сказать	1	2
и можно	3	5
в каких	1	1
то в	1	2
и его	1	10
всего мира	1	1
тут нет	1	1
правда в	2	3
слова есть	1	1
ни с	2	4
одном случае	1	2
пока еще	9	1
в отношении	4	4
что такие	1	1
были бы	2	3
вовсе не	37	21
мы занимаемся	1	1
же тут	2	1
который является	1	2
есть перестает	1	1
можно назвать	1	2
есть не	6	6
кто-нибудь станет	1	1
была бы	1	2
его от	2	1
мы пользуемся	1	1
в виде	6	22
не на	1	1
с тем	3	4
и раньше	1	1
дело если	1	1
стороны это	1	1
это есть	1	3
здесь нет	1	3
какой мере	1	4
настоящее время	16	1
ни было	1	2
всего как	1	1
из этого	2	3
только один	3	2
в отдельности	1	1
если угодно	2	1
мы сейчас	1	3
толковать как	1	1
здесь не	2	7
же именно	4	1
символа и	1	8
всякий символ	1	4
той или	5	14
от тех	1	1
абстрактная метафизика	2	1
бы в	3	1
ни о	4	4
так называемое	1	1
эти два	1	1
самостоятельное значение	4	1
и нет	1	1
нас здесь	1	1
сами не	1	1
иным как	1	2
других знаков	1	1
говоря уже	4	2
самой этой	1	1
и прежде	2	2
тот же	4	2
последнее время	1	1
на разные	1	1
для них	3	2
является здесь	2	2
то чтобы	2	1
тем как	1	1
может существовать	1	2
уже на	1	1
мы хотели	1	2
в таком	11	6
не относится	1	1
в частности	5	2
что здесь	1	6
нет ничего	2	3
менее в	1	1
учения о	1	2
то он	1	2
ни одна	1	2
всякого понятия	1	1
на этой	2	2
не будем	4	2
не было	3	3
и даже	11	9
может не	1	1
и очень	1	5
но ведь	3	1
на известное	1	1
являются в	1	1
чтобы не	2	2
значительной мере	3	2
от символа	1	4
того чтобы	2	2
и при	2	1
то это	3	3
в своих	3	1
только в	14	23
в смысле	1	5
тоже не	7	1
о тех	1	1
содержать в	1	1
другой стороны	5	6
без этих	1	1
в этой	9	4
натурального ряда	1	1
самый настоящий	1	2
из тех	1	1
или иного	5	3
само по	2	1
т е	1	1
символ в	1	6
простого и	1	1
не могли	1	2
к выводу	1	1
является вполне	1	1
то и	4	5
необходимо будет	1	1
всяком случае	10	4
свидетельствует о	2	2
символа в	2	6
целое и	1	1
есть самый	3	1
и все-таки	3	1
теперь уже	1	2
и вполне	4	5
оно и	1	1
но для	1	1
от нас	3	2
как в	1	5
нет ни	1	4
зачем же	2	1
во всяком	13	8
и не	37	28
отрицать в	1	1
на совсем	1	1
выше мы	1	1
и вообще	16	6
взятые сами	2	1
таким образом	4	8
тем более	10	4
по своему	5	6
не говоря	4	3
если же	3	1
и слишком	2	1
разве только	1	1
тем что	4	3
уже во	1	1
что такая	3	1
уже в	3	4
и уж	5	2
это и	3	4
и самих	1	1
и мышления	2	3
и представить	2	1
не только	24	24
он не	2	2
которые тоже	2	2
что даже	1	1
и существует	1	1
само собой	1	3
все эти	7	16
по содержанию	2	2
есть он	1	1
самим же	1	1
особенно в	1	1
здесь вовсе	1	1
в пределах	1	2
в общую	1	1
в данном	10	6
в истории	3	3
тем же	1	1
оказывается не	1	1
существуют только	1	1
совершенно ясно	1	2
и потому	1	7
является такой	1	2
в литературе	1	2
случае не	4	5
содержит в	2	8
с самого	3	1
что всякий	5	3
в их	3	1
вообще говоря	4	1
поэтому не	1	2
т д	6	3
общего и	1	7
однако с	1	1
нам о	1	1
что является	1	1
мира и	1	1
в себе	5	12
ли даже	1	1
его чисто	1	1
и являются	1	2
тут и	2	4
здесь уже	1	2
как на	2	1
именно он	3	1
и ясность	1	1
только такие	1	1
условии своей	1	1
к тому	3	3
с их	1	1
анализировать эту	1	1
мы считаем	2	1
на себе	1	3
имеющих ничего	1	1
утверждать что	2	1
ведь даже	1	1
и этот	3	3
не тем	1	2
и творчество	1	1
является основой	1	1
относится уже	1	1
перед нами	2	13
всех подобного	1	1
одной стороны	5	1
значительных и	1	1
на всю	2	1
своему содержанию	1	5
бы не	3	1
обязательно должны	2	1
с реальными	2	1
как нам	2	1
и те	1	1
других понятий	1	1
о существовании	2	1
подлинном смысле	1	1
и для	6	4
предмет есть	1	1
особого труда	1	1
это только	3	1
и меньше	1	1
в области	6	3
для человека	1	1
следовательно если	1	1
другого так	1	1
мы в	3	1
сами по	2	2
до конца	1	1
но даже	3	4
вообще и	2	1
отличается от	2	4
взывает к	1	1
и уже	1	1
потому в	1	1
этот мир	1	1
понятия символа	3	9
не допускающей	1	1
которые мы	3	1
по себе	8	11
даже и	18	13
и является	3	3
не менее	13	10
вещей и	1	1
еще не	10	7
случае он	1	1
с ним	1	4
или вообще	4	1
уже самое	1	1
вносит в	1	1
заметим что	1	3
к его	1	3
же самое	6	6
тоже вполне	1	1
самый принцип	1	1
в условиях	2	3
в конце	7	2
ни просто	2	1
следовательно и	1	1
имеем в	2	3
не вполне	4	2
при их	1	1
ли сказать	2	2
а в	4	4
тому что	3	1
эта последняя	2	1
тех или	3	4
вне и	2	1
и более	5	3
первый взгляд	1	1
только с	2	1
в каждом	1	1
для которых	1	1
является этим	1	1
и тогда	1	2
своя собственная	1	1
на них	1	1
бы его	2	1
в математике	4	4
можно даже	1	2
остановиться на	1	1
чего же	2	1
поэтому и	1	1
по преимуществу	2	2
вообще как	1	1
в своем	4	3
стороны и	4	2
одного из	1	1
ли требует	1	2
и без	5	6
в нашем	3	12
не мешает	1	3
и на	5	3
из которой	1	1
есть чисто	1	1
бы на	1	1
которые в	2	1
к другу	2	1
анализа и	3	1
есть то	5	1
по крайней	6	6
но где	1	1
раз даже	1	1
и понятия	1	2
и всякая	1	1
в одно	2	6
не являются	3	2
вообще не	4	3
на земле	1	2
то менее	2	1
говорят в	1	1
для того	3	3
и мышление	1	1
нужно считать	1	1
эти предметы	1	1
она является	1	2
как и	5	6
те смысловые	1	1
слово ни	1	1
или что	3	1
числе и	2	1
разных других	1	1
есть мы	1	1
друг друга	1	2
или иную	1	1
потому что	13	15
что для	3	1
ему в	1	2
вещей как	1	1
в самом	5	2
а то	1	2
яснейшим образом	1	1
только и	3	5
на том	3	1
по этому	3	2
каком случае	3	3
мы еще	3	1
в то	6	4
и то	10	2
поэтому в	1	1
здесь сказать	1	1
никогда не	1	1
им в	1	1
всех этих	4	6
и своей	1	1
можно ли	6	3
что есть	1	1
и в	35	20
xix и	1	1
все время	1	2
так же	5	5
есть тот	1	1
количество частей	1	1
и самый	4	1
без всякого	4	4
так что	11	6
нераздельное целое	1	5
в корне	2	2
не просто	11	16
все они	1	3
так как	7	5
как здесь	1	1
учению о	2	1
с этими	2	1
и только	4	4
но не	4	5
действительно если	1	1
существует и	4	1
не имеющих	2	1
это будет	3	2
взятый в	1	1
виде определенного	1	1
менее он	1	1
не в	2	13
мы произносим	2	1
эти функции	1	1
говоря о	1	1
если оно	3	2
как будто	6	11
для нас	9	6
как угодно	3	2
бесконечное множество	1	2
для всех	2	3
то как	1	1
есть в	4	7
было только	1	1
мы должны	3	3
не могут	4	1
мы сказали	1	1
или других	3	2
и во	1	4
результате нашего	2	1
уже с	2	1
для которого	1	1
как знак	2	4
или действительности	1	1
для всякой	1	1
бы он	1	1
представить себе	4	2
и об	1	1
и до	1	1
выражена в	1	1
без которых	3	1
и говорить	1	1
думать что	1	1
в известной	1	1
и кончая	1	1
те или	7	5
что под	2	1
этого можно	1	1
ее отражение	1	1
о своем	2	1
рода семантических	1	1
раз и	5	1
как это	1	3
ведь для	1	1
определенного числа	1	1
все указанные	1	1
с этим	5	4
с чем	1	1
тоже только	1	1
человека это	1	1
мы все	3	3
и с	10	7
в мысли	1	1
но это	6	6
таковы же	1	1
смысле слова	7	15
мере в	2	1
знака но	1	1
как результат	1	1
это в	2	1
размышления в	1	1
и всякий	3	1
или другие	4	1
с самой	1	1
относящиеся сюда	1	1
она тотчас	1	1
существовании этих	3	1
случае только	1	1
человеческого сознания	1	2
никакого сомнения	1	1
же в	1	4
и хотя	2	1
конечно не	2	3
элемент в	1	1
и самого	4	1
другом случае	1	2
он тоже	2	2
все-таки не	1	1
также и	12	13
для этого	3	2
родовой общности	1	1
тут же	8	3
в заключение	2	1
это не	1	7
значит это	1	1
отношений между	1	1
сразу и	1	2
предмет и	1	1
существует то	2	1
с другой	6	7
и др	2	1
а если	1	3
иной раз	3	1
и как	4	3
здесь в	1	5
требует от	1	1
о всеобщей	1	1
самое время	4	2
виде так	2	1
такой вещи	1	1
и был	1	1
должно быть	2	1
именно к	1	1
далеко не	4	2
это значит	4	10
было бы	8	14
если его	1	1
соотношении в	1	1
в случае	3	1
как бы	4	4
бы весьма	1	3
бы быть	1	2
более или	4	2
об его	2	2
а его	1	2
только к	1	3
что без	2	2
ясно также	2	1
казалось бы	7	3
даже совсем	2	1
но ясно	1	1
прежде всего	11	11
дело с	1	2
указывает на	5	4
не станет	1	1
и никакой	1	1
точки зрения	2	14
себе и	2	3
выводу что	1	1
хотя по	1	1
что именно	1	2
и почти	1	1
являются чем-то	1	1
предмета и	3	1
видно что	1	1
смысле не	1	2
о каких	1	2
предмета так	1	1
у нас	18	14
если для	1	1
одно нераздельное	1	5
к своему	1	2
но и	16	14
тем или	1	1
уже по	1	2
бы только	1	1
именно в	1	7
нет и	3	2
виду именно	1	1
до сих	4	1
время в	1	1
возникает необходимость	1	1
только то	3	1
не знает	3	1
собой но	2	1
к учению	1	1
в зависимости	2	3
будто бы	5	2
это тоже	3	1
но именно	4	2
хотели бы	2	2
себе но	1	1
мы не	7	7
виде но	2	1
чем в	1	1
к нам	1	1
бы все	1	1
одной из	1	4
или как	2	1
существуют в	1	2
или это	1	1
мы можем	6	3
быть даже	1	1
уже всякий	1	1
только при	2	6
от его	2	1
здесь мы	3	3
действительность в	1	2
в результате	4	8
ли в	2	1
на самом	4	5
является для	2	3
деле здесь	1	1
и наконец	3	4
не был	4	1
возникает только	1	1
перестанет быть	1	1
но эта	3	2
в целом	3	1
будет в	2	1
мы вообще	1	1
перестает быть	3	2
есть именно	5	2
что не	5	4
что эти	1	1
не что	3	2
а не	10	7
гораздо более	4	1
говорить о	10	2
с одной	5	1
значит что	4	8
самого себя	2	1
крайней мере	6	6
но можно	2	1
в этом	17	9
каком смысле	1	2
тот или	5	2
не очень	2	2
если мы	9	5
превращается в	1	1
обойтись без	3	2
обобщение которое	1	1
на чем	2	1
время как	1	2
подобного рода	4	11
мы например	1	1
тотчас же	2	2
об этом	2	6
точно так	3	3
их фактическом	1	1
быть и	2	1
тоже ни	1	1
нечто целое	1	3
одним из	1	1
как же	4	2
что мы	14	3
и ее	2	4
или даже	3	4
даже просто	1	1
а наоборот	1	2
том как	1	2
мы ни	2	2
здесь с	1	1
между собою	4	2
ли будет	1	1
вещи есть	1	1
для себя	9	2
но по	1	2
с применением	1	1
я могу	3	1
с бесконечно	1	1
этот путь	1	2
чистом виде	3	2
жизни не	1	1
а только	6	6
как таковое	1	1
оказывается что	3	1
равно не	1	1
же как	1	1
и один	1	1
ясно само	1	1
много всяких	1	1
из этих	3	1
смысловым образом	1	1
на некоторые	2	1
совсем другое	1	2
все это	4	9
констатировать наличие	1	1
при условии	6	2
пор мы	2	1
не чем	1	2
в качестве	2	10
если иметь	1	1
и есть	4	4
едва ли	9	10
является принципом	1	2
как именно	3	2
и отдельных	1	1
находится в	1	1
самом деле	4	3
всей этой	3	1
и когда	1	2
мы будем	1	1
более общее	1	1
по своей	1	1
могли бы	3	1
виду и	1	1
мы говорили	1	1
нам в	2	1
если я	2	1
если в	1	1
об этой	1	1
а может	2	2
но пожалуй	1	1
хотя и	3	5
самом же	1	2
не так	2	3
с ее	1	2
даже вообще	1	1
есть какая-нибудь	1	1
что может	2	1
заключается в	4	2
и другое	1	3
только на	9	2
под этим	5	1
он есть	1	1
что оно	2	1
время содержит	1	1
и особенно	2	1
более конкретной	1	1
то же	5	7
если только	1	1
бы для	1	2
количество разных	1	1
совершенно разных	1	1
при помощи	8	10
том или	3	3
здесь это	1	1
это было	2	2
гуманитарных наук	3	1
мы назвали	2	1
для чего-то	1	1
вещь то	1	1
другими словами	6	3
чем мы	1	1
не думать	1	1
себя самой	1	1
единое и	1	1
нельзя сказать	1	1
его на	1	1
является не	2	2
тоже является	4	3
не будет	11	2
совершенно не	2	3
этом смысле	5	3
представим себе	2	1
от человека	1	1
от чего	2	1
другое дело	1	2
этот термин	2	1
в которое	1	1
в человеческом	1	2
и нужно	1	1
значение и	8	1
в какой	1	4
настоящей работе	1	2
чего-нибудь а	1	1
входящих в	2	1
можно говорить	3	1
не нужно	3	1
нас не	3	1
даже самая	1	1
и если	3	5
предмета к	1	1
модели часто	1	1
ту или	1	1
войти в	2	1
в чистом	3	2
с собой	1	3
отсутствует и	2	1
о нашем	1	1
что же	9	1
в такой	2	1
есть отражение	3	5
но этот	1	2
совершенно новое	1	1
мы теперь	1	1
понимает под	1	1
столь же	1	2
то более	2	3
себе все	1	2
в математическом	1	1
имеет ничего	2	2
часто даже	1	1
вопрос о	3	1
как говорят	1	1
и еще	1	1
к нему	2	3
символа то	1	1
можно сказать	6	5
для построения	1	1
ничего не	10	1
говорили что	1	1
бесконечное количество	1	4
а это	3	3
этих отношений	1	1
что он	4	8
содержанию и	1	1
данном случае	5	5
где же	1	1
том числе	2	1
или речи	1	1
но они	1	2
если он	1	2
даже больше	1	1
что они	3	2
на эту	2	1
к этой	1	1
в нем	1	5
во время	1	1
есть просто	2	1
что во	1	2
области гуманитарных	1	1
ничто то	1	1
во всех	2	4
и времени	2	1
само понятие	2	2
можно но	1	1
нового времени	1	1
никакой возможности	1	2
он был	1	3
поскольку они	1	3
по поводу	2	1
или по	4	2
только потому	1	1
слова то	3	2
что и	2	3
в действительности	2	1
каждая такая	1	1
и поэтому	2	1
уже не	8	5
ясно что	8	7
то тем	2	1
тоже есть	5	7
должны были	3	1
перестали бы	1	1
не раз	1	2
же и	2	3
но только	4	2
определять и	1	1
это слово	1	1
можно только	2	2
к другим	1	1
в силу	1	1
и совсем	2	1
было этого	2	1
в геометрии	2	1
котором мы	1	1
точности и	1	1
точном смысле	2	1
эту тему	2	1
достаточно только	1	1
каждом из	1	1
между прочим	1	3
самых общих	1	1
для науки	1	1
определяет собою	1	1
хотя бы	12	7
имел бы	1	1
ли кто-нибудь	2	2
никак нельзя	3	1
или иной	5	13
целое только	1	1
отличаться от	1	1
единый и	1	1
дошло до	1	1
этих категорий	1	1
и здесь	4	1
в настоящее	16	1
понятия и	1	3
без его	3	1
нужно и	1	1
с другими	5	3
уже нельзя	1	1
здесь как	2	4
самого начала	2	1
или в	2	5
для всякого	2	2
и по	3	2
учение о	2	3
отдельных и	3	1
предмет то	1	1
но в	6	8
несет с	1	1
но зато	2	1
всякого рода	4	3
который бы	1	1
не имеет	7	4
речь о	1	2
бы этот	1	1
здесь совершенно	1	1
отдельности и	1	1
единичного и	1	2
мы тоже	2	1
сих пор	4	1
и сам	2	1
являются только	1	1
со всем	1	1
если и	1	3
есть ни	3	2
логики и	1	1
который с	1	1
даже вовсе	1	1
тем не	12	10
не значит	2	1
конце концов	7	1
иной мере	1	3
а именно	6	2
это нужно	1	1
то оно	1	1
при этом	3	6
здесь тоже	1	3
в нашей	3	1
того что	12	1
о которых	3	2
но уже	5	1
том что	19	12
и частного	1	1
но что	1	1
а тем	3	1
в ней	2	7
внимание на	3	1
такие процессы	1	1
вещь существует	1	1
и она	1	1
областях науки	1	1
несет на	1	1
и тут	4	1
что иное	3	2
о котором	3	1
однако и	1	1
в другом	1	3
в этих	4	5
символом или	1	1
самой так	1	1
сама по	4	2
уже всякое	1	1
пусть хотя	2	3
определенного рода	6	1
ведь и	2	1
другое как	2	1
понятий в	2	1
нам уже	1	1
что его	1	4
как таковой	4	1
только о	8	1
да еще	1	1
сам по	1	6
на каждом	1	1
чувства и	1	1
не о	6	1
бы даже	1	4
только по	2	1
на себя	1	1
есть понятие	1	1
и соответствующие	1	1
бытие или	1	1
однако это	2	2
как ее	1	1
совсем не	7	1
модель для	2	2
м а	7	1
себе что	2	1
прямо можно	1	1
ни на	1	3
или другим	1	1
знаком и	8	1
в подлинном	1	1
не появлялись	1	1
всегда есть	1	4
то ни	3	1
понимать под	1	1
без этого	1	3
но все	2	3
указание на	3	1
не думаем	1	2
а также	2	6
стороны однако	1	4
можно было	5	4
значение как	2	1
что это	1	2
говорит о	1	2
и это	5	2
должны сказать	1	2
находятся в	1	2
с другим	1	1
и тем	4	7
а иной	1	1
мы его	1	2
этой области	3	1
еще более	2	2
меньше всего	1	3
ведь это	2	1
без всякой	5	2
друг к	2	1
еще далеко	1	1
и понятие	2	4
во все	2	2
в связи	5	3
тогда получится	1	1
заключение этого	1	1
а следовательно	1	1
отношений но	1	1
