2gram	Vinokur_KulturaYazyka_partition_part2_wordlist_2gram	Vinokur_KulturaYazyka_partition_part3_wordlist_2gram
качестве живого	1	1
уже прочно	1	1
мы приходим	1	1
на деле	1	1
язык дворянской	1	1
не есть	3	1
деле так	1	1
те же	7	3
слово а	1	1
не то	2	2
что все	2	5
или иное	2	3
понятно что	1	1
не может	6	9
могут быть	6	4
привести сколько	1	1
несоответствие между	2	1
если не	1	1
язык и	2	2
там где	3	5
можно убедиться	1	1
сказать что	7	4
лишь с	4	2
мы видели	3	2
литературный язык	4	2
примеров можно	2	1
себе уже	1	1
отнюдь не	3	4
того или	3	2
за ними	1	2
быть без	1	1
слово это	2	6
вместе с	2	5
это между	1	1
например для	1	1
опасность эта	1	1
словарный штамп	1	1
особо значительным	1	1
языка с	1	1
мы знаем	1	4
в том	22	19
такие случаи	1	3
в его	11	5
все равно	1	2
только у	1	1
оттенки в	2	1
она может	2	1
е к	2	1
языка это	1	1
одно то	1	1
элементов речи	1	1
приводит к	1	5
от того	5	4
речи в	7	6
о том	6	1
которые хотя	1	1
между тем	4	6
поучиться и	1	1
дела так	1	1
на месте	1	1
отношение к	3	1
возможно что	1	1
что раз	1	1
речи как	3	1
на вопрос	3	1
то обстоятельство	3	7
в виду	8	3
ряду с	1	1
бы к	1	1
который мы	1	2
в самой	1	2
с помощью	6	7
случае гораздо	1	1
случаи когда	2	3
уже о	2	3
эта установка	1	1
должны быть	1	2
мы и	1	1
при отсутствии	1	2
видеть что	1	1
природе своей	1	1
лингвистического сознания	1	2
для этой	1	2
бы может	1	1
быть не	2	2
в особую	1	1
не все	2	3
главным образом	2	3
а потому	2	1
как мы	5	3
этим вопросом	1	1
лингвистических форм	1	1
лингвистического воспитания	8	1
относится к	2	1
же к	1	1
этой следует	1	1
не должен	1	1
может быть	14	15
в каких	1	1
то в	3	1
что значит	4	2
и его	1	3
известно что	1	1
так мы	1	2
его распоряжении	1	1
в сфере	1	3
что как	3	1
только тогда	4	1
мы получаем	1	1
в отношении	3	2
на это	1	3
давно уже	1	1
вовсе не	5	9
она не	3	2
никакого реального	1	1
легко догадаться	1	1
есть не	3	1
словарном материале	1	1
его от	1	1
приемов и	2	2
поставить вопрос	1	2
в виде	1	1
ли не	1	2
на западе	2	1
с тем	6	2
я не	5	5
языка на	1	1
наше внимание	1	1
бы например	2	2
ссылки на	1	1
оттенок мысли	1	1
речи что	1	1
что поскольку	1	1
в разговоре	1	4
за собой	1	2
том смысле	1	1
какое же	2	1
а вот	2	1
здесь не	2	3
политике и	1	1
языковой политике	1	2
как очевидно	1	1
языке но	1	1
это те	2	1
ставит себе	3	2
дворянской интеллигенции	2	2
и было	1	1
вслед за	1	1
знак языка	1	1
все из	1	1
фраза в	1	1
говоря уже	2	2
должно составить	1	1
отличие от	2	2
собою разумеется	1	1
для обозначения	2	2
и прежде	1	1
между грамматикой	1	2
тот же	6	5
последнее время	1	3
это конечно	2	2
период революции	1	1
это имело	1	1
на те	1	1
специфические газетные	1	1
все ту	1	1
со стороны	1	4
коренной вопрос	1	1
для каждой	2	1
грамматического сознания	1	1
уже на	1	1
наши дни	1	1
же смысл	1	1
с теориями	1	1
данной области	1	1
бы говорить	1	1
нашей языковой	1	1
что здесь	1	1
да рядом	2	2
в частности	2	2
при чем	5	1
сколько угодно	1	1
помнить что	1	1
то он	3	1
и содержание	3	1
никто конечно	1	1
в следующем	1	1
т п	41	24
на этой	1	4
здесь можно	5	1
вопрос эпохи	1	1
классической литературы	2	1
не было	4	4
к слову	1	2
вопроса о	3	6
нам не	1	2
еще раз	2	1
чтобы не	2	2
и тем	6	5
того чтобы	11	11
во внимание	5	1
и при	2	1
с ними	1	2
только в	6	5
в архив	2	1
речи мы	1	2
тема не	2	1
другой стороны	3	7
или иного	3	2
с того	1	1
может сыграть	1	1
т е	32	22
этом слове	1	2
в русском	2	10
само по	1	5
идет о	1	1
то и	2	3
русского языка	7	4
всяком случае	1	5
свидетельствует о	1	1
чтобы понять	2	2
том случае	4	2
к вопросу	2	3
к этому	1	4
с большой	1	1
вот это	1	1
из предыдущего	1	2
но для	3	3
п т	1	1
как в	4	3
и я	2	1
слишком много	1	1
не случайно	4	1
связи со	1	1
и не	10	16
и следует	2	1
слово как	1	1
во всяком	2	5
что язык	1	1
когда и	1	1
в вопросе	1	1
говорить и	3	2
лежит в	1	1
сама эта	1	1
всего что	1	2
таким образом	9	5
тем более	5	1
свое значение	1	1
по своему	2	1
сказать в	1	1
не говоря	2	2
если же	2	1
говорить об	1	1
показывают что	1	1
п но	3	2
этих слов	3	1
связанные с	1	2
поэтической функции	1	1
тогда когда	4	1
нынешних спорах	1	1
тем что	5	3
речи вообще	1	2
пишет он	1	2
уже в	3	3
это и	3	3
иных случаях	1	1
не только	17	20
как специфической	1	1
в наши	1	1
он не	3	3
письменную речь	1	1
нашем смысле	2	2
что даже	1	1
вот это-то	2	1
словарь есть	1	1
на точку	2	1
именно здесь	1	1
дает нам	2	2
все эти	7	12
и идеи	1	1
смысле этого	2	2
противном случае	1	1
для всего	1	1
этот процесс	1	1
в данном	7	4
в пределах	2	4
тем же	2	2
изношенный словарный	1	1
рядом с	1	2
совершенно ясно	2	1
и потому	1	2
слова в	4	6
пор пока	4	1
в их	6	2
же до	2	1
в современном	1	2
т д	8	14
себе представить	2	1
мы находим	3	1
предыдущие замечания	1	2
речь не	1	1
учиться у	1	3
в себе	1	1
между ними	1	1
в большей	2	3
на примере	1	2
вряд ли	1	4
как на	8	1
схемы этой	1	1
без таких	2	1
к тому	3	4
нельзя было	1	2
и становится	1	1
на себе	1	4
на основе	1	1
таким же	1	2
утверждать что	1	2
примеры из	1	1
все должно	1	1
фраза из	1	1
языка в	6	3
экономической жизни	1	1
перед нами	1	4
народный комиссар	2	1
интересно что	1	2
одной стороны	4	1
только как	4	2
что писать	1	1
и прочих	1	1
особого труда	1	1
что изношенный	1	1
бы уже	2	1
и для	1	2
и выражения	1	2
не более	2	2
много и	1	1
это только	1	2
установка на	3	2
эту можно	3	1
в области	14	11
нашей прессы	4	1
свой смысл	1	1
мы в	1	2
а что	2	1
сказано выше	3	1
социально-культурными условиями	1	1
вообще и	3	2
и научная	4	1
отличается от	2	3
лишь что	2	1
и уже	1	1
же карпинский	2	1
обстоятельство что	3	7
данном отношении	1	2
грамматических отношений	1	2
останавливают на	1	1
автор статьи	3	1
отрицать что	1	1
подчеркнуть что	2	1
по себе	6	10
не потому	3	1
в расчет	1	1
не понимает	3	1
не менее	12	7
еще не	9	5
ни одного	2	1
немедленно же	2	1
целый ряд	4	5
большей частью	1	1
так в	2	3
нельзя более	1	1
самое слово	1	1
они нуждаются	1	1
на непонятность	1	1
нужно сознаться	2	1
слова как	2	3
и просто	1	1
следовательно и	1	2
не могла	1	1
формулы и	1	2
в принципе	1	1
этих задач	1	1
а в	5	3
силу которых	3	1
тому что	4	1
тех или	1	1
в статье	2	3
всего в	1	3
имею в	2	1
и более	3	2
только с	1	1
к языковым	1	1
слов и	5	2
наших газет	3	3
в каждом	1	1
помощью этого	1	1
не понимают	2	1
которое конечно	1	1
предмет нашего	1	1
синтаксические штампы	1	1
смысл слова	3	1
и вот	3	5
чего же	1	1
в газете	3	1
и разве	2	1
по преимуществу	3	2
п а	2	2
функцией в	1	1
в своем	4	2
в нашем	7	7
одного из	1	2
творится настоящее	1	1
и без	2	1
как сказано	1	1
но с	1	1
и на	1	6
с самыми	1	1
культуры языка	2	8
начнем с	1	1
газетном языке	2	2
которые в	4	1
штампы не	1	1
литературного языка	3	1
и сосновский	2	2
лингвистики в	1	1
же порядок	1	1
уже что	2	2
над языком	1	1
нашей теме	1	1
е на	2	2
по крайней	1	6
что наши	1	1
идет по	1	1
речи с	1	2
оттого что	1	1
то или	2	3
понять что	1	2
п в	3	3
газетного словаря	2	1
понимает что	1	1
для того	12	9
по адресу	2	1
языка который	1	1
себе внимание	1	1
как и	5	2
постановка вопроса	1	1
деле трудно	1	1
которого оно	1	1
как источника	1	1
потому что	12	25
к выполнению	1	1
нуждается в	1	2
конечно и	1	2
что для	1	2
лингвистическому сознанию	1	1
хочу сказать	1	1
работать над	1	1
но вот	1	2
в самом	13	12
будет как	1	1
на том	2	2
понимать что	1	1
же время	1	3
есть также	2	1
выше было	1	1
уже совершенно	2	1
могут рассматриваться	1	2
смысле что	1	1
или иным	2	1
отношении они	1	1
по отношению	3	1
никогда не	1	2
в то	3	4
и то	1	5
так называемые	1	2
почти исключительно	1	1
композиция речи	1	1
что есть	2	1
на более	1	1
всех этих	1	3
и чего	1	1
и в	23	23
язык газеты	2	1
как оно	1	1
так же	2	4
есть вместе	1	2
этого понятия	1	1
обоих этих	1	1
отметить что	3	1
прессы которая	1	1
речь а	1	1
по природе	1	1
и где	1	2
без всякого	1	1
в корне	2	2
словарных элементов	1	1
язык не	2	2
не просто	2	2
к нашей	2	1
а на	1	2
все они	2	2
так как	9	15
и только	3	1
но не	3	6
то вопрос	1	1
такой же	2	1
яснее стало	1	1
не в	5	8
фактов и	1	1
речи то	1	1
как будто	1	2
для нас	4	4
свою речь	1	4
если можно	1	2
сводится к	1	3
есть язык	3	1
на этом	2	3
мы должны	3	2
новых слов	1	1
не могут	5	5
более широкий	1	1
в которых	3	2
с какой	1	1
по существу	3	5
чаще всего	1	1
представить себе	1	2
для всякой	1	2
только смысле	1	1
внимание не	1	1
смысл и	2	3
и говорить	2	1
родного языка	1	1
в конечном	1	2
те или	1	1
говорим о	2	2
на вопросе	1	1
в таких	2	3
лишь как	1	1
как это	7	5
нами в	1	1
который не	1	1
речь в	2	5
с этим	1	3
лишь в	8	5
на письме	3	3
русского населения	1	2
более чем	2	1
газеты как	3	3
самая форма	1	2
но также	5	4
языка и	2	8
тех же	4	2
речь идет	3	2
которые можно	2	1
и с	3	7
бы привести	2	2
должен предупредить	1	1
ассоциации и	1	1
но это	5	3
к положению	1	1
признать что	1	1
всего лишь	1	3
смысле слова	2	2
мере в	1	1
в газетной	6	4
в него	1	1
слов в	1	3
и выполняет	1	1
смысл который	3	1
различие в	2	1
это в	2	2
не стоит	1	1
придаточных предложений	2	5
уяснить себе	1	1
карпинский и	2	2
что слово	3	3
нашей печати	1	2
когда он	2	1
так называемых	1	2
не для	1	1
и методов	1	1
язык есть	4	1
же в	1	3
слова через	2	1
письменной речи	4	21
в ряду	3	1
е в	2	1
конечно не	2	2
оборотов речи	1	2
существует между	1	1
культура языка	2	3
согласно которому	2	1
для этого	6	3
также и	5	5
эта будет	1	1
это не	3	6
они являются	1	1
именно на	2	1
слово в	3	1
из вопросов	1	2
легко видеть	1	1
с другой	7	8
и др	1	1
он все	1	1
а если	1	2
на русский	2	1
и как	2	1
но он	1	1
к осознанию	1	1
должно быть	7	4
дело не	2	2
далеко не	5	1
практическое значение	1	1
них есть	1	1
так называемого	3	1
того как	7	2
было бы	16	15
языке вообще	1	1
в чем	5	1
речи т	1	1
что такое	4	3
разве в	1	1
как бы	5	4
в процессе	3	3
из всех	1	1
что однако	1	1
значит не	3	1
не стоило	1	1
очевидно что	3	2
что без	1	1
дело что	1	1
казалось бы	1	3
прежде всего	9	8
русскому языку	1	2
русских с	1	1
тех кто	1	1
как хотите	1	1
точки зрения	23	14
в английском	1	1
такими словами	1	1
же такое	1	1
русской культуры	1	1
фразеологии но	1	1
не мог	1	1
имело место	1	1
в возможности	1	3
что именно	3	1
о газете	2	4
тем и	1	1
что вообще	3	1
языка наших	2	1
том что	11	11
и новые	1	1
который знает	1	1
первая часть	1	1
совершенно ином	1	1
у нас	10	12
но и	3	7
фразеологических штампов	1	1
стороны есть	1	1
тем или	1	1
при котором	2	1
же что	1	1
на фоне	7	3
русское слово	1	1
именно в	3	3
эти слова	2	1
нет и	1	1
в письменном	1	1
в ее	4	1
приходим к	1	1
до сих	8	1
только то	3	1
нашей общей	1	1
время в	3	1
не знает	2	3
в противном	1	1
политической и	1	1
пользоваться языком	1	1
языка чем	1	1
в зависимости	7	4
этот в	1	1
а самый	1	1
и дело	1	1
будто бы	1	2
мы не	3	1
чем в	2	3
том чтобы	4	1
одной из	1	1
в кругу	2	2
до тех	4	1
на протяжении	2	1
во всем	1	1
речи а	2	3
не изнашиваются	1	1
только для	2	2
здесь мы	1	2
для данного	1	2
в результате	3	4
ли в	1	1
есть целый	2	1
на самом	3	2
по восприятию	1	1
этой точки	1	2
все вышесказанное	1	1
с заранее	1	1
языке можно	1	1
стоит в	1	2
в целом	4	1
как специфическая	1	1
на минуту	2	1
что не	4	6
и пр	3	8
слова между	1	1
а не	11	10
тех пор	4	2
этот вопрос	3	6
поднятия нашей	1	1
говорить о	6	4
с этой	3	2
с одной	4	2
крайней мере	1	6
в этом	16	18
и богатство	1	1
тот или	2	1
нападки на	1	1
если мы	7	4
превращается в	1	2
каком смысле	1	1
время как	1	1
подобного рода	2	5
все те	2	1
и возможно	1	1
яко бы	1	1
быть и	1	1
это действительно	1	1
в лучшем	1	3
нет никаких	1	1
поэзии как	3	1
стилистика в	2	1
в качестве	2	8
предупредить что	1	2
что мы	2	6
нашей деревни	1	1
этой речи	1	3
говорит что	1	1
или даже	1	1
однако заключается	1	1
в поэзии	5	1
также что	2	2
разговорным языком	1	2
не даром	1	1
этого не	1	3
своем докладе	1	1
никакими средствами	1	1
а только	1	3
родительный падеж	1	2
бы язык	1	2
стилистической деятельности	1	1
самого факта	1	1
же как	1	2
во французском	1	2
иными словами	8	8
п все	2	1
культурной жизни	1	1
из этих	5	1
очень много	2	1
в общем	6	1
можно подметить	1	1
в языке	7	10
значение для	1	1
в первую	3	1
действительно так	1	1
этого слова	4	5
свое внимание	1	1
словом в	1	1
о слове	5	1
правды и	1	1
все это	2	5
состоит в	2	2
е как	3	1
как например	2	1
если последний	1	1
ведь не	1	1
и есть	5	2
с проблемой	1	1
дать общую	1	1
слова а	1	1
ведет к	1	1
самом деле	14	9
мы будем	1	2
передовиц в	1	1
в целях	1	2
что касается	1	2
газета отличается	1	1
нам в	1	1
ср также	1	3
от простейших	1	1
что я	1	4
например такие	1	1
совещании рабкоров	1	1
хотя и	5	4
не так	3	1
лишний раз	1	1
само собою	2	1
газетной информации	1	1
заключается в	4	2
и слово	1	1
не трудно	3	1
за этим	1	2
они не	3	1
слов а	1	1
есть продукт	1	2
условиями в	1	1
то не	2	2
убедимся что	1	1
два слова	1	1
то же	6	6
здесь очевидно	1	1
так то	2	1
когда в	2	2
языке совершенно	1	1
основная предпосылка	1	1
той мере	1	1
языковым навыкам	1	1
вое это	1	1
из сферы	1	1
могло бы	3	1
бы сказать	3	2
не будет	1	1
о фразеологии	1	5
стороны ее	1	1
этом смысле	1	5
совершенно не	5	3
я сказал	1	1
что сказать	1	1
вот почему	1	3
указывает что	2	2
в какой	3	1
беру наудачу	1	1
это так	2	3
в речи	1	6
можно говорить	10	2
из ряда	2	1
в свете	2	1
можно считать	1	1
принять во	2	1
и если	2	2
а так	1	1
наше время	1	2
здесь прежде	1	1
пор еще	3	1
характер и	1	2
и именно	3	1
в круг	1	1
смысле но	1	1
слово нэп	1	2
что же	5	5
только что	2	1
в такой	1	1
более того	1	1
противоречии с	1	1
однако самое	1	1
таких конструкций	1	1
с гораздо	1	1
и их	1	1
столь же	4	1
выходит за	1	2
повод к	1	1
идет здесь	1	1
ее от	1	1
будет тем	1	1
общей культуры	1	2
случае в	1	1
грамматических средств	1	2
читателя или	1	1
вопрос о	11	9
в которой	1	1
одной и	1	1
не всегда	1	2
к нему	1	2
под одной	1	1
можно сказать	2	4
точку зрения	2	1
в том-то	1	1
видно уже	1	2
ничего не	6	4
вопрос этот	2	2
пр и	1	1
именно с	1	3
можно привести	1	1
что он	6	5
мы без	1	1
данном случае	4	2
составить содержание	1	1
есть дело	1	1
этот заголовок	1	1
что они	2	2
к этой	1	3
которых мы	1	2
заметить что	1	1
интересна что	1	1
л сосновский	1	1
не говорит	1	2
по поводу	3	2
первую очередь	3	1
в современной	1	2
некоторые основные	1	1
себе как	1	1
политической культуры	1	1
один из	4	5
о значении	2	2
виду не	1	1
утверждение это	1	1
что и	6	3
уже не	8	8
ясно что	4	5
о природе	1	1
есть одна	1	1
отношения к	1	2
с точки	16	8
то тем	1	2
же и	1	2
но только	1	4
с общей	1	2
уже из	1	2
мы сталкиваемся	1	1
это слово	1	4
но так	1	2
в силу	6	7
от которого	1	1
стоило бы	1	1
а по	1	1
чтобы яснее	1	1
в письменной	2	1
этом роде	1	2
строить свою	1	2
между прочим	8	2
я в	3	1
не надо	1	3
русском языке	3	10
в сущности	4	9
образом при	1	1
хотя бы	9	9
думаю что	1	2
нам нужно	1	1
от степени	1	1
или иной	7	1
и здесь	2	5
мало того	1	2
разве лишь	3	1
здесь как	2	1
на максимальное	1	2
ряд таких	1	1
французском языке	2	1
что ничего	1	2
но в	2	11
для нее	1	1
ii язык	1	1
всякого рода	5	2
не имеет	3	4
что сказано	2	1
в отличие	2	2
отказ от	1	2
своего рода	2	4
сих пор	8	1
если и	2	3
так не	1	1
в сокращениях	1	3
и составляет	1	1
тем не	9	6
не значит	5	1
то слово	1	1
а именно	3	2
к простому	1	1
дело именно	1	1
при этом	6	2
того что	11	3
в нашей	4	4
и такое	1	1
или иных	1	1
о которых	1	3
русский язык	4	6
вспомним также	1	1
области языка	2	2
речи эта	2	1
но что	1	2
вниманием к	1	1
в ней	3	3
фигуры и	1	1
внимание на	2	1
в другом	1	2
языке как	1	3
в каком-то	1	1
случае мы	1	1
языке не	1	2
т п.	2	1
о котором	1	2
примеров достаточно	1	1
революционной фразеологии	1	3
в этих	2	1
глаза на	1	1
в свое	2	2
газетная речь	5	1
вот оказывается	1	1
и идей	1	1
же слово	1	1
сама по	2	1
чуть ли	1	1
речь шла	1	1
становится и	2	1
в котором	2	1
язык этот	1	1
не представляет	1	1
же относится	1	1
в рамках	5	1
смысле как	1	1
для него	1	1
мог бы	2	1
сам по	3	1
только о	2	2
того же	4	3
штампованный язык	1	1
классовый враг	3	1
смысла и	1	2
как к	2	1
ту же	1	6
д и	1	1
в структуре	3	1
языка за	1	1
самого производства	1	1
свою очередь	1	2
же это	2	1
был бы	3	2
важно однако	2	1
я имею	2	1
ни на	2	2
ясное дело	1	1
бы однако	1	1
в слове	4	1
то ни	1	1
языка но	3	3
же значение	1	1
языка как	4	2
но все	2	4
указание на	1	3
а также	4	3
этих примеров	1	1
на совещании	1	1
в очерке	1	1
можно было	11	9
что это	3	7
бы так	1	1
легко и	1	1
то убедимся	1	1
языковой системы	1	1
сюда же	1	2
основной характеристики	1	1
существу же	1	1
свое время	2	2
в данных	1	1
речи но	3	2
но вряд	1	1
выражения и	1	1
и другие	1	1
может служить	2	2
эти сокращения	2	1
представлять себе	1	1
и часто	1	1
от них	1	1
каким-то образом	1	1
не с	2	1
в связи	5	4
убедиться в	1	1
отсюда и	1	2
если эти	1	1
приходит к	1	1
языковой традиции	1	2
иностранных слов	3	1
почти всегда	1	2
